B13002G_001E,B13002G_001M,B13002G_002E,B13002G_002M,B13002G_003E,B13002G_003M,B13002G_004E,B13002G_004M,B13002G_005E,B13002G_005M,B13002G_006E,B13002G_006M,B13002G_007E,B13002G_007M,B13002G_001M,B13002G_001EA,B13002G_001MA,B13002G_002M,B13002G_002EA,B13002G_002MA,B13002G_003M,B13002G_003EA,B13002G_003MA,B13002G_004M,B13002G_004EA,B13002G_004MA,B13002G_005M,B13002G_005EA,B13002G_005MA,B13002G_006M,B13002G_006EA,B13002G_006MA,B13002G_007M,B13002G_007EA,B13002G_007MA,state
53269,4538,1756,676,1115,560,641,422,51513,4514,12578,2062,38935,3699,4538,null,null,676,null,null,560,null,null,422,null,null,4514,null,null,2062,null,null,3699,null,null,25
72016,4673,3603,955,1748,541,1855,778,68413,4631,17764,1997,50649,4218,4673,null,null,955,null,null,541,null,null,778,null,null,4631,null,null,1997,null,null,4218,null,null,26
34934,3078,1449,479,726,350,723,344,33485,3082,8840,1401,24645,2674,3078,null,null,479,null,null,350,null,null,344,null,null,3082,null,null,1401,null,null,2674,null,null,27
6423,1241,552,437,173,209,379,344,5871,1196,1833,642,4038,1019,1241,null,null,437,null,null,209,null,null,344,null,null,1196,null,null,642,null,null,1019,null,null,28
29984,2842,2074,801,979,542,1095,616,27910,2802,7726,1322,20184,2429,2842,null,null,801,null,null,542,null,null,616,null,null,2802,null,null,1322,null,null,2429,null,null,29
7975,1350,251,217,37,63,214,206,7724,1337,2056,607,5668,1263,1350,null,null,217,null,null,63,null,null,206,null,null,1337,null,null,607,null,null,1263,null,null,30
10217,1777,651,417,240,232,411,333,9566,1822,3068,1007,6498,1351,1777,null,null,417,null,null,232,null,null,333,null,null,1822,null,null,1007,null,null,1351,null,null,31
32807,3353,2146,874,547,331,1599,812,30661,3233,8817,1368,21844,2753,3353,null,null,874,null,null,331,null,null,812,null,null,3233,null,null,1368,null,null,2753,null,null,32
6454,1339,205,270,0,187,205,270,6249,1305,1717,596,4532,1145,1339,null,null,270,null,null,187,null,null,270,null,null,1305,null,null,596,null,null,1145,null,null,33
52964,4841,2145,627,1278,477,867,451,50819,4840,18532,2111,32287,3974,4841,null,null,627,null,null,477,null,null,451,null,null,4840,null,null,2111,null,null,3974,null,null,34
13822,2195,707,413,549,431,158,139,13115,2143,4605,1346,8510,1740,2195,null,null,413,null,null,431,null,null,139,null,null,2143,null,null,1346,null,null,1740,null,null,35
154134,6834,8398,1657,4082,1096,4316,1185,145736,6561,43765,3632,101971,5431,6834,null,null,1657,null,null,1096,null,null,1185,null,null,6561,null,null,3632,null,null,5431,null,null,36
64037,4831,4039,988,2416,793,1623,701,59998,4805,18254,2357,41744,4203,4831,null,null,988,null,null,793,null,null,701,null,null,4805,null,null,2357,null,null,4203,null,null,37
5526,1325,129,122,61,75,68,90,5397,1335,1956,684,3441,1200,1325,null,null,122,null,null,75,null,null,90,null,null,1335,null,null,684,null,null,1200,null,null,38
72106,4990,5417,1356,2221,927,3196,1078,66689,4819,16622,2003,50067,4198,4990,null,null,1356,null,null,927,null,null,1078,null,null,4819,null,null,2003,null,null,4198,null,null,39
70016,2646,3859,950,2691,760,1168,470,66157,2695,25095,2069,41062,2645,2646,null,null,950,null,null,760,null,null,470,null,null,2695,null,null,2069,null,null,2645,null,null,40
50504,4176,2134,857,1549,617,585,440,48370,3931,16178,2322,32192,3163,4176,null,null,857,null,null,617,null,null,440,null,null,3931,null,null,2322,null,null,3163,null,null,41
70657,4973,4719,1187,2183,739,2536,953,65938,4642,18123,2036,47815,4116,4973,null,null,1187,null,null,739,null,null,953,null,null,4642,null,null,2036,null,null,4116,null,null,42
8206,1799,261,245,0,208,261,245,7945,1794,1690,775,6255,1559,1799,null,null,245,null,null,208,null,null,245,null,null,1794,null,null,775,null,null,1559,null,null,44
23219,2995,1057,619,336,270,721,562,22162,2759,5224,1225,16938,2302,2995,null,null,619,null,null,270,null,null,562,null,null,2759,null,null,1225,null,null,2302,null,null,45
4660,1131,486,353,460,348,26,50,4174,1082,796,365,3378,1046,1131,null,null,353,null,null,348,null,null,50,null,null,1082,null,null,365,null,null,1046,null,null,46
28661,2863,1855,852,772,558,1083,576,26806,2908,9536,1771,17270,2229,2863,null,null,852,null,null,558,null,null,576,null,null,2908,null,null,1771,null,null,2229,null,null,47
163718,7557,10279,1910,6121,1532,4158,1083,153439,7123,56760,4296,96679,5309,7557,null,null,1910,null,null,1532,null,null,1083,null,null,7123,null,null,4296,null,null,5309,null,null,48
21886,2046,1696,687,1368,625,328,285,20190,2046,7358,1254,12832,1931,2046,null,null,687,null,null,625,null,null,285,null,null,2046,null,null,1254,null,null,1931,null,null,49
2442,752,111,137,111,137,0,151,2331,740,710,321,1621,628,752,null,null,137,null,null,137,null,null,151,null,null,740,null,null,321,null,null,628,null,null,50
72299,4656,3455,1117,2233,949,1222,717,68844,4474,23307,2793,45537,3721,4656,null,null,1117,null,null,949,null,null,717,null,null,4474,null,null,2793,null,null,3721,null,null,51
98414,5488,4449,1174,2902,953,1547,672,93965,5376,27742,3358,66223,4285,5488,null,null,1174,null,null,953,null,null,672,null,null,5376,null,null,3358,null,null,4285,null,null,53
5912,1188,340,302,104,140,236,277,5572,1170,1467,506,4105,1091,1188,null,null,302,null,null,140,null,null,277,null,null,1170,null,null,506,null,null,1091,null,null,54
28502,2544,2259,792,697,297,1562,704,26243,2398,6409,1009,19834,2235,2544,null,null,792,null,null,297,null,null,704,null,null,2398,null,null,1009,null,null,2235,null,null,55
3647,1079,283,297,119,149,164,266,3364,1091,1591,770,1773,749,1079,null,null,297,null,null,149,null,null,266,null,null,1091,null,null,770,null,null,749,null,null,56
33883,3448,1180,589,438,338,742,446,32703,3402,10103,1829,22600,2595,3448,null,null,589,null,null,338,null,null,446,null,null,3402,null,null,1829,null,null,2595,null,null,72
17233,2446,1168,726,787,594,381,281,16065,2337,4838,1335,11227,2035,2446,null,null,726,null,null,594,null,null,281,null,null,2337,null,null,1335,null,null,2035,null,null,01
14782,1834,567,348,358,294,209,206,14215,1854,4897,1012,9318,1701,1834,null,null,348,null,null,294,null,null,206,null,null,1854,null,null,1012,null,null,1701,null,null,02
56504,4709,2580,773,1064,514,1516,569,53924,4633,16066,2077,37858,3941,4709,null,null,773,null,null,514,null,null,569,null,null,4633,null,null,2077,null,null,3941,null,null,04
17325,2363,1188,655,772,523,416,388,16137,2310,5467,1014,10670,2072,2363,null,null,655,null,null,523,null,null,388,null,null,2310,null,null,1014,null,null,2072,null,null,05
454530,10690,18684,2283,11872,1792,6812,1388,435846,10338,133422,6138,302424,9972,10690,null,null,2283,null,null,1792,null,null,1388,null,null,10338,null,null,6138,null,null,9972,null,null,06
41117,3040,1733,627,1486,622,247,166,39384,3080,13761,1798,25623,2382,3040,null,null,627,null,null,622,null,null,166,null,null,3080,null,null,1798,null,null,2382,null,null,08
26012,3284,1533,816,693,402,840,588,24479,3025,6454,1305,18025,2595,3284,null,null,816,null,null,402,null,null,588,null,null,3025,null,null,1305,null,null,2595,null,null,09
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
5202,1100,98,102,98,102,0,203,5104,1078,1500,617,3604,907,1100,null,null,102,null,null,102,null,null,203,null,null,1078,null,null,617,null,null,907,null,null,11
