B14007A_001E,B14007A_001M,B14007A_002E,B14007A_002M,B14007A_003E,B14007A_003M,B14007A_004E,B14007A_004M,B14007A_005E,B14007A_005M,B14007A_006E,B14007A_006M,B14007A_007E,B14007A_007M,B14007A_008E,B14007A_008M,B14007A_009E,B14007A_009M,B14007A_010E,B14007A_010M,B14007A_011E,B14007A_011M,B14007A_012E,B14007A_012M,B14007A_013E,B14007A_013M,B14007A_014E,B14007A_014M,B14007A_015E,B14007A_015M,B14007A_016E,B14007A_016M,B14007A_017E,B14007A_017M,B14007A_018E,B14007A_018M,B14007A_019E,B14007A_019M,B14007A_001M,B14007A_001EA,B14007A_001MA,B14007A_002M,B14007A_002EA,B14007A_002MA,B14007A_003M,B14007A_003EA,B14007A_003MA,B14007A_004M,B14007A_004EA,B14007A_004MA,B14007A_005M,B14007A_005EA,B14007A_005MA,B14007A_006M,B14007A_006EA,B14007A_006MA,B14007A_007M,B14007A_007EA,B14007A_007MA,B14007A_008M,B14007A_008EA,B14007A_008MA,B14007A_009M,B14007A_009EA,B14007A_009MA,B14007A_010M,B14007A_010EA,B14007A_010MA,B14007A_011M,B14007A_011EA,B14007A_011MA,B14007A_012M,B14007A_012EA,B14007A_012MA,B14007A_013M,B14007A_013EA,B14007A_013MA,B14007A_014M,B14007A_014EA,B14007A_014MA,B14007A_015M,B14007A_015EA,B14007A_015MA,B14007A_016M,B14007A_016EA,B14007A_016MA,B14007A_017M,B14007A_017EA,B14007A_017MA,B14007A_018M,B14007A_018EA,B14007A_018MA,B14007A_019M,B14007A_019EA,B14007A_019MA,state
1224505,2342,263393,4512,15958,2172,13896,1823,11922,1579,13532,1692,12450,1447,11617,1504,11492,1571,13513,1906,13252,1781,11615,1527,14877,1694,13040,1474,14282,1658,15477,1700,63529,2952,12941,1814,961112,4459,2342,null,null,4512,null,null,2172,null,null,1823,null,null,1579,null,null,1692,null,null,1447,null,null,1504,null,null,1571,null,null,1906,null,null,1781,null,null,1527,null,null,1694,null,null,1474,null,null,1658,null,null,1700,null,null,2952,null,null,1814,null,null,4459,null,null,23
3289887,12863,773976,9341,49288,3110,33206,2528,33958,2718,39555,2382,35071,2498,38566,2807,38796,2542,38975,2552,37703,2563,36580,2734,41624,2700,38282,2421,38058,2142,39342,3043,180369,6152,54603,3920,2515911,11867,12863,null,null,9341,null,null,3110,null,null,2528,null,null,2718,null,null,2382,null,null,2498,null,null,2807,null,null,2542,null,null,2552,null,null,2563,null,null,2734,null,null,2700,null,null,2421,null,null,2142,null,null,3043,null,null,6152,null,null,3920,null,null,11867,null,null,24
5208102,15696,1251155,12550,81081,4450,53600,4297,47076,3621,49852,3017,55160,3503,53980,3930,57396,3425,56622,3602,56889,3874,61523,3660,64221,3519,59375,2994,65152,3739,70324,3586,317651,7181,101253,4984,3956947,13114,15696,null,null,12550,null,null,4450,null,null,4297,null,null,3621,null,null,3017,null,null,3503,null,null,3930,null,null,3425,null,null,3602,null,null,3874,null,null,3660,null,null,3519,null,null,2994,null,null,3739,null,null,3586,null,null,7181,null,null,4984,null,null,13114,null,null,25
7552507,10983,1817557,12759,105323,4492,88153,4056,76945,3369,83071,3666,87025,3980,90393,4168,86770,3708,93535,4480,91359,4320,92272,4309,94502,3548,101419,3869,96533,3683,98119,3334,444441,9426,87697,4536,5734950,14245,10983,null,null,12759,null,null,4492,null,null,4056,null,null,3369,null,null,3666,null,null,3980,null,null,4168,null,null,3708,null,null,4480,null,null,4320,null,null,4309,null,null,3548,null,null,3869,null,null,3683,null,null,3334,null,null,9426,null,null,4536,null,null,14245,null,null,26
4446627,6401,1047804,7030,73516,3706,52043,2406,53193,3082,50631,2924,53954,3205,49687,2413,52854,2590,53726,2631,52408,2876,53508,2920,54068,3213,54712,2187,58943,3112,57585,2976,229477,4703,47499,2808,3398823,5815,6401,null,null,7030,null,null,3706,null,null,2406,null,null,3082,null,null,2924,null,null,3205,null,null,2413,null,null,2590,null,null,2631,null,null,2876,null,null,2920,null,null,3213,null,null,2187,null,null,3112,null,null,2976,null,null,4703,null,null,2808,null,null,5815,null,null,27
1689595,4580,405759,5765,20571,2086,24126,2712,23406,2985,22052,2646,20232,2173,21443,2607,22278,2472,20870,2630,20334,2550,21709,2160,20208,2254,23075,2235,19398,1921,21945,2726,88110,4226,16002,2348,1283836,6407,4580,null,null,5765,null,null,2086,null,null,2712,null,null,2985,null,null,2646,null,null,2173,null,null,2607,null,null,2472,null,null,2630,null,null,2550,null,null,2160,null,null,2254,null,null,2235,null,null,1921,null,null,2726,null,null,4226,null,null,2348,null,null,6407,null,null,28
4843329,7432,1162478,9827,75675,4192,56930,3730,59281,3480,56453,3919,60577,3341,58892,3266,59995,3346,61091,3397,60700,3505,59052,3809,64213,3966,61238,2960,59159,3075,61504,3058,247908,6595,59810,4464,3680851,10573,7432,null,null,9827,null,null,4192,null,null,3730,null,null,3480,null,null,3919,null,null,3341,null,null,3266,null,null,3346,null,null,3397,null,null,3505,null,null,3809,null,null,3966,null,null,2960,null,null,3075,null,null,3058,null,null,6595,null,null,4464,null,null,10573,null,null,29
899211,2492,202018,4437,11718,1578,10705,1499,8583,1230,10601,1448,10498,1595,12103,1504,9877,1007,11198,1401,9796,1588,10633,1306,9902,1272,9943,1249,11312,1140,10444,1609,46435,3494,8270,1452,697193,4025,2492,null,null,4437,null,null,1578,null,null,1499,null,null,1230,null,null,1448,null,null,1595,null,null,1504,null,null,1007,null,null,1401,null,null,1588,null,null,1306,null,null,1272,null,null,1249,null,null,1140,null,null,1609,null,null,3494,null,null,1452,null,null,4025,null,null,30
1610766,6435,422457,6859,27294,1922,21652,2037,19765,1961,23666,1945,21118,1934,21937,1665,21360,1836,24019,1802,22756,1904,19788,1652,20186,1914,20049,1579,21219,1418,23157,1989,92774,4355,21717,2157,1188309,7444,6435,null,null,6859,null,null,1922,null,null,2037,null,null,1961,null,null,1945,null,null,1934,null,null,1665,null,null,1836,null,null,1802,null,null,1904,null,null,1652,null,null,1914,null,null,1579,null,null,1418,null,null,1989,null,null,4355,null,null,2157,null,null,7444,null,null,31
1905763,14470,428862,8544,23686,2667,22333,2555,21481,2404,22154,2584,20841,2356,23009,2352,23426,2155,24498,2646,21682,2415,24643,2282,22944,2610,22221,2075,22092,2188,26767,2795,87701,5137,19384,2607,1476901,11061,14470,null,null,8544,null,null,2667,null,null,2555,null,null,2404,null,null,2584,null,null,2356,null,null,2352,null,null,2155,null,null,2646,null,null,2415,null,null,2282,null,null,2610,null,null,2075,null,null,2188,null,null,2795,null,null,5137,null,null,2607,null,null,11061,null,null,32
1213168,3404,276739,4687,14380,1762,12747,1728,13073,1821,12127,1617,12865,1486,14333,1861,12429,1583,15311,1837,11999,1680,14676,1744,13849,1519,15436,1660,13312,1550,17086,1844,66052,3840,17064,2002,936429,4624,3404,null,null,4687,null,null,1762,null,null,1728,null,null,1821,null,null,1617,null,null,1486,null,null,1861,null,null,1583,null,null,1837,null,null,1680,null,null,1744,null,null,1519,null,null,1660,null,null,1550,null,null,1844,null,null,3840,null,null,2002,null,null,4624,null,null,33
5904432,21865,1406986,13227,100127,4771,68199,4208,61488,4119,63950,3703,68475,3451,72065,3304,69746,4017,72235,3673,71155,4027,74324,4167,74172,4032,77135,3546,75700,3810,83072,5079,300050,7562,75093,3996,4497446,16109,21865,null,null,13227,null,null,4771,null,null,4208,null,null,4119,null,null,3703,null,null,3451,null,null,3304,null,null,4017,null,null,3673,null,null,4027,null,null,4167,null,null,4032,null,null,3546,null,null,3810,null,null,5079,null,null,7562,null,null,3996,null,null,16109,null,null,34
1488141,11300,380056,8362,19202,2314,18895,2397,21003,2641,18851,2305,20001,2444,21547,2351,19942,2344,19330,1690,16221,1792,18833,2499,18530,2501,16004,1990,21243,2375,21610,2091,89265,5821,19579,2632,1108085,9809,11300,null,null,8362,null,null,2314,null,null,2397,null,null,2641,null,null,2305,null,null,2444,null,null,2351,null,null,2344,null,null,1690,null,null,1792,null,null,2499,null,null,2501,null,null,1990,null,null,2375,null,null,2091,null,null,5821,null,null,2632,null,null,9809,null,null,35
12147318,28885,2783900,18195,167461,6144,132358,6022,124961,5617,130366,6312,133838,5742,138884,5625,126788,5297,131448,6009,132517,5437,136643,5493,143850,4652,144193,4662,144095,5226,145008,5272,671296,11863,180194,5497,9363418,23118,28885,null,null,18195,null,null,6144,null,null,6022,null,null,5617,null,null,6312,null,null,5742,null,null,5625,null,null,5297,null,null,6009,null,null,5437,null,null,5493,null,null,4652,null,null,4662,null,null,5226,null,null,5272,null,null,11863,null,null,5497,null,null,23118,null,null,36
6773667,13593,1577681,13795,83173,4670,73176,5057,74269,4340,77777,4213,85740,4605,81284,4427,83388,4347,79010,3684,79520,4117,80569,4516,88145,4624,83366,3479,81053,3693,85506,4496,363911,9264,77794,4863,5195986,13289,13593,null,null,13795,null,null,4670,null,null,5057,null,null,4340,null,null,4213,null,null,4605,null,null,4427,null,null,4347,null,null,3684,null,null,4117,null,null,4516,null,null,4624,null,null,3479,null,null,3693,null,null,4496,null,null,9264,null,null,4863,null,null,13289,null,null,37
633914,3327,150031,4367,7225,1037,7856,1257,6829,993,7652,1148,7452,1194,8862,1329,7367,1121,8117,1153,6769,974,7343,1165,6241,1000,6600,972,7506,1144,7133,1126,38967,3544,8112,1315,483883,4938,3327,null,null,4367,null,null,1037,null,null,1257,null,null,993,null,null,1148,null,null,1194,null,null,1329,null,null,1121,null,null,1153,null,null,974,null,null,1165,null,null,1000,null,null,972,null,null,1144,null,null,1126,null,null,3544,null,null,1315,null,null,4938,null,null,38
9171287,11490,2158284,13234,127360,5355,97418,4255,108510,4770,103121,4899,108952,5293,104711,4882,103525,4337,114826,5047,116641,4788,115765,4940,117476,4654,119400,4045,116920,4493,115746,4887,476863,10045,111050,4758,7013003,14991,11490,null,null,13234,null,null,5355,null,null,4255,null,null,4770,null,null,4899,null,null,5293,null,null,4882,null,null,4337,null,null,5047,null,null,4788,null,null,4940,null,null,4654,null,null,4045,null,null,4493,null,null,4887,null,null,10045,null,null,4758,null,null,14991,null,null,39
2742437,8289,650801,8167,39696,2698,35090,2642,35114,2211,33057,2628,35677,2047,34763,2501,33947,2567,35725,2141,32238,2311,32556,2392,37332,2474,32936,2313,33406,2092,31342,2509,139985,4539,27937,2956,2091636,7835,8289,null,null,8167,null,null,2698,null,null,2642,null,null,2211,null,null,2628,null,null,2047,null,null,2501,null,null,2567,null,null,2141,null,null,2311,null,null,2392,null,null,2474,null,null,2313,null,null,2092,null,null,2509,null,null,4539,null,null,2956,null,null,7835,null,null,40
3347246,13062,755338,11640,45588,3137,35219,3377,36621,2694,37884,2989,37597,3069,37806,2619,37096,3122,38643,3067,37491,3543,37876,2715,37831,3161,37943,2396,40479,2772,39370,3066,179994,7210,37900,3676,2591908,10574,13062,null,null,11640,null,null,3137,null,null,3377,null,null,2694,null,null,2989,null,null,3069,null,null,2619,null,null,3122,null,null,3067,null,null,3543,null,null,2715,null,null,3161,null,null,2396,null,null,2772,null,null,3066,null,null,7210,null,null,3676,null,null,10574,null,null,41
10033305,14686,2201928,13549,135574,5804,99337,4954,106051,4400,106030,3650,106536,4399,109503,4255,111049,4081,112343,4499,108650,4320,115627,4773,113373,4410,123217,4535,111880,4461,120056,4826,492098,7585,130604,5983,7831377,15513,14686,null,null,13549,null,null,5804,null,null,4954,null,null,4400,null,null,3650,null,null,4399,null,null,4255,null,null,4081,null,null,4499,null,null,4320,null,null,4773,null,null,4410,null,null,4535,null,null,4461,null,null,4826,null,null,7585,null,null,5983,null,null,15513,null,null,42
829774,6027,194085,4681,11549,1637,6594,1438,5695,1218,8194,1645,7017,1230,8765,1347,7055,1462,9466,1487,12250,1902,8652,1415,8535,1304,10452,1200,8032,1084,10155,1688,59373,2725,12301,2007,635689,5140,6027,null,null,4681,null,null,1637,null,null,1438,null,null,1218,null,null,1645,null,null,1230,null,null,1347,null,null,1462,null,null,1487,null,null,1902,null,null,1415,null,null,1304,null,null,1200,null,null,1084,null,null,1688,null,null,2725,null,null,2007,null,null,5140,null,null,44
3238957,10669,735891,9939,41685,3033,40955,3297,36625,2743,35928,2575,35625,2665,37466,3412,39690,3418,41093,3201,37081,3232,36817,2944,40023,3322,36279,2837,37405,2738,39322,2755,165922,7460,33975,3520,2503066,10723,10669,null,null,9939,null,null,3033,null,null,3297,null,null,2743,null,null,2575,null,null,2665,null,null,3412,null,null,3418,null,null,3201,null,null,3232,null,null,2944,null,null,3322,null,null,2837,null,null,2738,null,null,2755,null,null,7460,null,null,3520,null,null,10723,null,null,45
705778,3078,170949,3380,10414,1591,9136,1378,9380,1150,9835,1550,7843,1113,9278,1324,8713,1187,7504,1315,8022,1136,9413,1308,8538,1185,8563,986,8882,1060,8859,1218,39439,2368,7130,1069,534829,3220,3078,null,null,3380,null,null,1591,null,null,1378,null,null,1150,null,null,1550,null,null,1113,null,null,1324,null,null,1187,null,null,1315,null,null,1136,null,null,1308,null,null,1185,null,null,986,null,null,1060,null,null,1218,null,null,2368,null,null,1069,null,null,3220,null,null,46
5010761,9741,1136421,10301,66925,4745,54746,4132,55196,4708,56964,3899,57766,3551,59074,3882,60711,3810,60015,3571,60663,3881,66223,3984,66408,4492,61014,3430,66192,4241,63311,3468,231091,7174,50122,3984,3874340,10336,9741,null,null,10301,null,null,4745,null,null,4132,null,null,4708,null,null,3899,null,null,3551,null,null,3882,null,null,3810,null,null,3571,null,null,3881,null,null,3984,null,null,4492,null,null,3430,null,null,4241,null,null,3468,null,null,7174,null,null,3984,null,null,10336,null,null,47
19846720,40340,5402495,26961,327461,11632,282087,10290,295941,10827,293494,8641,303744,8616,302747,10458,300341,10040,289552,8589,290765,9377,298076,8862,299425,9301,296300,6900,276605,7756,284507,9486,1056339,19390,205111,7978,14444225,36284,40340,null,null,26961,null,null,11632,null,null,10290,null,null,10827,null,null,8641,null,null,8616,null,null,10458,null,null,10040,null,null,8589,null,null,9377,null,null,8862,null,null,9301,null,null,6900,null,null,7756,null,null,9486,null,null,19390,null,null,7978,null,null,36284,null,null,48
2508171,10176,822466,7915,51878,3354,44757,3198,40222,2948,43042,3165,47851,3300,44285,2996,43056,2847,43431,3077,40940,3031,40058,3465,42201,2969,39332,2596,41393,2719,42053,3094,187058,5144,30909,3231,1685705,10027,10176,null,null,7915,null,null,3354,null,null,3198,null,null,2948,null,null,3165,null,null,3300,null,null,2996,null,null,2847,null,null,3077,null,null,3031,null,null,3465,null,null,2969,null,null,2596,null,null,2719,null,null,3094,null,null,5144,null,null,3231,null,null,10027,null,null,49
574676,1397,130169,2757,9272,1051,6076,1042,6676,1038,5539,820,5384,901,6685,1165,6314,1024,5440,842,6304,1035,5972,917,5977,956,5694,995,6695,727,7075,1136,34817,2026,6249,1030,444507,2761,1397,null,null,2757,null,null,1051,null,null,1042,null,null,1038,null,null,820,null,null,901,null,null,1165,null,null,1024,null,null,842,null,null,1035,null,null,917,null,null,956,null,null,995,null,null,727,null,null,1136,null,null,2026,null,null,1030,null,null,2761,null,null,50
5525528,11359,1331604,11197,83343,4175,64575,4090,58911,3328,66019,3702,69044,4445,64862,3876,66325,3916,62693,3478,66594,3976,66415,3362,63861,3792,65706,3252,65497,3346,73644,3320,312054,7639,82061,4231,4193924,11644,11359,null,null,11197,null,null,4175,null,null,4090,null,null,3328,null,null,3702,null,null,4445,null,null,3876,null,null,3916,null,null,3478,null,null,3976,null,null,3362,null,null,3792,null,null,3252,null,null,3346,null,null,3320,null,null,7639,null,null,4231,null,null,11644,null,null,51
5339400,12900,1192268,11798,75441,4433,54624,3910,62345,3927,64978,3996,60800,3130,60050,3432,60590,3453,58988,3254,56952,3546,62899,4070,63075,3002,63439,3288,59969,3680,63606,3881,263565,7470,60947,3991,4147132,12697,12900,null,null,11798,null,null,4433,null,null,3910,null,null,3927,null,null,3996,null,null,3130,null,null,3432,null,null,3453,null,null,3254,null,null,3546,null,null,4070,null,null,3002,null,null,3288,null,null,3680,null,null,3881,null,null,7470,null,null,3991,null,null,12697,null,null,53
1649251,3306,352789,5805,17198,1957,19044,2141,16902,1937,18438,2028,19960,1734,19265,2163,18208,1929,20199,1908,17492,1819,21200,2569,18857,2095,17103,1591,19496,1746,19790,2153,75208,4163,14429,2190,1296462,6308,3306,null,null,5805,null,null,1957,null,null,2141,null,null,1937,null,null,2028,null,null,1734,null,null,2163,null,null,1929,null,null,1908,null,null,1819,null,null,2569,null,null,2095,null,null,1591,null,null,1746,null,null,2153,null,null,4163,null,null,2190,null,null,6308,null,null,54
4788181,8227,1130472,9558,61804,2637,57453,2990,50568,3123,53954,2460,55109,2700,59056,3267,57602,3255,58477,2812,54424,2902,56046,3203,58486,2667,59485,2875,59161,2777,62155,3011,276609,6984,50083,3047,3657709,9250,8227,null,null,9558,null,null,2637,null,null,2990,null,null,3123,null,null,2460,null,null,2700,null,null,3267,null,null,3255,null,null,2812,null,null,2902,null,null,3203,null,null,2667,null,null,2875,null,null,2777,null,null,3011,null,null,6984,null,null,3047,null,null,9250,null,null,55
517967,2909,134526,4020,7542,1319,7010,1158,6317,1463,9436,1515,6789,1030,8461,1177,6177,1409,6809,1340,7037,1428,6352,1102,5629,1055,7721,1218,5615,1105,6745,1400,30172,2899,6714,1620,383441,4141,2909,null,null,4020,null,null,1319,null,null,1158,null,null,1463,null,null,1515,null,null,1030,null,null,1177,null,null,1409,null,null,1340,null,null,1428,null,null,1102,null,null,1055,null,null,1218,null,null,1105,null,null,1400,null,null,2899,null,null,1620,null,null,4141,null,null,56
2216114,20043,551162,10792,32105,2807,24632,2674,25897,2668,20325,2612,25792,2967,25097,2690,24597,2534,27703,2568,28788,2968,26080,2380,29740,3031,30174,2552,27377,2261,30822,2917,145174,5595,26859,2869,1664952,15906,20043,null,null,10792,null,null,2807,null,null,2674,null,null,2668,null,null,2612,null,null,2967,null,null,2690,null,null,2534,null,null,2568,null,null,2968,null,null,2380,null,null,3031,null,null,2552,null,null,2261,null,null,2917,null,null,5595,null,null,2869,null,null,15906,null,null,72
3210325,6412,745135,8195,41451,3559,37669,3035,38510,2894,36629,3044,37902,3284,36382,2503,39934,2425,39375,2999,40286,3233,37268,3334,40696,3345,40551,2654,39971,2780,38121,3158,168003,6258,32387,2826,2465190,8948,6412,null,null,8195,null,null,3559,null,null,3035,null,null,2894,null,null,3044,null,null,3284,null,null,2503,null,null,2425,null,null,2999,null,null,3233,null,null,3334,null,null,3345,null,null,2654,null,null,2780,null,null,3158,null,null,6258,null,null,2826,null,null,8948,null,null,01
459416,3022,105132,3617,5384,1007,3558,932,6244,870,4700,1021,5595,1101,6724,1096,5067,1150,5227,922,5968,1127,4943,769,5069,962,5387,881,4943,977,6281,1255,23445,2988,6597,1208,354284,3945,3022,null,null,3617,null,null,1007,null,null,932,null,null,870,null,null,1021,null,null,1101,null,null,1096,null,null,1150,null,null,922,null,null,1127,null,null,769,null,null,962,null,null,881,null,null,977,null,null,1255,null,null,2988,null,null,1208,null,null,3945,null,null,02
5091124,20852,1222716,15199,60998,3788,60933,4441,59692,4413,58054,3351,69441,4313,64701,4582,62157,4182,62828,3920,63030,4102,64237,4252,63456,4060,65150,3992,62889,3623,66344,4382,279769,9550,59037,4229,3868408,15985,20852,null,null,15199,null,null,3788,null,null,4441,null,null,4413,null,null,3351,null,null,4313,null,null,4582,null,null,4182,null,null,3920,null,null,4102,null,null,4252,null,null,4060,null,null,3992,null,null,3623,null,null,4382,null,null,9550,null,null,4229,null,null,15985,null,null,04
2212042,5056,517822,6485,32852,2821,26794,3134,26121,3019,28357,2674,27216,2400,28058,2607,27036,2415,24929,2371,27385,2683,30024,3033,27772,2881,26490,2646,27960,2550,28127,3089,108577,5230,20124,2115,1694220,7410,5056,null,null,6485,null,null,2821,null,null,3134,null,null,3019,null,null,2674,null,null,2400,null,null,2607,null,null,2415,null,null,2371,null,null,2683,null,null,3033,null,null,2881,null,null,2646,null,null,2550,null,null,3089,null,null,5230,null,null,2115,null,null,7410,null,null,05
22624216,60000,5774240,42032,329788,8996,289181,9568,247700,7434,253927,7804,277075,9820,285664,8670,281247,9298,294350,8838,284167,9784,285357,9071,285597,9512,289466,8682,286528,8534,331484,8732,1460613,24782,292096,8765,16849976,42469,60000,null,null,42032,null,null,8996,null,null,9568,null,null,7434,null,null,7804,null,null,9820,null,null,8670,null,null,9298,null,null,8838,null,null,9784,null,null,9071,null,null,9512,null,null,8682,null,null,8534,null,null,8732,null,null,24782,null,null,8765,null,null,42469,null,null,06
4496964,13418,1104915,13435,65718,4402,52449,3424,55719,3423,60070,3667,60481,3828,57313,3222,55702,3713,55275,3313,52975,3231,57544,3873,57264,3452,57083,3426,52542,3163,56075,3567,243756,8523,64949,3927,3392049,13376,13418,null,null,13435,null,null,4402,null,null,3424,null,null,3423,null,null,3667,null,null,3828,null,null,3222,null,null,3713,null,null,3313,null,null,3231,null,null,3873,null,null,3452,null,null,3426,null,null,3163,null,null,3567,null,null,8523,null,null,3927,null,null,13376,null,null,08
