C17001F_001E,C17001F_001M,C17001F_002E,C17001F_002M,C17001F_003E,C17001F_003M,C17001F_004E,C17001F_004M,C17001F_005E,C17001F_005M,C17001F_006E,C17001F_006M,C17001F_007E,C17001F_007M,C17001F_008E,C17001F_008M,C17001F_009E,C17001F_009M,C17001F_010E,C17001F_010M,C17001F_011E,C17001F_011M,C17001F_012E,C17001F_012M,C17001F_013E,C17001F_013M,C17001F_014E,C17001F_014M,C17001F_015E,C17001F_015M,C17001F_016E,C17001F_016M,C17001F_017E,C17001F_017M,C17001F_018E,C17001F_018M,C17001F_019E,C17001F_019M,C17001F_001M,C17001F_001EA,C17001F_001MA,C17001F_002M,C17001F_002EA,C17001F_002MA,C17001F_003M,C17001F_003EA,C17001F_003MA,C17001F_004M,C17001F_004EA,C17001F_004MA,C17001F_005M,C17001F_005EA,C17001F_005MA,C17001F_006M,C17001F_006EA,C17001F_006MA,C17001F_007M,C17001F_007EA,C17001F_007MA,C17001F_008M,C17001F_008EA,C17001F_008MA,C17001F_009M,C17001F_009EA,C17001F_009MA,C17001F_010M,C17001F_010EA,C17001F_010MA,C17001F_011M,C17001F_011EA,C17001F_011MA,C17001F_012M,C17001F_012EA,C17001F_012MA,C17001F_013M,C17001F_013EA,C17001F_013MA,C17001F_014M,C17001F_014EA,C17001F_014MA,C17001F_015M,C17001F_015EA,C17001F_015MA,C17001F_016M,C17001F_016EA,C17001F_016MA,C17001F_017M,C17001F_017EA,C17001F_017MA,C17001F_018M,C17001F_018EA,C17001F_018MA,C17001F_019M,C17001F_019EA,C17001F_019MA,state
2276,799,363,227,120,120,0,172,120,120,0,172,243,204,38,64,205,197,0,172,1913,783,607,295,212,173,250,188,145,120,1306,622,242,178,941,557,123,135,799,null,null,227,null,null,120,null,null,172,null,null,120,null,null,172,null,null,204,null,null,64,null,null,197,null,null,172,null,null,783,null,null,295,null,null,173,null,null,188,null,null,120,null,null,622,null,null,178,null,null,557,null,null,135,null,null,23
227128,12629,29244,4960,13616,2663,6838,2188,6297,1397,481,454,15628,2980,5284,1680,9898,1714,446,326,197884,12946,108208,6905,30625,3307,74177,5179,3406,753,89676,7007,26136,3099,59106,4596,4434,1271,12629,null,null,4960,null,null,2663,null,null,2188,null,null,1397,null,null,454,null,null,2980,null,null,1680,null,null,1714,null,null,326,null,null,12946,null,null,6905,null,null,3307,null,null,5179,null,null,753,null,null,7007,null,null,3099,null,null,4596,null,null,1271,null,null,24
277140,15966,67309,8066,29388,4136,13978,2808,13545,2269,1865,659,37921,4907,13867,2709,20581,2801,3473,848,209831,14643,109407,7402,24989,3910,79383,5282,5035,1020,100424,8805,25325,3860,69574,5738,5525,1239,15966,null,null,8066,null,null,4136,null,null,2808,null,null,2269,null,null,659,null,null,4907,null,null,2709,null,null,2801,null,null,848,null,null,14643,null,null,7402,null,null,3910,null,null,5282,null,null,1020,null,null,8805,null,null,3860,null,null,5738,null,null,1239,null,null,25
117192,8944,32366,5176,16849,3154,8564,1999,8106,1771,179,230,15517,2592,6131,1522,8812,1702,574,314,84826,7181,44449,3848,11892,1833,30460,2832,2097,576,40377,4211,12628,2283,25249,2690,2500,695,8944,null,null,5176,null,null,3154,null,null,1999,null,null,1771,null,null,230,null,null,2592,null,null,1522,null,null,1702,null,null,314,null,null,7181,null,null,3848,null,null,1833,null,null,2832,null,null,576,null,null,4211,null,null,2283,null,null,2690,null,null,695,null,null,26
110348,6892,22127,3978,10012,2039,5400,1511,4258,832,354,284,12115,2528,5336,1585,6465,1376,314,263,88221,6531,48936,3718,14126,2191,33290,2517,1520,564,39285,3981,14502,2223,23574,2354,1209,616,6892,null,null,3978,null,null,2039,null,null,1511,null,null,832,null,null,284,null,null,2528,null,null,1585,null,null,1376,null,null,263,null,null,6531,null,null,3718,null,null,2191,null,null,2517,null,null,564,null,null,3981,null,null,2223,null,null,2354,null,null,616,null,null,27
28327,4188,8579,2694,3825,1640,1752,902,2073,931,0,213,4754,1533,1897,1277,2857,771,0,213,19748,3877,11529,2405,4491,1546,6036,1647,1002,833,8219,1991,2656,1031,5097,1549,466,365,4188,null,null,2694,null,null,1640,null,null,902,null,null,931,null,null,213,null,null,1533,null,null,1277,null,null,771,null,null,213,null,null,3877,null,null,2405,null,null,1546,null,null,1647,null,null,833,null,null,1991,null,null,1031,null,null,1549,null,null,365,null,null,28
70074,6359,21636,4936,9197,2394,5141,1588,3937,1258,119,166,12439,3023,6509,1920,5736,1423,194,218,48438,5673,25502,3375,8560,1761,15706,2358,1236,609,22936,3254,7748,1778,14042,2012,1146,433,6359,null,null,4936,null,null,2394,null,null,1588,null,null,1258,null,null,166,null,null,3023,null,null,1920,null,null,1423,null,null,218,null,null,5673,null,null,3375,null,null,1761,null,null,2358,null,null,609,null,null,3254,null,null,1778,null,null,2012,null,null,433,null,null,29
3613,1180,879,644,316,261,94,130,222,223,0,168,563,438,216,201,347,319,0,168,2734,1008,1345,558,551,369,744,392,50,55,1389,640,695,411,597,390,97,133,1180,null,null,644,null,null,261,null,null,130,null,null,223,null,null,168,null,null,438,null,null,201,null,null,319,null,null,168,null,null,1008,null,null,558,null,null,369,null,null,392,null,null,55,null,null,640,null,null,411,null,null,390,null,null,133,null,null,30
37336,5841,10400,3396,4344,1466,1824,824,2492,1048,28,51,6056,2372,3412,1652,2547,888,97,140,26936,4236,13021,2280,3904,1150,8463,1534,654,375,13915,2497,4756,1348,8160,1406,999,395,5841,null,null,3396,null,null,1466,null,null,824,null,null,1048,null,null,51,null,null,2372,null,null,1652,null,null,888,null,null,140,null,null,4236,null,null,2280,null,null,1150,null,null,1534,null,null,375,null,null,2497,null,null,1348,null,null,1406,null,null,395,null,null,31
269668,14528,54061,6854,23221,3707,10955,2280,11708,2189,558,505,30840,4095,11294,2274,17829,2480,1717,841,215607,14049,113732,7660,30689,3699,79124,5427,3919,1040,101875,7854,31161,4140,65421,5124,5293,1266,14528,null,null,6854,null,null,3707,null,null,2280,null,null,2189,null,null,505,null,null,4095,null,null,2274,null,null,2480,null,null,841,null,null,14049,null,null,7660,null,null,3699,null,null,5427,null,null,1040,null,null,7854,null,null,4140,null,null,5124,null,null,1266,null,null,32
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,33
537023,20634,110392,11242,47850,6003,21224,3697,24742,3387,1884,664,62542,6738,22024,3508,36672,4068,3846,908,426631,18952,224107,9812,58906,4657,153985,7789,11216,1633,202524,10970,56310,4760,133291,7400,12923,1666,20634,null,null,11242,null,null,6003,null,null,3697,null,null,3387,null,null,664,null,null,6738,null,null,3508,null,null,4068,null,null,908,null,null,18952,null,null,9812,null,null,4657,null,null,7789,null,null,1633,null,null,10970,null,null,4760,null,null,7400,null,null,1666,null,null,34
200711,10768,53418,6709,23027,3733,8860,2046,11922,2725,2245,821,30391,4251,9807,2535,17214,2263,3370,1039,147293,9361,76145,5810,16296,2768,51583,4299,8266,1287,71148,5263,14906,2869,46809,3595,9433,1436,10768,null,null,6709,null,null,3733,null,null,2046,null,null,2725,null,null,821,null,null,4251,null,null,2535,null,null,2263,null,null,1039,null,null,9361,null,null,5810,null,null,2768,null,null,4299,null,null,1287,null,null,5263,null,null,2869,null,null,3595,null,null,1436,null,null,35
1739899,35023,461331,20952,198044,10629,83178,5857,102473,7552,12393,2065,263287,13652,80395,5825,160380,8793,22512,2247,1278568,31233,658586,18866,161847,8801,460331,13683,36408,2574,619982,16461,150755,7539,417501,12041,51726,3765,35023,null,null,20952,null,null,10629,null,null,5857,null,null,7552,null,null,2065,null,null,13652,null,null,5825,null,null,8793,null,null,2247,null,null,31233,null,null,18866,null,null,8801,null,null,13683,null,null,2574,null,null,16461,null,null,7539,null,null,12041,null,null,3765,null,null,36
299554,13992,89792,11230,40277,5246,22338,3551,17149,2364,790,486,49515,6882,21848,3978,26000,3459,1667,960,209762,13351,114887,7321,33187,3712,78764,5165,2936,839,94875,7717,32550,4087,59660,4530,2665,840,13992,null,null,11230,null,null,5246,null,null,3551,null,null,2364,null,null,486,null,null,6882,null,null,3978,null,null,3459,null,null,960,null,null,13351,null,null,7321,null,null,3712,null,null,5165,null,null,839,null,null,7717,null,null,4087,null,null,4530,null,null,840,null,null,37
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,38
106449,9186,28412,4993,13967,3002,6810,1852,6948,1633,209,199,14445,2751,6318,1653,7864,1694,263,247,78037,7738,39732,4494,10672,2138,26815,3012,2245,701,38305,4433,12935,2535,23367,2628,2003,626,9186,null,null,4993,null,null,3002,null,null,1852,null,null,1633,null,null,199,null,null,2751,null,null,1653,null,null,1694,null,null,247,null,null,7738,null,null,4494,null,null,2138,null,null,3012,null,null,701,null,null,4433,null,null,2535,null,null,2628,null,null,626,null,null,39
103580,7642,29004,4827,13687,2710,6504,1793,6930,1442,253,208,15317,2667,6615,1574,8238,1454,464,244,74576,7162,41316,4215,11538,1896,28104,2961,1674,550,33260,3693,10932,1782,21057,2405,1271,433,7642,null,null,4827,null,null,2710,null,null,1793,null,null,1442,null,null,208,null,null,2667,null,null,1574,null,null,1454,null,null,244,null,null,7162,null,null,4215,null,null,1896,null,null,2961,null,null,550,null,null,3693,null,null,1782,null,null,2405,null,null,433,null,null,40
117670,10563,18800,4157,9151,2146,3091,1458,5575,1488,485,296,9649,2935,4582,1935,4554,1247,513,321,98870,10060,51834,5456,14755,2804,35706,3559,1373,606,47036,5572,14352,2939,30735,3468,1949,732,10563,null,null,4157,null,null,2146,null,null,1458,null,null,1488,null,null,296,null,null,2935,null,null,1935,null,null,1247,null,null,321,null,null,10060,null,null,5456,null,null,2804,null,null,3559,null,null,606,null,null,5572,null,null,2939,null,null,3468,null,null,732,null,null,41
252097,13590,83836,10371,38359,5582,18021,3634,18913,3007,1425,575,45477,5793,16370,3083,27139,3623,1968,761,168261,11563,87037,6973,24337,3568,59950,5059,2750,770,81224,6248,25376,3385,52002,4097,3846,788,13590,null,null,10371,null,null,5582,null,null,3634,null,null,3007,null,null,575,null,null,5793,null,null,3083,null,null,3623,null,null,761,null,null,11563,null,null,6973,null,null,3568,null,null,5059,null,null,770,null,null,6248,null,null,3385,null,null,4097,null,null,788,null,null,42
60458,6172,16092,3827,7826,2649,4099,1733,3289,1315,438,342,8266,2194,2372,1151,5201,1382,693,359,44366,5839,23035,3462,5799,1618,15885,2278,1351,673,21331,3277,6139,1923,14369,1888,823,520,6172,null,null,3827,null,null,2649,null,null,1733,null,null,1315,null,null,342,null,null,2194,null,null,1151,null,null,1382,null,null,359,null,null,5839,null,null,3462,null,null,1618,null,null,2278,null,null,673,null,null,3277,null,null,1923,null,null,1888,null,null,520,null,null,44
75832,9510,23043,5790,11215,3108,6335,2085,4880,1369,0,207,11828,3115,5266,1878,6341,1634,221,253,52789,7072,27998,4079,6900,1605,20543,3381,555,399,24791,4022,6684,1923,16831,2912,1276,605,9510,null,null,5790,null,null,3108,null,null,2085,null,null,1369,null,null,207,null,null,3115,null,null,1878,null,null,1634,null,null,253,null,null,7072,null,null,4079,null,null,1605,null,null,3381,null,null,399,null,null,4022,null,null,1923,null,null,2912,null,null,605,null,null,45
5681,1914,836,496,412,235,166,105,246,176,0,157,424,310,94,142,330,247,0,157,4845,1849,2767,1076,771,553,1921,748,75,92,2078,975,1085,697,825,414,168,174,1914,null,null,496,null,null,235,null,null,105,null,null,176,null,null,157,null,null,310,null,null,142,null,null,247,null,null,157,null,null,1849,null,null,1076,null,null,553,null,null,748,null,null,92,null,null,975,null,null,697,null,null,414,null,null,174,null,null,46
78166,7353,23033,4364,10818,2053,5863,1456,4955,1174,0,204,12215,3014,6468,1895,5574,1330,173,161,55133,6963,31324,4489,10458,2570,20339,2765,527,347,23809,3402,9419,2162,13154,1977,1236,470,7353,null,null,4364,null,null,2053,null,null,1456,null,null,1174,null,null,204,null,null,3014,null,null,1895,null,null,1330,null,null,161,null,null,6963,null,null,4489,null,null,2570,null,null,2765,null,null,347,null,null,3402,null,null,2162,null,null,1977,null,null,470,null,null,47
1590341,41331,369094,20455,165118,10580,76633,7166,79885,6396,8600,1794,203976,12479,82524,7055,109871,6812,11581,1746,1221247,36556,650605,21410,167457,10255,450552,14360,32596,2713,570642,19604,153961,8220,374540,13472,42141,3916,41331,null,null,20455,null,null,10580,null,null,7166,null,null,6396,null,null,1794,null,null,12479,null,null,7055,null,null,6812,null,null,1746,null,null,36556,null,null,21410,null,null,10255,null,null,14360,null,null,2713,null,null,19604,null,null,8220,null,null,13472,null,null,3916,null,null,48
162569,9868,30715,6037,12971,2897,7098,2032,5817,1437,56,96,17744,3623,7127,1765,10316,2260,301,342,131854,9581,71143,5241,21840,3250,47610,3226,1693,481,60711,5397,22416,2838,36445,3023,1850,548,9868,null,null,6037,null,null,2897,null,null,2032,null,null,1437,null,null,96,null,null,3623,null,null,1765,null,null,2260,null,null,342,null,null,9581,null,null,5241,null,null,3250,null,null,3226,null,null,481,null,null,5397,null,null,2838,null,null,3023,null,null,548,null,null,49
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,50
221427,12492,43497,7219,18367,3721,8516,2327,9298,2196,553,605,25130,4296,8327,2287,15891,2574,912,791,177930,12444,102469,7063,25794,3490,75392,4897,1283,650,75461,6900,21848,3231,51304,4518,2309,743,12492,null,null,7219,null,null,3721,null,null,2327,null,null,2196,null,null,605,null,null,4296,null,null,2287,null,null,2574,null,null,791,null,null,12444,null,null,7063,null,null,3490,null,null,4897,null,null,650,null,null,6900,null,null,3231,null,null,4518,null,null,743,null,null,51
345127,13871,70110,9420,33755,4948,16885,3587,16219,2706,651,354,36355,5422,13565,3039,21464,3065,1326,622,275017,13779,149159,8576,43951,5002,101407,5435,3801,967,125858,7516,41322,4256,80548,4667,3988,967,13871,null,null,9420,null,null,4948,null,null,3587,null,null,2706,null,null,354,null,null,5422,null,null,3039,null,null,3065,null,null,622,null,null,13779,null,null,8576,null,null,5002,null,null,5435,null,null,967,null,null,7516,null,null,4256,null,null,4667,null,null,967,null,null,53
6887,1764,2110,980,769,500,300,366,469,321,0,193,1341,752,456,406,885,573,0,193,4777,1418,2770,839,488,365,2189,768,93,123,2007,848,315,262,1394,615,298,381,1764,null,null,980,null,null,500,null,null,366,null,null,321,null,null,193,null,null,752,null,null,406,null,null,573,null,null,193,null,null,1418,null,null,839,null,null,365,null,null,768,null,null,123,null,null,848,null,null,262,null,null,615,null,null,381,null,null,54
123090,7618,31130,5392,14155,2422,7127,1735,6568,1264,460,299,16975,3430,7905,2360,8877,1640,193,209,91960,7701,48712,4373,14265,2346,33203,2941,1244,499,43248,4022,14262,2088,27863,2633,1123,489,7618,null,null,5392,null,null,2422,null,null,1735,null,null,1264,null,null,299,null,null,3430,null,null,2360,null,null,1640,null,null,209,null,null,7701,null,null,4373,null,null,2346,null,null,2941,null,null,499,null,null,4022,null,null,2088,null,null,2633,null,null,489,null,null,55
5614,1928,986,882,288,350,0,197,246,337,42,71,698,701,419,499,279,264,0,197,4628,1553,2977,1195,711,637,1979,931,287,215,1651,608,419,267,1052,465,180,159,1928,null,null,882,null,null,350,null,null,197,null,null,337,null,null,71,null,null,701,null,null,499,null,null,264,null,null,197,null,null,1553,null,null,1195,null,null,637,null,null,931,null,null,215,null,null,608,null,null,267,null,null,465,null,null,159,null,null,56
570382,19479,291352,13085,136104,7402,45838,3903,73941,5574,16325,1901,155248,7485,38601,3620,93991,5256,22656,1967,279030,14465,140958,9308,25293,3669,94118,6694,21547,2134,138072,7005,22344,2783,90031,5118,25697,1975,19479,null,null,13085,null,null,7402,null,null,3903,null,null,5574,null,null,1901,null,null,7485,null,null,3620,null,null,5256,null,null,1967,null,null,14465,null,null,9308,null,null,3669,null,null,6694,null,null,2134,null,null,7005,null,null,2783,null,null,5118,null,null,1975,null,null,72
69168,6832,21887,4488,11195,2562,6739,1938,4436,1113,20,33,10692,2760,4831,1788,5565,1359,296,403,47281,6512,25654,3286,7698,1886,17457,2565,499,453,21627,3936,8618,2215,12187,2281,822,462,6832,null,null,4488,null,null,2562,null,null,1938,null,null,1113,null,null,33,null,null,2760,null,null,1788,null,null,1359,null,null,403,null,null,6512,null,null,3286,null,null,1886,null,null,2565,null,null,453,null,null,3936,null,null,2215,null,null,2281,null,null,462,null,null,01
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
575100,20622,148650,13018,68180,7321,33315,4688,31811,3307,3054,946,80470,7454,32267,4072,45070,4715,3133,1013,426450,19992,221183,10956,57580,4902,153369,7806,10234,1608,205267,11229,52304,5111,139190,7358,13773,1901,20622,null,null,13018,null,null,7321,null,null,4688,null,null,3307,null,null,946,null,null,7454,null,null,4072,null,null,4715,null,null,1013,null,null,19992,null,null,10956,null,null,4902,null,null,7806,null,null,1608,null,null,11229,null,null,5111,null,null,7358,null,null,1901,null,null,04
84829,6038,25907,5354,13421,2968,7352,1976,5672,1295,397,327,12486,2861,5599,1742,6702,1443,185,198,58922,6848,31684,3999,9574,2464,21296,2415,814,461,27238,3855,10986,2201,15276,2061,976,588,6038,null,null,5354,null,null,2968,null,null,1976,null,null,1295,null,null,327,null,null,2861,null,null,1742,null,null,1443,null,null,198,null,null,6848,null,null,3999,null,null,2464,null,null,2415,null,null,461,null,null,3855,null,null,2201,null,null,2061,null,null,588,null,null,05
5547218,64408,1150257,33422,524750,18431,240838,11252,262809,9255,21103,2546,625507,18434,232043,11116,359243,10102,34221,2906,4396961,57312,2272674,33439,579195,14871,1575948,23690,117531,5123,2124287,30617,560767,14303,1413080,20727,150440,5995,64408,null,null,33422,null,null,18431,null,null,11252,null,null,9255,null,null,2546,null,null,18434,null,null,11116,null,null,10102,null,null,2906,null,null,57312,null,null,33439,null,null,14871,null,null,23690,null,null,5123,null,null,30617,null,null,14303,null,null,20727,null,null,5995,null,null,06
226629,12905,36308,4775,15824,2513,6901,1661,8401,1334,522,326,20484,3151,7381,2094,11805,1861,1298,526,190321,11849,103482,6918,26828,3182,71831,5253,4823,982,86839,7059,25380,3511,55677,4394,5782,879,12905,null,null,4775,null,null,2513,null,null,1661,null,null,1334,null,null,326,null,null,3151,null,null,2094,null,null,1861,null,null,526,null,null,11849,null,null,6918,null,null,3182,null,null,5253,null,null,982,null,null,7059,null,null,3511,null,null,4394,null,null,879,null,null,08
163075,10848,37339,6070,18329,3569,7280,2051,10265,2461,784,446,19010,3262,5521,1462,11892,2055,1597,560,125736,10601,65236,6263,15757,2489,47374,4945,2105,754,60500,5311,16733,2680,40304,3544,3463,872,10848,null,null,6070,null,null,3569,null,null,2051,null,null,2461,null,null,446,null,null,3262,null,null,1462,null,null,2055,null,null,560,null,null,10601,null,null,6263,null,null,2489,null,null,4945,null,null,754,null,null,5311,null,null,2680,null,null,3544,null,null,872,null,null,09
15167,4556,4097,2145,1684,1037,622,657,1032,773,30,55,2413,1249,1042,731,1311,707,60,100,11070,4010,6141,2373,1125,766,4543,1745,473,407,4929,2008,1539,848,3022,1361,368,333,4556,null,null,2145,null,null,1037,null,null,657,null,null,773,null,null,55,null,null,1249,null,null,731,null,null,707,null,null,100,null,null,4010,null,null,2373,null,null,766,null,null,1745,null,null,407,null,null,2008,null,null,848,null,null,1361,null,null,333,null,null,10
36639,4296,7834,2804,4284,1738,2225,1340,2059,884,0,203,3550,1446,1614,821,1887,816,49,78,28805,5306,15174,3246,4197,1651,10628,2139,349,284,13631,2600,4216,1315,8344,1541,1071,597,4296,null,null,2804,null,null,1738,null,null,1340,null,null,884,null,null,203,null,null,1446,null,null,821,null,null,816,null,null,78,null,null,5306,null,null,3246,null,null,1651,null,null,2139,null,null,284,null,null,2600,null,null,1315,null,null,1541,null,null,597,null,null,11
