B05008_001E,B05008_001M,B05008_002E,B05008_002M,B05008_003E,B05008_003M,B05008_004E,B05008_004M,B05008_005E,B05008_005M,B05008_006E,B05008_006M,B05008_007E,B05008_007M,B05008_008E,B05008_008M,B05008_009E,B05008_009M,B05008_010E,B05008_010M,B05008_011E,B05008_011M,B05008_012E,B05008_012M,B05008_013E,B05008_013M,B05008_014E,B05008_014M,B05008_015E,B05008_015M,B05008_016E,B05008_016M,B05008_017E,B05008_017M,B05008_018E,B05008_018M,B05008_019E,B05008_019M,B05008_020E,B05008_020M,B05008_021E,B05008_021M,B05008_022E,B05008_022M,B05008_023E,B05008_023M,B05008_024E,B05008_024M,B05008_025E,B05008_025M,B05008_026E,B05008_026M,B05008_027E,B05008_027M,B05008_028E,B05008_028M,B05008_029E,B05008_029M,B05008_030E,B05008_030M,B05008_031E,B05008_031M,B05008_032E,B05008_032M,B05008_033E,B05008_033M,B05008_034E,B05008_034M,B05008_035E,B05008_035M,B05008_036E,B05008_036M,B05008_037E,B05008_037M,B05008_038E,B05008_038M,B05008_039E,B05008_039M,B05008_040E,B05008_040M,B05008_041E,B05008_041M,B05008_042E,B05008_042M,B05008_043E,B05008_043M,B05008_044E,B05008_044M,B05008_045E,B05008_045M,B05008_046E,B05008_046M,B05008_047E,B05008_047M,B05008_048E,B05008_048M,B05008_049E,B05008_049M,B05008_050E,B05008_050M,B05008_051E,B05008_051M,B05008_052E,B05008_052M,B05008_053E,B05008_053M,B05008_054E,B05008_054M,B05008_055E,B05008_055M,B05008_056E,B05008_056M,B05008_057E,B05008_057M,B05008_058E,B05008_058M,B05008_059E,B05008_059M,B05008_060E,B05008_060M,B05008_061E,B05008_061M,B05008_062E,B05008_062M,B05008_063E,B05008_063M,B05008_064E,B05008_064M,B05008_065E,B05008_065M,B05008_066E,B05008_066M,B05008_067E,B05008_067M,B05008_068E,B05008_068M,B05008_069E,B05008_069M,B05008_001M,B05008_001EA,B05008_001MA,B05008_002M,B05008_002EA,B05008_002MA,B05008_003M,B05008_003EA,B05008_003MA,B05008_004M,B05008_004EA,B05008_004MA,B05008_005M,B05008_005EA,B05008_005MA,B05008_006M,B05008_006EA,B05008_006MA,B05008_007M,B05008_007EA,B05008_007MA,B05008_008M,B05008_008EA,B05008_008MA,B05008_009M,B05008_009EA,B05008_009MA,B05008_010M,B05008_010EA,B05008_010MA,B05008_011M,B05008_011EA,B05008_011MA,B05008_012M,B05008_012EA,B05008_012MA,B05008_013M,B05008_013EA,B05008_013MA,B05008_014M,B05008_014EA,B05008_014MA,B05008_015M,B05008_015EA,B05008_015MA,B05008_016M,B05008_016EA,B05008_016MA,B05008_017M,B05008_017EA,B05008_017MA,B05008_018M,B05008_018EA,B05008_018MA,B05008_019M,B05008_019EA,B05008_019MA,B05008_020M,B05008_020EA,B05008_020MA,B05008_021M,B05008_021EA,B05008_021MA,B05008_022M,B05008_022EA,B05008_022MA,B05008_023M,B05008_023EA,B05008_023MA,B05008_024M,B05008_024EA,B05008_024MA,B05008_025M,B05008_025EA,B05008_025MA,B05008_026M,B05008_026EA,B05008_026MA,B05008_027M,B05008_027EA,B05008_027MA,B05008_028M,B05008_028EA,B05008_028MA,B05008_029M,B05008_029EA,B05008_029MA,B05008_030M,B05008_030EA,B05008_030MA,B05008_031M,B05008_031EA,B05008_031MA,B05008_032M,B05008_032EA,B05008_032MA,B05008_033M,B05008_033EA,B05008_033MA,B05008_034M,B05008_034EA,B05008_034MA,B05008_035M,B05008_035EA,B05008_035MA,B05008_036M,B05008_036EA,B05008_036MA,B05008_037M,B05008_037EA,B05008_037MA,B05008_038M,B05008_038EA,B05008_038MA,B05008_039M,B05008_039EA,B05008_039MA,B05008_040M,B05008_040EA,B05008_040MA,B05008_041M,B05008_041EA,B05008_041MA,B05008_042M,B05008_042EA,B05008_042MA,B05008_043M,B05008_043EA,B05008_043MA,B05008_044M,B05008_044EA,B05008_044MA,B05008_045M,B05008_045EA,B05008_045MA,B05008_046M,B05008_046EA,B05008_046MA,B05008_047M,B05008_047EA,B05008_047MA,B05008_048M,B05008_048EA,B05008_048MA,B05008_049M,B05008_049EA,B05008_049MA,B05008_050M,B05008_050EA,B05008_050MA,B05008_051M,B05008_051EA,B05008_051MA,B05008_052M,B05008_052EA,B05008_052MA,B05008_053M,B05008_053EA,B05008_053MA,B05008_054M,B05008_054EA,B05008_054MA,B05008_055M,B05008_055EA,B05008_055MA,B05008_056M,B05008_056EA,B05008_056MA,B05008_057M,B05008_057EA,B05008_057MA,B05008_058M,B05008_058EA,B05008_058MA,B05008_059M,B05008_059EA,B05008_059MA,B05008_060M,B05008_060EA,B05008_060MA,B05008_061M,B05008_061EA,B05008_061MA,B05008_062M,B05008_062EA,B05008_062MA,B05008_063M,B05008_063EA,B05008_063MA,B05008_064M,B05008_064EA,B05008_064MA,B05008_065M,B05008_065EA,B05008_065MA,B05008_066M,B05008_066EA,B05008_066MA,B05008_067M,B05008_067EA,B05008_067MA,B05008_068M,B05008_068EA,B05008_068MA,B05008_069M,B05008_069EA,B05008_069MA,state
28223,2220,11699,1179,3359,839,391,224,568,258,2400,814,3123,741,1176,534,398,428,1549,544,1256,537,207,195,366,322,683,356,196,126,33,54,26,43,137,108,603,401,416,312,154,175,106,155,156,221,187,258,0,151,182,260,5,10,457,291,20,43,52,72,385,248,3961,837,460,260,1090,535,2411,696,16524,1693,5025,871,683,306,904,393,3438,777,5180,1071,1986,934,1029,482,2165,586,1386,435,298,152,213,175,875,340,318,169,31,48,0,151,287,167,563,337,514,327,158,147,126,154,230,166,49,59,20,43,10,23,19,33,505,283,89,84,77,84,339,278,4933,920,1016,499,638,338,3279,770,2220,null,null,1179,null,null,839,null,null,224,null,null,258,null,null,814,null,null,741,null,null,534,null,null,428,null,null,544,null,null,537,null,null,195,null,null,322,null,null,356,null,null,126,null,null,54,null,null,43,null,null,108,null,null,401,null,null,312,null,null,175,null,null,155,null,null,221,null,null,258,null,null,151,null,null,260,null,null,10,null,null,291,null,null,43,null,null,72,null,null,248,null,null,837,null,null,260,null,null,535,null,null,696,null,null,1693,null,null,871,null,null,306,null,null,393,null,null,777,null,null,1071,null,null,934,null,null,482,null,null,586,null,null,435,null,null,152,null,null,175,null,null,340,null,null,169,null,null,48,null,null,151,null,null,167,null,null,337,null,null,327,null,null,147,null,null,154,null,null,166,null,null,59,null,null,43,null,null,23,null,null,33,null,null,283,null,null,84,null,null,84,null,null,278,null,null,920,null,null,499,null,null,338,null,null,770,null,null,50
1031169,17341,497758,11550,41546,3376,6746,1346,8655,1507,26145,2525,205951,6004,49843,4729,56884,4019,99224,4301,190520,6378,36531,5637,68852,4590,85137,4626,15727,2531,2011,991,3853,1143,9863,1752,133615,6639,29801,3545,5062,1804,12232,2286,12507,2328,103814,6945,22375,3932,38197,4130,43242,4074,41178,4410,7083,2660,14570,2305,19525,2861,59741,4814,12297,2286,24144,3566,23300,2627,533411,9547,59044,3886,9255,1789,12017,2154,37772,2917,239560,4864,55590,4802,70938,4612,113032,3944,172722,5468,28311,3223,62637,4529,81774,4222,15633,2678,1948,855,3410,1008,10275,1954,108130,5345,23110,2996,1951,694,10148,2005,11011,2142,85020,5740,17334,3155,31543,3585,36143,3533,48959,3499,7078,1828,17536,2289,24345,2307,62085,4652,14582,2351,24390,3414,23113,2524,17341,null,null,11550,null,null,3376,null,null,1346,null,null,1507,null,null,2525,null,null,6004,null,null,4729,null,null,4019,null,null,4301,null,null,6378,null,null,5637,null,null,4590,null,null,4626,null,null,2531,null,null,991,null,null,1143,null,null,1752,null,null,6639,null,null,3545,null,null,1804,null,null,2286,null,null,2328,null,null,6945,null,null,3932,null,null,4130,null,null,4074,null,null,4410,null,null,2660,null,null,2305,null,null,2861,null,null,4814,null,null,2286,null,null,3566,null,null,2627,null,null,9547,null,null,3886,null,null,1789,null,null,2154,null,null,2917,null,null,4864,null,null,4802,null,null,4612,null,null,3944,null,null,5468,null,null,3223,null,null,4529,null,null,4222,null,null,2678,null,null,855,null,null,1008,null,null,1954,null,null,5345,null,null,2996,null,null,694,null,null,2005,null,null,2142,null,null,5740,null,null,3155,null,null,3585,null,null,3533,null,null,3499,null,null,1828,null,null,2289,null,null,2307,null,null,4652,null,null,2351,null,null,3414,null,null,2524,null,null,51
1020394,20537,485681,12749,65705,4496,9840,1751,17218,2642,38647,3146,193595,6208,56107,5060,42172,3548,95316,4086,162971,7250,22186,3818,59392,5348,81393,4030,2895,868,428,335,571,389,1896,673,151609,6882,135584,6513,14789,3372,50991,4787,69804,3802,16025,2797,3896,1432,5755,1533,6374,1663,8467,1892,3073,1357,2075,945,3319,909,63410,4954,16207,3028,19602,2728,27601,3141,534713,10759,81185,5189,10252,2060,20882,2627,50051,4165,239746,6236,62094,4972,58390,4578,119262,4118,144953,5186,19589,2586,54951,4875,70413,3551,3078,1061,476,307,372,251,2230,933,130592,4577,117165,4692,12638,2494,46984,4092,57543,3337,13427,2593,3093,1315,4773,1316,5561,1263,11283,1783,3382,1110,2822,971,5079,1310,68829,4456,16733,3239,19276,2523,32820,3390,20537,null,null,12749,null,null,4496,null,null,1751,null,null,2642,null,null,3146,null,null,6208,null,null,5060,null,null,3548,null,null,4086,null,null,7250,null,null,3818,null,null,5348,null,null,4030,null,null,868,null,null,335,null,null,389,null,null,673,null,null,6882,null,null,6513,null,null,3372,null,null,4787,null,null,3802,null,null,2797,null,null,1432,null,null,1533,null,null,1663,null,null,1892,null,null,1357,null,null,945,null,null,909,null,null,4954,null,null,3028,null,null,2728,null,null,3141,null,null,10759,null,null,5189,null,null,2060,null,null,2627,null,null,4165,null,null,6236,null,null,4972,null,null,4578,null,null,4118,null,null,5186,null,null,2586,null,null,4875,null,null,3551,null,null,1061,null,null,307,null,null,251,null,null,933,null,null,4577,null,null,4692,null,null,2494,null,null,4092,null,null,3337,null,null,2593,null,null,1315,null,null,1316,null,null,1263,null,null,1783,null,null,1110,null,null,971,null,null,1310,null,null,4456,null,null,3239,null,null,2523,null,null,3390,null,null,53
31770,3111,14918,2297,2808,1004,634,395,615,529,1559,679,6102,1525,2756,1160,1138,732,2208,629,3837,831,436,246,1334,379,2067,697,978,453,104,136,150,159,724,378,2419,635,1356,437,122,145,519,249,715,325,1063,496,43,79,605,286,415,327,440,228,167,134,60,77,213,135,2171,673,1291,563,335,259,545,361,16852,2002,3211,745,426,336,464,311,2321,613,6961,1200,2047,729,1347,600,3567,884,3842,1091,279,218,890,583,2673,1040,1108,708,0,193,0,193,1108,708,1951,771,799,548,28,52,233,293,538,482,1152,636,89,126,563,517,500,413,783,413,162,183,94,120,527,345,2838,900,481,332,711,396,1646,782,3111,null,null,2297,null,null,1004,null,null,395,null,null,529,null,null,679,null,null,1525,null,null,1160,null,null,732,null,null,629,null,null,831,null,null,246,null,null,379,null,null,697,null,null,453,null,null,136,null,null,159,null,null,378,null,null,635,null,null,437,null,null,145,null,null,249,null,null,325,null,null,496,null,null,79,null,null,286,null,null,327,null,null,228,null,null,134,null,null,77,null,null,135,null,null,673,null,null,563,null,null,259,null,null,361,null,null,2002,null,null,745,null,null,336,null,null,311,null,null,613,null,null,1200,null,null,729,null,null,600,null,null,884,null,null,1091,null,null,218,null,null,583,null,null,1040,null,null,708,null,null,193,null,null,193,null,null,708,null,null,771,null,null,548,null,null,52,null,null,293,null,null,482,null,null,636,null,null,126,null,null,517,null,null,413,null,null,413,null,null,183,null,null,120,null,null,345,null,null,900,null,null,332,null,null,396,null,null,782,null,null,54
288544,8305,146391,5402,23129,2018,3724,1308,4824,1129,14581,1452,50479,3047,15543,2669,12701,2220,22235,1860,60353,3384,9931,1982,20877,2530,29545,2422,2425,788,558,370,314,292,1553,644,52962,3330,49095,3239,6875,1702,17458,2434,24762,2343,3867,851,1263,562,1372,518,1232,490,4966,1532,1235,548,1733,1045,1998,878,12430,1954,3967,1211,2940,823,5523,1156,142153,5006,23981,1859,3112,956,4969,1259,15900,1397,56291,2657,16569,2340,14562,2220,25160,1832,50533,3159,7350,1677,19157,2217,24026,2674,2633,956,221,177,640,454,1772,711,43025,3289,38898,3262,5291,1599,14967,2206,18640,2241,4127,1099,861,413,1213,498,2053,944,4875,1430,977,561,2337,1154,1561,595,11348,1602,2718,840,4033,1041,4597,816,8305,null,null,5402,null,null,2018,null,null,1308,null,null,1129,null,null,1452,null,null,3047,null,null,2669,null,null,2220,null,null,1860,null,null,3384,null,null,1982,null,null,2530,null,null,2422,null,null,788,null,null,370,null,null,292,null,null,644,null,null,3330,null,null,3239,null,null,1702,null,null,2434,null,null,2343,null,null,851,null,null,562,null,null,518,null,null,490,null,null,1532,null,null,548,null,null,1045,null,null,878,null,null,1954,null,null,1211,null,null,823,null,null,1156,null,null,5006,null,null,1859,null,null,956,null,null,1259,null,null,1397,null,null,2657,null,null,2340,null,null,2220,null,null,1832,null,null,3159,null,null,1677,null,null,2217,null,null,2674,null,null,956,null,null,177,null,null,454,null,null,711,null,null,3289,null,null,3262,null,null,1599,null,null,2206,null,null,2241,null,null,1099,null,null,413,null,null,498,null,null,944,null,null,1430,null,null,561,null,null,1154,null,null,595,null,null,1602,null,null,840,null,null,1041,null,null,816,null,null,55
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,56
91393,6013,40156,3606,2181,771,671,502,239,242,1271,484,1180,623,279,274,543,517,358,239,36150,3370,5801,1253,8790,1489,21559,2503,29042,2994,3689,1003,6893,1424,18460,2296,2215,806,1054,494,316,259,292,249,446,328,1161,581,45,77,309,268,807,481,4893,1111,1751,776,1296,580,1846,664,645,358,120,129,45,79,480,308,51237,3639,2137,671,426,337,521,378,1190,494,893,494,278,259,68,112,547,361,47754,3674,7332,1668,9336,1619,31086,2795,37784,3197,4801,1331,7125,1408,25858,2509,3462,1038,1542,631,371,279,712,497,459,256,1920,807,555,491,190,182,1175,615,6508,1320,1605,804,1309,540,3594,1078,453,308,97,174,160,199,196,153,6013,null,null,3606,null,null,771,null,null,502,null,null,242,null,null,484,null,null,623,null,null,274,null,null,517,null,null,239,null,null,3370,null,null,1253,null,null,1489,null,null,2503,null,null,2994,null,null,1003,null,null,1424,null,null,2296,null,null,806,null,null,494,null,null,259,null,null,249,null,null,328,null,null,581,null,null,77,null,null,268,null,null,481,null,null,1111,null,null,776,null,null,580,null,null,664,null,null,358,null,null,129,null,null,79,null,null,308,null,null,3639,null,null,671,null,null,337,null,null,378,null,null,494,null,null,494,null,null,259,null,null,112,null,null,361,null,null,3674,null,null,1668,null,null,1619,null,null,2795,null,null,3197,null,null,1331,null,null,1408,null,null,2509,null,null,1038,null,null,631,null,null,279,null,null,497,null,null,256,null,null,807,null,null,491,null,null,182,null,null,615,null,null,1320,null,null,804,null,null,540,null,null,1078,null,null,308,null,null,174,null,null,199,null,null,153,null,null,72
163629,5744,80527,3881,7124,1421,2019,966,1338,611,3767,826,24034,2164,8670,1708,7719,1497,7645,1136,42538,2909,6194,1478,19128,2775,17216,2124,3778,1240,573,555,1168,776,2037,791,36385,2910,27142,2856,2771,993,13220,2365,11151,1947,9243,2049,2218,881,4262,1206,2763,1041,2375,904,632,508,478,346,1265,567,6831,1549,2925,1283,1450,701,2456,940,83102,4053,9544,1629,2207,817,1735,684,5602,1158,30050,2395,8612,1790,9786,1706,11652,1399,38099,2558,6452,1623,17467,1904,14180,2009,3798,1603,496,400,861,541,2441,1351,31715,2371,23762,2364,3024,1372,12352,1846,8386,1381,7953,1767,2163,894,3503,982,2287,877,2586,869,769,386,751,569,1066,427,5409,1617,1433,663,1805,876,2171,999,5744,null,null,3881,null,null,1421,null,null,966,null,null,611,null,null,826,null,null,2164,null,null,1708,null,null,1497,null,null,1136,null,null,2909,null,null,1478,null,null,2775,null,null,2124,null,null,1240,null,null,555,null,null,776,null,null,791,null,null,2910,null,null,2856,null,null,993,null,null,2365,null,null,1947,null,null,2049,null,null,881,null,null,1206,null,null,1041,null,null,904,null,null,508,null,null,346,null,null,567,null,null,1549,null,null,1283,null,null,701,null,null,940,null,null,4053,null,null,1629,null,null,817,null,null,684,null,null,1158,null,null,2395,null,null,1790,null,null,1706,null,null,1399,null,null,2558,null,null,1623,null,null,1904,null,null,2009,null,null,1603,null,null,400,null,null,541,null,null,1351,null,null,2371,null,null,2364,null,null,1372,null,null,1846,null,null,1381,null,null,1767,null,null,894,null,null,982,null,null,877,null,null,869,null,null,386,null,null,569,null,null,427,null,null,1617,null,null,663,null,null,876,null,null,999,null,null,01
57364,4460,27616,2690,3731,1124,216,326,494,361,3021,969,14625,1621,4288,1547,4088,1050,6249,1108,6179,1904,1370,682,902,602,3907,1589,1243,681,573,418,372,362,298,311,3579,1579,1879,760,321,281,207,228,1351,553,1700,1136,110,195,23,39,1567,1105,1357,794,366,432,300,293,691,727,3081,995,702,377,881,434,1498,639,29748,2485,3980,904,331,262,760,396,2889,743,18531,1725,5875,1419,5338,1025,7318,1328,5196,1244,628,426,1266,732,3302,1130,2110,947,255,351,503,660,1352,891,1753,565,1323,519,225,189,258,284,840,403,430,257,49,78,20,36,361,252,1333,567,99,139,485,313,749,533,2041,646,435,323,501,212,1105,581,4460,null,null,2690,null,null,1124,null,null,326,null,null,361,null,null,969,null,null,1621,null,null,1547,null,null,1050,null,null,1108,null,null,1904,null,null,682,null,null,602,null,null,1589,null,null,681,null,null,418,null,null,362,null,null,311,null,null,1579,null,null,760,null,null,281,null,null,228,null,null,553,null,null,1136,null,null,195,null,null,39,null,null,1105,null,null,794,null,null,432,null,null,293,null,null,727,null,null,995,null,null,377,null,null,434,null,null,639,null,null,2485,null,null,904,null,null,262,null,null,396,null,null,743,null,null,1725,null,null,1419,null,null,1025,null,null,1328,null,null,1244,null,null,426,null,null,732,null,null,1130,null,null,947,null,null,351,null,null,660,null,null,891,null,null,565,null,null,519,null,null,189,null,null,284,null,null,403,null,null,257,null,null,78,null,null,36,null,null,252,null,null,567,null,null,139,null,null,313,null,null,533,null,null,646,null,null,323,null,null,212,null,null,581,null,null,02
934883,18041,455060,10570,38727,3740,5766,1676,7109,1558,25852,2480,87138,4246,30493,3585,20556,2592,36089,2892,289498,8580,29426,3716,73752,5896,186320,6452,7156,1929,1373,790,1394,536,4389,1378,274564,8359,258565,8711,24130,3546,66490,5665,167945,6346,15999,2227,2763,945,3802,1102,9434,1672,7778,1485,1160,649,2066,894,4552,924,39697,3365,14596,2289,9180,1799,15921,1847,479823,10931,47295,2975,4887,1192,7967,1599,34441,2505,104839,4180,30269,3247,26172,2612,48398,2647,286305,8895,25376,4054,77609,6367,183320,6232,7559,2196,2768,1710,1851,1177,2940,1159,267382,8391,251366,8229,18852,3015,68503,5911,164011,6071,16016,2579,2003,1220,4180,1291,9833,1784,11364,1726,1753,1206,3075,1046,6536,1173,41384,3182,13383,1949,8902,1593,19099,2345,18041,null,null,10570,null,null,3740,null,null,1676,null,null,1558,null,null,2480,null,null,4246,null,null,3585,null,null,2592,null,null,2892,null,null,8580,null,null,3716,null,null,5896,null,null,6452,null,null,1929,null,null,790,null,null,536,null,null,1378,null,null,8359,null,null,8711,null,null,3546,null,null,5665,null,null,6346,null,null,2227,null,null,945,null,null,1102,null,null,1672,null,null,1485,null,null,649,null,null,894,null,null,924,null,null,3365,null,null,2289,null,null,1799,null,null,1847,null,null,10931,null,null,2975,null,null,1192,null,null,1599,null,null,2505,null,null,4180,null,null,3247,null,null,2612,null,null,2647,null,null,8895,null,null,4054,null,null,6367,null,null,6232,null,null,2196,null,null,1710,null,null,1177,null,null,1159,null,null,8391,null,null,8229,null,null,3015,null,null,5911,null,null,6071,null,null,2579,null,null,1220,null,null,1291,null,null,1784,null,null,1726,null,null,1206,null,null,1046,null,null,1173,null,null,3182,null,null,1949,null,null,1593,null,null,2345,null,null,04
138592,6168,68468,3668,5500,1360,1212,736,1019,652,3269,876,14629,1472,5121,1075,3527,1075,5981,1143,41821,2555,5648,1304,13160,2245,23013,2648,1044,655,284,405,129,136,631,475,39795,2610,31373,2758,3417,1027,9995,1802,17961,2627,8422,1971,1587,606,2899,1434,3936,1176,982,464,360,280,137,151,485,357,6518,1287,2491,1011,1627,715,2400,762,70124,3878,5441,1027,726,481,605,416,4110,917,18286,1888,5503,1048,5500,1510,7283,1120,39810,2714,7516,1929,12460,2025,19834,2151,1620,872,988,733,186,189,446,407,35741,2715,26167,2368,3356,1383,8960,1829,13851,2083,9574,2203,2183,1086,2940,1250,4451,1178,2449,820,989,594,374,373,1086,554,6587,1269,2269,997,1768,842,2550,693,6168,null,null,3668,null,null,1360,null,null,736,null,null,652,null,null,876,null,null,1472,null,null,1075,null,null,1075,null,null,1143,null,null,2555,null,null,1304,null,null,2245,null,null,2648,null,null,655,null,null,405,null,null,136,null,null,475,null,null,2610,null,null,2758,null,null,1027,null,null,1802,null,null,2627,null,null,1971,null,null,606,null,null,1434,null,null,1176,null,null,464,null,null,280,null,null,151,null,null,357,null,null,1287,null,null,1011,null,null,715,null,null,762,null,null,3878,null,null,1027,null,null,481,null,null,416,null,null,917,null,null,1888,null,null,1048,null,null,1510,null,null,1120,null,null,2714,null,null,1929,null,null,2025,null,null,2151,null,null,872,null,null,733,null,null,189,null,null,407,null,null,2715,null,null,2368,null,null,1383,null,null,1829,null,null,2083,null,null,2203,null,null,1086,null,null,1250,null,null,1178,null,null,820,null,null,594,null,null,373,null,null,554,null,null,1269,null,null,997,null,null,842,null,null,693,null,null,05
10677663,46799,5156008,27500,321544,8381,59551,4325,57952,3918,204041,7100,1903759,17048,390050,11217,406203,10774,1107506,14281,2732869,26111,213913,10699,665203,15932,1853753,18407,31970,3411,2894,961,4457,1496,24619,2531,2583724,25912,2140506,23372,135215,8373,518574,13626,1486717,17600,443218,13401,53949,5349,114921,6192,274348,8364,117175,6518,21855,3325,27251,3142,68069,4600,197836,7558,46563,4355,44675,3853,106598,5441,5521655,30285,351807,8045,56830,4250,58005,3899,236972,6562,2246778,17588,438745,12308,523458,13800,1284575,14158,2726932,24778,201936,7965,657811,15168,1867185,19173,35954,3228,2608,1032,5252,1262,28094,2422,2550803,23721,2095137,22137,127062,7470,510898,12359,1457177,19019,455666,11529,47732,4142,109853,7352,298081,7741,140175,6928,24534,3418,31808,3111,83833,5698,196138,8953,39996,3377,43403,3695,112739,6345,46799,null,null,27500,null,null,8381,null,null,4325,null,null,3918,null,null,7100,null,null,17048,null,null,11217,null,null,10774,null,null,14281,null,null,26111,null,null,10699,null,null,15932,null,null,18407,null,null,3411,null,null,961,null,null,1496,null,null,2531,null,null,25912,null,null,23372,null,null,8373,null,null,13626,null,null,17600,null,null,13401,null,null,5349,null,null,6192,null,null,8364,null,null,6518,null,null,3325,null,null,3142,null,null,4600,null,null,7558,null,null,4355,null,null,3853,null,null,5441,null,null,30285,null,null,8045,null,null,4250,null,null,3899,null,null,6562,null,null,17588,null,null,12308,null,null,13800,null,null,14158,null,null,24778,null,null,7965,null,null,15168,null,null,19173,null,null,3228,null,null,1032,null,null,1262,null,null,2422,null,null,23721,null,null,22137,null,null,7470,null,null,12359,null,null,19019,null,null,11529,null,null,4142,null,null,7352,null,null,7741,null,null,6928,null,null,3418,null,null,3111,null,null,5698,null,null,8953,null,null,3377,null,null,3695,null,null,6345,null,null,06
544733,14346,263273,8439,30218,2664,4870,1428,6488,1261,18860,2005,58976,2972,18718,2249,13722,1717,26536,1689,147569,6259,20846,4113,43948,4821,82775,5019,4072,1524,912,590,1245,792,1915,767,133875,5999,121721,5758,13745,2525,37953,4712,70023,4719,12154,2736,3009,1979,2894,947,6251,1709,9622,1951,3180,1407,1856,673,4586,1174,26510,3282,8628,1848,7795,1630,10087,1588,281460,8352,40986,3121,4369,1079,8674,1824,27943,2390,75834,2991,21748,2177,19815,2045,34271,2274,137198,5561,16240,3008,50318,5043,70640,4091,2089,726,552,357,521,374,1016,490,121556,5069,111810,5133,8326,1766,42636,4943,60848,3869,9746,2135,2022,966,3622,1311,4102,1202,13553,2868,5340,2485,3539,1243,4674,1094,27442,2938,8272,1858,7356,1508,11814,1803,14346,null,null,8439,null,null,2664,null,null,1428,null,null,1261,null,null,2005,null,null,2972,null,null,2249,null,null,1717,null,null,1689,null,null,6259,null,null,4113,null,null,4821,null,null,5019,null,null,1524,null,null,590,null,null,792,null,null,767,null,null,5999,null,null,5758,null,null,2525,null,null,4712,null,null,4719,null,null,2736,null,null,1979,null,null,947,null,null,1709,null,null,1951,null,null,1407,null,null,673,null,null,1174,null,null,3282,null,null,1848,null,null,1630,null,null,1588,null,null,8352,null,null,3121,null,null,1079,null,null,1824,null,null,2390,null,null,2991,null,null,2177,null,null,2045,null,null,2274,null,null,5561,null,null,3008,null,null,5043,null,null,4091,null,null,726,null,null,357,null,null,374,null,null,490,null,null,5069,null,null,5133,null,null,1766,null,null,4943,null,null,3869,null,null,2135,null,null,966,null,null,1311,null,null,1202,null,null,2868,null,null,2485,null,null,1243,null,null,1094,null,null,2938,null,null,1858,null,null,1508,null,null,1803,null,null,08
