B07411_001E,B07411_001M,B07411_002E,B07411_002M,B07411_003E,B07411_003M,B07411_004E,B07411_004M,B07411_005E,B07411_005M,B07411_001M,B07411_001EA,B07411_001MA,B07411_002M,B07411_002EA,B07411_002MA,B07411_003M,B07411_003EA,B07411_003MA,B07411_004M,B07411_004EA,B07411_004MA,B07411_005M,B07411_005EA,B07411_005MA,state
27647,272,29400,276,21182,416,20150,969,22634,1892,272,null,null,276,null,null,416,null,null,969,null,null,1892,null,null,39
26206,202,27186,224,21253,537,19949,1354,22485,2100,202,null,null,224,null,null,537,null,null,1354,null,null,2100,null,null,40
28069,470,29775,523,23202,1163,20613,1537,22478,2822,470,null,null,523,null,null,1163,null,null,1537,null,null,2822,null,null,41
28937,267,30005,191,23394,696,21014,662,26820,1202,267,null,null,191,null,null,696,null,null,662,null,null,1202,null,null,42
30582,505,31173,544,24660,3171,23884,4480,29403,7396,505,null,null,544,null,null,3171,null,null,4480,null,null,7396,null,null,44
25816,248,26247,288,23024,1149,21175,1012,24571,3078,248,null,null,288,null,null,1149,null,null,1012,null,null,3078,null,null,45
29542,711,30846,377,22112,2053,18057,2494,22215,1694,711,null,null,377,null,null,2053,null,null,2494,null,null,1694,null,null,46
25547,215,26096,235,21950,555,20374,1400,22714,1944,215,null,null,235,null,null,555,null,null,1400,null,null,1944,null,null,47
27819,242,28614,251,25610,328,24482,927,25286,1201,242,null,null,251,null,null,328,null,null,927,null,null,1201,null,null,48
28144,621,30112,347,23026,1526,21629,1395,21333,1585,621,null,null,347,null,null,1526,null,null,1395,null,null,1585,null,null,49
30063,721,30665,631,23277,2850,21889,9113,25956,3368,721,null,null,631,null,null,2850,null,null,9113,null,null,3368,null,null,50
32320,226,33770,474,27337,1237,24953,1230,31192,1603,226,null,null,474,null,null,1237,null,null,1230,null,null,1603,null,null,51
32308,215,34132,555,28673,1244,22828,1504,25932,1272,215,null,null,555,null,null,1244,null,null,1504,null,null,1272,null,null,53
23425,429,24356,458,17061,1421,16141,2520,20845,2105,429,null,null,458,null,null,1421,null,null,2520,null,null,2105,null,null,54
30074,161,31044,174,22249,625,21606,918,22840,2409,161,null,null,174,null,null,625,null,null,918,null,null,2409,null,null,55
29468,1341,31581,938,22914,2971,12068,2540,24299,4293,1341,null,null,938,null,null,2971,null,null,2540,null,null,4293,null,null,56
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,72
24422,309,25214,257,19749,1011,18339,1716,24191,3125,309,null,null,257,null,null,1011,null,null,1716,null,null,3125,null,null,01
32318,811,34367,1382,27402,2900,25839,5072,27034,5635,811,null,null,1382,null,null,2900,null,null,5072,null,null,5635,null,null,02
27215,197,28127,394,24661,768,18033,1763,25471,1056,197,null,null,394,null,null,768,null,null,1763,null,null,1056,null,null,04
23947,392,25009,384,19538,981,17598,1443,21510,2155,392,null,null,384,null,null,981,null,null,1443,null,null,2155,null,null,05
29891,192,30250,94,26851,384,26103,665,25239,831,192,null,null,94,null,null,384,null,null,665,null,null,831,null,null,06
32238,173,33841,440,27300,1115,29098,1684,26362,1404,173,null,null,440,null,null,1115,null,null,1684,null,null,1404,null,null,08
35143,373,36125,370,29497,2435,26732,3718,24190,2775,373,null,null,370,null,null,2435,null,null,3718,null,null,2775,null,null,09
31368,480,31871,492,25443,2864,12244,6383,27470,5669,480,null,null,492,null,null,2864,null,null,6383,null,null,5669,null,null,10
42690,2337,42921,2539,48626,6220,-666666666,-222222222,37717,4621,2337,null,null,2539,null,null,6220,null,null,-222222222,-,**,4621,null,null,11
