B19121_001E,B19121_001M,B19121_002E,B19121_002M,B19121_003E,B19121_003M,B19121_004E,B19121_004M,B19121_005E,B19121_005M,B19121_001M,B19121_001EA,B19121_001MA,B19121_002M,B19121_002EA,B19121_002MA,B19121_003M,B19121_003EA,B19121_003MA,B19121_004M,B19121_004EA,B19121_004MA,B19121_005M,B19121_005EA,B19121_005MA,state
73574,2463,38803,4563,55831,4969,90742,2167,110185,6653,2463,null,null,4563,null,null,4969,null,null,2167,null,null,6653,null,null,56
24212,475,12308,458,23945,683,46550,1418,61480,3852,475,null,null,458,null,null,683,null,null,1418,null,null,3852,null,null,72
59764,816,30125,955,45432,1341,84306,1518,103047,2679,816,null,null,955,null,null,1341,null,null,1518,null,null,2679,null,null,01
88604,2636,46861,4799,62199,2863,103863,2906,124043,12323,2636,null,null,4799,null,null,2863,null,null,2906,null,null,12323,null,null,02
63877,783,41872,1315,47360,908,83078,1392,102773,2081,783,null,null,1315,null,null,908,null,null,1392,null,null,2081,null,null,04
55484,780,30093,1302,41164,954,76680,1973,97046,4632,780,null,null,1302,null,null,954,null,null,1973,null,null,4632,null,null,05
77359,391,35444,633,53644,786,100736,641,110518,1018,391,null,null,633,null,null,786,null,null,641,null,null,1018,null,null,06
80761,727,45395,1680,56698,1297,97673,1563,116835,3319,727,null,null,1680,null,null,1297,null,null,1563,null,null,3319,null,null,08
94449,1492,43943,1736,62814,2000,116989,2060,135934,3305,1492,null,null,1736,null,null,2000,null,null,2060,null,null,3305,null,null,09
74251,3185,43606,3401,51797,2876,96637,4077,124304,9137,3185,null,null,3401,null,null,2876,null,null,4077,null,null,9137,null,null,10
98498,8129,15314,5085,55330,8041,155207,9749,123792,17820,8129,null,null,5085,null,null,8041,null,null,9749,null,null,17820,null,null,11
