C27013_001E,C27013_001M,C27013_002E,C27013_002M,C27013_003E,C27013_003M,C27013_004E,C27013_004M,C27013_005E,C27013_005M,C27013_006E,C27013_006M,C27013_007E,C27013_007M,C27013_008E,C27013_008M,C27013_009E,C27013_009M,C27013_010E,C27013_010M,C27013_011E,C27013_011M,C27013_012E,C27013_012M,C27013_013E,C27013_013M,C27013_014E,C27013_014M,C27013_015E,C27013_015M,C27013_016E,C27013_016M,C27013_017E,C27013_017M,C27013_018E,C27013_018M,C27013_019E,C27013_019M,C27013_020E,C27013_020M,C27013_021E,C27013_021M,C27013_022E,C27013_022M,C27013_001M,C27013_001EA,C27013_001MA,C27013_002M,C27013_002EA,C27013_002MA,C27013_003M,C27013_003EA,C27013_003MA,C27013_004M,C27013_004EA,C27013_004MA,C27013_005M,C27013_005EA,C27013_005MA,C27013_006M,C27013_006EA,C27013_006MA,C27013_007M,C27013_007EA,C27013_007MA,C27013_008M,C27013_008EA,C27013_008MA,C27013_009M,C27013_009EA,C27013_009MA,C27013_010M,C27013_010EA,C27013_010MA,C27013_011M,C27013_011EA,C27013_011MA,C27013_012M,C27013_012EA,C27013_012MA,C27013_013M,C27013_013EA,C27013_013MA,C27013_014M,C27013_014EA,C27013_014MA,C27013_015M,C27013_015EA,C27013_015MA,C27013_016M,C27013_016EA,C27013_016MA,C27013_017M,C27013_017EA,C27013_017MA,C27013_018M,C27013_018EA,C27013_018MA,C27013_019M,C27013_019EA,C27013_019MA,C27013_020M,C27013_020EA,C27013_020MA,C27013_021M,C27013_021EA,C27013_021MA,C27013_022M,C27013_022EA,C27013_022MA,state
2688528,884,700051,13068,674702,12732,502482,13254,172220,6039,25349,2332,14915,1711,10434,1568,425539,9907,403940,9713,140578,5976,263362,8219,21599,2212,7935,1263,13664,1830,1562938,12274,970413,12119,252503,8799,717910,14096,592525,2940,153697,6008,438828,6078,884,null,null,13068,null,null,12732,null,null,13254,null,null,6039,null,null,2332,null,null,1711,null,null,1568,null,null,9907,null,null,9713,null,null,5976,null,null,8219,null,null,2212,null,null,1263,null,null,1830,null,null,12274,null,null,12119,null,null,8799,null,null,14096,null,null,2940,null,null,6008,null,null,6078,null,null,72
3684477,4077,1498550,14704,1439183,14849,1280870,16050,158313,8622,59367,3388,45583,2782,13784,1990,755729,13127,674921,12095,479505,9705,195416,8454,80808,3488,55764,2602,25044,2432,1430198,14321,807399,13938,400309,9582,407090,10889,622799,4970,383594,6522,239205,7370,4077,null,null,14704,null,null,14849,null,null,16050,null,null,8622,null,null,3388,null,null,2782,null,null,1990,null,null,13127,null,null,12095,null,null,9705,null,null,8454,null,null,3488,null,null,2602,null,null,2432,null,null,14321,null,null,13938,null,null,9582,null,null,10889,null,null,4970,null,null,6522,null,null,7370,null,null,01
531580,1773,225579,5219,215973,5141,180995,4438,34978,3208,9606,1378,7609,1328,1997,598,177771,4929,164055,4887,105268,4671,58787,3806,13716,1494,8833,1245,4883,950,128230,4527,77156,3861,36447,2911,40709,3244,51074,1870,30207,1751,20867,1960,1773,null,null,5219,null,null,5141,null,null,4438,null,null,3208,null,null,1378,null,null,1328,null,null,598,null,null,4929,null,null,4887,null,null,4671,null,null,3806,null,null,1494,null,null,1245,null,null,950,null,null,4527,null,null,3861,null,null,2911,null,null,3244,null,null,1870,null,null,1751,null,null,1960,null,null,02
5195605,1999,2116560,19432,2032162,18873,1644833,19170,387329,11097,84398,3712,59246,3100,25152,2271,1168699,18045,1044999,17304,630524,12473,414475,12439,123700,4893,66815,3518,56885,4082,1910346,16092,959004,15295,425823,10194,533181,12659,951342,5913,518953,8649,432389,7951,1999,null,null,19432,null,null,18873,null,null,19170,null,null,11097,null,null,3712,null,null,3100,null,null,2271,null,null,18045,null,null,17304,null,null,12473,null,null,12439,null,null,4893,null,null,3518,null,null,4082,null,null,16092,null,null,15295,null,null,10194,null,null,12659,null,null,5913,null,null,8649,null,null,7951,null,null,04
2229117,2299,931802,10701,895522,10240,756989,9693,138533,6193,36280,2599,28517,2466,7763,1375,462741,10610,412611,10200,255074,8599,157537,7203,50130,3139,31231,2466,18899,2063,834574,11240,449383,10580,196005,7437,253378,10012,385191,4842,216855,5466,168336,5080,2299,null,null,10701,null,null,10240,null,null,9693,null,null,6193,null,null,2599,null,null,2466,null,null,1375,null,null,10610,null,null,10200,null,null,8599,null,null,7203,null,null,3139,null,null,2466,null,null,2063,null,null,11240,null,null,10580,null,null,7437,null,null,10012,null,null,4842,null,null,5466,null,null,5080,null,null,05
29684037,5417,12465648,40986,11977077,38657,9830167,41860,2146910,29383,488571,10434,348024,9559,140547,5710,7397139,41975,6795858,41583,4251179,31545,2544679,22964,601281,10797,343026,7154,258255,7972,9821250,41174,5658913,39243,2639826,26746,3019087,34219,4162337,13772,2000964,18024,2161373,19605,5417,null,null,40986,null,null,38657,null,null,41860,null,null,29383,null,null,10434,null,null,9559,null,null,5710,null,null,41975,null,null,41583,null,null,31545,null,null,22964,null,null,10797,null,null,7154,null,null,7972,null,null,41174,null,null,39243,null,null,26746,null,null,34219,null,null,13772,null,null,18024,null,null,19605,null,null,06
4189593,3317,1977448,16561,1904992,15770,1627548,15241,277444,9630,72456,3560,51273,3001,21183,1800,1080817,14677,969196,13977,648592,11573,320604,8636,111621,4343,65958,3717,45663,2965,1131328,13794,587514,12296,317857,9512,269657,8782,543814,5393,313056,7160,230758,6171,3317,null,null,16561,null,null,15770,null,null,15241,null,null,9630,null,null,3560,null,null,3001,null,null,1800,null,null,14677,null,null,13977,null,null,11573,null,null,8636,null,null,4343,null,null,3717,null,null,2965,null,null,13794,null,null,12296,null,null,9512,null,null,8782,null,null,5393,null,null,7160,null,null,6171,null,null,08
2773695,1062,1239284,13446,1177706,12497,1045058,13321,132648,6001,61578,3193,49104,2882,12474,1588,722222,11560,640864,10949,443950,10402,196914,7216,81358,4029,53555,2999,27803,2435,812189,10327,398864,10251,207804,6561,191060,8290,413325,4357,246119,6051,167206,5674,1062,null,null,13446,null,null,12497,null,null,13321,null,null,6001,null,null,3193,null,null,2882,null,null,1588,null,null,11560,null,null,10949,null,null,10402,null,null,7216,null,null,4029,null,null,2999,null,null,2435,null,null,10327,null,null,10251,null,null,6561,null,null,8290,null,null,4357,null,null,6051,null,null,5674,null,null,09
734231,751,322912,6864,309224,6673,270706,6779,38518,3290,13688,1371,11313,1270,2375,736,159004,5691,138419,5752,91416,4317,47003,3847,20585,1577,13985,1454,6600,1061,252315,6442,123953,5800,68247,4685,55706,4030,128362,1971,85456,3483,42906,3094,751,null,null,6864,null,null,6673,null,null,6779,null,null,3290,null,null,1371,null,null,1270,null,null,736,null,null,5691,null,null,5752,null,null,4317,null,null,3847,null,null,1577,null,null,1454,null,null,1061,null,null,6442,null,null,5800,null,null,4685,null,null,4030,null,null,1971,null,null,3483,null,null,3094,null,null,10
550672,738,277482,6136,266791,5797,232861,5573,33930,3769,10691,1470,8056,1257,2635,854,126879,5972,115657,5564,80147,4442,35510,3393,11222,1471,7390,1087,3832,899,146311,5550,91430,5356,34315,3033,57115,4764,54881,1844,34094,2348,20787,2168,738,null,null,6136,null,null,5797,null,null,5573,null,null,3769,null,null,1470,null,null,1257,null,null,854,null,null,5972,null,null,5564,null,null,4442,null,null,3393,null,null,1471,null,null,1087,null,null,899,null,null,5550,null,null,5356,null,null,3033,null,null,4764,null,null,1844,null,null,2348,null,null,2168,null,null,11
