C16007_001E,C16007_001M,C16007_002E,C16007_002M,C16007_003E,C16007_003M,C16007_004E,C16007_004M,C16007_005E,C16007_005M,C16007_006E,C16007_006M,C16007_007E,C16007_007M,C16007_008E,C16007_008M,C16007_009E,C16007_009M,C16007_010E,C16007_010M,C16007_011E,C16007_011M,C16007_012E,C16007_012M,C16007_013E,C16007_013M,C16007_001M,C16007_001EA,C16007_001MA,C16007_002M,C16007_002EA,C16007_002MA,C16007_003M,C16007_003EA,C16007_003MA,C16007_004M,C16007_004EA,C16007_004MA,C16007_005M,C16007_005EA,C16007_005MA,C16007_006M,C16007_006EA,C16007_006MA,C16007_007M,C16007_007EA,C16007_007MA,C16007_008M,C16007_008EA,C16007_008MA,C16007_009M,C16007_009EA,C16007_009MA,C16007_010M,C16007_010EA,C16007_010MA,C16007_011M,C16007_011EA,C16007_011MA,C16007_012M,C16007_012EA,C16007_012MA,C16007_013M,C16007_013EA,C16007_013MA,state
1267538,938,191010,1119,182013,1812,1950,692,7047,1641,819876,1220,772991,3709,8054,1410,38831,3365,256652,995,234133,2369,820,326,21699,2164,938,null,null,1119,null,null,1812,null,null,692,null,null,1641,null,null,1220,null,null,3709,null,null,1410,null,null,3365,null,null,995,null,null,2369,null,null,326,null,null,2164,null,null,23
5653552,1594,983257,1737,797177,8002,102833,3808,83247,6515,3793847,2026,3018794,13503,339204,6344,435849,11870,876448,1572,768513,3926,25706,1681,82229,3847,1594,null,null,1737,null,null,8002,null,null,3808,null,null,6515,null,null,2026,null,null,13503,null,null,6344,null,null,11870,null,null,1572,null,null,3926,null,null,1681,null,null,3847,null,null,24
6452005,1483,1019173,1634,782047,7712,112547,4681,124579,6244,4358407,1893,3250382,16716,424822,8002,683203,14728,1074425,1518,892347,5184,41203,1494,140875,4786,1483,null,null,1634,null,null,7712,null,null,4681,null,null,6244,null,null,1893,null,null,16716,null,null,8002,null,null,14728,null,null,1518,null,null,5184,null,null,1494,null,null,4786,null,null,25
9356637,2272,1619520,2705,1448146,7609,69254,4168,102120,5795,6128052,2670,5512022,13032,187704,6191,428326,9911,1609065,2103,1504636,3592,19909,1733,84520,3122,2272,null,null,2705,null,null,7609,null,null,4168,null,null,5795,null,null,2670,null,null,13032,null,null,6191,null,null,9911,null,null,2103,null,null,3592,null,null,1733,null,null,3122,null,null,26
5168872,1829,937543,1975,806846,6748,55459,3436,75238,5794,3400994,2730,2980812,10127,137878,4108,282304,8724,830335,1898,783487,2968,9826,1379,37022,2914,1829,null,null,1975,null,null,6748,null,null,3436,null,null,5794,null,null,2730,null,null,10127,null,null,4108,null,null,8724,null,null,1898,null,null,2968,null,null,1379,null,null,2914,null,null,27
2801896,2989,536323,3318,511949,3584,18276,2559,6098,1445,1815939,2635,1741050,3896,46307,2800,28582,2832,449634,2039,441221,2440,2751,891,5662,1589,2989,null,null,3318,null,null,3584,null,null,2559,null,null,1445,null,null,2635,null,null,3896,null,null,2800,null,null,2832,null,null,2039,null,null,2440,null,null,891,null,null,1589,null,null,28
5721468,2913,1018532,2888,945326,5386,35392,2700,37814,4090,3725957,3645,3472835,10160,101859,4077,151263,7862,976979,2726,945137,3147,10025,1323,21817,2293,2913,null,null,2888,null,null,5386,null,null,2700,null,null,4090,null,null,3645,null,null,10160,null,null,4077,null,null,7862,null,null,2726,null,null,3147,null,null,1323,null,null,2293,null,null,29
981377,1458,167531,2117,162274,2576,2295,892,2962,818,629965,1875,603856,3320,8094,1462,18015,2369,183881,964,178863,1232,1302,511,3716,859,1458,null,null,2117,null,null,2576,null,null,892,null,null,818,null,null,1875,null,null,3320,null,null,1462,null,null,2369,null,null,964,null,null,1232,null,null,511,null,null,859,null,null,30
1774959,1865,341928,1878,293771,2602,36790,2529,11367,1685,1147741,1498,1004494,4528,93921,3262,49326,3167,285290,1336,272866,1129,6214,1236,6210,806,1865,null,null,1878,null,null,2602,null,null,2529,null,null,1685,null,null,1498,null,null,4528,null,null,3262,null,null,3167,null,null,1336,null,null,1129,null,null,1236,null,null,806,null,null,31
2756697,1011,494141,1134,325939,6130,146143,5606,22059,2575,1820795,1247,1231292,10274,415677,8130,173826,6500,441761,1269,353345,3079,38010,2477,50406,2251,1011,null,null,1134,null,null,6130,null,null,5606,null,null,2575,null,null,1247,null,null,10274,null,null,8130,null,null,6500,null,null,1269,null,null,3079,null,null,2477,null,null,2251,null,null,32
1270317,1242,195363,1040,180609,2242,5119,1081,9635,1717,848022,1459,782041,4237,20298,2408,45683,3302,226932,1160,209508,1689,2007,675,15417,1777,1242,null,null,1040,null,null,2242,null,null,1081,null,null,1717,null,null,1459,null,null,4237,null,null,2408,null,null,3302,null,null,1160,null,null,1689,null,null,675,null,null,1777,null,null,33
8424299,1246,1464269,1472,1018342,9873,272761,7953,173166,7056,5587875,1726,3685091,17747,996408,9379,906376,15522,1372155,1531,1048447,5954,124959,2711,198749,5861,1246,null,null,1472,null,null,9873,null,null,7953,null,null,7056,null,null,1726,null,null,17747,null,null,9379,null,null,15522,null,null,1531,null,null,5954,null,null,2711,null,null,5861,null,null,34
1955889,1342,364388,1766,256566,6617,85222,6042,22600,2977,1249440,1752,803321,11503,342700,8682,103419,6327,342061,1502,221714,3678,96377,3167,23970,1801,1342,null,null,1766,null,null,6617,null,null,6042,null,null,2977,null,null,1752,null,null,11503,null,null,8682,null,null,6327,null,null,1502,null,null,3678,null,null,3167,null,null,1801,null,null,35
18586270,2442,3020367,2571,2073618,15055,506841,8322,439908,11161,12535122,3349,8500411,24368,2008797,14474,2025914,20475,3030781,2884,2242486,10108,302392,3546,485903,8894,2442,null,null,2571,null,null,15055,null,null,8322,null,null,11161,null,null,3349,null,null,24368,null,null,14474,null,null,20475,null,null,2884,null,null,10108,null,null,3546,null,null,8894,null,null,36
9552195,4096,1702301,4760,1439172,7743,199219,6201,63910,4907,6281303,5245,5512040,12427,484050,7788,285213,9146,1568591,3631,1498377,4116,26914,2498,43300,2879,4096,null,null,4760,null,null,7743,null,null,6201,null,null,4907,null,null,5245,null,null,12427,null,null,7788,null,null,9146,null,null,3631,null,null,4116,null,null,2498,null,null,2879,null,null,37
703055,1333,119697,1738,114459,1891,3279,1344,1959,828,473507,1351,446296,2772,9507,1768,17704,2348,109851,941,105411,1184,200,142,4240,816,1333,null,null,1738,null,null,1891,null,null,1344,null,null,828,null,null,1351,null,null,2772,null,null,1768,null,null,2348,null,null,941,null,null,1184,null,null,142,null,null,816,null,null,38
10921628,2813,1916226,3621,1779656,7729,51909,4200,84661,6058,7120488,3390,6582516,11695,167939,5143,370033,10889,1884914,2862,1798205,4676,17913,1560,68796,3888,2813,null,null,3621,null,null,7729,null,null,4200,null,null,6058,null,null,3390,null,null,11695,null,null,5143,null,null,10889,null,null,2862,null,null,4676,null,null,1560,null,null,3888,null,null,39
3659465,1583,697860,1876,611205,4684,69314,4357,17341,2552,2373313,2209,2110565,6279,174258,4295,88490,4186,588292,1936,562285,2214,11829,1163,14178,1252,1583,null,null,1876,null,null,4684,null,null,4357,null,null,2552,null,null,2209,null,null,6279,null,null,4295,null,null,4186,null,null,1936,null,null,2214,null,null,1163,null,null,1252,null,null,40
3858883,2004,633664,2572,506193,6303,93427,5071,34044,3450,2536331,2673,2127245,11126,235006,6697,174080,8899,688888,2352,638696,2978,17831,1409,32361,2671,2004,null,null,2572,null,null,6303,null,null,5071,null,null,3450,null,null,2673,null,null,11126,null,null,6697,null,null,8899,null,null,2352,null,null,2978,null,null,1409,null,null,2671,null,null,41
12074484,2168,1965102,2680,1716523,10374,125261,5884,123318,7428,7887621,3205,6928058,16559,431085,8892,528478,14156,2221761,3089,2067178,4890,41224,1993,113359,4835,2168,null,null,2680,null,null,10374,null,null,5884,null,null,7428,null,null,3205,null,null,16559,null,null,8892,null,null,14156,null,null,3089,null,null,4890,null,null,1993,null,null,4835,null,null,42
1002282,807,154496,973,118970,2693,25186,1724,10340,2001,673731,1140,511241,6689,87191,2820,75299,5481,174055,925,144023,2629,7700,517,22332,2715,807,null,null,973,null,null,2693,null,null,1724,null,null,2001,null,null,1140,null,null,6689,null,null,2820,null,null,5481,null,null,925,null,null,2629,null,null,517,null,null,2715,null,null,44
4671107,2461,809952,2784,739824,5715,55036,3993,15092,3139,3031008,2375,2812765,7767,137957,4906,80286,5001,830147,2213,800155,2683,10660,1361,19332,2368,2461,null,null,2784,null,null,5715,null,null,3993,null,null,3139,null,null,2375,null,null,7767,null,null,4906,null,null,5001,null,null,2213,null,null,2683,null,null,1361,null,null,2368,null,null,45
804562,1176,153009,1390,141360,2576,4132,797,7517,2043,513984,1548,478452,2676,12136,1290,23396,2232,137569,1031,132685,952,314,206,4570,922,1176,null,null,1390,null,null,2576,null,null,797,null,null,2043,null,null,1548,null,null,2676,null,null,1290,null,null,2232,null,null,1031,null,null,952,null,null,206,null,null,922,null,null,46
6247026,3349,1099084,3718,998068,7313,72533,4195,28483,3789,4102687,3569,3793158,10045,178744,5668,130785,6247,1045255,2692,1018770,2700,9937,1667,16548,1974,3349,null,null,3718,null,null,7313,null,null,4195,null,null,3789,null,null,3569,null,null,10045,null,null,5668,null,null,6247,null,null,2692,null,null,2700,null,null,1667,null,null,1974,null,null,47
25855685,5763,5284783,5539,3400668,22790,1657859,20275,226256,10285,17218059,5519,10755469,29604,5302215,23839,1160375,18739,3352843,5088,2482740,8177,697801,6635,172302,4606,5763,null,null,5539,null,null,22790,null,null,20275,null,null,10285,null,null,5519,null,null,29604,null,null,23839,null,null,18739,null,null,5088,null,null,8177,null,null,6635,null,null,4606,null,null,48
2797795,1649,668425,1869,567559,5076,79103,4345,21763,2515,1809880,2115,1508943,8860,198836,6715,102101,4874,319490,1765,293811,2309,12861,1448,12818,1367,1649,null,null,1869,null,null,5076,null,null,4345,null,null,2515,null,null,2115,null,null,8860,null,null,6715,null,null,4874,null,null,1765,null,null,2309,null,null,1448,null,null,1367,null,null,49
594130,783,88220,1051,83527,1765,833,474,3860,1067,392310,1211,370641,2313,4341,910,17328,2178,113600,698,107106,1269,466,270,6028,1144,783,null,null,1051,null,null,1765,null,null,474,null,null,1067,null,null,1211,null,null,2313,null,null,910,null,null,2178,null,null,698,null,null,1269,null,null,270,null,null,1144,null,null,50
7908026,3269,1363778,4178,1142191,6812,122337,5451,99250,5267,5316203,4583,4370904,15079,415648,8399,529651,12136,1228045,3891,1111764,4821,27714,2073,88567,4024,3269,null,null,4178,null,null,6812,null,null,5451,null,null,5267,null,null,4583,null,null,15079,null,null,8399,null,null,12136,null,null,3891,null,null,4821,null,null,2073,null,null,4024,null,null,51
6838056,1869,1179117,2178,914149,9404,155049,5826,109919,7837,4580126,3028,3651373,16786,394760,8334,533993,14971,1078813,2920,953724,5256,28360,2111,96729,3905,1869,null,null,2178,null,null,9404,null,null,5826,null,null,7837,null,null,3028,null,null,16786,null,null,8334,null,null,14971,null,null,2920,null,null,5256,null,null,2111,null,null,3905,null,null,53
1729434,1659,275215,1967,269271,2063,3216,1171,2728,882,1110444,2249,1078462,3819,13217,1635,18765,2848,343775,1597,338301,1879,1753,729,3721,906,1659,null,null,1967,null,null,2063,null,null,1171,null,null,882,null,null,2249,null,null,3819,null,null,1635,null,null,2848,null,null,1597,null,null,1879,null,null,729,null,null,906,null,null,54
5444618,2085,950900,2167,845503,5807,63432,4137,41965,3730,3566457,2759,3235910,9304,170522,4570,160025,6750,927261,2033,885902,2521,14458,1438,26901,2229,2085,null,null,2167,null,null,5807,null,null,4137,null,null,3730,null,null,2759,null,null,9304,null,null,4570,null,null,6750,null,null,2033,null,null,2521,null,null,1438,null,null,2229,null,null,55
547628,1292,102987,1920,94283,2293,6986,1797,1718,736,357058,1766,329478,3450,16318,2459,11262,2147,87583,847,82076,831,3851,892,1656,521,1292,null,null,1920,null,null,2293,null,null,1797,null,null,736,null,null,1766,null,null,3450,null,null,2459,null,null,2147,null,null,847,null,null,831,null,null,892,null,null,521,null,null,56
3251554,1598,536123,1596,21383,2455,514337,3200,403,466,2069546,-555555555,112458,7896,1953592,8167,3496,1125,645885,-555555555,51341,4249,593724,4299,820,449,1598,null,null,1596,null,null,2455,null,null,3200,null,null,466,null,null,-555555555,null,*****,7896,null,null,8167,null,null,1125,null,null,-555555555,null,*****,4249,null,null,4299,null,null,449,null,null,72
4576657,3241,812874,4114,757992,5369,41774,3043,13108,1876,2979831,4409,2818157,5868,99047,4669,62627,4220,783952,2881,766302,3029,7781,1716,9869,1160,3241,null,null,4114,null,null,5369,null,null,3043,null,null,1876,null,null,4409,null,null,5868,null,null,4669,null,null,4220,null,null,2881,null,null,3029,null,null,1716,null,null,1160,null,null,01
689399,797,134801,990,117464,2331,3972,1196,13365,1938,478766,1238,393164,4283,20874,2797,64728,3553,75832,1040,64750,1417,913,424,10169,1277,797,null,null,990,null,null,2331,null,null,1196,null,null,1938,null,null,1238,null,null,4283,null,null,2797,null,null,3553,null,null,1040,null,null,1417,null,null,424,null,null,1277,null,null,02
6494749,1477,1195100,1916,847553,8984,292697,8424,54850,4608,4129823,1727,2911959,16682,908738,12875,309126,9657,1169826,1326,976622,6256,122681,3778,70523,3662,1477,null,null,1916,null,null,8984,null,null,8424,null,null,4608,null,null,1727,null,null,16682,null,null,12875,null,null,9657,null,null,1326,null,null,6256,null,null,3778,null,null,3662,null,null,04
2799532,2976,518644,3218,468264,3778,41439,2922,8941,1535,1795258,2524,1653399,5518,99035,4068,42824,3406,485630,2425,474061,2324,6175,1259,5394,1051,2976,null,null,3218,null,null,3778,null,null,2922,null,null,1535,null,null,2524,null,null,5518,null,null,4068,null,null,3406,null,null,2425,null,null,2324,null,null,1259,null,null,1051,null,null,05
36767595,2763,6610827,3205,3689432,25550,2295537,24662,625858,12781,24808329,3931,13253137,42457,7497262,31995,4057930,30026,5348439,3163,3436713,13785,879811,8320,1031915,10691,2763,null,null,3205,null,null,25550,null,null,24662,null,null,12781,null,null,3931,null,null,42457,null,null,31995,null,null,30026,null,null,3163,null,null,13785,null,null,8320,null,null,10691,null,null,06
5205474,1994,925441,2372,733268,8192,154288,6946,37885,3613,3536977,2569,2923248,12154,422507,9491,191222,7194,743056,2206,659756,3975,49527,3137,33773,2437,1994,null,null,2372,null,null,8192,null,null,6946,null,null,3613,null,null,2569,null,null,12154,null,null,9491,null,null,7194,null,null,2206,null,null,3975,null,null,3137,null,null,2437,null,null,08
3391423,950,567133,1057,443232,5437,78746,4277,45155,3995,2247650,1321,1691473,10817,294686,5260,261491,8953,576640,1183,487727,4083,30545,1174,58368,3889,950,null,null,1057,null,null,5437,null,null,4277,null,null,3995,null,null,1321,null,null,10817,null,null,5260,null,null,8953,null,null,1183,null,null,4083,null,null,1174,null,null,3889,null,null,09
896824,775,148996,774,128245,2546,15152,2032,5599,1630,581154,659,498438,4164,45834,2375,36882,3881,166674,606,154193,1788,3063,542,9418,1680,775,null,null,774,null,null,2546,null,null,2032,null,null,1630,null,null,659,null,null,4164,null,null,2375,null,null,3881,null,null,606,null,null,1788,null,null,542,null,null,1680,null,null,10
637624,182,77236,3,62298,1441,10825,881,4113,1099,481291,483,395498,4497,43670,2364,42123,4010,79097,462,70548,1137,4070,533,4479,1074,182,null,null,3,null,null,1441,null,null,881,null,null,1099,null,null,483,null,null,4497,null,null,2364,null,null,4010,null,null,462,null,null,1137,null,null,533,null,null,1074,null,null,11
