C17016_001E,C17016_001M,C17016_002E,C17016_002M,C17016_003E,C17016_003M,C17016_004E,C17016_004M,C17016_005E,C17016_005M,C17016_006E,C17016_006M,C17016_007E,C17016_007M,C17016_008E,C17016_008M,C17016_009E,C17016_009M,C17016_001M,C17016_001EA,C17016_001MA,C17016_002M,C17016_002EA,C17016_002MA,C17016_003M,C17016_003EA,C17016_003MA,C17016_004M,C17016_004EA,C17016_004MA,C17016_005M,C17016_005EA,C17016_005MA,C17016_006M,C17016_006EA,C17016_006MA,C17016_007M,C17016_007EA,C17016_007MA,C17016_008M,C17016_008EA,C17016_008MA,C17016_009M,C17016_009EA,C17016_009MA,state
6602215,26303,795202,13310,198427,8793,252761,8322,344014,9571,5807013,28785,3506269,27627,968343,15387,1332401,15106,26303,null,null,13310,null,null,8793,null,null,8322,null,null,9571,null,null,28785,null,null,27627,null,null,15387,null,null,15106,null,null,48
711124,7895,51170,3459,10295,1916,21357,2337,19518,2069,659954,7820,377034,7711,131295,5075,151625,4179,7895,null,null,3459,null,null,1916,null,null,2337,null,null,2069,null,null,7820,null,null,7711,null,null,5075,null,null,4179,null,null,49
154421,3800,11826,1611,1794,678,3873,791,6159,1318,142595,3595,76574,3009,34711,2176,31310,1696,3800,null,null,1611,null,null,678,null,null,791,null,null,1318,null,null,3595,null,null,3009,null,null,2176,null,null,1696,null,null,50
2063049,16402,156560,6799,26972,3277,54241,4043,75347,4160,1906489,16860,1130895,13845,323676,7905,451918,8374,16402,null,null,6799,null,null,3277,null,null,4043,null,null,4160,null,null,16860,null,null,13845,null,null,7905,null,null,8374,null,null,51
1784043,12484,127482,5325,17861,2270,50240,4072,59381,3355,1656561,12643,899154,9362,335051,9837,422356,8160,12484,null,null,5325,null,null,2270,null,null,4072,null,null,3355,null,null,12643,null,null,9362,null,null,9837,null,null,8160,null,null,53
467396,6711,60187,3948,7686,1582,17791,2027,34710,2840,407209,6986,195706,6102,62931,2934,148572,4465,6711,null,null,3948,null,null,1582,null,null,2027,null,null,2840,null,null,6986,null,null,6102,null,null,2934,null,null,4465,null,null,54
1460922,9966,112239,5484,21210,2571,45388,3669,45641,2852,1348683,10858,761412,9818,271735,6212,315536,5306,9966,null,null,5484,null,null,2571,null,null,3669,null,null,2852,null,null,10858,null,null,9818,null,null,6212,null,null,5306,null,null,55
145524,4006,9154,1441,2018,753,3196,929,3940,947,136370,3906,74354,3960,28688,2327,33328,2479,4006,null,null,1441,null,null,753,null,null,929,null,null,947,null,null,3906,null,null,3960,null,null,2327,null,null,2479,null,null,56
836332,9750,329347,7759,34694,2760,62260,4186,232393,6334,506985,8881,221112,7884,51728,3610,234145,5828,9750,null,null,7759,null,null,2760,null,null,4186,null,null,6334,null,null,8881,null,null,7884,null,null,3610,null,null,5828,null,null,72
1208362,12930,153533,6747,31251,2733,40049,3603,82233,4714,1054829,12563,568900,8885,157743,6042,328186,7226,12930,null,null,6747,null,null,2733,null,null,3603,null,null,4714,null,null,12563,null,null,8885,null,null,6042,null,null,7226,null,null,01
164102,4083,11031,1425,1199,506,4704,866,5128,877,153071,3995,83488,3816,38319,2626,31264,2217,4083,null,null,1425,null,null,506,null,null,866,null,null,877,null,null,3995,null,null,3816,null,null,2626,null,null,2217,null,null,02
1648739,12489,196536,6247,38641,3568,63448,3532,94447,5149,1452203,12382,754897,11881,246938,7859,450368,8071,12489,null,null,6247,null,null,3568,null,null,3532,null,null,5149,null,null,12382,null,null,11881,null,null,7859,null,null,8071,null,null,04
747917,9249,92514,4600,18076,2106,28066,2558,46372,3630,655403,8698,356654,7929,103141,5082,195608,5535,9249,null,null,4600,null,null,2106,null,null,2558,null,null,3630,null,null,8698,null,null,7929,null,null,5082,null,null,5535,null,null,05
8887761,26268,929253,15252,174606,7694,296844,8876,457803,10222,7958508,29205,4374758,26759,1582595,19109,2001155,16910,26268,null,null,15252,null,null,7694,null,null,8876,null,null,10222,null,null,29205,null,null,26759,null,null,19109,null,null,16910,null,null,06
1347936,10110,94425,5097,18224,2493,35654,3414,40547,2916,1253511,11197,710466,9705,263603,6767,279442,6454,10110,null,null,5097,null,null,2493,null,null,3414,null,null,2916,null,null,11197,null,null,9705,null,null,6767,null,null,6454,null,null,08
880600,11466,60300,4330,6439,1487,24373,3142,29488,2825,820300,10426,463215,9117,169118,6637,187967,5312,11466,null,null,4330,null,null,1487,null,null,3142,null,null,2825,null,null,10426,null,null,9117,null,null,6637,null,null,5312,null,null,09
232433,5605,18768,2095,3507,1141,5821,1173,9440,1353,213665,5418,120300,4629,33410,2358,59955,3151,5605,null,null,2095,null,null,1141,null,null,1173,null,null,1353,null,null,5418,null,null,4629,null,null,2358,null,null,3151,null,null,10
122732,3407,16834,1966,2232,866,4352,1147,10250,1611,105898,3566,68049,3499,16644,1889,21205,1842,3407,null,null,1966,null,null,866,null,null,1147,null,null,1611,null,null,3566,null,null,3499,null,null,1889,null,null,1842,null,null,11
