B20017G_001E,B20017G_001M,B20017G_002E,B20017G_002M,B20017G_003E,B20017G_003M,B20017G_004E,B20017G_004M,B20017G_005E,B20017G_005M,B20017G_006E,B20017G_006M,B20017G_007E,B20017G_007M,B20017G_001M,B20017G_001EA,B20017G_001MA,B20017G_002M,B20017G_002EA,B20017G_002MA,B20017G_003M,B20017G_003EA,B20017G_003MA,B20017G_004M,B20017G_004EA,B20017G_004MA,B20017G_005M,B20017G_005EA,B20017G_005MA,B20017G_006M,B20017G_006EA,B20017G_006MA,B20017G_007M,B20017G_007EA,B20017G_007MA,state
20994,2793,27032,5507,36685,7060,9205,2826,16692,4693,28200,4444,12556,5293,2793,null,null,5507,null,null,7060,null,null,2826,null,null,4693,null,null,4444,null,null,5293,null,null,23
32410,2790,34935,3852,52810,5913,9439,1579,31270,2512,48992,4686,9278,2322,2790,null,null,3852,null,null,5913,null,null,1579,null,null,2512,null,null,4686,null,null,2322,null,null,24
27136,2113,33961,4358,44672,4858,11595,2379,21438,1143,43275,6764,8326,1710,2113,null,null,4358,null,null,4858,null,null,2379,null,null,1143,null,null,6764,null,null,1710,null,null,25
18958,2833,22010,1731,40415,3240,7035,985,15355,1372,34406,4167,7135,913,2833,null,null,1731,null,null,3240,null,null,985,null,null,1372,null,null,4167,null,null,913,null,null,26
25547,1855,26220,4517,45865,3482,7889,1783,25217,2416,40686,3525,7616,2234,1855,null,null,4517,null,null,3482,null,null,1783,null,null,2416,null,null,3525,null,null,2234,null,null,27
17057,4651,20674,13355,39954,9408,4321,3385,15954,3164,27976,14973,9689,3420,4651,null,null,13355,null,null,9408,null,null,3385,null,null,3164,null,null,14973,null,null,3420,null,null,28
21217,1291,25358,4169,35961,1974,7079,2042,16372,1657,31241,2852,6485,1284,1291,null,null,4169,null,null,1974,null,null,2042,null,null,1657,null,null,2852,null,null,1284,null,null,29
20162,3935,21591,8987,41250,7427,5212,2148,19756,5581,29013,6096,8300,3190,3935,null,null,8987,null,null,7427,null,null,2148,null,null,5581,null,null,6096,null,null,3190,null,null,30
22338,3398,23927,4328,40081,4988,6579,780,20249,6608,34303,4853,6208,1888,3398,null,null,4328,null,null,4988,null,null,780,null,null,6608,null,null,4853,null,null,1888,null,null,31
26258,1910,27431,4420,40437,3194,11327,1805,25467,2184,35873,2300,11540,2329,1910,null,null,4420,null,null,3194,null,null,1805,null,null,2184,null,null,2300,null,null,2329,null,null,32
16985,7125,22589,7343,41066,10337,6451,4603,7789,3879,38924,3684,3256,1509,7125,null,null,7343,null,null,10337,null,null,4603,null,null,3879,null,null,3684,null,null,1509,null,null,33
30226,1974,31938,3313,50061,5059,8684,3524,27135,2648,46213,5399,10150,1469,1974,null,null,3313,null,null,5059,null,null,3524,null,null,2648,null,null,5399,null,null,1469,null,null,34
22822,6816,29727,8817,40069,2997,5668,2011,20007,4101,37265,7207,7677,3037,6816,null,null,8817,null,null,2997,null,null,2011,null,null,4101,null,null,7207,null,null,3037,null,null,35
26408,1113,28284,3150,47373,3424,9233,1015,25032,1614,44367,4281,9349,1322,1113,null,null,3150,null,null,3424,null,null,1015,null,null,1614,null,null,4281,null,null,1322,null,null,36
21528,2142,25793,3451,39596,1986,7173,1319,17434,3133,34235,4419,7909,1058,2142,null,null,3451,null,null,1986,null,null,1319,null,null,3133,null,null,4419,null,null,1058,null,null,37
29303,4520,35883,2082,38226,6963,11424,3597,25322,13544,31432,3615,6660,2043,4520,null,null,2082,null,null,6963,null,null,3597,null,null,13544,null,null,3615,null,null,2043,null,null,38
20063,1462,22386,3258,41349,2120,6548,1113,17217,1805,31238,1287,6828,784,1462,null,null,3258,null,null,2120,null,null,1113,null,null,1805,null,null,1287,null,null,784,null,null,39
25951,1048,31152,1098,41715,1297,7492,1231,21675,1285,33279,2198,7592,1209,1048,null,null,1098,null,null,1297,null,null,1231,null,null,1285,null,null,2198,null,null,1209,null,null,40
21563,1400,24089,3289,38854,6148,7085,1457,20201,2049,37416,2918,6739,1091,1400,null,null,3289,null,null,6148,null,null,1457,null,null,2049,null,null,2918,null,null,1091,null,null,41
21496,886,22493,3034,40143,2901,8411,2212,20324,1394,35897,2967,8896,1528,886,null,null,3034,null,null,2901,null,null,2212,null,null,1394,null,null,2967,null,null,1528,null,null,42
22484,4309,30153,10860,49382,4550,11225,5733,19514,5629,32876,8079,9409,5069,4309,null,null,10860,null,null,4550,null,null,5733,null,null,5629,null,null,8079,null,null,5069,null,null,44
21964,2888,30139,5157,40824,5160,7235,2550,13350,4334,32478,11632,6929,1358,2888,null,null,5157,null,null,5160,null,null,2550,null,null,4334,null,null,11632,null,null,1358,null,null,45
12820,3092,14167,3942,32470,10036,4126,1403,11132,4815,36043,6862,5705,2879,3092,null,null,3942,null,null,10036,null,null,1403,null,null,4815,null,null,6862,null,null,2879,null,null,46
22497,1979,26646,2994,43053,6812,7665,2455,20233,2671,31045,2477,8328,1889,1979,null,null,2994,null,null,6812,null,null,2455,null,null,2671,null,null,2477,null,null,1889,null,null,47
26594,1068,30662,1059,46641,2770,8988,1687,22998,1762,39129,3388,10114,1052,1068,null,null,1059,null,null,2770,null,null,1687,null,null,1762,null,null,3388,null,null,1052,null,null,48
20121,3080,25161,4499,44535,4399,8544,3116,15728,1941,35208,6118,7395,1854,3080,null,null,4499,null,null,4399,null,null,3116,null,null,1941,null,null,6118,null,null,1854,null,null,49
19366,6002,25965,12214,41386,7829,2499,-333333333,15885,6347,37562,5166,10246,2966,6002,null,null,12214,null,null,7829,null,null,-333333333,"2,500-",***,6347,null,null,5166,null,null,2966,null,null,50
30095,2420,32405,5463,51151,5211,6595,1318,26712,2738,46862,7678,9043,1475,2420,null,null,5463,null,null,5211,null,null,1318,null,null,2738,null,null,7678,null,null,1475,null,null,51
29482,1892,33247,2993,50925,1879,12011,1272,24494,1923,40974,1532,9492,1149,1892,null,null,2993,null,null,1879,null,null,1272,null,null,1923,null,null,1532,null,null,1149,null,null,53
19516,7285,23892,9532,30387,13657,4850,2054,18168,4219,42511,22856,8984,2127,7285,null,null,9532,null,null,13657,null,null,2054,null,null,4219,null,null,22856,null,null,2127,null,null,54
19428,2467,21416,1930,40861,2111,4912,1058,16946,1976,35073,3988,6549,688,2467,null,null,1930,null,null,2111,null,null,1058,null,null,1976,null,null,3988,null,null,688,null,null,55
26630,3526,44630,36106,61478,25642,6728,1740,18806,8746,27476,14288,6387,4649,3526,null,null,36106,null,null,25642,null,null,1740,null,null,8746,null,null,14288,null,null,4649,null,null,56
16010,743,16008,966,20938,1921,7860,1011,16012,1022,22481,4036,6848,650,743,null,null,966,null,null,1921,null,null,1011,null,null,1022,null,null,4036,null,null,650,null,null,72
23444,4510,26284,2697,45815,10389,6280,818,20653,4794,39656,4345,5651,1553,4510,null,null,2697,null,null,10389,null,null,818,null,null,4794,null,null,4345,null,null,1553,null,null,01
30700,3457,34489,5313,47306,9224,10737,3298,26533,4582,45415,4631,16570,5385,3457,null,null,5313,null,null,9224,null,null,3298,null,null,4582,null,null,4631,null,null,5385,null,null,02
24291,2371,25470,2179,41073,2813,8148,1521,22950,2556,36970,2107,9249,2857,2371,null,null,2179,null,null,2813,null,null,1521,null,null,2556,null,null,2107,null,null,2857,null,null,04
22117,2632,26182,2779,37519,7793,10133,3953,17238,4921,31942,2660,6872,1172,2632,null,null,2779,null,null,7793,null,null,3953,null,null,4921,null,null,2660,null,null,1172,null,null,05
30296,535,32350,974,52911,2659,11048,440,26499,894,48301,2254,10789,431,535,null,null,974,null,null,2659,null,null,440,null,null,894,null,null,2254,null,null,431,null,null,06
26637,1196,29839,3795,44638,5645,9062,2192,23252,3739,37123,3326,9006,2056,1196,null,null,3795,null,null,5645,null,null,2192,null,null,3739,null,null,3326,null,null,2056,null,null,08
22374,3195,28671,4967,55023,6980,9268,1600,18022,3504,45650,6154,8858,2403,3195,null,null,4967,null,null,6980,null,null,1600,null,null,3504,null,null,6154,null,null,2403,null,null,09
25000,7457,21909,11786,36909,10439,7566,2910,25096,7597,31342,7028,5504,2623,7457,null,null,11786,null,null,10439,null,null,2910,null,null,7597,null,null,7028,null,null,2623,null,null,10
60102,15822,62121,13033,83500,20058,6199,2286,51313,21343,73849,13210,11059,4343,15822,null,null,13033,null,null,20058,null,null,2286,null,null,21343,null,null,13210,null,null,4343,null,null,11
