B15002F_001E,B15002F_001M,B15002F_002E,B15002F_002M,B15002F_003E,B15002F_003M,B15002F_004E,B15002F_004M,B15002F_005E,B15002F_005M,B15002F_006E,B15002F_006M,B15002F_007E,B15002F_007M,B15002F_008E,B15002F_008M,B15002F_009E,B15002F_009M,B15002F_010E,B15002F_010M,B15002F_011E,B15002F_011M,B15002F_012E,B15002F_012M,B15002F_013E,B15002F_013M,B15002F_014E,B15002F_014M,B15002F_015E,B15002F_015M,B15002F_016E,B15002F_016M,B15002F_017E,B15002F_017M,B15002F_018E,B15002F_018M,B15002F_019E,B15002F_019M,B15002F_001M,B15002F_001EA,B15002F_001MA,B15002F_002M,B15002F_002EA,B15002F_002MA,B15002F_003M,B15002F_003EA,B15002F_003MA,B15002F_004M,B15002F_004EA,B15002F_004MA,B15002F_005M,B15002F_005EA,B15002F_005MA,B15002F_006M,B15002F_006EA,B15002F_006MA,B15002F_007M,B15002F_007EA,B15002F_007MA,B15002F_008M,B15002F_008EA,B15002F_008MA,B15002F_009M,B15002F_009EA,B15002F_009MA,B15002F_010M,B15002F_010EA,B15002F_010MA,B15002F_011M,B15002F_011EA,B15002F_011MA,B15002F_012M,B15002F_012EA,B15002F_012MA,B15002F_013M,B15002F_013EA,B15002F_013MA,B15002F_014M,B15002F_014EA,B15002F_014MA,B15002F_015M,B15002F_015EA,B15002F_015MA,B15002F_016M,B15002F_016EA,B15002F_016MA,B15002F_017M,B15002F_017EA,B15002F_017MA,B15002F_018M,B15002F_018EA,B15002F_018MA,B15002F_019M,B15002F_019EA,B15002F_019MA,state
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,23
135656,7794,73057,4953,27105,3730,11269,2021,15005,2841,1796,841,8087,1647,2330,994,4995,1311,2470,804,62599,4090,18107,2458,5930,1415,14079,2318,2163,836,10540,2345,2060,737,6474,1308,3246,975,7794,null,null,4953,null,null,3730,null,null,2021,null,null,2841,null,null,841,null,null,1647,null,null,994,null,null,1311,null,null,804,null,null,4090,null,null,2458,null,null,1415,null,null,2318,null,null,836,null,null,2345,null,null,737,null,null,1308,null,null,975,null,null,24
169839,8980,83628,4829,16412,2467,9972,1755,26441,3058,4293,1066,12970,2167,4194,1433,5635,1591,3711,1078,86211,5493,16703,2452,9801,1862,22698,2863,3999,1043,15077,2574,6273,1475,8343,1725,3317,1027,8980,null,null,4829,null,null,2467,null,null,1755,null,null,3058,null,null,1066,null,null,2167,null,null,1433,null,null,1591,null,null,1078,null,null,5493,null,null,2452,null,null,1862,null,null,2863,null,null,1043,null,null,2574,null,null,1475,null,null,1725,null,null,1027,null,null,25
66028,4503,34521,2869,9532,1345,5000,1043,7688,1279,1515,562,5011,1058,1441,660,2888,712,1446,547,31507,2411,5498,1225,4205,999,5935,1311,1649,572,6568,1136,2351,886,3814,1045,1487,689,4503,null,null,2869,null,null,1345,null,null,1043,null,null,1279,null,null,562,null,null,1058,null,null,660,null,null,712,null,null,547,null,null,2411,null,null,1225,null,null,999,null,null,1311,null,null,572,null,null,1136,null,null,886,null,null,1045,null,null,689,null,null,26
59433,3952,32944,2302,10015,1999,5107,1275,7782,1534,1775,934,3561,809,1161,531,2886,1170,657,363,26489,2377,8200,1551,3712,1025,6000,1211,1157,697,3269,842,888,391,2295,603,968,455,3952,null,null,2302,null,null,1999,null,null,1275,null,null,1534,null,null,934,null,null,809,null,null,531,null,null,1170,null,null,363,null,null,2377,null,null,1551,null,null,1025,null,null,1211,null,null,697,null,null,842,null,null,391,null,null,603,null,null,455,null,null,27
16659,2763,9551,1830,2385,1134,2566,980,1802,703,432,277,1291,589,647,550,428,291,0,213,7108,1495,1005,404,1319,683,2337,983,108,110,771,572,307,331,1073,643,188,201,2763,null,null,1830,null,null,1134,null,null,980,null,null,703,null,null,277,null,null,589,null,null,550,null,null,291,null,null,213,null,null,1495,null,null,404,null,null,683,null,null,983,null,null,110,null,null,572,null,null,331,null,null,643,null,null,201,null,null,28
33435,3012,16786,2144,3576,1056,1645,659,4946,1440,549,333,2145,1026,735,487,1823,758,1367,704,16649,1880,3782,939,1905,566,4468,1154,281,206,3720,1124,411,300,1405,524,677,371,3012,null,null,2144,null,null,1056,null,null,659,null,null,1440,null,null,333,null,null,1026,null,null,487,null,null,758,null,null,704,null,null,1880,null,null,939,null,null,566,null,null,1154,null,null,206,null,null,1124,null,null,300,null,null,524,null,null,371,null,null,29
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,30
19454,3058,9764,1768,3507,1113,1341,534,2231,825,87,91,1447,611,449,339,301,220,401,255,9690,1645,2946,1016,2003,681,1842,823,402,272,1503,601,271,164,413,265,310,224,3058,null,null,1768,null,null,1113,null,null,534,null,null,825,null,null,91,null,null,611,null,null,339,null,null,220,null,null,255,null,null,1645,null,null,1016,null,null,681,null,null,823,null,null,272,null,null,601,null,null,164,null,null,265,null,null,224,null,null,31
157870,9006,82554,5448,18056,2639,16819,2522,23457,2839,3482,992,13042,2079,2413,874,4346,1268,939,548,75316,4565,17318,2273,13154,2144,20658,2646,2591,1036,12386,1799,3016,1121,5393,1437,800,418,9006,null,null,5448,null,null,2639,null,null,2522,null,null,2839,null,null,992,null,null,2079,null,null,874,null,null,1268,null,null,548,null,null,4565,null,null,2273,null,null,2144,null,null,2646,null,null,1036,null,null,1799,null,null,1121,null,null,1437,null,null,418,null,null,32
4959,1204,2683,860,224,221,75,96,215,224,169,196,363,296,276,246,822,556,539,468,2276,752,405,296,203,249,402,250,10,22,366,314,393,357,331,294,166,178,1204,null,null,860,null,null,221,null,null,96,null,null,224,null,null,196,null,null,296,null,null,246,null,null,556,null,null,468,null,null,752,null,null,296,null,null,249,null,null,250,null,null,22,null,null,314,null,null,357,null,null,294,null,null,178,null,null,33
324085,13187,163959,7322,29425,3052,24230,2915,54471,4323,6926,1520,26112,2646,7787,1782,10891,1894,4117,1083,160126,7778,29633,3340,17064,2557,45375,4034,5889,1373,28927,2801,10880,1926,17155,2319,5203,1163,13187,null,null,7322,null,null,3052,null,null,2915,null,null,4323,null,null,1520,null,null,2646,null,null,1782,null,null,1894,null,null,1083,null,null,7778,null,null,3340,null,null,2557,null,null,4034,null,null,1373,null,null,2801,null,null,1926,null,null,2319,null,null,1163,null,null,34
134886,6679,67232,4367,9837,1712,10947,2479,19450,1878,4511,1134,12218,1885,3052,1192,5503,1375,1714,791,67654,3790,6871,1443,10242,1771,18977,2628,2503,779,15893,2448,4422,1165,5486,1421,3260,1156,6679,null,null,4367,null,null,1712,null,null,2479,null,null,1878,null,null,1134,null,null,1885,null,null,1192,null,null,1375,null,null,791,null,null,3790,null,null,1443,null,null,1771,null,null,2628,null,null,779,null,null,2448,null,null,1165,null,null,1421,null,null,1156,null,null,35
1077678,21187,520920,12246,112924,6701,72306,4921,138457,8367,26072,2909,78957,6420,29050,3372,48839,4819,14315,1940,556758,12119,110030,6380,80481,5230,130839,6454,24910,2899,89308,5273,38459,3553,59076,4768,23655,2665,21187,null,null,12246,null,null,6701,null,null,4921,null,null,8367,null,null,2909,null,null,6420,null,null,3372,null,null,4819,null,null,1940,null,null,12119,null,null,6380,null,null,5230,null,null,6454,null,null,2899,null,null,5273,null,null,3553,null,null,4768,null,null,2665,null,null,36
154534,7770,82089,5179,26161,2839,13276,1953,17800,2534,2399,816,11059,2204,5131,1462,3973,1189,2290,982,72445,4097,21782,2545,10610,1770,16186,2460,3008,942,8165,1584,3647,1245,6286,1627,2761,953,7770,null,null,5179,null,null,2839,null,null,1953,null,null,2534,null,null,816,null,null,2204,null,null,1462,null,null,1189,null,null,982,null,null,4097,null,null,2545,null,null,1770,null,null,2460,null,null,942,null,null,1584,null,null,1245,null,null,1627,null,null,953,null,null,37
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,38
60380,5150,32743,3656,5991,1678,5335,1299,9202,1556,1571,610,5224,1264,1355,655,2261,774,1804,755,27637,2745,3613,1016,3367,870,7105,1586,786,337,6736,1310,2338,843,2530,786,1162,587,5150,null,null,3656,null,null,1678,null,null,1299,null,null,1556,null,null,610,null,null,1264,null,null,655,null,null,774,null,null,755,null,null,2745,null,null,1016,null,null,870,null,null,1586,null,null,337,null,null,1310,null,null,843,null,null,786,null,null,587,null,null,39
56550,3957,31343,2413,9090,1275,5973,1276,7447,1122,1616,536,4109,929,1398,593,1364,528,346,254,25207,2110,6203,1209,4011,737,6101,1013,685,297,4273,928,1701,746,1862,661,371,262,3957,null,null,2413,null,null,1275,null,null,1276,null,null,1122,null,null,536,null,null,929,null,null,593,null,null,528,null,null,254,null,null,2110,null,null,1209,null,null,737,null,null,1013,null,null,297,null,null,928,null,null,746,null,null,661,null,null,262,null,null,40
68488,5456,37419,3536,7647,1624,7731,1703,8719,2012,2735,1273,5103,1299,2115,640,2190,778,1179,478,31069,2999,9671,1977,3491,1042,5237,1389,1907,857,4164,990,2025,702,2068,649,2506,797,5456,null,null,3536,null,null,1624,null,null,1703,null,null,2012,null,null,1273,null,null,1299,null,null,640,null,null,778,null,null,478,null,null,2999,null,null,1977,null,null,1042,null,null,1389,null,null,857,null,null,990,null,null,702,null,null,649,null,null,797,null,null,41
143367,7141,71564,4368,12230,2240,14948,2187,21179,2932,4370,1083,9551,1727,2950,1242,4382,1041,1954,928,71803,3822,10002,1435,11210,2404,20234,2381,4112,987,12689,2164,6232,1290,4964,1168,2360,767,7141,null,null,4368,null,null,2240,null,null,2187,null,null,2932,null,null,1083,null,null,1727,null,null,1242,null,null,1041,null,null,928,null,null,3822,null,null,1435,null,null,2404,null,null,2381,null,null,987,null,null,2164,null,null,1290,null,null,1168,null,null,767,null,null,42
34021,3376,17287,2230,3613,1228,2450,877,4822,1112,1227,531,2387,807,679,528,1662,726,447,518,16734,2008,3711,1060,1978,779,3699,1084,752,483,3005,969,1429,621,1726,721,434,437,3376,null,null,2230,null,null,1228,null,null,877,null,null,1112,null,null,531,null,null,807,null,null,528,null,null,726,null,null,518,null,null,2008,null,null,1060,null,null,779,null,null,1084,null,null,483,null,null,969,null,null,621,null,null,721,null,null,437,null,null,44
39514,5644,20064,3387,5366,1384,3098,1164,4615,1608,1162,606,3176,1400,997,580,766,534,884,815,19450,3013,4436,1193,2632,865,3478,1230,1057,624,2597,827,1235,718,3443,1426,572,380,5644,null,null,3387,null,null,1384,null,null,1164,null,null,1608,null,null,606,null,null,1400,null,null,580,null,null,534,null,null,815,null,null,3013,null,null,1193,null,null,865,null,null,1230,null,null,624,null,null,827,null,null,718,null,null,1426,null,null,380,null,null,45
3492,1023,2222,789,640,360,432,325,191,159,82,74,208,127,496,417,173,154,0,157,1270,485,291,199,629,365,87,108,0,157,119,125,87,189,57,75,0,157,1023,null,null,789,null,null,360,null,null,325,null,null,159,null,null,74,null,null,127,null,null,417,null,null,154,null,null,157,null,null,485,null,null,199,null,null,365,null,null,108,null,null,157,null,null,125,null,null,189,null,null,75,null,null,157,null,null,46
36963,3455,20404,2173,6064,1266,3008,932,5093,1305,947,464,2195,956,519,320,1920,866,658,485,16559,1962,5388,1078,1693,559,3292,940,669,358,2461,805,1342,544,1299,549,415,279,3455,null,null,2173,null,null,1266,null,null,932,null,null,1305,null,null,464,null,null,956,null,null,320,null,null,866,null,null,485,null,null,1962,null,null,1078,null,null,559,null,null,940,null,null,358,null,null,805,null,null,544,null,null,549,null,null,279,null,null,47
950136,22026,494842,14062,119084,6023,79851,5247,128922,7467,22549,2429,74749,5543,18885,2477,37884,4228,12918,2229,455294,12125,111151,5814,65082,4164,106738,7085,21918,2703,71312,4967,26281,3433,39824,3763,12988,2088,22026,null,null,14062,null,null,6023,null,null,5247,null,null,7467,null,null,2429,null,null,5543,null,null,2477,null,null,4228,null,null,2229,null,null,12125,null,null,5814,null,null,4164,null,null,7085,null,null,2703,null,null,4967,null,null,3433,null,null,3763,null,null,2088,null,null,48
87224,4825,45885,2975,9840,1878,10271,2356,11822,1826,1529,672,6589,1700,2461,1080,2451,999,922,601,41339,2760,9322,1860,7280,1798,11082,1725,796,451,5425,1215,2083,801,3812,1176,1539,876,4825,null,null,2975,null,null,1878,null,null,2356,null,null,1826,null,null,672,null,null,1700,null,null,1080,null,null,999,null,null,601,null,null,2760,null,null,1860,null,null,1798,null,null,1725,null,null,451,null,null,1215,null,null,801,null,null,1176,null,null,876,null,null,49
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,50
133859,7476,75042,5051,20128,3873,10017,2316,18188,2685,1920,719,10709,1998,3207,950,6322,1457,4551,1420,58817,3971,12521,2114,7389,1893,12779,2206,1374,549,8994,1776,4001,1118,7878,1601,3881,1140,7476,null,null,5051,null,null,3873,null,null,2316,null,null,2685,null,null,719,null,null,1998,null,null,950,null,null,1457,null,null,1420,null,null,3971,null,null,2114,null,null,1893,null,null,2206,null,null,549,null,null,1776,null,null,1118,null,null,1601,null,null,1140,null,null,51
183132,6998,98216,4258,29349,3093,16751,2545,21033,2706,3847,1112,14069,2114,4213,1030,6411,1441,2543,828,84916,3967,25816,2965,10907,1829,17232,2383,3066,982,14033,1945,3463,1013,7190,1558,3209,984,6998,null,null,4258,null,null,3093,null,null,2545,null,null,2706,null,null,1112,null,null,2114,null,null,1030,null,null,1441,null,null,828,null,null,3967,null,null,2965,null,null,1829,null,null,2383,null,null,982,null,null,1945,null,null,1013,null,null,1558,null,null,984,null,null,53
4693,1257,2567,771,210,214,354,281,747,427,120,137,286,161,152,172,271,282,427,375,2126,743,0,193,483,310,555,420,163,187,433,295,37,73,171,159,284,298,1257,null,null,771,null,null,214,null,null,281,null,null,427,null,null,137,null,null,161,null,null,172,null,null,282,null,null,375,null,null,743,null,null,193,null,null,310,null,null,420,null,null,187,null,null,295,null,null,73,null,null,159,null,null,298,null,null,54
67221,3811,34989,2192,6391,1110,7496,1752,9402,1663,1932,655,6187,1321,913,361,1649,712,1019,622,32232,2468,6465,1269,4959,1033,8457,1432,852,444,5760,1260,2897,841,1694,588,1148,460,3811,null,null,2192,null,null,1110,null,null,1752,null,null,1663,null,null,655,null,null,1321,null,null,361,null,null,712,null,null,622,null,null,2468,null,null,1269,null,null,1033,null,null,1432,null,null,444,null,null,1260,null,null,841,null,null,588,null,null,460,null,null,55
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,56
381768,13059,178945,7619,37062,4041,17146,2338,50701,3994,7643,1546,20890,2743,14695,2204,21053,2967,9755,1822,202823,7550,33427,3087,19199,2112,48390,3776,5427,1235,23352,2529,19706,2246,41983,3498,11339,2088,13059,null,null,7619,null,null,4041,null,null,2338,null,null,3994,null,null,1546,null,null,2743,null,null,2204,null,null,2967,null,null,1822,null,null,7550,null,null,3087,null,null,2112,null,null,3776,null,null,1235,null,null,2529,null,null,2246,null,null,3498,null,null,2088,null,null,72
34822,3496,19256,2146,6011,1234,4293,1270,4217,1001,191,139,2174,848,590,394,1562,655,218,216,15566,1945,4039,1271,3099,1186,3008,767,885,504,1718,550,620,441,1244,641,953,748,3496,null,null,2146,null,null,1234,null,null,1270,null,null,1001,null,null,139,null,null,848,null,null,394,null,null,655,null,null,216,null,null,1945,null,null,1271,null,null,1186,null,null,767,null,null,504,null,null,550,null,null,441,null,null,641,null,null,748,null,null,01
7846,1848,3791,1517,248,234,29,36,1380,1063,142,157,683,362,1060,1044,249,232,0,155,4055,956,527,321,796,675,939,587,47,67,1047,610,151,183,423,353,125,182,1848,null,null,1517,null,null,234,null,null,36,null,null,1063,null,null,157,null,null,362,null,null,1044,null,null,232,null,null,155,null,null,956,null,null,321,null,null,675,null,null,587,null,null,67,null,null,610,null,null,183,null,null,353,null,null,182,null,null,02
324505,12033,163235,6865,36969,3563,33900,3595,32316,2746,9192,1546,31013,3098,8354,2148,8124,1693,3367,1016,161270,7159,33729,3147,26248,2558,33710,3209,7746,1494,34635,3430,9476,1734,12251,1892,3475,890,12033,null,null,6865,null,null,3563,null,null,3595,null,null,2746,null,null,1546,null,null,3098,null,null,2148,null,null,1693,null,null,1016,null,null,7159,null,null,3147,null,null,2558,null,null,3209,null,null,1494,null,null,3430,null,null,1734,null,null,1892,null,null,890,null,null,04
41779,3369,22875,2170,7972,1900,5012,1305,4470,1349,1447,777,1919,925,514,384,1275,1038,266,189,18904,1805,5559,1378,4079,1133,3608,1244,269,306,2249,785,941,522,901,433,1298,786,3369,null,null,2170,null,null,1900,null,null,1305,null,null,1349,null,null,777,null,null,925,null,null,384,null,null,1038,null,null,189,null,null,1805,null,null,1378,null,null,1133,null,null,1244,null,null,306,null,null,785,null,null,522,null,null,433,null,null,786,null,null,05
3291611,36309,1667932,21365,421707,13002,273660,9713,425242,12759,49148,3643,284564,9668,73147,4645,106545,6314,33919,3146,1623679,19061,433618,10652,233782,8279,376251,11575,38982,3193,283876,9054,91633,5903,120514,6115,45023,3570,36309,null,null,21365,null,null,13002,null,null,9713,null,null,12759,null,null,3643,null,null,9668,null,null,4645,null,null,6314,null,null,3146,null,null,19061,null,null,10652,null,null,8279,null,null,11575,null,null,3193,null,null,9054,null,null,5903,null,null,6115,null,null,3570,null,null,06
133169,6658,69057,4546,10304,1841,10723,1831,23118,2795,5158,1466,8645,1447,3092,1090,5659,1565,2358,784,64112,3726,10636,1959,9386,1754,18202,2216,3371,878,9436,1554,5087,1183,6192,1639,1802,648,6658,null,null,4546,null,null,1841,null,null,1831,null,null,2795,null,null,1466,null,null,1447,null,null,1090,null,null,1565,null,null,784,null,null,3726,null,null,1959,null,null,1754,null,null,2216,null,null,878,null,null,1554,null,null,1183,null,null,1639,null,null,648,null,null,08
103172,7065,52943,4467,11016,2050,8834,1818,16745,2409,2526,656,6583,1567,1796,837,4217,1399,1226,503,50229,3624,8586,1610,7183,1524,13157,1977,1819,740,9399,1599,2611,856,5529,1508,1945,767,7065,null,null,4467,null,null,2050,null,null,1818,null,null,2409,null,null,656,null,null,1567,null,null,837,null,null,1399,null,null,503,null,null,3624,null,null,1610,null,null,1524,null,null,1977,null,null,740,null,null,1599,null,null,856,null,null,1508,null,null,767,null,null,09
9547,2925,5344,1762,845,578,498,490,2637,1223,39,70,431,320,257,276,276,261,361,342,4203,1320,477,421,457,401,1293,805,578,507,158,178,234,288,809,522,197,190,2925,null,null,1762,null,null,578,null,null,490,null,null,1223,null,null,70,null,null,320,null,null,276,null,null,261,null,null,342,null,null,1320,null,null,421,null,null,401,null,null,805,null,null,507,null,null,178,null,null,288,null,null,522,null,null,190,null,null,10
21627,2789,11330,1959,2917,1194,2410,1003,2121,867,67,113,1317,763,84,146,1027,636,1387,715,10297,1408,2400,826,1598,802,1482,707,244,298,1641,907,136,178,833,486,1963,814,2789,null,null,1959,null,null,1194,null,null,1003,null,null,867,null,null,113,null,null,763,null,null,146,null,null,636,null,null,715,null,null,1408,null,null,826,null,null,802,null,null,707,null,null,298,null,null,907,null,null,178,null,null,486,null,null,814,null,null,11
