B23003_001E,B23003_001M,B23003_002E,B23003_002M,B23003_003E,B23003_003M,B23003_004E,B23003_004M,B23003_005E,B23003_005M,B23003_006E,B23003_006M,B23003_007E,B23003_007M,B23003_008E,B23003_008M,B23003_009E,B23003_009M,B23003_010E,B23003_010M,B23003_011E,B23003_011M,B23003_012E,B23003_012M,B23003_013E,B23003_013M,B23003_014E,B23003_014M,B23003_015E,B23003_015M,B23003_016E,B23003_016M,B23003_017E,B23003_017M,B23003_018E,B23003_018M,B23003_019E,B23003_019M,B23003_020E,B23003_020M,B23003_021E,B23003_021M,B23003_022E,B23003_022M,B23003_023E,B23003_023M,B23003_024E,B23003_024M,B23003_025E,B23003_025M,B23003_026E,B23003_026M,B23003_027E,B23003_027M,B23003_028E,B23003_028M,B23003_029E,B23003_029M,B23003_030E,B23003_030M,B23003_001M,B23003_001EA,B23003_001MA,B23003_002M,B23003_002EA,B23003_002MA,B23003_003M,B23003_003EA,B23003_003MA,B23003_004M,B23003_004EA,B23003_004MA,B23003_005M,B23003_005EA,B23003_005MA,B23003_006M,B23003_006EA,B23003_006MA,B23003_007M,B23003_007EA,B23003_007MA,B23003_008M,B23003_008EA,B23003_008MA,B23003_009M,B23003_009EA,B23003_009MA,B23003_010M,B23003_010EA,B23003_010MA,B23003_011M,B23003_011EA,B23003_011MA,B23003_012M,B23003_012EA,B23003_012MA,B23003_013M,B23003_013EA,B23003_013MA,B23003_014M,B23003_014EA,B23003_014MA,B23003_015M,B23003_015EA,B23003_015MA,B23003_016M,B23003_016EA,B23003_016MA,B23003_017M,B23003_017EA,B23003_017MA,B23003_018M,B23003_018EA,B23003_018MA,B23003_019M,B23003_019EA,B23003_019MA,B23003_020M,B23003_020EA,B23003_020MA,B23003_021M,B23003_021EA,B23003_021MA,B23003_022M,B23003_022EA,B23003_022MA,B23003_023M,B23003_023EA,B23003_023MA,B23003_024M,B23003_024EA,B23003_024MA,B23003_025M,B23003_025EA,B23003_025MA,B23003_026M,B23003_026EA,B23003_026MA,B23003_027M,B23003_027EA,B23003_027MA,B23003_028M,B23003_028EA,B23003_028MA,B23003_029M,B23003_029EA,B23003_029MA,B23003_030M,B23003_030EA,B23003_030MA,state
318383,1674,102664,4375,25382,3090,19529,2485,0,208,19529,2485,18704,2463,825,621,5853,1508,12807,1813,8887,1457,0,208,8887,1457,8262,1437,625,523,3920,975,64475,3845,52854,3761,0,208,52854,3761,49928,3523,2926,1048,11621,1873,215719,4594,159337,4452,396,374,158941,4471,151321,4587,7620,1809,56382,4381,1674,null,null,4375,null,null,3090,null,null,2485,null,null,208,null,null,2485,null,null,2463,null,null,621,null,null,1508,null,null,1813,null,null,1457,null,null,208,null,null,1457,null,null,1437,null,null,523,null,null,975,null,null,3845,null,null,3761,null,null,208,null,null,3761,null,null,3523,null,null,1048,null,null,1873,null,null,4594,null,null,4452,null,null,374,null,null,4471,null,null,4587,null,null,1809,null,null,4381,null,null,44
1469208,3523,494012,9364,111654,6831,82303,6017,543,364,81760,6006,75646,6019,6114,1449,29351,3677,93788,5304,62968,4225,138,161,62830,4234,57078,4149,5752,1440,30820,2927,288570,7440,224633,7510,457,527,224176,7568,210848,7653,13328,2066,63937,3708,975196,9674,678086,10295,1570,658,676516,10230,637587,10550,38929,3206,297110,8488,3523,null,null,9364,null,null,6831,null,null,6017,null,null,364,null,null,6006,null,null,6019,null,null,1449,null,null,3677,null,null,5304,null,null,4225,null,null,161,null,null,4234,null,null,4149,null,null,1440,null,null,2927,null,null,7440,null,null,7510,null,null,527,null,null,7568,null,null,7653,null,null,2066,null,null,3708,null,null,9674,null,null,10295,null,null,658,null,null,10230,null,null,10550,null,null,3206,null,null,8488,null,null,45
233034,2318,89382,2807,21414,1768,16541,1735,22,48,16519,1727,15576,1735,943,624,4873,1004,21891,1923,16804,1783,0,157,16804,1783,16015,1817,789,587,5087,881,46077,2459,39732,2383,70,99,39662,2395,39000,2457,662,354,6345,1009,143652,3450,112013,3959,296,208,111717,3983,108121,3834,3596,827,31639,2542,2318,null,null,2807,null,null,1768,null,null,1735,null,null,48,null,null,1727,null,null,1735,null,null,624,null,null,1004,null,null,1923,null,null,1783,null,null,157,null,null,1783,null,null,1817,null,null,587,null,null,881,null,null,2459,null,null,2383,null,null,99,null,null,2395,null,null,2457,null,null,354,null,null,1009,null,null,3450,null,null,3959,null,null,208,null,null,3983,null,null,3834,null,null,827,null,null,2542,null,null,46
1980569,4576,686201,10602,161305,6414,108993,5891,151,187,108842,5878,99898,5441,8944,2089,52312,3919,130026,6224,85286,4760,40,70,85246,4756,77644,4313,7602,1592,44740,3492,394870,9867,300305,8867,275,253,300030,8841,284677,8774,15353,2156,94565,4486,1294368,10822,880641,11776,810,475,879831,11713,839119,12057,40712,3583,413727,10048,4576,null,null,10602,null,null,6414,null,null,5891,null,null,187,null,null,5878,null,null,5441,null,null,2089,null,null,3919,null,null,6224,null,null,4760,null,null,70,null,null,4756,null,null,4313,null,null,1592,null,null,3492,null,null,9867,null,null,8867,null,null,253,null,null,8841,null,null,8774,null,null,2156,null,null,4486,null,null,10822,null,null,11776,null,null,475,null,null,11713,null,null,12057,null,null,3583,null,null,10048,null,null,47
8145378,7900,3227056,22301,704879,13985,460675,11779,1944,993,458731,11705,429300,11243,29431,3643,244204,9212,708484,14639,423810,11127,1350,1043,422460,11097,395942,10960,26518,3575,284674,9629,1813693,19312,1340985,17707,1318,632,1339667,17680,1276853,17315,62814,4849,472708,12137,4918322,21714,3489740,23635,5711,1343,3484029,23536,3312296,23087,171733,7628,1428582,18509,7900,null,null,22301,null,null,13985,null,null,11779,null,null,993,null,null,11705,null,null,11243,null,null,3643,null,null,9212,null,null,14639,null,null,11127,null,null,1043,null,null,11097,null,null,10960,null,null,3575,null,null,9629,null,null,19312,null,null,17707,null,null,632,null,null,17680,null,null,17315,null,null,4849,null,null,12137,null,null,21714,null,null,23635,null,null,1343,null,null,23536,null,null,23087,null,null,7628,null,null,18509,null,null,48
837920,3020,367611,6814,86869,4812,51692,4018,29,50,51663,4018,49937,3898,1726,650,35177,2827,103673,4158,53781,3579,54,92,53727,3574,52001,3450,1726,610,49892,3191,177069,5551,131534,4904,154,256,131380,4880,128340,4877,3040,835,45535,3109,470309,7145,356778,8340,123,148,356655,8345,342689,8290,13966,2007,113531,4729,3020,null,null,6814,null,null,4812,null,null,4018,null,null,50,null,null,4018,null,null,3898,null,null,650,null,null,2827,null,null,4158,null,null,3579,null,null,92,null,null,3574,null,null,3450,null,null,610,null,null,3191,null,null,5551,null,null,4904,null,null,256,null,null,4880,null,null,4877,null,null,835,null,null,3109,null,null,7145,null,null,8340,null,null,148,null,null,8345,null,null,8290,null,null,2007,null,null,4729,null,null,49
183497,1683,56378,1985,13090,1396,10036,1192,0,151,10036,1192,9643,1163,393,280,3054,852,11269,1439,7772,1205,56,93,7716,1200,7540,1179,176,193,3497,907,32019,1718,27520,1761,0,151,27520,1761,27062,1776,458,251,4499,852,127119,2524,99856,2851,0,151,99856,2851,96623,2931,3233,958,27263,1949,1683,null,null,1985,null,null,1396,null,null,1192,null,null,151,null,null,1192,null,null,1163,null,null,280,null,null,852,null,null,1439,null,null,1205,null,null,93,null,null,1200,null,null,1179,null,null,193,null,null,907,null,null,1718,null,null,1761,null,null,151,null,null,1761,null,null,1776,null,null,251,null,null,852,null,null,2524,null,null,2851,null,null,151,null,null,2851,null,null,2931,null,null,958,null,null,1949,null,null,50
2523612,6578,897192,10570,208845,6028,155361,5440,2020,656,153341,5530,144636,5204,8705,1658,53484,4014,170440,6166,114595,5633,2348,814,112247,5526,105676,5128,6571,1600,55845,3629,517907,9545,404034,8651,2252,743,401782,8710,383260,8736,18522,2444,113873,5461,1626420,11754,1223013,14119,7299,1271,1215714,14134,1163138,13812,52576,4734,403407,9702,6578,null,null,10570,null,null,6028,null,null,5440,null,null,656,null,null,5530,null,null,5204,null,null,1658,null,null,4014,null,null,6166,null,null,5633,null,null,814,null,null,5526,null,null,5128,null,null,1600,null,null,3629,null,null,9545,null,null,8651,null,null,743,null,null,8710,null,null,8736,null,null,2444,null,null,5461,null,null,11754,null,null,14119,null,null,1271,null,null,14134,null,null,13812,null,null,4734,null,null,9702,null,null,51
2157414,3626,750534,9552,182278,6668,115897,5079,462,243,115435,5042,110044,5056,5391,1311,66381,4190,155225,5757,92585,4740,292,257,92293,4759,88813,4586,3480,925,62640,4375,413031,7367,310287,6966,232,192,310055,6960,295790,6921,14265,1967,102744,4369,1406880,10229,1040430,10855,3054,992,1037376,10847,990750,10598,46626,3846,366450,9534,3626,null,null,9552,null,null,6668,null,null,5079,null,null,243,null,null,5042,null,null,5056,null,null,1311,null,null,4190,null,null,5757,null,null,4740,null,null,257,null,null,4759,null,null,4586,null,null,925,null,null,4375,null,null,7367,null,null,6966,null,null,192,null,null,6960,null,null,6921,null,null,1967,null,null,4369,null,null,10229,null,null,10855,null,null,992,null,null,10847,null,null,10598,null,null,3846,null,null,9534,null,null,53
525427,3432,172767,5444,41162,3089,27806,2351,0,193,27806,2351,26105,2244,1701,674,13356,1848,33087,3166,20436,2492,0,193,20436,2492,18012,2380,2424,858,12651,1892,98518,4266,72691,3796,13,21,72678,3795,69818,3780,2860,985,25827,2476,352660,5888,220442,6798,36,63,220406,6803,208890,6620,11516,1991,132218,5329,3432,null,null,5444,null,null,3089,null,null,2351,null,null,193,null,null,2351,null,null,2244,null,null,674,null,null,1848,null,null,3166,null,null,2492,null,null,193,null,null,2492,null,null,2380,null,null,858,null,null,1892,null,null,4266,null,null,3796,null,null,21,null,null,3795,null,null,3780,null,null,985,null,null,2476,null,null,5888,null,null,6798,null,null,63,null,null,6803,null,null,6620,null,null,1991,null,null,5329,null,null,54
1674067,2998,581528,6791,131878,4542,104245,3612,308,326,103937,3610,99030,3696,4907,1141,27633,2460,114344,4177,83529,3729,0,147,83529,3729,78578,3640,4951,1176,30815,2712,335306,6637,284571,6086,82,120,284489,6085,276349,5851,8140,1293,50735,2990,1092539,7257,849165,8804,302,234,848863,8806,818667,8906,30196,2527,243374,5742,2998,null,null,6791,null,null,4542,null,null,3612,null,null,326,null,null,3610,null,null,3696,null,null,1141,null,null,2460,null,null,4177,null,null,3729,null,null,147,null,null,3729,null,null,3640,null,null,1176,null,null,2712,null,null,6637,null,null,6086,null,null,120,null,null,6085,null,null,5851,null,null,1293,null,null,2990,null,null,7257,null,null,8804,null,null,234,null,null,8806,null,null,8906,null,null,2527,null,null,5742,null,null,55
161339,1994,55705,2502,11600,1755,8079,1416,0,197,8079,1416,7995,1389,84,130,3521,962,12725,1787,8961,1554,0,197,8961,1554,8385,1520,576,506,3764,843,31380,2437,25832,2397,0,197,25832,2397,24372,2289,1460,657,5548,1033,105634,3144,78829,3627,150,187,78679,3638,75917,3760,2762,782,26805,2387,1994,null,null,2502,null,null,1755,null,null,1416,null,null,197,null,null,1416,null,null,1389,null,null,130,null,null,962,null,null,1787,null,null,1554,null,null,197,null,null,1554,null,null,1520,null,null,506,null,null,843,null,null,2437,null,null,2397,null,null,197,null,null,2397,null,null,2289,null,null,657,null,null,1033,null,null,3144,null,null,3627,null,null,187,null,null,3638,null,null,3760,null,null,782,null,null,2387,null,null,56
1029340,3008,338854,8170,66731,3979,43470,3364,0,222,43470,3364,33878,2944,9592,1687,23261,2595,52468,3508,32940,2839,0,222,32940,2839,25088,2474,7852,1633,19528,2282,219655,7206,148392,6568,276,323,148116,6550,125244,5916,22872,2958,71263,4328,690486,8524,346409,8103,240,205,346169,8133,295273,8405,50896,3865,344077,7343,3008,null,null,8170,null,null,3979,null,null,3364,null,null,222,null,null,3364,null,null,2944,null,null,1687,null,null,2595,null,null,3508,null,null,2839,null,null,222,null,null,2839,null,null,2474,null,null,1633,null,null,2282,null,null,7206,null,null,6568,null,null,323,null,null,6550,null,null,5916,null,null,2958,null,null,4328,null,null,8524,null,null,8103,null,null,205,null,null,8133,null,null,8405,null,null,3865,null,null,7343,null,null,72
1443639,5008,501006,9487,115054,5903,83715,5939,198,194,83517,5936,75986,5318,7531,1699,31339,2776,94941,4791,62417,4531,20,50,62397,4521,57633,4133,4764,1360,32524,3227,291011,7718,214585,7611,119,123,214466,7613,203861,7377,10605,1772,76426,4758,942633,9861,608513,10919,908,540,607605,10905,574637,10667,32968,3065,334120,7441,5008,null,null,9487,null,null,5903,null,null,5939,null,null,194,null,null,5936,null,null,5318,null,null,1699,null,null,2776,null,null,4791,null,null,4531,null,null,50,null,null,4521,null,null,4133,null,null,1360,null,null,3227,null,null,7718,null,null,7611,null,null,123,null,null,7613,null,null,7377,null,null,1772,null,null,4758,null,null,9861,null,null,10919,null,null,540,null,null,10905,null,null,10667,null,null,3065,null,null,7441,null,null,01
210619,1984,73940,3202,18645,1864,14113,1711,391,263,13722,1748,12273,1683,1449,738,4532,937,17605,1737,11375,1411,25,40,11350,1406,10433,1444,917,374,6230,1169,37690,2268,30181,2048,32,57,30149,2051,28244,2052,1905,561,7509,1091,136679,3808,102620,3840,1282,582,101338,3760,94772,3741,6566,982,34059,2529,1984,null,null,3202,null,null,1864,null,null,1711,null,null,263,null,null,1748,null,null,1683,null,null,738,null,null,937,null,null,1737,null,null,1411,null,null,40,null,null,1406,null,null,1444,null,null,374,null,null,1169,null,null,2268,null,null,2048,null,null,57,null,null,2051,null,null,2052,null,null,561,null,null,1091,null,null,3808,null,null,3840,null,null,582,null,null,3760,null,null,3741,null,null,982,null,null,2529,null,null,02
1942542,3266,688737,9281,144359,6087,98056,5447,754,479,97302,5371,91110,5210,6192,1457,46303,3424,152679,6255,86939,4800,112,117,86827,4792,81417,4710,5410,1116,65740,4467,391699,7059,288780,6944,121,115,288659,6935,271565,6949,17094,2554,102919,4945,1253805,9392,878224,11376,1023,447,877201,11360,828179,11905,49022,4570,375581,9040,3266,null,null,9281,null,null,6087,null,null,5447,null,null,479,null,null,5371,null,null,5210,null,null,1457,null,null,3424,null,null,6255,null,null,4800,null,null,117,null,null,4792,null,null,4710,null,null,1116,null,null,4467,null,null,7059,null,null,6944,null,null,115,null,null,6935,null,null,6949,null,null,2554,null,null,4945,null,null,9392,null,null,11376,null,null,447,null,null,11360,null,null,11905,null,null,4570,null,null,9040,null,null,04
848357,3703,313954,6352,67209,3101,48934,2991,63,84,48871,2976,45152,2961,3719,1081,18275,2251,66242,3613,43122,3201,0,197,43122,3201,40423,3107,2699,854,23120,2619,180503,5701,137308,5177,41,70,137267,5174,132219,5261,5048,1202,43195,3436,534403,7017,352646,7481,395,270,352251,7457,338499,7393,13752,2231,181757,7203,3703,null,null,6352,null,null,3101,null,null,2991,null,null,84,null,null,2976,null,null,2961,null,null,1081,null,null,2251,null,null,3613,null,null,3201,null,null,197,null,null,3201,null,null,3107,null,null,854,null,null,2619,null,null,5701,null,null,5177,null,null,70,null,null,5174,null,null,5261,null,null,1202,null,null,3436,null,null,7017,null,null,7481,null,null,270,null,null,7457,null,null,7393,null,null,2231,null,null,7203,null,null,05
11693394,6791,4101056,23502,912704,15876,611962,13396,2202,729,609760,13400,569999,13015,39761,3546,300742,10325,839768,16282,490292,12904,571,303,489721,12899,446304,12966,43417,3722,349476,9320,2348584,20422,1690901,17188,781,508,1690120,17153,1592625,17050,97495,4644,657683,12904,7592338,24718,5459024,33644,5990,1374,5453034,33769,5119214,31053,333820,11316,2133314,23420,6791,null,null,23502,null,null,15876,null,null,13396,null,null,729,null,null,13400,null,null,13015,null,null,3546,null,null,10325,null,null,16282,null,null,12904,null,null,303,null,null,12899,null,null,12966,null,null,3722,null,null,9320,null,null,20422,null,null,17188,null,null,508,null,null,17153,null,null,17050,null,null,4644,null,null,12904,null,null,24718,null,null,33644,null,null,1374,null,null,33769,null,null,31053,null,null,11316,null,null,23420,null,null,06
1651805,3390,588211,9286,139103,6256,93728,4976,666,465,93062,4962,89433,5056,3629,1114,45375,3841,117240,5064,74375,4554,184,192,74191,4522,70886,4284,3305,1065,42865,3137,331868,6260,260567,6427,222,176,260345,6419,250296,6524,10049,1479,71301,4189,1063594,9190,815812,10835,1666,576,814146,10840,779473,10162,34673,3587,247782,7436,3390,null,null,9286,null,null,6256,null,null,4976,null,null,465,null,null,4962,null,null,5056,null,null,1114,null,null,3841,null,null,5064,null,null,4554,null,null,192,null,null,4522,null,null,4284,null,null,1065,null,null,3137,null,null,6260,null,null,6427,null,null,176,null,null,6419,null,null,6524,null,null,1479,null,null,4189,null,null,9190,null,null,10835,null,null,576,null,null,10840,null,null,10162,null,null,3587,null,null,7436,null,null,08
1062399,2923,364209,7521,75228,4572,58497,4022,68,113,58429,4035,54655,3935,3774,978,16731,2024,61840,3621,44293,3072,0,200,44293,3072,39193,2900,5100,1526,17547,2005,227141,6288,182014,5633,0,200,182014,5633,172820,5522,9194,1465,45127,3725,698190,7514,545475,7870,96,94,545379,7873,516164,8345,29215,2901,152715,5119,2923,null,null,7521,null,null,4572,null,null,4022,null,null,113,null,null,4035,null,null,3935,null,null,978,null,null,2024,null,null,3621,null,null,3072,null,null,200,null,null,3072,null,null,2900,null,null,1526,null,null,2005,null,null,6288,null,null,5633,null,null,200,null,null,5633,null,null,5522,null,null,1465,null,null,3725,null,null,7514,null,null,7870,null,null,94,null,null,7873,null,null,8345,null,null,2901,null,null,5119,null,null,09
282341,1371,89227,3834,19836,1868,14992,1759,192,167,14800,1753,14271,1725,529,357,4844,1158,17379,2360,12987,2049,0,193,12987,2049,11928,1908,1059,626,4392,1154,52012,3137,42877,2772,0,193,42877,2772,40750,2919,2127,616,9135,1486,193114,3962,140026,4351,387,328,139639,4282,132848,4288,6791,1194,53088,3558,1371,null,null,3834,null,null,1868,null,null,1759,null,null,167,null,null,1753,null,null,1725,null,null,357,null,null,1158,null,null,2360,null,null,2049,null,null,193,null,null,2049,null,null,1908,null,null,626,null,null,1154,null,null,3137,null,null,2772,null,null,193,null,null,2772,null,null,2919,null,null,616,null,null,1486,null,null,3962,null,null,4351,null,null,328,null,null,4282,null,null,4288,null,null,1194,null,null,3558,null,null,10
230913,1955,55831,3370,19537,2278,15880,1940,66,83,15814,1916,14930,1922,884,531,3657,1001,11913,1823,8681,1703,75,124,8606,1687,7199,1596,1407,695,3232,1086,24381,2182,19566,2266,28,47,19538,2257,17665,2103,1873,865,4815,1148,175082,4095,141145,4366,418,306,140727,4372,132138,4437,8589,1529,33937,2454,1955,null,null,3370,null,null,2278,null,null,1940,null,null,83,null,null,1916,null,null,1922,null,null,531,null,null,1001,null,null,1823,null,null,1703,null,null,124,null,null,1687,null,null,1596,null,null,695,null,null,1086,null,null,2182,null,null,2266,null,null,47,null,null,2257,null,null,2103,null,null,865,null,null,1148,null,null,4095,null,null,4366,null,null,306,null,null,4372,null,null,4437,null,null,1529,null,null,2454,null,null,11
