B19101C_001E,B19101C_001M,B19101C_002E,B19101C_002M,B19101C_003E,B19101C_003M,B19101C_004E,B19101C_004M,B19101C_005E,B19101C_005M,B19101C_006E,B19101C_006M,B19101C_007E,B19101C_007M,B19101C_008E,B19101C_008M,B19101C_009E,B19101C_009M,B19101C_010E,B19101C_010M,B19101C_011E,B19101C_011M,B19101C_012E,B19101C_012M,B19101C_013E,B19101C_013M,B19101C_014E,B19101C_014M,B19101C_015E,B19101C_015M,B19101C_016E,B19101C_016M,B19101C_017E,B19101C_017M,B19101C_001M,B19101C_001EA,B19101C_001MA,B19101C_002M,B19101C_002EA,B19101C_002MA,B19101C_003M,B19101C_003EA,B19101C_003MA,B19101C_004M,B19101C_004EA,B19101C_004MA,B19101C_005M,B19101C_005EA,B19101C_005MA,B19101C_006M,B19101C_006EA,B19101C_006MA,B19101C_007M,B19101C_007EA,B19101C_007MA,B19101C_008M,B19101C_008EA,B19101C_008MA,B19101C_009M,B19101C_009EA,B19101C_009MA,B19101C_010M,B19101C_010EA,B19101C_010MA,B19101C_011M,B19101C_011EA,B19101C_011MA,B19101C_012M,B19101C_012EA,B19101C_012MA,B19101C_013M,B19101C_013EA,B19101C_013MA,B19101C_014M,B19101C_014EA,B19101C_014MA,B19101C_015M,B19101C_015EA,B19101C_015MA,B19101C_016M,B19101C_016EA,B19101C_016MA,B19101C_017M,B19101C_017EA,B19101C_017MA,state
1887,409,297,166,69,69,74,70,142,73,82,74,208,164,10,18,122,109,33,36,165,139,168,134,244,246,172,212,56,107,45,74,0,172,409,null,null,166,null,null,69,null,null,70,null,null,73,null,null,74,null,null,164,null,null,18,null,null,109,null,null,36,null,null,139,null,null,134,null,null,246,null,null,212,null,null,107,null,null,74,null,null,172,null,null,23
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,24
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,25
11266,1311,705,295,813,363,400,212,853,328,885,473,584,337,585,281,623,233,647,373,1341,444,1124,420,1401,504,701,319,184,131,220,161,200,156,1311,null,null,295,null,null,363,null,null,212,null,null,328,null,null,473,null,null,337,null,null,281,null,null,233,null,null,373,null,null,444,null,null,420,null,null,504,null,null,319,null,null,131,null,null,161,null,null,156,null,null,26
12663,1291,1830,689,648,288,799,437,685,224,507,199,897,342,501,228,781,348,299,147,995,377,1051,404,1489,489,910,388,555,209,261,149,455,250,1291,null,null,689,null,null,288,null,null,437,null,null,224,null,null,199,null,null,342,null,null,228,null,null,348,null,null,147,null,null,377,null,null,404,null,null,489,null,null,388,null,null,209,null,null,149,null,null,250,null,null,27
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,28
6875,1408,594,382,1045,751,145,159,416,283,279,223,598,447,99,102,65,93,253,221,194,163,1245,656,1104,547,305,270,132,145,164,179,237,254,1408,null,null,382,null,null,751,null,null,159,null,null,283,null,null,223,null,null,447,null,null,102,null,null,93,null,null,221,null,null,163,null,null,656,null,null,547,null,null,270,null,null,145,null,null,179,null,null,254,null,null,29
11799,1113,1170,367,403,205,871,306,636,249,677,342,519,221,785,318,834,402,602,285,962,560,1167,355,1284,412,871,426,416,232,224,186,378,310,1113,null,null,367,null,null,205,null,null,306,null,null,249,null,null,342,null,null,221,null,null,318,null,null,402,null,null,285,null,null,560,null,null,355,null,null,412,null,null,426,null,null,232,null,null,186,null,null,310,null,null,30
2910,532,310,174,162,99,176,149,186,116,59,59,206,171,198,168,163,119,236,161,141,98,492,343,220,113,170,158,99,86,82,104,10,16,532,null,null,174,null,null,99,null,null,149,null,null,116,null,null,59,null,null,171,null,null,168,null,null,119,null,null,161,null,null,98,null,null,343,null,null,113,null,null,158,null,null,86,null,null,104,null,null,16,null,null,31
6912,1019,951,404,528,378,78,55,642,463,337,221,441,229,204,112,278,184,248,198,727,340,598,271,640,390,444,240,399,248,129,123,268,183,1019,null,null,404,null,null,378,null,null,55,null,null,463,null,null,221,null,null,229,null,null,112,null,null,184,null,null,198,null,null,340,null,null,271,null,null,390,null,null,240,null,null,248,null,null,123,null,null,183,null,null,32
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,33
4429,824,118,196,157,168,91,111,209,160,324,204,250,213,68,93,168,189,164,171,601,399,398,268,625,393,443,273,88,113,619,331,106,146,824,null,null,196,null,null,168,null,null,111,null,null,160,null,null,204,null,null,213,null,null,93,null,null,189,null,null,171,null,null,399,null,null,268,null,null,393,null,null,273,null,null,113,null,null,331,null,null,146,null,null,34
39499,2059,4912,907,3011,738,3451,904,2616,711,2612,771,1888,588,1888,442,2228,593,1267,382,3244,705,3164,660,4714,948,2228,619,434,262,904,383,938,713,2059,null,null,907,null,null,738,null,null,904,null,null,711,null,null,771,null,null,588,null,null,442,null,null,593,null,null,382,null,null,705,null,null,660,null,null,948,null,null,619,null,null,262,null,null,383,null,null,713,null,null,35
14396,1718,1381,572,1191,572,557,375,823,411,598,358,601,384,456,220,606,368,1092,506,935,379,1175,445,2092,754,905,473,862,460,466,265,656,375,1718,null,null,572,null,null,572,null,null,375,null,null,411,null,null,358,null,null,384,null,null,220,null,null,368,null,null,506,null,null,379,null,null,445,null,null,754,null,null,473,null,null,460,null,null,265,null,null,375,null,null,36
28449,1918,2866,777,1084,435,1819,597,2164,685,1390,415,1555,573,1204,385,1669,542,1199,479,2190,632,4315,985,2890,815,2280,672,883,389,548,254,393,235,1918,null,null,777,null,null,435,null,null,597,null,null,685,null,null,415,null,null,573,null,null,385,null,null,542,null,null,479,null,null,632,null,null,985,null,null,815,null,null,672,null,null,389,null,null,254,null,null,235,null,null,37
8466,1150,1287,570,216,175,468,361,606,473,884,617,550,332,601,462,239,175,487,266,275,124,789,368,907,454,343,226,385,251,237,180,192,146,1150,null,null,570,null,null,175,null,null,361,null,null,473,null,null,617,null,null,332,null,null,462,null,null,175,null,null,266,null,null,124,null,null,368,null,null,454,null,null,226,null,null,251,null,null,180,null,null,146,null,null,38
3873,821,537,390,209,219,208,160,112,147,199,173,231,238,241,193,191,183,90,135,169,124,385,357,504,330,21,31,425,505,156,187,195,178,821,null,null,390,null,null,219,null,null,160,null,null,147,null,null,173,null,null,238,null,null,193,null,null,183,null,null,135,null,null,124,null,null,357,null,null,330,null,null,31,null,null,505,null,null,187,null,null,178,null,null,39
64103,2540,5144,723,2469,551,4235,731,3736,785,3254,638,3741,676,3569,700,2944,581,2941,642,5744,908,7364,919,7792,883,5015,693,2411,567,2426,529,1318,379,2540,null,null,723,null,null,551,null,null,731,null,null,785,null,null,638,null,null,676,null,null,700,null,null,581,null,null,642,null,null,908,null,null,919,null,null,883,null,null,693,null,null,567,null,null,529,null,null,379,null,null,40
8562,1356,415,258,614,415,142,114,700,373,745,537,376,244,380,231,336,223,792,344,665,309,839,387,1339,592,519,321,225,167,139,152,336,338,1356,null,null,258,null,null,415,null,null,114,null,null,373,null,null,537,null,null,244,null,null,231,null,null,223,null,null,344,null,null,309,null,null,387,null,null,592,null,null,321,null,null,167,null,null,152,null,null,338,null,null,41
4863,1179,796,420,152,157,60,101,285,234,442,325,224,281,175,142,683,542,0,174,119,167,609,413,580,339,395,310,80,110,169,177,94,96,1179,null,null,420,null,null,157,null,null,101,null,null,234,null,null,325,null,null,281,null,null,142,null,null,542,null,null,174,null,null,167,null,null,413,null,null,339,null,null,310,null,null,110,null,null,177,null,null,96,null,null,42
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,44
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,45
13779,1425,3741,899,927,291,1395,515,1384,638,846,354,739,268,360,172,463,211,374,179,866,288,926,356,864,281,527,295,260,241,77,78,30,49,1425,null,null,899,null,null,291,null,null,515,null,null,638,null,null,354,null,null,268,null,null,172,null,null,211,null,null,179,null,null,288,null,null,356,null,null,281,null,null,295,null,null,241,null,null,78,null,null,49,null,null,46
4073,1027,143,122,59,92,369,326,297,297,250,168,321,296,222,253,156,263,91,110,618,481,520,382,574,345,185,164,0,204,0,204,268,194,1027,null,null,122,null,null,92,null,null,326,null,null,297,null,null,168,null,null,296,null,null,253,null,null,263,null,null,110,null,null,481,null,null,382,null,null,345,null,null,164,null,null,204,null,null,204,null,null,194,null,null,47
31737,2905,1502,548,767,344,1981,831,1251,594,1610,696,1635,523,1902,672,1281,656,1954,883,2092,661,3596,1011,4881,1061,2700,1124,1136,438,1635,633,1814,962,2905,null,null,548,null,null,344,null,null,831,null,null,594,null,null,696,null,null,523,null,null,672,null,null,656,null,null,883,null,null,661,null,null,1011,null,null,1061,null,null,1124,null,null,438,null,null,633,null,null,962,null,null,48
5636,1063,721,425,325,228,243,182,259,163,401,372,130,113,438,340,123,131,390,349,772,417,750,473,775,502,184,109,12,22,71,84,42,45,1063,null,null,425,null,null,228,null,null,182,null,null,163,null,null,372,null,null,113,null,null,340,null,null,131,null,null,349,null,null,417,null,null,473,null,null,502,null,null,109,null,null,22,null,null,84,null,null,45,null,null,49
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,50
4799,971,208,172,179,179,308,313,140,191,273,225,563,561,231,238,108,149,0,201,174,169,360,210,501,283,400,270,291,281,488,351,575,290,971,null,null,172,null,null,179,null,null,313,null,null,191,null,null,225,null,null,561,null,null,238,null,null,149,null,null,201,null,null,169,null,null,210,null,null,283,null,null,270,null,null,281,null,null,351,null,null,290,null,null,51
18279,1646,1630,550,279,148,945,404,1265,410,1231,503,965,371,561,261,755,414,1312,409,1378,513,1981,528,2446,581,1575,496,671,343,921,491,364,262,1646,null,null,550,null,null,148,null,null,404,null,null,410,null,null,503,null,null,371,null,null,261,null,null,414,null,null,409,null,null,513,null,null,528,null,null,581,null,null,496,null,null,343,null,null,491,null,null,262,null,null,53
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,54
12097,1067,923,396,502,230,1056,543,1008,448,705,391,418,227,631,276,407,206,470,212,1528,453,1118,372,1751,594,777,310,98,101,441,280,264,170,1067,null,null,396,null,null,230,null,null,543,null,null,448,null,null,391,null,null,227,null,null,276,null,null,206,null,null,212,null,null,453,null,null,372,null,null,594,null,null,310,null,null,101,null,null,280,null,null,170,null,null,55
2096,472,206,173,77,57,107,81,189,182,125,116,231,143,200,221,150,134,39,41,62,54,306,112,248,213,0,197,46,35,26,31,84,171,472,null,null,173,null,null,57,null,null,81,null,null,182,null,null,116,null,null,143,null,null,221,null,null,134,null,null,41,null,null,54,null,null,112,null,null,213,null,null,197,null,null,35,null,null,31,null,null,171,null,null,56
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,72
6033,1146,92,117,20,21,872,531,253,196,226,244,599,352,273,173,201,237,184,168,527,429,374,302,656,459,783,505,379,296,411,323,183,200,1146,null,null,117,null,null,21,null,null,531,null,null,196,null,null,244,null,null,352,null,null,173,null,null,237,null,null,168,null,null,429,null,null,302,null,null,459,null,null,505,null,null,296,null,null,323,null,null,200,null,null,01
21312,1574,1922,508,727,242,1039,238,1309,334,1302,387,765,258,1097,351,953,264,888,260,1484,455,2421,747,2719,590,1999,737,1145,431,910,372,632,322,1574,null,null,508,null,null,242,null,null,238,null,null,334,null,null,387,null,null,258,null,null,351,null,null,264,null,null,260,null,null,455,null,null,747,null,null,590,null,null,737,null,null,431,null,null,372,null,null,322,null,null,02
57908,2771,7825,1041,3113,670,3792,955,3619,816,3524,805,4348,1118,3598,850,3085,741,2243,616,3924,804,4527,1007,7379,1137,3146,660,1558,486,1443,478,784,480,2771,null,null,1041,null,null,670,null,null,955,null,null,816,null,null,805,null,null,1118,null,null,850,null,null,741,null,null,616,null,null,804,null,null,1007,null,null,1137,null,null,660,null,null,486,null,null,478,null,null,480,null,null,04
4289,820,456,279,262,264,221,251,172,130,155,144,206,249,267,174,383,311,23,41,264,241,573,285,443,269,178,216,414,372,143,185,129,205,820,null,null,279,null,null,264,null,null,251,null,null,130,null,null,144,null,null,249,null,null,174,null,null,311,null,null,41,null,null,241,null,null,285,null,null,269,null,null,216,null,null,372,null,null,185,null,null,205,null,null,05
64779,3483,4227,1015,3645,976,3304,1055,3850,968,2666,634,3063,806,3146,750,3728,881,3171,859,5720,1025,6173,1220,7505,1172,5425,1185,2820,778,3968,938,2368,610,3483,null,null,1015,null,null,976,null,null,1055,null,null,968,null,null,634,null,null,806,null,null,750,null,null,881,null,null,859,null,null,1025,null,null,1220,null,null,1172,null,null,1185,null,null,778,null,null,938,null,null,610,null,null,06
10910,1572,491,316,497,319,1185,654,402,299,654,374,594,306,403,283,796,397,417,327,761,448,1270,586,1506,573,1044,559,387,263,254,215,249,209,1572,null,null,316,null,null,319,null,null,654,null,null,299,null,null,374,null,null,306,null,null,283,null,null,397,null,null,327,null,null,448,null,null,586,null,null,573,null,null,559,null,null,263,null,null,215,null,null,209,null,null,08
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
