B12504_001E,B12504_001M,B12504_002E,B12504_002M,B12504_003E,B12504_003M,B12504_004E,B12504_004M,B12504_005E,B12504_005M,B12504_006E,B12504_006M,B12504_007E,B12504_007M,B12504_008E,B12504_008M,B12504_009E,B12504_009M,B12504_001M,B12504_001EA,B12504_001MA,B12504_002M,B12504_002EA,B12504_002MA,B12504_003M,B12504_003EA,B12504_003MA,B12504_004M,B12504_004EA,B12504_004MA,B12504_005M,B12504_005EA,B12504_005MA,B12504_006M,B12504_006EA,B12504_006MA,B12504_007M,B12504_007EA,B12504_007MA,B12504_008M,B12504_008EA,B12504_008MA,B12504_009M,B12504_009EA,B12504_009MA,state
18.9,0.3,18.9,0.3,19.4,0.4,12.8,2.2,15.7,1.3,18.9,0.4,19.4,0.4,11.5,1.9,17.0,1.7,0.3,null,null,0.3,null,null,0.4,null,null,2.2,null,null,1.3,null,null,0.4,null,null,0.4,null,null,1.9,null,null,1.7,null,null,24
20.6,0.3,20.7,0.3,21.1,0.3,12.2,1.5,19.2,1.7,20.6,0.3,21.0,0.3,13.2,2.0,18.8,1.3,0.3,null,null,0.3,null,null,0.3,null,null,1.5,null,null,1.7,null,null,0.3,null,null,0.3,null,null,2.0,null,null,1.3,null,null,25
21.8,0.3,21.6,0.3,22.2,0.3,12.8,1.6,15.3,1.0,21.9,0.3,22.3,0.3,16.6,1.8,16.9,0.9,0.3,null,null,0.3,null,null,0.3,null,null,1.6,null,null,1.0,null,null,0.3,null,null,0.3,null,null,1.8,null,null,0.9,null,null,26
21.1,0.3,21.2,0.3,21.5,0.3,16.9,2.4,15.3,1.9,21.1,0.3,21.4,0.3,16.6,2.4,16.0,1.1,0.3,null,null,0.3,null,null,0.3,null,null,2.4,null,null,1.9,null,null,0.3,null,null,0.3,null,null,2.4,null,null,1.1,null,null,27
19.0,0.6,19.1,0.6,20.1,0.6,9.3,1.9,14.1,1.5,19.0,0.5,20.0,0.6,8.9,1.8,15.7,1.7,0.6,null,null,0.6,null,null,0.6,null,null,1.9,null,null,1.5,null,null,0.5,null,null,0.6,null,null,1.8,null,null,1.7,null,null,28
20.2,0.3,20.4,0.3,20.8,0.3,13.2,1.8,16.4,0.8,20.0,0.3,20.6,0.3,13.3,2.3,14.9,1.4,0.3,null,null,0.3,null,null,0.3,null,null,1.8,null,null,0.8,null,null,0.3,null,null,0.3,null,null,2.3,null,null,1.4,null,null,29
21.2,0.7,21.1,0.8,21.6,0.8,18.9,1.4,12.3,1.8,21.2,0.8,21.8,0.8,14.4,3.5,16.2,5.0,0.7,null,null,0.8,null,null,0.8,null,null,1.4,null,null,1.8,null,null,0.8,null,null,0.8,null,null,3.5,null,null,5.0,null,null,30
20.6,0.4,20.7,0.4,21.0,0.5,15.4,3.9,15.6,2.4,20.4,0.4,20.9,0.5,15.3,6.2,12.1,2.0,0.4,null,null,0.4,null,null,0.5,null,null,3.9,null,null,2.4,null,null,0.4,null,null,0.5,null,null,6.2,null,null,2.0,null,null,31
17.4,0.5,17.4,0.4,17.8,0.5,11.4,2.1,16.4,1.1,17.3,0.5,17.8,0.5,10.1,2.0,17.1,1.9,0.5,null,null,0.4,null,null,0.5,null,null,2.1,null,null,1.1,null,null,0.5,null,null,0.5,null,null,2.0,null,null,1.9,null,null,32
21.9,0.6,21.9,0.6,22.6,0.7,9.5,5.5,14.5,2.8,21.8,0.7,22.2,0.7,11.7,6.0,16.9,1.0,0.6,null,null,0.6,null,null,0.7,null,null,5.5,null,null,2.8,null,null,0.7,null,null,0.7,null,null,6.0,null,null,1.0,null,null,33
20.4,0.2,20.3,0.3,20.8,0.3,13.8,1.0,17.7,1.8,20.5,0.2,20.9,0.2,14.5,1.4,18.6,1.4,0.2,null,null,0.3,null,null,0.3,null,null,1.0,null,null,1.8,null,null,0.2,null,null,0.2,null,null,1.4,null,null,1.4,null,null,34
20.2,0.6,20.2,0.6,20.6,0.8,15.8,4.6,15.1,6.5,20.2,0.7,20.9,0.9,11.9,1.6,17.0,3.4,0.6,null,null,0.6,null,null,0.8,null,null,4.6,null,null,6.5,null,null,0.7,null,null,0.9,null,null,1.6,null,null,3.4,null,null,35
20.3,0.2,20.2,0.2,20.9,0.2,11.5,0.6,18.3,0.9,20.5,0.2,21.1,0.3,13.6,0.8,20.3,0.9,0.2,null,null,0.2,null,null,0.2,null,null,0.6,null,null,0.9,null,null,0.2,null,null,0.3,null,null,0.8,null,null,0.9,null,null,36
19.4,0.3,19.4,0.3,20.0,0.3,13.2,1.3,14.9,0.9,19.3,0.3,20.1,0.3,12.1,1.8,14.6,0.9,0.3,null,null,0.3,null,null,0.3,null,null,1.3,null,null,0.9,null,null,0.3,null,null,0.3,null,null,1.8,null,null,0.9,null,null,37
20.5,0.8,20.2,0.9,20.8,0.8,14.5,10.7,14.2,6.1,20.8,1.0,21.0,0.9,15.5,12.8,10.4,8.2,0.8,null,null,0.9,null,null,0.8,null,null,10.7,null,null,6.1,null,null,1.0,null,null,0.9,null,null,12.8,null,null,8.2,null,null,38
21.1,0.2,21.1,0.2,21.6,0.2,12.2,1.1,16.5,0.6,21.2,0.2,21.7,0.2,15.2,2.0,16.4,0.5,0.2,null,null,0.2,null,null,0.2,null,null,1.1,null,null,0.6,null,null,0.2,null,null,0.2,null,null,2.0,null,null,0.5,null,null,39
18.7,0.3,18.8,0.4,19.5,0.4,11.4,1.4,15.0,1.4,18.6,0.4,19.5,0.4,11.5,1.6,13.2,1.0,0.3,null,null,0.4,null,null,0.4,null,null,1.4,null,null,1.4,null,null,0.4,null,null,0.4,null,null,1.6,null,null,1.0,null,null,40
19.1,0.4,19.2,0.4,19.5,0.4,13.3,2.5,14.1,1.6,19.0,0.5,19.3,0.4,13.6,2.9,16.2,0.8,0.4,null,null,0.4,null,null,0.4,null,null,2.5,null,null,1.6,null,null,0.5,null,null,0.4,null,null,2.9,null,null,0.8,null,null,41
22.2,0.2,22.2,0.2,22.8,0.3,15.1,1.0,17.5,0.7,22.2,0.3,22.9,0.3,16.1,1.5,17.1,0.6,0.2,null,null,0.2,null,null,0.3,null,null,1.0,null,null,0.7,null,null,0.3,null,null,0.3,null,null,1.5,null,null,0.6,null,null,42
20.9,0.6,21.2,0.8,21.8,0.9,10.6,4.1,17.9,3.1,20.7,0.6,21.4,0.8,13.4,3.4,17.3,1.7,0.6,null,null,0.8,null,null,0.9,null,null,4.1,null,null,3.1,null,null,0.6,null,null,0.8,null,null,3.4,null,null,1.7,null,null,44
20.6,0.4,20.6,0.4,21.2,0.5,12.7,2.2,16.3,1.1,20.6,0.4,21.6,0.5,10.9,2.4,15.9,0.9,0.4,null,null,0.4,null,null,0.5,null,null,2.2,null,null,1.1,null,null,0.4,null,null,0.5,null,null,2.4,null,null,0.9,null,null,45
21.6,0.9,22.0,1.0,22.3,1.0,19.0,5.3,11.9,9.7,21.2,0.9,21.6,1.1,17.7,8.3,15.6,1.9,0.9,null,null,1.0,null,null,1.0,null,null,5.3,null,null,9.7,null,null,0.9,null,null,1.1,null,null,8.3,null,null,1.9,null,null,46
19.3,0.3,19.3,0.3,20.1,0.3,8.4,1.4,14.3,1.2,19.3,0.3,20.0,0.3,10.5,2.5,16.1,0.8,0.3,null,null,0.3,null,null,0.3,null,null,1.4,null,null,1.2,null,null,0.3,null,null,0.3,null,null,2.5,null,null,0.8,null,null,47
17.5,0.2,17.4,0.2,18.0,0.2,10.9,0.6,15.4,0.8,17.5,0.2,18.1,0.2,10.4,0.6,15.0,0.7,0.2,null,null,0.2,null,null,0.2,null,null,0.6,null,null,0.8,null,null,0.2,null,null,0.2,null,null,0.6,null,null,0.7,null,null,48
17.2,0.4,17.2,0.4,17.8,0.4,7.5,1.6,13.1,2.5,17.2,0.4,17.8,0.4,9.6,1.7,12.5,1.7,0.4,null,null,0.4,null,null,0.4,null,null,1.6,null,null,2.5,null,null,0.4,null,null,0.4,null,null,1.7,null,null,1.7,null,null,49
21.6,0.7,21.8,0.8,22.1,0.9,19.4,5.7,17.4,2.0,21.5,0.7,21.7,0.7,16.7,17.0,15.6,5.0,0.7,null,null,0.8,null,null,0.9,null,null,5.7,null,null,2.0,null,null,0.7,null,null,0.7,null,null,17.0,null,null,5.0,null,null,50
18.9,0.2,18.9,0.3,19.5,0.3,11.4,1.0,14.8,0.7,18.9,0.3,19.6,0.3,11.2,1.3,14.8,0.8,0.2,null,null,0.3,null,null,0.3,null,null,1.0,null,null,0.7,null,null,0.3,null,null,0.3,null,null,1.3,null,null,0.8,null,null,51
18.4,0.3,18.5,0.3,18.9,0.3,11.7,1.4,15.2,1.2,18.2,0.3,18.5,0.3,11.4,1.7,16.9,1.4,0.3,null,null,0.3,null,null,0.3,null,null,1.4,null,null,1.2,null,null,0.3,null,null,0.3,null,null,1.7,null,null,1.4,null,null,53
21.6,0.7,21.7,0.8,22.4,0.7,14.8,5.5,13.9,1.8,21.5,0.7,22.1,0.7,19.7,4.0,14.6,1.4,0.7,null,null,0.8,null,null,0.7,null,null,5.5,null,null,1.8,null,null,0.7,null,null,0.7,null,null,4.0,null,null,1.4,null,null,54
22.2,0.3,22.3,0.3,22.6,0.3,16.5,2.7,16.3,1.4,22.1,0.3,22.4,0.3,16.2,2.1,17.9,1.2,0.3,null,null,0.3,null,null,0.3,null,null,2.7,null,null,1.4,null,null,0.3,null,null,0.3,null,null,2.1,null,null,1.2,null,null,55
19.1,1.1,18.8,1.0,19.3,1.2,15.8,4.2,14.6,0.7,19.6,1.3,20.1,1.1,16.5,7.6,13.5,4.8,1.1,null,null,1.0,null,null,1.2,null,null,4.2,null,null,0.7,null,null,1.3,null,null,1.1,null,null,7.6,null,null,4.8,null,null,56
26.1,0.5,26.6,0.4,27.3,0.4,17.8,3.5,21.9,3.7,25.7,0.6,26.7,0.6,15.5,2.1,21.6,1.4,0.5,null,null,0.4,null,null,0.4,null,null,3.5,null,null,3.7,null,null,0.6,null,null,0.6,null,null,2.1,null,null,1.4,null,null,72
19.9,0.4,20.0,0.4,20.9,0.4,11.9,2.4,14.4,2.5,19.8,0.4,20.7,0.4,12.4,3.8,13.7,1.9,0.4,null,null,0.4,null,null,0.4,null,null,2.4,null,null,2.5,null,null,0.4,null,null,0.4,null,null,3.8,null,null,1.9,null,null,01
16.7,0.6,16.5,0.8,17.2,0.8,12.2,2.8,15.7,5.4,16.9,0.7,17.1,0.8,10.3,5.6,17.1,5.1,0.6,null,null,0.8,null,null,0.8,null,null,2.8,null,null,5.4,null,null,0.7,null,null,0.8,null,null,5.6,null,null,5.1,null,null,02
19.9,0.3,19.8,0.3,20.5,0.4,11.8,1.4,14.5,1.4,19.9,0.3,20.6,0.4,11.2,1.2,17.6,1.1,0.3,null,null,0.3,null,null,0.4,null,null,1.4,null,null,1.4,null,null,0.3,null,null,0.4,null,null,1.2,null,null,1.1,null,null,04
19.5,0.4,19.3,0.4,20.2,0.4,9.5,1.2,13.0,2.8,19.7,0.4,20.5,0.4,8.8,1.9,14.2,2.3,0.4,null,null,0.4,null,null,0.4,null,null,1.2,null,null,2.8,null,null,0.4,null,null,0.4,null,null,1.9,null,null,2.3,null,null,05
18.7,0.1,18.6,0.2,19.1,0.1,12.0,0.6,17.3,0.6,18.9,0.1,19.2,0.2,14.1,0.7,18.6,0.4,0.1,null,null,0.2,null,null,0.1,null,null,0.6,null,null,0.6,null,null,0.1,null,null,0.2,null,null,0.7,null,null,0.4,null,null,06
17.4,0.3,17.5,0.3,18.0,0.3,9.9,1.1,14.7,1.4,17.4,0.3,17.8,0.4,11.0,1.6,14.6,1.4,0.3,null,null,0.3,null,null,0.3,null,null,1.1,null,null,1.4,null,null,0.3,null,null,0.4,null,null,1.6,null,null,1.4,null,null,08
21.4,0.3,21.4,0.4,21.7,0.4,16.4,2.4,20.3,4.5,21.4,0.4,21.7,0.4,16.2,3.6,17.3,1.8,0.3,null,null,0.4,null,null,0.4,null,null,2.4,null,null,4.5,null,null,0.4,null,null,0.4,null,null,3.6,null,null,1.8,null,null,09
21.1,1.0,21.7,1.2,22.2,1.2,11.4,3.3,22.3,8.7,20.7,0.7,22.1,1.1,8.2,2.1,16.1,1.1,1.0,null,null,1.2,null,null,1.2,null,null,3.3,null,null,8.7,null,null,0.7,null,null,1.1,null,null,2.1,null,null,1.1,null,null,10
10.6,0.8,10.4,0.9,9.7,0.7,13.6,7.0,13.8,6.6,10.9,1.0,10.5,0.8,7.1,1.7,19.7,3.2,0.8,null,null,0.9,null,null,0.7,null,null,7.0,null,null,6.6,null,null,1.0,null,null,0.8,null,null,1.7,null,null,3.2,null,null,11
