C25093_001E,C25093_001M,C25093_002E,C25093_002M,C25093_003E,C25093_003M,C25093_004E,C25093_004M,C25093_005E,C25093_005M,C25093_006E,C25093_006M,C25093_007E,C25093_007M,C25093_008E,C25093_008M,C25093_009E,C25093_009M,C25093_010E,C25093_010M,C25093_011E,C25093_011M,C25093_012E,C25093_012M,C25093_013E,C25093_013M,C25093_014E,C25093_014M,C25093_015E,C25093_015M,C25093_016E,C25093_016M,C25093_017E,C25093_017M,C25093_001M,C25093_001EA,C25093_001MA,C25093_002M,C25093_002EA,C25093_002MA,C25093_003M,C25093_003EA,C25093_003MA,C25093_004M,C25093_004EA,C25093_004MA,C25093_005M,C25093_005EA,C25093_005MA,C25093_006M,C25093_006EA,C25093_006MA,C25093_007M,C25093_007EA,C25093_007MA,C25093_008M,C25093_008EA,C25093_008MA,C25093_009M,C25093_009EA,C25093_009MA,C25093_010M,C25093_010EA,C25093_010MA,C25093_011M,C25093_011EA,C25093_011MA,C25093_012M,C25093_012EA,C25093_012MA,C25093_013M,C25093_013EA,C25093_013MA,C25093_014M,C25093_014EA,C25093_014MA,C25093_015M,C25093_015EA,C25093_015MA,C25093_016M,C25093_016EA,C25093_016MA,C25093_017M,C25093_017EA,C25093_017MA,state
1567597,13680,13015,1662,8672,1400,4144,893,199,163,157569,5251,133755,4853,23104,2282,710,304,912738,10973,758221,10957,147539,5090,6978,1298,484275,5998,376635,6039,104103,4182,3537,833,13680,null,null,1662,null,null,1400,null,null,893,null,null,163,null,null,5251,null,null,4853,null,null,2282,null,null,304,null,null,10973,null,null,10957,null,null,5090,null,null,1298,null,null,5998,null,null,6039,null,null,4182,null,null,833,null,null,29
282995,5662,3975,835,2959,725,1016,582,0,168,24471,2308,18232,2000,5788,1229,451,439,160345,4284,125333,3838,33900,2772,1112,393,94204,2408,72151,2357,21474,1894,579,310,5662,null,null,835,null,null,725,null,null,582,null,null,168,null,null,2308,null,null,2000,null,null,1229,null,null,439,null,null,4284,null,null,3838,null,null,2772,null,null,393,null,null,2408,null,null,2357,null,null,1894,null,null,310,null,null,30
488339,5373,5460,955,3883,857,1570,550,7,15,56157,2702,48001,2400,8071,1165,85,68,287925,4196,246686,4397,39759,2579,1480,552,138797,2911,108388,2411,29512,1836,897,336,5373,null,null,955,null,null,857,null,null,550,null,null,15,null,null,2702,null,null,2400,null,null,1165,null,null,68,null,null,4196,null,null,4397,null,null,2579,null,null,552,null,null,2911,null,null,2411,null,null,1836,null,null,336,null,null,31
578762,7662,5357,1036,3154,847,2034,713,169,178,56329,3879,41876,3384,13715,2022,738,498,330909,6738,252327,6196,74645,3492,3937,924,186167,4505,131814,4438,52719,3637,1634,619,7662,null,null,1036,null,null,847,null,null,713,null,null,178,null,null,3879,null,null,3384,null,null,2022,null,null,498,null,null,6738,null,null,6196,null,null,3492,null,null,924,null,null,4505,null,null,4438,null,null,3637,null,null,619,null,null,32
365021,5402,1798,601,986,426,812,444,0,187,29300,2428,22333,2007,6681,1220,286,336,228552,4143,177372,4143,50218,3232,962,507,105371,2759,73075,2778,31923,2318,373,259,5402,null,null,601,null,null,426,null,null,444,null,null,187,null,null,2428,null,null,2007,null,null,1220,null,null,336,null,null,4143,null,null,4143,null,null,3232,null,null,507,null,null,2759,null,null,2778,null,null,2318,null,null,259,null,null,33
2019927,14176,6881,1402,3326,1025,3555,995,0,200,133158,5829,92718,4261,39865,4121,575,327,1261857,10711,884127,11447,370291,8382,7439,1732,618031,7241,362983,6072,250425,5982,4623,866,14176,null,null,1402,null,null,1025,null,null,995,null,null,200,null,null,5829,null,null,4261,null,null,4121,null,null,327,null,null,10711,null,null,11447,null,null,8382,null,null,1732,null,null,7241,null,null,6072,null,null,5982,null,null,866,null,null,34
511099,7819,5582,1360,3995,1241,1371,638,216,208,47983,2946,36421,2653,10975,1908,587,328,280316,6047,218606,5450,57734,3991,3976,874,177218,4528,137315,4532,38331,2842,1572,528,7819,null,null,1360,null,null,1241,null,null,638,null,null,208,null,null,2946,null,null,2653,null,null,1908,null,null,328,null,null,6047,null,null,5450,null,null,3991,null,null,874,null,null,4528,null,null,4532,null,null,2842,null,null,528,null,null,35
3841170,19390,18642,1959,10758,1554,7288,1375,596,344,270012,6883,201755,6188,66930,3903,1327,475,2337552,16029,1694918,15770,623346,10066,19288,2205,1214964,11026,816815,9901,389064,7703,9085,1293,19390,null,null,1959,null,null,1554,null,null,1375,null,null,344,null,null,6883,null,null,6188,null,null,3903,null,null,475,null,null,16029,null,null,15770,null,null,10066,null,null,2205,null,null,11026,null,null,9901,null,null,7703,null,null,1293,null,null,36
2493388,15093,19550,2351,11920,1768,6234,1443,1396,631,211366,7134,170731,6075,37981,3234,2654,875,1484093,11826,1188821,11742,280675,7353,14597,2023,778379,7096,586961,7549,184632,4898,6786,1178,15093,null,null,2351,null,null,1768,null,null,1443,null,null,631,null,null,7134,null,null,6075,null,null,3234,null,null,875,null,null,11826,null,null,11742,null,null,7353,null,null,2023,null,null,7096,null,null,7549,null,null,4898,null,null,1178,null,null,37
199208,3641,4518,923,3584,886,888,460,46,92,30296,2385,26190,2318,3947,796,159,159,111310,2601,98184,2619,12685,1704,441,187,53084,1751,43692,1724,8785,1131,607,358,3641,null,null,923,null,null,886,null,null,460,null,null,92,null,null,2385,null,null,2318,null,null,796,null,null,159,null,null,2601,null,null,2619,null,null,1704,null,null,187,null,null,1751,null,null,1724,null,null,1131,null,null,358,null,null,38
3022809,18037,29369,2708,22050,2468,7042,1303,277,196,278903,6924,238126,6268,39368,3197,1409,659,1774465,13315,1477622,12639,285145,7306,11698,1564,940072,8016,711285,7692,222625,6077,6162,1026,18037,null,null,2708,null,null,2468,null,null,1303,null,null,196,null,null,6924,null,null,6268,null,null,3197,null,null,659,null,null,13315,null,null,12639,null,null,7306,null,null,1564,null,null,8016,null,null,7692,null,null,6077,null,null,1026,null,null,39
953552,7733,11692,1632,8328,1268,3059,756,305,237,104878,4038,88040,3844,16217,1562,621,304,538955,5523,446971,5199,86135,3565,5849,834,298027,4153,239306,3638,56187,2889,2534,619,7733,null,null,1632,null,null,1268,null,null,756,null,null,237,null,null,4038,null,null,3844,null,null,1562,null,null,304,null,null,5523,null,null,5199,null,null,3565,null,null,834,null,null,4153,null,null,3638,null,null,2889,null,null,619,null,null,40
969579,10315,6715,1282,4299,1087,2245,776,171,172,80619,3728,62092,3477,18067,1889,460,366,561022,8244,428083,7955,129324,5459,3615,964,321223,5350,230294,5184,89337,4245,1592,514,10315,null,null,1282,null,null,1087,null,null,776,null,null,172,null,null,3728,null,null,3477,null,null,1889,null,null,366,null,null,8244,null,null,7955,null,null,5459,null,null,964,null,null,5350,null,null,5184,null,null,4245,null,null,514,null,null,41
3382514,17950,19221,1643,12854,1543,5657,843,710,448,287313,6481,231483,5548,53522,3531,2308,874,2020977,13633,1615688,14455,387682,10050,17607,2166,1055003,9001,778933,8342,266958,5737,9112,1057,17950,null,null,1643,null,null,1543,null,null,843,null,null,448,null,null,6481,null,null,5548,null,null,3531,null,null,874,null,null,13633,null,null,14455,null,null,10050,null,null,2166,null,null,9001,null,null,8342,null,null,5737,null,null,1057,null,null,42
236882,4213,857,444,553,399,304,216,0,208,17208,1654,12215,1414,4964,1162,29,56,144753,4115,108975,4243,35325,2944,453,249,74064,1963,48288,2292,25617,1865,159,135,4213,null,null,444,null,null,399,null,null,216,null,null,208,null,null,1654,null,null,1414,null,null,1162,null,null,56,null,null,4115,null,null,4243,null,null,2944,null,null,249,null,null,1963,null,null,2292,null,null,1865,null,null,135,null,null,44
1288871,12866,10355,1441,6947,1127,2988,922,420,396,114624,4982,93632,4570,20584,2062,408,251,732082,10556,581138,9655,140113,5090,10831,1543,431810,5247,329927,6190,97558,4431,4325,743,12866,null,null,1441,null,null,1127,null,null,922,null,null,396,null,null,4982,null,null,4570,null,null,2062,null,null,251,null,null,10556,null,null,9655,null,null,5090,null,null,1543,null,null,5247,null,null,6190,null,null,4431,null,null,743,null,null,45
224459,3798,3569,1005,2553,798,988,576,28,47,25704,1712,21489,1533,3888,752,327,203,132277,2917,112681,3046,18797,1989,799,411,62909,2019,48779,1814,13414,1460,716,590,3798,null,null,1005,null,null,798,null,null,576,null,null,47,null,null,1712,null,null,1533,null,null,752,null,null,203,null,null,2917,null,null,3046,null,null,1989,null,null,411,null,null,2019,null,null,1814,null,null,1460,null,null,590,null,null,46
1664018,15061,14386,2138,9994,1704,3567,1054,825,529,152546,5934,122395,5195,28528,2576,1623,670,966904,10971,777989,10574,179096,6042,9819,1888,530182,6757,423777,6360,102079,4241,4326,918,15061,null,null,2138,null,null,1704,null,null,1054,null,null,529,null,null,5934,null,null,5195,null,null,2576,null,null,670,null,null,10971,null,null,10574,null,null,6042,null,null,1888,null,null,6757,null,null,6360,null,null,4241,null,null,918,null,null,47
5825471,27395,46311,3687,29615,2940,15558,2238,1138,476,584771,11566,452221,10701,128595,5857,3955,994,3632681,24547,2896956,22109,702265,16045,33460,3523,1561708,12622,1210048,12000,337652,9247,14008,1874,27395,null,null,3687,null,null,2940,null,null,2238,null,null,476,null,null,11566,null,null,10701,null,null,5857,null,null,994,null,null,24547,null,null,22109,null,null,16045,null,null,3523,null,null,12622,null,null,12000,null,null,9247,null,null,1874,null,null,48
659266,7711,8055,1301,5479,1035,2502,729,74,87,89713,3514,71258,3042,18071,2263,384,312,395298,6261,327345,5477,65706,4174,2247,725,166200,3033,128760,3248,36116,2606,1324,539,7711,null,null,1301,null,null,1035,null,null,729,null,null,87,null,null,3514,null,null,3042,null,null,2263,null,null,312,null,null,6261,null,null,5477,null,null,4174,null,null,725,null,null,3033,null,null,3248,null,null,2606,null,null,539,null,null,49
177772,3783,1382,595,1052,539,330,253,0,151,13702,1410,10023,1209,3653,836,26,44,105445,2364,77262,2361,27738,2155,445,260,57243,1863,37534,1796,19413,1555,296,221,3783,null,null,595,null,null,539,null,null,253,null,null,151,null,null,1410,null,null,1209,null,null,836,null,null,44,null,null,2364,null,null,2361,null,null,2155,null,null,260,null,null,1863,null,null,1796,null,null,1555,null,null,221,null,null,50
2037641,16261,12895,1759,9118,1495,3655,923,122,148,180830,6245,140706,5690,39321,3362,803,497,1240553,11775,981832,11139,250949,8149,7772,1457,603363,7186,451983,7307,146872,4843,4508,863,16261,null,null,1759,null,null,1495,null,null,923,null,null,148,null,null,6245,null,null,5690,null,null,3362,null,null,497,null,null,11775,null,null,11139,null,null,8149,null,null,1457,null,null,7186,null,null,7307,null,null,4843,null,null,863,null,null,51
1729320,12424,9434,1386,5386,1083,3941,825,107,123,158979,5852,119701,5034,38748,2830,530,291,1054291,10380,810996,10502,236629,9004,6666,1170,506616,6038,365801,5430,137572,5092,3243,801,12424,null,null,1386,null,null,1083,null,null,825,null,null,123,null,null,5852,null,null,5034,null,null,2830,null,null,291,null,null,10380,null,null,10502,null,null,9004,null,null,1170,null,null,6038,null,null,5430,null,null,5092,null,null,801,null,null,53
523078,7047,4459,1102,3112,952,1141,527,206,203,41634,2941,35449,2905,5844,1075,341,276,291816,6327,243136,6168,44090,2863,4590,1071,185169,3776,157495,3603,26480,2394,1194,543,7047,null,null,1102,null,null,952,null,null,527,null,null,203,null,null,2941,null,null,2905,null,null,1075,null,null,276,null,null,6327,null,null,6168,null,null,2863,null,null,1071,null,null,3776,null,null,3603,null,null,2394,null,null,543,null,null,54
1551232,10480,12823,1658,8355,1273,4292,1073,176,144,153730,4377,128710,4281,24570,1863,450,327,941092,8151,765708,8934,171163,4949,4221,727,443587,5298,325167,4735,115736,3529,2684,496,10480,null,null,1658,null,null,1273,null,null,1073,null,null,144,null,null,4377,null,null,4281,null,null,1863,null,null,327,null,null,8151,null,null,8934,null,null,4949,null,null,727,null,null,5298,null,null,4735,null,null,3529,null,null,496,null,null,55
153894,4084,2550,843,1725,709,825,511,0,197,17603,1736,14558,1579,3045,1023,0,197,87812,3083,71963,2893,15340,1638,509,251,45929,1540,36292,1597,9334,1138,303,203,4084,null,null,843,null,null,709,null,null,511,null,null,197,null,null,1736,null,null,1579,null,null,1023,null,null,197,null,null,3083,null,null,2893,null,null,1638,null,null,251,null,null,1540,null,null,1597,null,null,1138,null,null,203,null,null,56
821672,8711,3927,976,2708,915,901,383,318,238,39019,3121,27123,2912,10994,1635,902,448,440295,7713,315814,7657,106023,4961,18458,1907,338431,4934,263468,5739,67252,3196,7711,1222,8711,null,null,976,null,null,915,null,null,383,null,null,238,null,null,3121,null,null,2912,null,null,1635,null,null,448,null,null,7713,null,null,7657,null,null,4961,null,null,1907,null,null,4934,null,null,5739,null,null,3196,null,null,1222,null,null,72
1268138,12239,12368,1593,8188,1189,3434,975,746,597,109118,4386,90259,4094,17429,2257,1430,666,736910,9357,591678,8450,134244,5396,10988,1681,409742,5347,324160,4946,81411,3051,4171,1044,12239,null,null,1593,null,null,1189,null,null,975,null,null,597,null,null,4386,null,null,4094,null,null,2257,null,null,666,null,null,9357,null,null,8450,null,null,5396,null,null,1681,null,null,5347,null,null,4946,null,null,3051,null,null,1044,null,null,01
160215,3268,1564,613,929,362,635,448,0,155,17932,1798,12595,1675,5243,1097,94,118,103995,2896,81820,2905,21648,2150,527,353,36724,1614,28841,1682,7605,1162,278,266,3268,null,null,613,null,null,362,null,null,448,null,null,155,null,null,1798,null,null,1675,null,null,1097,null,null,118,null,null,2896,null,null,2905,null,null,2150,null,null,353,null,null,1614,null,null,1682,null,null,1162,null,null,266,null,null,02
1593014,12380,13108,1876,6780,1420,5946,1153,382,183,137384,5408,107284,4798,28521,2427,1579,747,868892,10600,672457,8633,183474,6206,12961,1826,573630,7444,428874,7512,137578,5262,7178,1269,12380,null,null,1876,null,null,1420,null,null,1153,null,null,183,null,null,5408,null,null,4798,null,null,2427,null,null,747,null,null,10600,null,null,8633,null,null,6206,null,null,1826,null,null,7444,null,null,7512,null,null,5262,null,null,1269,null,null,04
737632,8928,8015,1567,5771,1306,1601,663,643,489,66031,3362,56553,3387,9057,1548,421,238,415295,7139,349236,7174,61258,3631,4801,1187,248291,3906,203157,4408,43456,3113,1678,564,8928,null,null,1567,null,null,1306,null,null,663,null,null,489,null,null,3362,null,null,3387,null,null,1548,null,null,238,null,null,7139,null,null,7174,null,null,3631,null,null,1187,null,null,3906,null,null,4408,null,null,3113,null,null,564,null,null,05
6943428,26799,33278,3375,14948,1895,16171,2468,2159,691,503958,11348,335526,8821,163491,6201,4941,1067,4212085,20783,2868854,20438,1309201,16666,34030,3386,2194107,14224,1465777,13436,712008,10537,16322,1520,26799,null,null,3375,null,null,1895,null,null,2468,null,null,691,null,null,11348,null,null,8821,null,null,6201,null,null,1067,null,null,20783,null,null,20438,null,null,16666,null,null,3386,null,null,14224,null,null,13436,null,null,10537,null,null,1520,null,null,06
1365832,12605,12237,2067,6361,1363,5211,1323,665,467,146268,5185,112905,4493,33144,2915,219,179,843551,9067,661454,8033,176456,6143,5641,1169,363776,4984,269301,5061,92293,3824,2182,651,12605,null,null,2067,null,null,1363,null,null,1323,null,null,467,null,null,5185,null,null,4493,null,null,2915,null,null,179,null,null,9067,null,null,8033,null,null,6143,null,null,1169,null,null,4984,null,null,5061,null,null,3824,null,null,651,null,null,08
879073,9745,3658,846,1864,763,1616,587,178,168,63350,3704,48748,3309,14390,1845,212,193,546002,7036,409172,6509,134280,4420,2550,768,266063,3881,176611,3651,88393,3711,1059,312,9745,null,null,846,null,null,763,null,null,587,null,null,168,null,null,3704,null,null,3309,null,null,1845,null,null,193,null,null,7036,null,null,6509,null,null,4420,null,null,768,null,null,3881,null,null,3651,null,null,3711,null,null,312,null,null,09
245005,4786,717,501,546,473,171,141,0,193,22521,2238,16402,1900,6067,1557,52,73,139329,4039,109658,3726,26981,2362,2690,882,82438,2140,62861,2452,18807,1738,770,509,4786,null,null,501,null,null,473,null,null,141,null,null,193,null,null,2238,null,null,1900,null,null,1557,null,null,73,null,null,4039,null,null,3726,null,null,2362,null,null,882,null,null,2140,null,null,2452,null,null,1738,null,null,509,null,null,10
110376,3494,485,283,454,288,31,45,0,203,12740,1566,10481,1284,2213,774,46,78,65647,2511,51806,2653,13080,1463,761,606,31504,2014,21108,1538,9859,1339,537,437,3494,null,null,283,null,null,288,null,null,45,null,null,203,null,null,1566,null,null,1284,null,null,774,null,null,78,null,null,2511,null,null,2653,null,null,1463,null,null,606,null,null,2014,null,null,1538,null,null,1339,null,null,437,null,null,11
