B14007D_001E,B14007D_001M,B14007D_002E,B14007D_002M,B14007D_003E,B14007D_003M,B14007D_004E,B14007D_004M,B14007D_005E,B14007D_005M,B14007D_006E,B14007D_006M,B14007D_007E,B14007D_007M,B14007D_008E,B14007D_008M,B14007D_009E,B14007D_009M,B14007D_010E,B14007D_010M,B14007D_011E,B14007D_011M,B14007D_012E,B14007D_012M,B14007D_013E,B14007D_013M,B14007D_014E,B14007D_014M,B14007D_015E,B14007D_015M,B14007D_016E,B14007D_016M,B14007D_017E,B14007D_017M,B14007D_018E,B14007D_018M,B14007D_019E,B14007D_019M,B14007D_001M,B14007D_001EA,B14007D_001MA,B14007D_002M,B14007D_002EA,B14007D_002MA,B14007D_003M,B14007D_003EA,B14007D_003MA,B14007D_004M,B14007D_004EA,B14007D_004MA,B14007D_005M,B14007D_005EA,B14007D_005MA,B14007D_006M,B14007D_006EA,B14007D_006MA,B14007D_007M,B14007D_007EA,B14007D_007MA,B14007D_008M,B14007D_008EA,B14007D_008MA,B14007D_009M,B14007D_009EA,B14007D_009MA,B14007D_010M,B14007D_010EA,B14007D_010MA,B14007D_011M,B14007D_011EA,B14007D_011MA,B14007D_012M,B14007D_012EA,B14007D_012MA,B14007D_013M,B14007D_013EA,B14007D_013MA,B14007D_014M,B14007D_014EA,B14007D_014MA,B14007D_015M,B14007D_015EA,B14007D_015MA,B14007D_016M,B14007D_016EA,B14007D_016MA,B14007D_017M,B14007D_017EA,B14007D_017MA,B14007D_018M,B14007D_018EA,B14007D_018MA,B14007D_019M,B14007D_019EA,B14007D_019MA,state
17157,1418,6194,1190,106,131,99,120,76,86,413,301,321,270,119,134,23,47,580,365,238,205,180,148,172,149,249,266,376,216,437,321,1845,688,960,646,10963,1153,1418,null,null,1190,null,null,131,null,null,120,null,null,86,null,null,301,null,null,270,null,null,134,null,null,47,null,null,365,null,null,205,null,null,148,null,null,149,null,null,266,null,null,216,null,null,321,null,null,688,null,null,646,null,null,1153,null,null,23
365021,4870,99457,4177,4919,936,3450,827,4768,1177,4703,1009,3685,1051,3752,931,4751,1231,4533,1059,4795,1164,3836,766,5143,1171,3674,858,4288,928,4459,876,24641,2293,14060,1994,265564,4098,4870,null,null,4177,null,null,936,null,null,827,null,null,1177,null,null,1009,null,null,1051,null,null,931,null,null,1231,null,null,1059,null,null,1164,null,null,766,null,null,1171,null,null,858,null,null,928,null,null,876,null,null,2293,null,null,1994,null,null,4098,null,null,24
425889,5597,140084,4471,7865,1208,4693,1088,6212,1003,5192,1160,4678,1181,4909,901,5513,994,5216,1124,4791,937,5216,1102,5958,1233,3765,942,6090,1286,4980,1039,43158,3375,21848,2669,285805,5026,5597,null,null,4471,null,null,1208,null,null,1088,null,null,1003,null,null,1160,null,null,1181,null,null,901,null,null,994,null,null,1124,null,null,937,null,null,1102,null,null,1233,null,null,942,null,null,1286,null,null,1039,null,null,3375,null,null,2669,null,null,5026,null,null,25
282943,4679,96745,3683,3667,714,3547,898,4249,876,3283,763,3341,920,3211,683,3252,720,4058,1010,4130,882,3908,979,2633,696,4076,847,3418,780,5169,1071,27909,2080,16894,2196,186198,3527,4679,null,null,3683,null,null,714,null,null,898,null,null,876,null,null,763,null,null,920,null,null,683,null,null,720,null,null,1010,null,null,882,null,null,979,null,null,696,null,null,847,null,null,780,null,null,1071,null,null,2080,null,null,2196,null,null,3527,null,null,26
248083,4512,86870,3128,3756,650,4651,843,5060,991,3354,1030,4397,753,3125,715,4319,885,4524,882,4931,1029,2845,811,4275,842,3672,680,4553,719,3823,824,23293,2005,6292,1234,161213,4243,4512,null,null,3128,null,null,650,null,null,843,null,null,991,null,null,1030,null,null,753,null,null,715,null,null,885,null,null,882,null,null,1029,null,null,811,null,null,842,null,null,680,null,null,719,null,null,824,null,null,2005,null,null,1234,null,null,4243,null,null,27
25932,2247,8023,1393,578,370,323,307,636,346,433,319,89,140,137,145,541,290,272,259,442,317,655,470,29,31,455,382,101,138,412,392,1247,562,1673,780,17909,2100,2247,null,null,1393,null,null,370,null,null,307,null,null,346,null,null,319,null,null,140,null,null,145,null,null,290,null,null,259,null,null,317,null,null,470,null,null,31,null,null,382,null,null,138,null,null,392,null,null,562,null,null,780,null,null,2100,null,null,28
113956,3435,39462,2406,1620,751,1984,919,1312,471,1150,533,1577,485,1817,839,1186,658,1972,749,1462,541,1251,513,1083,418,1605,751,1317,493,1227,532,10738,1297,8161,1138,74494,2579,3435,null,null,2406,null,null,751,null,null,919,null,null,471,null,null,533,null,null,485,null,null,839,null,null,658,null,null,749,null,null,541,null,null,513,null,null,418,null,null,751,null,null,493,null,null,532,null,null,1297,null,null,1138,null,null,2579,null,null,29
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,30
39709,3061,15565,1767,606,398,411,300,588,373,1155,932,1015,424,446,428,442,366,562,398,665,420,722,356,335,227,693,327,492,344,392,227,5224,1120,1817,713,24144,1983,3061,null,null,1767,null,null,398,null,null,300,null,null,373,null,null,932,null,null,424,null,null,428,null,null,366,null,null,398,null,null,420,null,null,356,null,null,227,null,null,327,null,null,344,null,null,227,null,null,1120,null,null,713,null,null,1983,null,null,31
237956,4914,52325,3206,1384,814,1769,698,2341,909,2034,765,1834,652,1722,656,2294,919,3078,905,2886,808,2635,853,2018,724,2021,616,2677,664,3896,995,15332,1798,4404,1217,185631,4047,4914,null,null,3206,null,null,814,null,null,698,null,null,909,null,null,765,null,null,652,null,null,656,null,null,919,null,null,905,null,null,808,null,null,853,null,null,724,null,null,616,null,null,664,null,null,995,null,null,1798,null,null,1217,null,null,4047,null,null,32
31490,2238,10899,2033,309,188,493,387,409,322,490,352,626,427,139,143,643,421,574,461,557,351,624,363,339,282,319,232,438,298,1219,693,2647,806,1073,672,20591,1524,2238,null,null,2033,null,null,188,null,null,387,null,null,322,null,null,352,null,null,427,null,null,143,null,null,421,null,null,461,null,null,351,null,null,363,null,null,282,null,null,232,null,null,298,null,null,693,null,null,806,null,null,672,null,null,1524,null,null,33
825150,5906,229062,4417,14707,1882,11865,1638,11806,1532,9581,1575,9951,1516,11747,1701,9868,1504,9157,1399,11201,1461,11060,1558,9032,1579,11223,1333,9153,1466,10912,1368,51778,2847,26021,2961,596088,5308,5906,null,null,4417,null,null,1882,null,null,1638,null,null,1532,null,null,1575,null,null,1516,null,null,1701,null,null,1504,null,null,1399,null,null,1461,null,null,1558,null,null,1579,null,null,1333,null,null,1466,null,null,1368,null,null,2847,null,null,2961,null,null,5308,null,null,34
31345,2198,9603,1347,194,187,136,154,329,335,59,104,387,278,322,286,751,521,420,326,327,273,417,298,535,292,408,322,461,334,570,378,2486,613,1801,671,21742,1821,2198,null,null,1347,null,null,187,null,null,154,null,null,335,null,null,104,null,null,278,null,null,286,null,null,521,null,null,326,null,null,273,null,null,298,null,null,292,null,null,322,null,null,334,null,null,378,null,null,613,null,null,671,null,null,1821,null,null,35
1612809,11440,430689,8187,18902,2087,19784,2315,16576,1923,20894,2072,18519,2143,15061,1692,19477,1992,16201,1915,16378,1903,15734,1739,16157,1932,19713,1750,16302,1763,17949,1926,121990,4334,61052,4375,1182120,9081,11440,null,null,8187,null,null,2087,null,null,2315,null,null,1923,null,null,2072,null,null,2143,null,null,1692,null,null,1992,null,null,1915,null,null,1903,null,null,1739,null,null,1932,null,null,1750,null,null,1763,null,null,1926,null,null,4334,null,null,4375,null,null,9081,null,null,36
263890,4271,80920,3019,4158,848,3804,946,4174,1002,4084,870,4570,929,3553,912,3637,1047,3771,856,3509,1015,2713,704,3900,838,4190,877,3129,826,4089,1094,17279,2225,10360,1781,182970,3476,4271,null,null,3019,null,null,848,null,null,946,null,null,1002,null,null,870,null,null,929,null,null,912,null,null,1047,null,null,856,null,null,1015,null,null,704,null,null,838,null,null,877,null,null,826,null,null,1094,null,null,2225,null,null,1781,null,null,3476,null,null,37
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,38
230060,3882,73494,3699,4007,1095,2310,708,2251,837,3074,770,3797,900,2274,750,3776,1100,2695,739,2926,889,2511,713,3080,876,2254,641,2638,742,2284,615,20124,2160,13493,1713,156566,3790,3882,null,null,3699,null,null,1095,null,null,708,null,null,837,null,null,770,null,null,900,null,null,750,null,null,1100,null,null,739,null,null,889,null,null,713,null,null,876,null,null,641,null,null,742,null,null,615,null,null,2160,null,null,1713,null,null,3790,null,null,39
76473,2819,26167,2066,1213,456,927,403,1789,729,1590,610,1257,540,567,301,607,320,965,497,584,307,582,259,1723,586,799,336,696,296,1239,551,8514,1416,3115,1065,50306,1957,2819,null,null,2066,null,null,456,null,null,403,null,null,729,null,null,610,null,null,540,null,null,301,null,null,320,null,null,497,null,null,307,null,null,259,null,null,586,null,null,336,null,null,296,null,null,551,null,null,1416,null,null,1065,null,null,1957,null,null,40
165024,4799,46446,3644,2961,896,1679,567,1244,537,1385,528,1422,663,1691,477,1194,443,2302,729,2100,611,1926,678,1454,477,1353,549,2429,766,2636,847,16057,2093,4613,1125,118578,3171,4799,null,null,3644,null,null,896,null,null,567,null,null,537,null,null,528,null,null,663,null,null,477,null,null,443,null,null,729,null,null,611,null,null,678,null,null,477,null,null,549,null,null,766,null,null,847,null,null,2093,null,null,1125,null,null,3171,null,null,41
408676,5083,133092,4388,6214,1156,5773,1209,4093,932,4697,942,5498,1072,5027,1073,5682,1190,5173,1136,4539,1077,4794,978,4391,1051,5409,1011,5881,997,4415,1008,40653,2751,20853,2206,275584,3901,5083,null,null,4388,null,null,1156,null,null,1209,null,null,932,null,null,942,null,null,1072,null,null,1073,null,null,1190,null,null,1136,null,null,1077,null,null,978,null,null,1051,null,null,1011,null,null,997,null,null,1008,null,null,2751,null,null,2206,null,null,3901,null,null,42
35668,2183,13146,1511,520,428,190,201,552,488,79,130,294,203,467,509,362,257,183,235,838,533,224,231,878,862,657,359,501,266,654,520,5543,1166,1204,871,22522,1745,2183,null,null,1511,null,null,428,null,null,201,null,null,488,null,null,130,null,null,203,null,null,509,null,null,257,null,null,235,null,null,533,null,null,231,null,null,862,null,null,359,null,null,266,null,null,520,null,null,1166,null,null,871,null,null,1745,null,null,44
74474,3513,22754,2230,910,401,1266,482,580,371,857,489,1236,535,1419,796,1300,486,1149,625,498,374,1140,612,408,349,1071,602,537,361,916,456,6771,1406,2696,1007,51720,2822,3513,null,null,2230,null,null,401,null,null,482,null,null,371,null,null,489,null,null,535,null,null,796,null,null,486,null,null,625,null,null,374,null,null,612,null,null,349,null,null,602,null,null,361,null,null,456,null,null,1406,null,null,1007,null,null,2822,null,null,45
12413,1767,5210,1205,174,156,424,370,389,353,427,336,48,80,212,179,12,23,277,208,266,198,316,242,321,287,74,131,330,308,153,178,955,463,832,427,7203,1120,1767,null,null,1205,null,null,156,null,null,370,null,null,353,null,null,336,null,null,80,null,null,179,null,null,23,null,null,208,null,null,198,null,null,242,null,null,287,null,null,131,null,null,308,null,null,178,null,null,463,null,null,427,null,null,1120,null,null,46
112214,3700,35313,2279,2100,623,1680,558,1257,582,1550,744,1785,652,2404,716,1145,490,1584,559,1791,721,1423,510,2072,665,602,280,1641,693,1576,735,8318,1545,4385,1155,76901,3283,3700,null,null,2279,null,null,623,null,null,558,null,null,582,null,null,744,null,null,652,null,null,716,null,null,490,null,null,559,null,null,721,null,null,510,null,null,665,null,null,280,null,null,693,null,null,735,null,null,1545,null,null,1155,null,null,3283,null,null,47
1252251,10583,380191,8877,22835,2355,17493,2252,16588,1993,16876,2275,17583,2627,16093,2463,17632,2090,16473,2334,18164,2352,15021,2156,18952,2388,14397,1641,15174,1840,16231,1783,95043,4858,45636,4006,872060,8078,10583,null,null,8877,null,null,2355,null,null,2252,null,null,1993,null,null,2275,null,null,2627,null,null,2463,null,null,2090,null,null,2334,null,null,2352,null,null,2156,null,null,2388,null,null,1641,null,null,1840,null,null,1783,null,null,4858,null,null,4006,null,null,8078,null,null,48
67658,3022,21718,2346,882,435,730,427,647,425,1047,480,364,320,1294,520,363,215,658,374,1020,455,228,220,893,401,1110,596,1806,704,966,493,5664,1011,4046,1084,45940,2459,3022,null,null,2346,null,null,435,null,null,427,null,null,425,null,null,480,null,null,320,null,null,520,null,null,215,null,null,374,null,null,455,null,null,220,null,null,401,null,null,596,null,null,704,null,null,493,null,null,1011,null,null,1084,null,null,2459,null,null,49
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,50
515851,6733,149727,5190,7376,1029,8258,1332,6122,1291,7423,1094,8184,1578,6650,1295,5123,1064,7253,1135,6582,1155,6631,1438,6350,1081,7162,1121,5709,1092,7118,1218,38877,2844,14909,2118,366124,4962,6733,null,null,5190,null,null,1029,null,null,1332,null,null,1291,null,null,1094,null,null,1578,null,null,1295,null,null,1064,null,null,1135,null,null,1155,null,null,1438,null,null,1081,null,null,1121,null,null,1092,null,null,1218,null,null,2844,null,null,2118,null,null,4962,null,null,51
578757,8440,150699,6374,9088,1557,5747,1348,6286,1075,5664,1176,6315,1076,6172,1324,6081,1095,6703,1182,5470,1007,5484,1095,5982,1116,5547,1023,8067,1213,6658,1157,47611,3567,13824,1890,428058,5910,8440,null,null,6374,null,null,1557,null,null,1348,null,null,1075,null,null,1176,null,null,1076,null,null,1324,null,null,1095,null,null,1182,null,null,1007,null,null,1095,null,null,1116,null,null,1023,null,null,1213,null,null,1157,null,null,3567,null,null,1890,null,null,5910,null,null,53
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,54
148459,3101,54153,3407,3124,984,2812,668,2719,941,2339,671,1802,598,2201,627,3237,943,2291,580,1948,640,2246,696,1996,564,2323,891,2195,756,2970,797,14727,1790,5223,1120,94306,2850,3101,null,null,3407,null,null,984,null,null,668,null,null,941,null,null,671,null,null,598,null,null,627,null,null,943,null,null,580,null,null,640,null,null,696,null,null,564,null,null,891,null,null,756,null,null,797,null,null,1790,null,null,1120,null,null,2850,null,null,55
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,56
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,72
63181,3560,20399,2012,925,390,1450,683,1157,580,950,385,1089,510,1300,557,1419,622,868,572,1042,464,782,366,24,36,816,446,537,219,664,418,4706,1148,2670,790,42782,2876,3560,null,null,2012,null,null,390,null,null,683,null,null,580,null,null,385,null,null,510,null,null,557,null,null,622,null,null,572,null,null,464,null,null,366,null,null,36,null,null,446,null,null,219,null,null,418,null,null,1148,null,null,790,null,null,2876,null,null,01
44380,3052,10268,1852,255,254,237,241,437,285,490,569,258,285,1356,745,330,198,524,335,807,555,675,538,303,190,811,412,297,236,857,652,2426,719,205,215,34112,1883,3052,null,null,1852,null,null,254,null,null,241,null,null,285,null,null,569,null,null,285,null,null,745,null,null,198,null,null,335,null,null,555,null,null,538,null,null,190,null,null,412,null,null,236,null,null,652,null,null,719,null,null,215,null,null,1883,null,null,02
214401,4643,64221,3617,3694,935,2074,818,2949,844,1966,604,2772,793,2383,682,2687,819,3025,880,2132,653,2326,821,3185,924,3163,724,1457,586,2960,758,19342,2086,8106,1658,150180,3754,4643,null,null,3617,null,null,935,null,null,818,null,null,844,null,null,604,null,null,793,null,null,682,null,null,819,null,null,880,null,null,653,null,null,821,null,null,924,null,null,724,null,null,586,null,null,758,null,null,2086,null,null,1658,null,null,3754,null,null,04
40508,2532,12169,1667,458,316,254,176,615,479,169,185,180,209,835,597,463,309,579,401,530,543,763,622,587,425,348,221,544,429,1618,748,3197,1244,1029,507,28339,2098,2532,null,null,1667,null,null,316,null,null,176,null,null,479,null,null,185,null,null,209,null,null,597,null,null,309,null,null,401,null,null,543,null,null,622,null,null,425,null,null,221,null,null,429,null,null,748,null,null,1244,null,null,507,null,null,2098,null,null,05
5444475,18280,1417196,14659,78776,4103,63686,4131,53074,4092,52064,3521,59923,4528,52216,3736,60203,3156,56228,3913,57246,3776,54410,3339,59329,3985,62140,3496,58696,3481,64828,3345,447468,8255,136909,6944,4027279,14382,18280,null,null,14659,null,null,4103,null,null,4131,null,null,4092,null,null,3521,null,null,4528,null,null,3736,null,null,3156,null,null,3913,null,null,3776,null,null,3339,null,null,3985,null,null,3496,null,null,3481,null,null,3345,null,null,8255,null,null,6944,null,null,14382,null,null,06
169971,4497,49289,3674,3039,737,2071,716,2299,614,2351,697,2227,616,2201,672,2505,690,1396,501,2542,850,2735,794,1653,569,1700,612,2088,576,2778,816,13105,1811,4599,1220,120682,3292,4497,null,null,3674,null,null,737,null,null,716,null,null,614,null,null,697,null,null,616,null,null,672,null,null,690,null,null,501,null,null,850,null,null,794,null,null,569,null,null,612,null,null,576,null,null,816,null,null,1811,null,null,1220,null,null,3292,null,null,08
156364,3403,49116,2754,2791,689,2185,674,2155,661,2399,810,1634,533,1853,683,1975,685,2738,765,2441,687,2546,800,1738,629,1942,498,2315,619,2188,956,12546,1702,5670,1326,107248,2540,3403,null,null,2754,null,null,689,null,null,674,null,null,661,null,null,810,null,null,533,null,null,683,null,null,685,null,null,765,null,null,687,null,null,800,null,null,629,null,null,498,null,null,619,null,null,956,null,null,1702,null,null,1326,null,null,2540,null,null,09
34477,1539,9682,1263,501,337,887,592,272,226,395,335,232,201,220,217,215,165,713,384,135,137,731,446,412,355,323,283,55,90,483,547,2120,618,1988,694,24795,1220,1539,null,null,1263,null,null,337,null,null,592,null,null,226,null,null,335,null,null,201,null,null,217,null,null,165,null,null,384,null,null,137,null,null,446,null,null,355,null,null,283,null,null,90,null,null,547,null,null,618,null,null,694,null,null,1220,null,null,10
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
