B14007I_001E,B14007I_001M,B14007I_002E,B14007I_002M,B14007I_003E,B14007I_003M,B14007I_004E,B14007I_004M,B14007I_005E,B14007I_005M,B14007I_006E,B14007I_006M,B14007I_007E,B14007I_007M,B14007I_008E,B14007I_008M,B14007I_009E,B14007I_009M,B14007I_010E,B14007I_010M,B14007I_011E,B14007I_011M,B14007I_012E,B14007I_012M,B14007I_013E,B14007I_013M,B14007I_014E,B14007I_014M,B14007I_015E,B14007I_015M,B14007I_016E,B14007I_016M,B14007I_017E,B14007I_017M,B14007I_018E,B14007I_018M,B14007I_019E,B14007I_019M,B14007I_001M,B14007I_001EA,B14007I_001MA,B14007I_002M,B14007I_002EA,B14007I_002MA,B14007I_003M,B14007I_003EA,B14007I_003MA,B14007I_004M,B14007I_004EA,B14007I_004MA,B14007I_005M,B14007I_005EA,B14007I_005MA,B14007I_006M,B14007I_006EA,B14007I_006MA,B14007I_007M,B14007I_007EA,B14007I_007MA,B14007I_008M,B14007I_008EA,B14007I_008MA,B14007I_009M,B14007I_009EA,B14007I_009MA,B14007I_010M,B14007I_010EA,B14007I_010MA,B14007I_011M,B14007I_011EA,B14007I_011MA,B14007I_012M,B14007I_012EA,B14007I_012MA,B14007I_013M,B14007I_013EA,B14007I_013MA,B14007I_014M,B14007I_014EA,B14007I_014MA,B14007I_015M,B14007I_015EA,B14007I_015MA,B14007I_016M,B14007I_016EA,B14007I_016MA,B14007I_017M,B14007I_017EA,B14007I_017MA,B14007I_018M,B14007I_018EA,B14007I_018MA,B14007I_019M,B14007I_019EA,B14007I_019MA,state
271499,1512,109113,3131,8249,1750,5050,1108,7695,1234,8053,1529,7830,1199,6887,1094,6607,1235,6815,1103,5171,929,6328,1158,4630,1012,5372,1003,6615,1208,7076,1408,14091,1835,2644,857,162386,2962,1512,null,null,3131,null,null,1750,null,null,1108,null,null,1234,null,null,1529,null,null,1199,null,null,1094,null,null,1235,null,null,1103,null,null,929,null,null,1158,null,null,1012,null,null,1003,null,null,1208,null,null,1408,null,null,1835,null,null,857,null,null,2962,null,null,27
79779,2764,30725,2683,1457,712,2145,760,1942,781,813,415,2595,853,382,301,1652,882,1370,592,3250,1294,1469,615,1348,565,2522,855,2307,711,1319,647,5808,1333,346,347,49054,2591,2764,null,null,2683,null,null,712,null,null,760,null,null,781,null,null,415,null,null,853,null,null,301,null,null,882,null,null,592,null,null,1294,null,null,615,null,null,565,null,null,855,null,null,711,null,null,647,null,null,1333,null,null,347,null,null,2591,null,null,28
229912,2218,86394,2749,5754,1288,5504,1256,4060,964,5406,1276,4438,1162,4734,946,5607,1117,5982,1105,5680,1101,5934,1255,5271,1138,3504,894,5185,1092,5547,1148,11227,1489,2561,844,143518,3274,2218,null,null,2749,null,null,1288,null,null,1256,null,null,964,null,null,1276,null,null,1162,null,null,946,null,null,1117,null,null,1105,null,null,1101,null,null,1255,null,null,1138,null,null,894,null,null,1092,null,null,1148,null,null,1489,null,null,844,null,null,3274,null,null,29
35242,1235,13676,1369,983,495,783,496,790,366,654,367,1171,528,424,336,400,312,1505,473,439,313,893,546,1102,446,911,524,402,255,245,289,2899,865,75,93,21566,1205,1235,null,null,1369,null,null,495,null,null,496,null,null,366,null,null,367,null,null,528,null,null,336,null,null,312,null,null,473,null,null,313,null,null,546,null,null,446,null,null,524,null,null,255,null,null,289,null,null,865,null,null,93,null,null,1205,null,null,30
187475,1470,73107,2470,4961,1270,4275,907,4993,1298,5615,1164,4308,1227,4711,968,3890,873,6569,1190,3956,1149,3976,1018,3636,741,3598,829,4180,854,3555,847,9682,1436,1202,428,114368,2253,1470,null,null,2470,null,null,1270,null,null,907,null,null,1298,null,null,1164,null,null,1227,null,null,968,null,null,873,null,null,1190,null,null,1149,null,null,1018,null,null,741,null,null,829,null,null,854,null,null,847,null,null,1436,null,null,428,null,null,2253,null,null,31
793615,2396,257879,4716,12081,2048,13863,1731,15307,1977,16279,2103,16129,2296,16401,2185,17371,2328,13005,2169,15995,2022,17099,2154,16236,2032,13676,1667,15356,1826,16861,2040,37862,3251,4358,1343,535736,4821,2396,null,null,4716,null,null,2048,null,null,1731,null,null,1977,null,null,2103,null,null,2296,null,null,2185,null,null,2328,null,null,2169,null,null,2022,null,null,2154,null,null,2032,null,null,1667,null,null,1826,null,null,2040,null,null,3251,null,null,1343,null,null,4821,null,null,32
45130,1170,17508,1330,1260,539,1193,584,551,383,1001,446,796,414,1153,443,1140,475,1102,498,553,333,974,490,881,471,1275,439,327,229,917,425,3521,922,864,564,27622,1407,1170,null,null,1330,null,null,539,null,null,584,null,null,383,null,null,446,null,null,414,null,null,443,null,null,475,null,null,498,null,null,333,null,null,490,null,null,471,null,null,439,null,null,229,null,null,425,null,null,922,null,null,564,null,null,1407,null,null,33
1697448,4112,528791,6779,45301,4088,33458,2822,28132,2789,28058,3178,32799,2740,27500,2458,30675,3125,27964,2904,24463,3028,29498,2976,24868,2398,27131,2427,25659,2850,28293,2621,101751,4939,13241,1505,1168657,7216,4112,null,null,6779,null,null,4088,null,null,2822,null,null,2789,null,null,3178,null,null,2740,null,null,2458,null,null,3125,null,null,2904,null,null,3028,null,null,2976,null,null,2398,null,null,2427,null,null,2850,null,null,2621,null,null,4939,null,null,1505,null,null,7216,null,null,34
963687,2138,308384,5822,16228,1933,16739,2189,17542,2668,16893,2293,17799,2214,16821,2010,17894,2451,15729,1883,15612,1922,17514,2530,16890,2165,13808,2029,18815,2310,18551,2088,62498,4348,9051,1679,655303,5736,2138,null,null,5822,null,null,1933,null,null,2189,null,null,2668,null,null,2293,null,null,2214,null,null,2010,null,null,2451,null,null,1883,null,null,1922,null,null,2530,null,null,2165,null,null,2029,null,null,2310,null,null,2088,null,null,4348,null,null,1679,null,null,5736,null,null,35
3570597,6044,1090945,10867,71954,5253,60004,4162,56179,4423,57369,3741,60636,4651,61715,3899,55837,4116,50939,4015,53643,3729,55849,3493,56426,3830,57817,3923,51619,3787,65616,3661,238381,8664,36961,3566,2479652,9535,6044,null,null,10867,null,null,5253,null,null,4162,null,null,4423,null,null,3741,null,null,4651,null,null,3899,null,null,4116,null,null,4015,null,null,3729,null,null,3493,null,null,3830,null,null,3923,null,null,3787,null,null,3661,null,null,8664,null,null,3566,null,null,9535,null,null,36
870475,3643,322338,6247,15958,2341,19742,2230,20745,3036,22051,2502,22923,2648,22362,2665,18378,2235,18574,2500,18291,2364,21381,2300,21063,2630,19288,2303,17908,1930,17893,2426,40425,3679,5356,1429,548137,5979,3643,null,null,6247,null,null,2341,null,null,2230,null,null,3036,null,null,2502,null,null,2648,null,null,2665,null,null,2235,null,null,2500,null,null,2364,null,null,2300,null,null,2630,null,null,2303,null,null,1930,null,null,2426,null,null,3679,null,null,1429,null,null,5979,null,null,37
24751,1902,10218,1643,848,472,889,414,8,18,585,418,662,339,895,689,725,383,658,324,149,177,334,272,119,97,651,363,870,588,520,385,2029,765,276,241,14533,2000,1902,null,null,1643,null,null,472,null,null,414,null,null,18,null,null,418,null,null,339,null,null,689,null,null,383,null,null,324,null,null,177,null,null,272,null,null,97,null,null,363,null,null,588,null,null,385,null,null,765,null,null,241,null,null,2000,null,null,38
392336,2661,147938,3735,8463,1687,7374,1191,8815,1668,9088,1629,10314,1368,9512,1444,8394,1226,9229,1362,8685,1609,7748,1400,8240,1510,8227,1427,7264,1213,6208,1204,26576,2317,3801,999,244398,3455,2661,null,null,3735,null,null,1687,null,null,1191,null,null,1668,null,null,1629,null,null,1368,null,null,1444,null,null,1226,null,null,1362,null,null,1609,null,null,1400,null,null,1510,null,null,1427,null,null,1213,null,null,1204,null,null,2317,null,null,999,null,null,3455,null,null,39
377162,1724,149524,3031,10217,1479,9419,1279,10699,1240,10567,1689,8929,1407,10052,1287,9332,1488,10062,1481,9147,1308,6853,1188,8962,1163,7787,1182,7003,986,8504,1375,18980,2179,3011,779,227638,3026,1724,null,null,3031,null,null,1479,null,null,1279,null,null,1240,null,null,1689,null,null,1407,null,null,1287,null,null,1488,null,null,1481,null,null,1308,null,null,1188,null,null,1163,null,null,1182,null,null,986,null,null,1375,null,null,2179,null,null,779,null,null,3026,null,null,40
492817,2539,189554,4243,11559,1490,10707,1996,9786,1752,13277,2175,13016,2180,9962,1963,11838,1714,10435,1766,10125,1930,8780,1595,10801,2062,9585,1547,9144,1809,11486,1836,34781,3535,4272,1101,303263,4475,2539,null,null,4243,null,null,1490,null,null,1996,null,null,1752,null,null,2175,null,null,2180,null,null,1963,null,null,1714,null,null,1766,null,null,1930,null,null,1595,null,null,2062,null,null,1547,null,null,1809,null,null,1836,null,null,3535,null,null,1101,null,null,4475,null,null,41
844253,3075,296088,5164,19546,2422,18121,2330,17128,2509,19460,1921,16693,2384,18943,1959,17207,1961,14860,2031,16912,2020,15332,1961,14891,2262,16015,2159,15601,2122,19869,2495,46256,3850,9254,1682,548165,5724,3075,null,null,5164,null,null,2422,null,null,2330,null,null,2509,null,null,1921,null,null,2384,null,null,1959,null,null,1961,null,null,2031,null,null,2020,null,null,1961,null,null,2262,null,null,2159,null,null,2122,null,null,2495,null,null,3850,null,null,1682,null,null,5724,null,null,42
149684,1255,52739,2226,4030,1103,2211,871,2260,870,2741,862,2909,1114,2655,919,2234,736,3090,885,3923,1124,2609,972,2370,874,3700,804,1866,766,3194,932,11134,1462,1813,850,96945,2340,1255,null,null,2226,null,null,1103,null,null,871,null,null,870,null,null,862,null,null,1114,null,null,919,null,null,736,null,null,885,null,null,1124,null,null,972,null,null,874,null,null,804,null,null,766,null,null,932,null,null,1462,null,null,850,null,null,2340,null,null,44
256268,3792,96447,3872,6275,1645,6428,1444,7420,1471,5201,1243,6582,1347,7304,1604,6531,1700,5810,1283,5548,1349,4552,1116,3248,985,5259,1182,3411,1038,5345,1442,15751,1966,1782,1004,159821,3455,3792,null,null,3872,null,null,1645,null,null,1444,null,null,1471,null,null,1243,null,null,1347,null,null,1604,null,null,1700,null,null,1283,null,null,1349,null,null,1116,null,null,985,null,null,1182,null,null,1038,null,null,1442,null,null,1966,null,null,1004,null,null,3455,null,null,45
29186,1373,11958,1349,850,457,830,406,508,247,1003,585,874,326,771,372,640,264,990,444,591,328,352,194,657,436,308,244,962,613,487,241,2050,710,85,124,17228,1639,1373,null,null,1349,null,null,457,null,null,406,null,null,247,null,null,585,null,null,326,null,null,372,null,null,264,null,null,444,null,null,328,null,null,194,null,null,436,null,null,244,null,null,613,null,null,241,null,null,710,null,null,124,null,null,1639,null,null,46
322852,3145,118537,2756,7308,1539,7398,1521,7572,1541,7838,1370,7368,1350,7379,1319,7064,1483,8680,1365,6922,1343,7479,1682,8233,1240,5978,1101,6501,1541,5956,1353,14456,1761,2405,754,204315,3531,3145,null,null,2756,null,null,1539,null,null,1521,null,null,1541,null,null,1370,null,null,1350,null,null,1319,null,null,1483,null,null,1365,null,null,1343,null,null,1682,null,null,1240,null,null,1101,null,null,1541,null,null,1353,null,null,1761,null,null,754,null,null,3531,null,null,47
10286486,9292,3461611,18461,206829,9354,196479,7721,208051,8542,206144,8266,212421,8182,209100,8049,211763,8167,197883,8075,197502,7772,204380,8554,199223,8277,195375,6045,184968,6135,182577,8135,577071,14668,71845,4936,6824875,19126,9292,null,null,18461,null,null,9354,null,null,7721,null,null,8542,null,null,8266,null,null,8182,null,null,8049,null,null,8167,null,null,8075,null,null,7772,null,null,8554,null,null,8277,null,null,6045,null,null,6135,null,null,8135,null,null,14668,null,null,4936,null,null,19126,null,null,48
393235,1851,146902,3322,9018,1830,9640,1790,9213,1575,8931,1447,10215,1861,11198,1803,7718,1296,7346,1317,7320,1189,8885,1697,8920,1657,7447,1269,8927,1303,8510,1632,20812,2235,2802,925,246333,3251,1851,null,null,3322,null,null,1830,null,null,1790,null,null,1575,null,null,1447,null,null,1861,null,null,1803,null,null,1296,null,null,1317,null,null,1189,null,null,1697,null,null,1657,null,null,1269,null,null,1303,null,null,1632,null,null,2235,null,null,925,null,null,3251,null,null,49
11953,1057,5303,1179,311,227,219,176,133,76,130,124,288,240,461,348,130,100,148,127,519,432,42,53,616,471,0,151,39,85,41,72,1797,527,429,352,6650,957,1057,null,null,1179,null,null,227,null,null,176,null,null,76,null,null,124,null,null,240,null,null,348,null,null,100,null,null,127,null,null,432,null,null,53,null,null,471,null,null,151,null,null,85,null,null,72,null,null,527,null,null,352,null,null,957,null,null,50
717981,3984,239245,4758,11949,1781,14826,2020,12634,1914,16746,2207,15435,2185,12718,2227,15115,2026,11984,1804,14075,2129,11427,1618,11710,1711,13858,1838,10416,1456,12487,1938,46056,3610,7809,1778,478736,5102,3984,null,null,4758,null,null,1781,null,null,2020,null,null,1914,null,null,2207,null,null,2185,null,null,2227,null,null,2026,null,null,1804,null,null,2129,null,null,1618,null,null,1711,null,null,1838,null,null,1456,null,null,1938,null,null,3610,null,null,1778,null,null,5102,null,null,51
850069,2762,320199,5532,18053,2443,15281,1854,20975,2889,20492,2337,21319,2152,22345,2246,18334,2066,16488,2503,19860,2044,18194,2352,17300,2220,17011,1839,16491,2369,19650,2480,51868,4059,6538,1186,529870,5508,2762,null,null,5532,null,null,2443,null,null,1854,null,null,2889,null,null,2337,null,null,2152,null,null,2246,null,null,2066,null,null,2503,null,null,2044,null,null,2352,null,null,2220,null,null,1839,null,null,2369,null,null,2480,null,null,4059,null,null,1186,null,null,5508,null,null,53
24972,2236,9440,1452,413,262,530,547,305,241,506,300,548,257,903,532,252,188,513,272,412,297,726,547,489,286,135,150,407,317,588,300,2160,695,553,378,15532,1724,2236,null,null,1452,null,null,262,null,null,547,null,null,241,null,null,300,null,null,257,null,null,532,null,null,188,null,null,272,null,null,297,null,null,547,null,null,286,null,null,150,null,null,317,null,null,300,null,null,695,null,null,378,null,null,1724,null,null,54
363784,2008,142852,3223,8463,1371,10295,1552,9798,1469,7996,1573,7533,1109,9228,1666,9634,1556,8185,1432,8702,1539,7344,1261,7617,1348,7581,1134,8582,1304,6804,1336,22591,1935,2499,783,220932,3057,2008,null,null,3223,null,null,1371,null,null,1552,null,null,1469,null,null,1573,null,null,1109,null,null,1666,null,null,1556,null,null,1432,null,null,1539,null,null,1261,null,null,1348,null,null,1134,null,null,1304,null,null,1336,null,null,1935,null,null,783,null,null,3057,null,null,55
53180,896,18751,1690,1051,548,679,389,1294,741,1946,531,798,325,2177,890,435,354,697,372,937,491,1334,584,350,270,1118,617,719,513,971,579,4047,1024,198,224,34429,1805,896,null,null,1690,null,null,548,null,null,389,null,null,741,null,null,531,null,null,325,null,null,890,null,null,354,null,null,372,null,null,491,null,null,584,null,null,270,null,null,617,null,null,513,null,null,579,null,null,1024,null,null,224,null,null,1805,null,null,56
3275313,5859,835073,9235,48052,3279,35479,3158,40464,3667,33813,3126,39271,3289,37461,3420,36885,3139,41296,3393,43128,3654,43240,3078,43288,3333,46722,3303,42232,2880,45024,3159,221235,6663,37483,3490,2440240,8510,5859,null,null,9235,null,null,3279,null,null,3158,null,null,3667,null,null,3126,null,null,3289,null,null,3420,null,null,3139,null,null,3393,null,null,3654,null,null,3078,null,null,3333,null,null,3303,null,null,2880,null,null,3159,null,null,6663,null,null,3490,null,null,8510,null,null,72
186018,2485,70976,3078,3655,1076,5807,1544,4887,961,4135,934,6445,1226,5346,1181,4145,1174,3727,1222,3675,1176,2219,828,3531,1020,5404,1225,3061,901,4479,1074,8720,1737,1740,724,115042,3533,2485,null,null,3078,null,null,1076,null,null,1544,null,null,961,null,null,934,null,null,1226,null,null,1181,null,null,1174,null,null,1222,null,null,1176,null,null,828,null,null,1020,null,null,1225,null,null,901,null,null,1074,null,null,1737,null,null,724,null,null,3533,null,null,01
47770,618,17036,1628,671,414,1162,550,798,378,749,420,473,280,1396,561,789,332,1453,610,1040,486,841,368,924,550,632,537,915,501,1551,726,3600,1223,42,58,30734,1743,618,null,null,1628,null,null,414,null,null,550,null,null,378,null,null,420,null,null,280,null,null,561,null,null,332,null,null,610,null,null,486,null,null,368,null,null,550,null,null,537,null,null,501,null,null,726,null,null,1223,null,null,58,null,null,1743,null,null,02
2035689,4587,695077,7820,31319,3042,38980,3427,40926,3595,41304,2973,45291,3456,41551,3266,39513,3216,39733,2848,35248,2969,39181,3284,43385,3394,42688,3136,35995,2773,44831,3226,121731,6510,13401,1923,1340612,7945,4587,null,null,7820,null,null,3042,null,null,3427,null,null,3595,null,null,2973,null,null,3456,null,null,3266,null,null,3216,null,null,2848,null,null,2969,null,null,3284,null,null,3394,null,null,3136,null,null,2773,null,null,3226,null,null,6510,null,null,1923,null,null,7945,null,null,04
200337,1750,76415,3232,5003,1183,5936,1296,4268,1246,4386,1221,4935,1111,3872,1160,5247,1606,4378,1087,5567,1493,4629,1214,5495,1280,3965,1319,4003,1130,5262,1509,8732,1686,737,400,123922,2874,1750,null,null,3232,null,null,1183,null,null,1296,null,null,1246,null,null,1221,null,null,1111,null,null,1160,null,null,1606,null,null,1087,null,null,1493,null,null,1214,null,null,1280,null,null,1319,null,null,1130,null,null,1509,null,null,1686,null,null,400,null,null,2874,null,null,05
14529997,10887,4969308,18936,271261,8223,285074,9462,232397,7462,250842,8778,263093,7901,274266,7945,266059,9241,275386,9595,254524,8017,265047,9416,265284,9952,262640,8051,268402,7683,319862,9540,1111512,15614,103659,4436,9560689,21082,10887,null,null,18936,null,null,8223,null,null,9462,null,null,7462,null,null,8778,null,null,7901,null,null,7945,null,null,9241,null,null,9595,null,null,8017,null,null,9416,null,null,9952,null,null,8051,null,null,7683,null,null,9540,null,null,15614,null,null,4436,null,null,21082,null,null,06
1116689,3126,378398,5267,20509,2723,20650,2192,23674,2371,22861,2388,22603,2169,23201,2598,21307,2411,22030,2573,21661,2461,24501,2694,21788,2412,21812,1966,21498,2230,20924,2346,61324,4069,8055,1337,738291,5419,3126,null,null,5267,null,null,2723,null,null,2192,null,null,2371,null,null,2388,null,null,2169,null,null,2598,null,null,2411,null,null,2573,null,null,2461,null,null,2694,null,null,2412,null,null,1966,null,null,2230,null,null,2346,null,null,4069,null,null,1337,null,null,5419,null,null,08
534685,1866,186755,3925,12527,1726,11138,1835,11212,2103,9879,1741,11766,1811,11269,2084,8791,1596,10567,1790,10724,1777,8403,1672,8633,1478,10079,1694,11231,1571,10957,1879,34829,3116,4750,931,347930,4093,1866,null,null,3925,null,null,1726,null,null,1835,null,null,2103,null,null,1741,null,null,1811,null,null,2084,null,null,1596,null,null,1790,null,null,1777,null,null,1672,null,null,1478,null,null,1694,null,null,1571,null,null,1879,null,null,3116,null,null,931,null,null,4093,null,null,09
81638,735,29268,1442,1453,693,1654,833,1831,814,1937,855,1568,676,1745,745,1624,695,1592,699,1822,776,2655,924,1520,633,2714,756,686,369,1033,608,4848,1057,586,399,52370,1588,735,null,null,1442,null,null,693,null,null,833,null,null,814,null,null,855,null,null,676,null,null,745,null,null,695,null,null,699,null,null,776,null,null,924,null,null,633,null,null,756,null,null,369,null,null,608,null,null,1057,null,null,399,null,null,1588,null,null,10
69236,1007,22637,1917,1373,659,1311,654,1484,763,941,560,1305,545,1069,530,765,468,1024,693,361,282,971,563,274,220,1579,437,818,599,795,609,4591,1080,3976,1229,46599,1979,1007,null,null,1917,null,null,659,null,null,654,null,null,763,null,null,560,null,null,545,null,null,530,null,null,468,null,null,693,null,null,282,null,null,563,null,null,220,null,null,437,null,null,599,null,null,609,null,null,1080,null,null,1229,null,null,1979,null,null,11
