B25032G_001E,B25032G_001M,B25032G_002E,B25032G_002M,B25032G_003E,B25032G_003M,B25032G_004E,B25032G_004M,B25032G_005E,B25032G_005M,B25032G_006E,B25032G_006M,B25032G_007E,B25032G_007M,B25032G_008E,B25032G_008M,B25032G_009E,B25032G_009M,B25032G_010E,B25032G_010M,B25032G_011E,B25032G_011M,B25032G_001M,B25032G_001EA,B25032G_001MA,B25032G_002M,B25032G_002EA,B25032G_002MA,B25032G_003M,B25032G_003EA,B25032G_003MA,B25032G_004M,B25032G_004EA,B25032G_004MA,B25032G_005M,B25032G_005EA,B25032G_005MA,B25032G_006M,B25032G_006EA,B25032G_006MA,B25032G_007M,B25032G_007EA,B25032G_007MA,B25032G_008M,B25032G_008EA,B25032G_008MA,B25032G_009M,B25032G_009EA,B25032G_009MA,B25032G_010M,B25032G_010EA,B25032G_010MA,B25032G_011M,B25032G_011EA,B25032G_011MA,state
73615,3838,43930,2744,4521,1035,3178,872,4022,984,4607,1006,5024,1267,2067,891,2468,742,3761,819,37,58,3838,null,null,2744,null,null,1035,null,null,872,null,null,984,null,null,1006,null,null,1267,null,null,891,null,null,742,null,null,819,null,null,58,null,null,26
30369,2529,15440,1622,3115,1014,819,494,1202,494,541,277,1967,636,2996,899,3330,949,946,346,13,21,2529,null,null,1622,null,null,1014,null,null,494,null,null,494,null,null,277,null,null,636,null,null,899,null,null,949,null,null,346,null,null,21,null,null,27
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,28
34278,2999,19983,2234,1389,809,1737,788,2014,613,2429,765,2674,1175,907,378,831,405,2083,695,231,239,2999,null,null,2234,null,null,809,null,null,788,null,null,613,null,null,765,null,null,1175,null,null,378,null,null,405,null,null,695,null,null,239,null,null,29
9077,1756,4662,1009,272,255,325,325,642,533,291,268,343,376,682,455,332,344,1472,708,56,71,1756,null,null,1009,null,null,255,null,null,325,null,null,533,null,null,268,null,null,376,null,null,455,null,null,344,null,null,708,null,null,71,null,null,30
8979,1249,4945,845,590,329,612,459,196,199,423,311,1035,525,505,352,545,319,85,107,43,48,1249,null,null,845,null,null,329,null,null,459,null,null,199,null,null,311,null,null,525,null,null,352,null,null,319,null,null,107,null,null,48,null,null,31
31659,2558,18115,1746,1338,600,662,391,2489,760,2568,920,1858,834,1246,560,2649,816,734,314,0,210,2558,null,null,1746,null,null,600,null,null,391,null,null,760,null,null,920,null,null,834,null,null,560,null,null,816,null,null,314,null,null,210,null,null,32
7270,1286,2989,814,186,248,276,283,1115,722,730,458,533,412,831,584,42,81,519,397,49,87,1286,null,null,814,null,null,248,null,null,283,null,null,722,null,null,458,null,null,412,null,null,584,null,null,81,null,null,397,null,null,87,null,null,33
52673,3655,20595,2124,4824,990,6410,1452,5431,1313,3442,893,4042,1218,3124,1138,4447,987,209,192,149,233,3655,null,null,2124,null,null,990,null,null,1452,null,null,1313,null,null,893,null,null,1218,null,null,1138,null,null,987,null,null,192,null,null,233,null,null,34
17033,2405,10315,1856,765,329,346,230,598,445,1123,577,571,404,576,512,620,356,2062,771,57,96,2405,null,null,1856,null,null,329,null,null,230,null,null,445,null,null,577,null,null,404,null,null,512,null,null,356,null,null,771,null,null,96,null,null,35
145266,6836,33233,2880,6918,1156,17268,2168,12586,1980,12012,1776,10407,1756,21566,2741,28981,2726,2118,569,177,176,6836,null,null,2880,null,null,1156,null,null,2168,null,null,1980,null,null,1776,null,null,1756,null,null,2741,null,null,2726,null,null,569,null,null,176,null,null,36
58430,4204,32233,2892,3736,1110,2094,775,3599,1160,3419,1064,3555,993,2753,1037,832,428,6160,1309,49,79,4204,null,null,2892,null,null,1110,null,null,775,null,null,1160,null,null,1064,null,null,993,null,null,1037,null,null,428,null,null,1309,null,null,79,null,null,37
6607,1293,3087,852,182,175,478,458,451,370,411,326,911,662,956,588,104,159,27,36,0,155,1293,null,null,852,null,null,175,null,null,458,null,null,370,null,null,326,null,null,662,null,null,588,null,null,159,null,null,36,null,null,155,null,null,38
70181,4263,36626,2868,3428,955,5810,1599,5611,1081,5566,1480,4967,1386,2260,816,3690,986,2168,800,55,101,4263,null,null,2868,null,null,955,null,null,1599,null,null,1081,null,null,1480,null,null,1386,null,null,816,null,null,986,null,null,800,null,null,101,null,null,39
83857,3418,57861,3022,2313,673,1714,462,2535,760,4753,1310,2899,800,2171,671,1973,543,7341,836,297,153,3418,null,null,3022,null,null,673,null,null,462,null,null,760,null,null,1310,null,null,800,null,null,671,null,null,543,null,null,836,null,null,153,null,null,40
54202,3624,28195,2260,3728,1034,2197,814,4370,1089,3556,1427,2586,892,2210,801,3398,969,3528,981,434,349,3624,null,null,2260,null,null,1034,null,null,814,null,null,1089,null,null,1427,null,null,892,null,null,801,null,null,969,null,null,981,null,null,349,null,null,41
67414,4429,25805,2488,17837,2430,4744,1278,5565,1216,3542,1434,3278,1013,2342,620,2851,922,1429,488,21,34,4429,null,null,2488,null,null,2430,null,null,1278,null,null,1216,null,null,1434,null,null,1013,null,null,620,null,null,922,null,null,488,null,null,34,null,null,42
7122,1425,2233,617,177,175,976,579,1332,633,307,237,1005,740,520,471,484,364,88,102,0,208,1425,null,null,617,null,null,175,null,null,579,null,null,633,null,null,237,null,null,740,null,null,471,null,null,364,null,null,102,null,null,208,null,null,44
19717,2342,10179,1579,1026,566,684,488,1232,644,1082,572,850,438,527,387,756,485,3324,948,57,83,2342,null,null,1579,null,null,566,null,null,488,null,null,644,null,null,572,null,null,438,null,null,387,null,null,485,null,null,948,null,null,83,null,null,45
4180,1061,2568,903,152,148,135,118,262,231,217,142,265,214,197,219,189,215,195,165,0,157,1061,null,null,903,null,null,148,null,null,118,null,null,231,null,null,142,null,null,214,null,null,219,null,null,215,null,null,165,null,null,157,null,null,46
33558,2914,19799,2097,2064,906,717,381,1563,677,1838,618,2509,942,563,345,1254,582,3148,915,103,123,2914,null,null,2097,null,null,906,null,null,381,null,null,677,null,null,618,null,null,942,null,null,345,null,null,582,null,null,915,null,null,123,null,null,47
176217,7266,98817,5320,6659,1209,4978,1226,7725,1598,10333,1985,14002,2070,11186,2253,13221,2061,8859,1764,437,352,7266,null,null,5320,null,null,1209,null,null,1226,null,null,1598,null,null,1985,null,null,2070,null,null,2253,null,null,2061,null,null,1764,null,null,352,null,null,48
16870,2009,8703,1466,1636,618,804,494,955,525,851,423,1040,633,1470,938,967,547,444,259,0,190,2009,null,null,1466,null,null,618,null,null,494,null,null,525,null,null,423,null,null,633,null,null,938,null,null,547,null,null,259,null,null,190,null,null,49
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,50
68193,4023,32658,3227,10769,1909,2096,857,2142,724,3513,993,5768,1625,1947,726,7000,1499,2155,772,145,194,4023,null,null,3227,null,null,1909,null,null,857,null,null,724,null,null,993,null,null,1625,null,null,726,null,null,1499,null,null,772,null,null,194,null,null,51
99218,4566,49738,3141,4597,1063,2925,1039,4348,1191,7935,1740,8320,1781,7308,1627,8629,1913,5179,1082,239,185,4566,null,null,3141,null,null,1063,null,null,1039,null,null,1191,null,null,1740,null,null,1781,null,null,1627,null,null,1913,null,null,1082,null,null,185,null,null,53
6814,1340,3031,697,194,163,556,482,406,350,630,374,417,328,420,453,339,373,821,455,0,193,1340,null,null,697,null,null,163,null,null,482,null,null,350,null,null,374,null,null,328,null,null,453,null,null,373,null,null,455,null,null,193,null,null,54
27356,2257,13189,1662,1162,523,2974,671,1700,579,2616,812,1721,663,1639,663,1197,497,1015,384,143,145,2257,null,null,1662,null,null,523,null,null,671,null,null,579,null,null,812,null,null,663,null,null,663,null,null,497,null,null,384,null,null,145,null,null,55
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,56
49739,3093,31152,2563,3704,1105,3724,1028,2260,773,2234,765,2762,895,944,523,2840,878,119,189,0,222,3093,null,null,2563,null,null,1105,null,null,1028,null,null,773,null,null,765,null,null,895,null,null,523,null,null,878,null,null,189,null,null,222,null,null,72
21201,2198,14856,1857,559,386,840,431,735,389,642,403,811,426,348,279,304,240,2064,626,42,70,2198,null,null,1857,null,null,386,null,null,431,null,null,389,null,null,403,null,null,426,null,null,279,null,null,240,null,null,626,null,null,70,null,null,01
13072,1589,7139,1345,1621,652,705,465,963,477,1029,578,324,233,416,273,91,143,784,485,0,155,1589,null,null,1345,null,null,652,null,null,465,null,null,477,null,null,578,null,null,233,null,null,273,null,null,143,null,null,485,null,null,155,null,null,02
57337,4091,32558,3140,4168,1231,1228,672,2119,743,2963,1051,3730,1274,1863,762,4264,933,4320,1261,124,157,4091,null,null,3140,null,null,1231,null,null,672,null,null,743,null,null,1051,null,null,1274,null,null,762,null,null,933,null,null,1261,null,null,157,null,null,04
20377,2340,12245,1797,521,259,650,399,685,406,1080,578,1083,498,931,797,492,328,2465,866,225,257,2340,null,null,1797,null,null,259,null,null,399,null,null,406,null,null,578,null,null,498,null,null,797,null,null,328,null,null,866,null,null,257,null,null,05
429861,9383,220558,7072,32972,2739,14071,1983,30597,2786,31716,3037,27190,3279,23669,2456,35570,3412,13050,1827,468,297,9383,null,null,7072,null,null,2739,null,null,1983,null,null,2786,null,null,3037,null,null,3279,null,null,2456,null,null,3412,null,null,1827,null,null,297,null,null,06
45950,3191,24891,2364,2996,861,635,503,2096,703,2339,688,2555,930,4819,1338,4115,1023,1372,434,132,205,3191,null,null,2364,null,null,861,null,null,503,null,null,703,null,null,688,null,null,930,null,null,1338,null,null,1023,null,null,434,null,null,205,null,null,08
25942,2761,10155,1770,2337,843,3142,787,3084,952,2011,727,2184,1019,1554,729,1246,557,229,245,0,200,2761,null,null,1770,null,null,843,null,null,787,null,null,952,null,null,727,null,null,1019,null,null,729,null,null,557,null,null,245,null,null,200,null,null,09
5922,1267,2888,834,913,427,184,138,71,83,403,472,799,567,169,231,214,177,281,213,0,193,1267,null,null,834,null,null,427,null,null,138,null,null,83,null,null,472,null,null,567,null,null,231,null,null,177,null,null,213,null,null,193,null,null,10
6578,1162,431,251,1432,495,82,101,393,278,574,345,506,287,1123,431,2037,682,0,203,0,203,1162,null,null,251,null,null,495,null,null,101,null,null,278,null,null,345,null,null,287,null,null,431,null,null,682,null,null,203,null,null,203,null,null,11
