B12002E_001E,B12002E_001M,B12002E_002E,B12002E_002M,B12002E_003E,B12002E_003M,B12002E_004E,B12002E_004M,B12002E_005E,B12002E_005M,B12002E_006E,B12002E_006M,B12002E_007E,B12002E_007M,B12002E_008E,B12002E_008M,B12002E_009E,B12002E_009M,B12002E_010E,B12002E_010M,B12002E_011E,B12002E_011M,B12002E_012E,B12002E_012M,B12002E_013E,B12002E_013M,B12002E_001M,B12002E_001EA,B12002E_001MA,B12002E_002M,B12002E_002EA,B12002E_002MA,B12002E_003M,B12002E_003EA,B12002E_003MA,B12002E_004M,B12002E_004EA,B12002E_004MA,B12002E_005M,B12002E_005EA,B12002E_005MA,B12002E_006M,B12002E_006EA,B12002E_006MA,B12002E_007M,B12002E_007EA,B12002E_007MA,B12002E_008M,B12002E_008EA,B12002E_008MA,B12002E_009M,B12002E_009EA,B12002E_009MA,B12002E_010M,B12002E_010EA,B12002E_010MA,B12002E_011M,B12002E_011EA,B12002E_011MA,B12002E_012M,B12002E_012EA,B12002E_012MA,B12002E_013M,B12002E_013EA,B12002E_013MA,state
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,33
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,34
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,35
7702,1910,3192,980,1733,703,1244,597,82,133,66,92,67,92,4510,1298,1792,737,1078,519,200,212,257,213,1183,740,1910,null,null,980,null,null,703,null,null,597,null,null,133,null,null,92,null,null,92,null,null,1298,null,null,737,null,null,519,null,null,212,null,null,213,null,null,740,null,null,36
5275,1048,2876,897,1142,419,1411,705,0,203,88,143,235,332,2399,734,750,387,694,375,253,265,107,165,595,452,1048,null,null,897,null,null,419,null,null,705,null,null,203,null,null,143,null,null,332,null,null,734,null,null,387,null,null,375,null,null,265,null,null,165,null,null,452,null,null,37
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,38
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,39
4784,1057,1925,526,749,352,957,314,14,28,41,65,164,204,2859,753,843,275,1290,728,0,159,518,466,208,160,1057,null,null,526,null,null,352,null,null,314,null,null,28,null,null,65,null,null,204,null,null,753,null,null,275,null,null,728,null,null,159,null,null,466,null,null,160,null,null,40
12042,2271,5996,1669,3201,1426,2122,715,267,304,0,201,406,364,6046,1357,2392,810,2721,792,0,201,356,357,577,576,2271,null,null,1669,null,null,1426,null,null,715,null,null,304,null,null,201,null,null,364,null,null,1357,null,null,810,null,null,792,null,null,201,null,null,357,null,null,576,null,null,41
3205,938,1311,601,597,334,466,374,70,111,31,53,147,169,1894,637,614,360,907,492,52,72,129,151,192,145,938,null,null,601,null,null,334,null,null,374,null,null,111,null,null,53,null,null,169,null,null,637,null,null,360,null,null,492,null,null,72,null,null,151,null,null,145,null,null,42
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,44
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,45
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,46
3315,1625,1873,1162,987,726,572,493,0,204,89,144,225,251,1442,743,256,169,764,617,33,80,162,201,227,196,1625,null,null,1162,null,null,726,null,null,493,null,null,204,null,null,144,null,null,251,null,null,743,null,null,169,null,null,617,null,null,80,null,null,201,null,null,196,null,null,47
20021,2698,7268,1523,3443,1040,2967,710,298,458,242,286,318,323,12753,2004,4647,1280,5684,1284,404,344,803,521,1215,556,2698,null,null,1523,null,null,1040,null,null,710,null,null,458,null,null,286,null,null,323,null,null,2004,null,null,1280,null,null,1284,null,null,344,null,null,521,null,null,556,null,null,48
20893,1171,11554,1135,5275,907,5190,1037,766,638,113,188,210,182,9339,1051,3021,674,4174,785,440,331,782,641,922,526,1171,null,null,1135,null,null,907,null,null,1037,null,null,638,null,null,188,null,null,182,null,null,1051,null,null,674,null,null,785,null,null,331,null,null,641,null,null,526,null,null,49
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,50
7060,1516,3245,1120,1116,623,1599,697,120,216,153,202,257,313,3815,1031,995,627,1758,787,197,223,153,188,712,396,1516,null,null,1120,null,null,623,null,null,697,null,null,216,null,null,202,null,null,313,null,null,1031,null,null,627,null,null,787,null,null,223,null,null,188,null,null,396,null,null,51
36490,1891,16671,1198,6296,1344,8647,1211,155,156,732,485,841,488,19819,1512,8779,1524,8495,1443,18,30,1631,1108,896,432,1891,null,null,1198,null,null,1344,null,null,1211,null,null,156,null,null,485,null,null,488,null,null,1512,null,null,1524,null,null,1443,null,null,30,null,null,1108,null,null,432,null,null,53
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,54
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,55
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,56
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,72
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
11313,1164,5898,897,3077,746,2369,603,87,145,15,42,350,262,5415,795,1837,639,2508,749,0,204,504,441,566,407,1164,null,null,897,null,null,746,null,null,603,null,null,145,null,null,42,null,null,262,null,null,795,null,null,639,null,null,749,null,null,204,null,null,441,null,null,407,null,null,04
5401,914,2416,560,1098,741,1095,399,223,167,0,197,0,197,2985,677,1749,503,1064,386,0,197,0,197,172,115,914,null,null,560,null,null,741,null,null,399,null,null,167,null,null,197,null,null,197,null,null,677,null,null,503,null,null,386,null,null,197,null,null,197,null,null,115,null,null,05
121977,4380,59149,2727,23111,1725,28174,2048,1240,671,1712,974,4912,1209,62828,2959,23560,2183,27837,2316,1497,584,4583,1014,5351,1268,4380,null,null,2727,null,null,1725,null,null,2048,null,null,671,null,null,974,null,null,1209,null,null,2959,null,null,2183,null,null,2316,null,null,584,null,null,1014,null,null,1268,null,null,06
6573,1221,3380,836,1541,699,1606,506,0,195,77,123,156,125,3193,758,1282,504,1709,426,0,195,0,195,202,195,1221,null,null,836,null,null,699,null,null,506,null,null,195,null,null,123,null,null,125,null,null,758,null,null,504,null,null,426,null,null,195,null,null,195,null,null,195,null,null,08
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
