C17001A_001E,C17001A_001M,C17001A_002E,C17001A_002M,C17001A_003E,C17001A_003M,C17001A_004E,C17001A_004M,C17001A_005E,C17001A_005M,C17001A_006E,C17001A_006M,C17001A_007E,C17001A_007M,C17001A_008E,C17001A_008M,C17001A_009E,C17001A_009M,C17001A_010E,C17001A_010M,C17001A_011E,C17001A_011M,C17001A_012E,C17001A_012M,C17001A_013E,C17001A_013M,C17001A_014E,C17001A_014M,C17001A_015E,C17001A_015M,C17001A_016E,C17001A_016M,C17001A_017E,C17001A_017M,C17001A_018E,C17001A_018M,C17001A_019E,C17001A_019M,C17001A_001M,C17001A_001EA,C17001A_001MA,C17001A_002M,C17001A_002EA,C17001A_002MA,C17001A_003M,C17001A_003EA,C17001A_003MA,C17001A_004M,C17001A_004EA,C17001A_004MA,C17001A_005M,C17001A_005EA,C17001A_005MA,C17001A_006M,C17001A_006EA,C17001A_006MA,C17001A_007M,C17001A_007EA,C17001A_007MA,C17001A_008M,C17001A_008EA,C17001A_008MA,C17001A_009M,C17001A_009EA,C17001A_009MA,C17001A_010M,C17001A_010EA,C17001A_010MA,C17001A_011M,C17001A_011EA,C17001A_011MA,C17001A_012M,C17001A_012EA,C17001A_012MA,C17001A_013M,C17001A_013EA,C17001A_013MA,C17001A_014M,C17001A_014EA,C17001A_014MA,C17001A_015M,C17001A_015EA,C17001A_015MA,C17001A_016M,C17001A_016EA,C17001A_016MA,C17001A_017M,C17001A_017EA,C17001A_017MA,C17001A_018M,C17001A_018EA,C17001A_018MA,C17001A_019M,C17001A_019EA,C17001A_019MA,state
1225893,2317,141516,8869,62887,5208,16973,2823,39438,3119,6476,1010,78629,5317,16976,2622,46631,3396,15022,1835,1084377,9516,535644,5605,97416,3095,333300,3160,104928,1448,548733,5870,92263,3000,337777,3590,118693,1970,2317,null,null,8869,null,null,5208,null,null,2823,null,null,3119,null,null,1010,null,null,5317,null,null,2622,null,null,3396,null,null,1835,null,null,9516,null,null,5605,null,null,3095,null,null,3160,null,null,1448,null,null,5870,null,null,3000,null,null,3590,null,null,1970,null,null,23
3322695,12968,251580,11040,108315,6990,30625,3503,64980,5116,12710,1325,143265,7191,28516,3775,90744,5084,24005,1710,3071115,15680,1517039,9742,304878,4705,964353,7533,247808,1644,1554076,9342,300189,5179,955037,5740,298850,2378,12968,null,null,11040,null,null,6990,null,null,3503,null,null,5116,null,null,1325,null,null,7191,null,null,3775,null,null,5084,null,null,1710,null,null,15680,null,null,9742,null,null,4705,null,null,7533,null,null,1644,null,null,9342,null,null,5179,null,null,5740,null,null,2378,null,null,24
5175973,16741,425007,14700,183115,8627,51098,4720,111971,5528,20046,2037,241892,8723,43503,3987,153823,6415,44566,2943,4750966,18734,2324055,12464,443895,5917,1495586,8347,384574,2567,2426911,10617,431294,5190,1519509,7259,476108,2703,16741,null,null,14700,null,null,8627,null,null,4720,null,null,5528,null,null,2037,null,null,8723,null,null,3987,null,null,6415,null,null,2943,null,null,18734,null,null,12464,null,null,5917,null,null,8347,null,null,2567,null,null,10617,null,null,5190,null,null,7259,null,null,2703,null,null,25
7643658,10400,916691,20134,418388,11946,122958,5703,261757,8694,33673,2262,498303,12380,116893,6398,316777,7350,64633,3634,6726967,21909,3354414,13605,671958,6700,2099653,9651,582803,2387,3372553,12961,645249,6343,2045709,7545,681595,4101,10400,null,null,20134,null,null,11946,null,null,5703,null,null,8694,null,null,2262,null,null,12380,null,null,6398,null,null,7350,null,null,3634,null,null,21909,null,null,13605,null,null,6700,null,null,9651,null,null,2387,null,null,12961,null,null,6343,null,null,7545,null,null,4101,null,null,26
4504525,6855,330814,11218,144835,5983,35543,3320,92041,3661,17251,1658,185979,7070,35688,3169,116941,5335,33350,2000,4173711,12998,2093167,7401,449219,4178,1315529,4600,328419,2168,2080544,8144,425057,3720,1275374,6182,380113,2421,6855,null,null,11218,null,null,5983,null,null,3320,null,null,3661,null,null,1658,null,null,7070,null,null,3169,null,null,5335,null,null,2000,null,null,12998,null,null,7401,null,null,4178,null,null,4600,null,null,2168,null,null,8144,null,null,3720,null,null,6182,null,null,2421,null,null,27
1702937,5197,225082,11776,97629,6218,31254,3401,56856,4262,9519,1409,127453,7712,26536,3451,82477,5442,18440,1631,1477855,12301,738600,6312,156820,4284,450015,4394,131765,1783,739255,8405,152251,4663,431528,5615,155476,1797,5197,null,null,11776,null,null,6218,null,null,3401,null,null,4262,null,null,1409,null,null,7712,null,null,3451,null,null,5442,null,null,1631,null,null,12301,null,null,6312,null,null,4284,null,null,4394,null,null,1783,null,null,8405,null,null,4663,null,null,5615,null,null,1797,null,null,28
4871896,7603,579170,17309,256479,8668,81213,4514,153483,5798,21783,2173,322691,11374,76923,5971,204067,7561,41701,2669,4292726,18972,2140936,9332,455966,5232,1328567,6075,356403,2777,2151790,12972,430995,6932,1298582,8249,422213,3052,7603,null,null,17309,null,null,8668,null,null,4514,null,null,5798,null,null,2173,null,null,11374,null,null,5971,null,null,7561,null,null,2669,null,null,18972,null,null,9332,null,null,5232,null,null,6075,null,null,2777,null,null,12972,null,null,6932,null,null,8249,null,null,3052,null,null,29
907152,1956,110003,7621,53492,4408,14106,2449,33601,3107,5785,1006,56511,4247,10640,1691,37166,3260,8705,1144,797149,7588,404444,4643,82171,2504,244727,3481,77546,1067,392705,4413,77560,2075,235270,3312,79875,1313,1956,null,null,7621,null,null,4408,null,null,2449,null,null,3107,null,null,1006,null,null,4247,null,null,1691,null,null,3260,null,null,1144,null,null,7588,null,null,4643,null,null,2504,null,null,3481,null,null,1067,null,null,4413,null,null,2075,null,null,3312,null,null,1313,null,null,30
1629897,6400,158549,7155,70153,4339,22476,2909,41229,3059,6448,1150,88396,4621,21348,2522,53935,3138,13113,1118,1471348,10102,740758,6056,174728,3654,454750,3646,111280,1590,730590,6464,165829,3339,435069,3937,129692,1467,6400,null,null,7155,null,null,4339,null,null,2909,null,null,3059,null,null,1150,null,null,4621,null,null,2522,null,null,3138,null,null,1118,null,null,10102,null,null,6056,null,null,3654,null,null,3646,null,null,1590,null,null,6464,null,null,3339,null,null,3937,null,null,1467,null,null,31
1943060,14815,229525,15484,106287,7252,33188,3854,61444,4921,11655,1563,123238,9626,30129,4675,77291,5551,15818,1800,1713535,19291,871760,10321,168568,5083,546371,6696,156821,2034,841775,11065,166314,5003,512850,6950,162611,2523,14815,null,null,15484,null,null,7252,null,null,3854,null,null,4921,null,null,1563,null,null,9626,null,null,4675,null,null,5551,null,null,1800,null,null,19291,null,null,10321,null,null,5083,null,null,6696,null,null,2034,null,null,11065,null,null,5003,null,null,6950,null,null,2523,null,null,32
1211061,3319,83785,7246,36519,4117,9046,1935,24103,2910,3370,892,47266,4375,8245,1697,32683,3135,6338,1319,1127276,7185,565753,4462,110772,1943,359849,3414,95132,1129,561523,4535,102421,2054,351587,3419,107515,1563,3319,null,null,7246,null,null,4117,null,null,1935,null,null,2910,null,null,892,null,null,4375,null,null,1697,null,null,3135,null,null,1319,null,null,7185,null,null,4462,null,null,1943,null,null,3414,null,null,1129,null,null,4535,null,null,2054,null,null,3419,null,null,1563,null,null,33
5989254,22351,509784,20455,220632,10559,74633,5413,120711,7349,25288,2350,289152,12363,74054,5916,165630,7956,49468,2675,5479470,27291,2709560,14459,556834,6904,1718206,10131,434520,3315,2769910,16474,525972,7996,1691603,9843,552335,3743,22351,null,null,20455,null,null,10559,null,null,5413,null,null,7349,null,null,2350,null,null,12363,null,null,5916,null,null,7956,null,null,2675,null,null,27291,null,null,14459,null,null,6904,null,null,10131,null,null,3315,null,null,16474,null,null,7996,null,null,9843,null,null,3743,null,null,34
1513105,11596,267687,15634,120145,7953,47803,5104,61312,4514,11030,1727,147542,9429,45645,4852,85727,5480,16170,1828,1245418,18167,622806,10314,123329,5707,381563,6383,117914,2555,622612,10805,120414,5243,366463,6556,135735,2405,11596,null,null,15634,null,null,7953,null,null,5104,null,null,4514,null,null,1727,null,null,9429,null,null,4852,null,null,5480,null,null,1828,null,null,18167,null,null,10314,null,null,5707,null,null,6383,null,null,2555,null,null,10805,null,null,5243,null,null,6556,null,null,2405,null,null,35
12222119,30619,1339380,28248,592031,15348,185748,9110,343736,10479,62547,3480,747349,16930,177480,7461,438634,11474,131235,5530,10882739,35053,5407178,18125,1023810,10858,3475141,12278,908227,3950,5475561,20975,970380,9721,3395260,15066,1109921,6628,30619,null,null,28248,null,null,15348,null,null,9110,null,null,10479,null,null,3480,null,null,16930,null,null,7461,null,null,11474,null,null,5530,null,null,35053,null,null,18125,null,null,10858,null,null,12278,null,null,3950,null,null,20975,null,null,9721,null,null,15066,null,null,6628,null,null,36
6832499,14606,821496,22125,362384,11896,110942,6729,217671,8925,33771,2834,459112,13730,109182,7459,289701,9232,60229,3291,6011003,27823,2981116,15382,605842,8306,1860470,11055,514804,3431,3029887,16515,569941,8102,1843681,10437,616265,3664,14606,null,null,22125,null,null,11896,null,null,6729,null,null,8925,null,null,2834,null,null,13730,null,null,7459,null,null,9232,null,null,3291,null,null,27823,null,null,15382,null,null,8306,null,null,11055,null,null,3431,null,null,16515,null,null,8102,null,null,10437,null,null,3664,null,null,37
638906,3331,51234,5041,26610,3236,5042,1396,19017,2730,2551,653,24624,2602,3497,1032,15933,1966,5194,977,587672,5389,300626,3404,65616,1596,191080,2635,43930,767,287046,3351,63374,1744,174914,2157,48758,1150,3331,null,null,5041,null,null,3236,null,null,1396,null,null,2730,null,null,653,null,null,2602,null,null,1032,null,null,1966,null,null,977,null,null,5389,null,null,3404,null,null,1596,null,null,2635,null,null,767,null,null,3351,null,null,1744,null,null,2157,null,null,1150,null,null,38
9234467,12226,1063241,24582,465477,12857,146758,7850,279118,8433,39601,2805,597764,16056,141762,7817,377306,11005,78696,3972,8171226,24949,4069307,13148,845507,8455,2542490,8920,681310,3447,4101919,16709,797234,7890,2485575,11664,819110,4531,12226,null,null,24582,null,null,12857,null,null,7850,null,null,8433,null,null,2805,null,null,16056,null,null,7817,null,null,11005,null,null,3972,null,null,24949,null,null,13148,null,null,8455,null,null,8920,null,null,3447,null,null,16709,null,null,7890,null,null,11664,null,null,4531,null,null,39
2766966,8089,370066,11584,168210,6736,56680,4011,98216,4106,13314,1416,201856,7068,52650,3323,126211,4574,22995,1612,2396900,13535,1195087,7273,254239,4325,736639,4685,204209,1992,1201813,8830,239204,4418,718171,5585,244438,1935,8089,null,null,11584,null,null,6736,null,null,4011,null,null,4106,null,null,1416,null,null,7068,null,null,3323,null,null,4574,null,null,1612,null,null,13535,null,null,7273,null,null,4325,null,null,4685,null,null,1992,null,null,8830,null,null,4418,null,null,5585,null,null,1935,null,null,40
3398129,13140,420984,14537,185294,8788,52869,4904,116139,5995,16286,1957,235690,8565,51832,4657,155839,5886,28019,2386,2977145,17087,1487996,11032,287270,6506,926268,7152,274458,2509,1489149,9789,273771,5568,900894,6301,314484,2756,13140,null,null,14537,null,null,8788,null,null,4904,null,null,5995,null,null,1957,null,null,8565,null,null,4657,null,null,5886,null,null,2386,null,null,17087,null,null,11032,null,null,6506,null,null,7152,null,null,2509,null,null,9789,null,null,5568,null,null,6301,null,null,2756,null,null,41
10048613,16360,1015549,24820,447495,11119,141828,7497,260296,7538,45371,2794,568054,16491,130860,8521,349894,9896,87300,4531,9033064,26358,4480415,13059,855006,7331,2817993,8963,807416,3525,4552649,16766,815422,7739,2749456,10504,987771,4933,16360,null,null,24820,null,null,11119,null,null,7497,null,null,7538,null,null,2794,null,null,16491,null,null,8521,null,null,9896,null,null,4531,null,null,26358,null,null,13059,null,null,7331,null,null,8963,null,null,3525,null,null,16766,null,null,7739,null,null,10504,null,null,4933,null,null,42
819098,6585,87095,7436,38964,3965,10517,1801,24411,3204,4036,1057,48131,5124,9366,2271,30617,3664,8148,1650,732003,9240,356356,5356,65288,2289,228416,4088,62652,1320,375647,5615,62968,2448,233990,4260,78689,1900,6585,null,null,7436,null,null,3965,null,null,1801,null,null,3204,null,null,1057,null,null,5124,null,null,2271,null,null,3664,null,null,1650,null,null,9240,null,null,5356,null,null,2289,null,null,4088,null,null,1320,null,null,5615,null,null,2448,null,null,4260,null,null,1900,null,null,44
3261413,10481,353323,14424,157176,8132,49830,4652,92358,5792,14988,1628,196147,8778,47423,3834,123770,6242,24954,2136,2908090,17033,1439137,10241,285077,6066,879827,7458,274233,1980,1468953,10052,275037,4957,875675,6521,318241,2301,10481,null,null,14424,null,null,8132,null,null,4652,null,null,5792,null,null,1628,null,null,8778,null,null,3834,null,null,6242,null,null,2136,null,null,17033,null,null,10241,null,null,6066,null,null,7458,null,null,1980,null,null,10052,null,null,4957,null,null,6521,null,null,2301,null,null,45
711738,2864,62799,4895,27205,2874,6994,1474,16662,2003,3549,1038,35594,3050,6720,1599,20090,2142,8784,1382,648939,4895,330768,3370,75048,1839,201595,2401,54125,1133,318171,3422,70564,1595,189176,2419,58431,1529,2864,null,null,4895,null,null,2874,null,null,1474,null,null,2003,null,null,1038,null,null,3050,null,null,1599,null,null,2142,null,null,1382,null,null,4895,null,null,3370,null,null,1839,null,null,2401,null,null,1133,null,null,3422,null,null,1595,null,null,2419,null,null,1529,null,null,46
5069130,9776,667461,21409,294697,10556,95475,5630,175785,6773,23437,2450,372764,12973,87751,6537,237712,8271,47301,2818,4401669,21699,2190652,11344,456447,5731,1359186,7410,375019,2651,2211017,14054,423074,6985,1347197,9289,440746,3234,9776,null,null,21409,null,null,10556,null,null,5630,null,null,6773,null,null,2450,null,null,12973,null,null,6537,null,null,8271,null,null,2818,null,null,21699,null,null,11344,null,null,5731,null,null,7410,null,null,2651,null,null,14054,null,null,6985,null,null,9289,null,null,3234,null,null,47
20289624,43115,2962647,54132,1319996,31224,573464,17246,657202,18730,89330,4292,1642651,29369,539884,16193,941723,19646,161044,6802,17326977,58316,8718819,35085,2085443,18462,5505500,21291,1127876,5611,8608158,33386,1999559,18859,5284830,20123,1323769,8218,43115,null,null,54132,null,null,31224,null,null,17246,null,null,18730,null,null,4292,null,null,29369,null,null,16193,null,null,19646,null,null,6802,null,null,58316,null,null,35085,null,null,18462,null,null,21291,null,null,5611,null,null,33386,null,null,18859,null,null,20123,null,null,8218,null,null,48
2595100,10753,232256,13809,106015,7461,36065,4334,63856,5233,6094,1049,126241,7897,32215,4331,81056,5694,12970,1805,2362844,17775,1193722,10015,356668,5269,705109,6627,131945,1422,1169122,9822,337022,5556,684265,6289,147835,1760,10753,null,null,13809,null,null,7461,null,null,4334,null,null,5233,null,null,1049,null,null,7897,null,null,4331,null,null,5694,null,null,1805,null,null,17775,null,null,10015,null,null,5269,null,null,6627,null,null,1422,null,null,9822,null,null,5556,null,null,6289,null,null,1760,null,null,49
568311,1622,65762,5512,30126,3202,8404,2129,18799,2144,2923,641,35636,3298,7281,1463,22208,2382,6147,1077,502549,5766,249425,3416,45872,2116,156864,2389,46689,689,253124,3588,43998,1630,156874,2485,52252,1161,1622,null,null,5512,null,null,3202,null,null,2129,null,null,2144,null,null,641,null,null,3298,null,null,1463,null,null,2382,null,null,1077,null,null,5766,null,null,3416,null,null,2116,null,null,2389,null,null,689,null,null,3588,null,null,1630,null,null,2485,null,null,1161,null,null,50
5551128,12134,489812,18824,214144,10613,57350,5655,134660,6402,22134,2095,275668,10672,58761,4604,180107,7610,36800,2517,5061316,22120,2518216,13621,524716,6266,1591391,9194,402109,2130,2543100,12997,496968,5908,1566555,9271,479577,2897,12134,null,null,18824,null,null,10613,null,null,5655,null,null,6402,null,null,2095,null,null,10672,null,null,4604,null,null,7610,null,null,2517,null,null,22120,null,null,13621,null,null,6266,null,null,9194,null,null,2130,null,null,12997,null,null,5908,null,null,9271,null,null,2897,null,null,51
5426455,14500,532179,17749,239670,11215,64306,4824,153245,7832,22119,2393,292509,11162,57185,5049,192973,7384,42351,2941,4894276,21613,2464011,13356,494302,6496,1562321,9541,407388,2595,2430265,13021,473888,6221,1495349,9160,461028,3245,14500,null,null,17749,null,null,11215,null,null,4824,null,null,7832,null,null,2393,null,null,11162,null,null,5049,null,null,7384,null,null,2941,null,null,21613,null,null,13356,null,null,6496,null,null,9541,null,null,2595,null,null,13021,null,null,6221,null,null,9160,null,null,3245,null,null,53
1664366,2744,289804,12542,129810,6448,38926,3671,80183,4392,10701,1586,159994,8320,37815,3344,103142,5517,19037,2267,1374562,12614,686819,6772,130724,3944,419294,4701,136801,1668,687743,8574,125457,3705,406792,5419,155494,2531,2744,null,null,12542,null,null,6448,null,null,3671,null,null,4392,null,null,1586,null,null,8320,null,null,3344,null,null,5517,null,null,2267,null,null,12614,null,null,6772,null,null,3944,null,null,4701,null,null,1668,null,null,8574,null,null,3705,null,null,5419,null,null,2531,null,null,54
4825651,8655,445705,14927,199122,8695,51961,4516,125213,5927,21948,1745,246583,8838,51967,4356,156394,5653,38222,2086,4379946,15695,2201947,9243,451766,4869,1383749,6187,366432,2204,2177999,9578,424144,5342,1327501,5765,426354,2601,8655,null,null,14927,null,null,8695,null,null,4516,null,null,5927,null,null,1745,null,null,8838,null,null,4356,null,null,5653,null,null,2086,null,null,15695,null,null,9243,null,null,4869,null,null,6187,null,null,2204,null,null,9578,null,null,5342,null,null,5765,null,null,2601,null,null,55
527256,2499,55167,5404,26688,3421,5564,1499,19082,2555,2042,715,28479,3074,5032,1284,18523,2088,4924,1076,472089,5446,241094,3798,56498,2273,147570,2449,37026,778,230995,3547,55001,2036,137686,2253,38308,1144,2499,null,null,5404,null,null,3421,null,null,1499,null,null,2555,null,null,715,null,null,3074,null,null,1284,null,null,2088,null,null,1076,null,null,5446,null,null,3798,null,null,2273,null,null,2449,null,null,778,null,null,3547,null,null,2036,null,null,2253,null,null,1144,null,null,56
2259896,20416,927176,23781,417735,11837,122834,6292,228105,7385,66796,3677,509441,15883,120215,6775,289567,9503,99659,3959,1332720,26722,645024,13711,110255,6413,404812,8830,129957,3864,687696,15977,99115,5976,428667,10446,159914,4116,20416,null,null,23781,null,null,11837,null,null,6292,null,null,7385,null,null,3677,null,null,15883,null,null,6775,null,null,9503,null,null,3959,null,null,26722,null,null,13711,null,null,6413,null,null,8830,null,null,3864,null,null,15977,null,null,5976,null,null,10446,null,null,4116,null,null,72
3247640,7147,414184,16356,179170,7798,50835,4303,111583,5318,16752,1985,235014,10924,58141,5231,144237,7036,32636,3035,2833456,18478,1407477,9594,294632,4900,860661,6912,252184,2229,1425979,11604,270908,5589,851113,7691,303958,3154,7147,null,null,16356,null,null,7798,null,null,4303,null,null,5318,null,null,1985,null,null,10924,null,null,5231,null,null,7036,null,null,3035,null,null,18478,null,null,9594,null,null,4900,null,null,6912,null,null,2229,null,null,11604,null,null,5589,null,null,7691,null,null,3154,null,null,01
468207,3300,31607,4831,14951,2545,4891,1763,9570,1629,490,247,16656,3130,4711,1710,10802,1773,1143,533,436600,5782,232979,3385,47479,1966,156454,2300,29046,376,203621,3527,42186,1823,135220,2253,26215,574,3300,null,null,4831,null,null,2545,null,null,1763,null,null,1629,null,null,247,null,null,3130,null,null,1710,null,null,1773,null,null,533,null,null,5782,null,null,3385,null,null,1966,null,null,2300,null,null,376,null,null,3527,null,null,1823,null,null,2253,null,null,574,null,null,02
5141187,21897,718658,21553,332115,12500,110987,7333,187163,7861,33965,2416,386543,12628,109088,6307,226577,7723,50878,3315,4422529,27513,2193500,15312,443611,8274,1299860,10704,450029,3060,2229029,17021,427727,8032,1294900,11159,506402,3721,21897,null,null,21553,null,null,12500,null,null,7333,null,null,7861,null,null,2416,null,null,12628,null,null,6307,null,null,7723,null,null,3315,null,null,27513,null,null,15312,null,null,8274,null,null,10704,null,null,3060,null,null,17021,null,null,8032,null,null,11159,null,null,3721,null,null,04
2229548,6343,315213,13657,138286,7587,44361,3723,80016,5294,13909,1784,176927,7651,44705,3561,107309,4890,24913,2279,1914335,14982,957321,8804,205985,4662,578725,5877,172611,2072,957014,9083,188576,4567,566607,5645,201831,2514,6343,null,null,13657,null,null,7587,null,null,3723,null,null,5294,null,null,1784,null,null,7651,null,null,3561,null,null,4890,null,null,2279,null,null,14982,null,null,8804,null,null,4662,null,null,5877,null,null,2072,null,null,9083,null,null,4567,null,null,5645,null,null,2514,null,null,05
23014884,62899,2940103,52384,1345569,28873,465797,15785,762396,19139,117376,4847,1594534,30808,437759,15287,951930,19619,204845,7460,20074781,68084,10106740,36273,2060030,18522,6492282,24726,1554428,6525,9968041,43054,1982834,22129,6156801,24970,1828406,9536,62899,null,null,52384,null,null,28873,null,null,15785,null,null,19139,null,null,4847,null,null,30808,null,null,15287,null,null,19619,null,null,7460,null,null,68084,null,null,36273,null,null,18522,null,null,24726,null,null,6525,null,null,43054,null,null,22129,null,null,24970,null,null,9536,null,null,06
4557997,13282,460167,16155,211861,9206,62826,5505,130175,6040,18860,2295,248306,10350,55956,4915,164134,6943,28216,2285,4097830,20042,2064087,11426,443956,5765,1333191,7861,286940,2583,2033743,12809,421154,6563,1281654,8699,330935,2886,13282,null,null,16155,null,null,9206,null,null,5505,null,null,6040,null,null,2295,null,null,10350,null,null,4915,null,null,6943,null,null,2285,null,null,20042,null,null,11426,null,null,5765,null,null,7861,null,null,2583,null,null,12809,null,null,6563,null,null,8699,null,null,2886,null,null,08
