B08505G_001E,B08505G_001M,B08505G_002E,B08505G_002M,B08505G_003E,B08505G_003M,B08505G_004E,B08505G_004M,B08505G_005E,B08505G_005M,B08505G_006E,B08505G_006M,B08505G_007E,B08505G_007M,B08505G_001M,B08505G_001EA,B08505G_001MA,B08505G_002M,B08505G_002EA,B08505G_002MA,B08505G_003M,B08505G_003EA,B08505G_003MA,B08505G_004M,B08505G_004EA,B08505G_004MA,B08505G_005M,B08505G_005EA,B08505G_005MA,B08505G_006M,B08505G_006EA,B08505G_006MA,B08505G_007M,B08505G_007EA,B08505G_007MA,state
22899,3230,17897,2713,2480,891,634,480,625,439,489,315,774,406,3230,null,null,2713,null,null,891,null,null,480,null,null,439,null,null,315,null,null,406,null,null,35
227272,9771,91467,5730,17821,2184,84933,6089,19404,2580,4918,1078,8729,1664,9771,null,null,5730,null,null,2184,null,null,6089,null,null,2580,null,null,1078,null,null,1664,null,null,36
80712,5821,61360,4501,10427,2335,1382,786,2436,850,1840,900,3267,1208,5821,null,null,4501,null,null,2335,null,null,786,null,null,850,null,null,900,null,null,1208,null,null,37
9831,1532,7503,1412,1251,562,118,134,619,489,120,173,220,168,1532,null,null,1412,null,null,562,null,null,134,null,null,489,null,null,173,null,null,168,null,null,38
94787,5958,72486,5359,10594,1856,3068,945,4018,937,1878,735,2743,748,5958,null,null,5359,null,null,1856,null,null,945,null,null,937,null,null,735,null,null,748,null,null,39
102996,4200,83643,3865,10343,1426,796,557,1929,582,1418,600,4867,1011,4200,null,null,3865,null,null,1426,null,null,557,null,null,582,null,null,600,null,null,1011,null,null,40
75711,4582,52201,3867,10151,2188,3772,1128,4498,1286,2445,768,2644,909,4582,null,null,3867,null,null,2188,null,null,1128,null,null,1286,null,null,768,null,null,909,null,null,41
96835,5683,62459,4611,13027,2156,7911,1634,5904,1279,2239,811,5295,1032,5683,null,null,4611,null,null,2156,null,null,1634,null,null,1279,null,null,811,null,null,1032,null,null,42
9679,1726,5770,1246,1441,533,508,326,753,399,575,487,632,322,1726,null,null,1246,null,null,533,null,null,326,null,null,399,null,null,487,null,null,322,null,null,44
30586,3548,24992,3362,2731,1503,173,206,1734,751,339,214,617,427,3548,null,null,3362,null,null,1503,null,null,206,null,null,751,null,null,214,null,null,427,null,null,45
6744,1382,4919,1259,766,464,0,193,649,342,99,165,311,315,1382,null,null,1259,null,null,464,null,null,193,null,null,342,null,null,165,null,null,315,null,null,46
40074,3813,31112,3525,4423,1184,221,184,1331,681,836,414,2151,755,3813,null,null,3525,null,null,1184,null,null,184,null,null,681,null,null,414,null,null,755,null,null,47
248365,11135,189697,9350,29925,3588,5585,1362,5574,1502,5575,1400,12009,1759,11135,null,null,9350,null,null,3588,null,null,1362,null,null,1502,null,null,1400,null,null,1759,null,null,48
33432,3371,25420,2883,4465,1094,1157,604,508,332,839,565,1043,511,3371,null,null,2883,null,null,1094,null,null,604,null,null,332,null,null,565,null,null,511,null,null,49
4353,850,2761,623,200,171,323,292,433,244,430,455,206,192,850,null,null,623,null,null,171,null,null,292,null,null,244,null,null,455,null,null,192,null,null,50
98610,5105,73431,4306,11872,2021,3757,1068,3155,793,1876,671,4519,960,5105,null,null,4306,null,null,2021,null,null,1068,null,null,793,null,null,671,null,null,960,null,null,51
147001,6788,101813,5446,13388,2111,13681,2339,7802,1236,3233,979,7084,1284,6788,null,null,5446,null,null,2111,null,null,2339,null,null,1236,null,null,979,null,null,1284,null,null,53
7637,1550,5390,1301,1218,609,198,200,219,206,141,115,471,375,1550,null,null,1301,null,null,609,null,null,200,null,null,206,null,null,115,null,null,375,null,null,54
41461,3503,29720,2604,4657,1083,1413,585,2239,633,1217,709,2215,735,3503,null,null,2604,null,null,1083,null,null,585,null,null,633,null,null,709,null,null,735,null,null,55
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,56
46405,4292,36035,3471,5058,1296,1373,618,1522,710,513,308,1904,888,4292,null,null,3471,null,null,1296,null,null,618,null,null,710,null,null,308,null,null,888,null,null,72
25055,2814,21310,2799,1780,582,82,88,876,453,93,82,914,548,2814,null,null,2799,null,null,582,null,null,88,null,null,453,null,null,82,null,null,548,null,null,01
21952,2506,14825,1853,3473,1085,417,321,1638,468,1141,472,458,270,2506,null,null,1853,null,null,1085,null,null,321,null,null,468,null,null,472,null,null,270,null,null,02
81154,5883,58882,5052,10946,2117,1946,765,1944,649,2723,953,4713,1300,5883,null,null,5052,null,null,2117,null,null,765,null,null,649,null,null,953,null,null,1300,null,null,04
24903,2717,19993,2597,2924,816,0,193,1242,630,271,213,473,321,2717,null,null,2597,null,null,816,null,null,193,null,null,630,null,null,213,null,null,321,null,null,05
672809,14788,488613,12852,72759,4122,35602,3018,22027,1939,18529,2468,35279,3671,14788,null,null,12852,null,null,4122,null,null,3018,null,null,1939,null,null,2468,null,null,3671,null,null,06
68623,4356,50031,3563,7920,1680,2588,731,2875,941,1335,551,3874,1317,4356,null,null,3563,null,null,1680,null,null,731,null,null,941,null,null,551,null,null,1317,null,null,08
36764,3976,27452,3415,3466,1033,2279,1001,1561,521,605,373,1401,555,3976,null,null,3415,null,null,1033,null,null,1001,null,null,521,null,null,373,null,null,555,null,null,09
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
20752,2444,7540,1472,2177,875,8614,1818,1254,460,888,410,279,207,2444,null,null,1472,null,null,875,null,null,1818,null,null,460,null,null,410,null,null,207,null,null,11
