B19001I_001E,B19001I_001M,B19001I_002E,B19001I_002M,B19001I_003E,B19001I_003M,B19001I_004E,B19001I_004M,B19001I_005E,B19001I_005M,B19001I_006E,B19001I_006M,B19001I_007E,B19001I_007M,B19001I_008E,B19001I_008M,B19001I_009E,B19001I_009M,B19001I_010E,B19001I_010M,B19001I_011E,B19001I_011M,B19001I_012E,B19001I_012M,B19001I_013E,B19001I_013M,B19001I_014E,B19001I_014M,B19001I_015E,B19001I_015M,B19001I_016E,B19001I_016M,B19001I_017E,B19001I_017M,B19001I_001M,B19001I_001EA,B19001I_001MA,B19001I_002M,B19001I_002EA,B19001I_002MA,B19001I_003M,B19001I_003EA,B19001I_003MA,B19001I_004M,B19001I_004EA,B19001I_004MA,B19001I_005M,B19001I_005EA,B19001I_005MA,B19001I_006M,B19001I_006EA,B19001I_006MA,B19001I_007M,B19001I_007EA,B19001I_007MA,B19001I_008M,B19001I_008EA,B19001I_008MA,B19001I_009M,B19001I_009EA,B19001I_009MA,B19001I_010M,B19001I_010EA,B19001I_010MA,B19001I_011M,B19001I_011EA,B19001I_011MA,B19001I_012M,B19001I_012EA,B19001I_012MA,B19001I_013M,B19001I_013EA,B19001I_013MA,B19001I_014M,B19001I_014EA,B19001I_014MA,B19001I_015M,B19001I_015EA,B19001I_015MA,B19001I_016M,B19001I_016EA,B19001I_016MA,B19001I_017M,B19001I_017EA,B19001I_017MA,state
232473,5104,33312,3126,20247,2694,15134,2495,13628,2224,11301,2037,11269,1766,11880,2169,9645,1981,7096,1428,14972,2141,20914,2142,22810,2502,12887,1985,8625,1689,10496,1754,8257,1401,5104,null,null,3126,null,null,2694,null,null,2495,null,null,2224,null,null,2037,null,null,1766,null,null,2169,null,null,1981,null,null,1428,null,null,2141,null,null,2142,null,null,2502,null,null,1985,null,null,1689,null,null,1754,null,null,1401,null,null,25
133527,3153,9615,1307,6929,1300,8851,1256,9635,1459,8021,1453,9315,1585,7984,1490,7056,1255,6536,1227,13183,1739,13752,1586,13647,1839,8002,1280,4217,1041,3737,805,3047,812,3153,null,null,1307,null,null,1300,null,null,1256,null,null,1459,null,null,1453,null,null,1585,null,null,1490,null,null,1255,null,null,1227,null,null,1739,null,null,1586,null,null,1839,null,null,1280,null,null,1041,null,null,805,null,null,812,null,null,26
71062,2394,4403,936,3418,802,4336,1108,4285,986,3928,894,4416,966,5430,1135,4338,954,3873,846,5657,1248,6821,1273,8739,1181,5084,1099,2181,621,2284,684,1869,658,2394,null,null,936,null,null,802,null,null,1108,null,null,986,null,null,894,null,null,966,null,null,1135,null,null,954,null,null,846,null,null,1248,null,null,1273,null,null,1181,null,null,1099,null,null,621,null,null,684,null,null,658,null,null,27
20285,2021,1569,663,1837,930,1503,676,1136,600,1015,509,1642,677,1121,753,1961,805,1083,602,871,467,1740,601,2216,820,891,664,1125,574,288,216,287,347,2021,null,null,663,null,null,930,null,null,676,null,null,600,null,null,509,null,null,677,null,null,753,null,null,805,null,null,602,null,null,467,null,null,601,null,null,820,null,null,664,null,null,574,null,null,216,null,null,347,null,null,28
65892,2799,5798,1381,2770,822,5311,1265,4072,1194,4331,980,3818,1116,4145,1106,3588,915,3010,950,5685,1178,5592,1350,7455,1403,4812,1084,1679,559,1657,730,2169,698,2799,null,null,1381,null,null,822,null,null,1265,null,null,1194,null,null,980,null,null,1116,null,null,1106,null,null,915,null,null,950,null,null,1178,null,null,1350,null,null,1403,null,null,1084,null,null,559,null,null,730,null,null,698,null,null,29
9399,1190,958,462,609,394,1230,613,678,510,863,620,422,260,254,178,440,334,332,309,769,575,858,395,353,269,411,336,632,469,156,150,434,488,1190,null,null,462,null,null,394,null,null,613,null,null,510,null,null,620,null,null,260,null,null,178,null,null,334,null,null,309,null,null,575,null,null,395,null,null,269,null,null,336,null,null,469,null,null,150,null,null,488,null,null,30
52428,2099,4553,1065,2342,734,2148,765,2682,821,3932,1246,3059,844,4104,1182,2346,829,2795,785,4695,1125,6251,1205,6926,1463,3443,1015,1149,548,1621,779,382,280,2099,null,null,1065,null,null,734,null,null,765,null,null,821,null,null,1246,null,null,844,null,null,1182,null,null,829,null,null,785,null,null,1125,null,null,1205,null,null,1463,null,null,1015,null,null,548,null,null,779,null,null,280,null,null,31
219223,4630,14346,2141,9091,1531,14291,1992,13162,1927,15637,2322,15462,1748,12448,2097,13160,1809,11217,2140,20210,1945,27708,2835,24999,2444,13017,1656,6645,1269,3874,1045,3956,983,4630,null,null,2141,null,null,1531,null,null,1992,null,null,1927,null,null,2322,null,null,1748,null,null,2097,null,null,1809,null,null,2140,null,null,1945,null,null,2835,null,null,2444,null,null,1656,null,null,1269,null,null,1045,null,null,983,null,null,32
12756,1308,1076,690,432,491,411,288,554,430,447,342,1166,597,458,472,273,206,1122,675,1229,683,725,510,1356,577,1294,775,756,514,895,520,562,399,1308,null,null,690,null,null,491,null,null,288,null,null,430,null,null,342,null,null,597,null,null,472,null,null,206,null,null,675,null,null,683,null,null,510,null,null,577,null,null,775,null,null,514,null,null,520,null,null,399,null,null,33
506441,7107,39879,3600,25303,3074,28921,2973,25347,2651,27932,2837,22226,2672,24923,2614,24241,2815,20240,2347,40278,3669,48788,3603,62285,4330,43911,3078,24734,2719,26125,2728,21308,2097,7107,null,null,3600,null,null,3074,null,null,2973,null,null,2651,null,null,2837,null,null,2672,null,null,2614,null,null,2815,null,null,2347,null,null,3669,null,null,3603,null,null,4330,null,null,3078,null,null,2719,null,null,2728,null,null,2097,null,null,34
313964,5182,32171,3340,23539,2622,25594,2924,23869,2683,19557,2405,17704,2191,17580,2334,15655,1832,15336,2141,25067,2444,29172,2524,30297,2531,17585,2170,8573,1646,6446,1177,5819,1264,5182,null,null,3340,null,null,2622,null,null,2924,null,null,2683,null,null,2405,null,null,2191,null,null,2334,null,null,1832,null,null,2141,null,null,2444,null,null,2524,null,null,2531,null,null,2170,null,null,1646,null,null,1177,null,null,1264,null,null,35
1093543,10320,141587,6442,79207,4814,69355,4616,59080,3887,53165,3428,60827,4377,51158,4098,46861,3742,39473,3197,75037,4966,94292,5169,111268,4470,74257,4822,48293,3453,47510,3887,42173,3578,10320,null,null,6442,null,null,4814,null,null,4616,null,null,3887,null,null,3428,null,null,4377,null,null,4098,null,null,3742,null,null,3197,null,null,4966,null,null,5169,null,null,4470,null,null,4822,null,null,3453,null,null,3887,null,null,3578,null,null,36
238380,6357,17552,2332,13619,2610,16251,2373,19933,2363,17475,2128,20600,2739,15021,1977,16380,1977,11188,1895,20677,2696,23227,2715,20416,2277,12239,2154,5587,1337,4299,898,3916,999,6357,null,null,2332,null,null,2610,null,null,2373,null,null,2363,null,null,2128,null,null,2739,null,null,1977,null,null,1977,null,null,1895,null,null,2696,null,null,2715,null,null,2277,null,null,2154,null,null,1337,null,null,898,null,null,999,null,null,37
7661,1331,1149,761,285,299,361,486,653,546,762,488,333,252,321,388,816,574,340,273,707,443,289,260,784,486,281,240,292,281,178,195,110,109,1331,null,null,761,null,null,299,null,null,486,null,null,546,null,null,488,null,null,252,null,null,388,null,null,574,null,null,273,null,null,443,null,null,260,null,null,486,null,null,240,null,null,281,null,null,195,null,null,109,null,null,38
120664,4223,12459,1969,8524,1952,8580,1740,9087,1710,7290,1314,7037,1416,4989,990,7080,1290,4862,1256,10109,1646,11555,2029,12155,1657,6182,1114,3623,857,3629,893,3503,911,4223,null,null,1969,null,null,1952,null,null,1740,null,null,1710,null,null,1314,null,null,1416,null,null,990,null,null,1290,null,null,1256,null,null,1646,null,null,2029,null,null,1657,null,null,1114,null,null,857,null,null,893,null,null,911,null,null,39
103373,2343,8096,1197,5509,1091,7152,1305,9485,1657,6945,1148,7218,1260,6778,954,6826,1077,5531,997,9734,1289,10919,1383,9047,1214,4791,939,2321,557,1827,677,1194,424,2343,null,null,1197,null,null,1091,null,null,1305,null,null,1657,null,null,1148,null,null,1260,null,null,954,null,null,1077,null,null,997,null,null,1289,null,null,1383,null,null,1214,null,null,939,null,null,557,null,null,677,null,null,424,null,null,40
128984,3760,7982,1670,6162,1269,6406,1852,8754,1869,10464,2013,7309,1641,7943,1808,7600,1587,7055,1471,10529,2022,17453,2018,14989,2024,6671,1337,3462,1086,3652,1038,2553,711,3760,null,null,1670,null,null,1269,null,null,1852,null,null,1869,null,null,2013,null,null,1641,null,null,1808,null,null,1587,null,null,1471,null,null,2022,null,null,2018,null,null,2024,null,null,1337,null,null,1086,null,null,1038,null,null,711,null,null,41
251237,5422,33470,3248,18514,2624,18992,2442,16657,2240,15247,2204,14661,2061,10973,1812,10779,1763,11310,1986,19950,2536,24744,2946,23266,2415,13153,2033,8530,1580,5815,1346,5176,1137,5422,null,null,3248,null,null,2624,null,null,2442,null,null,2240,null,null,2204,null,null,2061,null,null,1812,null,null,1763,null,null,1986,null,null,2536,null,null,2946,null,null,2415,null,null,2033,null,null,1580,null,null,1346,null,null,1137,null,null,42
43672,2248,6076,1463,3682,1011,3006,866,2279,710,3218,1226,2523,778,2691,743,2609,931,1706,676,2872,773,4421,1223,3500,955,3078,1041,798,428,795,392,418,328,2248,null,null,1463,null,null,1011,null,null,866,null,null,710,null,null,1226,null,null,778,null,null,743,null,null,931,null,null,676,null,null,773,null,null,1223,null,null,955,null,null,1041,null,null,428,null,null,392,null,null,328,null,null,44
69252,3082,4106,1248,3786,1083,5468,1366,5296,1294,6666,1641,4189,886,4038,1041,5198,1412,3417,1056,6879,1594,4818,1192,6148,1146,4231,1260,1719,718,1362,564,1931,996,3082,null,null,1248,null,null,1083,null,null,1366,null,null,1294,null,null,1641,null,null,886,null,null,1041,null,null,1412,null,null,1056,null,null,1594,null,null,1192,null,null,1146,null,null,1260,null,null,718,null,null,564,null,null,996,null,null,45
6975,1057,626,430,593,374,299,220,715,513,263,338,334,253,384,258,46,68,675,384,562,348,760,427,686,331,647,319,249,278,96,100,40,76,1057,null,null,430,null,null,374,null,null,220,null,null,513,null,null,338,null,null,253,null,null,258,null,null,68,null,null,384,null,null,348,null,null,427,null,null,331,null,null,319,null,null,278,null,null,100,null,null,76,null,null,46
89455,3608,7775,1757,4287,1318,5792,1567,8671,1662,6473,1407,5670,1434,4743,1335,5856,1319,3815,1193,7187,1208,8523,1327,9841,1781,3838,985,2462,841,2399,882,2123,752,3608,null,null,1757,null,null,1318,null,null,1567,null,null,1662,null,null,1407,null,null,1434,null,null,1335,null,null,1319,null,null,1193,null,null,1208,null,null,1327,null,null,1781,null,null,985,null,null,841,null,null,882,null,null,752,null,null,47
2981729,15045,233707,8462,178617,7848,183475,7583,199783,7848,192757,7888,181465,7565,168893,8483,162181,8085,147460,6459,269140,9699,304644,9630,324458,9087,190170,7890,92059,5552,87451,5553,65469,5006,15045,null,null,8462,null,null,7848,null,null,7583,null,null,7848,null,null,7888,null,null,7565,null,null,8483,null,null,8085,null,null,6459,null,null,9699,null,null,9630,null,null,9087,null,null,7890,null,null,5552,null,null,5553,null,null,5006,null,null,48
101344,3351,5485,1129,4894,1172,4222,981,6111,1653,5986,1207,6613,1284,6917,1570,7384,1277,5499,1217,9817,1842,10989,2098,11533,1535,6956,1392,4200,1083,2822,970,1916,614,3351,null,null,1129,null,null,1172,null,null,981,null,null,1653,null,null,1207,null,null,1284,null,null,1570,null,null,1277,null,null,1217,null,null,1842,null,null,2098,null,null,1535,null,null,1392,null,null,1083,null,null,970,null,null,614,null,null,49
3832,610,565,436,147,123,257,175,366,309,110,163,178,176,42,66,144,179,250,245,663,377,279,242,423,318,219,161,53,65,94,87,42,72,610,null,null,436,null,null,123,null,null,175,null,null,309,null,null,163,null,null,176,null,null,66,null,null,179,null,null,245,null,null,377,null,null,242,null,null,318,null,null,161,null,null,65,null,null,87,null,null,72,null,null,50
198776,4894,9371,1783,6813,1825,6756,1509,9956,2021,10128,2206,11090,2001,9973,2294,8980,1873,8067,1570,17213,2404,19866,2481,26171,2895,17573,2073,11377,1523,13203,1757,12239,1714,4894,null,null,1783,null,null,1825,null,null,1509,null,null,2021,null,null,2206,null,null,2001,null,null,2294,null,null,1873,null,null,1570,null,null,2404,null,null,2481,null,null,2895,null,null,2073,null,null,1523,null,null,1757,null,null,1714,null,null,51
229406,4298,13682,1900,12254,2157,9632,1547,13280,2279,12365,2056,13640,1986,12729,1936,14385,2250,11338,1838,21505,2466,27051,3147,27831,2915,17023,2277,7650,1311,8311,1624,6730,1321,4298,null,null,1900,null,null,2157,null,null,1547,null,null,2279,null,null,2056,null,null,1986,null,null,1936,null,null,2250,null,null,1838,null,null,2466,null,null,3147,null,null,2915,null,null,2277,null,null,1311,null,null,1624,null,null,1321,null,null,53
5940,990,681,320,628,493,546,402,384,279,102,147,479,311,226,177,191,162,358,260,452,279,560,298,596,255,316,196,206,146,149,156,66,69,990,null,null,320,null,null,493,null,null,402,null,null,279,null,null,147,null,null,311,null,null,177,null,null,162,null,null,260,null,null,279,null,null,298,null,null,255,null,null,196,null,null,146,null,null,156,null,null,69,null,null,54
104342,3373,8401,1395,4595,1158,8210,1226,6792,1146,5681,1134,9357,1470,6992,1248,4178,1032,5712,1208,8709,1635,10044,1527,12872,1570,6383,1246,3383,814,1652,500,1381,532,3373,null,null,1395,null,null,1158,null,null,1226,null,null,1146,null,null,1134,null,null,1470,null,null,1248,null,null,1032,null,null,1208,null,null,1635,null,null,1527,null,null,1570,null,null,1246,null,null,814,null,null,500,null,null,532,null,null,55
16552,2002,981,481,1466,843,984,457,1416,836,886,448,308,232,765,537,1081,582,1051,787,1499,765,1505,700,2098,717,1186,562,861,580,465,355,0,197,2002,null,null,481,null,null,843,null,null,457,null,null,836,null,null,448,null,null,232,null,null,537,null,null,582,null,null,787,null,null,765,null,null,700,null,null,717,null,null,562,null,null,580,null,null,355,null,null,197,null,null,56
1192962,9922,339826,7358,139108,5983,118063,4956,98240,4889,79179,3727,68062,3885,60586,3915,45040,3249,37587,2856,56680,3679,57865,4261,43765,3288,20840,2096,9667,1502,10759,1677,7695,1460,9922,null,null,7358,null,null,5983,null,null,4956,null,null,4889,null,null,3727,null,null,3885,null,null,3915,null,null,3249,null,null,2856,null,null,3679,null,null,4261,null,null,3288,null,null,2096,null,null,1502,null,null,1677,null,null,1460,null,null,72
48371,2603,3460,1126,4164,1233,4624,1389,2734,808,4110,1302,2913,1072,2056,695,3176,1287,2047,876,3754,1421,4986,1140,5322,1408,2389,901,1035,435,740,453,861,410,2603,null,null,1126,null,null,1233,null,null,1389,null,null,808,null,null,1302,null,null,1072,null,null,695,null,null,1287,null,null,876,null,null,1421,null,null,1140,null,null,1408,null,null,901,null,null,435,null,null,453,null,null,410,null,null,01
11663,1820,493,316,406,342,501,278,963,505,421,332,380,301,125,116,189,154,645,610,1425,615,1220,611,1500,706,1316,636,969,552,638,423,472,304,1820,null,null,316,null,null,342,null,null,278,null,null,505,null,null,332,null,null,301,null,null,116,null,null,154,null,null,610,null,null,615,null,null,611,null,null,706,null,null,636,null,null,552,null,null,423,null,null,304,null,null,02
574305,6449,47811,3391,35582,4003,31198,2885,36816,3155,36965,3322,35924,3770,33923,3327,36301,3265,29437,2983,54730,3886,57027,4242,64045,4531,34266,3368,17424,2028,13269,1836,9587,1688,6449,null,null,3391,null,null,4003,null,null,2885,null,null,3155,null,null,3322,null,null,3770,null,null,3327,null,null,3265,null,null,2983,null,null,3886,null,null,4242,null,null,4531,null,null,3368,null,null,2028,null,null,1836,null,null,1688,null,null,04
55749,2647,4005,1179,2589,1024,5277,1493,5619,1309,4666,1338,4136,1057,2819,887,4406,1135,3690,1208,5690,1123,4751,1104,3327,1148,2103,912,1260,838,822,501,589,437,2647,null,null,1179,null,null,1024,null,null,1493,null,null,1309,null,null,1338,null,null,1057,null,null,887,null,null,1135,null,null,1208,null,null,1123,null,null,1104,null,null,1148,null,null,912,null,null,838,null,null,501,null,null,437,null,null,05
3754737,14756,195970,7230,179169,7288,188808,7141,225544,8061,193732,8421,212012,7083,201360,7976,202166,6293,176621,6690,324223,7752,408962,9579,470994,10722,309568,7564,172512,6374,171681,6315,121415,5109,14756,null,null,7230,null,null,7288,null,null,7141,null,null,8061,null,null,8421,null,null,7083,null,null,7976,null,null,6293,null,null,6690,null,null,7752,null,null,9579,null,null,10722,null,null,7564,null,null,6374,null,null,6315,null,null,5109,null,null,06
334605,5743,23002,2180,17064,2316,19617,2669,19854,2814,19700,2887,18391,2210,18239,2145,19052,2685,14608,2292,34226,3230,35461,3157,44477,3083,22188,2390,10506,1655,9061,1519,9159,1266,5743,null,null,2180,null,null,2316,null,null,2669,null,null,2814,null,null,2887,null,null,2210,null,null,2145,null,null,2685,null,null,2292,null,null,3230,null,null,3157,null,null,3083,null,null,2390,null,null,1655,null,null,1519,null,null,1266,null,null,08
171360,4463,17113,1934,10830,1646,9111,1464,8474,1553,8136,1182,8984,1830,10299,2023,8761,1594,9863,1837,15868,1864,16261,2234,17730,2606,11923,1909,6834,1412,5554,1359,5619,1365,4463,null,null,1934,null,null,1646,null,null,1464,null,null,1553,null,null,1182,null,null,1830,null,null,2023,null,null,1594,null,null,1837,null,null,1864,null,null,2234,null,null,2606,null,null,1909,null,null,1412,null,null,1359,null,null,1365,null,null,09
23291,1575,1590,757,897,551,833,481,2445,892,1715,719,2122,865,861,610,895,451,969,539,2922,1020,1796,692,2786,989,1254,600,910,494,531,357,765,417,1575,null,null,757,null,null,551,null,null,481,null,null,892,null,null,719,null,null,865,null,null,610,null,null,451,null,null,539,null,null,1020,null,null,692,null,null,989,null,null,600,null,null,494,null,null,357,null,null,417,null,null,10
26909,1957,1989,889,2342,971,1485,625,621,439,642,449,1222,677,805,519,489,340,1353,808,1483,720,3096,1060,2728,960,1887,749,1555,703,2366,712,2846,929,1957,null,null,889,null,null,971,null,null,625,null,null,439,null,null,449,null,null,677,null,null,519,null,null,340,null,null,808,null,null,720,null,null,1060,null,null,960,null,null,749,null,null,703,null,null,712,null,null,929,null,null,11
