B06001_001E,B06001_001M,B06001_002E,B06001_002M,B06001_003E,B06001_003M,B06001_004E,B06001_004M,B06001_005E,B06001_005M,B06001_006E,B06001_006M,B06001_007E,B06001_007M,B06001_008E,B06001_008M,B06001_009E,B06001_009M,B06001_010E,B06001_010M,B06001_011E,B06001_011M,B06001_012E,B06001_012M,B06001_013E,B06001_013M,B06001_014E,B06001_014M,B06001_015E,B06001_015M,B06001_016E,B06001_016M,B06001_017E,B06001_017M,B06001_018E,B06001_018M,B06001_019E,B06001_019M,B06001_020E,B06001_020M,B06001_021E,B06001_021M,B06001_022E,B06001_022M,B06001_023E,B06001_023M,B06001_024E,B06001_024M,B06001_025E,B06001_025M,B06001_026E,B06001_026M,B06001_027E,B06001_027M,B06001_028E,B06001_028M,B06001_029E,B06001_029M,B06001_030E,B06001_030M,B06001_031E,B06001_031M,B06001_032E,B06001_032M,B06001_033E,B06001_033M,B06001_034E,B06001_034M,B06001_035E,B06001_035M,B06001_036E,B06001_036M,B06001_037E,B06001_037M,B06001_038E,B06001_038M,B06001_039E,B06001_039M,B06001_040E,B06001_040M,B06001_041E,B06001_041M,B06001_042E,B06001_042M,B06001_043E,B06001_043M,B06001_044E,B06001_044M,B06001_045E,B06001_045M,B06001_046E,B06001_046M,B06001_047E,B06001_047M,B06001_048E,B06001_048M,B06001_049E,B06001_049M,B06001_050E,B06001_050M,B06001_051E,B06001_051M,B06001_052E,B06001_052M,B06001_053E,B06001_053M,B06001_054E,B06001_054M,B06001_055E,B06001_055M,B06001_056E,B06001_056M,B06001_057E,B06001_057M,B06001_058E,B06001_058M,B06001_059E,B06001_059M,B06001_060E,B06001_060M,B06001_001M,B06001_001EA,B06001_001MA,B06001_002M,B06001_002EA,B06001_002MA,B06001_003M,B06001_003EA,B06001_003MA,B06001_004M,B06001_004EA,B06001_004MA,B06001_005M,B06001_005EA,B06001_005MA,B06001_006M,B06001_006EA,B06001_006MA,B06001_007M,B06001_007EA,B06001_007MA,B06001_008M,B06001_008EA,B06001_008MA,B06001_009M,B06001_009EA,B06001_009MA,B06001_010M,B06001_010EA,B06001_010MA,B06001_011M,B06001_011EA,B06001_011MA,B06001_012M,B06001_012EA,B06001_012MA,B06001_013M,B06001_013EA,B06001_013MA,B06001_014M,B06001_014EA,B06001_014MA,B06001_015M,B06001_015EA,B06001_015MA,B06001_016M,B06001_016EA,B06001_016MA,B06001_017M,B06001_017EA,B06001_017MA,B06001_018M,B06001_018EA,B06001_018MA,B06001_019M,B06001_019EA,B06001_019MA,B06001_020M,B06001_020EA,B06001_020MA,B06001_021M,B06001_021EA,B06001_021MA,B06001_022M,B06001_022EA,B06001_022MA,B06001_023M,B06001_023EA,B06001_023MA,B06001_024M,B06001_024EA,B06001_024MA,B06001_025M,B06001_025EA,B06001_025MA,B06001_026M,B06001_026EA,B06001_026MA,B06001_027M,B06001_027EA,B06001_027MA,B06001_028M,B06001_028EA,B06001_028MA,B06001_029M,B06001_029EA,B06001_029MA,B06001_030M,B06001_030EA,B06001_030MA,B06001_031M,B06001_031EA,B06001_031MA,B06001_032M,B06001_032EA,B06001_032MA,B06001_033M,B06001_033EA,B06001_033MA,B06001_034M,B06001_034EA,B06001_034MA,B06001_035M,B06001_035EA,B06001_035MA,B06001_036M,B06001_036EA,B06001_036MA,B06001_037M,B06001_037EA,B06001_037MA,B06001_038M,B06001_038EA,B06001_038MA,B06001_039M,B06001_039EA,B06001_039MA,B06001_040M,B06001_040EA,B06001_040MA,B06001_041M,B06001_041EA,B06001_041MA,B06001_042M,B06001_042EA,B06001_042MA,B06001_043M,B06001_043EA,B06001_043MA,B06001_044M,B06001_044EA,B06001_044MA,B06001_045M,B06001_045EA,B06001_045MA,B06001_046M,B06001_046EA,B06001_046MA,B06001_047M,B06001_047EA,B06001_047MA,B06001_048M,B06001_048EA,B06001_048MA,B06001_049M,B06001_049EA,B06001_049MA,B06001_050M,B06001_050EA,B06001_050MA,B06001_051M,B06001_051EA,B06001_051MA,B06001_052M,B06001_052EA,B06001_052MA,B06001_053M,B06001_053EA,B06001_053MA,B06001_054M,B06001_054EA,B06001_054MA,B06001_055M,B06001_055EA,B06001_055MA,B06001_056M,B06001_056EA,B06001_056MA,B06001_057M,B06001_057EA,B06001_057MA,B06001_058M,B06001_058EA,B06001_058MA,B06001_059M,B06001_059EA,B06001_059MA,B06001_060M,B06001_060EA,B06001_060MA,state
5778709,-555555555,334091,2085,950900,2167,560389,3196,730022,3742,685711,3718,781660,3384,429855,5545,157975,3992,220845,4371,529223,1578,398038,1877,4131791,18103,305776,2892,793325,6877,391472,5411,484119,6428,443532,6450,511354,5758,298516,5075,108901,3514,152240,3854,358658,4084,283898,3914,1305598,15680,24836,2223,127199,6336,134825,4905,178744,5226,171551,5493,213278,5246,110372,3620,42834,2682,58178,2562,148506,3860,95275,3717,52776,4606,1196,485,8997,1713,6125,1357,8575,1479,7963,1531,7391,1245,3909,998,844,328,1704,525,3423,788,2649,937,288544,8305,2283,727,21379,2876,27967,2523,58584,3722,62665,3713,49637,3100,17058,1862,5396,1302,8723,1192,18636,1733,16216,2052,-555555555,null,*****,2085,null,null,2167,null,null,3196,null,null,3742,null,null,3718,null,null,3384,null,null,5545,null,null,3992,null,null,4371,null,null,1578,null,null,1877,null,null,18103,null,null,2892,null,null,6877,null,null,5411,null,null,6428,null,null,6450,null,null,5758,null,null,5075,null,null,3514,null,null,3854,null,null,4084,null,null,3914,null,null,15680,null,null,2223,null,null,6336,null,null,4905,null,null,5226,null,null,5493,null,null,5246,null,null,3620,null,null,2682,null,null,2562,null,null,3860,null,null,3717,null,null,4606,null,null,485,null,null,1713,null,null,1357,null,null,1479,null,null,1531,null,null,1245,null,null,998,null,null,328,null,null,525,null,null,788,null,null,937,null,null,8305,null,null,727,null,null,2876,null,null,2523,null,null,3722,null,null,3713,null,null,3100,null,null,1862,null,null,1302,null,null,1192,null,null,1733,null,null,2052,null,null,55
585501,-555555555,37873,1292,102987,1920,53847,2153,80974,2673,72132,1890,69086,1805,39389,2591,17602,1863,24028,2507,53643,988,33940,697,250041,7049,30507,1995,60596,4025,25506,2234,33215,2928,26381,2489,20763,1543,12720,1819,4578,942,8317,1601,18043,1713,9415,1121,312442,7234,7040,1383,40641,3859,26402,2544,43194,2833,41079,2382,43131,2240,25585,1900,12409,1704,15057,1691,34173,1714,23731,1288,4162,1218,140,185,361,290,324,295,741,399,406,344,1106,785,432,371,5,11,49,61,353,405,245,307,18856,2573,186,222,1389,673,1615,764,3824,1166,4266,1525,4086,1558,652,356,610,430,605,421,1074,437,549,322,-555555555,null,*****,1292,null,null,1920,null,null,2153,null,null,2673,null,null,1890,null,null,1805,null,null,2591,null,null,1863,null,null,2507,null,null,988,null,null,697,null,null,7049,null,null,1995,null,null,4025,null,null,2234,null,null,2928,null,null,2489,null,null,1543,null,null,1819,null,null,942,null,null,1601,null,null,1713,null,null,1121,null,null,7234,null,null,1383,null,null,3859,null,null,2544,null,null,2833,null,null,2382,null,null,2240,null,null,1900,null,null,1704,null,null,1691,null,null,1714,null,null,1288,null,null,1218,null,null,185,null,null,290,null,null,295,null,null,399,null,null,344,null,null,785,null,null,371,null,null,11,null,null,61,null,null,405,null,null,307,null,null,2573,null,null,222,null,null,673,null,null,764,null,null,1166,null,null,1525,null,null,1558,null,null,356,null,null,430,null,null,421,null,null,437,null,null,322,null,null,56
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,72
4863300,-555555555,286643,3241,812874,4114,463070,4595,629565,7147,598269,4664,645623,5592,340893,7375,122089,5860,180322,5737,465669,2588,318283,2705,3380717,21708,252415,4242,650521,8576,326346,7194,407188,8089,374826,8079,407150,7254,220207,6082,81160,4902,122643,4548,312464,4901,225797,4443,1273889,19978,31137,3014,143447,7466,117595,5801,179627,7291,174047,7027,205642,6684,106778,4464,37683,3055,52478,3601,139922,4018,85533,3714,45065,4572,1710,1028,5640,1383,5872,1424,8149,1998,7279,1544,6749,1283,4339,1149,1108,456,935,415,2317,782,967,529,163629,5744,1381,663,13266,1918,13257,2110,34601,3291,42117,3473,26082,2978,9569,1741,2138,631,4266,1045,10966,1772,5986,1289,-555555555,null,*****,3241,null,null,4114,null,null,4595,null,null,7147,null,null,4664,null,null,5592,null,null,7375,null,null,5860,null,null,5737,null,null,2588,null,null,2705,null,null,21708,null,null,4242,null,null,8576,null,null,7194,null,null,8089,null,null,8079,null,null,7254,null,null,6082,null,null,4902,null,null,4548,null,null,4901,null,null,4443,null,null,19978,null,null,3014,null,null,7466,null,null,5801,null,null,7291,null,null,7027,null,null,6684,null,null,4464,null,null,3055,null,null,3601,null,null,4018,null,null,3714,null,null,4572,null,null,1028,null,null,1383,null,null,1424,null,null,1998,null,null,1544,null,null,1283,null,null,1149,null,null,456,null,null,415,null,null,782,null,null,529,null,null,5744,null,null,663,null,null,1918,null,null,2110,null,null,3291,null,null,3473,null,null,2978,null,null,1741,null,null,631,null,null,1045,null,null,1772,null,null,1289,null,null,01
741894,-555555555,52495,797,134801,990,75647,1700,121629,2568,92373,2398,93124,2090,54081,2687,17945,1726,23967,1943,52097,1100,23735,892,301971,6699,42462,1482,92756,3671,38054,2579,49495,2664,28686,1897,20129,1472,9992,1410,3569,772,4378,769,8458,1114,3992,616,362971,7072,8699,1507,34420,3208,31578,2676,58038,2776,50929,2738,57901,2049,36591,2181,12699,1288,16601,1535,38907,1193,16608,857,19588,2463,934,559,3342,931,2127,886,4692,1712,2813,1036,2896,775,1061,506,283,230,425,324,803,381,212,198,57364,4460,400,258,4283,1312,3888,1041,9404,1664,9945,1882,12198,1468,6437,1475,1394,885,2563,929,3929,794,2923,715,-555555555,null,*****,797,null,null,990,null,null,1700,null,null,2568,null,null,2398,null,null,2090,null,null,2687,null,null,1726,null,null,1943,null,null,1100,null,null,892,null,null,6699,null,null,1482,null,null,3671,null,null,2579,null,null,2664,null,null,1897,null,null,1472,null,null,1410,null,null,772,null,null,769,null,null,1114,null,null,616,null,null,7072,null,null,1507,null,null,3208,null,null,2676,null,null,2776,null,null,2738,null,null,2049,null,null,2181,null,null,1288,null,null,1535,null,null,1193,null,null,857,null,null,2463,null,null,559,null,null,931,null,null,886,null,null,1712,null,null,1036,null,null,775,null,null,506,null,null,230,null,null,324,null,null,381,null,null,198,null,null,4460,null,null,258,null,null,1312,null,null,1041,null,null,1664,null,null,1882,null,null,1468,null,null,1475,null,null,885,null,null,929,null,null,794,null,null,715,null,null,02
6931071,-555555555,436322,1477,1195100,1916,673240,2493,929487,3351,849315,3150,846513,3033,414697,7702,174681,5707,241890,6527,684376,1743,485450,1579,2734815,24679,380245,4870,895102,10412,370139,8967,385755,8471,252396,7660,179574,6076,82168,4260,27524,2183,38864,2849,76057,3539,46991,3321,3165430,21164,45349,4666,240514,8985,228183,7608,372277,7919,385804,7259,466699,6617,254752,6593,116807,5167,165307,5722,515523,4584,374215,4034,95943,6131,4162,1329,15335,2393,8700,1919,15619,2194,14585,2102,14642,1981,7224,1366,2574,786,3241,910,6331,1475,3530,996,934883,18041,6566,1475,44149,4740,66218,4623,155836,6484,196530,6701,185598,5695,70553,4259,27776,2622,34478,3131,86465,4140,60714,3424,-555555555,null,*****,1477,null,null,1916,null,null,2493,null,null,3351,null,null,3150,null,null,3033,null,null,7702,null,null,5707,null,null,6527,null,null,1743,null,null,1579,null,null,24679,null,null,4870,null,null,10412,null,null,8967,null,null,8471,null,null,7660,null,null,6076,null,null,4260,null,null,2183,null,null,2849,null,null,3539,null,null,3321,null,null,21164,null,null,4666,null,null,8985,null,null,7608,null,null,7919,null,null,7259,null,null,6617,null,null,6593,null,null,5167,null,null,5722,null,null,4584,null,null,4034,null,null,6131,null,null,1329,null,null,2393,null,null,1919,null,null,2194,null,null,2102,null,null,1981,null,null,1366,null,null,786,null,null,910,null,null,1475,null,null,996,null,null,18041,null,null,1475,null,null,4740,null,null,4623,null,null,6484,null,null,6701,null,null,5695,null,null,4259,null,null,2622,null,null,3131,null,null,4140,null,null,3424,null,null,04
2988248,-555555555,188716,2976,518644,3218,290440,3981,382578,4827,364966,4122,379035,4111,195113,5145,74403,3973,108723,4276,284288,2342,201342,1771,1829423,18237,162306,3736,402837,7192,179531,5003,220356,6456,189255,5629,199021,4735,99433,4433,39789,3068,57788,3832,160339,4343,118768,3656,1001413,16977,24507,2968,105125,6324,94660,4191,128724,6214,136928,5468,153986,4774,84768,4271,32613,2460,46702,3260,114386,4314,79014,3617,18820,2368,511,315,2570,1158,2583,1038,3127,991,2086,747,3328,921,2349,789,687,477,550,356,722,364,307,232,138592,6168,1392,714,8112,1562,13666,2241,30371,3044,36697,3102,22700,2627,8563,1615,1314,581,3683,854,8841,1440,3253,941,-555555555,null,*****,2976,null,null,3218,null,null,3981,null,null,4827,null,null,4122,null,null,4111,null,null,5145,null,null,3973,null,null,4276,null,null,2342,null,null,1771,null,null,18237,null,null,3736,null,null,7192,null,null,5003,null,null,6456,null,null,5629,null,null,4735,null,null,4433,null,null,3068,null,null,3832,null,null,4343,null,null,3656,null,null,16977,null,null,2968,null,null,6324,null,null,4191,null,null,6214,null,null,5468,null,null,4774,null,null,4271,null,null,2460,null,null,3260,null,null,4314,null,null,3617,null,null,2368,null,null,315,null,null,1158,null,null,1038,null,null,991,null,null,747,null,null,921,null,null,789,null,null,477,null,null,356,null,null,364,null,null,232,null,null,6168,null,null,714,null,null,1562,null,null,2241,null,null,3044,null,null,3102,null,null,2627,null,null,1615,null,null,581,null,null,854,null,null,1440,null,null,941,null,null,05
39250017,-555555555,2482422,2763,6610827,3205,3852527,4383,5902164,5589,5168066,5240,5198221,5025,2481314,19137,956568,13391,1249469,16759,3092039,3918,2256400,3816,21582633,57677,2295574,10134,5747759,16843,2876863,15435,3344406,22643,2103567,23155,1946612,17261,944684,14357,343080,8315,446144,10366,987149,13413,546795,8790,6452775,45873,99242,6663,384601,11822,353806,9957,792087,14511,765423,14459,922592,13389,567786,11981,238552,6795,355549,9001,1040838,11458,932299,9493,536946,13654,25655,2990,85168,5960,54030,3799,92081,5361,71567,4516,74421,4612,42546,3343,15945,1808,17603,1901,35296,3405,22634,2110,10677663,46799,61951,4444,393299,11247,567828,13339,1673590,20489,2227509,20491,2254596,14762,926298,13098,358991,7884,430173,10182,1028756,9441,754672,8973,-555555555,null,*****,2763,null,null,3205,null,null,4383,null,null,5589,null,null,5240,null,null,5025,null,null,19137,null,null,13391,null,null,16759,null,null,3918,null,null,3816,null,null,57677,null,null,10134,null,null,16843,null,null,15435,null,null,22643,null,null,23155,null,null,17261,null,null,14357,null,null,8315,null,null,10366,null,null,13413,null,null,8790,null,null,45873,null,null,6663,null,null,11822,null,null,9957,null,null,14511,null,null,14459,null,null,13389,null,null,11981,null,null,6795,null,null,9001,null,null,11458,null,null,9493,null,null,13654,null,null,2990,null,null,5960,null,null,3799,null,null,5361,null,null,4516,null,null,4612,null,null,3343,null,null,1808,null,null,1901,null,null,3405,null,null,2110,null,null,46799,null,null,4444,null,null,11247,null,null,13339,null,null,20489,null,null,20491,null,null,14762,null,null,13098,null,null,7884,null,null,10182,null,null,9441,null,null,8973,null,null,06
5540545,-555555555,335071,1994,925441,2372,534527,3770,837560,4068,745669,3842,719910,3756,371856,6788,139778,4915,187677,6104,460219,1900,282837,1881,2373842,22127,283188,4631,679982,8888,272919,7967,310829,8632,225067,6616,213965,6520,110107,3870,38232,2738,50926,3580,111342,4226,77285,2956,2541971,20685,43032,3879,202331,8285,209981,8033,405878,8305,371387,7631,392392,6626,221085,6198,87915,4052,118495,4249,310883,4323,178592,3478,79999,5219,2928,987,8693,1707,9636,1721,13935,1892,14225,1818,13326,1987,7014,1236,2321,894,2975,809,3422,780,1524,553,544733,14346,5923,1441,34435,3955,41991,3375,106918,5695,134990,6526,100227,4168,33650,2640,11310,1730,15281,2296,34572,2360,25436,2360,-555555555,null,*****,1994,null,null,2372,null,null,3770,null,null,4068,null,null,3842,null,null,3756,null,null,6788,null,null,4915,null,null,6104,null,null,1900,null,null,1881,null,null,22127,null,null,4631,null,null,8888,null,null,7967,null,null,8632,null,null,6616,null,null,6520,null,null,3870,null,null,2738,null,null,3580,null,null,4226,null,null,2956,null,null,20685,null,null,3879,null,null,8285,null,null,8033,null,null,8305,null,null,7631,null,null,6626,null,null,6198,null,null,4052,null,null,4249,null,null,4323,null,null,3478,null,null,5219,null,null,987,null,null,1707,null,null,1721,null,null,1892,null,null,1818,null,null,1987,null,null,1236,null,null,894,null,null,809,null,null,780,null,null,553,null,null,14346,null,null,1441,null,null,3955,null,null,3375,null,null,5695,null,null,6526,null,null,4168,null,null,2640,null,null,1730,null,null,2296,null,null,2360,null,null,2360,null,null,08
3576452,-555555555,185029,950,567133,1057,356553,2070,436596,2377,424492,1991,524729,1878,265460,5984,108071,4878,131749,5804,323635,1246,253005,1029,1975117,17520,160805,3054,433598,6471,220758,4953,237766,6350,184856,6155,249811,6094,121927,5131,51898,3583,59161,3544,144107,4276,110430,3475,955568,17724,17772,2419,94163,5671,84145,4623,101657,5987,110228,4372,155086,5690,90525,4845,35315,2722,47864,3975,121557,4107,97256,3316,131717,6730,2122,939,12684,2395,13696,2150,17632,2657,23411,2565,21414,2433,10243,1478,3616,787,4780,925,14045,1238,8074,1321,514050,13383,4330,1322,26688,3595,37954,3193,79541,4485,105997,5963,98418,4168,42765,3150,17242,2488,19944,2688,43926,2859,37245,2973,-555555555,null,*****,950,null,null,1057,null,null,2070,null,null,2377,null,null,1991,null,null,1878,null,null,5984,null,null,4878,null,null,5804,null,null,1246,null,null,1029,null,null,17520,null,null,3054,null,null,6471,null,null,4953,null,null,6350,null,null,6155,null,null,6094,null,null,5131,null,null,3583,null,null,3544,null,null,4276,null,null,3475,null,null,17724,null,null,2419,null,null,5671,null,null,4623,null,null,5987,null,null,4372,null,null,5690,null,null,4845,null,null,2722,null,null,3975,null,null,4107,null,null,3316,null,null,6730,null,null,939,null,null,2395,null,null,2150,null,null,2657,null,null,2565,null,null,2433,null,null,1478,null,null,787,null,null,925,null,null,1238,null,null,1321,null,null,13383,null,null,1322,null,null,3595,null,null,3193,null,null,4485,null,null,5963,null,null,4168,null,null,3150,null,null,2488,null,null,2688,null,null,2859,null,null,2973,null,null,09
952065,-555555555,55241,775,148996,774,85281,1211,128569,1402,110018,1350,125863,1107,69814,3131,23697,2208,37912,2730,100290,755,66384,634,428286,8550,46608,1573,105918,3544,43191,2728,55344,3005,42405,2773,47440,3034,25805,2252,7538,1107,11154,1550,25575,1840,17308,1614,417285,8565,7480,1322,37896,3301,33046,2266,50759,2808,43618,3208,61006,2641,36653,2950,14461,1998,23669,2129,65612,1968,43085,1752,17103,2657,449,352,1596,863,1591,784,2740,962,2472,841,3404,995,1991,882,486,390,499,393,1454,637,421,259,89391,5326,704,407,3586,1007,7453,1477,19726,2087,21523,2359,14013,2169,5365,1046,1212,429,2590,1009,7649,1396,5570,1312,-555555555,null,*****,775,null,null,774,null,null,1211,null,null,1402,null,null,1350,null,null,1107,null,null,3131,null,null,2208,null,null,2730,null,null,755,null,null,634,null,null,8550,null,null,1573,null,null,3544,null,null,2728,null,null,3005,null,null,2773,null,null,3034,null,null,2252,null,null,1107,null,null,1550,null,null,1840,null,null,1614,null,null,8565,null,null,1322,null,null,3301,null,null,2266,null,null,2808,null,null,3208,null,null,2641,null,null,2950,null,null,1998,null,null,2129,null,null,1968,null,null,1752,null,null,2657,null,null,352,null,null,863,null,null,784,null,null,962,null,null,841,null,null,995,null,null,882,null,null,390,null,null,393,null,null,637,null,null,259,null,null,5326,null,null,407,null,null,1007,null,null,1477,null,null,2087,null,null,2359,null,null,2169,null,null,1046,null,null,429,null,null,1009,null,null,1396,null,null,1312,null,null,10
681170,-555555555,43546,182,77236,3,80230,349,154662,208,98911,220,77605,428,35336,2254,13683,1637,20864,1970,46167,565,32930,422,253314,6445,34946,1632,58553,2155,24924,2015,39150,2673,25224,2210,26562,1994,12016,1547,5117,1062,8291,1399,12766,1227,5765,940,323546,6827,6795,1439,13567,2227,44956,2508,92008,3049,50296,2634,33648,2071,16588,1749,5917,1096,9628,1091,26643,1363,23500,1182,13679,1876,682,460,1330,587,1291,513,3332,921,3294,1016,2245,731,534,337,337,387,162,167,377,267,95,158,90631,5024,1123,663,3786,1221,9059,1418,20172,2329,20097,1970,15150,1595,6198,1264,2312,861,2783,790,6381,1076,3570,847,-555555555,null,*****,182,null,null,3,null,null,349,null,null,208,null,null,220,null,null,428,null,null,2254,null,null,1637,null,null,1970,null,null,565,null,null,422,null,null,6445,null,null,1632,null,null,2155,null,null,2015,null,null,2673,null,null,2210,null,null,1994,null,null,1547,null,null,1062,null,null,1399,null,null,1227,null,null,940,null,null,6827,null,null,1439,null,null,2227,null,null,2508,null,null,3049,null,null,2634,null,null,2071,null,null,1749,null,null,1096,null,null,1091,null,null,1363,null,null,1182,null,null,1876,null,null,460,null,null,587,null,null,513,null,null,921,null,null,1016,null,null,731,null,null,337,null,null,387,null,null,167,null,null,267,null,null,158,null,null,5024,null,null,663,null,null,1221,null,null,1418,null,null,2329,null,null,1970,null,null,1595,null,null,1264,null,null,861,null,null,790,null,null,1076,null,null,847,null,null,11
