B06001_001E,B06001_001M,B06001_002E,B06001_002M,B06001_003E,B06001_003M,B06001_004E,B06001_004M,B06001_005E,B06001_005M,B06001_006E,B06001_006M,B06001_007E,B06001_007M,B06001_008E,B06001_008M,B06001_009E,B06001_009M,B06001_010E,B06001_010M,B06001_011E,B06001_011M,B06001_012E,B06001_012M,B06001_013E,B06001_013M,B06001_014E,B06001_014M,B06001_015E,B06001_015M,B06001_016E,B06001_016M,B06001_017E,B06001_017M,B06001_018E,B06001_018M,B06001_019E,B06001_019M,B06001_020E,B06001_020M,B06001_021E,B06001_021M,B06001_022E,B06001_022M,B06001_023E,B06001_023M,B06001_024E,B06001_024M,B06001_025E,B06001_025M,B06001_026E,B06001_026M,B06001_027E,B06001_027M,B06001_028E,B06001_028M,B06001_029E,B06001_029M,B06001_030E,B06001_030M,B06001_031E,B06001_031M,B06001_032E,B06001_032M,B06001_033E,B06001_033M,B06001_034E,B06001_034M,B06001_035E,B06001_035M,B06001_036E,B06001_036M,B06001_037E,B06001_037M,B06001_038E,B06001_038M,B06001_039E,B06001_039M,B06001_040E,B06001_040M,B06001_041E,B06001_041M,B06001_042E,B06001_042M,B06001_043E,B06001_043M,B06001_044E,B06001_044M,B06001_045E,B06001_045M,B06001_046E,B06001_046M,B06001_047E,B06001_047M,B06001_048E,B06001_048M,B06001_049E,B06001_049M,B06001_050E,B06001_050M,B06001_051E,B06001_051M,B06001_052E,B06001_052M,B06001_053E,B06001_053M,B06001_054E,B06001_054M,B06001_055E,B06001_055M,B06001_056E,B06001_056M,B06001_057E,B06001_057M,B06001_058E,B06001_058M,B06001_059E,B06001_059M,B06001_060E,B06001_060M,B06001_001M,B06001_001EA,B06001_001MA,B06001_002M,B06001_002EA,B06001_002MA,B06001_003M,B06001_003EA,B06001_003MA,B06001_004M,B06001_004EA,B06001_004MA,B06001_005M,B06001_005EA,B06001_005MA,B06001_006M,B06001_006EA,B06001_006MA,B06001_007M,B06001_007EA,B06001_007MA,B06001_008M,B06001_008EA,B06001_008MA,B06001_009M,B06001_009EA,B06001_009MA,B06001_010M,B06001_010EA,B06001_010MA,B06001_011M,B06001_011EA,B06001_011MA,B06001_012M,B06001_012EA,B06001_012MA,B06001_013M,B06001_013EA,B06001_013MA,B06001_014M,B06001_014EA,B06001_014MA,B06001_015M,B06001_015EA,B06001_015MA,B06001_016M,B06001_016EA,B06001_016MA,B06001_017M,B06001_017EA,B06001_017MA,B06001_018M,B06001_018EA,B06001_018MA,B06001_019M,B06001_019EA,B06001_019MA,B06001_020M,B06001_020EA,B06001_020MA,B06001_021M,B06001_021EA,B06001_021MA,B06001_022M,B06001_022EA,B06001_022MA,B06001_023M,B06001_023EA,B06001_023MA,B06001_024M,B06001_024EA,B06001_024MA,B06001_025M,B06001_025EA,B06001_025MA,B06001_026M,B06001_026EA,B06001_026MA,B06001_027M,B06001_027EA,B06001_027MA,B06001_028M,B06001_028EA,B06001_028MA,B06001_029M,B06001_029EA,B06001_029MA,B06001_030M,B06001_030EA,B06001_030MA,B06001_031M,B06001_031EA,B06001_031MA,B06001_032M,B06001_032EA,B06001_032MA,B06001_033M,B06001_033EA,B06001_033MA,B06001_034M,B06001_034EA,B06001_034MA,B06001_035M,B06001_035EA,B06001_035MA,B06001_036M,B06001_036EA,B06001_036MA,B06001_037M,B06001_037EA,B06001_037MA,B06001_038M,B06001_038EA,B06001_038MA,B06001_039M,B06001_039EA,B06001_039MA,B06001_040M,B06001_040EA,B06001_040MA,B06001_041M,B06001_041EA,B06001_041MA,B06001_042M,B06001_042EA,B06001_042MA,B06001_043M,B06001_043EA,B06001_043MA,B06001_044M,B06001_044EA,B06001_044MA,B06001_045M,B06001_045EA,B06001_045MA,B06001_046M,B06001_046EA,B06001_046MA,B06001_047M,B06001_047EA,B06001_047MA,B06001_048M,B06001_048EA,B06001_048MA,B06001_049M,B06001_049EA,B06001_049MA,B06001_050M,B06001_050EA,B06001_050MA,B06001_051M,B06001_051EA,B06001_051MA,B06001_052M,B06001_052EA,B06001_052MA,B06001_053M,B06001_053EA,B06001_053MA,B06001_054M,B06001_054EA,B06001_054MA,B06001_055M,B06001_055EA,B06001_055MA,B06001_056M,B06001_056EA,B06001_056MA,B06001_057M,B06001_057EA,B06001_057MA,B06001_058M,B06001_058EA,B06001_058MA,B06001_059M,B06001_059EA,B06001_059MA,B06001_060M,B06001_060EA,B06001_060MA,state
1331479,-555555555,63941,938,191010,1119,109959,1517,157452,1661,151647,1654,191625,1681,109241,3259,43191,3240,56761,2698,151780,908,104872,585,833430,10704,56871,1636,151725,3658,68670,2332,98094,3762,90747,2653,108337,3172,60986,3259,22197,1975,30387,2187,79852,2758,65564,1962,431878,10420,6230,1435,34513,3497,35278,2702,50440,3824,50501,2871,72485,3320,43179,2556,19295,3077,23078,1830,62852,2859,34027,2091,15403,1874,231,254,1073,483,1122,671,2266,707,1995,603,2805,891,1453,529,492,260,1091,540,1957,809,918,354,50768,3878,609,335,3699,1180,4889,968,6652,1485,8404,1687,7998,1458,3623,807,1207,517,2205,644,7119,1404,4363,876,-555555555,null,*****,938,null,null,1119,null,null,1517,null,null,1661,null,null,1654,null,null,1681,null,null,3259,null,null,3240,null,null,2698,null,null,908,null,null,585,null,null,10704,null,null,1636,null,null,3658,null,null,2332,null,null,3762,null,null,2653,null,null,3172,null,null,3259,null,null,1975,null,null,2187,null,null,2758,null,null,1962,null,null,10420,null,null,1435,null,null,3497,null,null,2702,null,null,3824,null,null,2871,null,null,3320,null,null,2556,null,null,3077,null,null,1830,null,null,2859,null,null,2091,null,null,1874,null,null,254,null,null,483,null,null,671,null,null,707,null,null,603,null,null,891,null,null,529,null,null,260,null,null,540,null,null,809,null,null,354,null,null,3878,null,null,335,null,null,1180,null,null,968,null,null,1485,null,null,1687,null,null,1458,null,null,807,null,null,517,null,null,644,null,null,1404,null,null,876,null,null,23
6016447,-555555555,362895,1594,983257,1737,547787,3942,832284,4902,765502,3536,854684,3193,421724,8430,153324,5450,218542,6862,518401,2038,358047,1637,2865998,22729,294660,4390,700262,9031,307531,7404,377471,7648,263288,7609,314839,7000,160549,5699,56942,3512,82678,3835,180774,5088,127004,3603,2135239,22759,56279,4287,212162,7956,162265,6088,276697,8563,274721,8107,351939,7568,183826,5819,72084,3313,103809,4528,261111,4937,180346,3746,93340,5599,3459,1095,16703,2184,8170,1314,17133,2972,15590,2275,14288,1979,6089,1082,2155,598,3374,1098,4255,809,2124,641,921870,17626,8497,1949,54130,4931,69821,4833,160983,6320,211903,6596,173618,5008,71260,4237,22143,2626,28681,2665,72261,3213,48573,2444,-555555555,null,*****,1594,null,null,1737,null,null,3942,null,null,4902,null,null,3536,null,null,3193,null,null,8430,null,null,5450,null,null,6862,null,null,2038,null,null,1637,null,null,22729,null,null,4390,null,null,9031,null,null,7404,null,null,7648,null,null,7609,null,null,7000,null,null,5699,null,null,3512,null,null,3835,null,null,5088,null,null,3603,null,null,22759,null,null,4287,null,null,7956,null,null,6088,null,null,8563,null,null,8107,null,null,7568,null,null,5819,null,null,3313,null,null,4528,null,null,4937,null,null,3746,null,null,5599,null,null,1095,null,null,2184,null,null,1314,null,null,2972,null,null,2275,null,null,1979,null,null,1082,null,null,598,null,null,1098,null,null,809,null,null,641,null,null,17626,null,null,1949,null,null,4931,null,null,4833,null,null,6320,null,null,6596,null,null,5008,null,null,4237,null,null,2626,null,null,2665,null,null,3213,null,null,2444,null,null,24
6811779,-555555555,359774,1483,1019173,1634,705317,2897,950957,2627,826713,2671,960054,2583,481240,6871,178535,6341,255591,6390,612922,1746,461503,1552,4150373,21705,322296,3667,817532,9328,436398,7709,503236,8075,391216,6978,515876,7332,275813,6366,103558,5021,150299,5716,352307,5096,281842,4914,1342766,17409,24112,2707,118465,6254,150685,6762,208194,7057,176643,6258,208160,6182,108061,4138,40011,2231,59652,3163,155414,5511,93369,4369,194758,9219,3844,1185,23395,3449,23510,3378,30370,3003,33603,3110,30581,2413,13217,1486,5920,1331,6491,1487,14954,1691,8873,1475,1123882,17519,9522,1586,59781,5284,94724,5878,209157,6304,225251,6576,205437,5691,84149,4557,29046,2730,39149,2673,90247,4249,77419,4002,-555555555,null,*****,1483,null,null,1634,null,null,2897,null,null,2627,null,null,2671,null,null,2583,null,null,6871,null,null,6341,null,null,6390,null,null,1746,null,null,1552,null,null,21705,null,null,3667,null,null,9328,null,null,7709,null,null,8075,null,null,6978,null,null,7332,null,null,6366,null,null,5021,null,null,5716,null,null,5096,null,null,4914,null,null,17409,null,null,2707,null,null,6254,null,null,6762,null,null,7057,null,null,6258,null,null,6182,null,null,4138,null,null,2231,null,null,3163,null,null,5511,null,null,4369,null,null,9219,null,null,1185,null,null,3449,null,null,3378,null,null,3003,null,null,3110,null,null,2413,null,null,1486,null,null,1331,null,null,1487,null,null,1691,null,null,1475,null,null,17519,null,null,1586,null,null,5284,null,null,5878,null,null,6304,null,null,6576,null,null,5691,null,null,4557,null,null,2730,null,null,2673,null,null,4249,null,null,4002,null,null,25
9928300,-555555555,571663,2272,1619520,2705,976715,3626,1248301,3960,1158269,3318,1349140,3345,729622,7671,278441,7029,387564,7477,940210,1927,668855,1659,7578763,21965,525525,4376,1409207,8135,776175,6913,928703,8332,847032,7442,987663,6784,547793,7985,205797,6102,286257,6218,636451,5968,428160,5019,1608320,18599,37041,3643,149159,6862,129483,5636,191470,6979,170425,5678,239313,5773,131010,4735,54184,3015,76692,3771,240401,5473,189142,4722,78938,5700,3362,1169,14854,2508,12224,1616,13293,1712,10318,1622,9515,1506,4751,858,1384,633,2250,707,3802,980,3185,844,662279,12303,5735,1167,46300,3931,58833,3525,114835,5318,130494,4444,112649,4313,46068,3403,17076,1662,22365,2169,59556,3019,48368,3276,-555555555,null,*****,2272,null,null,2705,null,null,3626,null,null,3960,null,null,3318,null,null,3345,null,null,7671,null,null,7029,null,null,7477,null,null,1927,null,null,1659,null,null,21965,null,null,4376,null,null,8135,null,null,6913,null,null,8332,null,null,7442,null,null,6784,null,null,7985,null,null,6102,null,null,6218,null,null,5968,null,null,5019,null,null,18599,null,null,3643,null,null,6862,null,null,5636,null,null,6979,null,null,5678,null,null,5773,null,null,4735,null,null,3015,null,null,3771,null,null,5473,null,null,4722,null,null,5700,null,null,1169,null,null,2508,null,null,1616,null,null,1712,null,null,1622,null,null,1506,null,null,858,null,null,633,null,null,707,null,null,980,null,null,844,null,null,12303,null,null,1167,null,null,3931,null,null,3525,null,null,5318,null,null,4444,null,null,4313,null,null,3403,null,null,1662,null,null,2169,null,null,3019,null,null,3276,null,null,26
5519952,-555555555,351080,1829,937543,1975,506046,3502,744809,3982,680392,3270,727552,2864,392973,5623,144268,4507,204954,5227,471206,1711,359129,1391,3751342,16437,313546,3473,769289,6298,350646,5567,447588,5015,388616,4999,446452,6238,255770,4993,92952,3477,133630,4555,309835,3778,243018,3697,1276652,14250,30477,2670,122842,5878,109947,4728,187683,5776,180088,5150,205276,5627,107749,4431,41037,2502,59074,2836,134792,3824,97687,3294,39522,3113,1279,528,6920,1345,4720,1080,6199,1201,6032,1066,6325,960,3488,748,805,320,1239,446,1088,315,1427,647,452436,10122,5778,1236,38492,3492,40733,3479,103339,4905,105656,3725,69499,3114,25966,2669,9474,1438,11011,1522,25491,2068,16997,1508,-555555555,null,*****,1829,null,null,1975,null,null,3502,null,null,3982,null,null,3270,null,null,2864,null,null,5623,null,null,4507,null,null,5227,null,null,1711,null,null,1391,null,null,16437,null,null,3473,null,null,6298,null,null,5567,null,null,5015,null,null,4999,null,null,6238,null,null,4993,null,null,3477,null,null,4555,null,null,3778,null,null,3697,null,null,14250,null,null,2670,null,null,5878,null,null,4728,null,null,5776,null,null,5150,null,null,5627,null,null,4431,null,null,2502,null,null,2836,null,null,3824,null,null,3294,null,null,3113,null,null,528,null,null,1345,null,null,1080,null,null,1201,null,null,1066,null,null,960,null,null,748,null,null,320,null,null,446,null,null,315,null,null,647,null,null,10122,null,null,1236,null,null,3492,null,null,3479,null,null,4905,null,null,3725,null,null,3114,null,null,2669,null,null,1438,null,null,1522,null,null,2068,null,null,1508,null,null,27
2988726,-555555555,186830,2989,536323,3318,308551,4973,378612,6699,374600,5752,375436,4786,195279,5008,73151,4507,110310,4375,270109,2446,179525,2630,2138159,16725,164781,3564,428875,7773,224487,5158,259984,7309,251467,6914,242159,5460,127044,4474,49183,3281,75057,4173,184432,3590,130690,3454,772288,16567,21201,2483,100674,7210,77326,5182,102622,6085,106828,5721,119935,4841,61745,3452,22148,2494,32916,2489,80549,3385,46344,3101,19513,2684,217,267,2938,1265,2154,1095,2821,1006,2705,788,3683,1296,1988,787,955,651,561,253,1182,611,309,278,58766,4477,631,347,3836,1160,4584,1180,13185,2418,13600,1823,9659,1832,4502,1096,865,310,1776,755,3946,1000,2182,795,-555555555,null,*****,2989,null,null,3318,null,null,4973,null,null,6699,null,null,5752,null,null,4786,null,null,5008,null,null,4507,null,null,4375,null,null,2446,null,null,2630,null,null,16725,null,null,3564,null,null,7773,null,null,5158,null,null,7309,null,null,6914,null,null,5460,null,null,4474,null,null,3281,null,null,4173,null,null,3590,null,null,3454,null,null,16567,null,null,2483,null,null,7210,null,null,5182,null,null,6085,null,null,5721,null,null,4841,null,null,3452,null,null,2494,null,null,2489,null,null,3385,null,null,3101,null,null,2684,null,null,267,null,null,1265,null,null,1095,null,null,1006,null,null,788,null,null,1296,null,null,787,null,null,651,null,null,253,null,null,611,null,null,278,null,null,4477,null,null,347,null,null,1160,null,null,1180,null,null,2418,null,null,1823,null,null,1832,null,null,1096,null,null,310,null,null,755,null,null,1000,null,null,795,null,null,28
6093000,-555555555,371532,2913,1018532,2888,581922,5154,799577,5111,737255,4427,792112,3995,434237,6505,163531,5424,217323,5838,560897,2344,416082,1907,4037437,23946,325950,4266,828335,9086,404533,7195,487861,8316,441431,7918,477266,7674,267682,6996,94846,3939,130228,4690,324846,5114,254459,5133,1763250,21964,42448,4035,165897,8362,145900,6868,252493,6752,233289,6908,265300,7348,148209,5845,62601,4010,79260,4022,217651,5145,150202,4616,43111,4458,1213,619,6158,1486,4766,1041,9458,2161,7014,1450,6575,1162,3233,915,886,489,1666,547,1535,580,607,305,249202,9951,1921,947,18142,2830,26723,2881,49765,3639,55521,3818,42971,3651,15113,1787,5198,1295,6169,1157,16865,2317,10814,1422,-555555555,null,*****,2913,null,null,2888,null,null,5154,null,null,5111,null,null,4427,null,null,3995,null,null,6505,null,null,5424,null,null,5838,null,null,2344,null,null,1907,null,null,23946,null,null,4266,null,null,9086,null,null,7195,null,null,8316,null,null,7918,null,null,7674,null,null,6996,null,null,3939,null,null,4690,null,null,5114,null,null,5133,null,null,21964,null,null,4035,null,null,8362,null,null,6868,null,null,6752,null,null,6908,null,null,7348,null,null,5845,null,null,4010,null,null,4022,null,null,5145,null,null,4616,null,null,4458,null,null,619,null,null,1486,null,null,1041,null,null,2161,null,null,1450,null,null,1162,null,null,915,null,null,489,null,null,547,null,null,580,null,null,305,null,null,9951,null,null,947,null,null,2830,null,null,2881,null,null,3639,null,null,3818,null,null,3651,null,null,1787,null,null,1295,null,null,1157,null,null,2317,null,null,1422,null,null,29
1042520,-555555555,61143,1458,167531,2117,101230,2323,126836,2198,120268,1725,127833,1790,77803,3267,30689,2476,45306,3176,109577,907,74304,557,570457,9849,52648,2017,123611,4025,57027,3276,64485,2842,60274,2892,56232,2956,38906,3036,14572,1612,19080,2181,47892,2233,35730,2035,441361,9901,8100,1483,40377,3870,40102,3338,58021,2634,55640,2917,66415,3143,36399,2525,15621,1850,25288,2344,59043,2182,36355,2039,8809,1457,292,208,1813,713,991,616,1328,470,1128,456,1544,589,861,428,83,60,234,144,356,257,179,161,21893,2335,103,124,1730,694,3110,1087,3002,975,3226,932,3642,1007,1637,632,413,250,704,341,2286,601,2040,678,-555555555,null,*****,1458,null,null,2117,null,null,2323,null,null,2198,null,null,1725,null,null,1790,null,null,3267,null,null,2476,null,null,3176,null,null,907,null,null,557,null,null,9849,null,null,2017,null,null,4025,null,null,3276,null,null,2842,null,null,2892,null,null,2956,null,null,3036,null,null,1612,null,null,2181,null,null,2233,null,null,2035,null,null,9901,null,null,1483,null,null,3870,null,null,3338,null,null,2634,null,null,2917,null,null,3143,null,null,2525,null,null,1850,null,null,2344,null,null,2182,null,null,2039,null,null,1457,null,null,208,null,null,713,null,null,616,null,null,470,null,null,456,null,null,589,null,null,428,null,null,60,null,null,144,null,null,257,null,null,161,null,null,2335,null,null,124,null,null,694,null,null,1087,null,null,975,null,null,932,null,null,1007,null,null,632,null,null,250,null,null,341,null,null,601,null,null,678,null,null,30
1907116,-555555555,132157,1865,341928,1878,189211,2414,255384,3137,233281,3228,228611,2442,123171,3676,50789,2403,67294,3047,158782,1216,126508,1190,1233106,9486,115260,2259,260581,4758,120577,3368,144790,3419,131065,3512,131306,2809,74497,2761,32187,2013,40758,2552,98633,2275,83452,2163,524893,9959,14359,1650,66635,4297,52033,3228,74249,3912,70412,3708,73267,3055,40627,2618,16117,1339,23086,1989,54324,2458,39784,2241,14980,1855,815,414,2690,1000,1721,524,2531,681,2674,758,1733,555,1368,639,671,308,397,238,315,210,65,66,134137,5301,1723,832,12022,1839,14880,2086,33814,2570,29130,2889,22305,2376,6679,1266,1814,569,3053,860,5510,972,3207,743,-555555555,null,*****,1865,null,null,1878,null,null,2414,null,null,3137,null,null,3228,null,null,2442,null,null,3676,null,null,2403,null,null,3047,null,null,1216,null,null,1190,null,null,9486,null,null,2259,null,null,4758,null,null,3368,null,null,3419,null,null,3512,null,null,2809,null,null,2761,null,null,2013,null,null,2552,null,null,2275,null,null,2163,null,null,9959,null,null,1650,null,null,4297,null,null,3228,null,null,3912,null,null,3708,null,null,3055,null,null,2618,null,null,1339,null,null,1989,null,null,2458,null,null,2241,null,null,1855,null,null,414,null,null,1000,null,null,524,null,null,681,null,null,758,null,null,555,null,null,639,null,null,308,null,null,238,null,null,210,null,null,66,null,null,5301,null,null,832,null,null,1839,null,null,2086,null,null,2570,null,null,2889,null,null,2376,null,null,1266,null,null,569,null,null,860,null,null,972,null,null,743,null,null,31
2940058,-555555555,183361,1011,494141,1134,251946,2136,424305,2287,390373,2308,391041,2069,186877,5322,75347,4079,100906,4519,275928,1240,165833,1201,777124,13987,148203,3188,319442,7898,98543,5351,85932,4526,45881,3574,38534,3182,15528,2216,3915,809,4621,918,9909,1442,6616,1228,1525510,15486,30657,2933,143273,7367,116200,5491,230525,6576,202801,5303,223794,4344,121882,4419,53223,3060,72257,3761,207079,2550,123819,1952,50625,4212,1761,739,6637,1714,3612,883,8922,1583,8356,1338,7354,1479,4468,1238,1215,587,2832,789,3317,816,2151,832,586799,12084,2740,966,24789,2815,33591,2972,98926,4659,133335,4925,121359,4011,44999,3293,16994,2179,21196,2205,55623,2473,33247,2119,-555555555,null,*****,1011,null,null,1134,null,null,2136,null,null,2287,null,null,2308,null,null,2069,null,null,5322,null,null,4079,null,null,4519,null,null,1240,null,null,1201,null,null,13987,null,null,3188,null,null,7898,null,null,5351,null,null,4526,null,null,3574,null,null,3182,null,null,2216,null,null,809,null,null,918,null,null,1442,null,null,1228,null,null,15486,null,null,2933,null,null,7367,null,null,5491,null,null,6576,null,null,5303,null,null,4344,null,null,4419,null,null,3060,null,null,3761,null,null,2550,null,null,1952,null,null,4212,null,null,739,null,null,1714,null,null,883,null,null,1583,null,null,1338,null,null,1479,null,null,1238,null,null,587,null,null,789,null,null,816,null,null,832,null,null,12084,null,null,966,null,null,2815,null,null,2972,null,null,4659,null,null,4925,null,null,4011,null,null,3293,null,null,2179,null,null,2205,null,null,2473,null,null,2119,null,null,32
1334795,-555555555,64478,1242,195363,1040,127368,1752,160594,1981,152488,2211,202258,1612,110308,4002,39387,2626,55619,2829,135174,1171,91758,889,556747,10104,50654,2012,129419,4555,62044,3157,70220,3654,54610,3133,62500,3619,30950,2498,11714,1460,15622,1911,38773,2479,30241,2183,684400,9745,12622,1646,56600,3736,58790,3361,77008,3418,81060,3205,120939,3620,71888,3882,24844,2356,36697,2677,88597,2715,55355,2336,17339,2484,268,246,2841,1486,1320,760,1638,790,3939,1295,3351,945,896,501,741,387,648,321,574,287,1123,517,76309,4678,934,562,6503,1365,5214,1177,11728,1896,12879,1966,15468,2217,6574,1381,2088,716,2652,741,7230,1267,5039,1064,-555555555,null,*****,1242,null,null,1040,null,null,1752,null,null,1981,null,null,2211,null,null,1612,null,null,4002,null,null,2626,null,null,2829,null,null,1171,null,null,889,null,null,10104,null,null,2012,null,null,4555,null,null,3157,null,null,3654,null,null,3133,null,null,3619,null,null,2498,null,null,1460,null,null,1911,null,null,2479,null,null,2183,null,null,9745,null,null,1646,null,null,3736,null,null,3361,null,null,3418,null,null,3205,null,null,3620,null,null,3882,null,null,2356,null,null,2677,null,null,2715,null,null,2336,null,null,2484,null,null,246,null,null,1486,null,null,760,null,null,790,null,null,1295,null,null,945,null,null,501,null,null,387,null,null,321,null,null,287,null,null,517,null,null,4678,null,null,562,null,null,1365,null,null,1177,null,null,1896,null,null,1966,null,null,2217,null,null,1381,null,null,716,null,null,741,null,null,1267,null,null,1064,null,null,33
8944469,-555555555,520170,1246,1464269,1472,788858,2175,1157062,2640,1151388,2948,1294506,2167,643214,9135,239602,5999,313245,7329,781146,2201,591009,2044,4667133,22881,446655,4898,1116350,10902,520811,7258,571435,9392,452982,8423,529775,9133,276746,6158,95627,4159,125507,5639,302489,6346,228756,4773,2047250,25835,54811,4287,227184,9627,128596,5286,217547,7449,243149,7657,335235,8656,185714,5609,74870,3954,98693,5044,263752,6105,217699,4941,214001,9595,5774,1419,25002,3377,16351,2528,24997,3262,27065,2876,34477,3412,19178,2277,8282,1578,8931,1360,27762,2652,16182,2068,2016085,22331,12930,2168,95733,5545,123100,6240,343083,8974,428192,8135,395019,6661,161576,4976,60823,2972,80114,3582,187143,5148,128372,4234,-555555555,null,*****,1246,null,null,1472,null,null,2175,null,null,2640,null,null,2948,null,null,2167,null,null,9135,null,null,5999,null,null,7329,null,null,2201,null,null,2044,null,null,22881,null,null,4898,null,null,10902,null,null,7258,null,null,9392,null,null,8423,null,null,9133,null,null,6158,null,null,4159,null,null,5639,null,null,6346,null,null,4773,null,null,25835,null,null,4287,null,null,9627,null,null,5286,null,null,7449,null,null,7657,null,null,8656,null,null,5609,null,null,3954,null,null,5044,null,null,6105,null,null,4941,null,null,9595,null,null,1419,null,null,3377,null,null,2528,null,null,3262,null,null,2876,null,null,3412,null,null,2277,null,null,1578,null,null,1360,null,null,2652,null,null,2068,null,null,22331,null,null,2168,null,null,5545,null,null,6240,null,null,8974,null,null,8135,null,null,6661,null,null,4976,null,null,2972,null,null,3582,null,null,5148,null,null,4234,null,null,34
2081015,-555555555,125126,1342,364388,1766,200120,3504,276979,4208,249353,3573,249585,3250,139921,4265,54622,3119,78860,3747,202780,1661,139281,1558,1101045,13799,104869,2765,268546,5319,124540,3896,148639,6251,114418,4288,106060,4589,59926,3700,22685,2282,30834,2464,70020,2852,50508,2610,757534,13623,18447,2589,81160,5249,58739,3379,95271,5509,85947,4505,102068,4154,60725,2953,26233,1989,40634,2754,113586,3024,74724,2532,24030,2855,951,606,3033,881,2338,832,3127,977,5125,1619,3583,949,2443,970,547,320,795,354,1439,552,649,367,198406,8708,859,450,11649,2119,14503,2040,29942,3096,43863,3708,37874,3311,16827,2118,5157,1259,6597,1268,17735,1948,13400,2021,-555555555,null,*****,1342,null,null,1766,null,null,3504,null,null,4208,null,null,3573,null,null,3250,null,null,4265,null,null,3119,null,null,3747,null,null,1661,null,null,1558,null,null,13799,null,null,2765,null,null,5319,null,null,3896,null,null,6251,null,null,4288,null,null,4589,null,null,3700,null,null,2282,null,null,2464,null,null,2852,null,null,2610,null,null,13623,null,null,2589,null,null,5249,null,null,3379,null,null,5509,null,null,4505,null,null,4154,null,null,2953,null,null,1989,null,null,2754,null,null,3024,null,null,2532,null,null,2855,null,null,606,null,null,881,null,null,832,null,null,977,null,null,1619,null,null,949,null,null,970,null,null,320,null,null,354,null,null,552,null,null,367,null,null,8708,null,null,450,null,null,2119,null,null,2040,null,null,3096,null,null,3708,null,null,3311,null,null,2118,null,null,1259,null,null,1268,null,null,1948,null,null,2021,null,null,35
19745289,-555555555,1159019,2442,3020367,2571,1912311,4235,2886788,4596,2460284,3438,2708708,3641,1342783,13929,520098,9129,704150,11890,1715037,2766,1315744,2079,12385765,37609,1067965,6506,2560714,14198,1342038,11384,1596893,16549,1213092,12758,1490805,11724,771094,11086,299317,7753,395179,9147,932544,8122,716124,7666,2332917,24467,52196,4379,198836,8621,247034,7870,471521,11127,314379,8618,307675,8494,154761,6227,62430,3568,86704,3899,244759,5850,192622,6125,490492,13322,14964,2256,53635,4423,36879,4296,64337,4305,57720,4353,68284,5095,32767,3088,13458,1852,22512,2552,68618,3811,57318,4386,4536115,36101,23894,2704,207182,10679,286360,8884,754037,14974,875093,13062,841944,11876,384161,9527,144893,5226,199755,6745,469116,9188,349680,6013,-555555555,null,*****,2442,null,null,2571,null,null,4235,null,null,4596,null,null,3438,null,null,3641,null,null,13929,null,null,9129,null,null,11890,null,null,2766,null,null,2079,null,null,37609,null,null,6506,null,null,14198,null,null,11384,null,null,16549,null,null,12758,null,null,11724,null,null,11086,null,null,7753,null,null,9147,null,null,8122,null,null,7666,null,null,24467,null,null,4379,null,null,8621,null,null,7870,null,null,11127,null,null,8618,null,null,8494,null,null,6227,null,null,3568,null,null,3899,null,null,5850,null,null,6125,null,null,13322,null,null,2256,null,null,4423,null,null,4296,null,null,4305,null,null,4353,null,null,5095,null,null,3088,null,null,1852,null,null,2552,null,null,3811,null,null,4386,null,null,36101,null,null,2704,null,null,10679,null,null,8884,null,null,14974,null,null,13062,null,null,11876,null,null,9527,null,null,5226,null,null,6745,null,null,9188,null,null,6013,null,null,36
10146788,-555555555,594593,4096,1702301,4760,972709,6929,1321286,8630,1304270,9213,1385796,6911,674152,8903,254152,7391,368938,9078,944866,3549,623725,3574,5768146,34142,511402,6108,1276348,12879,576471,8414,640208,10073,582566,10261,634050,10711,337651,8313,130782,5280,196120,6591,514706,6310,367842,6798,3474472,31786,72209,5165,359501,11412,316715,8556,498893,11086,500455,11031,583634,9973,281932,7712,102915,5153,151999,6041,380556,6705,225663,6328,114532,6192,3750,1075,14507,2455,11481,1932,21475,2450,19795,2660,18885,2217,8403,1458,2942,1057,3053,719,6203,1361,4038,1315,789638,14228,7232,1502,51945,4299,68042,4545,160710,7014,201454,6718,149227,5952,46166,3803,17513,2356,17766,2069,43401,2817,26182,2507,-555555555,null,*****,4096,null,null,4760,null,null,6929,null,null,8630,null,null,9213,null,null,6911,null,null,8903,null,null,7391,null,null,9078,null,null,3549,null,null,3574,null,null,34142,null,null,6108,null,null,12879,null,null,8414,null,null,10073,null,null,10261,null,null,10711,null,null,8313,null,null,5280,null,null,6591,null,null,6310,null,null,6798,null,null,31786,null,null,5165,null,null,11412,null,null,8556,null,null,11086,null,null,11031,null,null,9973,null,null,7712,null,null,5153,null,null,6041,null,null,6705,null,null,6328,null,null,6192,null,null,1075,null,null,2455,null,null,1932,null,null,2450,null,null,2660,null,null,2217,null,null,1458,null,null,1057,null,null,719,null,null,1361,null,null,1315,null,null,14228,null,null,1502,null,null,4299,null,null,4545,null,null,7014,null,null,6718,null,null,5952,null,null,3803,null,null,2356,null,null,2069,null,null,2817,null,null,2507,null,null,37
