B17020I_001E,B17020I_001M,B17020I_002E,B17020I_002M,B17020I_003E,B17020I_003M,B17020I_004E,B17020I_004M,B17020I_005E,B17020I_005M,B17020I_006E,B17020I_006M,B17020I_007E,B17020I_007M,B17020I_008E,B17020I_008M,B17020I_009E,B17020I_009M,B17020I_010E,B17020I_010M,B17020I_011E,B17020I_011M,B17020I_012E,B17020I_012M,B17020I_013E,B17020I_013M,B17020I_014E,B17020I_014M,B17020I_015E,B17020I_015M,B17020I_016E,B17020I_016M,B17020I_017E,B17020I_017M,B17020I_001M,B17020I_001EA,B17020I_001MA,B17020I_002M,B17020I_002EA,B17020I_002MA,B17020I_003M,B17020I_003EA,B17020I_003MA,B17020I_004M,B17020I_004EA,B17020I_004MA,B17020I_005M,B17020I_005EA,B17020I_005MA,B17020I_006M,B17020I_006EA,B17020I_006MA,B17020I_007M,B17020I_007EA,B17020I_007MA,B17020I_008M,B17020I_008EA,B17020I_008MA,B17020I_009M,B17020I_009EA,B17020I_009MA,B17020I_010M,B17020I_010EA,B17020I_010MA,B17020I_011M,B17020I_011EA,B17020I_011MA,B17020I_012M,B17020I_012EA,B17020I_012MA,B17020I_013M,B17020I_013EA,B17020I_013MA,B17020I_014M,B17020I_014EA,B17020I_014MA,B17020I_015M,B17020I_015EA,B17020I_015MA,B17020I_016M,B17020I_016EA,B17020I_016MA,B17020I_017M,B17020I_017EA,B17020I_017MA,state
414002,1163,72690,7875,12247,1993,12244,2305,6994,1626,37550,4431,2810,1022,480,716,365,243,341312,8062,43131,2686,42080,2971,40410,3231,190875,4818,20009,1772,3935,700,872,372,1163,null,null,7875,null,null,1993,null,null,2305,null,null,1626,null,null,4431,null,null,1022,null,null,716,null,null,243,null,null,8062,null,null,2686,null,null,2971,null,null,3231,null,null,4818,null,null,1772,null,null,700,null,null,372,null,null,49
11306,1116,2420,677,240,159,317,172,107,109,1304,478,452,379,0,151,0,151,8886,1145,767,276,1015,498,1185,844,4846,946,908,436,118,114,47,67,1116,null,null,677,null,null,159,null,null,172,null,null,109,null,null,478,null,null,379,null,null,151,null,null,151,null,null,1145,null,null,276,null,null,498,null,null,844,null,null,946,null,null,436,null,null,114,null,null,67,null,null,50
741127,4511,120725,10840,21169,3315,16940,2527,14771,2449,62291,5679,4200,1291,778,454,576,707,620402,11567,61480,3455,67041,3914,56244,3053,389651,6365,37647,2626,5477,1044,2862,1002,4511,null,null,10840,null,null,3315,null,null,2527,null,null,2449,null,null,5679,null,null,1291,null,null,454,null,null,707,null,null,11567,null,null,3455,null,null,3914,null,null,3053,null,null,6365,null,null,2626,null,null,1044,null,null,1002,null,null,51
890555,2110,173191,11936,29404,3458,29684,3356,22839,3123,83557,5629,5568,1393,903,373,1236,671,717364,12080,84879,3843,86930,3981,82103,4424,414673,5810,39640,2483,7450,1269,1689,541,2110,null,null,11936,null,null,3458,null,null,3356,null,null,3123,null,null,5629,null,null,1393,null,null,373,null,null,671,null,null,12080,null,null,3843,null,null,3981,null,null,4424,null,null,5810,null,null,2483,null,null,1269,null,null,541,null,null,53
24744,2346,5651,1940,1071,896,929,572,671,580,2764,713,152,145,42,57,22,47,19093,1742,2521,761,2143,544,1856,539,9689,1209,2463,847,285,187,136,185,2346,null,null,1940,null,null,896,null,null,572,null,null,580,null,null,713,null,null,145,null,null,57,null,null,47,null,null,1742,null,null,761,null,null,544,null,null,539,null,null,1209,null,null,847,null,null,187,null,null,185,null,null,54
376559,1711,85069,7953,15617,2186,14206,2206,10494,2017,40370,3578,3194,1037,698,347,490,326,291490,8308,31076,2154,37972,3220,35734,2915,166588,4210,16015,1336,3437,951,668,306,1711,null,null,7953,null,null,2186,null,null,2206,null,null,2017,null,null,3578,null,null,1037,null,null,347,null,null,326,null,null,8308,null,null,2154,null,null,3220,null,null,2915,null,null,4210,null,null,1336,null,null,951,null,null,306,null,null,55
54858,782,9138,2379,1350,854,1092,641,512,325,4700,1337,1105,704,190,271,189,256,45720,2391,5495,1117,6660,1211,4315,845,23849,1845,3597,620,1398,528,406,259,782,null,null,2379,null,null,854,null,null,641,null,null,325,null,null,1337,null,null,704,null,null,271,null,null,256,null,null,2391,null,null,1117,null,null,1211,null,null,845,null,null,1845,null,null,620,null,null,528,null,null,259,null,null,56
3335298,5248,1452841,26129,122589,4692,128525,6195,134661,5639,745421,15394,208446,6851,82371,3865,30828,2437,1882457,25394,69864,4109,95996,6013,131410,5756,1064300,14162,360682,8385,117107,4074,43098,2690,5248,null,null,26129,null,null,4692,null,null,6195,null,null,5639,null,null,15394,null,null,6851,null,null,3865,null,null,2437,null,null,25394,null,null,4109,null,null,6013,null,null,5756,null,null,14162,null,null,8385,null,null,4074,null,null,2690,null,null,72
194958,2108,58715,6922,10778,1988,10796,1788,8551,1924,26632,3836,1220,651,703,533,35,59,136243,7342,17611,2605,16336,2457,13428,2176,79442,4406,6891,1400,1854,731,681,436,2108,null,null,6922,null,null,1988,null,null,1788,null,null,1924,null,null,3836,null,null,651,null,null,533,null,null,59,null,null,7342,null,null,2605,null,null,2457,null,null,2176,null,null,4406,null,null,1400,null,null,731,null,null,436,null,null,01
49073,648,7896,2130,1090,537,1770,873,1147,877,3847,1130,42,71,0,155,0,155,41177,2091,5039,824,3621,999,4271,1311,26128,1327,1844,533,165,123,109,150,648,null,null,2130,null,null,537,null,null,873,null,null,877,null,null,1130,null,null,71,null,null,155,null,null,155,null,null,2091,null,null,824,null,null,999,null,null,1311,null,null,1327,null,null,533,null,null,123,null,null,150,null,null,02
2089060,3944,490403,20428,71982,5270,80636,5451,71973,5473,231173,10579,27105,2729,5252,1060,2282,842,1598657,20643,152554,5460,162289,6745,160965,6850,943655,12075,134235,3923,33645,2029,11314,1690,3944,null,null,20428,null,null,5270,null,null,5451,null,null,5473,null,null,10579,null,null,2729,null,null,1060,null,null,842,null,null,20643,null,null,5460,null,null,6745,null,null,6850,null,null,12075,null,null,3923,null,null,2029,null,null,1690,null,null,04
210330,1518,56135,6774,8971,2004,9852,2143,9478,2027,24691,2926,2620,1174,523,311,0,197,154195,6831,18075,2286,18775,2816,19126,2900,89334,3348,7455,1435,1166,608,264,232,1518,null,null,6774,null,null,2004,null,null,2143,null,null,2027,null,null,2926,null,null,1174,null,null,311,null,null,197,null,null,6831,null,null,2286,null,null,2816,null,null,2900,null,null,3348,null,null,1435,null,null,608,null,null,232,null,null,05
15023932,8225,2872144,51095,414577,12717,440607,14708,381268,12205,1409789,24838,165620,5532,41650,3541,18633,1931,12151788,51875,1103030,12926,1152367,18995,1162386,15801,7382259,25304,1008421,10735,245067,5886,98258,4374,8225,null,null,51095,null,null,12717,null,null,14708,null,null,12205,null,null,24838,null,null,5532,null,null,3541,null,null,1931,null,null,51875,null,null,12926,null,null,18995,null,null,15801,null,null,25304,null,null,10735,null,null,5886,null,null,4374,null,null,06
1154209,2420,206235,14087,27602,4234,31771,3996,27683,2838,100696,6933,13783,2022,3749,1089,951,394,947974,14390,91633,4617,101359,4926,106234,4585,554103,7338,72250,3267,17439,1742,4956,1154,2420,null,null,14087,null,null,4234,null,null,3996,null,null,2838,null,null,6933,null,null,2022,null,null,1089,null,null,394,null,null,14390,null,null,4617,null,null,4926,null,null,4585,null,null,7338,null,null,3267,null,null,1742,null,null,1154,null,null,08
547529,1888,111863,10050,13249,2346,15868,3264,14934,2451,57519,5304,7815,1470,1643,684,835,499,435666,9921,42039,2948,47718,3674,39358,3009,266920,5360,30356,2301,6520,1009,2755,801,1888,null,null,10050,null,null,2346,null,null,3264,null,null,2451,null,null,5304,null,null,1470,null,null,684,null,null,499,null,null,9921,null,null,2948,null,null,3674,null,null,3009,null,null,5360,null,null,2301,null,null,1009,null,null,801,null,null,09
85386,518,20947,3622,3635,1322,4403,1072,2715,1115,9668,1983,312,266,133,165,81,102,64439,3615,6803,1475,5522,1302,8433,1600,38250,2011,4753,773,380,332,298,189,518,null,null,3622,null,null,1322,null,null,1072,null,null,1115,null,null,1983,null,null,266,null,null,165,null,null,102,null,null,3615,null,null,1475,null,null,1302,null,null,1600,null,null,2011,null,null,773,null,null,332,null,null,189,null,null,10
71543,813,12729,3255,1877,1029,1675,754,893,632,7721,1697,413,357,80,132,70,119,58814,3377,6967,1273,4433,1011,3424,811,38448,1903,4434,770,777,441,331,297,813,null,null,3255,null,null,1029,null,null,754,null,null,632,null,null,1697,null,null,357,null,null,132,null,null,119,null,null,3377,null,null,1273,null,null,1011,null,null,811,null,null,1903,null,null,770,null,null,441,null,null,297,null,null,11
