B22001_001E,B22001_001M,B22001_002E,B22001_002M,B22001_003E,B22001_003M,B22001_004E,B22001_004M,B22001_005E,B22001_005M,B22001_006E,B22001_006M,B22001_007E,B22001_007M,B22001_001M,B22001_001EA,B22001_001MA,B22001_002M,B22001_002EA,B22001_002MA,B22001_003M,B22001_003EA,B22001_003MA,B22001_004M,B22001_004EA,B22001_004MA,B22001_005M,B22001_005EA,B22001_005MA,B22001_006M,B22001_006EA,B22001_006MA,B22001_007M,B22001_007EA,B22001_007MA,state
2768076,8506,348165,9278,118621,5574,229544,6788,2419911,10725,922163,8254,1497748,9879,8506,null,null,9278,null,null,5574,null,null,6788,null,null,10725,null,null,8254,null,null,9879,null,null,53
722125,5656,128988,5334,40351,2962,88637,4293,593137,5998,278485,4418,314652,5811,5656,null,null,5334,null,null,2962,null,null,4293,null,null,5998,null,null,4418,null,null,5811,null,null,54
2326998,7745,276119,7172,80025,3746,196094,5794,2050879,9670,804814,6286,1246065,9363,7745,null,null,7172,null,null,3746,null,null,5794,null,null,9670,null,null,6286,null,null,9363,null,null,55
223619,4088,13083,1749,3360,816,9723,1689,210536,4044,82665,2242,127871,4085,4088,null,null,1749,null,null,816,null,null,1689,null,null,4044,null,null,2242,null,null,4085,null,null,56
1208438,9900,470610,9101,229246,5746,241364,6849,737828,10793,349970,7232,387858,8667,9900,null,null,9101,null,null,5746,null,null,6849,null,null,10793,null,null,7232,null,null,8667,null,null,72
1852518,12189,270409,7862,80674,3873,189735,6450,1582109,12497,651093,7310,931016,11608,12189,null,null,7862,null,null,3873,null,null,6450,null,null,12497,null,null,7310,null,null,11608,null,null,01
248468,2841,26039,2695,6365,851,19674,2238,222429,3640,73442,2370,148987,3307,2841,null,null,2695,null,null,851,null,null,2238,null,null,3640,null,null,2370,null,null,3307,null,null,02
2519052,11479,312639,7380,99738,5009,212901,6895,2206413,12328,951428,8464,1254985,11304,11479,null,null,7380,null,null,5009,null,null,6895,null,null,12328,null,null,8464,null,null,11304,null,null,04
1142718,7341,142959,5979,41205,2922,101754,5148,999759,8263,409345,5748,590414,7736,7341,null,null,5979,null,null,2922,null,null,5148,null,null,8263,null,null,5748,null,null,7736,null,null,05
12944178,15703,1238154,17543,329317,9128,908837,14912,11706024,21204,4654663,20002,7051361,24045,15703,null,null,17543,null,null,9128,null,null,14912,null,null,21204,null,null,20002,null,null,24045,null,null,06
2108992,7767,171546,6190,48715,3046,122831,5416,1937446,8346,675864,6093,1261582,8885,7767,null,null,6190,null,null,3046,null,null,5416,null,null,8346,null,null,6093,null,null,8885,null,null,08
1357269,7141,177523,7440,63737,4167,113786,5955,1179746,8093,485165,5922,694581,7121,7141,null,null,7440,null,null,4167,null,null,5955,null,null,8093,null,null,5922,null,null,7121,null,null,09
351085,3936,39277,2861,13070,1594,26207,2287,311808,4621,132929,2698,178879,3910,3936,null,null,2861,null,null,1594,null,null,2287,null,null,4621,null,null,2698,null,null,3910,null,null,10
281241,3152,40789,3237,13562,1753,27227,2658,240452,3630,69361,2370,171091,3668,3152,null,null,3237,null,null,1753,null,null,2658,null,null,3630,null,null,2370,null,null,3668,null,null,11
