B17022_001E,B17022_001M,B17022_002E,B17022_002M,B17022_003E,B17022_003M,B17022_004E,B17022_004M,B17022_005E,B17022_005M,B17022_006E,B17022_006M,B17022_007E,B17022_007M,B17022_008E,B17022_008M,B17022_009E,B17022_009M,B17022_010E,B17022_010M,B17022_011E,B17022_011M,B17022_012E,B17022_012M,B17022_013E,B17022_013M,B17022_014E,B17022_014M,B17022_015E,B17022_015M,B17022_016E,B17022_016M,B17022_017E,B17022_017M,B17022_018E,B17022_018M,B17022_019E,B17022_019M,B17022_020E,B17022_020M,B17022_021E,B17022_021M,B17022_022E,B17022_022M,B17022_023E,B17022_023M,B17022_024E,B17022_024M,B17022_025E,B17022_025M,B17022_026E,B17022_026M,B17022_027E,B17022_027M,B17022_028E,B17022_028M,B17022_029E,B17022_029M,B17022_030E,B17022_030M,B17022_031E,B17022_031M,B17022_032E,B17022_032M,B17022_033E,B17022_033M,B17022_034E,B17022_034M,B17022_035E,B17022_035M,B17022_036E,B17022_036M,B17022_037E,B17022_037M,B17022_038E,B17022_038M,B17022_039E,B17022_039M,B17022_040E,B17022_040M,B17022_041E,B17022_041M,B17022_042E,B17022_042M,B17022_043E,B17022_043M,B17022_044E,B17022_044M,B17022_045E,B17022_045M,B17022_046E,B17022_046M,B17022_047E,B17022_047M,B17022_048E,B17022_048M,B17022_049E,B17022_049M,B17022_050E,B17022_050M,B17022_051E,B17022_051M,B17022_052E,B17022_052M,B17022_053E,B17022_053M,B17022_054E,B17022_054M,B17022_055E,B17022_055M,B17022_056E,B17022_056M,B17022_057E,B17022_057M,B17022_058E,B17022_058M,B17022_059E,B17022_059M,B17022_060E,B17022_060M,B17022_061E,B17022_061M,B17022_062E,B17022_062M,B17022_063E,B17022_063M,B17022_064E,B17022_064M,B17022_065E,B17022_065M,B17022_066E,B17022_066M,B17022_067E,B17022_067M,B17022_068E,B17022_068M,B17022_069E,B17022_069M,B17022_070E,B17022_070M,B17022_071E,B17022_071M,B17022_072E,B17022_072M,B17022_073E,B17022_073M,B17022_074E,B17022_074M,B17022_075E,B17022_075M,B17022_076E,B17022_076M,B17022_077E,B17022_077M,B17022_078E,B17022_078M,B17022_079E,B17022_079M,B17022_080E,B17022_080M,B17022_081E,B17022_081M,B17022_001M,B17022_001EA,B17022_001MA,B17022_002M,B17022_002EA,B17022_002MA,B17022_003M,B17022_003EA,B17022_003MA,B17022_004M,B17022_004EA,B17022_004MA,B17022_005M,B17022_005EA,B17022_005MA,B17022_006M,B17022_006EA,B17022_006MA,B17022_007M,B17022_007EA,B17022_007MA,B17022_008M,B17022_008EA,B17022_008MA,B17022_009M,B17022_009EA,B17022_009MA,B17022_010M,B17022_010EA,B17022_010MA,B17022_011M,B17022_011EA,B17022_011MA,B17022_012M,B17022_012EA,B17022_012MA,B17022_013M,B17022_013EA,B17022_013MA,B17022_014M,B17022_014EA,B17022_014MA,B17022_015M,B17022_015EA,B17022_015MA,B17022_016M,B17022_016EA,B17022_016MA,B17022_017M,B17022_017EA,B17022_017MA,B17022_018M,B17022_018EA,B17022_018MA,B17022_019M,B17022_019EA,B17022_019MA,B17022_020M,B17022_020EA,B17022_020MA,B17022_021M,B17022_021EA,B17022_021MA,B17022_022M,B17022_022EA,B17022_022MA,B17022_023M,B17022_023EA,B17022_023MA,B17022_024M,B17022_024EA,B17022_024MA,B17022_025M,B17022_025EA,B17022_025MA,B17022_026M,B17022_026EA,B17022_026MA,B17022_027M,B17022_027EA,B17022_027MA,B17022_028M,B17022_028EA,B17022_028MA,B17022_029M,B17022_029EA,B17022_029MA,B17022_030M,B17022_030EA,B17022_030MA,B17022_031M,B17022_031EA,B17022_031MA,B17022_032M,B17022_032EA,B17022_032MA,B17022_033M,B17022_033EA,B17022_033MA,B17022_034M,B17022_034EA,B17022_034MA,B17022_035M,B17022_035EA,B17022_035MA,B17022_036M,B17022_036EA,B17022_036MA,B17022_037M,B17022_037EA,B17022_037MA,B17022_038M,B17022_038EA,B17022_038MA,B17022_039M,B17022_039EA,B17022_039MA,B17022_040M,B17022_040EA,B17022_040MA,B17022_041M,B17022_041EA,B17022_041MA,B17022_042M,B17022_042EA,B17022_042MA,B17022_043M,B17022_043EA,B17022_043MA,B17022_044M,B17022_044EA,B17022_044MA,B17022_045M,B17022_045EA,B17022_045MA,B17022_046M,B17022_046EA,B17022_046MA,B17022_047M,B17022_047EA,B17022_047MA,B17022_048M,B17022_048EA,B17022_048MA,B17022_049M,B17022_049EA,B17022_049MA,B17022_050M,B17022_050EA,B17022_050MA,B17022_051M,B17022_051EA,B17022_051MA,B17022_052M,B17022_052EA,B17022_052MA,B17022_053M,B17022_053EA,B17022_053MA,B17022_054M,B17022_054EA,B17022_054MA,B17022_055M,B17022_055EA,B17022_055MA,B17022_056M,B17022_056EA,B17022_056MA,B17022_057M,B17022_057EA,B17022_057MA,B17022_058M,B17022_058EA,B17022_058MA,B17022_059M,B17022_059EA,B17022_059MA,B17022_060M,B17022_060EA,B17022_060MA,B17022_061M,B17022_061EA,B17022_061MA,B17022_062M,B17022_062EA,B17022_062MA,B17022_063M,B17022_063EA,B17022_063MA,B17022_064M,B17022_064EA,B17022_064MA,B17022_065M,B17022_065EA,B17022_065MA,B17022_066M,B17022_066EA,B17022_066MA,B17022_067M,B17022_067EA,B17022_067MA,B17022_068M,B17022_068EA,B17022_068MA,B17022_069M,B17022_069EA,B17022_069MA,B17022_070M,B17022_070EA,B17022_070MA,B17022_071M,B17022_071EA,B17022_071MA,B17022_072M,B17022_072EA,B17022_072MA,B17022_073M,B17022_073EA,B17022_073MA,B17022_074M,B17022_074EA,B17022_074MA,B17022_075M,B17022_075EA,B17022_075MA,B17022_076M,B17022_076EA,B17022_076MA,B17022_077M,B17022_077EA,B17022_077MA,B17022_078M,B17022_078EA,B17022_078MA,B17022_079M,B17022_079EA,B17022_079MA,B17022_080M,B17022_080EA,B17022_080MA,B17022_081M,B17022_081EA,B17022_081MA,state
1224695,13377,190054,7332,66441,4218,37066,3504,5827,1426,12575,1754,18664,2445,29375,2839,123613,5783,20703,3004,14165,2255,2247,946,2468,893,9450,1842,6538,1489,102910,5271,84332,4928,15762,2537,20843,2826,47727,3534,18578,2186,41972,3842,20074,2633,10113,1756,2351,832,2593,867,5169,1347,9961,1749,21898,2746,5431,1582,3181,1281,1454,991,259,288,1468,646,2250,710,16467,2440,10822,2163,1638,710,1840,761,7344,1952,5645,1027,80879,4441,44761,2881,20730,2194,4382,1059,4521,1006,11827,1727,24031,2255,36118,3472,8086,1713,5317,1483,1687,756,464,349,3166,1049,2769,972,28032,3150,19910,2691,3541,1095,2576,995,13793,2234,8122,1417,911790,9875,740905,10394,259218,6739,48646,3856,37046,3039,173526,6141,481687,9252,170885,6924,50819,3444,21507,2668,3910,1231,1419,645,16178,2194,29312,2628,120066,5733,54027,4060,5971,1486,6121,1489,41935,3622,66039,4451,13377,null,null,7332,null,null,4218,null,null,3504,null,null,1426,null,null,1754,null,null,2445,null,null,2839,null,null,5783,null,null,3004,null,null,2255,null,null,946,null,null,893,null,null,1842,null,null,1489,null,null,5271,null,null,4928,null,null,2537,null,null,2826,null,null,3534,null,null,2186,null,null,3842,null,null,2633,null,null,1756,null,null,832,null,null,867,null,null,1347,null,null,1749,null,null,2746,null,null,1582,null,null,1281,null,null,991,null,null,288,null,null,646,null,null,710,null,null,2440,null,null,2163,null,null,710,null,null,761,null,null,1952,null,null,1027,null,null,4441,null,null,2881,null,null,2194,null,null,1059,null,null,1006,null,null,1727,null,null,2255,null,null,3472,null,null,1713,null,null,1483,null,null,756,null,null,349,null,null,1049,null,null,972,null,null,3150,null,null,2691,null,null,1095,null,null,995,null,null,2234,null,null,1417,null,null,9875,null,null,10394,null,null,6739,null,null,3856,null,null,3039,null,null,6141,null,null,9252,null,null,6924,null,null,3444,null,null,2668,null,null,1231,null,null,645,null,null,2194,null,null,2628,null,null,5733,null,null,4060,null,null,1486,null,null,1489,null,null,3622,null,null,4451,null,null,45
209986,3966,24626,2080,9338,1309,4962,986,1244,687,1974,626,1744,471,4376,872,15288,1434,3458,805,2566,700,469,206,972,505,1125,457,892,335,11830,1219,10488,1270,2224,609,3401,851,4863,896,1342,423,5438,1049,3458,789,2504,710,361,339,1333,508,810,443,954,317,1980,672,345,186,271,168,20,34,22,29,229,155,74,86,1635,683,1358,654,300,301,91,108,967,514,277,191,10221,1549,4978,788,2244,531,371,210,900,361,973,333,2734,633,5243,1243,1865,711,1423,550,514,354,153,164,756,422,442,417,3378,987,2901,964,381,268,562,449,1958,673,477,256,169701,4170,146741,4134,56942,2904,11374,1519,11220,1453,34348,1914,89799,3145,22960,2027,8763,1429,5274,1006,1012,477,827,462,3435,809,3489,825,14197,1790,7544,1276,1087,494,730,376,5727,1062,6653,1108,3966,null,null,2080,null,null,1309,null,null,986,null,null,687,null,null,626,null,null,471,null,null,872,null,null,1434,null,null,805,null,null,700,null,null,206,null,null,505,null,null,457,null,null,335,null,null,1219,null,null,1270,null,null,609,null,null,851,null,null,896,null,null,423,null,null,1049,null,null,789,null,null,710,null,null,339,null,null,508,null,null,443,null,null,317,null,null,672,null,null,186,null,null,168,null,null,34,null,null,29,null,null,155,null,null,86,null,null,683,null,null,654,null,null,301,null,null,108,null,null,514,null,null,191,null,null,1549,null,null,788,null,null,531,null,null,210,null,null,361,null,null,333,null,null,633,null,null,1243,null,null,711,null,null,550,null,null,354,null,null,164,null,null,422,null,null,417,null,null,987,null,null,964,null,null,268,null,null,449,null,null,673,null,null,256,null,null,4170,null,null,4134,null,null,2904,null,null,1519,null,null,1453,null,null,1914,null,null,3145,null,null,2027,null,null,1429,null,null,1006,null,null,477,null,null,462,null,null,809,null,null,825,null,null,1790,null,null,1276,null,null,494,null,null,376,null,null,1062,null,null,1108,null,null,46
1670605,13670,275599,7374,110228,5020,62445,3755,11194,1823,19099,2285,32152,3171,47783,3197,165371,6515,30649,2805,22324,2625,5451,1356,3715,1115,13158,1719,8325,1423,134722,5921,111491,5622,21760,2861,28563,2860,61168,4261,23231,2236,58998,4109,33272,3140,18106,2384,4175,1194,4985,1080,8946,1714,15166,1684,25726,2589,6090,1201,3857,1004,519,344,145,182,3193,986,2233,777,19636,2553,13094,2126,2575,944,2421,1023,8098,1784,6542,1181,110662,5459,68666,4778,32943,3504,4606,1365,9896,1806,18441,2433,35723,2888,41996,3922,10643,2030,6794,1647,2450,981,524,337,3820,1189,3849,1061,31353,3149,21608,2769,3157,1046,3039,1169,15412,2340,9745,1764,1225346,13391,1011027,12797,363454,9462,69731,4197,59020,4451,234703,8366,647573,9477,214319,7862,67305,4071,33207,3052,6310,1429,2439,797,24458,2857,34098,3039,147014,6648,67714,4465,8479,1693,6075,1446,53160,4001,79300,4602,13670,null,null,7374,null,null,5020,null,null,3755,null,null,1823,null,null,2285,null,null,3171,null,null,3197,null,null,6515,null,null,2805,null,null,2625,null,null,1356,null,null,1115,null,null,1719,null,null,1423,null,null,5921,null,null,5622,null,null,2861,null,null,2860,null,null,4261,null,null,2236,null,null,4109,null,null,3140,null,null,2384,null,null,1194,null,null,1080,null,null,1714,null,null,1684,null,null,2589,null,null,1201,null,null,1004,null,null,344,null,null,182,null,null,986,null,null,777,null,null,2553,null,null,2126,null,null,944,null,null,1023,null,null,1784,null,null,1181,null,null,5459,null,null,4778,null,null,3504,null,null,1365,null,null,1806,null,null,2433,null,null,2888,null,null,3922,null,null,2030,null,null,1647,null,null,981,null,null,337,null,null,1189,null,null,1061,null,null,3149,null,null,2769,null,null,1046,null,null,1169,null,null,2340,null,null,1764,null,null,13391,null,null,12797,null,null,9462,null,null,4197,null,null,4451,null,null,8366,null,null,9477,null,null,7862,null,null,4071,null,null,3052,null,null,1429,null,null,797,null,null,2857,null,null,3039,null,null,6648,null,null,4465,null,null,1693,null,null,1446,null,null,4001,null,null,4602,null,null,47
6602215,26303,1141828,18021,514094,15287,346760,12933,44575,3343,126051,6703,176134,9395,167334,6770,627734,13557,104409,4946,77742,4184,18993,2577,15866,2179,42883,3509,26667,2656,523325,12474,451109,12072,69165,4980,126873,6658,255071,9749,72216,4607,235712,8934,137609,6074,89850,5355,13633,1790,23368,2650,52849,4294,47759,3364,98103,6121,23387,2870,15888,2575,4562,1337,4262,1325,7064,1457,7499,1577,74716,5497,56051,4818,7894,1575,12081,2141,36076,4019,18665,1984,414453,10235,246396,8174,150714,6995,24865,2813,41969,3781,83880,5090,95682,4238,168057,7855,42975,4068,29977,3617,7338,1904,5693,1349,16946,2491,12998,1839,125082,6865,87416,5517,12476,2235,14819,2411,60121,4267,37666,3555,4810222,25010,3859198,24914,1702781,18341,311837,9421,317717,10414,1073227,15115,2156417,20231,951024,17758,326994,11831,152965,7775,27331,2760,20734,3426,104900,6850,174029,7622,624030,13107,322375,10821,46516,3419,36454,4116,239405,9096,301655,10916,26303,null,null,18021,null,null,15287,null,null,12933,null,null,3343,null,null,6703,null,null,9395,null,null,6770,null,null,13557,null,null,4946,null,null,4184,null,null,2577,null,null,2179,null,null,3509,null,null,2656,null,null,12474,null,null,12072,null,null,4980,null,null,6658,null,null,9749,null,null,4607,null,null,8934,null,null,6074,null,null,5355,null,null,1790,null,null,2650,null,null,4294,null,null,3364,null,null,6121,null,null,2870,null,null,2575,null,null,1337,null,null,1325,null,null,1457,null,null,1577,null,null,5497,null,null,4818,null,null,1575,null,null,2141,null,null,4019,null,null,1984,null,null,10235,null,null,8174,null,null,6995,null,null,2813,null,null,3781,null,null,5090,null,null,4238,null,null,7855,null,null,4068,null,null,3617,null,null,1904,null,null,1349,null,null,2491,null,null,1839,null,null,6865,null,null,5517,null,null,2235,null,null,2411,null,null,4267,null,null,3555,null,null,25010,null,null,24914,null,null,18341,null,null,9421,null,null,10414,null,null,15115,null,null,20231,null,null,17758,null,null,11831,null,null,7775,null,null,2760,null,null,3426,null,null,6850,null,null,7622,null,null,13107,null,null,10821,null,null,3419,null,null,4116,null,null,9096,null,null,10916,null,null,48
711124,7895,81307,4570,44190,3184,30908,2874,6394,1129,14825,2331,9689,1679,13282,1524,37117,3587,7257,1977,5587,1854,449,416,1433,703,3705,1481,1670,614,29860,2688,25718,2732,5087,1209,7875,1634,12756,2190,4142,1003,19053,2292,13509,2073,9466,1728,2393,802,4154,1054,2919,829,4043,930,5544,1361,2340,755,1889,710,655,535,168,220,1066,571,451,366,3204,1134,2341,802,283,302,295,310,1763,716,863,583,38035,2771,29203,2573,19658,2043,4152,882,7517,1441,7989,1363,9545,1335,8832,1399,2693,785,2343,778,729,399,691,495,923,395,350,230,6139,1176,4965,1102,626,498,1165,622,3174,850,1174,468,572729,8489,491230,8518,243001,6374,43949,3374,63547,3294,135505,5253,248229,6611,81499,4632,30513,2978,15619,1981,1743,727,2762,880,11114,1754,14894,2161,50986,3387,24833,2435,3769,1085,2128,696,18936,2173,26153,2541,7895,null,null,4570,null,null,3184,null,null,2874,null,null,1129,null,null,2331,null,null,1679,null,null,1524,null,null,3587,null,null,1977,null,null,1854,null,null,416,null,null,703,null,null,1481,null,null,614,null,null,2688,null,null,2732,null,null,1209,null,null,1634,null,null,2190,null,null,1003,null,null,2292,null,null,2073,null,null,1728,null,null,802,null,null,1054,null,null,829,null,null,930,null,null,1361,null,null,755,null,null,710,null,null,535,null,null,220,null,null,571,null,null,366,null,null,1134,null,null,802,null,null,302,null,null,310,null,null,716,null,null,583,null,null,2771,null,null,2573,null,null,2043,null,null,882,null,null,1441,null,null,1363,null,null,1335,null,null,1399,null,null,785,null,null,778,null,null,399,null,null,495,null,null,395,null,null,230,null,null,1176,null,null,1102,null,null,498,null,null,622,null,null,850,null,null,468,null,null,8489,null,null,8518,null,null,6374,null,null,3374,null,null,3294,null,null,5253,null,null,6611,null,null,4632,null,null,2978,null,null,1981,null,null,727,null,null,880,null,null,1754,null,null,2161,null,null,3387,null,null,2435,null,null,1085,null,null,696,null,null,2173,null,null,2541,null,null,49
154421,3800,16589,1857,6842,944,2978,778,831,437,719,378,1428,551,3864,561,9747,1576,1899,692,1618,686,119,143,518,388,981,532,281,273,7848,1486,6923,1399,974,370,2649,1010,3300,780,925,426,3837,825,2252,572,878,380,168,209,233,216,477,220,1374,453,1585,652,409,244,227,197,34,56,118,162,75,89,182,194,1176,597,1118,592,133,174,162,237,823,512,58,60,7340,1181,4483,927,1459,458,233,167,320,132,906,360,3024,758,2857,728,902,426,670,376,126,134,231,176,313,279,232,232,1955,589,1346,456,545,346,120,115,681,274,609,357,126655,3680,106725,3728,36414,1927,6863,1044,6068,1079,23483,1522,70311,2884,19930,1946,7889,1428,4114,1030,602,406,550,288,2962,866,3775,1010,12041,1280,6615,995,878,430,390,208,5347,992,5426,935,3800,null,null,1857,null,null,944,null,null,778,null,null,437,null,null,378,null,null,551,null,null,561,null,null,1576,null,null,692,null,null,686,null,null,143,null,null,388,null,null,532,null,null,273,null,null,1486,null,null,1399,null,null,370,null,null,1010,null,null,780,null,null,426,null,null,825,null,null,572,null,null,380,null,null,209,null,null,216,null,null,220,null,null,453,null,null,652,null,null,244,null,null,197,null,null,56,null,null,162,null,null,89,null,null,194,null,null,597,null,null,592,null,null,174,null,null,237,null,null,512,null,null,60,null,null,1181,null,null,927,null,null,458,null,null,167,null,null,132,null,null,360,null,null,758,null,null,728,null,null,426,null,null,376,null,null,134,null,null,176,null,null,279,null,null,232,null,null,589,null,null,456,null,null,346,null,null,115,null,null,274,null,null,357,null,null,3680,null,null,3728,null,null,1927,null,null,1044,null,null,1079,null,null,1522,null,null,2884,null,null,1946,null,null,1428,null,null,1030,null,null,406,null,null,288,null,null,866,null,null,1010,null,null,1280,null,null,995,null,null,430,null,null,208,null,null,992,null,null,935,null,null,50
2063049,16402,226942,7999,90824,4620,53513,4044,10350,1824,15874,2436,27289,3039,37311,3231,136118,6279,24440,2816,17097,2420,4581,1319,3610,1133,8906,1637,7343,1228,111678,5563,94070,5070,14352,1932,25025,2879,54693,3827,17608,2197,49133,4138,24582,2547,14104,2176,2917,948,4030,1015,7157,1347,10478,1426,24551,3174,3983,1027,2660,933,563,427,305,243,1792,829,1323,542,20568,3031,14345,2297,1668,689,3788,1190,8889,1827,6223,1467,89408,5014,51772,3517,30387,2765,5157,1453,9556,1803,15674,1975,21385,2247,37636,3518,8479,1693,5784,1483,1211,585,877,484,3696,1232,2695,887,29157,2936,19959,2430,3524,1180,2644,1024,13791,2163,9198,1494,1697566,15530,1390358,15139,568391,9773,112577,4578,100249,4077,355565,8064,821967,11381,307208,9168,98978,5635,49202,4290,9455,1770,6087,1386,33660,3154,49776,3474,208230,7278,105375,5470,14945,1886,9005,1688,81425,4936,102855,4592,16402,null,null,7999,null,null,4620,null,null,4044,null,null,1824,null,null,2436,null,null,3039,null,null,3231,null,null,6279,null,null,2816,null,null,2420,null,null,1319,null,null,1133,null,null,1637,null,null,1228,null,null,5563,null,null,5070,null,null,1932,null,null,2879,null,null,3827,null,null,2197,null,null,4138,null,null,2547,null,null,2176,null,null,948,null,null,1015,null,null,1347,null,null,1426,null,null,3174,null,null,1027,null,null,933,null,null,427,null,null,243,null,null,829,null,null,542,null,null,3031,null,null,2297,null,null,689,null,null,1190,null,null,1827,null,null,1467,null,null,5014,null,null,3517,null,null,2765,null,null,1453,null,null,1803,null,null,1975,null,null,2247,null,null,3518,null,null,1693,null,null,1483,null,null,585,null,null,484,null,null,1232,null,null,887,null,null,2936,null,null,2430,null,null,1180,null,null,1024,null,null,2163,null,null,1494,null,null,15530,null,null,15139,null,null,9773,null,null,4578,null,null,4077,null,null,8064,null,null,11381,null,null,9168,null,null,5635,null,null,4290,null,null,1770,null,null,1386,null,null,3154,null,null,3474,null,null,7278,null,null,5470,null,null,1886,null,null,1688,null,null,4936,null,null,4592,null,null,51
1784043,12484,189266,5685,84129,4258,50532,3879,8037,1351,17963,2261,24532,2680,33597,2836,105137,5190,21492,2740,15671,2285,3131,1125,4261,1291,8279,1454,5821,1473,83645,5194,67207,4627,13924,2359,14571,2398,38712,3426,16438,2442,43081,3799,24693,2503,16146,2188,1900,739,5520,1146,8726,1618,8547,1393,18388,2587,3528,1028,2767,981,418,295,437,393,1912,760,761,384,14860,2201,11227,1976,1930,823,2306,927,6991,1552,3633,909,78592,3426,49654,2891,30072,2594,5179,1236,10858,1715,14035,2052,19582,1896,28938,2433,8318,1732,5885,1451,1430,634,1464,785,2991,1086,2433,721,20620,2062,15955,1892,3016,828,2255,974,10684,1546,4665,1056,1473104,12313,1230396,11454,485450,9457,100317,4883,89874,4167,295259,7403,744946,10077,242708,7141,91637,4397,48638,4186,9508,1650,4742,1153,34388,3376,42999,3061,151071,6246,72738,4615,11433,1943,6388,1519,54917,3897,78333,4463,12484,null,null,5685,null,null,4258,null,null,3879,null,null,1351,null,null,2261,null,null,2680,null,null,2836,null,null,5190,null,null,2740,null,null,2285,null,null,1125,null,null,1291,null,null,1454,null,null,1473,null,null,5194,null,null,4627,null,null,2359,null,null,2398,null,null,3426,null,null,2442,null,null,3799,null,null,2503,null,null,2188,null,null,739,null,null,1146,null,null,1618,null,null,1393,null,null,2587,null,null,1028,null,null,981,null,null,295,null,null,393,null,null,760,null,null,384,null,null,2201,null,null,1976,null,null,823,null,null,927,null,null,1552,null,null,909,null,null,3426,null,null,2891,null,null,2594,null,null,1236,null,null,1715,null,null,2052,null,null,1896,null,null,2433,null,null,1732,null,null,1451,null,null,634,null,null,785,null,null,1086,null,null,721,null,null,2062,null,null,1892,null,null,828,null,null,974,null,null,1546,null,null,1056,null,null,12313,null,null,11454,null,null,9457,null,null,4883,null,null,4167,null,null,7403,null,null,10077,null,null,7141,null,null,4397,null,null,4186,null,null,1650,null,null,1153,null,null,3376,null,null,3061,null,null,6246,null,null,4615,null,null,1943,null,null,1519,null,null,3897,null,null,4463,null,null,53
467396,6711,85313,4761,36681,2767,19058,2060,2720,848,5600,1209,10738,1495,17623,1729,48632,3993,10932,1847,7727,1596,2071,772,1208,565,4448,980,3205,802,37700,3355,31037,3091,7567,1351,7089,1624,16381,2045,6663,1325,16776,1931,10030,1315,5005,1162,672,423,1673,597,2660,1061,5025,981,6746,1255,1651,621,847,449,205,177,86,125,556,380,804,426,5095,1149,2583,700,422,370,614,442,1547,509,2512,861,31541,2600,19664,2158,9101,1547,1172,481,3082,930,4847,1023,10563,1392,11877,1804,3602,901,2196,697,990,489,316,267,890,409,1406,523,8275,1585,4970,1229,670,400,578,397,3722,1046,3305,964,333766,7036,280720,5960,90939,4412,17844,1916,13318,1954,59777,3077,189781,5326,53046,3456,16974,1875,7866,1409,1003,425,570,427,6293,1298,9108,1418,36072,2660,15357,1842,2320,861,1130,551,11907,1862,20715,1977,6711,null,null,4761,null,null,2767,null,null,2060,null,null,848,null,null,1209,null,null,1495,null,null,1729,null,null,3993,null,null,1847,null,null,1596,null,null,772,null,null,565,null,null,980,null,null,802,null,null,3355,null,null,3091,null,null,1351,null,null,1624,null,null,2045,null,null,1325,null,null,1931,null,null,1315,null,null,1162,null,null,423,null,null,597,null,null,1061,null,null,981,null,null,1255,null,null,621,null,null,449,null,null,177,null,null,125,null,null,380,null,null,426,null,null,1149,null,null,700,null,null,370,null,null,442,null,null,509,null,null,861,null,null,2600,null,null,2158,null,null,1547,null,null,481,null,null,930,null,null,1023,null,null,1392,null,null,1804,null,null,901,null,null,697,null,null,489,null,null,267,null,null,409,null,null,523,null,null,1585,null,null,1229,null,null,400,null,null,397,null,null,1046,null,null,964,null,null,7036,null,null,5960,null,null,4412,null,null,1916,null,null,1954,null,null,3077,null,null,5326,null,null,3456,null,null,1875,null,null,1409,null,null,425,null,null,427,null,null,1298,null,null,1418,null,null,2660,null,null,1842,null,null,861,null,null,551,null,null,1862,null,null,1977,null,null,54
1460922,9966,165145,6008,60868,3221,31826,2515,5030,993,13765,1689,13031,1389,29042,1992,104277,5158,21508,2024,16912,1913,3839,1004,3949,1140,9124,1570,4596,945,82769,4320,72105,4193,14284,1729,18683,2195,39138,3289,10664,1343,33295,2726,17868,1766,8838,1289,1905,606,2698,709,4235,987,9030,1027,15427,1930,3246,797,1983,663,666,431,254,171,1063,431,1263,495,12181,1792,8977,1447,1644,749,1777,595,5556,1149,3204,897,69439,3408,42023,2712,19826,2114,2975,721,5534,989,11317,1432,22197,1813,27416,2503,8769,1532,6691,1368,1676,645,1150,531,3865,958,2078,688,18647,2191,14445,1907,1803,607,1616,599,11026,1673,4202,957,1193043,10747,1008600,11252,369364,7091,69859,3606,62462,3510,237043,5170,639236,7453,184443,5394,71691,3610,39718,2836,6858,1274,4374,1208,28486,2299,31973,2387,112752,4722,54374,3693,7804,1290,4376,902,42194,3233,58378,3472,9966,null,null,6008,null,null,3221,null,null,2515,null,null,993,null,null,1689,null,null,1389,null,null,1992,null,null,5158,null,null,2024,null,null,1913,null,null,1004,null,null,1140,null,null,1570,null,null,945,null,null,4320,null,null,4193,null,null,1729,null,null,2195,null,null,3289,null,null,1343,null,null,2726,null,null,1766,null,null,1289,null,null,606,null,null,709,null,null,987,null,null,1027,null,null,1930,null,null,797,null,null,663,null,null,431,null,null,171,null,null,431,null,null,495,null,null,1792,null,null,1447,null,null,749,null,null,595,null,null,1149,null,null,897,null,null,3408,null,null,2712,null,null,2114,null,null,721,null,null,989,null,null,1432,null,null,1813,null,null,2503,null,null,1532,null,null,1368,null,null,645,null,null,531,null,null,958,null,null,688,null,null,2191,null,null,1907,null,null,607,null,null,599,null,null,1673,null,null,957,null,null,10747,null,null,11252,null,null,7091,null,null,3606,null,null,3510,null,null,5170,null,null,7453,null,null,5394,null,null,3610,null,null,2836,null,null,1274,null,null,1208,null,null,2299,null,null,2387,null,null,4722,null,null,3693,null,null,1290,null,null,902,null,null,3233,null,null,3472,null,null,55
145524,4006,14197,1699,7630,1421,3557,995,411,274,1180,485,1966,835,4073,944,6567,1282,735,340,640,319,154,180,142,143,344,269,95,84,5832,1209,4923,1167,1549,654,1031,576,2343,893,909,482,4261,1083,2371,702,1191,518,241,262,192,200,758,389,1180,535,1890,750,757,617,737,613,152,203,45,79,540,560,20,37,1133,542,986,510,88,138,503,405,395,303,147,168,7484,1255,5087,1080,2619,766,352,280,1012,549,1255,561,2468,708,2397,684,1088,576,973,552,13,23,0,197,960,551,115,110,1309,458,1032,421,262,252,210,163,560,336,277,164,119582,3936,101950,3983,36607,2381,6497,1282,7191,1401,22919,1985,65343,3476,17632,2330,8374,1669,5330,1282,971,478,358,381,4001,1114,3044,947,9258,1494,5501,1229,382,274,654,476,4465,1147,3757,879,4006,null,null,1699,null,null,1421,null,null,995,null,null,274,null,null,485,null,null,835,null,null,944,null,null,1282,null,null,340,null,null,319,null,null,180,null,null,143,null,null,269,null,null,84,null,null,1209,null,null,1167,null,null,654,null,null,576,null,null,893,null,null,482,null,null,1083,null,null,702,null,null,518,null,null,262,null,null,200,null,null,389,null,null,535,null,null,750,null,null,617,null,null,613,null,null,203,null,null,79,null,null,560,null,null,37,null,null,542,null,null,510,null,null,138,null,null,405,null,null,303,null,null,168,null,null,1255,null,null,1080,null,null,766,null,null,280,null,null,549,null,null,561,null,null,708,null,null,684,null,null,576,null,null,552,null,null,23,null,null,197,null,null,551,null,null,110,null,null,458,null,null,421,null,null,252,null,null,163,null,null,336,null,null,164,null,null,3936,null,null,3983,null,null,2381,null,null,1282,null,null,1401,null,null,1985,null,null,3476,null,null,2330,null,null,1669,null,null,1282,null,null,478,null,null,381,null,null,1114,null,null,947,null,null,1494,null,null,1229,null,null,274,null,null,476,null,null,1147,null,null,879,null,null,56
