B17022_001E,B17022_001M,B17022_002E,B17022_002M,B17022_003E,B17022_003M,B17022_004E,B17022_004M,B17022_005E,B17022_005M,B17022_006E,B17022_006M,B17022_007E,B17022_007M,B17022_008E,B17022_008M,B17022_009E,B17022_009M,B17022_010E,B17022_010M,B17022_011E,B17022_011M,B17022_012E,B17022_012M,B17022_013E,B17022_013M,B17022_014E,B17022_014M,B17022_015E,B17022_015M,B17022_016E,B17022_016M,B17022_017E,B17022_017M,B17022_018E,B17022_018M,B17022_019E,B17022_019M,B17022_020E,B17022_020M,B17022_021E,B17022_021M,B17022_022E,B17022_022M,B17022_023E,B17022_023M,B17022_024E,B17022_024M,B17022_025E,B17022_025M,B17022_026E,B17022_026M,B17022_027E,B17022_027M,B17022_028E,B17022_028M,B17022_029E,B17022_029M,B17022_030E,B17022_030M,B17022_031E,B17022_031M,B17022_032E,B17022_032M,B17022_033E,B17022_033M,B17022_034E,B17022_034M,B17022_035E,B17022_035M,B17022_036E,B17022_036M,B17022_037E,B17022_037M,B17022_038E,B17022_038M,B17022_039E,B17022_039M,B17022_040E,B17022_040M,B17022_041E,B17022_041M,B17022_042E,B17022_042M,B17022_043E,B17022_043M,B17022_044E,B17022_044M,B17022_045E,B17022_045M,B17022_046E,B17022_046M,B17022_047E,B17022_047M,B17022_048E,B17022_048M,B17022_049E,B17022_049M,B17022_050E,B17022_050M,B17022_051E,B17022_051M,B17022_052E,B17022_052M,B17022_053E,B17022_053M,B17022_054E,B17022_054M,B17022_055E,B17022_055M,B17022_056E,B17022_056M,B17022_057E,B17022_057M,B17022_058E,B17022_058M,B17022_059E,B17022_059M,B17022_060E,B17022_060M,B17022_061E,B17022_061M,B17022_062E,B17022_062M,B17022_063E,B17022_063M,B17022_064E,B17022_064M,B17022_065E,B17022_065M,B17022_066E,B17022_066M,B17022_067E,B17022_067M,B17022_068E,B17022_068M,B17022_069E,B17022_069M,B17022_070E,B17022_070M,B17022_071E,B17022_071M,B17022_072E,B17022_072M,B17022_073E,B17022_073M,B17022_074E,B17022_074M,B17022_075E,B17022_075M,B17022_076E,B17022_076M,B17022_077E,B17022_077M,B17022_078E,B17022_078M,B17022_079E,B17022_079M,B17022_080E,B17022_080M,B17022_081E,B17022_081M,B17022_001M,B17022_001EA,B17022_001MA,B17022_002M,B17022_002EA,B17022_002MA,B17022_003M,B17022_003EA,B17022_003MA,B17022_004M,B17022_004EA,B17022_004MA,B17022_005M,B17022_005EA,B17022_005MA,B17022_006M,B17022_006EA,B17022_006MA,B17022_007M,B17022_007EA,B17022_007MA,B17022_008M,B17022_008EA,B17022_008MA,B17022_009M,B17022_009EA,B17022_009MA,B17022_010M,B17022_010EA,B17022_010MA,B17022_011M,B17022_011EA,B17022_011MA,B17022_012M,B17022_012EA,B17022_012MA,B17022_013M,B17022_013EA,B17022_013MA,B17022_014M,B17022_014EA,B17022_014MA,B17022_015M,B17022_015EA,B17022_015MA,B17022_016M,B17022_016EA,B17022_016MA,B17022_017M,B17022_017EA,B17022_017MA,B17022_018M,B17022_018EA,B17022_018MA,B17022_019M,B17022_019EA,B17022_019MA,B17022_020M,B17022_020EA,B17022_020MA,B17022_021M,B17022_021EA,B17022_021MA,B17022_022M,B17022_022EA,B17022_022MA,B17022_023M,B17022_023EA,B17022_023MA,B17022_024M,B17022_024EA,B17022_024MA,B17022_025M,B17022_025EA,B17022_025MA,B17022_026M,B17022_026EA,B17022_026MA,B17022_027M,B17022_027EA,B17022_027MA,B17022_028M,B17022_028EA,B17022_028MA,B17022_029M,B17022_029EA,B17022_029MA,B17022_030M,B17022_030EA,B17022_030MA,B17022_031M,B17022_031EA,B17022_031MA,B17022_032M,B17022_032EA,B17022_032MA,B17022_033M,B17022_033EA,B17022_033MA,B17022_034M,B17022_034EA,B17022_034MA,B17022_035M,B17022_035EA,B17022_035MA,B17022_036M,B17022_036EA,B17022_036MA,B17022_037M,B17022_037EA,B17022_037MA,B17022_038M,B17022_038EA,B17022_038MA,B17022_039M,B17022_039EA,B17022_039MA,B17022_040M,B17022_040EA,B17022_040MA,B17022_041M,B17022_041EA,B17022_041MA,B17022_042M,B17022_042EA,B17022_042MA,B17022_043M,B17022_043EA,B17022_043MA,B17022_044M,B17022_044EA,B17022_044MA,B17022_045M,B17022_045EA,B17022_045MA,B17022_046M,B17022_046EA,B17022_046MA,B17022_047M,B17022_047EA,B17022_047MA,B17022_048M,B17022_048EA,B17022_048MA,B17022_049M,B17022_049EA,B17022_049MA,B17022_050M,B17022_050EA,B17022_050MA,B17022_051M,B17022_051EA,B17022_051MA,B17022_052M,B17022_052EA,B17022_052MA,B17022_053M,B17022_053EA,B17022_053MA,B17022_054M,B17022_054EA,B17022_054MA,B17022_055M,B17022_055EA,B17022_055MA,B17022_056M,B17022_056EA,B17022_056MA,B17022_057M,B17022_057EA,B17022_057MA,B17022_058M,B17022_058EA,B17022_058MA,B17022_059M,B17022_059EA,B17022_059MA,B17022_060M,B17022_060EA,B17022_060MA,B17022_061M,B17022_061EA,B17022_061MA,B17022_062M,B17022_062EA,B17022_062MA,B17022_063M,B17022_063EA,B17022_063MA,B17022_064M,B17022_064EA,B17022_064MA,B17022_065M,B17022_065EA,B17022_065MA,B17022_066M,B17022_066EA,B17022_066MA,B17022_067M,B17022_067EA,B17022_067MA,B17022_068M,B17022_068EA,B17022_068MA,B17022_069M,B17022_069EA,B17022_069MA,B17022_070M,B17022_070EA,B17022_070MA,B17022_071M,B17022_071EA,B17022_071MA,B17022_072M,B17022_072EA,B17022_072MA,B17022_073M,B17022_073EA,B17022_073MA,B17022_074M,B17022_074EA,B17022_074MA,B17022_075M,B17022_075EA,B17022_075MA,B17022_076M,B17022_076EA,B17022_076MA,B17022_077M,B17022_077EA,B17022_077MA,B17022_078M,B17022_078EA,B17022_078MA,B17022_079M,B17022_079EA,B17022_079MA,B17022_080M,B17022_080EA,B17022_080MA,B17022_081M,B17022_081EA,B17022_081MA,state
329554,6035,38533,3177,16440,2154,7037,1330,632,309,2438,734,3967,983,9403,1496,22093,2421,6628,1493,5067,1188,1155,629,1335,701,2577,776,1561,890,15465,1872,12702,1695,1997,648,2650,712,8055,1371,2763,873,9331,1775,5548,983,2566,669,528,413,518,270,1520,659,2982,738,3783,1309,1275,779,873,614,84,97,272,423,517,455,402,367,2508,982,1975,914,408,389,239,247,1328,779,533,377,18311,1951,11843,1350,4995,1027,540,343,1562,614,2893,794,6848,1064,6468,1227,1829,643,1213,586,470,356,57,73,686,440,616,275,4639,1025,3208,818,768,390,302,272,2138,706,1431,605,263379,6056,222672,5654,68305,3437,13191,1571,10897,1620,44217,2541,154367,4322,40707,2957,14678,1939,7548,1236,1445,548,501,354,5602,1128,7130,1484,26029,2228,12296,1811,1412,749,1273,486,9611,1437,13733,1916,6035,null,null,3177,null,null,2154,null,null,1330,null,null,309,null,null,734,null,null,983,null,null,1496,null,null,2421,null,null,1493,null,null,1188,null,null,629,null,null,701,null,null,776,null,null,890,null,null,1872,null,null,1695,null,null,648,null,null,712,null,null,1371,null,null,873,null,null,1775,null,null,983,null,null,669,null,null,413,null,null,270,null,null,659,null,null,738,null,null,1309,null,null,779,null,null,614,null,null,97,null,null,423,null,null,455,null,null,367,null,null,982,null,null,914,null,null,389,null,null,247,null,null,779,null,null,377,null,null,1951,null,null,1350,null,null,1027,null,null,343,null,null,614,null,null,794,null,null,1064,null,null,1227,null,null,643,null,null,586,null,null,356,null,null,73,null,null,440,null,null,275,null,null,1025,null,null,818,null,null,390,null,null,272,null,null,706,null,null,605,null,null,6056,null,null,5654,null,null,3437,null,null,1571,null,null,1620,null,null,2541,null,null,4322,null,null,2957,null,null,1939,null,null,1236,null,null,548,null,null,354,null,null,1128,null,null,1484,null,null,2228,null,null,1811,null,null,749,null,null,486,null,null,1437,null,null,1916,null,null,23
1458953,11514,132784,5144,43985,2818,26067,2419,3234,775,10323,1673,12510,1622,17918,2130,88799,4750,16215,2328,11877,2100,2215,783,2788,1046,6874,1829,4338,994,72584,4346,59728,4086,11327,2213,15997,2290,32404,2799,12856,1723,27416,3069,12312,1918,8112,1540,1509,685,2671,886,3932,1090,4200,1072,15104,2411,2776,948,1717,685,724,551,346,247,647,425,1059,605,12328,2083,9556,1999,870,446,2495,1083,6191,1716,2772,819,56917,4694,28090,3131,16044,2322,2854,874,5462,1284,7728,1542,12046,1638,28827,2878,5730,1246,4721,1171,802,360,1527,811,2392,712,1009,383,23097,2740,15353,2306,2659,1060,3018,1077,9676,1690,7744,1458,1241836,11339,955515,11589,402501,8024,83971,4393,69817,4191,248713,6671,553014,7846,286321,10144,86640,5215,43248,3766,8104,1684,4944,1253,30200,2997,43392,3572,199681,8500,98654,5391,12625,1652,10594,1502,75435,4273,101027,5514,11514,null,null,5144,null,null,2818,null,null,2419,null,null,775,null,null,1673,null,null,1622,null,null,2130,null,null,4750,null,null,2328,null,null,2100,null,null,783,null,null,1046,null,null,1829,null,null,994,null,null,4346,null,null,4086,null,null,2213,null,null,2290,null,null,2799,null,null,1723,null,null,3069,null,null,1918,null,null,1540,null,null,685,null,null,886,null,null,1090,null,null,1072,null,null,2411,null,null,948,null,null,685,null,null,551,null,null,247,null,null,425,null,null,605,null,null,2083,null,null,1999,null,null,446,null,null,1083,null,null,1716,null,null,819,null,null,4694,null,null,3131,null,null,2322,null,null,874,null,null,1284,null,null,1542,null,null,1638,null,null,2878,null,null,1246,null,null,1171,null,null,360,null,null,811,null,null,712,null,null,383,null,null,2740,null,null,2306,null,null,1060,null,null,1077,null,null,1690,null,null,1458,null,null,11339,null,null,11589,null,null,8024,null,null,4393,null,null,4191,null,null,6671,null,null,7846,null,null,10144,null,null,5215,null,null,3766,null,null,1684,null,null,1253,null,null,2997,null,null,3572,null,null,8500,null,null,5391,null,null,1652,null,null,1502,null,null,4273,null,null,5514,null,null,24
1633661,12099,163401,5947,53338,3693,24330,2885,4045,1191,8360,1690,11925,1948,29008,2310,110063,4462,15825,2276,11027,2029,2892,1077,1880,770,6255,1521,4798,1100,94238,4597,77164,4293,13097,2399,19461,2403,44606,3034,17074,2098,30376,2813,15161,1892,7447,1517,1360,586,2203,780,3884,970,7714,1421,15215,2012,3391,1015,1786,752,515,480,89,103,1182,600,1605,726,11824,1752,8564,1446,1072,543,1384,682,6108,1270,3260,947,60852,4317,29981,2799,14815,2050,2800,886,4342,1157,7673,1428,15166,1814,30871,3026,7393,1800,4415,1345,1245,669,922,683,2248,892,2978,1154,23478,2452,16624,2041,2621,1017,2957,954,11046,1947,6854,1166,1379032,11456,1096246,12070,449235,8853,93739,4094,63536,3479,291960,7217,647011,8676,282786,7494,89127,4647,39884,3914,9315,2039,3639,1029,26930,2732,49243,3334,193659,6704,88750,5162,11546,1863,9385,1917,67819,4541,104909,4543,12099,null,null,5947,null,null,3693,null,null,2885,null,null,1191,null,null,1690,null,null,1948,null,null,2310,null,null,4462,null,null,2276,null,null,2029,null,null,1077,null,null,770,null,null,1521,null,null,1100,null,null,4597,null,null,4293,null,null,2399,null,null,2403,null,null,3034,null,null,2098,null,null,2813,null,null,1892,null,null,1517,null,null,586,null,null,780,null,null,970,null,null,1421,null,null,2012,null,null,1015,null,null,752,null,null,480,null,null,103,null,null,600,null,null,726,null,null,1752,null,null,1446,null,null,543,null,null,682,null,null,1270,null,null,947,null,null,4317,null,null,2799,null,null,2050,null,null,886,null,null,1157,null,null,1428,null,null,1814,null,null,3026,null,null,1800,null,null,1345,null,null,669,null,null,683,null,null,892,null,null,1154,null,null,2452,null,null,2041,null,null,1017,null,null,954,null,null,1947,null,null,1166,null,null,11456,null,null,12070,null,null,8853,null,null,4094,null,null,3479,null,null,7217,null,null,8676,null,null,7494,null,null,4647,null,null,3914,null,null,2039,null,null,1029,null,null,2732,null,null,3334,null,null,6704,null,null,5162,null,null,1863,null,null,1917,null,null,4541,null,null,4543,null,null,25
2476595,14487,356839,7338,133895,4521,79348,3986,12739,1478,28439,2339,38170,2799,54547,2977,222944,7076,42720,3281,29833,2834,7824,1513,5379,1097,16630,2001,12887,1585,180224,6147,150640,5902,30500,3193,37206,3093,82934,4475,29584,2224,69209,3752,34717,2526,17948,2012,2750,807,5958,1212,9240,1244,16769,1427,34492,3082,7795,1497,5042,1269,1002,464,1091,527,2949,1087,2753,659,26697,2735,17604,2257,2545,804,3089,814,11970,1982,9093,1407,135372,4919,76028,3490,40272,2835,7887,1249,11833,1406,20552,1986,35756,2431,59344,3385,15265,1437,10065,1371,2630,909,1262,490,6173,1194,5200,939,44079,3120,28551,2481,5468,1180,3443,931,19640,2015,15528,1851,1915175,13474,1574794,12404,557112,9057,101656,3927,90942,4284,364514,7780,1017682,9673,340381,8181,114182,4554,51757,3242,9446,1357,4205,1188,38106,2716,62425,3014,226199,6853,98947,5420,13050,1978,9105,1470,76792,4330,127252,4684,14487,null,null,7338,null,null,4521,null,null,3986,null,null,1478,null,null,2339,null,null,2799,null,null,2977,null,null,7076,null,null,3281,null,null,2834,null,null,1513,null,null,1097,null,null,2001,null,null,1585,null,null,6147,null,null,5902,null,null,3193,null,null,3093,null,null,4475,null,null,2224,null,null,3752,null,null,2526,null,null,2012,null,null,807,null,null,1212,null,null,1244,null,null,1427,null,null,3082,null,null,1497,null,null,1269,null,null,464,null,null,527,null,null,1087,null,null,659,null,null,2735,null,null,2257,null,null,804,null,null,814,null,null,1982,null,null,1407,null,null,4919,null,null,3490,null,null,2835,null,null,1249,null,null,1406,null,null,1986,null,null,2431,null,null,3385,null,null,1437,null,null,1371,null,null,909,null,null,490,null,null,1194,null,null,939,null,null,3120,null,null,2481,null,null,1180,null,null,931,null,null,2015,null,null,1851,null,null,13474,null,null,12404,null,null,9057,null,null,3927,null,null,4284,null,null,7780,null,null,9673,null,null,8181,null,null,4554,null,null,3242,null,null,1357,null,null,1188,null,null,2716,null,null,3014,null,null,6853,null,null,5420,null,null,1978,null,null,1470,null,null,4330,null,null,4684,null,null,26
1367104,9317,124867,4642,50971,3300,29345,2700,4509,1035,13069,1951,11767,1652,21626,1655,73896,4161,13859,2123,10418,1818,2641,971,2287,878,5490,1051,3441,951,60037,3607,54701,3537,10535,1334,16186,2160,27980,2654,5336,932,30894,2553,16173,1802,8752,1423,1366,502,3038,790,4348,956,7421,1132,14721,1755,3136,749,2279,716,470,287,701,369,1108,458,857,423,11585,1619,10087,1597,869,368,2443,897,6775,1282,1498,523,55048,3572,29863,2215,16062,1812,2747,677,5016,884,8299,1293,13801,1246,25185,2525,7711,1393,6354,1291,1371,601,1180,447,3803,997,1357,410,17474,1987,13779,1658,1878,595,2625,862,9276,1358,3695,797,1156295,10256,984560,10789,394063,7572,82300,3585,69071,3561,242692,5218,590497,7269,171735,5411,69735,3478,38645,2836,5572,881,4341,951,28732,2659,31090,2468,102000,3754,55702,2923,9035,1471,4385,770,42282,2570,46298,2950,9317,null,null,4642,null,null,3300,null,null,2700,null,null,1035,null,null,1951,null,null,1652,null,null,1655,null,null,4161,null,null,2123,null,null,1818,null,null,971,null,null,878,null,null,1051,null,null,951,null,null,3607,null,null,3537,null,null,1334,null,null,2160,null,null,2654,null,null,932,null,null,2553,null,null,1802,null,null,1423,null,null,502,null,null,790,null,null,956,null,null,1132,null,null,1755,null,null,749,null,null,716,null,null,287,null,null,369,null,null,458,null,null,423,null,null,1619,null,null,1597,null,null,368,null,null,897,null,null,1282,null,null,523,null,null,3572,null,null,2215,null,null,1812,null,null,677,null,null,884,null,null,1293,null,null,1246,null,null,2525,null,null,1393,null,null,1291,null,null,601,null,null,447,null,null,997,null,null,410,null,null,1987,null,null,1658,null,null,595,null,null,862,null,null,1358,null,null,797,null,null,10256,null,null,10789,null,null,7572,null,null,3585,null,null,3561,null,null,5218,null,null,7269,null,null,5411,null,null,3478,null,null,2836,null,null,881,null,null,951,null,null,2659,null,null,2468,null,null,3754,null,null,2923,null,null,1471,null,null,770,null,null,2570,null,null,2950,null,null,27
730719,10889,162534,7572,53973,4515,29649,3424,3540,1038,8021,1865,18088,2265,24324,2477,108561,6270,13006,2202,9000,1967,3108,1322,1206,541,4686,1357,4006,910,95555,6097,76208,5371,11294,1869,18180,2832,46734,3780,19347,2420,25831,2857,11543,1614,6899,1299,1604,634,1818,848,3477,890,4644,1009,14288,2309,3020,998,1680,825,363,292,294,340,1023,660,1340,586,11268,1946,7279,1480,1534,568,940,504,4805,1233,3989,982,52413,3937,29895,3099,14517,2190,2583,992,3882,1178,8052,1333,15378,2107,22518,2527,4774,1483,2554,998,619,500,187,170,1748,867,2220,1009,17744,2073,11700,1813,2318,874,1779,767,7603,1376,6044,1108,489941,9088,394323,9030,144926,6139,24549,3099,25796,2564,94581,5064,249397,6673,95618,6035,26585,2820,11275,1889,2201,939,1545,780,7529,1493,15310,1961,69033,5534,33574,3569,5115,1228,3494,1044,24965,3039,35459,3182,10889,null,null,7572,null,null,4515,null,null,3424,null,null,1038,null,null,1865,null,null,2265,null,null,2477,null,null,6270,null,null,2202,null,null,1967,null,null,1322,null,null,541,null,null,1357,null,null,910,null,null,6097,null,null,5371,null,null,1869,null,null,2832,null,null,3780,null,null,2420,null,null,2857,null,null,1614,null,null,1299,null,null,634,null,null,848,null,null,890,null,null,1009,null,null,2309,null,null,998,null,null,825,null,null,292,null,null,340,null,null,660,null,null,586,null,null,1946,null,null,1480,null,null,568,null,null,504,null,null,1233,null,null,982,null,null,3937,null,null,3099,null,null,2190,null,null,992,null,null,1178,null,null,1333,null,null,2107,null,null,2527,null,null,1483,null,null,998,null,null,500,null,null,170,null,null,867,null,null,1009,null,null,2073,null,null,1813,null,null,874,null,null,767,null,null,1376,null,null,1108,null,null,9088,null,null,9030,null,null,6139,null,null,3099,null,null,2564,null,null,5064,null,null,6673,null,null,6035,null,null,2820,null,null,1889,null,null,939,null,null,780,null,null,1493,null,null,1961,null,null,5534,null,null,3569,null,null,1228,null,null,1044,null,null,3039,null,null,3182,null,null,28
1527349,11298,217156,6888,87144,3976,48145,2949,8387,1524,17580,2005,22178,2128,38999,2878,130012,5891,26976,2998,19144,2894,4709,1299,4021,1192,10414,1999,7832,1353,103036,5531,88592,5012,17846,2554,24333,2806,46413,3785,14444,2169,49496,3820,27788,2984,15568,1939,2645,859,4813,1212,8110,1441,12220,1900,21708,2618,4856,1094,3017,877,584,407,673,442,1760,670,1839,643,16852,2232,11240,1923,1789,799,1318,618,8133,1685,5612,1160,90343,4876,51388,3625,25607,2621,3394,651,6964,1375,15249,1947,25781,2328,38955,3562,11934,1608,8710,1353,2123,904,861,411,5726,1054,3224,910,27021,3028,20022,2597,4141,1258,2690,968,13191,1938,6999,1416,1170354,12748,972815,12729,365164,8208,68367,4354,62741,3695,234056,6679,607651,10365,197539,8073,64972,3912,32119,3180,5929,1290,2933,889,23257,2543,32853,2863,132567,6413,61687,4640,7277,1326,5957,1486,48453,3672,70880,4276,11298,null,null,6888,null,null,3976,null,null,2949,null,null,1524,null,null,2005,null,null,2128,null,null,2878,null,null,5891,null,null,2998,null,null,2894,null,null,1299,null,null,1192,null,null,1999,null,null,1353,null,null,5531,null,null,5012,null,null,2554,null,null,2806,null,null,3785,null,null,2169,null,null,3820,null,null,2984,null,null,1939,null,null,859,null,null,1212,null,null,1441,null,null,1900,null,null,2618,null,null,1094,null,null,877,null,null,407,null,null,442,null,null,670,null,null,643,null,null,2232,null,null,1923,null,null,799,null,null,618,null,null,1685,null,null,1160,null,null,4876,null,null,3625,null,null,2621,null,null,651,null,null,1375,null,null,1947,null,null,2328,null,null,3562,null,null,1608,null,null,1353,null,null,904,null,null,411,null,null,1054,null,null,910,null,null,3028,null,null,2597,null,null,1258,null,null,968,null,null,1938,null,null,1416,null,null,12748,null,null,12729,null,null,8208,null,null,4354,null,null,3695,null,null,6679,null,null,10365,null,null,8073,null,null,3912,null,null,3180,null,null,1290,null,null,889,null,null,2543,null,null,2863,null,null,6413,null,null,4640,null,null,1326,null,null,1486,null,null,3672,null,null,4276,null,null,29
257449,5388,33141,3078,17443,2116,9483,1721,1891,664,3290,1101,4302,993,7960,1219,15698,1996,3366,808,2299,689,876,448,478,289,945,498,1067,406,12332,1753,10480,1485,2313,887,2137,564,6030,1185,1852,733,8164,1594,4899,965,2960,844,182,158,1504,691,1274,515,1939,530,3265,1158,761,549,672,539,365,501,101,83,206,161,89,127,2504,1043,1710,908,624,758,244,250,842,498,794,494,14749,1543,11579,1337,5363,969,957,437,1437,541,2969,816,6216,1013,3170,880,1208,524,956,480,334,256,115,185,507,435,252,177,1962,623,1396,549,145,149,213,167,1038,533,566,339,201395,4730,173754,4831,61246,3207,10004,1486,12087,1856,39155,2595,112508,3457,27641,2410,11420,1597,5840,1179,841,483,625,425,4374,941,5580,1081,16221,2213,7773,1342,1113,384,832,492,5828,1135,8448,1534,5388,null,null,3078,null,null,2116,null,null,1721,null,null,664,null,null,1101,null,null,993,null,null,1219,null,null,1996,null,null,808,null,null,689,null,null,448,null,null,289,null,null,498,null,null,406,null,null,1753,null,null,1485,null,null,887,null,null,564,null,null,1185,null,null,733,null,null,1594,null,null,965,null,null,844,null,null,158,null,null,691,null,null,515,null,null,530,null,null,1158,null,null,549,null,null,539,null,null,501,null,null,83,null,null,161,null,null,127,null,null,1043,null,null,908,null,null,758,null,null,250,null,null,498,null,null,494,null,null,1543,null,null,1337,null,null,969,null,null,437,null,null,541,null,null,816,null,null,1013,null,null,880,null,null,524,null,null,480,null,null,256,null,null,185,null,null,435,null,null,177,null,null,623,null,null,549,null,null,149,null,null,167,null,null,533,null,null,339,null,null,4730,null,null,4831,null,null,3207,null,null,1486,null,null,1856,null,null,2595,null,null,3457,null,null,2410,null,null,1597,null,null,1179,null,null,483,null,null,425,null,null,941,null,null,1081,null,null,2213,null,null,1342,null,null,384,null,null,492,null,null,1135,null,null,1534,null,null,30
476436,5393,53528,3110,21547,2024,13275,1725,2848,1087,5290,1114,5137,1098,8272,1355,31981,2368,5222,981,4277,962,583,242,1337,569,2357,826,945,416,26759,2320,23931,2207,4892,1134,7231,1348,11808,1761,2828,781,11331,1393,6350,1059,4130,982,514,369,1153,413,2463,816,2220,502,4981,1001,843,405,522,299,123,122,19,36,380,270,321,239,4138,952,3365,905,534,404,553,328,2278,783,773,349,25160,2147,14728,1418,8421,1140,2067,554,2465,656,3889,844,6307,1039,10432,1550,2676,819,1936,631,719,448,270,235,947,441,740,501,7756,1386,6666,1300,1573,702,1046,542,4047,922,1090,419,386417,4640,326628,5375,133743,3419,25767,1706,27308,2181,80668,2834,192885,4337,59789,3407,20497,2019,11037,1636,2057,656,773,392,8207,1387,9460,1527,39292,2652,19855,2080,2180,705,2064,663,15611,1896,19437,1770,5393,null,null,3110,null,null,2024,null,null,1725,null,null,1087,null,null,1114,null,null,1098,null,null,1355,null,null,2368,null,null,981,null,null,962,null,null,242,null,null,569,null,null,826,null,null,416,null,null,2320,null,null,2207,null,null,1134,null,null,1348,null,null,1761,null,null,781,null,null,1393,null,null,1059,null,null,982,null,null,369,null,null,413,null,null,816,null,null,502,null,null,1001,null,null,405,null,null,299,null,null,122,null,null,36,null,null,270,null,null,239,null,null,952,null,null,905,null,null,404,null,null,328,null,null,783,null,null,349,null,null,2147,null,null,1418,null,null,1140,null,null,554,null,null,656,null,null,844,null,null,1039,null,null,1550,null,null,819,null,null,631,null,null,448,null,null,235,null,null,441,null,null,501,null,null,1386,null,null,1300,null,null,702,null,null,542,null,null,922,null,null,419,null,null,4640,null,null,5375,null,null,3419,null,null,1706,null,null,2181,null,null,2834,null,null,4337,null,null,3407,null,null,2019,null,null,1636,null,null,656,null,null,392,null,null,1387,null,null,1527,null,null,2652,null,null,2080,null,null,705,null,null,663,null,null,1896,null,null,1770,null,null,31
670968,8716,102506,5174,44322,2869,25589,2309,2529,677,8887,1599,14173,1932,18733,1904,58184,4191,10778,1564,8168,1490,850,469,1980,734,5338,1124,2610,847,47406,3627,40142,3308,7814,1449,9518,1451,22810,2541,7264,1198,22670,2738,12124,2141,8028,1805,750,410,2646,934,4632,1367,4096,1121,10546,1823,3723,1017,3117,886,1334,703,966,601,817,410,606,459,6823,1480,5415,1282,922,479,563,327,3930,1155,1408,542,39766,3233,22836,2645,13921,1987,2290,827,4062,1305,7569,1412,8915,1515,16930,2011,5266,1115,3577,870,489,423,697,404,2391,691,1689,625,11664,2062,7950,1792,1086,621,1106,516,5758,1401,3714,928,506026,8290,389732,7270,144977,5585,26526,2369,25107,2363,93344,4497,244755,6475,116294,5267,45108,3553,21150,2286,3304,993,2506,1067,15340,2112,23958,2292,71186,3789,32661,3037,4780,1355,3170,779,24711,2626,38525,2763,8716,null,null,5174,null,null,2869,null,null,2309,null,null,677,null,null,1599,null,null,1932,null,null,1904,null,null,4191,null,null,1564,null,null,1490,null,null,469,null,null,734,null,null,1124,null,null,847,null,null,3627,null,null,3308,null,null,1449,null,null,1451,null,null,2541,null,null,1198,null,null,2738,null,null,2141,null,null,1805,null,null,410,null,null,934,null,null,1367,null,null,1121,null,null,1823,null,null,1017,null,null,886,null,null,703,null,null,601,null,null,410,null,null,459,null,null,1480,null,null,1282,null,null,479,null,null,327,null,null,1155,null,null,542,null,null,3233,null,null,2645,null,null,1987,null,null,827,null,null,1305,null,null,1412,null,null,1515,null,null,2011,null,null,1115,null,null,870,null,null,423,null,null,404,null,null,691,null,null,625,null,null,2062,null,null,1792,null,null,621,null,null,516,null,null,1401,null,null,928,null,null,8290,null,null,7270,null,null,5585,null,null,2369,null,null,2363,null,null,4497,null,null,6475,null,null,5267,null,null,3553,null,null,2286,null,null,993,null,null,1067,null,null,2112,null,null,2292,null,null,3789,null,null,3037,null,null,1355,null,null,779,null,null,2626,null,null,2763,null,null,32
342912,5731,21393,2364,8228,1549,3935,1122,625,452,1104,502,2206,767,4293,1070,13165,1832,3124,1196,2651,944,1067,628,439,372,1145,561,473,414,10041,1634,8676,1483,2116,742,1265,514,5295,1266,1365,622,6952,1454,3741,1042,2014,856,57,94,520,378,1437,762,1727,694,3211,1053,801,528,765,513,114,156,66,86,585,531,36,63,2410,854,2238,866,257,289,788,489,1193,708,172,127,12081,1708,6624,1237,3075,810,831,437,373,239,1871,641,3549,845,5457,993,1759,744,1531,697,447,292,363,416,721,358,228,185,3698,879,2549,678,396,289,185,163,1968,654,1149,543,302486,5943,252865,5701,89205,3624,17537,2066,12768,1471,58900,2600,163660,4660,49621,3634,17462,1970,9353,1521,1517,546,499,330,7337,1400,8109,1550,32159,2865,16411,2093,1926,760,1304,518,13181,1851,15748,2122,5731,null,null,2364,null,null,1549,null,null,1122,null,null,452,null,null,502,null,null,767,null,null,1070,null,null,1832,null,null,1196,null,null,944,null,null,628,null,null,372,null,null,561,null,null,414,null,null,1634,null,null,1483,null,null,742,null,null,514,null,null,1266,null,null,622,null,null,1454,null,null,1042,null,null,856,null,null,94,null,null,378,null,null,762,null,null,694,null,null,1053,null,null,528,null,null,513,null,null,156,null,null,86,null,null,531,null,null,63,null,null,854,null,null,866,null,null,289,null,null,489,null,null,708,null,null,127,null,null,1708,null,null,1237,null,null,810,null,null,437,null,null,239,null,null,641,null,null,845,null,null,993,null,null,744,null,null,697,null,null,292,null,null,416,null,null,358,null,null,185,null,null,879,null,null,678,null,null,289,null,null,163,null,null,654,null,null,543,null,null,5943,null,null,5701,null,null,3624,null,null,2066,null,null,1471,null,null,2600,null,null,4660,null,null,3634,null,null,1970,null,null,1521,null,null,546,null,null,330,null,null,1400,null,null,1550,null,null,2865,null,null,2093,null,null,760,null,null,518,null,null,1851,null,null,2122,null,null,33
