C23002A_001E,C23002A_001M,C23002A_002E,C23002A_002M,C23002A_003E,C23002A_003M,C23002A_004E,C23002A_004M,C23002A_005E,C23002A_005M,C23002A_006E,C23002A_006M,C23002A_007E,C23002A_007M,C23002A_008E,C23002A_008M,C23002A_009E,C23002A_009M,C23002A_010E,C23002A_010M,C23002A_011E,C23002A_011M,C23002A_012E,C23002A_012M,C23002A_013E,C23002A_013M,C23002A_014E,C23002A_014M,C23002A_015E,C23002A_015M,C23002A_016E,C23002A_016M,C23002A_017E,C23002A_017M,C23002A_018E,C23002A_018M,C23002A_019E,C23002A_019M,C23002A_020E,C23002A_020M,C23002A_021E,C23002A_021M,C23002A_022E,C23002A_022M,C23002A_023E,C23002A_023M,C23002A_024E,C23002A_024M,C23002A_025E,C23002A_025M,C23002A_026E,C23002A_026M,C23002A_027E,C23002A_027M,C23002A_001M,C23002A_001EA,C23002A_001MA,C23002A_002M,C23002A_002EA,C23002A_002MA,C23002A_003M,C23002A_003EA,C23002A_003MA,C23002A_004M,C23002A_004EA,C23002A_004MA,C23002A_005M,C23002A_005EA,C23002A_005MA,C23002A_006M,C23002A_006EA,C23002A_006MA,C23002A_007M,C23002A_007EA,C23002A_007MA,C23002A_008M,C23002A_008EA,C23002A_008MA,C23002A_009M,C23002A_009EA,C23002A_009MA,C23002A_010M,C23002A_010EA,C23002A_010MA,C23002A_011M,C23002A_011EA,C23002A_011MA,C23002A_012M,C23002A_012EA,C23002A_012MA,C23002A_013M,C23002A_013EA,C23002A_013MA,C23002A_014M,C23002A_014EA,C23002A_014MA,C23002A_015M,C23002A_015EA,C23002A_015MA,C23002A_016M,C23002A_016EA,C23002A_016MA,C23002A_017M,C23002A_017EA,C23002A_017MA,C23002A_018M,C23002A_018EA,C23002A_018MA,C23002A_019M,C23002A_019EA,C23002A_019MA,C23002A_020M,C23002A_020EA,C23002A_020MA,C23002A_021M,C23002A_021EA,C23002A_021MA,C23002A_022M,C23002A_022EA,C23002A_022MA,C23002A_023M,C23002A_023EA,C23002A_023MA,C23002A_024M,C23002A_024EA,C23002A_024MA,C23002A_025M,C23002A_025EA,C23002A_025MA,C23002A_026M,C23002A_026EA,C23002A_026MA,C23002A_027M,C23002A_027EA,C23002A_027MA,state
1057317,1924,511747,1483,397381,1427,310118,4450,1562,575,308556,4391,292833,5048,15723,2247,87263,4462,114366,320,26441,1833,25283,1896,1158,530,87925,1803,545570,1476,407799,1375,301844,3500,169,151,301675,3511,290903,3974,10772,1668,105955,3533,137771,371,20332,2047,19731,2031,601,250,117439,2044,1924,null,null,1483,null,null,1427,null,null,4450,null,null,575,null,null,4391,null,null,5048,null,null,2247,null,null,4462,null,null,320,null,null,1833,null,null,1896,null,null,530,null,null,1803,null,null,1476,null,null,1375,null,null,3500,null,null,151,null,null,3511,null,null,3974,null,null,1668,null,null,3533,null,null,371,null,null,2047,null,null,2031,null,null,250,null,null,2044,null,null,23
2800102,9478,1363967,5837,1098617,5717,914440,8032,15985,1975,898455,7921,858789,8380,39666,3415,184177,6208,265350,966,75129,3720,73543,3737,1586,489,190221,3795,1436135,5249,1101179,5069,822590,7942,4799,1265,817791,8030,781302,8612,36489,2921,278589,7058,334956,1477,59682,2565,57898,2484,1784,631,275274,3006,9478,null,null,5837,null,null,5717,null,null,8032,null,null,1975,null,null,7921,null,null,8380,null,null,3415,null,null,6208,null,null,966,null,null,3720,null,null,3737,null,null,489,null,null,3795,null,null,5249,null,null,5069,null,null,7942,null,null,1265,null,null,8030,null,null,8612,null,null,2921,null,null,7058,null,null,1477,null,null,2565,null,null,2484,null,null,631,null,null,3006,null,null,24
4493515,12125,2148992,7627,1734573,7287,1413248,9314,3791,857,1409457,9202,1333921,10391,75536,4722,321325,9004,414419,1107,114727,3974,110561,3841,4166,1039,299692,4254,2344523,6299,1799333,6063,1383028,9797,288,243,1382740,9825,1324535,10972,58205,3849,416305,9349,545190,1569,99853,3562,95905,3380,3948,853,445337,3782,12125,null,null,7627,null,null,7287,null,null,9314,null,null,857,null,null,9202,null,null,10391,null,null,4722,null,null,9004,null,null,1107,null,null,3974,null,null,3841,null,null,1039,null,null,4254,null,null,6299,null,null,6063,null,null,9797,null,null,243,null,null,9825,null,null,10972,null,null,3849,null,null,9349,null,null,1569,null,null,3562,null,null,3380,null,null,853,null,null,3782,null,null,25
6403591,7758,3141829,4938,2515003,4768,1972483,9748,2548,742,1969935,9712,1861834,10368,108101,4685,542520,9016,626826,813,116015,4049,112281,4053,3734,595,510811,3922,3261762,4215,2494728,4226,1751638,10515,447,272,1751191,10486,1671942,10544,79249,4169,743090,9955,767034,1102,88022,3503,85946,3525,2076,539,679012,3418,7758,null,null,4938,null,null,4768,null,null,9748,null,null,742,null,null,9712,null,null,10368,null,null,4685,null,null,9016,null,null,813,null,null,4049,null,null,4053,null,null,595,null,null,3922,null,null,4215,null,null,4226,null,null,10515,null,null,272,null,null,10486,null,null,10544,null,null,4169,null,null,9955,null,null,1102,null,null,3503,null,null,3525,null,null,539,null,null,3418,null,null,26
3750633,4953,1849825,3716,1494509,3630,1275359,5820,1902,663,1273457,5831,1225832,6214,47625,2835,219150,5137,355316,787,80056,2834,78171,2831,1885,425,275260,2840,1900808,3314,1468685,3275,1182038,6311,278,240,1181760,6311,1149695,6359,32065,2452,286647,5845,432123,647,63936,2721,62482,2643,1454,428,368187,2737,4953,null,null,3716,null,null,3630,null,null,5820,null,null,663,null,null,5831,null,null,6214,null,null,2835,null,null,5137,null,null,787,null,null,2834,null,null,2831,null,null,425,null,null,2840,null,null,3314,null,null,3275,null,null,6311,null,null,240,null,null,6311,null,null,6359,null,null,2452,null,null,5845,null,null,647,null,null,2721,null,null,2643,null,null,428,null,null,2737,null,null,27
1421081,4103,692441,3148,548280,3174,413540,5614,7296,1337,406244,5777,384119,5482,22125,2443,134740,6183,144161,648,30591,2381,29717,2337,874,494,113570,2355,728640,2690,547932,2617,344148,6989,1461,546,342687,6993,324181,7159,18506,2291,203784,7398,180708,578,21843,2091,21415,2068,428,217,158865,2232,4103,null,null,3148,null,null,3174,null,null,5614,null,null,1337,null,null,5777,null,null,5482,null,null,2443,null,null,6183,null,null,648,null,null,2381,null,null,2337,null,null,494,null,null,2355,null,null,2690,null,null,2617,null,null,6989,null,null,546,null,null,6993,null,null,7159,null,null,2291,null,null,7398,null,null,578,null,null,2091,null,null,2068,null,null,217,null,null,2232,null,null,28
4069445,5777,1986241,3620,1596091,3632,1261986,8323,13341,1669,1248645,8322,1193774,9083,54871,3375,334105,7748,390150,942,79105,3083,77311,3143,1794,521,311045,3142,2083204,3680,1595978,3622,1138132,9339,1807,857,1136325,9462,1092559,9466,43766,3643,457846,10241,487226,908,69761,4009,68547,3997,1214,466,417465,4231,5777,null,null,3620,null,null,3632,null,null,8323,null,null,1669,null,null,8322,null,null,9083,null,null,3375,null,null,7748,null,null,942,null,null,3083,null,null,3143,null,null,521,null,null,3142,null,null,3680,null,null,3622,null,null,9339,null,null,857,null,null,9462,null,null,9466,null,null,3643,null,null,10241,null,null,908,null,null,4009,null,null,3997,null,null,466,null,null,4231,null,null,29
761166,1592,382670,1452,298132,1487,241081,3185,2248,605,238833,3212,227005,3712,11828,1869,57051,3077,84538,369,17997,1384,17379,1351,618,296,66541,1419,378496,1331,286912,1344,211615,3345,478,254,211137,3328,203103,3130,8034,1305,75297,3598,91584,308,13715,1460,13440,1445,275,248,77869,1459,1592,null,null,1452,null,null,1487,null,null,3185,null,null,605,null,null,3212,null,null,3712,null,null,1869,null,null,3077,null,null,369,null,null,1384,null,null,1351,null,null,296,null,null,1419,null,null,1331,null,null,1344,null,null,3345,null,null,254,null,null,3328,null,null,3130,null,null,1305,null,null,3598,null,null,308,null,null,1460,null,null,1445,null,null,248,null,null,1459,null,null,30
1325021,4079,653938,2976,531886,2885,454221,4390,4117,800,450104,4563,434765,4349,15339,1898,77665,3918,122052,795,34351,1731,33731,1726,620,306,87701,1961,671083,2582,521403,2517,410879,4994,906,432,409973,4941,397282,5123,12691,1773,110524,4685,149680,642,24235,1548,23734,1510,501,264,125445,1573,4079,null,null,2976,null,null,2885,null,null,4390,null,null,800,null,null,4563,null,null,4349,null,null,1898,null,null,3918,null,null,795,null,null,1731,null,null,1726,null,null,306,null,null,1961,null,null,2582,null,null,2517,null,null,4994,null,null,432,null,null,4941,null,null,5123,null,null,1773,null,null,4685,null,null,642,null,null,1548,null,null,1510,null,null,264,null,null,1573,null,null,31
1608025,10663,812523,6905,642348,6495,505913,6726,4309,894,501604,6822,471985,6971,29619,3201,136435,5726,170175,1187,33463,2074,31626,1959,1837,575,136712,2114,795502,5435,615422,5116,423299,7187,1068,444,422231,7150,395976,6999,26255,2764,192123,6699,180080,1447,25992,2027,24985,1927,1007,573,154088,2184,10663,null,null,6905,null,null,6495,null,null,6726,null,null,894,null,null,6822,null,null,6971,null,null,3201,null,null,5726,null,null,1187,null,null,2074,null,null,1959,null,null,575,null,null,2114,null,null,5435,null,null,5116,null,null,7187,null,null,444,null,null,7150,null,null,6999,null,null,2764,null,null,6699,null,null,1447,null,null,2027,null,null,1927,null,null,573,null,null,2184,null,null,32
1043620,2675,514279,2058,413354,2104,340725,4124,2045,821,338680,4153,325455,4386,13225,1654,72629,4517,100925,497,26521,1702,25682,1693,839,334,74404,1776,529341,1680,409534,1720,315416,4418,44,73,315372,4420,305502,4400,9870,2019,94118,4223,119807,356,22804,2044,22411,2073,393,276,97003,2133,2675,null,null,2058,null,null,2104,null,null,4124,null,null,821,null,null,4153,null,null,4386,null,null,1654,null,null,4517,null,null,497,null,null,1702,null,null,1693,null,null,334,null,null,1776,null,null,1680,null,null,1720,null,null,4418,null,null,73,null,null,4420,null,null,4400,null,null,2019,null,null,4223,null,null,356,null,null,2044,null,null,2073,null,null,276,null,null,2133,null,null,33
5002585,16525,2426385,9797,1955308,9613,1600321,11590,5528,956,1594793,11586,1508274,10927,86519,4721,354987,10081,471077,1823,127108,4410,121577,4256,5531,910,343969,4512,2576200,9351,1953841,8669,1422855,11737,811,385,1422044,11754,1347002,10600,75042,4606,530986,9721,622359,1988,100288,4402,96411,4385,3877,870,522071,4634,16525,null,null,9797,null,null,9613,null,null,11590,null,null,956,null,null,11586,null,null,10927,null,null,4721,null,null,10081,null,null,1823,null,null,4410,null,null,4256,null,null,910,null,null,4512,null,null,9351,null,null,8669,null,null,11737,null,null,385,null,null,11754,null,null,10600,null,null,4606,null,null,9721,null,null,1988,null,null,4402,null,null,4385,null,null,870,null,null,4634,null,null,34
1238490,9242,609054,5777,478562,5549,357941,6078,6566,1245,351375,6423,324542,6632,26833,3304,120621,4707,130492,1791,25270,2115,24174,2097,1096,422,105222,2427,629436,5316,475227,4939,316647,6968,790,403,315857,7026,295939,6943,19918,2701,158580,5791,154209,1749,22931,1847,22536,1801,395,250,131278,2213,9242,null,null,5777,null,null,5549,null,null,6078,null,null,1245,null,null,6423,null,null,6632,null,null,3304,null,null,4707,null,null,1791,null,null,2115,null,null,2097,null,null,422,null,null,2427,null,null,5316,null,null,4939,null,null,6968,null,null,403,null,null,7026,null,null,6943,null,null,2701,null,null,5791,null,null,1749,null,null,1847,null,null,1801,null,null,250,null,null,2213,null,null,35
10420054,22299,5071576,12236,4079422,12029,3234756,15604,14379,1285,3220377,15549,3054242,17147,166135,5731,844666,12186,992154,2978,243381,5272,235006,5246,8375,1279,748773,6200,5348478,13948,4060231,13206,2912854,13588,1340,500,2911514,13571,2782678,13622,128836,6548,1147377,14999,1288247,3972,193567,4721,187946,4703,5621,1009,1094680,6006,22299,null,null,12236,null,null,12029,null,null,15604,null,null,1285,null,null,15549,null,null,17147,null,null,5731,null,null,12186,null,null,2978,null,null,5272,null,null,5246,null,null,1279,null,null,6200,null,null,13948,null,null,13206,null,null,13588,null,null,500,null,null,13571,null,null,13622,null,null,6548,null,null,14999,null,null,3972,null,null,4721,null,null,4703,null,null,1009,null,null,6006,null,null,36
5740325,9903,2789291,6128,2231456,5956,1776306,10947,54338,3093,1721968,11147,1635052,11571,86916,4711,455150,9895,557835,1735,111916,4137,108748,4026,3168,782,445919,4375,2951034,6203,2253041,6266,1538898,11661,4215,1089,1534683,11645,1453370,11700,81313,5128,714143,12820,697993,1547,91321,3903,89141,3903,2180,682,606672,4399,9903,null,null,6128,null,null,5956,null,null,10947,null,null,3093,null,null,11147,null,null,11571,null,null,4711,null,null,9895,null,null,1735,null,null,4137,null,null,4026,null,null,782,null,null,4375,null,null,6203,null,null,6266,null,null,11661,null,null,1089,null,null,11645,null,null,11700,null,null,5128,null,null,12820,null,null,1547,null,null,3903,null,null,3903,null,null,682,null,null,4399,null,null,37
534479,2348,273601,1817,225362,1833,194498,2934,5438,1326,189060,3035,183942,3078,5118,1201,30864,2408,48239,355,13789,1240,13659,1240,130,111,34450,1302,260878,1524,202978,1369,162393,2539,392,355,162001,2524,158091,2650,3910,877,40585,2364,57900,443,9724,1081,9697,1081,27,41,48176,1050,2348,null,null,1817,null,null,1833,null,null,2934,null,null,1326,null,null,3035,null,null,3078,null,null,1201,null,null,2408,null,null,355,null,null,1240,null,null,1240,null,null,111,null,null,1302,null,null,1524,null,null,1369,null,null,2539,null,null,355,null,null,2524,null,null,2650,null,null,877,null,null,2364,null,null,443,null,null,1081,null,null,1081,null,null,41,null,null,1050,null,null,38
7748428,7820,3768234,4580,3030544,4751,2423469,11040,6512,1026,2416957,11121,2293160,11584,123797,5655,607075,9845,737690,1084,157791,4667,154222,4794,3569,694,579899,4728,3980194,5167,3041258,5225,2190817,11785,827,373,2189990,11830,2097376,12419,92614,5512,850441,11992,938936,1237,126751,4179,123538,4236,3213,731,812185,4132,7820,null,null,4580,null,null,4751,null,null,11040,null,null,1026,null,null,11121,null,null,11584,null,null,5655,null,null,9845,null,null,1084,null,null,4667,null,null,4794,null,null,694,null,null,4728,null,null,5167,null,null,5225,null,null,11785,null,null,373,null,null,11830,null,null,12419,null,null,5512,null,null,11992,null,null,1237,null,null,4179,null,null,4236,null,null,731,null,null,4132,null,null,39
2297109,5170,1127155,3259,903232,3175,703354,5875,9520,1230,693834,5773,657108,5529,36726,2863,199878,5516,223923,737,49648,2148,48138,2221,1510,536,174275,2317,1169954,3078,892859,2856,597636,5909,1671,456,595965,5837,565350,5910,30615,2589,295223,6173,277095,779,38902,2242,38364,2275,538,256,238193,2330,5170,null,null,3259,null,null,3175,null,null,5875,null,null,1230,null,null,5773,null,null,5529,null,null,2863,null,null,5516,null,null,737,null,null,2148,null,null,2221,null,null,536,null,null,2317,null,null,3078,null,null,2856,null,null,5909,null,null,456,null,null,5837,null,null,5910,null,null,2589,null,null,6173,null,null,779,null,null,2242,null,null,2275,null,null,256,null,null,2330,null,null,40
2858271,8472,1399522,5353,1104942,5119,869628,7379,1849,623,867779,7355,817299,7316,50480,3896,235314,6729,294580,1116,57207,3462,54587,3215,2620,1066,237373,3491,1458749,5208,1110679,5217,776925,8042,270,253,776655,8033,738255,8630,38400,3285,333754,7893,348070,1039,44812,2874,43332,2847,1480,517,303258,2846,8472,null,null,5353,null,null,5119,null,null,7379,null,null,623,null,null,7355,null,null,7316,null,null,3896,null,null,6729,null,null,1116,null,null,3462,null,null,3215,null,null,1066,null,null,3491,null,null,5208,null,null,5217,null,null,8042,null,null,253,null,null,8033,null,null,8630,null,null,3285,null,null,7893,null,null,1039,null,null,2874,null,null,2847,null,null,517,null,null,2846,null,null,41
8605638,11384,4183366,7529,3306823,7552,2632367,11497,3885,910,2628482,11626,2484251,12859,144231,5858,674456,12160,876543,1403,188990,4706,183935,4623,5055,809,687553,5125,4422272,6770,3299151,6747,2396281,11790,850,453,2395431,11854,2288966,11947,106465,4789,902870,12843,1123121,1299,158190,4211,153570,4145,4620,820,964931,4653,11384,null,null,7529,null,null,7552,null,null,11497,null,null,910,null,null,11626,null,null,12859,null,null,5858,null,null,12160,null,null,1403,null,null,4706,null,null,4623,null,null,809,null,null,5125,null,null,6770,null,null,6747,null,null,11790,null,null,453,null,null,11854,null,null,11947,null,null,4789,null,null,12843,null,null,1299,null,null,4211,null,null,4145,null,null,820,null,null,4653,null,null,42
719689,4076,341535,2746,273246,2708,218988,3834,2488,523,216500,3913,202951,4226,13549,2090,54258,3010,68289,589,15512,1620,14784,1576,728,344,52777,1720,378154,2190,285883,2168,211138,4101,440,383,210698,4037,200379,3912,10319,1737,74745,4153,92271,812,13646,1256,13124,1192,522,308,78625,1510,4076,null,null,2746,null,null,2708,null,null,3834,null,null,523,null,null,3913,null,null,4226,null,null,2090,null,null,3010,null,null,589,null,null,1620,null,null,1576,null,null,344,null,null,1720,null,null,2190,null,null,2168,null,null,4101,null,null,383,null,null,4037,null,null,3912,null,null,1737,null,null,4153,null,null,812,null,null,1256,null,null,1192,null,null,308,null,null,1510,null,null,44
2752406,7002,1339122,4484,1045655,4563,826941,8048,18299,2191,808642,8188,770210,8248,38432,3627,218714,8034,293467,905,59714,3237,58574,3197,1140,591,233753,3253,1413284,4257,1061208,4371,726372,10028,4017,1094,722355,10124,685114,9704,37241,3337,334836,8850,352076,1010,46670,2843,45767,2801,903,351,305406,2866,7002,null,null,4484,null,null,4563,null,null,8048,null,null,2191,null,null,8188,null,null,8248,null,null,3627,null,null,8034,null,null,905,null,null,3237,null,null,3197,null,null,591,null,null,3253,null,null,4257,null,null,4371,null,null,10028,null,null,1094,null,null,10124,null,null,9704,null,null,3337,null,null,8850,null,null,1010,null,null,2843,null,null,2801,null,null,351,null,null,2866,null,null,45
588894,2015,294912,1614,234762,1618,200440,2773,1004,439,199436,2824,194175,2824,5261,1132,34322,2798,60150,35,17481,1350,17403,1353,78,99,42669,1347,293982,1548,222831,1507,177443,3201,335,209,177108,3209,172328,3213,4780,1079,45388,3132,71151,396,12291,1126,12111,1090,180,248,58860,1153,2015,null,null,1614,null,null,1618,null,null,2773,null,null,439,null,null,2824,null,null,2824,null,null,1132,null,null,2798,null,null,35,null,null,1350,null,null,1353,null,null,99,null,null,1347,null,null,1548,null,null,1507,null,null,3201,null,null,209,null,null,3209,null,null,3213,null,null,1079,null,null,3132,null,null,396,null,null,1126,null,null,1090,null,null,248,null,null,1153,null,null,46
