B21001G_001E,B21001G_001M,B21001G_002E,B21001G_002M,B21001G_003E,B21001G_003M,B21001G_004E,B21001G_004M,B21001G_005E,B21001G_005M,B21001G_006E,B21001G_006M,B21001G_007E,B21001G_007M,B21001G_008E,B21001G_008M,B21001G_009E,B21001G_009M,B21001G_010E,B21001G_010M,B21001G_011E,B21001G_011M,B21001G_012E,B21001G_012M,B21001G_013E,B21001G_013M,B21001G_014E,B21001G_014M,B21001G_015E,B21001G_015M,B21001G_016E,B21001G_016M,B21001G_017E,B21001G_017M,B21001G_018E,B21001G_018M,B21001G_019E,B21001G_019M,B21001G_020E,B21001G_020M,B21001G_021E,B21001G_021M,B21001G_022E,B21001G_022M,B21001G_023E,B21001G_023M,B21001G_024E,B21001G_024M,B21001G_025E,B21001G_025M,B21001G_026E,B21001G_026M,B21001G_027E,B21001G_027M,B21001G_028E,B21001G_028M,B21001G_029E,B21001G_029M,B21001G_030E,B21001G_030M,B21001G_031E,B21001G_031M,B21001G_032E,B21001G_032M,B21001G_033E,B21001G_033M,B21001G_001M,B21001G_001EA,B21001G_001MA,B21001G_002M,B21001G_002EA,B21001G_002MA,B21001G_003M,B21001G_003EA,B21001G_003MA,B21001G_004M,B21001G_004EA,B21001G_004MA,B21001G_005M,B21001G_005EA,B21001G_005MA,B21001G_006M,B21001G_006EA,B21001G_006MA,B21001G_007M,B21001G_007EA,B21001G_007MA,B21001G_008M,B21001G_008EA,B21001G_008MA,B21001G_009M,B21001G_009EA,B21001G_009MA,B21001G_010M,B21001G_010EA,B21001G_010MA,B21001G_011M,B21001G_011EA,B21001G_011MA,B21001G_012M,B21001G_012EA,B21001G_012MA,B21001G_013M,B21001G_013EA,B21001G_013MA,B21001G_014M,B21001G_014EA,B21001G_014MA,B21001G_015M,B21001G_015EA,B21001G_015MA,B21001G_016M,B21001G_016EA,B21001G_016MA,B21001G_017M,B21001G_017EA,B21001G_017MA,B21001G_018M,B21001G_018EA,B21001G_018MA,B21001G_019M,B21001G_019EA,B21001G_019MA,B21001G_020M,B21001G_020EA,B21001G_020MA,B21001G_021M,B21001G_021EA,B21001G_021MA,B21001G_022M,B21001G_022EA,B21001G_022MA,B21001G_023M,B21001G_023EA,B21001G_023MA,B21001G_024M,B21001G_024EA,B21001G_024MA,B21001G_025M,B21001G_025EA,B21001G_025MA,B21001G_026M,B21001G_026EA,B21001G_026MA,B21001G_027M,B21001G_027EA,B21001G_027MA,B21001G_028M,B21001G_028EA,B21001G_028MA,B21001G_029M,B21001G_029EA,B21001G_029MA,B21001G_030M,B21001G_030EA,B21001G_030MA,B21001G_031M,B21001G_031EA,B21001G_031MA,B21001G_032M,B21001G_032EA,B21001G_032MA,B21001G_033M,B21001G_033EA,B21001G_033MA,state
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,23
100151,6759,45275,4220,22614,2843,1051,556,21563,2773,14465,2155,1616,705,12849,1957,5017,1181,1344,488,3673,1090,2283,545,1052,395,1231,491,896,382,176,137,720,361,54876,4270,25844,3019,586,429,25258,3118,17849,1925,1611,736,16238,1859,5435,1127,199,186,5236,1119,3376,878,54,65,3322,880,2372,857,23,37,2349,852,6759,null,null,4220,null,null,2843,null,null,556,null,null,2773,null,null,2155,null,null,705,null,null,1957,null,null,1181,null,null,488,null,null,1090,null,null,545,null,null,395,null,null,491,null,null,382,null,null,137,null,null,361,null,null,4270,null,null,3019,null,null,429,null,null,3118,null,null,1925,null,null,736,null,null,1859,null,null,1127,null,null,186,null,null,1119,null,null,878,null,null,65,null,null,880,null,null,857,null,null,37,null,null,852,null,null,24
122020,7990,60312,4883,29899,3219,310,269,29589,3195,21383,2438,2088,953,19295,2440,5370,1285,202,138,5168,1273,2172,707,828,450,1344,563,1488,553,708,386,780,384,61708,4821,30488,3184,147,150,30341,3161,18997,2728,258,228,18739,2704,6551,1256,48,83,6503,1264,3095,856,45,73,3050,835,2577,655,57,70,2520,638,7990,null,null,4883,null,null,3219,null,null,269,null,null,3195,null,null,2438,null,null,953,null,null,2440,null,null,1285,null,null,138,null,null,1273,null,null,707,null,null,450,null,null,563,null,null,553,null,null,386,null,null,384,null,null,4821,null,null,3184,null,null,150,null,null,3161,null,null,2728,null,null,228,null,null,2704,null,null,1256,null,null,83,null,null,1264,null,null,856,null,null,73,null,null,835,null,null,655,null,null,70,null,null,638,null,null,25
161171,6829,78912,4042,39861,2982,470,291,39391,2962,23133,2052,2892,881,20241,1729,9896,1272,1497,452,8399,1281,4589,991,1499,440,3090,843,1433,371,577,209,856,334,82259,4594,42000,3565,382,259,41618,3567,22936,2357,387,392,22549,2366,8593,1238,161,126,8432,1224,5306,854,71,74,5235,847,3424,876,183,194,3241,822,6829,null,null,4042,null,null,2982,null,null,291,null,null,2962,null,null,2052,null,null,881,null,null,1729,null,null,1272,null,null,452,null,null,1281,null,null,991,null,null,440,null,null,843,null,null,371,null,null,209,null,null,334,null,null,4594,null,null,3565,null,null,259,null,null,3567,null,null,2357,null,null,392,null,null,2366,null,null,1238,null,null,126,null,null,1224,null,null,854,null,null,74,null,null,847,null,null,876,null,null,194,null,null,822,null,null,26
74461,4618,36120,3049,19945,2111,824,506,19121,2034,11651,1525,1431,544,10220,1412,2596,703,884,492,1712,506,1368,486,649,370,719,328,560,293,70,63,490,286,38341,3082,21184,2423,126,170,21058,2423,11019,1338,150,142,10869,1349,4041,1103,133,174,3908,1106,1379,458,54,95,1325,448,718,350,0,149,718,350,4618,null,null,3049,null,null,2111,null,null,506,null,null,2034,null,null,1525,null,null,544,null,null,1412,null,null,703,null,null,492,null,null,506,null,null,486,null,null,370,null,null,328,null,null,293,null,null,63,null,null,286,null,null,3082,null,null,2423,null,null,170,null,null,2423,null,null,1338,null,null,142,null,null,1349,null,null,1103,null,null,174,null,null,1106,null,null,458,null,null,95,null,null,448,null,null,350,null,null,149,null,null,350,null,null,27
16705,2578,7664,1623,3940,1256,619,529,3321,1171,2240,901,587,405,1653,750,964,527,133,216,831,505,309,223,196,227,113,96,211,169,211,169,0,213,9041,1525,3297,991,50,98,3247,966,2947,918,82,141,2865,913,1501,558,97,160,1404,525,588,261,81,106,507,234,708,442,0,213,708,442,2578,null,null,1623,null,null,1256,null,null,529,null,null,1171,null,null,901,null,null,405,null,null,750,null,null,527,null,null,216,null,null,505,null,null,223,null,null,227,null,null,96,null,null,169,null,null,169,null,null,213,null,null,1525,null,null,991,null,null,98,null,null,966,null,null,918,null,null,141,null,null,913,null,null,558,null,null,160,null,null,525,null,null,261,null,null,106,null,null,234,null,null,442,null,null,213,null,null,442,null,null,28
74877,4886,37595,3407,18051,3189,612,390,17439,3222,11130,1666,1827,678,9303,1558,4958,931,1128,447,3830,798,2061,631,987,569,1074,447,1395,416,842,331,553,309,37282,2992,17253,2234,140,211,17113,2191,10265,1452,263,239,10002,1392,4570,896,65,112,4505,888,3564,863,142,182,3422,806,1630,564,0,187,1630,564,4886,null,null,3407,null,null,3189,null,null,390,null,null,3222,null,null,1666,null,null,678,null,null,1558,null,null,931,null,null,447,null,null,798,null,null,631,null,null,569,null,null,447,null,null,416,null,null,331,null,null,309,null,null,2992,null,null,2234,null,null,211,null,null,2191,null,null,1452,null,null,239,null,null,1392,null,null,896,null,null,112,null,null,888,null,null,863,null,null,182,null,null,806,null,null,564,null,null,187,null,null,564,null,null,29
19789,2029,9715,1700,3771,1282,386,375,3385,1281,2778,880,355,330,2423,873,2118,804,928,619,1190,507,680,361,130,93,550,359,368,228,242,187,126,138,10074,1383,5001,1329,129,126,4872,1317,2644,676,55,78,2589,675,1487,573,0,168,1487,573,455,265,0,168,455,265,487,356,0,168,487,356,2029,null,null,1700,null,null,1282,null,null,375,null,null,1281,null,null,880,null,null,330,null,null,873,null,null,804,null,null,619,null,null,507,null,null,361,null,null,93,null,null,359,null,null,228,null,null,187,null,null,138,null,null,1383,null,null,1329,null,null,126,null,null,1317,null,null,676,null,null,78,null,null,675,null,null,573,null,null,168,null,null,573,null,null,265,null,null,168,null,null,265,null,null,356,null,null,168,null,null,356,null,null,30
21517,2850,11194,1737,6532,1269,349,280,6183,1264,3356,849,611,344,2745,764,851,389,241,183,610,326,367,257,285,217,82,102,88,91,49,61,39,66,10323,1610,5508,1054,0,159,5508,1054,3570,805,335,236,3235,773,540,267,0,159,540,267,395,263,0,159,395,263,310,226,8,17,302,224,2850,null,null,1737,null,null,1269,null,null,280,null,null,1264,null,null,849,null,null,344,null,null,764,null,null,389,null,null,183,null,null,326,null,null,257,null,null,217,null,null,102,null,null,91,null,null,61,null,null,66,null,null,1610,null,null,1054,null,null,159,null,null,1054,null,null,805,null,null,236,null,null,773,null,null,267,null,null,159,null,null,267,null,null,263,null,null,159,null,null,263,null,null,226,null,null,17,null,null,224,null,null,31
76191,5356,37230,3439,19273,2419,1244,810,18029,2262,10875,1796,1756,782,9119,1744,4097,942,505,313,3592,884,2101,585,747,345,1354,537,884,361,439,309,445,283,38961,3283,18192,2445,327,247,17865,2394,12314,1794,453,379,11861,1780,4336,1054,175,153,4161,1011,2438,733,0,210,2438,733,1681,651,0,210,1681,651,5356,null,null,3439,null,null,2419,null,null,810,null,null,2262,null,null,1796,null,null,782,null,null,1744,null,null,942,null,null,313,null,null,884,null,null,585,null,null,345,null,null,537,null,null,361,null,null,309,null,null,283,null,null,3283,null,null,2445,null,null,247,null,null,2394,null,null,1794,null,null,379,null,null,1780,null,null,1054,null,null,153,null,null,1011,null,null,733,null,null,210,null,null,733,null,null,651,null,null,210,null,null,651,null,null,32
17339,2335,8692,1719,4884,1186,0,187,4884,1186,2168,869,289,232,1879,798,1039,578,538,492,501,307,387,252,235,196,152,158,214,242,63,76,151,231,8647,1397,4060,1059,0,187,4060,1059,2246,732,0,187,2246,732,658,489,19,29,639,483,1210,661,0,187,1210,661,473,259,0,187,473,259,2335,null,null,1719,null,null,1186,null,null,187,null,null,1186,null,null,869,null,null,232,null,null,798,null,null,578,null,null,492,null,null,307,null,null,252,null,null,196,null,null,158,null,null,242,null,null,76,null,null,231,null,null,1397,null,null,1059,null,null,187,null,null,1059,null,null,732,null,null,187,null,null,732,null,null,489,null,null,29,null,null,483,null,null,661,null,null,187,null,null,661,null,null,259,null,null,187,null,null,259,null,null,33
126916,8110,59626,4314,28725,3048,688,364,28037,3065,17803,2159,1081,600,16722,2095,6596,1135,447,262,6149,1100,4606,990,1165,544,3441,764,1896,652,525,364,1371,525,67290,5189,26193,3170,0,200,26193,3170,24726,2915,132,123,24594,2905,8655,1406,288,300,8367,1381,5150,1103,0,200,5150,1103,2566,714,165,256,2401,623,8110,null,null,4314,null,null,3048,null,null,364,null,null,3065,null,null,2159,null,null,600,null,null,2095,null,null,1135,null,null,262,null,null,1100,null,null,990,null,null,544,null,null,764,null,null,652,null,null,364,null,null,525,null,null,5189,null,null,3170,null,null,200,null,null,3170,null,null,2915,null,null,123,null,null,2905,null,null,1406,null,null,300,null,null,1381,null,null,1103,null,null,200,null,null,1103,null,null,714,null,null,256,null,null,623,null,null,34
40050,4561,20897,3058,8673,1616,195,224,8478,1551,6289,1447,842,550,5447,1326,3253,932,1180,617,2073,715,1248,476,414,257,834,441,1434,638,656,403,778,467,19153,2568,6893,1399,0,195,6893,1399,6735,1486,201,249,6534,1445,2788,1005,34,56,2754,995,1612,503,0,195,1612,503,1125,628,110,152,1015,613,4561,null,null,3058,null,null,1616,null,null,224,null,null,1551,null,null,1447,null,null,550,null,null,1326,null,null,932,null,null,617,null,null,715,null,null,476,null,null,257,null,null,441,null,null,638,null,null,403,null,null,467,null,null,2568,null,null,1399,null,null,195,null,null,1399,null,null,1486,null,null,249,null,null,1445,null,null,1005,null,null,56,null,null,995,null,null,503,null,null,195,null,null,503,null,null,628,null,null,152,null,null,613,null,null,35
357915,15740,169415,9893,80829,6214,1590,722,79239,6177,57058,5002,1848,634,55210,4883,17061,1937,1629,511,15432,1845,9195,1239,1199,437,7996,1227,5272,1126,1260,470,4012,1035,188500,7937,88136,4749,470,391,87666,4745,59310,3890,568,291,58742,3904,19214,1972,184,180,19030,2022,12297,1594,0,192,12297,1594,9543,1685,31,51,9512,1674,15740,null,null,9893,null,null,6214,null,null,722,null,null,6177,null,null,5002,null,null,634,null,null,4883,null,null,1937,null,null,511,null,null,1845,null,null,1239,null,null,437,null,null,1227,null,null,1126,null,null,470,null,null,1035,null,null,7937,null,null,4749,null,null,391,null,null,4745,null,null,3890,null,null,291,null,null,3904,null,null,1972,null,null,180,null,null,2022,null,null,1594,null,null,192,null,null,1594,null,null,1685,null,null,51,null,null,1674,null,null,36
128125,6938,55062,4562,28277,3549,1589,740,26688,3565,16854,2190,3435,1178,13419,1917,5287,983,1226,501,4061,843,3173,993,920,346,2253,850,1471,561,598,344,873,430,73063,4793,34647,3363,499,326,34148,3345,23814,2753,1075,617,22739,2798,8250,1532,304,254,7946,1482,3589,900,28,52,3561,893,2763,738,0,203,2763,738,6938,null,null,4562,null,null,3549,null,null,740,null,null,3565,null,null,2190,null,null,1178,null,null,1917,null,null,983,null,null,501,null,null,843,null,null,993,null,null,346,null,null,850,null,null,561,null,null,344,null,null,430,null,null,4793,null,null,3363,null,null,326,null,null,3345,null,null,2753,null,null,617,null,null,2798,null,null,1532,null,null,254,null,null,1482,null,null,900,null,null,52,null,null,893,null,null,738,null,null,203,null,null,738,null,null,37
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,38
158670,7483,77867,4427,43270,3600,1326,516,41944,3653,21587,2133,1835,675,19752,1929,7722,1295,1540,546,6182,1138,3652,876,1725,620,1927,665,1636,488,593,256,1043,479,80803,4972,42951,3250,336,283,42615,3295,21841,2029,1040,416,20801,1994,7974,1322,231,233,7743,1309,4838,1051,128,153,4710,1034,3199,958,0,189,3199,958,7483,null,null,4427,null,null,3600,null,null,516,null,null,3653,null,null,2133,null,null,675,null,null,1929,null,null,1295,null,null,546,null,null,1138,null,null,876,null,null,620,null,null,665,null,null,488,null,null,256,null,null,479,null,null,4972,null,null,3250,null,null,283,null,null,3295,null,null,2029,null,null,416,null,null,1994,null,null,1322,null,null,233,null,null,1309,null,null,1051,null,null,153,null,null,1034,null,null,958,null,null,189,null,null,958,null,null,39
175609,5593,84946,3462,36477,2735,1040,464,35437,2692,29009,1793,3901,846,25108,1586,10449,1083,1762,555,8687,995,6339,773,2484,560,3855,636,2672,466,1423,411,1249,368,90663,3495,39316,2042,439,324,38877,2004,28251,1924,720,318,27531,1900,10543,1058,371,188,10172,1070,6871,946,63,63,6808,947,5682,737,101,100,5581,732,5593,null,null,3462,null,null,2735,null,null,464,null,null,2692,null,null,1793,null,null,846,null,null,1586,null,null,1083,null,null,555,null,null,995,null,null,773,null,null,560,null,null,636,null,null,466,null,null,411,null,null,368,null,null,3495,null,null,2042,null,null,324,null,null,2004,null,null,1924,null,null,318,null,null,1900,null,null,1058,null,null,188,null,null,1070,null,null,946,null,null,63,null,null,947,null,null,737,null,null,100,null,null,732,null,null,40
121255,6302,59090,4229,28605,3216,1143,593,27462,3261,20186,2122,3150,876,17036,1986,5947,932,1938,538,4009,823,2907,761,1541,457,1366,603,1445,520,652,327,793,463,62165,4095,27940,3040,0,201,27940,3040,20949,2330,537,321,20412,2247,6766,1220,133,171,6633,1192,3867,905,21,36,3846,899,2643,766,101,118,2542,759,6302,null,null,4229,null,null,3216,null,null,593,null,null,3261,null,null,2122,null,null,876,null,null,1986,null,null,932,null,null,538,null,null,823,null,null,761,null,null,457,null,null,603,null,null,520,null,null,327,null,null,463,null,null,4095,null,null,3040,null,null,201,null,null,3040,null,null,2330,null,null,321,null,null,2247,null,null,1220,null,null,171,null,null,1192,null,null,905,null,null,36,null,null,899,null,null,766,null,null,118,null,null,759,null,null,41
