B11003_001E,B11003_001M,B11003_002E,B11003_002M,B11003_003E,B11003_003M,B11003_004E,B11003_004M,B11003_005E,B11003_005M,B11003_006E,B11003_006M,B11003_007E,B11003_007M,B11003_008E,B11003_008M,B11003_009E,B11003_009M,B11003_010E,B11003_010M,B11003_011E,B11003_011M,B11003_012E,B11003_012M,B11003_013E,B11003_013M,B11003_014E,B11003_014M,B11003_015E,B11003_015M,B11003_016E,B11003_016M,B11003_017E,B11003_017M,B11003_018E,B11003_018M,B11003_019E,B11003_019M,B11003_020E,B11003_020M,B11003_001M,B11003_001EA,B11003_001MA,B11003_002M,B11003_002EA,B11003_002MA,B11003_003M,B11003_003EA,B11003_003MA,B11003_004M,B11003_004EA,B11003_004MA,B11003_005M,B11003_005EA,B11003_005MA,B11003_006M,B11003_006EA,B11003_006MA,B11003_007M,B11003_007EA,B11003_007MA,B11003_008M,B11003_008EA,B11003_008MA,B11003_009M,B11003_009EA,B11003_009MA,B11003_010M,B11003_010EA,B11003_010MA,B11003_011M,B11003_011EA,B11003_011MA,B11003_012M,B11003_012EA,B11003_012MA,B11003_013M,B11003_013EA,B11003_013MA,B11003_014M,B11003_014EA,B11003_014MA,B11003_015M,B11003_015EA,B11003_015MA,B11003_016M,B11003_016EA,B11003_016MA,B11003_017M,B11003_017EA,B11003_017MA,B11003_018M,B11003_018EA,B11003_018MA,B11003_019M,B11003_019EA,B11003_019MA,B11003_020M,B11003_020EA,B11003_020MA,state
1458953,11514,1039902,11785,419478,8048,100048,4363,83831,4367,235599,6172,620424,8364,419051,10865,111361,5600,52935,3981,12082,1729,8063,1634,32790,3375,58426,4359,307690,8755,151945,6043,25428,2616,25373,2891,101144,4894,155745,6164,11514,null,null,11785,null,null,8048,null,null,4363,null,null,4367,null,null,6172,null,null,8364,null,null,10865,null,null,5600,null,null,3981,null,null,1729,null,null,1634,null,null,3375,null,null,4359,null,null,8755,null,null,6043,null,null,2616,null,null,2891,null,null,4894,null,null,6164,null,null,24
1633661,12099,1194726,12786,471078,9427,118378,4929,74285,4192,278415,7765,723648,8795,438935,8800,115736,5442,49952,4196,14517,2315,5267,1477,30168,2677,65784,3909,323199,7882,162669,5614,29547,2997,27714,3002,105408,4729,160530,5549,12099,null,null,12786,null,null,9427,null,null,4929,null,null,4192,null,null,7765,null,null,8795,null,null,8800,null,null,5442,null,null,4196,null,null,2315,null,null,1477,null,null,2677,null,null,3909,null,null,7882,null,null,5614,null,null,2997,null,null,3002,null,null,4729,null,null,5549,null,null,25
2476595,14487,1819434,13279,652348,10123,140341,5091,128804,5269,383203,8138,1167086,9444,657161,11869,179962,6148,85051,4691,21676,2366,11737,1632,51638,3453,94911,3841,477199,10450,255042,8499,53738,4190,45309,3290,155995,6749,222157,6093,14487,null,null,13279,null,null,10123,null,null,5091,null,null,5269,null,null,8138,null,null,9444,null,null,11869,null,null,6148,null,null,4691,null,null,2366,null,null,1632,null,null,3453,null,null,3841,null,null,10450,null,null,8499,null,null,4190,null,null,3290,null,null,6749,null,null,6093,null,null,26
1367104,9317,1081567,10748,435650,7399,105309,3715,91040,3624,239301,5392,645917,7612,285537,7187,94441,4332,53301,3866,11022,1599,9269,1473,33010,3085,41140,2599,191096,5312,119720,4440,23565,2119,22683,2286,73472,3953,71376,3416,9317,null,null,10748,null,null,7399,null,null,3715,null,null,3624,null,null,5392,null,null,7612,null,null,7187,null,null,4332,null,null,3866,null,null,1599,null,null,1473,null,null,3085,null,null,2599,null,null,5312,null,null,4440,null,null,2119,null,null,2286,null,null,3953,null,null,3416,null,null,27
730719,10889,489734,10531,175322,7408,34127,3513,37460,3538,103735,5659,314412,7209,240985,7968,47385,3664,20569,2792,5762,1541,2208,785,12599,2293,26816,2438,193600,7284,101143,5486,16520,2595,20103,2500,64520,3739,92457,5093,10889,null,null,10531,null,null,7408,null,null,3513,null,null,3538,null,null,5659,null,null,7209,null,null,7968,null,null,3664,null,null,2792,null,null,1541,null,null,785,null,null,2293,null,null,2438,null,null,7284,null,null,5486,null,null,2595,null,null,2500,null,null,3739,null,null,5093,null,null,28
1527349,11298,1139135,11880,422248,8303,93041,4815,88170,4223,241037,6576,716887,10836,388214,9857,108738,5097,55980,4108,14539,2075,7600,1563,33841,3190,52758,3831,279476,8152,154945,5621,29804,2645,31417,2969,93724,4558,124531,5349,11298,null,null,11880,null,null,8303,null,null,4815,null,null,4223,null,null,6576,null,null,10836,null,null,9857,null,null,5097,null,null,4108,null,null,2075,null,null,1563,null,null,3190,null,null,3831,null,null,8152,null,null,5621,null,null,2645,null,null,2969,null,null,4558,null,null,5349,null,null,29
257449,5388,207675,5292,74795,3784,15016,1594,18276,2135,41503,2646,132880,3967,49774,2897,16755,1876,8616,1541,2569,852,815,422,5232,1115,8139,1256,33019,2789,17650,2001,3990,1330,3041,854,10619,1565,15369,1903,5388,null,null,5292,null,null,3784,null,null,1594,null,null,2135,null,null,2646,null,null,3967,null,null,2897,null,null,1876,null,null,1541,null,null,852,null,null,422,null,null,1115,null,null,1256,null,null,2789,null,null,2001,null,null,1330,null,null,854,null,null,1565,null,null,1903,null,null,30
476436,5393,369253,5767,153651,3653,36742,2590,34929,2698,81980,3232,215602,4727,107183,4610,29238,2549,14828,1944,3927,877,1599,600,9302,1615,14410,1823,77945,3611,48211,3438,11813,1882,9157,1596,27241,2462,29734,2257,5393,null,null,5767,null,null,3653,null,null,2590,null,null,2698,null,null,3232,null,null,4727,null,null,4610,null,null,2549,null,null,1944,null,null,877,null,null,600,null,null,1615,null,null,1823,null,null,3611,null,null,3438,null,null,1882,null,null,1596,null,null,2462,null,null,2257,null,null,31
670968,8716,469014,8496,179823,6414,35261,3177,40513,3474,104049,4662,289191,6723,201954,6685,64875,4034,30611,2680,6318,1441,5537,1639,18756,2217,34264,2706,137079,5682,72283,4616,13892,1911,12813,1746,45578,4017,64796,3960,8716,null,null,8496,null,null,6414,null,null,3177,null,null,3474,null,null,4662,null,null,6723,null,null,6685,null,null,4034,null,null,2680,null,null,1441,null,null,1639,null,null,2217,null,null,2706,null,null,5682,null,null,4616,null,null,1911,null,null,1746,null,null,4017,null,null,3960,null,null,32
342912,5731,271458,5721,92165,3623,20160,1978,15194,1714,56811,2641,179293,4537,71454,3949,23146,2526,12747,1776,3870,1080,1072,475,7805,1446,10399,1696,48308,3494,25729,2639,5394,1356,3128,883,17207,2054,22579,2214,5731,null,null,5721,null,null,3623,null,null,1978,null,null,1714,null,null,2641,null,null,4537,null,null,3949,null,null,2526,null,null,1776,null,null,1080,null,null,475,null,null,1446,null,null,1696,null,null,3494,null,null,2639,null,null,1356,null,null,883,null,null,2054,null,null,2214,null,null,33
2197150,15175,1623674,14092,682813,10509,152034,5468,134088,5525,396691,9397,940861,11213,573476,10838,154433,7098,62832,4376,15678,2135,10059,1601,37095,3475,91601,5005,419043,9040,201413,6772,33059,3586,39158,3469,129196,6224,217630,6809,15175,null,null,14092,null,null,10509,null,null,5468,null,null,5525,null,null,9397,null,null,11213,null,null,10838,null,null,7098,null,null,4376,null,null,2135,null,null,1601,null,null,3475,null,null,5005,null,null,9040,null,null,6772,null,null,3586,null,null,3469,null,null,6224,null,null,6809,null,null,34
481127,7528,334266,7687,119275,5272,24223,2531,28723,2906,66329,3995,214991,5941,146861,5701,41051,3046,18700,2267,4265,1021,3754,1230,10681,1892,22351,2327,105810,5496,57537,4134,11765,2264,11970,1838,33802,3046,48273,3439,7528,null,null,7687,null,null,5272,null,null,2531,null,null,2906,null,null,3995,null,null,5941,null,null,5701,null,null,3046,null,null,2267,null,null,1021,null,null,1230,null,null,1892,null,null,2327,null,null,5496,null,null,4134,null,null,2264,null,null,1838,null,null,3046,null,null,3439,null,null,35
4541583,22755,3159748,19627,1257707,14033,289775,8338,255141,8448,712791,11535,1902041,15263,1381835,17477,364163,10144,140205,5553,34562,3389,19476,2339,86167,4435,223958,8207,1017672,15643,478962,10556,82312,4847,87639,5575,309011,8554,538710,11811,22755,null,null,19627,null,null,14033,null,null,8338,null,null,8448,null,null,11535,null,null,15263,null,null,17477,null,null,10144,null,null,5553,null,null,3389,null,null,2339,null,null,4435,null,null,8207,null,null,15643,null,null,10556,null,null,4847,null,null,5575,null,null,8554,null,null,11811,null,null,36
2542663,18509,1864455,17934,704965,11607,153772,6057,140177,6448,411016,8649,1159490,13997,678208,11803,168619,7262,83482,5396,19354,2402,10643,1680,53485,4488,85137,4477,509589,10123,283499,8868,55786,4434,49855,4122,177858,7365,226090,7013,18509,null,null,17934,null,null,11607,null,null,6057,null,null,6448,null,null,8649,null,null,13997,null,null,11803,null,null,7262,null,null,5396,null,null,2402,null,null,1680,null,null,4488,null,null,4477,null,null,10123,null,null,8868,null,null,4434,null,null,4122,null,null,7365,null,null,7013,null,null,37
184904,4823,150317,4304,59433,3425,15032,1916,15221,1835,29180,2169,90884,3222,34587,2448,12040,1742,7968,1475,2078,906,1345,606,4545,1244,4072,837,22547,2197,14770,2063,5103,1442,2697,747,6970,1310,7777,1351,4823,null,null,4304,null,null,3425,null,null,1916,null,null,1835,null,null,2169,null,null,3222,null,null,2448,null,null,1742,null,null,1475,null,null,906,null,null,606,null,null,1244,null,null,837,null,null,2197,null,null,2063,null,null,1442,null,null,747,null,null,1310,null,null,1351,null,null,38
2929661,16417,2121616,17453,769547,12196,168315,5675,153042,5626,448190,10099,1352069,11133,808045,14379,221513,7844,115140,5390,30867,3090,16974,2490,67299,4748,106373,5140,586532,11822,327658,9432,70614,5102,66509,4471,190535,6973,258874,7131,16417,null,null,17453,null,null,12196,null,null,5675,null,null,5626,null,null,10099,null,null,11133,null,null,14379,null,null,7844,null,null,5390,null,null,3090,null,null,2490,null,null,4748,null,null,5140,null,null,11822,null,null,9432,null,null,5102,null,null,4471,null,null,6973,null,null,7131,null,null,39
961731,8307,710097,8227,275619,6277,62472,3931,61117,2840,152030,4505,434478,6122,251634,5264,76078,3740,40996,2876,10522,1488,6721,1064,23753,2097,35082,2176,175556,4897,96149,3648,20858,1739,18940,1674,56351,2649,79407,3824,8307,null,null,8227,null,null,6277,null,null,3931,null,null,2840,null,null,4505,null,null,6122,null,null,5264,null,null,3740,null,null,2876,null,null,1488,null,null,1064,null,null,2097,null,null,2176,null,null,4897,null,null,3648,null,null,1739,null,null,1674,null,null,2649,null,null,3824,null,null,40
995749,11239,766154,9935,278913,7461,62880,3595,60758,5017,155275,5633,487241,7575,229595,8192,70175,4719,38120,3541,10718,1642,4158,1147,23244,2764,32055,3099,159420,7174,85552,5640,15049,2029,15334,2146,55169,4344,73868,4458,11239,null,null,9935,null,null,7461,null,null,3595,null,null,5017,null,null,5633,null,null,7575,null,null,8192,null,null,4719,null,null,3541,null,null,1642,null,null,1147,null,null,2764,null,null,3099,null,null,7174,null,null,5640,null,null,2029,null,null,2146,null,null,4344,null,null,4458,null,null,41
3150563,15900,2341561,15549,828926,11464,180815,5274,164787,5693,483324,8693,1512635,12799,809002,10751,229169,6475,103423,5497,27525,2853,13553,2094,62345,4089,125746,4978,579833,10970,297088,7638,57004,3659,56164,4138,183920,6501,282745,7369,15900,null,null,15549,null,null,11464,null,null,5274,null,null,5693,null,null,8693,null,null,12799,null,null,10751,null,null,6475,null,null,5497,null,null,2853,null,null,2094,null,null,4089,null,null,4978,null,null,10970,null,null,7638,null,null,3659,null,null,4138,null,null,6501,null,null,7369,null,null,42
247448,5295,172506,5808,61174,3507,13528,1977,9571,1657,38075,2738,111332,4040,74942,4306,18027,2073,8647,1664,2205,768,1763,871,4679,1330,9380,1452,56915,3987,29621,3120,6631,1496,2342,758,20648,2639,27294,2593,5295,null,null,5808,null,null,3507,null,null,1977,null,null,1657,null,null,2738,null,null,4040,null,null,4306,null,null,2073,null,null,1664,null,null,768,null,null,871,null,null,1330,null,null,1452,null,null,3987,null,null,3120,null,null,1496,null,null,758,null,null,2639,null,null,2593,null,null,44
1224695,13377,872181,11452,297386,7732,65850,4797,55422,3528,176114,6393,574795,9263,352514,10330,85039,5332,37568,3557,10587,2099,3621,1224,23360,2812,47471,3737,267475,8777,138133,6416,25841,3241,28530,3285,83762,5047,129342,5970,13377,null,null,11452,null,null,7732,null,null,4797,null,null,3528,null,null,6393,null,null,9263,null,null,10330,null,null,5332,null,null,3557,null,null,2099,null,null,1224,null,null,2812,null,null,3737,null,null,8777,null,null,6416,null,null,3241,null,null,3285,null,null,5047,null,null,5970,null,null,45
209986,3966,164515,4200,64612,2860,15456,1654,16808,1750,32348,2135,99903,3300,45471,2698,14431,1637,8587,1239,2298,588,1381,552,4908,1090,5844,1001,31040,2282,19158,1834,4393,869,3613,803,11152,1644,11882,1512,3966,null,null,4200,null,null,2860,null,null,1654,null,null,1750,null,null,2135,null,null,3300,null,null,2698,null,null,1637,null,null,1239,null,null,588,null,null,552,null,null,1090,null,null,1001,null,null,2282,null,null,1834,null,null,869,null,null,803,null,null,1644,null,null,1512,null,null,46
1670605,13670,1223193,13602,437507,10056,98025,4609,84122,5308,255360,8409,785686,10062,447412,9939,114687,5153,55313,4032,14785,2091,6872,1444,33656,3164,59374,3572,332725,8858,175537,6645,38207,3721,32601,3021,104729,5427,157188,6075,13670,null,null,13602,null,null,10056,null,null,4609,null,null,5308,null,null,8409,null,null,10062,null,null,9939,null,null,5153,null,null,4032,null,null,2091,null,null,1444,null,null,3164,null,null,3572,null,null,8858,null,null,6645,null,null,3721,null,null,3021,null,null,5427,null,null,6075,null,null,47
6602215,26303,4757297,28152,2118877,20025,441908,10630,479938,11902,1197031,16400,2638420,22710,1844918,23666,497765,13380,229450,8144,57320,4280,38526,3915,133604,7030,268315,9351,1347153,19531,764403,15071,133670,6997,163743,7569,466990,13168,582750,12587,26303,null,null,28152,null,null,20025,null,null,10630,null,null,11902,null,null,16400,null,null,22710,null,null,23666,null,null,13380,null,null,8144,null,null,4280,null,null,3915,null,null,7030,null,null,9351,null,null,19531,null,null,15071,null,null,6997,null,null,7569,null,null,13168,null,null,12587,null,null,48
711124,7895,578132,8683,286278,6170,63003,3860,88444,4141,134831,4857,291854,7032,132992,6026,42803,3806,21429,2788,3529,929,4755,1779,13145,2135,21374,2836,90189,4229,49634,3405,9539,1648,9118,1641,30977,2867,40555,2979,7895,null,null,8683,null,null,6170,null,null,3860,null,null,4141,null,null,4857,null,null,7032,null,null,6026,null,null,3806,null,null,2788,null,null,929,null,null,1779,null,null,2135,null,null,2836,null,null,4229,null,null,3405,null,null,1648,null,null,1641,null,null,2867,null,null,2979,null,null,49
154421,3800,120302,3706,39099,2037,9162,1187,7505,1047,22432,1516,81203,2876,34119,2878,11099,1790,5840,1342,1039,468,1189,527,3612,1004,5259,1175,23020,2224,13948,1713,2232,545,3318,1056,8398,1196,9072,1325,3800,null,null,3706,null,null,2037,null,null,1187,null,null,1047,null,null,1516,null,null,2876,null,null,2878,null,null,1790,null,null,1342,null,null,468,null,null,527,null,null,1004,null,null,1175,null,null,2224,null,null,1713,null,null,545,null,null,1056,null,null,1196,null,null,1325,null,null,50
2063049,16402,1557536,15464,620079,10542,143024,4781,125300,5217,351755,8620,937457,12393,505513,10800,135880,6179,63144,4604,16236,2286,10152,2092,36756,3529,72736,4152,369633,9171,197439,6540,34566,3165,34084,3080,128789,6148,172194,6177,16402,null,null,15464,null,null,10542,null,null,4781,null,null,5217,null,null,8620,null,null,12393,null,null,10800,null,null,6179,null,null,4604,null,null,2286,null,null,2092,null,null,3529,null,null,4152,null,null,9171,null,null,6540,null,null,3165,null,null,3080,null,null,6148,null,null,6177,null,null,51
1784043,12484,1388872,11916,552273,9377,129707,5819,122271,5213,300295,7769,836599,10477,395171,8658,124975,5641,64701,5205,16052,2473,8502,1963,40147,3721,60274,4034,270196,7194,144270,5972,27531,2840,23744,3011,92995,3946,125926,5242,12484,null,null,11916,null,null,9377,null,null,5819,null,null,5213,null,null,7769,null,null,10477,null,null,8658,null,null,5641,null,null,5205,null,null,2473,null,null,1963,null,null,3721,null,null,4034,null,null,7194,null,null,5972,null,null,2840,null,null,3011,null,null,3946,null,null,5242,null,null,53
467396,6711,347095,6294,111119,4469,23354,2319,21429,2258,66336,3401,235976,5184,120301,5207,33159,2816,15810,2311,4323,1064,1602,663,9885,1608,17349,1627,87142,4198,44234,3469,10824,1744,8760,2011,24650,2463,42908,2734,6711,null,null,6294,null,null,4469,null,null,2319,null,null,2258,null,null,3401,null,null,5184,null,null,5207,null,null,2816,null,null,2311,null,null,1064,null,null,663,null,null,1608,null,null,1627,null,null,4198,null,null,3469,null,null,1744,null,null,2011,null,null,2463,null,null,2734,null,null,54
1460922,9966,1129359,11890,412090,7318,91426,4196,85368,3683,235296,5610,717269,8597,331563,7389,105214,4404,59970,3579,14041,1823,8743,1932,37186,2773,45244,2813,226349,6367,136146,4710,28115,2337,24357,2263,83674,4486,90203,3887,9966,null,null,11890,null,null,7318,null,null,4196,null,null,3683,null,null,5610,null,null,8597,null,null,7389,null,null,4404,null,null,3579,null,null,1823,null,null,1932,null,null,2773,null,null,2813,null,null,6367,null,null,4710,null,null,2337,null,null,2263,null,null,4486,null,null,3887,null,null,55
145524,4006,117038,4196,41342,2439,9029,1489,10109,1588,22204,1853,75696,3691,28486,2764,10954,1836,6844,1405,1429,561,769,390,4646,1294,4110,1151,17532,1862,10856,1398,2486,783,1978,745,6392,1223,6676,1247,4006,null,null,4196,null,null,2439,null,null,1489,null,null,1588,null,null,1853,null,null,3691,null,null,2764,null,null,1836,null,null,1405,null,null,561,null,null,390,null,null,1294,null,null,1151,null,null,1862,null,null,1398,null,null,783,null,null,745,null,null,1223,null,null,1247,null,null,56
836332,9750,464172,8435,130776,5376,21047,2135,20129,2189,89600,4826,333396,6642,372160,9403,81711,4549,34027,3201,9494,1698,5626,1166,18907,2210,47684,3313,290449,8900,138130,6593,24179,2494,23097,2443,90854,5607,152319,5854,9750,null,null,8435,null,null,5376,null,null,2135,null,null,2189,null,null,4826,null,null,6642,null,null,9403,null,null,4549,null,null,3201,null,null,1698,null,null,1166,null,null,2210,null,null,3313,null,null,8900,null,null,6593,null,null,2494,null,null,2443,null,null,5607,null,null,5854,null,null,72
1208362,12930,864330,11285,304039,7700,65160,3791,59342,3830,179537,6279,560291,8637,344032,9265,81060,4276,35308,3349,10145,2324,3100,907,22063,2435,45752,2847,262972,8253,134246,6397,25580,2537,23499,2699,85167,4788,128726,5341,12930,null,null,11285,null,null,7700,null,null,3791,null,null,3830,null,null,6279,null,null,8637,null,null,9265,null,null,4276,null,null,3349,null,null,2324,null,null,907,null,null,2435,null,null,2847,null,null,8253,null,null,6397,null,null,2537,null,null,2699,null,null,4788,null,null,5341,null,null,01
164102,4083,122168,3732,52831,2937,13323,1535,12608,1448,26900,2156,69337,3200,41934,3134,14394,1737,7964,1322,1941,684,1212,437,4811,1131,6430,1210,27540,2382,15260,1806,3206,942,3621,1033,8433,1367,12280,1520,4083,null,null,3732,null,null,2937,null,null,1535,null,null,1448,null,null,2156,null,null,3200,null,null,3134,null,null,1737,null,null,1322,null,null,684,null,null,437,null,null,1131,null,null,1210,null,null,2382,null,null,1806,null,null,942,null,null,1033,null,null,1367,null,null,1520,null,null,02
1648739,12489,1194185,12340,440131,8712,87422,4400,105281,4456,247428,6350,754054,8172,454554,10299,137509,5515,61705,4218,14816,2176,11074,1994,35815,3089,75804,4379,317045,9099,169646,6129,30650,3040,31631,3225,107365,5057,147399,5719,12489,null,null,12340,null,null,8712,null,null,4400,null,null,4456,null,null,6350,null,null,8172,null,null,10299,null,null,5515,null,null,4218,null,null,2176,null,null,1994,null,null,3089,null,null,4379,null,null,9099,null,null,6129,null,null,3040,null,null,3225,null,null,5057,null,null,5719,null,null,04
747917,9249,549997,9419,199797,6009,40530,2996,44087,2989,115180,4656,350200,6958,197920,7192,47221,3579,23595,2567,7041,1444,3067,1062,13487,2038,23626,2446,150699,5694,82378,4067,16286,2101,16277,2174,49815,3496,68321,4020,9249,null,null,9419,null,null,6009,null,null,2996,null,null,2989,null,null,4656,null,null,6958,null,null,7192,null,null,3579,null,null,2567,null,null,1444,null,null,1062,null,null,2038,null,null,2446,null,null,5694,null,null,4067,null,null,2101,null,null,2174,null,null,3496,null,null,4020,null,null,05
