B28004_001E,B28004_001M,B28004_002E,B28004_002M,B28004_003E,B28004_003M,B28004_004E,B28004_004M,B28004_005E,B28004_005M,B28004_006E,B28004_006M,B28004_007E,B28004_007M,B28004_008E,B28004_008M,B28004_009E,B28004_009M,B28004_010E,B28004_010M,B28004_011E,B28004_011M,B28004_012E,B28004_012M,B28004_013E,B28004_013M,B28004_014E,B28004_014M,B28004_015E,B28004_015M,B28004_016E,B28004_016M,B28004_017E,B28004_017M,B28004_018E,B28004_018M,B28004_019E,B28004_019M,B28004_020E,B28004_020M,B28004_021E,B28004_021M,B28004_022E,B28004_022M,B28004_023E,B28004_023M,B28004_024E,B28004_024M,B28004_025E,B28004_025M,B28004_001M,B28004_001EA,B28004_001MA,B28004_002M,B28004_002EA,B28004_002MA,B28004_003M,B28004_003EA,B28004_003MA,B28004_004M,B28004_004EA,B28004_004MA,B28004_005M,B28004_005EA,B28004_005MA,B28004_006M,B28004_006EA,B28004_006MA,B28004_007M,B28004_007EA,B28004_007MA,B28004_008M,B28004_008EA,B28004_008MA,B28004_009M,B28004_009EA,B28004_009MA,B28004_010M,B28004_010EA,B28004_010MA,B28004_011M,B28004_011EA,B28004_011MA,B28004_012M,B28004_012EA,B28004_012MA,B28004_013M,B28004_013EA,B28004_013MA,B28004_014M,B28004_014EA,B28004_014MA,B28004_015M,B28004_015EA,B28004_015MA,B28004_016M,B28004_016EA,B28004_016MA,B28004_017M,B28004_017EA,B28004_017MA,B28004_018M,B28004_018EA,B28004_018MA,B28004_019M,B28004_019EA,B28004_019MA,B28004_020M,B28004_020EA,B28004_020MA,B28004_021M,B28004_021EA,B28004_021MA,B28004_022M,B28004_022EA,B28004_022MA,B28004_023M,B28004_023EA,B28004_023MA,B28004_024M,B28004_024EA,B28004_024MA,B28004_025M,B28004_025EA,B28004_025MA,state
2768076,8506,147496,5958,785,369,97115,5288,49596,3565,204729,6536,1361,431,134173,5881,69195,3870,329672,8986,2708,740,251078,7799,75886,4440,342981,8312,1993,572,289006,7715,51982,3819,497585,9493,2451,661,449017,8915,46117,3609,1245613,12938,2876,786,1199361,13196,43376,3116,8506,null,null,5958,null,null,369,null,null,5288,null,null,3565,null,null,6536,null,null,431,null,null,5881,null,null,3870,null,null,8986,null,null,740,null,null,7799,null,null,4440,null,null,8312,null,null,572,null,null,7715,null,null,3819,null,null,9493,null,null,661,null,null,8915,null,null,3609,null,null,12938,null,null,786,null,null,13196,null,null,3116,null,null,53
722125,5656,70246,4096,127,106,36838,3300,33281,2634,93852,4743,388,276,48279,3130,45185,3420,132219,4796,495,297,86286,3958,45438,2925,103527,5126,556,357,79964,4837,23007,2456,127331,5028,828,419,105751,4640,20752,2299,194950,5434,603,314,178762,5437,15585,2071,5656,null,null,4096,null,null,106,null,null,3300,null,null,2634,null,null,4743,null,null,276,null,null,3130,null,null,3420,null,null,4796,null,null,297,null,null,3958,null,null,2925,null,null,5126,null,null,357,null,null,4837,null,null,2456,null,null,5028,null,null,419,null,null,4640,null,null,2299,null,null,5434,null,null,314,null,null,5437,null,null,2071,null,null,54
2326998,7745,126514,4425,900,287,71564,3834,54050,3297,221825,6598,2013,431,125200,4993,94612,4182,348035,7021,4884,836,234849,6330,108302,3580,322333,7416,3201,608,258194,6485,60938,2968,448956,8011,3361,642,392626,8058,52969,2845,859335,9575,3593,809,809298,9587,46444,3016,7745,null,null,4425,null,null,287,null,null,3834,null,null,3297,null,null,6598,null,null,431,null,null,4993,null,null,4182,null,null,7021,null,null,836,null,null,6330,null,null,3580,null,null,7416,null,null,608,null,null,6485,null,null,2968,null,null,8011,null,null,642,null,null,8058,null,null,2845,null,null,9575,null,null,809,null,null,9587,null,null,3016,null,null,55
223619,4088,11596,1643,151,172,7091,1383,4354,1063,21080,2311,93,153,11708,1911,9279,1443,31552,2801,257,190,23003,2390,8292,1413,32065,3021,281,203,26763,2924,5021,966,41112,3175,222,199,37262,3040,3628,948,86214,3388,289,214,80313,3245,5612,1056,4088,null,null,1643,null,null,172,null,null,1383,null,null,1063,null,null,2311,null,null,153,null,null,1911,null,null,1443,null,null,2801,null,null,190,null,null,2390,null,null,1413,null,null,3021,null,null,203,null,null,2924,null,null,966,null,null,3175,null,null,199,null,null,3040,null,null,948,null,null,3388,null,null,214,null,null,3245,null,null,1056,null,null,56
1208438,9900,342334,7352,1685,664,133351,5343,207298,6181,260269,6956,1914,693,126234,5481,132121,5466,248705,6931,2724,695,162079,5978,83902,4195,145068,5492,1936,668,113133,5452,29999,2367,116024,5673,1779,660,96054,4851,18191,2086,96038,4890,1931,787,85441,4766,8666,1553,9900,null,null,7352,null,null,664,null,null,5343,null,null,6181,null,null,6956,null,null,693,null,null,5481,null,null,5466,null,null,6931,null,null,695,null,null,5978,null,null,4195,null,null,5492,null,null,668,null,null,5452,null,null,2367,null,null,5673,null,null,660,null,null,4851,null,null,2086,null,null,4890,null,null,787,null,null,4766,null,null,1553,null,null,72
1852518,12189,176641,6328,773,387,85430,5353,90438,4679,237922,7139,1072,385,119497,5387,117353,4649,314358,7306,1442,520,207938,7285,104978,4824,252871,7114,1039,532,195338,6780,56494,3681,321691,9846,2173,800,268498,8901,51020,3704,549035,9580,1680,595,506646,9377,40709,3276,12189,null,null,6328,null,null,387,null,null,5353,null,null,4679,null,null,7139,null,null,385,null,null,5387,null,null,4649,null,null,7306,null,null,520,null,null,7285,null,null,4824,null,null,7114,null,null,532,null,null,6780,null,null,3681,null,null,9846,null,null,800,null,null,8901,null,null,3704,null,null,9580,null,null,595,null,null,9377,null,null,3276,null,null,01
248468,2841,9066,1377,108,137,4314,896,4644,905,14846,1539,214,155,7847,1212,6785,1046,25684,2162,310,234,17862,1642,7512,1272,26049,2120,126,139,21333,2174,4590,999,46366,3035,213,187,41434,2922,4719,956,126457,3586,525,349,120212,3634,5720,819,2841,null,null,1377,null,null,137,null,null,896,null,null,905,null,null,1539,null,null,155,null,null,1212,null,null,1046,null,null,2162,null,null,234,null,null,1642,null,null,1272,null,null,2120,null,null,139,null,null,2174,null,null,999,null,null,3035,null,null,187,null,null,2922,null,null,956,null,null,3586,null,null,349,null,null,3634,null,null,819,null,null,02
2519052,11479,184109,6989,1152,385,111294,5673,71663,4381,239819,7866,1516,560,152706,5945,85597,5088,384441,8073,2168,571,288422,8018,93851,4838,358349,9042,1198,556,297889,7821,59262,4311,472129,10060,1776,593,414299,9667,56054,4132,880205,12438,1571,574,829168,12422,49466,3431,11479,null,null,6989,null,null,385,null,null,5673,null,null,4381,null,null,7866,null,null,560,null,null,5945,null,null,5088,null,null,8073,null,null,571,null,null,8018,null,null,4838,null,null,9042,null,null,556,null,null,7821,null,null,4311,null,null,10060,null,null,593,null,null,9667,null,null,4132,null,null,12438,null,null,574,null,null,12422,null,null,3431,null,null,04
1142718,7341,101085,6031,543,340,46696,4353,53846,3716,146943,5755,476,255,73661,4470,72806,4002,209397,6807,1092,535,131589,5966,76716,4442,173493,5812,592,334,130094,5704,42807,2592,209226,7315,1163,378,168226,7069,39837,3206,302574,6866,557,300,260358,6816,41659,3484,7341,null,null,6031,null,null,340,null,null,4353,null,null,3716,null,null,5755,null,null,255,null,null,4470,null,null,4002,null,null,6807,null,null,535,null,null,5966,null,null,4442,null,null,5812,null,null,334,null,null,5704,null,null,2592,null,null,7315,null,null,378,null,null,7069,null,null,3206,null,null,6866,null,null,300,null,null,6816,null,null,3484,null,null,05
12944178,15703,699927,11559,2701,790,441884,9827,255342,7652,1110995,13133,5920,1312,657431,11840,447644,11110,1616294,20072,7247,1034,1195334,16811,413713,11623,1471069,19322,6177,1073,1213948,18171,250944,6813,2110110,22334,5961,943,1880320,20973,223829,6897,5935783,24300,9621,1492,5666153,23013,260009,6595,15703,null,null,11559,null,null,790,null,null,9827,null,null,7652,null,null,13133,null,null,1312,null,null,11840,null,null,11110,null,null,20072,null,null,1034,null,null,16811,null,null,11623,null,null,19322,null,null,1073,null,null,18171,null,null,6813,null,null,22334,null,null,943,null,null,20973,null,null,6897,null,null,24300,null,null,1492,null,null,23013,null,null,6595,null,null,06
2108992,7767,108697,4740,645,321,68092,3617,39960,2914,161281,6515,1066,406,104828,5249,55387,3660,263861,7556,1857,564,203587,6598,58417,4043,262012,8312,1792,597,224593,8010,35627,3256,391821,8988,1358,432,352236,8026,38227,3249,921320,9805,2396,743,880213,9097,38711,3060,7767,null,null,4740,null,null,321,null,null,3617,null,null,2914,null,null,6515,null,null,406,null,null,5249,null,null,3660,null,null,7556,null,null,564,null,null,6598,null,null,4043,null,null,8312,null,null,597,null,null,8010,null,null,3256,null,null,8988,null,null,432,null,null,8026,null,null,3249,null,null,9805,null,null,743,null,null,9097,null,null,3060,null,null,08
1357269,7141,70599,3625,338,218,41286,2980,28975,2518,99865,5202,757,413,55636,4278,43472,3411,155882,5656,819,368,106921,4352,48142,3395,149178,5687,1211,646,115702,5371,32265,3319,213589,6958,1006,460,186229,6959,26354,2891,668156,8149,1675,569,636085,8169,30396,2954,7141,null,null,3625,null,null,218,null,null,2980,null,null,2518,null,null,5202,null,null,413,null,null,4278,null,null,3411,null,null,5656,null,null,368,null,null,4352,null,null,3395,null,null,5687,null,null,646,null,null,5371,null,null,3319,null,null,6958,null,null,460,null,null,6959,null,null,2891,null,null,8149,null,null,569,null,null,8169,null,null,2954,null,null,09
351085,3936,20673,2300,16,27,12954,1871,7703,1345,25736,2475,328,223,14133,1926,11275,1472,50259,3277,158,131,34138,2868,15963,2062,46196,3422,51,58,37352,2919,8793,1493,64962,3146,177,148,57748,3058,7037,1280,143259,4682,135,158,136275,4519,6849,1309,3936,null,null,2300,null,null,27,null,null,1871,null,null,1345,null,null,2475,null,null,223,null,null,1926,null,null,1472,null,null,3277,null,null,131,null,null,2868,null,null,2062,null,null,3422,null,null,58,null,null,2919,null,null,1493,null,null,3146,null,null,148,null,null,3058,null,null,1280,null,null,4682,null,null,158,null,null,4519,null,null,1309,null,null,10
281241,3152,30145,2839,26,44,14724,2079,15395,2023,24321,2320,0,203,12833,1872,11488,1502,27720,2931,213,243,15671,2336,11836,2022,21506,2411,60,76,16408,2073,5038,1232,36269,2894,0,203,31639,2880,4630,1037,141280,3892,91,110,133142,3806,8047,1456,3152,null,null,2839,null,null,44,null,null,2079,null,null,2023,null,null,2320,null,null,203,null,null,1872,null,null,1502,null,null,2931,null,null,243,null,null,2336,null,null,2022,null,null,2411,null,null,76,null,null,2073,null,null,1232,null,null,2894,null,null,203,null,null,2880,null,null,1037,null,null,3892,null,null,110,null,null,3806,null,null,1456,null,null,11
