C17001D_001E,C17001D_001M,C17001D_002E,C17001D_002M,C17001D_003E,C17001D_003M,C17001D_004E,C17001D_004M,C17001D_005E,C17001D_005M,C17001D_006E,C17001D_006M,C17001D_007E,C17001D_007M,C17001D_008E,C17001D_008M,C17001D_009E,C17001D_009M,C17001D_010E,C17001D_010M,C17001D_011E,C17001D_011M,C17001D_012E,C17001D_012M,C17001D_013E,C17001D_013M,C17001D_014E,C17001D_014M,C17001D_015E,C17001D_015M,C17001D_016E,C17001D_016M,C17001D_017E,C17001D_017M,C17001D_018E,C17001D_018M,C17001D_019E,C17001D_019M,C17001D_001M,C17001D_001EA,C17001D_001MA,C17001D_002M,C17001D_002EA,C17001D_002MA,C17001D_003M,C17001D_003EA,C17001D_003MA,C17001D_004M,C17001D_004EA,C17001D_004MA,C17001D_005M,C17001D_005EA,C17001D_005MA,C17001D_006M,C17001D_006EA,C17001D_006MA,C17001D_007M,C17001D_007EA,C17001D_007MA,C17001D_008M,C17001D_008EA,C17001D_008MA,C17001D_009M,C17001D_009EA,C17001D_009MA,C17001D_010M,C17001D_010EA,C17001D_010MA,C17001D_011M,C17001D_011EA,C17001D_011MA,C17001D_012M,C17001D_012EA,C17001D_012MA,C17001D_013M,C17001D_013EA,C17001D_013MA,C17001D_014M,C17001D_014EA,C17001D_014MA,C17001D_015M,C17001D_015EA,C17001D_015MA,C17001D_016M,C17001D_016EA,C17001D_016MA,C17001D_017M,C17001D_017EA,C17001D_017MA,C17001D_018M,C17001D_018EA,C17001D_018MA,C17001D_019M,C17001D_019EA,C17001D_019MA,state
243274,5212,22762,4034,9086,2270,2005,1526,5573,1254,1508,560,13676,2462,1538,744,10047,1860,2091,693,220512,6275,99428,3347,18648,1986,66801,2018,13979,692,121084,4178,18237,1764,80465,2625,22382,1050,5212,null,null,4034,null,null,2270,null,null,1526,null,null,1254,null,null,560,null,null,2462,null,null,744,null,null,1860,null,null,693,null,null,6275,null,null,3347,null,null,1986,null,null,2018,null,null,692,null,null,4178,null,null,1764,null,null,2625,null,null,1050,null,null,32
31467,2301,2394,1009,1157,668,48,96,1021,624,88,132,1237,728,103,124,1134,689,0,187,29073,2306,13531,1400,3142,857,9426,1078,963,527,15542,1540,4265,915,10092,1036,1185,507,2301,null,null,1009,null,null,668,null,null,96,null,null,624,null,null,132,null,null,728,null,null,124,null,null,689,null,null,187,null,null,2306,null,null,1400,null,null,857,null,null,1078,null,null,527,null,null,1540,null,null,915,null,null,1036,null,null,507,null,null,33
838926,6483,57144,5444,26311,3034,5924,1391,16841,2218,3546,941,30833,3212,5605,1330,19231,2533,5997,1182,781782,8390,382090,4804,88458,2552,255620,3052,38012,1200,399692,4823,84664,2470,271423,3384,43605,1442,6483,null,null,5444,null,null,3034,null,null,1391,null,null,2218,null,null,941,null,null,3212,null,null,1330,null,null,2533,null,null,1182,null,null,8390,null,null,4804,null,null,2552,null,null,3052,null,null,1200,null,null,4823,null,null,2470,null,null,3384,null,null,1442,null,null,34
31639,2248,3315,1343,1555,829,186,184,1369,758,0,195,1760,799,394,324,1273,609,93,135,28324,2276,12405,1397,2556,676,8548,1036,1301,435,15919,1379,3143,928,10607,860,2169,446,2248,null,null,1343,null,null,829,null,null,184,null,null,758,null,null,195,null,null,799,null,null,324,null,null,609,null,null,135,null,null,2276,null,null,1397,null,null,676,null,null,1036,null,null,435,null,null,1379,null,null,928,null,null,860,null,null,446,null,null,35
1633984,12226,266358,13176,120013,7082,27900,2931,75280,5108,16833,1959,146345,7911,28663,3656,96244,5803,21438,2340,1367626,18029,658774,8862,132208,3737,454885,5978,71681,2339,708852,10735,123799,4371,503786,7311,81267,2597,12226,null,null,13176,null,null,7082,null,null,2931,null,null,5108,null,null,1959,null,null,7911,null,null,3656,null,null,5803,null,null,2340,null,null,18029,null,null,8862,null,null,3737,null,null,5978,null,null,2339,null,null,10735,null,null,4371,null,null,7311,null,null,2597,null,null,36
268542,4440,32009,5171,16510,3133,4418,1409,11835,2362,257,222,15499,2682,2753,1038,11705,2127,1041,510,236533,6645,112850,4354,29851,2011,74275,3308,8724,842,123683,3274,28825,1576,85264,2639,9594,947,4440,null,null,5171,null,null,3133,null,null,1409,null,null,2362,null,null,222,null,null,2682,null,null,1038,null,null,2127,null,null,510,null,null,6645,null,null,4354,null,null,2011,null,null,3308,null,null,842,null,null,3274,null,null,1576,null,null,2639,null,null,947,null,null,37
8805,1859,1822,808,1131,501,152,191,979,405,0,155,691,411,124,167,567,331,0,155,6983,1766,2995,978,644,522,2290,657,61,75,3988,1048,450,369,3225,805,313,253,1859,null,null,808,null,null,501,null,null,191,null,null,405,null,null,155,null,null,411,null,null,167,null,null,331,null,null,155,null,null,1766,null,null,978,null,null,522,null,null,657,null,null,75,null,null,1048,null,null,369,null,null,805,null,null,253,null,null,38
232438,3701,35137,4768,17276,3187,2831,999,14084,2801,361,258,17861,2516,2752,987,14375,1931,734,384,197301,6268,96386,4511,23726,1935,64893,3329,7767,947,100915,3291,20796,1667,69513,2740,10606,1091,3701,null,null,4768,null,null,3187,null,null,999,null,null,2801,null,null,258,null,null,2516,null,null,987,null,null,1931,null,null,384,null,null,6268,null,null,4511,null,null,1935,null,null,3329,null,null,947,null,null,3291,null,null,1667,null,null,2740,null,null,1091,null,null,39
76584,3036,11266,2291,5080,1206,944,429,3711,993,425,249,6186,1588,1680,694,4051,1196,455,283,65318,3350,29843,1973,7811,981,19764,1415,2268,573,35475,2108,7456,1172,24852,1710,3167,610,3036,null,null,2291,null,null,1206,null,null,429,null,null,993,null,null,249,null,null,1588,null,null,694,null,null,1196,null,null,283,null,null,3350,null,null,1973,null,null,981,null,null,1415,null,null,573,null,null,2108,null,null,1172,null,null,1710,null,null,610,null,null,40
166421,4848,23847,3613,10892,2148,1679,844,8266,1604,947,473,12955,2246,3105,1197,8440,1253,1410,663,142574,4743,65255,3235,13170,1577,45551,2485,6534,790,77319,2731,11992,1658,55614,2127,9713,1037,4848,null,null,3613,null,null,2148,null,null,844,null,null,1604,null,null,473,null,null,2246,null,null,1197,null,null,1253,null,null,663,null,null,4743,null,null,3235,null,null,1577,null,null,2485,null,null,790,null,null,2731,null,null,1658,null,null,2127,null,null,1037,null,null,41
406667,5212,56967,4929,26010,2472,5323,1318,19127,2014,1560,560,30957,3435,6913,1605,21592,2625,2452,675,349700,6350,168492,3926,40423,1812,112503,2815,15566,1150,181208,3980,37247,2224,125487,3003,18474,1170,5212,null,null,4929,null,null,2472,null,null,1318,null,null,2014,null,null,560,null,null,3435,null,null,1605,null,null,2625,null,null,675,null,null,6350,null,null,3926,null,null,1812,null,null,2815,null,null,1150,null,null,3980,null,null,2224,null,null,3003,null,null,1170,null,null,42
34413,2357,4532,1694,1693,842,412,397,1107,584,174,233,2839,1131,288,353,2250,1040,301,229,29881,2777,14225,1493,2687,914,10552,1128,986,276,15656,2131,4268,1128,10395,1458,993,303,2357,null,null,1694,null,null,842,null,null,397,null,null,584,null,null,233,null,null,1131,null,null,353,null,null,1040,null,null,229,null,null,2777,null,null,1493,null,null,914,null,null,1128,null,null,276,null,null,2131,null,null,1128,null,null,1458,null,null,303,null,null,44
73981,3779,7933,2435,3808,1457,1234,653,2419,1073,155,147,4125,1439,899,559,2846,1027,380,264,66048,4071,28032,2557,6206,1216,19330,2044,2496,838,38016,2751,7212,1542,25565,1895,5239,1279,3779,null,null,2435,null,null,1457,null,null,653,null,null,1073,null,null,147,null,null,1439,null,null,559,null,null,1027,null,null,264,null,null,4071,null,null,2557,null,null,1216,null,null,2044,null,null,838,null,null,2751,null,null,1542,null,null,1895,null,null,1279,null,null,45
12564,1796,2656,1422,887,545,475,491,412,286,0,157,1769,1109,686,627,747,543,336,568,9908,1411,5276,915,1842,592,3272,525,162,146,4632,870,1284,475,3086,540,262,231,1796,null,null,1422,null,null,545,null,null,491,null,null,286,null,null,157,null,null,1109,null,null,627,null,null,543,null,null,568,null,null,1411,null,null,915,null,null,592,null,null,525,null,null,146,null,null,870,null,null,475,null,null,540,null,null,231,null,null,46
114122,3866,13901,2723,5862,1406,970,483,4264,1175,628,359,8039,1889,934,514,6492,1581,613,477,100221,4506,44572,2482,11518,1400,29697,2012,3357,782,55649,3424,14088,1610,36464,2275,5097,933,3866,null,null,2723,null,null,1406,null,null,483,null,null,1175,null,null,359,null,null,1889,null,null,514,null,null,1581,null,null,477,null,null,4506,null,null,2482,null,null,1400,null,null,2012,null,null,782,null,null,3424,null,null,1610,null,null,2275,null,null,933,null,null,47
1285564,10790,138119,10621,69163,5887,17716,2723,46389,4527,5058,1118,68956,6239,13722,2202,46013,4653,9221,1806,1147445,15013,552535,8444,134025,4232,370776,6499,47734,1923,594910,8745,134377,4784,403964,5771,56569,2152,10790,null,null,10621,null,null,5887,null,null,2723,null,null,4527,null,null,1118,null,null,6239,null,null,2202,null,null,4653,null,null,1806,null,null,15013,null,null,8444,null,null,4232,null,null,6499,null,null,1923,null,null,8745,null,null,4784,null,null,5771,null,null,2152,null,null,48
67969,3527,8264,2330,3317,969,178,184,3002,942,137,170,4947,1664,1645,791,3084,1092,218,200,59705,3828,29718,2205,7404,1450,20142,1477,2172,366,29987,2412,5071,1102,21370,1667,3546,917,3527,null,null,2330,null,null,969,null,null,184,null,null,942,null,null,170,null,null,1664,null,null,791,null,null,1092,null,null,200,null,null,3828,null,null,2205,null,null,1450,null,null,1477,null,null,366,null,null,2412,null,null,1102,null,null,1667,null,null,917,null,null,49
8143,1078,794,487,106,136,0,151,106,136,0,151,688,476,142,239,529,339,17,28,7349,1041,3150,748,721,442,2081,517,348,196,4199,656,760,344,2737,570,702,375,1078,null,null,487,null,null,136,null,null,151,null,null,136,null,null,151,null,null,476,null,null,239,null,null,339,null,null,28,null,null,1041,null,null,748,null,null,442,null,null,517,null,null,196,null,null,656,null,null,344,null,null,570,null,null,375,null,null,50
522490,7427,38267,4889,16232,2776,3530,995,10387,1911,2315,728,22035,2880,2908,1010,15702,2092,3425,861,484223,6986,227227,4742,56121,3142,149720,3062,21386,1270,256996,4010,53212,2077,175972,2893,27812,1301,7427,null,null,4889,null,null,2776,null,null,995,null,null,1911,null,null,728,null,null,2880,null,null,1010,null,null,2092,null,null,861,null,null,6986,null,null,4742,null,null,3142,null,null,3062,null,null,1270,null,null,4010,null,null,2077,null,null,2893,null,null,1301,null,null,51
586843,8439,55053,5085,25739,2896,4132,1144,17870,2294,3737,915,29314,3195,3791,1060,19205,2478,6318,1355,531790,9650,244281,5751,50710,3124,169683,3655,23888,1117,287509,5693,51625,2456,200444,3871,35440,1773,8439,null,null,5085,null,null,2896,null,null,1144,null,null,2294,null,null,915,null,null,3195,null,null,1060,null,null,2478,null,null,1355,null,null,9650,null,null,5751,null,null,3124,null,null,3655,null,null,1117,null,null,5693,null,null,2456,null,null,3871,null,null,1773,null,null,53
13571,1514,2234,1102,963,733,129,196,647,583,187,212,1271,691,21,40,1063,663,187,212,11337,1736,4235,917,607,309,3245,793,383,209,7102,1284,1727,567,4690,1060,685,324,1514,null,null,1102,null,null,733,null,null,196,null,null,583,null,null,212,null,null,691,null,null,40,null,null,663,null,null,212,null,null,1736,null,null,917,null,null,309,null,null,793,null,null,209,null,null,1284,null,null,567,null,null,1060,null,null,324,null,null,54
151825,2972,27483,4599,12672,2466,3949,1338,8389,1576,334,285,14811,2646,5591,1388,8782,1514,438,284,124342,5084,59983,3111,15623,2089,40485,2040,3875,708,64359,3329,16918,2057,43094,2071,4347,720,2972,null,null,4599,null,null,2466,null,null,1338,null,null,1576,null,null,285,null,null,2646,null,null,1388,null,null,1514,null,null,284,null,null,5084,null,null,3111,null,null,2089,null,null,2040,null,null,708,null,null,3329,null,null,2057,null,null,2071,null,null,720,null,null,55
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,56
5670,1570,1809,877,587,554,283,361,198,197,106,145,1222,626,233,271,852,467,137,162,3861,1416,1212,650,59,95,835,541,318,261,2649,991,295,262,1674,757,680,407,1570,null,null,877,null,null,554,null,null,361,null,null,197,null,null,145,null,null,626,null,null,271,null,null,467,null,null,162,null,null,1416,null,null,650,null,null,95,null,null,541,null,null,261,null,null,991,null,null,262,null,null,757,null,null,407,null,null,72
64296,3811,7410,1489,3685,1014,870,374,2564,930,251,253,3725,1048,769,314,2878,883,78,95,56886,3894,25275,2108,6852,1270,16527,1575,1896,574,31611,2873,8622,1577,19583,1981,3406,718,3811,null,null,1489,null,null,1014,null,null,374,null,null,930,null,null,253,null,null,1048,null,null,314,null,null,883,null,null,95,null,null,3894,null,null,2108,null,null,1270,null,null,1575,null,null,574,null,null,2873,null,null,1577,null,null,1981,null,null,718,null,null,01
44825,3153,2046,910,744,536,26,36,718,520,0,155,1302,622,135,169,950,538,217,223,42779,3036,20649,1945,5741,1354,12864,1160,2044,393,22130,1613,4192,1064,15921,1095,2017,395,3153,null,null,910,null,null,536,null,null,36,null,null,520,null,null,155,null,null,622,null,null,169,null,null,538,null,null,223,null,null,3036,null,null,1945,null,null,1354,null,null,1160,null,null,393,null,null,1613,null,null,1064,null,null,1095,null,null,395,null,null,02
217652,4775,28922,4545,15104,2423,3037,986,11076,1828,991,451,13818,2812,2806,1097,9526,1822,1486,528,188730,6474,86546,3515,19622,1790,58348,2490,8576,594,102184,4084,18018,1937,71071,2323,13095,941,4775,null,null,4545,null,null,2423,null,null,986,null,null,1828,null,null,451,null,null,2812,null,null,1097,null,null,1822,null,null,528,null,null,6474,null,null,3515,null,null,1790,null,null,2490,null,null,594,null,null,4084,null,null,1937,null,null,2323,null,null,941,null,null,04
40985,2640,5971,1847,3070,1102,214,231,2856,1047,0,197,2901,1262,761,780,1834,762,306,262,35014,2608,15681,1634,3576,978,10770,1228,1335,564,19333,2016,4096,1136,13475,1340,1762,535,2640,null,null,1847,null,null,1102,null,null,231,null,null,1047,null,null,197,null,null,1262,null,null,780,null,null,762,null,null,262,null,null,2608,null,null,1634,null,null,978,null,null,1228,null,null,564,null,null,2016,null,null,1136,null,null,1340,null,null,535,null,null,05
5520738,19256,624499,21600,282157,11170,60039,5365,180933,6995,41185,2810,342342,12877,58401,4944,219756,8580,64185,3607,4896239,28295,2329708,13761,465580,6451,1558196,9214,305932,3582,2566531,17154,437313,8456,1734296,9356,394922,5018,19256,null,null,21600,null,null,11170,null,null,5365,null,null,6995,null,null,2810,null,null,12877,null,null,4944,null,null,8580,null,null,3607,null,null,28295,null,null,13761,null,null,6451,null,null,9214,null,null,3582,null,null,17154,null,null,8456,null,null,9356,null,null,5018,null,null,06
172950,4635,18249,2954,6666,1508,1209,600,4821,1256,636,368,11583,2011,3203,1001,7646,1321,734,442,154701,4962,69585,2793,16256,1703,47109,1943,6220,568,85116,3006,18155,1702,57948,2284,9013,693,4635,null,null,2954,null,null,1508,null,null,600,null,null,1256,null,null,368,null,null,2011,null,null,1001,null,null,1321,null,null,442,null,null,4962,null,null,2793,null,null,1703,null,null,1943,null,null,568,null,null,3006,null,null,1702,null,null,2284,null,null,693,null,null,08
155229,3807,13027,2898,6027,1690,974,479,4617,1498,436,309,7000,1747,1990,880,4234,1111,776,445,142202,4548,67311,2869,16823,1562,45111,2036,5377,491,74891,2442,16891,1309,51647,1901,6353,730,3807,null,null,2898,null,null,1690,null,null,479,null,null,1498,null,null,309,null,null,1747,null,null,880,null,null,1111,null,null,445,null,null,4548,null,null,2869,null,null,1562,null,null,2036,null,null,491,null,null,2442,null,null,1309,null,null,1901,null,null,730,null,null,09
35339,1614,3946,1288,1580,629,178,216,1322,504,80,104,2366,867,76,132,2048,784,242,216,31393,1965,15954,1292,3356,970,11125,726,1473,158,15439,1383,3332,745,9828,905,2279,293,1614,null,null,1288,null,null,629,null,null,216,null,null,504,null,null,104,null,null,867,null,null,132,null,null,784,null,null,216,null,null,1965,null,null,1292,null,null,970,null,null,726,null,null,158,null,null,1383,null,null,745,null,null,905,null,null,293,null,null,10
24027,1436,3735,1101,1795,702,28,48,1595,690,172,182,1940,725,0,203,1940,725,0,203,20292,1635,8057,1080,948,513,6568,821,541,290,12235,927,1032,394,10017,714,1186,177,1436,null,null,1101,null,null,702,null,null,48,null,null,690,null,null,182,null,null,725,null,null,203,null,null,725,null,null,203,null,null,1635,null,null,1080,null,null,513,null,null,821,null,null,290,null,null,927,null,null,394,null,null,714,null,null,177,null,null,11
