B15002D_001E,B15002D_001M,B15002D_002E,B15002D_002M,B15002D_003E,B15002D_003M,B15002D_004E,B15002D_004M,B15002D_005E,B15002D_005M,B15002D_006E,B15002D_006M,B15002D_007E,B15002D_007M,B15002D_008E,B15002D_008M,B15002D_009E,B15002D_009M,B15002D_010E,B15002D_010M,B15002D_011E,B15002D_011M,B15002D_012E,B15002D_012M,B15002D_013E,B15002D_013M,B15002D_014E,B15002D_014M,B15002D_015E,B15002D_015M,B15002D_016E,B15002D_016M,B15002D_017E,B15002D_017M,B15002D_018E,B15002D_018M,B15002D_019E,B15002D_019M,B15002D_001M,B15002D_001EA,B15002D_001MA,B15002D_002M,B15002D_002EA,B15002D_002MA,B15002D_003M,B15002D_003EA,B15002D_003MA,B15002D_004M,B15002D_004EA,B15002D_004MA,B15002D_005M,B15002D_005EA,B15002D_005MA,B15002D_006M,B15002D_006EA,B15002D_006MA,B15002D_007M,B15002D_007EA,B15002D_007MA,B15002D_008M,B15002D_008EA,B15002D_008MA,B15002D_009M,B15002D_009EA,B15002D_009MA,B15002D_010M,B15002D_010EA,B15002D_010MA,B15002D_011M,B15002D_011EA,B15002D_011MA,B15002D_012M,B15002D_012EA,B15002D_012MA,B15002D_013M,B15002D_013EA,B15002D_013MA,B15002D_014M,B15002D_014EA,B15002D_014MA,B15002D_015M,B15002D_015EA,B15002D_015MA,B15002D_016M,B15002D_016EA,B15002D_016MA,B15002D_017M,B15002D_017EA,B15002D_017MA,B15002D_018M,B15002D_018EA,B15002D_018MA,B15002D_019M,B15002D_019EA,B15002D_019MA,state
12254,1249,4535,830,275,198,427,354,766,522,0,172,1066,811,63,83,642,330,1296,617,7719,1057,630,454,267,221,1059,568,436,605,817,482,1285,686,1725,669,1500,702,1249,null,null,830,null,null,198,null,null,354,null,null,522,null,null,172,null,null,811,null,null,83,null,null,330,null,null,617,null,null,1057,null,null,454,null,null,221,null,null,568,null,null,605,null,null,482,null,null,686,null,null,669,null,null,702,null,null,23
268482,2577,123522,1976,4488,1219,5060,1026,10880,1651,937,415,12495,2049,7558,1539,33426,2217,48678,2607,144960,1895,8280,1320,7518,1056,17353,2374,1215,507,15149,2285,9659,1729,43416,3038,42370,2645,2577,null,null,1976,null,null,1219,null,null,1026,null,null,1651,null,null,415,null,null,2049,null,null,1539,null,null,2217,null,null,2607,null,null,1895,null,null,1320,null,null,1056,null,null,2374,null,null,507,null,null,2285,null,null,1729,null,null,3038,null,null,2645,null,null,24
294451,3551,139023,2078,12634,1778,6287,1167,16799,2473,1796,752,10696,1800,5293,1240,35040,2960,50478,2761,155428,2076,15381,1889,9618,1427,20079,2571,1701,583,10918,1808,9047,1728,39780,2554,48904,2809,3551,null,null,2078,null,null,1778,null,null,1167,null,null,2473,null,null,752,null,null,1800,null,null,1240,null,null,2960,null,null,2761,null,null,2076,null,null,1889,null,null,1427,null,null,2571,null,null,583,null,null,1808,null,null,1728,null,null,2554,null,null,2809,null,null,25
189523,2640,90319,1705,4682,1106,3999,1040,8512,1334,782,370,7671,1494,3774,864,23001,2066,37898,2294,99204,1840,7000,1326,6276,1358,11554,1672,713,379,9131,1463,6020,1196,28635,2059,29875,2094,2640,null,null,1705,null,null,1106,null,null,1040,null,null,1334,null,null,370,null,null,1494,null,null,864,null,null,2066,null,null,2294,null,null,1840,null,null,1326,null,null,1358,null,null,1672,null,null,379,null,null,1463,null,null,1196,null,null,2059,null,null,2094,null,null,26
154563,2676,73023,1700,8458,1228,4072,1023,10570,1538,2071,575,10158,1329,6510,1142,15415,1779,15769,1768,81540,1828,14663,2039,5774,1249,8746,1249,1529,552,9776,1267,7792,1375,20033,1936,13227,1818,2676,null,null,1700,null,null,1228,null,null,1023,null,null,1538,null,null,575,null,null,1329,null,null,1142,null,null,1779,null,null,1768,null,null,1828,null,null,2039,null,null,1249,null,null,1249,null,null,552,null,null,1267,null,null,1375,null,null,1936,null,null,1818,null,null,27
18529,2000,6834,1534,1001,562,416,290,598,540,194,273,502,374,353,337,1926,924,1844,717,11695,1541,789,493,631,366,2510,1001,406,365,2227,1009,909,519,2351,1196,1872,961,2000,null,null,1534,null,null,562,null,null,290,null,null,540,null,null,273,null,null,374,null,null,337,null,null,924,null,null,717,null,null,1541,null,null,493,null,null,366,null,null,1001,null,null,365,null,null,1009,null,null,519,null,null,1196,null,null,961,null,null,28
77588,2577,34424,1630,2162,931,957,353,3729,913,577,326,2738,708,1236,519,9501,1607,13524,1663,43164,1860,4253,1221,2586,891,6231,1230,477,404,4749,998,2142,592,9373,1652,13353,1496,2577,null,null,1630,null,null,931,null,null,353,null,null,913,null,null,326,null,null,708,null,null,519,null,null,1607,null,null,1663,null,null,1860,null,null,1221,null,null,891,null,null,1230,null,null,404,null,null,998,null,null,592,null,null,1652,null,null,1496,null,null,29
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,30
23787,1781,11214,980,2087,730,756,319,1560,420,43,74,1242,486,399,272,2056,779,3071,920,12573,1053,2827,740,549,277,1626,514,379,286,1442,501,786,347,3004,804,1960,719,1781,null,null,980,null,null,730,null,null,319,null,null,420,null,null,74,null,null,486,null,null,272,null,null,779,null,null,920,null,null,1053,null,null,740,null,null,277,null,null,514,null,null,286,null,null,501,null,null,347,null,null,804,null,null,719,null,null,31
185203,3202,79085,1678,3204,919,4315,1042,15051,2007,1815,670,18572,2125,6787,1227,19753,2281,9588,1490,106118,2488,6143,1237,4494,1199,22796,2824,1865,712,21100,2466,9523,1654,32436,2930,7761,1310,3202,null,null,1678,null,null,919,null,null,1042,null,null,2007,null,null,670,null,null,2125,null,null,1227,null,null,2281,null,null,1490,null,null,2488,null,null,1237,null,null,1199,null,null,2824,null,null,712,null,null,2466,null,null,1654,null,null,2930,null,null,1310,null,null,32
21475,1354,10287,1093,599,412,555,340,2292,996,259,287,358,372,385,333,2003,855,3836,1012,11188,843,645,337,333,205,2113,774,313,319,662,445,1188,646,2851,809,3083,913,1354,null,null,1093,null,null,412,null,null,340,null,null,996,null,null,287,null,null,372,null,null,333,null,null,855,null,null,1012,null,null,843,null,null,337,null,null,205,null,null,774,null,null,319,null,null,445,null,null,646,null,null,809,null,null,913,null,null,33
599087,3670,285337,2432,5713,1048,8253,1436,25272,2398,1828,557,26193,2946,12415,1970,101022,4307,104641,3646,313750,1964,16074,1860,12160,1518,34227,2866,1915,630,25765,2650,16338,2198,123668,4633,83603,3709,3670,null,null,2432,null,null,1048,null,null,1436,null,null,2398,null,null,557,null,null,2946,null,null,1970,null,null,4307,null,null,3646,null,null,1964,null,null,1860,null,null,1518,null,null,2866,null,null,630,null,null,2650,null,null,2198,null,null,4633,null,null,3709,null,null,34
23167,1793,10139,1478,151,169,914,537,1289,681,197,200,1065,437,875,572,2426,764,3222,795,13028,1004,458,346,649,418,3182,1071,358,269,1721,599,697,332,2977,725,2986,886,1793,null,null,1478,null,null,169,null,null,537,null,null,681,null,null,200,null,null,437,null,null,572,null,null,764,null,null,795,null,null,1004,null,null,346,null,null,418,null,null,1071,null,null,269,null,null,599,null,null,332,null,null,725,null,null,886,null,null,35
1188298,7411,551804,4033,59999,3383,47750,3414,90830,4752,10493,1371,52384,3657,33530,3243,144143,4978,112675,4732,636494,4464,89096,4575,55562,4334,103911,4973,9776,1403,48130,3574,38449,2892,172738,5958,118832,5383,7411,null,null,4033,null,null,3383,null,null,3414,null,null,4752,null,null,1371,null,null,3657,null,null,3243,null,null,4978,null,null,4732,null,null,4464,null,null,4575,null,null,4334,null,null,4973,null,null,1403,null,null,3574,null,null,2892,null,null,5958,null,null,5383,null,null,36
181455,2924,85797,2106,5781,1504,2931,831,10110,1865,1969,704,8739,1488,3358,989,26393,2127,26516,2245,95658,2061,8150,1463,6726,1321,12858,1606,1647,746,10223,1306,5289,1012,26516,1765,24249,2194,2924,null,null,2106,null,null,1504,null,null,831,null,null,1865,null,null,704,null,null,1488,null,null,989,null,null,2127,null,null,2245,null,null,2061,null,null,1463,null,null,1321,null,null,1606,null,null,746,null,null,1306,null,null,1012,null,null,1765,null,null,2194,null,null,37
4905,1061,2002,533,110,101,261,208,396,295,0,155,153,132,48,66,435,363,599,305,2903,815,361,209,264,226,715,515,0,155,221,158,85,110,762,366,495,319,1061,null,null,533,null,null,101,null,null,208,null,null,295,null,null,155,null,null,132,null,null,66,null,null,363,null,null,305,null,null,815,null,null,209,null,null,226,null,null,515,null,null,155,null,null,158,null,null,110,null,null,366,null,null,319,null,null,38
160629,2761,76217,2335,5413,1743,2701,871,7797,1343,832,547,8347,1678,2666,794,21084,2396,27377,2208,84412,1894,7126,1530,4190,968,11496,1443,1066,616,8747,1526,5123,1139,21899,2402,24765,1923,2761,null,null,2335,null,null,1743,null,null,871,null,null,1343,null,null,547,null,null,1678,null,null,794,null,null,2396,null,null,2208,null,null,1894,null,null,1530,null,null,968,null,null,1443,null,null,616,null,null,1526,null,null,1139,null,null,2402,null,null,1923,null,null,39
50989,1736,22196,1452,1982,660,1040,430,3620,936,124,105,3093,722,1947,707,4570,1050,5820,1052,28793,1209,2926,748,1730,536,4914,926,475,319,3401,716,3449,906,6841,1040,5057,889,1736,null,null,1452,null,null,660,null,null,430,null,null,936,null,null,105,null,null,722,null,null,707,null,null,1050,null,null,1052,null,null,1209,null,null,748,null,null,536,null,null,926,null,null,319,null,null,716,null,null,906,null,null,1040,null,null,889,null,null,40
119827,3124,53095,2113,3590,950,2586,819,6782,1357,836,386,7125,1370,4267,989,13034,1795,14875,1686,66732,2109,6726,1061,4468,970,8664,1580,1000,484,7147,1240,5724,1207,18743,1864,14260,1733,3124,null,null,2113,null,null,950,null,null,819,null,null,1357,null,null,386,null,null,1370,null,null,989,null,null,1795,null,null,1686,null,null,2109,null,null,1061,null,null,970,null,null,1580,null,null,484,null,null,1240,null,null,1207,null,null,1864,null,null,1733,null,null,41
281606,3277,131709,2416,11867,1836,8814,1332,15246,2096,1899,704,9159,1359,5525,1156,35965,2609,43234,2499,149897,2350,18162,1990,8902,1457,24405,2747,2655,817,10470,1579,8874,1374,40648,3084,35781,2595,3277,null,null,2416,null,null,1836,null,null,1332,null,null,2096,null,null,704,null,null,1359,null,null,1156,null,null,2609,null,null,2499,null,null,2350,null,null,1990,null,null,1457,null,null,2747,null,null,817,null,null,1579,null,null,1374,null,null,3084,null,null,2595,null,null,42
22693,1361,11214,889,470,308,239,222,2629,877,280,311,1306,756,703,456,2500,777,3087,756,11479,903,1026,381,330,274,1207,728,683,541,1723,934,753,449,2956,764,2801,817,1361,null,null,889,null,null,308,null,null,222,null,null,877,null,null,311,null,null,756,null,null,456,null,null,777,null,null,756,null,null,903,null,null,381,null,null,274,null,null,728,null,null,541,null,null,934,null,null,449,null,null,764,null,null,817,null,null,44
53050,2791,22223,1883,543,336,1322,714,4972,1245,861,597,2202,802,1675,717,6887,1148,3761,676,30827,2063,2871,1070,2048,828,5789,1185,580,407,4786,1137,1852,712,8741,1510,4160,1125,2791,null,null,1883,null,null,336,null,null,714,null,null,1245,null,null,597,null,null,802,null,null,717,null,null,1148,null,null,676,null,null,2063,null,null,1070,null,null,828,null,null,1185,null,null,407,null,null,1137,null,null,712,null,null,1510,null,null,1125,null,null,45
7145,940,3214,630,667,339,55,78,473,259,174,172,188,163,56,95,529,271,1072,454,3931,769,790,243,445,290,879,622,141,158,171,143,112,129,739,448,654,349,940,null,null,630,null,null,339,null,null,78,null,null,259,null,null,172,null,null,163,null,null,95,null,null,271,null,null,454,null,null,769,null,null,243,null,null,290,null,null,622,null,null,158,null,null,143,null,null,129,null,null,448,null,null,349,null,null,46
76429,2696,33264,1699,2055,693,1850,741,5142,1401,364,351,2667,855,1042,466,8342,1435,11802,1583,43165,2051,3652,855,2933,879,6510,1163,1050,582,4436,1267,2641,857,13247,1763,8696,1265,2696,null,null,1699,null,null,693,null,null,741,null,null,1401,null,null,351,null,null,855,null,null,466,null,null,1435,null,null,1583,null,null,2051,null,null,855,null,null,879,null,null,1163,null,null,582,null,null,1267,null,null,857,null,null,1763,null,null,1265,null,null,47
883132,7032,418249,4155,22772,2731,18954,2530,46126,4023,5281,1336,50433,3460,22131,2493,121202,5515,131350,5377,464883,4458,41110,4259,26753,2889,62903,4644,7877,1557,53222,4622,24848,2778,141996,5964,106174,5482,7032,null,null,4155,null,null,2731,null,null,2530,null,null,4023,null,null,1336,null,null,3460,null,null,2493,null,null,5515,null,null,5377,null,null,4458,null,null,4259,null,null,2889,null,null,4644,null,null,1557,null,null,4622,null,null,2778,null,null,5964,null,null,5482,null,null,48
46290,1872,21453,1120,2172,886,838,481,3331,1193,212,211,2594,632,1520,656,5782,970,5004,948,24837,1339,2092,830,1312,730,4248,1186,485,592,3842,941,1769,634,5967,984,5122,1172,1872,null,null,1120,null,null,886,null,null,481,null,null,1193,null,null,211,null,null,632,null,null,656,null,null,970,null,null,948,null,null,1339,null,null,830,null,null,730,null,null,1186,null,null,592,null,null,941,null,null,634,null,null,984,null,null,1172,null,null,49
6184,753,2358,572,449,334,38,65,209,200,0,151,226,230,0,151,448,288,988,493,3826,490,341,323,215,168,816,444,246,186,301,275,214,185,1054,441,639,309,753,null,null,572,null,null,334,null,null,65,null,null,200,null,null,151,null,null,230,null,null,151,null,null,288,null,null,493,null,null,490,null,null,323,null,null,168,null,null,444,null,null,186,null,null,275,null,null,185,null,null,441,null,null,309,null,null,50
367796,4505,166093,2856,6892,1478,7283,1480,16768,2221,2221,858,17942,2654,8718,1623,52460,3502,53809,3233,201703,3002,16765,1937,11233,1616,26515,2851,1567,601,20246,2400,12739,1643,62658,3045,49980,2997,4505,null,null,2856,null,null,1478,null,null,1480,null,null,2221,null,null,858,null,null,2654,null,null,1623,null,null,3502,null,null,3233,null,null,3002,null,null,1937,null,null,1616,null,null,2851,null,null,601,null,null,2400,null,null,1643,null,null,3045,null,null,2997,null,null,51
426803,4851,188258,3011,9691,1585,9304,1660,20029,2275,2953,734,26597,2852,12937,1389,56290,3396,50457,3086,238545,3186,21637,2361,13661,2141,32833,2533,2519,832,32290,2561,18100,2254,71933,3845,45572,3060,4851,null,null,3011,null,null,1585,null,null,1660,null,null,2275,null,null,734,null,null,2852,null,null,1389,null,null,3396,null,null,3086,null,null,3186,null,null,2361,null,null,2141,null,null,2533,null,null,832,null,null,2561,null,null,2254,null,null,3845,null,null,3060,null,null,53
9521,1349,4146,911,95,88,0,193,243,212,0,193,380,283,87,81,1371,675,1970,600,5375,853,119,159,81,94,1446,612,72,106,473,304,148,158,1769,524,1267,492,1349,null,null,911,null,null,88,null,null,193,null,null,212,null,null,193,null,null,283,null,null,81,null,null,675,null,null,600,null,null,853,null,null,159,null,null,94,null,null,612,null,null,106,null,null,304,null,null,158,null,null,524,null,null,492,null,null,54
90165,2064,42773,1541,4185,993,2013,583,6060,1042,1875,919,5053,1448,2062,681,8480,1283,13045,1546,47392,1450,7112,1387,1954,639,6941,1415,1025,504,5905,1195,2483,711,10117,1352,11855,1493,2064,null,null,1541,null,null,993,null,null,583,null,null,1042,null,null,919,null,null,1448,null,null,681,null,null,1283,null,null,1546,null,null,1450,null,null,1387,null,null,639,null,null,1415,null,null,504,null,null,1195,null,null,711,null,null,1352,null,null,1493,null,null,55
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,56
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,72
42268,2382,18401,1567,1203,630,1183,616,2345,863,546,478,2084,712,1215,522,3521,1030,6304,1096,23867,1890,2610,760,1024,510,5064,1140,547,449,2718,825,1222,509,6115,1335,4567,1055,2382,null,null,1567,null,null,630,null,null,616,null,null,863,null,null,478,null,null,712,null,null,522,null,null,1030,null,null,1096,null,null,1890,null,null,760,null,null,510,null,null,1140,null,null,449,null,null,825,null,null,509,null,null,1335,null,null,1055,null,null,01
31070,1528,13958,1125,893,673,766,311,4694,1218,512,325,3245,900,754,320,2343,740,751,397,17112,968,1265,490,1159,568,3903,881,257,251,3884,927,1608,528,4015,902,1021,481,1528,null,null,1125,null,null,673,null,null,311,null,null,1218,null,null,325,null,null,900,null,null,320,null,null,740,null,null,397,null,null,968,null,null,490,null,null,568,null,null,881,null,null,251,null,null,927,null,null,528,null,null,902,null,null,481,null,null,02
153710,2909,68781,1982,3637,979,2171,697,7585,1380,806,472,9947,1450,4120,905,20566,1880,19949,2169,84929,1791,8806,1783,5607,953,10417,1444,1512,602,9417,1487,5724,1388,23824,2495,19622,1817,2909,null,null,1982,null,null,979,null,null,697,null,null,1380,null,null,472,null,null,1450,null,null,905,null,null,1880,null,null,2169,null,null,1791,null,null,1783,null,null,953,null,null,1444,null,null,602,null,null,1487,null,null,1388,null,null,2495,null,null,1817,null,null,04
28508,2059,12375,1252,767,472,449,313,1346,584,503,431,1693,614,678,389,3834,960,3105,900,16133,1547,1661,642,882,601,2855,1069,856,533,2189,770,1138,487,4163,748,2389,657,2059,null,null,1252,null,null,472,null,null,313,null,null,584,null,null,431,null,null,614,null,null,389,null,null,960,null,null,900,null,null,1547,null,null,642,null,null,601,null,null,1069,null,null,533,null,null,770,null,null,487,null,null,748,null,null,657,null,null,05
4086920,10503,1872563,6294,123916,5906,88992,4567,226966,9812,22836,2380,290614,8315,125502,5419,593486,10585,400251,8986,2214357,6501,203867,6302,114892,6214,293973,7279,21262,2249,281065,7699,177386,6847,747882,11219,374030,8619,10503,null,null,6294,null,null,5906,null,null,4567,null,null,9812,null,null,2380,null,null,8315,null,null,5419,null,null,10585,null,null,8986,null,null,6501,null,null,6302,null,null,6214,null,null,7279,null,null,2249,null,null,7699,null,null,6847,null,null,11219,null,null,8619,null,null,06
118963,2408,52031,1536,3748,1078,2344,848,7139,1359,678,335,6662,1225,3332,1032,12684,1610,15444,1808,66932,1701,5998,1418,3442,865,11850,1713,781,321,8638,1321,4099,1063,19043,2011,13081,1534,2408,null,null,1536,null,null,1078,null,null,848,null,null,1359,null,null,335,null,null,1225,null,null,1032,null,null,1610,null,null,1808,null,null,1701,null,null,1418,null,null,865,null,null,1713,null,null,321,null,null,1321,null,null,1063,null,null,2011,null,null,1534,null,null,08
106420,1941,49015,1431,1961,679,1374,458,5361,1208,426,347,4343,957,1220,534,14514,1890,19816,1690,57405,1225,3831,1009,2987,818,7117,1327,1098,649,4233,1033,2668,724,18782,1763,16689,1601,1941,null,null,1431,null,null,679,null,null,458,null,null,1208,null,null,347,null,null,957,null,null,534,null,null,1890,null,null,1690,null,null,1225,null,null,1009,null,null,818,null,null,1327,null,null,649,null,null,1033,null,null,724,null,null,1763,null,null,1601,null,null,09
25509,952,12332,471,446,301,306,207,611,345,24,40,1200,618,1141,725,3272,817,5332,865,13177,686,491,247,519,394,2160,697,334,284,823,479,1136,706,4258,906,3456,724,952,null,null,471,null,null,301,null,null,207,null,null,345,null,null,40,null,null,618,null,null,725,null,null,817,null,null,865,null,null,686,null,null,247,null,null,394,null,null,697,null,null,284,null,null,479,null,null,706,null,null,906,null,null,724,null,null,10
19965,824,8130,611,76,95,324,336,299,277,0,203,337,303,379,400,2520,586,4195,673,11835,507,159,145,131,150,389,329,151,176,301,280,333,248,5004,928,5367,881,824,null,null,611,null,null,95,null,null,336,null,null,277,null,null,203,null,null,303,null,null,400,null,null,586,null,null,673,null,null,507,null,null,145,null,null,150,null,null,329,null,null,176,null,null,280,null,null,248,null,null,928,null,null,881,null,null,11
