B20017F_001E,B20017F_001M,B20017F_002E,B20017F_002M,B20017F_003E,B20017F_003M,B20017F_004E,B20017F_004M,B20017F_005E,B20017F_005M,B20017F_006E,B20017F_006M,B20017F_007E,B20017F_007M,B20017F_001M,B20017F_001EA,B20017F_001MA,B20017F_002M,B20017F_002EA,B20017F_002MA,B20017F_003M,B20017F_003EA,B20017F_003MA,B20017F_004M,B20017F_004EA,B20017F_004MA,B20017F_005M,B20017F_005EA,B20017F_005MA,B20017F_006M,B20017F_006EA,B20017F_006MA,B20017F_007M,B20017F_007EA,B20017F_007MA,state
25336,6273,22462,5869,26753,5737,21181,3464,31250,19210,32327,32705,3728,19456,6273,null,null,5869,null,null,5737,null,null,3464,null,null,19210,null,null,32705,null,null,19456,null,null,56
16458,402,16358,485,20909,1298,7450,626,16598,560,22281,1360,7561,674,402,null,null,485,null,null,1298,null,null,626,null,null,560,null,null,1360,null,null,674,null,null,72
20858,1832,23204,2787,26423,3130,11773,6008,16208,2601,22638,6875,7135,2494,1832,null,null,2787,null,null,3130,null,null,6008,null,null,2601,null,null,6875,null,null,2494,null,null,01
20943,3096,18894,4772,45109,17983,6563,11427,22528,8888,40477,19079,9158,16143,3096,null,null,4772,null,null,17983,null,null,11427,null,null,8888,null,null,19079,null,null,16143,null,null,02
21447,508,24291,1266,30244,737,10641,922,18286,1374,25380,727,10066,817,508,null,null,1266,null,null,737,null,null,922,null,null,1374,null,null,727,null,null,817,null,null,04
21001,795,23692,4221,27170,2566,15221,3618,18288,3178,21464,625,9269,2495,795,null,null,4221,null,null,2566,null,null,3618,null,null,3178,null,null,625,null,null,2495,null,null,05
23498,425,26772,301,32676,915,12496,394,20070,270,29272,680,10584,178,425,null,null,301,null,null,915,null,null,394,null,null,270,null,null,680,null,null,178,null,null,06
26693,1084,30168,1323,33721,3000,16006,2813,22087,1759,30564,893,9251,2619,1084,null,null,1323,null,null,3000,null,null,2813,null,null,1759,null,null,893,null,null,2619,null,null,08
25344,1521,26290,1304,34450,2392,13051,2945,22633,2202,35003,4720,12392,2571,1521,null,null,1304,null,null,2392,null,null,2945,null,null,2202,null,null,4720,null,null,2571,null,null,09
21925,6360,25179,7361,28426,4993,14409,13379,19016,11572,26124,6641,10394,9852,6360,null,null,7361,null,null,4993,null,null,13379,null,null,11572,null,null,6641,null,null,9852,null,null,10
29637,2160,30128,1931,31389,1118,12144,6335,28800,4412,35841,6109,12887,3921,2160,null,null,1931,null,null,1118,null,null,6335,null,null,4412,null,null,6109,null,null,3921,null,null,11
