B27001I_001E,B27001I_001M,B27001I_002E,B27001I_002M,B27001I_003E,B27001I_003M,B27001I_004E,B27001I_004M,B27001I_005E,B27001I_005M,B27001I_006E,B27001I_006M,B27001I_007E,B27001I_007M,B27001I_008E,B27001I_008M,B27001I_009E,B27001I_009M,B27001I_010E,B27001I_010M,B27001I_011E,B27001I_011M,B27001I_012E,B27001I_012M,B27001I_013E,B27001I_013M,B27001I_014E,B27001I_014M,B27001I_015E,B27001I_015M,B27001I_016E,B27001I_016M,B27001I_017E,B27001I_017M,B27001I_018E,B27001I_018M,B27001I_019E,B27001I_019M,B27001I_020E,B27001I_020M,B27001I_021E,B27001I_021M,B27001I_022E,B27001I_022M,B27001I_023E,B27001I_023M,B27001I_024E,B27001I_024M,B27001I_025E,B27001I_025M,B27001I_026E,B27001I_026M,B27001I_027E,B27001I_027M,B27001I_028E,B27001I_028M,B27001I_001M,B27001I_001EA,B27001I_001MA,B27001I_002M,B27001I_002EA,B27001I_002MA,B27001I_003M,B27001I_003EA,B27001I_003MA,B27001I_004M,B27001I_004EA,B27001I_004MA,B27001I_005M,B27001I_005EA,B27001I_005MA,B27001I_006M,B27001I_006EA,B27001I_006MA,B27001I_007M,B27001I_007EA,B27001I_007MA,B27001I_008M,B27001I_008EA,B27001I_008MA,B27001I_009M,B27001I_009EA,B27001I_009MA,B27001I_010M,B27001I_010EA,B27001I_010MA,B27001I_011M,B27001I_011EA,B27001I_011MA,B27001I_012M,B27001I_012EA,B27001I_012MA,B27001I_013M,B27001I_013EA,B27001I_013MA,B27001I_014M,B27001I_014EA,B27001I_014MA,B27001I_015M,B27001I_015EA,B27001I_015MA,B27001I_016M,B27001I_016EA,B27001I_016MA,B27001I_017M,B27001I_017EA,B27001I_017MA,B27001I_018M,B27001I_018EA,B27001I_018MA,B27001I_019M,B27001I_019EA,B27001I_019MA,B27001I_020M,B27001I_020EA,B27001I_020MA,B27001I_021M,B27001I_021EA,B27001I_021MA,B27001I_022M,B27001I_022EA,B27001I_022MA,B27001I_023M,B27001I_023EA,B27001I_023MA,B27001I_024M,B27001I_024EA,B27001I_024MA,B27001I_025M,B27001I_025EA,B27001I_025MA,B27001I_026M,B27001I_026EA,B27001I_026MA,B27001I_027M,B27001I_027EA,B27001I_027MA,B27001I_028M,B27001I_028EA,B27001I_028MA,state
20328,842,1484,589,1365,577,119,114,4529,704,4256,704,273,196,3158,892,2423,796,735,403,2880,1126,2484,900,396,320,3235,893,1930,809,1305,718,2077,681,1783,646,294,284,1693,437,1414,464,279,225,617,504,617,504,0,172,655,370,655,370,0,172,842,null,null,589,null,null,577,null,null,114,null,null,704,null,null,704,null,null,196,null,null,892,null,null,796,null,null,403,null,null,1126,null,null,900,null,null,320,null,null,893,null,null,809,null,null,718,null,null,681,null,null,646,null,null,284,null,null,437,null,null,464,null,null,225,null,null,504,null,null,504,null,null,172,null,null,370,null,null,370,null,null,172,null,null,23
579918,1186,73414,2126,69133,2718,4281,1543,121520,2197,112525,3000,8995,2272,59671,2112,42077,2906,17594,2586,94337,2359,55572,3490,38765,3681,98076,2066,62936,3595,35140,3313,67126,2031,51308,2546,15818,2258,38772,1058,33052,1590,5720,1410,17204,1045,16284,1100,920,548,9798,1000,9253,994,545,468,1186,null,null,2126,null,null,2718,null,null,1543,null,null,2197,null,null,3000,null,null,2272,null,null,2112,null,null,2906,null,null,2586,null,null,2359,null,null,3490,null,null,3681,null,null,2066,null,null,3595,null,null,3313,null,null,2031,null,null,2546,null,null,2258,null,null,1058,null,null,1590,null,null,1410,null,null,1045,null,null,1100,null,null,548,null,null,1000,null,null,994,null,null,468,null,null,24
768600,1433,85013,1705,83270,1947,1743,1049,158840,1732,157172,1827,1668,722,102128,1547,94078,2242,8050,1749,130801,1511,117455,2553,13346,2481,109813,1775,100775,2736,9038,1885,84136,1384,80869,1684,3267,1025,54645,795,50922,1453,3723,1296,28385,937,28298,958,87,140,14839,798,14609,857,230,215,1433,null,null,1705,null,null,1947,null,null,1049,null,null,1732,null,null,1827,null,null,722,null,null,1547,null,null,2242,null,null,1749,null,null,1511,null,null,2553,null,null,2481,null,null,1775,null,null,2736,null,null,1885,null,null,1384,null,null,1684,null,null,1025,null,null,795,null,null,1453,null,null,1296,null,null,937,null,null,958,null,null,140,null,null,798,null,null,857,null,null,215,null,null,25
486117,1047,59475,2082,57050,2178,2425,816,119066,2180,113140,2629,5926,1948,63689,1721,53337,2445,10352,1910,69037,2491,53012,3124,16025,2354,65644,2191,50282,2637,15362,1949,49962,2244,41486,2423,8476,1584,33434,1247,30464,1291,2970,798,16686,1265,16097,1262,589,387,9124,1177,9062,1177,62,94,1047,null,null,2082,null,null,2178,null,null,816,null,null,2180,null,null,2629,null,null,1948,null,null,1721,null,null,2445,null,null,1910,null,null,2491,null,null,3124,null,null,2354,null,null,2191,null,null,2637,null,null,1949,null,null,2244,null,null,2423,null,null,1584,null,null,1247,null,null,1291,null,null,798,null,null,1265,null,null,1262,null,null,387,null,null,1177,null,null,1177,null,null,94,null,null,26
285726,1004,35546,1812,33890,2118,1656,781,76518,1623,67516,2664,9002,2377,34296,1885,28319,2138,5977,1387,44176,1828,30934,2427,13242,2100,41469,2034,28120,2894,13349,2051,28199,1725,23998,1530,4201,942,15390,1383,13118,1532,2272,819,6026,1005,5776,1024,250,211,4106,945,3861,959,245,274,1004,null,null,1812,null,null,2118,null,null,781,null,null,1623,null,null,2664,null,null,2377,null,null,1885,null,null,2138,null,null,1387,null,null,1828,null,null,2427,null,null,2100,null,null,2034,null,null,2894,null,null,2051,null,null,1725,null,null,1530,null,null,942,null,null,1383,null,null,1532,null,null,819,null,null,1005,null,null,1024,null,null,211,null,null,945,null,null,959,null,null,274,null,null,27
81265,2998,9777,1568,9490,1519,287,274,22326,2400,19391,2441,2935,1290,11982,1948,8544,1641,3438,1201,13544,2114,7079,1847,6465,1655,8703,1340,4414,1093,4289,1097,8672,2037,5851,1454,2821,1230,3575,1146,3018,1101,557,445,1950,818,1759,782,191,279,736,337,736,337,0,213,2998,null,null,1568,null,null,1519,null,null,274,null,null,2400,null,null,2441,null,null,1290,null,null,1948,null,null,1641,null,null,1201,null,null,2114,null,null,1847,null,null,1655,null,null,1340,null,null,1093,null,null,1097,null,null,2037,null,null,1454,null,null,1230,null,null,1146,null,null,1101,null,null,445,null,null,818,null,null,782,null,null,279,null,null,337,null,null,337,null,null,213,null,null,28
239364,1862,29432,1790,27095,1785,2337,887,60595,2038,55221,2697,5374,1609,29160,1923,20810,2011,8350,1342,33791,2032,21192,1962,12599,1953,34967,2516,23427,2423,11540,1916,23991,2134,16573,1823,7418,1413,14384,1190,12246,1230,2138,767,7396,1246,7332,1256,64,111,5648,1040,5366,1019,282,237,1862,null,null,1790,null,null,1785,null,null,887,null,null,2038,null,null,2697,null,null,1609,null,null,1923,null,null,2011,null,null,1342,null,null,2032,null,null,1962,null,null,1953,null,null,2516,null,null,2423,null,null,1916,null,null,2134,null,null,1823,null,null,1413,null,null,1190,null,null,1230,null,null,767,null,null,1246,null,null,1256,null,null,111,null,null,1040,null,null,1019,null,null,237,null,null,29
36134,1094,4589,1069,4377,1044,212,182,9136,1238,8274,1361,862,600,4798,1316,3994,1173,804,499,4511,1034,3559,827,952,581,3809,1110,3160,960,649,399,4381,1100,3692,1121,689,431,3100,1011,2484,930,616,366,1322,545,1322,545,0,168,488,255,488,255,0,168,1094,null,null,1069,null,null,1044,null,null,182,null,null,1238,null,null,1361,null,null,600,null,null,1316,null,null,1173,null,null,499,null,null,1034,null,null,827,null,null,581,null,null,1110,null,null,960,null,null,399,null,null,1100,null,null,1121,null,null,431,null,null,1011,null,null,930,null,null,366,null,null,545,null,null,545,null,null,168,null,null,255,null,null,255,null,null,168,null,null,30
200437,686,26784,1825,22701,1388,4083,1766,54397,1901,48351,2305,6046,1473,22437,1423,16167,1528,6270,1387,31263,2390,18225,1887,13038,2465,28350,2586,17465,2457,10885,1694,18936,1814,13945,1916,4991,1290,11406,1358,8905,1201,2501,911,3767,778,3713,766,54,83,3097,758,2918,710,179,232,686,null,null,1825,null,null,1388,null,null,1766,null,null,1901,null,null,2305,null,null,1473,null,null,1423,null,null,1528,null,null,1387,null,null,2390,null,null,1887,null,null,2465,null,null,2586,null,null,2457,null,null,1694,null,null,1814,null,null,1916,null,null,1290,null,null,1358,null,null,1201,null,null,911,null,null,778,null,null,766,null,null,83,null,null,758,null,null,710,null,null,232,null,null,31
829202,850,89199,1979,83297,2301,5902,1582,187282,1959,166789,3661,20493,3214,98301,1578,72384,2682,25917,2712,131286,1537,91535,3777,39751,3851,120113,1342,78121,3280,41992,3417,97512,1128,69878,3081,27634,2938,59357,811,46118,2196,13239,2080,29824,830,27585,913,2239,816,16328,656,15072,958,1256,661,850,null,null,1979,null,null,2301,null,null,1582,null,null,1959,null,null,3661,null,null,3214,null,null,1578,null,null,2682,null,null,2712,null,null,1537,null,null,3777,null,null,3851,null,null,1342,null,null,3280,null,null,3417,null,null,1128,null,null,3081,null,null,2938,null,null,811,null,null,2196,null,null,2080,null,null,830,null,null,913,null,null,816,null,null,656,null,null,958,null,null,661,null,null,32
45698,950,4638,672,4286,569,352,388,10537,767,10265,879,272,364,6274,944,5535,969,739,498,6785,1165,5353,1305,1432,838,7012,1279,5725,1224,1287,672,5403,1032,4959,981,444,318,3131,746,2639,668,492,398,1190,605,1190,605,0,187,728,504,728,504,0,187,950,null,null,672,null,null,569,null,null,388,null,null,767,null,null,879,null,null,364,null,null,944,null,null,969,null,null,498,null,null,1165,null,null,1305,null,null,838,null,null,1279,null,null,1224,null,null,672,null,null,1032,null,null,981,null,null,318,null,null,746,null,null,668,null,null,398,null,null,605,null,null,605,null,null,187,null,null,504,null,null,504,null,null,187,null,null,33
1770105,2291,187042,3283,176709,3842,10333,1981,333265,3311,308652,4612,24613,3558,183243,1153,138267,4323,44976,4081,277136,2085,179726,5151,97410,4942,273868,1487,183312,6072,90556,5919,229939,1403,178387,4413,51552,4190,155848,580,131755,2967,24093,2942,81344,1260,76826,1430,4518,1146,48420,1415,47006,1545,1414,627,2291,null,null,3283,null,null,3842,null,null,1981,null,null,3311,null,null,4612,null,null,3558,null,null,1153,null,null,4323,null,null,4081,null,null,2085,null,null,5151,null,null,4942,null,null,1487,null,null,6072,null,null,5919,null,null,1403,null,null,4413,null,null,4190,null,null,580,null,null,2967,null,null,2942,null,null,1260,null,null,1430,null,null,1146,null,null,1415,null,null,1545,null,null,627,null,null,34
993888,1120,92847,2433,90002,2544,2845,1099,201533,2415,190629,3249,10904,1967,114551,2490,100031,3476,14520,2720,135451,3047,111436,4031,24015,3297,125336,2531,101178,3984,24158,3539,112899,2346,94882,2956,18017,2864,102115,1029,90462,2558,11653,2140,63923,1284,63134,1308,789,561,45233,1261,44867,1191,366,273,1120,null,null,2433,null,null,2544,null,null,1099,null,null,2415,null,null,3249,null,null,1967,null,null,2490,null,null,3476,null,null,2720,null,null,3047,null,null,4031,null,null,3297,null,null,2531,null,null,3984,null,null,3539,null,null,2346,null,null,2956,null,null,2864,null,null,1029,null,null,2558,null,null,2140,null,null,1284,null,null,1308,null,null,561,null,null,1261,null,null,1191,null,null,273,null,null,35
3708814,2597,365336,4188,359126,4521,6210,1743,659991,4372,642251,4807,17740,2775,415585,2600,364610,4703,50975,4358,609286,2926,469707,7872,139579,7753,530071,2270,408533,7217,121538,6909,469677,2176,401219,4949,68458,4620,338709,1454,312285,3343,26424,3195,194739,1481,189561,2267,5178,1685,125420,1185,124289,1243,1131,655,2597,null,null,4188,null,null,4521,null,null,1743,null,null,4372,null,null,4807,null,null,2775,null,null,2600,null,null,4703,null,null,4358,null,null,2926,null,null,7872,null,null,7753,null,null,2270,null,null,7217,null,null,6909,null,null,2176,null,null,4949,null,null,4620,null,null,1454,null,null,3343,null,null,3195,null,null,1481,null,null,2267,null,null,1685,null,null,1185,null,null,1243,null,null,655,null,null,36
915195,1876,117704,3579,109923,4125,7781,1964,241408,4092,210174,5352,31234,3785,104482,4416,64290,4204,40192,4022,130854,5438,63925,4109,66929,5074,147576,4087,73534,5064,74042,4610,97869,3903,60606,4518,37263,3706,44302,2582,32822,3050,11480,1882,19204,1798,17733,1906,1471,659,11796,2068,11402,2143,394,355,1876,null,null,3579,null,null,4125,null,null,1964,null,null,4092,null,null,5352,null,null,3785,null,null,4416,null,null,4204,null,null,4022,null,null,5438,null,null,4109,null,null,5074,null,null,4087,null,null,5064,null,null,4610,null,null,3903,null,null,4518,null,null,3706,null,null,2582,null,null,3050,null,null,1882,null,null,1798,null,null,1906,null,null,659,null,null,2068,null,null,2143,null,null,355,null,null,37
24899,1968,3697,921,3205,915,492,646,6249,1301,5599,1080,650,487,3482,877,2405,697,1077,783,5141,1684,3679,1332,1462,961,3065,1148,2432,953,633,475,1531,516,1411,516,120,134,828,430,811,424,17,34,591,481,591,481,0,155,315,290,315,290,0,155,1968,null,null,921,null,null,915,null,null,646,null,null,1301,null,null,1080,null,null,487,null,null,877,null,null,697,null,null,783,null,null,1684,null,null,1332,null,null,961,null,null,1148,null,null,953,null,null,475,null,null,516,null,null,516,null,null,134,null,null,430,null,null,424,null,null,34,null,null,481,null,null,481,null,null,155,null,null,290,null,null,290,null,null,155,null,null,38
413927,1797,51849,1900,48838,2257,3011,1464,101191,2180,96052,2670,5139,1489,51072,2487,41643,2508,9429,1394,63885,2753,47200,2653,16685,2540,55961,2750,41808,2414,14153,2200,40188,2131,32753,2280,7435,1689,28777,1576,25791,1563,2986,1044,13800,1429,13553,1339,247,327,7204,1193,7064,1096,140,213,1797,null,null,1900,null,null,2257,null,null,1464,null,null,2180,null,null,2670,null,null,1489,null,null,2487,null,null,2508,null,null,1394,null,null,2753,null,null,2653,null,null,2540,null,null,2750,null,null,2414,null,null,2200,null,null,2131,null,null,2280,null,null,1689,null,null,1576,null,null,1563,null,null,1044,null,null,1429,null,null,1339,null,null,327,null,null,1193,null,null,1096,null,null,213,null,null,39
395218,1313,55003,1575,51757,1908,3246,1095,104945,1615,95170,2306,9775,1612,51114,1913,33190,2185,17924,1947,59617,2267,31746,1873,27871,2281,48506,1967,23641,2422,24865,2052,39936,2183,24608,2119,15328,1844,22276,1104,16232,1275,6044,943,9814,929,9237,914,577,420,4007,618,3432,609,575,430,1313,null,null,1575,null,null,1908,null,null,1095,null,null,1615,null,null,2306,null,null,1612,null,null,1913,null,null,2185,null,null,1947,null,null,2267,null,null,1873,null,null,2281,null,null,1967,null,null,2422,null,null,2052,null,null,2183,null,null,2119,null,null,1844,null,null,1104,null,null,1275,null,null,943,null,null,929,null,null,914,null,null,420,null,null,618,null,null,609,null,null,430,null,null,40
517665,1179,60792,2131,59180,2120,1612,805,128617,2263,120430,2962,8187,2423,67868,2102,58274,2735,9594,1607,80521,2976,59647,3663,20874,3322,72957,2647,52649,3764,20308,3575,55124,2861,42831,3264,12293,2467,30495,1220,26595,1499,3900,925,14691,1408,13914,1429,777,470,6600,1066,6169,935,431,419,1179,null,null,2131,null,null,2120,null,null,805,null,null,2263,null,null,2962,null,null,2423,null,null,2102,null,null,2735,null,null,1607,null,null,2976,null,null,3663,null,null,3322,null,null,2647,null,null,3764,null,null,3575,null,null,2861,null,null,3264,null,null,2467,null,null,1220,null,null,1499,null,null,925,null,null,1408,null,null,1429,null,null,470,null,null,1066,null,null,935,null,null,419,null,null,41
879607,2264,109768,2893,105188,3266,4580,1375,200531,3012,187245,3950,13286,3211,113203,2164,91691,3125,21512,3179,140285,2375,107534,4257,32751,3893,118467,2810,92581,4105,25886,3206,94057,2762,80415,3376,13642,2349,58859,1502,50987,1998,7872,1590,30084,1904,29009,1905,1075,601,14353,1413,14296,1395,57,72,2264,null,null,2893,null,null,3266,null,null,1375,null,null,3012,null,null,3950,null,null,3211,null,null,2164,null,null,3125,null,null,3179,null,null,2375,null,null,4257,null,null,3893,null,null,2810,null,null,4105,null,null,3206,null,null,2762,null,null,3376,null,null,2349,null,null,1502,null,null,1998,null,null,1590,null,null,1904,null,null,1905,null,null,601,null,null,1413,null,null,1395,null,null,72,null,null,42
155922,417,18924,1140,18256,1221,668,469,32681,1206,32145,1315,536,434,20729,813,16833,1479,3896,1372,26077,929,22022,1653,4055,1323,21275,822,17467,1259,3808,1033,16805,455,14691,1250,2114,1045,11347,706,10353,765,994,395,5337,638,5183,671,154,190,2747,348,2747,348,0,208,417,null,null,1140,null,null,1221,null,null,469,null,null,1206,null,null,1315,null,null,434,null,null,813,null,null,1479,null,null,1372,null,null,929,null,null,1653,null,null,1323,null,null,822,null,null,1259,null,null,1033,null,null,455,null,null,1250,null,null,1045,null,null,706,null,null,765,null,null,395,null,null,638,null,null,671,null,null,190,null,null,348,null,null,348,null,null,208,null,null,44
264992,3600,33256,2037,30812,1978,2444,1307,66441,2832,60739,3507,5702,1503,29294,2483,18762,2542,10532,1767,41306,3364,20310,2547,20996,2624,45296,3770,20413,2789,24883,3969,23495,2822,14137,2400,9358,2027,14011,1873,10117,1697,3894,1240,7629,1322,7035,1366,594,522,4264,1044,4264,1044,0,207,3600,null,null,2037,null,null,1978,null,null,1307,null,null,2832,null,null,3507,null,null,1503,null,null,2483,null,null,2542,null,null,1767,null,null,3364,null,null,2547,null,null,2624,null,null,3770,null,null,2789,null,null,3969,null,null,2822,null,null,2400,null,null,2027,null,null,1873,null,null,1697,null,null,1240,null,null,1322,null,null,1366,null,null,522,null,null,1044,null,null,1044,null,null,207,null,null,45
31171,1507,5125,748,4950,753,175,167,8335,859,7710,894,625,432,4294,1049,2971,816,1323,584,4927,1326,2289,810,2638,1138,3606,871,2874,743,732,560,2646,727,2225,723,421,192,1193,340,903,292,290,201,823,480,821,480,2,6,222,176,222,176,0,157,1507,null,null,748,null,null,753,null,null,167,null,null,859,null,null,894,null,null,432,null,null,1049,null,null,816,null,null,584,null,null,1326,null,null,810,null,null,1138,null,null,871,null,null,743,null,null,560,null,null,727,null,null,723,null,null,192,null,null,340,null,null,292,null,null,201,null,null,480,null,null,480,null,null,6,null,null,176,null,null,176,null,null,157,null,null,46
