B20017D_001E,B20017D_001M,B20017D_002E,B20017D_002M,B20017D_003E,B20017D_003M,B20017D_004E,B20017D_004M,B20017D_005E,B20017D_005M,B20017D_006E,B20017D_006M,B20017D_007E,B20017D_007M,B20017D_001M,B20017D_001EA,B20017D_001MA,B20017D_002M,B20017D_002EA,B20017D_002MA,B20017D_003M,B20017D_003EA,B20017D_003MA,B20017D_004M,B20017D_004EA,B20017D_004MA,B20017D_005M,B20017D_005EA,B20017D_005MA,B20017D_006M,B20017D_006EA,B20017D_006MA,B20017D_007M,B20017D_007EA,B20017D_007MA,state
32312,1408,37042,2395,50579,3262,11240,1018,30299,1380,42050,3143,11767,1161,1408,null,null,2395,null,null,3262,null,null,1018,null,null,1380,null,null,3143,null,null,1161,null,null,27
23115,2580,28834,6612,32963,6782,12490,13540,20981,2052,23724,7256,7168,6167,2580,null,null,6612,null,null,6782,null,null,13540,null,null,2052,null,null,7256,null,null,6167,null,null,28
35505,3689,42473,4805,55988,5778,11724,2048,30461,4167,36335,5732,13403,3247,3689,null,null,4805,null,null,5778,null,null,2048,null,null,4167,null,null,5732,null,null,3247,null,null,29
16566,6708,25367,9232,29666,20961,15593,6388,14382,5557,31500,13240,11489,3688,6708,null,null,9232,null,null,20961,null,null,6388,null,null,5557,null,null,13240,null,null,3688,null,null,30
25939,1474,31696,5448,40342,8410,9548,2522,23651,3063,26967,1864,6984,2627,1474,null,null,5448,null,null,8410,null,null,2522,null,null,3063,null,null,1864,null,null,2627,null,null,31
32668,1560,38414,2686,46169,3826,17754,4365,30623,882,37460,1887,16176,1825,1560,null,null,2686,null,null,3826,null,null,4365,null,null,882,null,null,1887,null,null,1825,null,null,32
28280,5285,40392,10712,58172,23583,6576,12747,21820,4004,31630,7420,6344,785,5285,null,null,10712,null,null,23583,null,null,12747,null,null,4004,null,null,7420,null,null,785,null,null,33
59173,2993,70962,1557,86960,3553,18991,2363,46430,2474,66533,2836,15336,1485,2993,null,null,1557,null,null,3553,null,null,2363,null,null,2474,null,null,2836,null,null,1485,null,null,34
35833,6815,32010,8398,54145,15965,11466,1381,40135,8190,49435,11620,15244,8956,6815,null,null,8398,null,null,15965,null,null,1381,null,null,8190,null,null,11620,null,null,8956,null,null,35
35447,721,37188,1045,51861,733,13236,961,31656,808,53104,2426,11568,362,721,null,null,1045,null,null,733,null,null,961,null,null,808,null,null,2426,null,null,362,null,null,36
35162,3199,43344,6007,62012,7445,14340,4611,29284,3328,50001,6792,12392,1561,3199,null,null,6007,null,null,7445,null,null,4611,null,null,3328,null,null,6792,null,null,1561,null,null,37
25867,2918,24574,3050,30896,9411,11259,1213,26875,9718,37328,8820,11915,3830,2918,null,null,3050,null,null,9411,null,null,1213,null,null,9718,null,null,8820,null,null,3830,null,null,38
31645,1242,42442,5883,70608,4511,9467,2492,24121,3689,44011,4397,8995,2407,1242,null,null,5883,null,null,4511,null,null,2492,null,null,3689,null,null,4397,null,null,2407,null,null,39
30088,3479,36456,2624,48986,5053,13810,3929,25028,3778,32847,2752,7196,1556,3479,null,null,2624,null,null,5053,null,null,3929,null,null,3778,null,null,2752,null,null,1556,null,null,40
35406,2451,41650,2752,56651,7202,11067,1550,30795,1422,43373,3725,10757,1625,2451,null,null,2752,null,null,7202,null,null,1550,null,null,1422,null,null,3725,null,null,1625,null,null,41
32288,1621,40973,1485,61814,3925,11682,1177,26869,1683,41947,3194,9022,1015,1621,null,null,1485,null,null,3925,null,null,1177,null,null,1683,null,null,3194,null,null,1015,null,null,42
37672,8088,50550,8334,64516,8195,13405,5804,27032,9176,45501,13669,6255,2530,8088,null,null,8334,null,null,8195,null,null,5804,null,null,9176,null,null,13669,null,null,2530,null,null,44
30763,1738,32969,5223,50699,13334,9160,2792,27133,5054,37520,2976,9596,3135,1738,null,null,5223,null,null,13334,null,null,2792,null,null,5054,null,null,2976,null,null,3135,null,null,45
25859,3435,31050,4322,35914,20629,25321,15845,20376,6528,26736,7384,11578,7319,3435,null,null,4322,null,null,20629,null,null,15845,null,null,6528,null,null,7384,null,null,7319,null,null,46
31366,2497,42331,6312,51689,5635,15952,2509,25478,2660,40231,8610,10809,3523,2497,null,null,6312,null,null,5635,null,null,2509,null,null,2660,null,null,8610,null,null,3523,null,null,47
41648,745,51927,1157,70917,1373,16125,1221,31498,975,50579,1533,13005,1448,745,null,null,1157,null,null,1373,null,null,1221,null,null,975,null,null,1533,null,null,1448,null,null,48
30888,3486,35445,4921,53211,4830,16366,2885,27720,3543,40329,9654,12296,3732,3486,null,null,4921,null,null,4830,null,null,2885,null,null,3543,null,null,9654,null,null,3732,null,null,49
25790,6393,69339,50727,81424,136057,12276,8303,22866,4962,31117,10301,6967,3109,6393,null,null,50727,null,null,136057,null,null,8303,null,null,4962,null,null,10301,null,null,3109,null,null,50
45195,3150,59292,4382,77158,3571,16573,1551,36300,1213,52390,4858,11306,857,3150,null,null,4382,null,null,3571,null,null,1551,null,null,1213,null,null,4858,null,null,857,null,null,51
42028,1512,56799,5615,77052,4003,13937,1319,34614,2150,51197,1431,13819,1918,1512,null,null,5615,null,null,4003,null,null,1319,null,null,2150,null,null,1431,null,null,1918,null,null,53
27975,8461,42310,18571,55554,13431,10313,7862,19844,9650,38327,9937,3884,4499,8461,null,null,18571,null,null,13431,null,null,7862,null,null,9650,null,null,9937,null,null,4499,null,null,54
30871,1270,36672,2826,50973,3904,8477,2654,25078,2093,38992,4364,10372,1662,1270,null,null,2826,null,null,3904,null,null,2654,null,null,2093,null,null,4364,null,null,1662,null,null,55
30484,14022,62652,45237,66417,23795,25403,39286,20123,23860,39443,27712,4748,3096,14022,null,null,45237,null,null,23795,null,null,39286,null,null,23860,null,null,27712,null,null,3096,null,null,56
13892,1511,14751,7304,14970,11319,9000,3288,12462,4091,30265,14010,10933,2506,1511,null,null,7304,null,null,11319,null,null,3288,null,null,4091,null,null,14010,null,null,2506,null,null,72
35999,4774,48317,9238,60861,15164,15688,7423,21900,1465,37403,6772,11943,2760,4774,null,null,9238,null,null,15164,null,null,7423,null,null,1465,null,null,6772,null,null,2760,null,null,01
24989,2103,29145,4692,46206,5073,16970,3545,23362,2159,33870,4237,12219,2097,2103,null,null,4692,null,null,5073,null,null,3545,null,null,2159,null,null,4237,null,null,2097,null,null,02
39497,4079,46554,3271,61239,1398,14465,3182,30820,1929,47550,3845,13024,2186,4079,null,null,3271,null,null,1398,null,null,3182,null,null,1929,null,null,3845,null,null,2186,null,null,04
31392,2397,45888,10283,58462,11648,16679,8286,25111,3677,31323,2875,11346,2172,2397,null,null,10283,null,null,11648,null,null,8286,null,null,3677,null,null,2875,null,null,2172,null,null,05
42267,375,50094,748,66383,1257,15254,527,37228,546,55480,1027,13923,635,375,null,null,748,null,null,1257,null,null,527,null,null,546,null,null,1027,null,null,635,null,null,06
34540,2680,42407,5313,56293,5795,13518,2716,30461,1984,43176,5062,10887,1198,2680,null,null,5313,null,null,5795,null,null,2716,null,null,1984,null,null,5062,null,null,1198,null,null,08
45825,3242,60816,6312,80196,6829,11477,1127,36080,4010,53741,4931,11203,1183,3242,null,null,6312,null,null,6829,null,null,1127,null,null,4010,null,null,4931,null,null,1183,null,null,09
61440,8659,74163,15562,80731,6601,21280,4852,52285,19058,71087,12895,9282,1503,8659,null,null,15562,null,null,6601,null,null,4852,null,null,19058,null,null,12895,null,null,1503,null,null,10
63246,5483,69858,6413,81101,16395,11008,6654,57234,11778,76213,22237,12455,8402,5483,null,null,6413,null,null,16395,null,null,6654,null,null,11778,null,null,22237,null,null,8402,null,null,11
