B25118_001E,B25118_001M,B25118_002E,B25118_002M,B25118_003E,B25118_003M,B25118_004E,B25118_004M,B25118_005E,B25118_005M,B25118_006E,B25118_006M,B25118_007E,B25118_007M,B25118_008E,B25118_008M,B25118_009E,B25118_009M,B25118_010E,B25118_010M,B25118_011E,B25118_011M,B25118_012E,B25118_012M,B25118_013E,B25118_013M,B25118_014E,B25118_014M,B25118_015E,B25118_015M,B25118_016E,B25118_016M,B25118_017E,B25118_017M,B25118_018E,B25118_018M,B25118_019E,B25118_019M,B25118_020E,B25118_020M,B25118_021E,B25118_021M,B25118_022E,B25118_022M,B25118_023E,B25118_023M,B25118_024E,B25118_024M,B25118_025E,B25118_025M,B25118_001M,B25118_001EA,B25118_001MA,B25118_002M,B25118_002EA,B25118_002MA,B25118_003M,B25118_003EA,B25118_003MA,B25118_004M,B25118_004EA,B25118_004MA,B25118_005M,B25118_005EA,B25118_005MA,B25118_006M,B25118_006EA,B25118_006MA,B25118_007M,B25118_007EA,B25118_007MA,B25118_008M,B25118_008EA,B25118_008MA,B25118_009M,B25118_009EA,B25118_009MA,B25118_010M,B25118_010EA,B25118_010MA,B25118_011M,B25118_011EA,B25118_011MA,B25118_012M,B25118_012EA,B25118_012MA,B25118_013M,B25118_013EA,B25118_013MA,B25118_014M,B25118_014EA,B25118_014MA,B25118_015M,B25118_015EA,B25118_015MA,B25118_016M,B25118_016EA,B25118_016MA,B25118_017M,B25118_017EA,B25118_017MA,B25118_018M,B25118_018EA,B25118_018MA,B25118_019M,B25118_019EA,B25118_019MA,B25118_020M,B25118_020EA,B25118_020MA,B25118_021M,B25118_021EA,B25118_021MA,B25118_022M,B25118_022EA,B25118_022MA,B25118_023M,B25118_023EA,B25118_023MA,B25118_024M,B25118_024EA,B25118_024MA,B25118_025M,B25118_025EA,B25118_025MA,state
3120692,13161,2037641,16261,32093,2631,26923,2761,50339,3314,54225,2758,58581,3364,130447,5596,209357,6479,336050,8252,282798,7975,393663,8120,463165,7830,1083051,12975,55471,4081,60504,4256,70565,4072,64886,4161,64434,4458,120021,5613,158673,7025,194364,6926,117692,5727,111312,5000,65129,3537,13161,null,null,16261,null,null,2631,null,null,2761,null,null,3314,null,null,2758,null,null,3364,null,null,5596,null,null,6479,null,null,8252,null,null,7975,null,null,8120,null,null,7830,null,null,12975,null,null,4081,null,null,4256,null,null,4072,null,null,4161,null,null,4458,null,null,5613,null,null,7025,null,null,6926,null,null,5727,null,null,5000,null,null,3537,null,null,51
2768076,8506,1729320,12424,27698,2444,21275,1716,36093,2585,42066,3352,48180,3565,107824,3964,173889,5405,306822,8019,262069,7395,355241,8330,348163,7620,1038756,12363,44515,3764,54008,3775,67942,4828,58628,4276,60857,4418,112811,5637,169092,6478,190763,7156,115149,6003,103786,5491,61205,4471,8506,null,null,12424,null,null,2444,null,null,1716,null,null,2585,null,null,3352,null,null,3565,null,null,3964,null,null,5405,null,null,8019,null,null,7395,null,null,8330,null,null,7620,null,null,12363,null,null,3764,null,null,3775,null,null,4828,null,null,4276,null,null,4418,null,null,5637,null,null,6478,null,null,7156,null,null,6003,null,null,5491,null,null,4471,null,null,53
722125,5656,523078,7047,14045,1800,17269,1827,25283,2391,27264,2859,31493,2519,55797,3304,76492,4560,102023,4488,68644,3673,67834,3715,36934,3001,199047,6237,15795,1922,23137,1902,22107,2353,19198,2433,15183,1518,29746,2708,27035,2917,25308,2627,11387,2061,7385,1509,2766,917,5656,null,null,7047,null,null,1800,null,null,1827,null,null,2391,null,null,2859,null,null,2519,null,null,3304,null,null,4560,null,null,4488,null,null,3673,null,null,3715,null,null,3001,null,null,6237,null,null,1922,null,null,1902,null,null,2353,null,null,2433,null,null,1518,null,null,2708,null,null,2917,null,null,2627,null,null,2061,null,null,1509,null,null,917,null,null,54
2326998,7745,1551232,10480,21034,1723,19733,1591,38757,2443,45840,2382,55597,2733,118373,4101,192994,4979,318188,5966,258434,6576,293262,6278,189020,4904,775766,10523,40126,3167,45621,3436,71904,4575,65324,3693,61779,3977,112286,4285,129339,5464,130768,5390,63655,3663,40604,2586,14360,1732,7745,null,null,10480,null,null,1723,null,null,1591,null,null,2443,null,null,2382,null,null,2733,null,null,4101,null,null,4979,null,null,5966,null,null,6576,null,null,6278,null,null,4904,null,null,10523,null,null,3167,null,null,3436,null,null,4575,null,null,3693,null,null,3977,null,null,4285,null,null,5464,null,null,5390,null,null,3663,null,null,2586,null,null,1732,null,null,55
223619,4088,153894,4084,2858,842,2633,838,4169,975,5368,1207,5184,980,12185,1694,20544,2206,29077,2613,23612,2209,30472,2779,17792,1746,69725,4085,2749,834,3356,1025,5916,1331,5627,1302,5852,1414,8331,1782,11521,2277,12035,2105,6587,1485,5672,1304,2079,937,4088,null,null,4084,null,null,842,null,null,838,null,null,975,null,null,1207,null,null,980,null,null,1694,null,null,2206,null,null,2613,null,null,2209,null,null,2779,null,null,1746,null,null,4085,null,null,834,null,null,1025,null,null,1331,null,null,1302,null,null,1414,null,null,1782,null,null,2277,null,null,2105,null,null,1485,null,null,1304,null,null,937,null,null,56
1208438,9900,821672,8711,77770,3924,84786,4264,92503,4562,81689,4208,71851,4168,112288,4775,116259,5014,97994,5191,40030,3082,28808,2757,17694,2082,386766,8157,113821,4578,65957,4354,48210,3861,37867,2900,27318,2580,37248,3108,28809,2581,18030,2219,4970,1212,3002,976,1534,591,9900,null,null,8711,null,null,3924,null,null,4264,null,null,4562,null,null,4208,null,null,4168,null,null,4775,null,null,5014,null,null,5191,null,null,3082,null,null,2757,null,null,2082,null,null,8157,null,null,4578,null,null,4354,null,null,3861,null,null,2900,null,null,2580,null,null,3108,null,null,2581,null,null,2219,null,null,1212,null,null,976,null,null,591,null,null,72
1852518,12189,1268138,12239,35255,2839,34804,2765,58978,3824,59957,3904,61477,3696,127665,4456,171391,5198,238082,7559,176028,6884,178118,5893,126383,4507,584380,11458,50203,4154,56379,3543,61612,4657,57375,4486,47435,3639,77781,4856,81480,5127,83609,5400,34472,3005,25622,2914,8412,1418,12189,null,null,12239,null,null,2839,null,null,2765,null,null,3824,null,null,3904,null,null,3696,null,null,4456,null,null,5198,null,null,7559,null,null,6884,null,null,5893,null,null,4507,null,null,11458,null,null,4154,null,null,3543,null,null,4657,null,null,4486,null,null,3639,null,null,4856,null,null,5127,null,null,5400,null,null,3005,null,null,2914,null,null,1418,null,null,01
248468,2841,160215,3268,3065,975,1526,441,2200,611,3389,680,3786,696,8673,1174,13008,1510,27112,2460,22979,2312,39808,2946,34669,2590,88253,3611,2343,655,2132,618,5101,1113,4156,853,4825,870,8400,1411,13041,1527,19254,2052,12826,1671,10222,1369,5953,1327,2841,null,null,3268,null,null,975,null,null,441,null,null,611,null,null,680,null,null,696,null,null,1174,null,null,1510,null,null,2460,null,null,2312,null,null,2946,null,null,2590,null,null,3611,null,null,655,null,null,618,null,null,1113,null,null,853,null,null,870,null,null,1411,null,null,1527,null,null,2052,null,null,1671,null,null,1369,null,null,1327,null,null,02
2519052,11479,1593014,12380,43004,3114,30701,2479,52899,3563,58653,3577,63719,3719,137166,5728,209061,5843,304016,8318,229173,5755,250501,7616,214121,5418,926038,13205,54818,3755,55586,3698,70242,4503,58025,4393,66379,4350,117177,5722,149288,6296,168113,5391,86785,4730,67457,4760,32168,3005,11479,null,null,12380,null,null,3114,null,null,2479,null,null,3563,null,null,3577,null,null,3719,null,null,5728,null,null,5843,null,null,8318,null,null,5755,null,null,7616,null,null,5418,null,null,13205,null,null,3755,null,null,3698,null,null,4503,null,null,4393,null,null,4350,null,null,5722,null,null,6296,null,null,5391,null,null,4730,null,null,4760,null,null,3005,null,null,04
1142718,7341,737632,8928,17239,1800,17754,1946,36117,3261,33738,2485,36169,2810,78094,3937,108542,4379,148778,6184,98672,4497,99538,4173,62991,3738,405086,8913,30075,2700,36017,3751,39462,2927,37626,3542,37124,3734,58010,4379,64951,4684,60448,4266,19702,2509,15550,2034,6121,1331,7341,null,null,8928,null,null,1800,null,null,1946,null,null,3261,null,null,2485,null,null,2810,null,null,3937,null,null,4379,null,null,6184,null,null,4497,null,null,4173,null,null,3738,null,null,8913,null,null,2700,null,null,3751,null,null,2927,null,null,3542,null,null,3734,null,null,4379,null,null,4684,null,null,4266,null,null,2509,null,null,2034,null,null,1331,null,null,05
12944178,15703,6943428,26799,120771,5683,87445,4994,157430,6339,166258,5326,201148,6661,405569,9459,635620,10445,1072097,17317,926133,15792,1353072,18531,1817885,16123,6000750,23585,264086,8567,227625,7129,427559,9821,359748,9700,379911,10701,629666,13070,835449,15432,1038013,15489,648314,13322,680726,12917,509653,10581,15703,null,null,26799,null,null,5683,null,null,4994,null,null,6339,null,null,5326,null,null,6661,null,null,9459,null,null,10445,null,null,17317,null,null,15792,null,null,18531,null,null,16123,null,null,23585,null,null,8567,null,null,7129,null,null,9821,null,null,9700,null,null,10701,null,null,13070,null,null,15432,null,null,15489,null,null,13322,null,null,12917,null,null,10581,null,null,06
2108992,7767,1365832,12605,21245,2062,16865,2066,31250,2881,31917,2315,40475,2909,87292,4006,141920,5413,243580,6561,211849,5671,270434,6548,269005,6224,743160,11239,34234,3195,36353,2839,48824,3826,49290,3826,49933,3390,86161,4878,120092,6239,148241,7293,76032,4451,61889,4492,32111,2594,7767,null,null,12605,null,null,2062,null,null,2066,null,null,2881,null,null,2315,null,null,2909,null,null,4006,null,null,5413,null,null,6561,null,null,5671,null,null,6548,null,null,6224,null,null,11239,null,null,3195,null,null,2839,null,null,3826,null,null,3826,null,null,3390,null,null,4878,null,null,6239,null,null,7293,null,null,4451,null,null,4492,null,null,2594,null,null,08
1357269,7141,879073,9745,10169,1386,7103,1202,12454,1459,17137,1740,20527,1987,46958,2847,73822,4448,132871,5534,125796,4453,194836,6400,237400,4946,478196,9202,28203,2569,25124,2451,37440,3414,32834,3054,32104,2705,56293,4221,75356,3987,80718,4637,47767,3866,38298,3328,24059,2442,7141,null,null,9745,null,null,1386,null,null,1202,null,null,1459,null,null,1740,null,null,1987,null,null,2847,null,null,4448,null,null,5534,null,null,4453,null,null,6400,null,null,4946,null,null,9202,null,null,2569,null,null,2451,null,null,3414,null,null,3054,null,null,2705,null,null,4221,null,null,3987,null,null,4637,null,null,3866,null,null,3328,null,null,2442,null,null,09
351085,3936,245005,4786,5798,1390,3508,959,5738,1156,6445,1424,9049,1090,17656,1806,29865,3083,45532,2732,36535,2742,48486,2847,36393,2603,106080,4864,6450,1228,4917,903,7155,1421,6398,1330,7427,1403,16127,2105,16331,2341,19430,2447,12114,2126,6904,1349,2827,807,3936,null,null,4786,null,null,1390,null,null,959,null,null,1156,null,null,1424,null,null,1090,null,null,1806,null,null,3083,null,null,2732,null,null,2742,null,null,2847,null,null,2603,null,null,4864,null,null,1228,null,null,903,null,null,1421,null,null,1330,null,null,1403,null,null,2105,null,null,2341,null,null,2447,null,null,2126,null,null,1349,null,null,807,null,null,10
281241,3152,110376,3494,2714,983,1378,468,2129,617,1767,621,1646,626,4097,891,5966,941,11271,1299,11223,1355,21595,1896,46590,2434,170865,4218,14617,2207,11436,1875,12492,1935,7933,1529,8046,1576,13931,2292,15540,2126,24998,2562,16863,2102,22481,1972,22528,2415,3152,null,null,3494,null,null,983,null,null,468,null,null,617,null,null,621,null,null,626,null,null,891,null,null,941,null,null,1299,null,null,1355,null,null,1896,null,null,2434,null,null,4218,null,null,2207,null,null,1875,null,null,1935,null,null,1529,null,null,1576,null,null,2292,null,null,2126,null,null,2562,null,null,2102,null,null,1972,null,null,2415,null,null,11
