B19080_001E,B19080_001M,B19080_002E,B19080_002M,B19080_003E,B19080_003M,B19080_004E,B19080_004M,B19080_005E,B19080_005M,B19080_001M,B19080_001EA,B19080_001MA,B19080_002M,B19080_002EA,B19080_002MA,B19080_003M,B19080_003EA,B19080_003MA,B19080_004M,B19080_004EA,B19080_004MA,B19080_005M,B19080_005EA,B19080_005MA,state
28467,558,51947,435,80924,536,123674,1201,217260,2920,558,null,null,435,null,null,536,null,null,1201,null,null,2920,null,null,27
16071,383,32217,526,53335,1054,87858,1467,157039,3311,383,null,null,526,null,null,1054,null,null,1467,null,null,3311,null,null,28
22321,321,41154,379,64231,631,101019,631,181434,2501,321,null,null,379,null,null,631,null,null,631,null,null,2501,null,null,29
21923,725,40217,707,62217,1321,97798,2048,180461,5635,725,null,null,707,null,null,1321,null,null,2048,null,null,5635,null,null,30
25209,559,45064,755,70354,897,107587,1566,185597,5419,559,null,null,755,null,null,897,null,null,1566,null,null,5419,null,null,31
24296,783,43352,966,67779,1198,104701,1815,186593,6466,783,null,null,966,null,null,1198,null,null,1815,null,null,6466,null,null,32
31608,738,57446,1465,85614,1784,131217,2092,225988,6002,738,null,null,1465,null,null,1784,null,null,2092,null,null,6002,null,null,33
29167,557,58784,674,96144,928,154189,1324,250001,-333333333,557,null,null,674,null,null,928,null,null,1324,null,null,-333333333,"250,000+",***,34
18507,620,36257,798,59072,1567,95222,1835,176605,5260,620,null,null,798,null,null,1567,null,null,1835,null,null,5260,null,null,35
23187,310,48100,521,80699,409,132453,858,250001,-333333333,310,null,null,521,null,null,409,null,null,858,null,null,-333333333,"250,000+",***,36
21208,271,40144,300,62826,599,100454,603,188222,2925,271,null,null,300,null,null,599,null,null,603,null,null,2925,null,null,37
25723,980,48826,1383,74505,1822,111574,1806,197384,11175,980,null,null,1383,null,null,1822,null,null,1806,null,null,11175,null,null,38
21720,204,41522,251,65239,393,102653,760,183820,2311,204,null,null,251,null,null,393,null,null,760,null,null,2311,null,null,39
20560,334,38496,529,61486,474,97208,859,173963,3582,334,null,null,529,null,null,474,null,null,859,null,null,3582,null,null,40
24752,543,45894,665,71339,804,111678,938,201985,1805,543,null,null,665,null,null,804,null,null,938,null,null,1805,null,null,41
23654,279,44985,372,71198,401,112653,675,204435,2030,279,null,null,372,null,null,401,null,null,675,null,null,2030,null,null,42
22324,957,45320,1789,75852,2273,118799,2984,204690,10293,957,null,null,1789,null,null,2273,null,null,2984,null,null,10293,null,null,44
20742,413,39039,638,61417,532,98345,1057,176700,3235,413,null,null,638,null,null,532,null,null,1057,null,null,3235,null,null,45
24287,1113,43697,1265,66958,1421,99533,2069,172033,8252,1113,null,null,1265,null,null,1421,null,null,2069,null,null,8252,null,null,46
20778,297,38490,531,60575,560,96523,816,179223,2980,297,null,null,531,null,null,560,null,null,816,null,null,2980,null,null,47
23982,240,44811,368,71305,296,115799,611,217380,2007,240,null,null,368,null,null,296,null,null,611,null,null,2007,null,null,48
31521,645,54162,959,79286,1377,118188,1929,201744,3170,645,null,null,959,null,null,1377,null,null,1929,null,null,3170,null,null,49
23792,1193,45241,1678,71471,1976,109831,2689,195113,9790,1193,null,null,1678,null,null,1976,null,null,2689,null,null,9790,null,null,50
28532,601,53162,733,85471,567,136562,959,250001,-333333333,601,null,null,733,null,null,567,null,null,959,null,null,-333333333,"250,000+",***,51
29408,591,53385,694,82667,815,128652,1276,234405,5086,591,null,null,694,null,null,815,null,null,1276,null,null,5086,null,null,53
17867,597,33995,889,55272,869,89264,1680,155491,5796,597,null,null,889,null,null,869,null,null,1680,null,null,5796,null,null,54
24985,359,45555,417,70481,531,106363,664,184153,2217,359,null,null,417,null,null,531,null,null,664,null,null,2217,null,null,55
25342,992,45957,1596,72797,1955,110526,3843,181856,6736,992,null,null,1596,null,null,1955,null,null,3843,null,null,6736,null,null,56
6687,171,15013,294,26297,422,46134,979,91989,2326,171,null,null,294,null,null,422,null,null,979,null,null,2326,null,null,72
17939,359,35584,425,58195,850,95265,911,172626,3139,359,null,null,425,null,null,850,null,null,911,null,null,3139,null,null,01
35055,1965,61912,1793,92780,2285,137059,3545,219417,10297,1965,null,null,1793,null,null,2285,null,null,3545,null,null,10297,null,null,02
22866,403,42390,390,66796,586,105841,929,196476,3683,403,null,null,390,null,null,586,null,null,929,null,null,3683,null,null,04
18502,514,34969,709,55090,700,89810,1381,160150,4058,514,null,null,709,null,null,700,null,null,1381,null,null,4058,null,null,05
26697,183,52331,208,85740,375,140784,465,250001,-333333333,183,null,null,208,null,null,375,null,null,465,null,null,-333333333,"250,000+",***,06
28538,507,52098,458,81014,593,125901,1105,229888,3401,507,null,null,458,null,null,593,null,null,1105,null,null,3401,null,null,08
29917,766,56803,903,92131,1060,146556,1434,250001,-333333333,766,null,null,903,null,null,1060,null,null,1434,null,null,-333333333,"250,000+",***,09
27127,1422,49084,1729,76420,2148,116597,3622,206172,5475,1422,null,null,1729,null,null,2148,null,null,3622,null,null,5475,null,null,10
20813,1543,55236,3374,100336,2633,170657,4812,250001,-333333333,1543,null,null,3374,null,null,2633,null,null,4812,null,null,-333333333,"250,000+",***,11
