C27014_001E,C27014_001M,C27014_002E,C27014_002M,C27014_003E,C27014_003M,C27014_004E,C27014_004M,C27014_005E,C27014_005M,C27014_006E,C27014_006M,C27014_007E,C27014_007M,C27014_008E,C27014_008M,C27014_009E,C27014_009M,C27014_010E,C27014_010M,C27014_011E,C27014_011M,C27014_012E,C27014_012M,C27014_013E,C27014_013M,C27014_014E,C27014_014M,C27014_015E,C27014_015M,C27014_016E,C27014_016M,C27014_017E,C27014_017M,C27014_018E,C27014_018M,C27014_019E,C27014_019M,C27014_020E,C27014_020M,C27014_021E,C27014_021M,C27014_022E,C27014_022M,C27014_001M,C27014_001EA,C27014_001MA,C27014_002M,C27014_002EA,C27014_002MA,C27014_003M,C27014_003EA,C27014_003MA,C27014_004M,C27014_004EA,C27014_004MA,C27014_005M,C27014_005EA,C27014_005MA,C27014_006M,C27014_006EA,C27014_006MA,C27014_007M,C27014_007EA,C27014_007MA,C27014_008M,C27014_008EA,C27014_008MA,C27014_009M,C27014_009EA,C27014_009MA,C27014_010M,C27014_010EA,C27014_010MA,C27014_011M,C27014_011EA,C27014_011MA,C27014_012M,C27014_012EA,C27014_012MA,C27014_013M,C27014_013EA,C27014_013MA,C27014_014M,C27014_014EA,C27014_014MA,C27014_015M,C27014_015EA,C27014_015MA,C27014_016M,C27014_016EA,C27014_016MA,C27014_017M,C27014_017EA,C27014_017MA,C27014_018M,C27014_018EA,C27014_018MA,C27014_019M,C27014_019EA,C27014_019MA,C27014_020M,C27014_020EA,C27014_020MA,C27014_021M,C27014_021EA,C27014_021MA,C27014_022M,C27014_022EA,C27014_022MA,state
5556806,3785,2407473,17561,2318173,16927,189294,8347,2128879,18008,89300,4161,70100,3698,19200,1934,1428696,15322,1290560,15376,317171,8573,973389,14881,138136,4954,130487,4674,7649,1717,1720637,16176,888915,13329,394864,10080,494051,10866,831722,6730,817293,6851,14429,2117,3785,null,null,17561,null,null,16927,null,null,8347,null,null,18008,null,null,4161,null,null,3698,null,null,1934,null,null,15322,null,null,15376,null,null,8573,null,null,14881,null,null,4954,null,null,4674,null,null,1717,null,null,16176,null,null,13329,null,null,10080,null,null,10866,null,null,6730,null,null,6851,null,null,2117,null,null,53
1426782,1865,527178,8327,503034,8306,55256,4214,447778,7676,24144,2325,19769,2134,4375,1144,299377,7847,266926,7438,89822,4770,177104,6707,32451,2329,31816,2311,635,414,600227,9073,321484,8837,205942,7105,115542,5749,278743,3551,276886,3633,1857,706,1865,null,null,8327,null,null,8306,null,null,4214,null,null,7676,null,null,2325,null,null,2134,null,null,1144,null,null,7847,null,null,7438,null,null,4770,null,null,6707,null,null,2329,null,null,2311,null,null,414,null,null,9073,null,null,8837,null,null,7105,null,null,5749,null,null,3551,null,null,3633,null,null,706,null,null,54
4423142,2302,2031055,15138,1973926,13952,112969,4367,1860957,13942,57129,3147,46439,2677,10690,1450,1150162,13889,1016665,12841,202798,6725,813867,11935,133497,3780,130081,3747,3416,674,1241925,11109,531927,9625,257509,7401,274418,7192,709998,4576,703510,4873,6488,955,2302,null,null,15138,null,null,13952,null,null,4367,null,null,13942,null,null,3147,null,null,2677,null,null,1450,null,null,13889,null,null,12841,null,null,6725,null,null,11935,null,null,3780,null,null,3747,null,null,674,null,null,11109,null,null,9625,null,null,7401,null,null,7192,null,null,4576,null,null,4873,null,null,955,null,null,55
435563,1773,199671,5666,190992,5593,8854,1429,182138,5788,8679,1017,7858,1047,821,365,114670,5559,102285,5393,11677,1795,90608,4960,12385,1443,11863,1361,522,375,121222,3948,57151,3639,18898,2399,38253,2752,64071,1706,63046,1691,1025,440,1773,null,null,5666,null,null,5593,null,null,1429,null,null,5788,null,null,1017,null,null,1047,null,null,365,null,null,5559,null,null,5393,null,null,1795,null,null,4960,null,null,1443,null,null,1361,null,null,375,null,null,3948,null,null,3639,null,null,2399,null,null,2752,null,null,1706,null,null,1691,null,null,440,null,null,56
2688528,884,700051,13068,674702,12732,124694,5745,550008,13350,25349,2332,19418,2063,5931,1302,425539,9907,403940,9713,216201,7288,187739,7713,21599,2212,20118,2242,1481,513,1562938,12274,970413,12119,685773,12319,284640,8685,592525,2940,577561,3501,14964,1743,884,null,null,13068,null,null,12732,null,null,5745,null,null,13350,null,null,2332,null,null,2063,null,null,1302,null,null,9907,null,null,9713,null,null,7288,null,null,7713,null,null,2212,null,null,2242,null,null,513,null,null,12274,null,null,12119,null,null,12319,null,null,8685,null,null,2940,null,null,3501,null,null,1743,null,null,72
3684477,4077,1498550,14704,1439183,14849,70336,5251,1368847,13086,59367,3388,50935,2979,8432,1462,755729,13127,674921,12095,86138,5538,588783,10681,80808,3488,78767,3434,2041,662,1430198,14321,807399,13938,357095,9042,450304,11182,622799,4970,615734,4801,7065,1503,4077,null,null,14704,null,null,14849,null,null,5251,null,null,13086,null,null,3388,null,null,2979,null,null,1462,null,null,13127,null,null,12095,null,null,5538,null,null,10681,null,null,3488,null,null,3434,null,null,662,null,null,14321,null,null,13938,null,null,9042,null,null,11182,null,null,4970,null,null,4801,null,null,1503,null,null,01
531580,1773,225579,5219,215973,5141,18955,2299,197018,5106,9606,1378,7772,1345,1834,614,177771,4929,164055,4887,28100,2767,135955,4844,13716,1494,12959,1508,757,337,128230,4527,77156,3861,28776,2559,48380,3252,51074,1870,50334,1924,740,329,1773,null,null,5219,null,null,5141,null,null,2299,null,null,5106,null,null,1378,null,null,1345,null,null,614,null,null,4929,null,null,4887,null,null,2767,null,null,4844,null,null,1494,null,null,1508,null,null,337,null,null,4527,null,null,3861,null,null,2559,null,null,3252,null,null,1870,null,null,1924,null,null,329,null,null,02
5195605,1999,2116560,19432,2032162,18873,206905,9148,1825257,18611,84398,3712,68584,3575,15814,1902,1168699,18045,1044999,17304,268101,9262,776898,15478,123700,4893,120798,4912,2902,747,1910346,16092,959004,15295,441983,11297,517021,10854,951342,5913,931345,6678,19997,2205,1999,null,null,19432,null,null,18873,null,null,9148,null,null,18611,null,null,3712,null,null,3575,null,null,1902,null,null,18045,null,null,17304,null,null,9262,null,null,15478,null,null,4893,null,null,4912,null,null,747,null,null,16092,null,null,15295,null,null,11297,null,null,10854,null,null,5913,null,null,6678,null,null,2205,null,null,04
2229117,2299,931802,10701,895522,10240,82891,4856,812631,10593,36280,2599,31674,2444,4606,972,462741,10610,412611,10200,104004,5535,308607,8801,50130,3139,49098,3047,1032,427,834574,11240,449383,10580,245915,8173,203468,8019,385191,4842,380946,5014,4245,1260,2299,null,null,10701,null,null,10240,null,null,4856,null,null,10593,null,null,2599,null,null,2444,null,null,972,null,null,10610,null,null,10200,null,null,5535,null,null,8801,null,null,3139,null,null,3047,null,null,427,null,null,11240,null,null,10580,null,null,8173,null,null,8019,null,null,4842,null,null,5014,null,null,1260,null,null,05
29684037,5417,12465648,40986,11977077,38657,1374716,23032,10602361,38357,488571,10434,369464,8983,119107,6257,7397139,41975,6795858,41583,1917709,21792,4878149,36703,601281,10797,564240,10339,37041,3107,9821250,41174,5658913,39243,2647795,30788,3011118,32657,4162337,13772,4045453,14701,116884,6074,5417,null,null,40986,null,null,38657,null,null,23032,null,null,38357,null,null,10434,null,null,8983,null,null,6257,null,null,41975,null,null,41583,null,null,21792,null,null,36703,null,null,10797,null,null,10339,null,null,3107,null,null,41174,null,null,39243,null,null,30788,null,null,32657,null,null,13772,null,null,14701,null,null,6074,null,null,06
4189593,3317,1977448,16561,1904992,15770,161407,6454,1743585,15876,72456,3560,58146,3288,14310,2018,1080817,14677,969196,13977,229050,7935,740146,12749,111621,4343,106604,4194,5017,1115,1131328,13794,587514,12296,243367,7311,344147,10029,543814,5393,532905,5335,10909,1744,3317,null,null,16561,null,null,15770,null,null,6454,null,null,15876,null,null,3560,null,null,3288,null,null,2018,null,null,14677,null,null,13977,null,null,7935,null,null,12749,null,null,4343,null,null,4194,null,null,1115,null,null,13794,null,null,12296,null,null,7311,null,null,10029,null,null,5393,null,null,5335,null,null,1744,null,null,08
2773695,1062,1239284,13446,1177706,12497,88744,5451,1088962,13022,61578,3193,47958,2686,13620,1515,722222,11560,640864,10949,162448,6128,478416,11065,81358,4029,78047,3833,3311,835,812189,10327,398864,10251,182057,7555,216807,6534,413325,4357,405327,4288,7998,1593,1062,null,null,13446,null,null,12497,null,null,5451,null,null,13022,null,null,3193,null,null,2686,null,null,1515,null,null,11560,null,null,10949,null,null,6128,null,null,11065,null,null,4029,null,null,3833,null,null,835,null,null,10327,null,null,10251,null,null,7555,null,null,6534,null,null,4357,null,null,4288,null,null,1593,null,null,09
734231,751,322912,6864,309224,6673,23179,2760,286045,6762,13688,1371,11700,1296,1988,703,159004,5691,138419,5752,35735,3441,102684,4947,20585,1577,20157,1622,428,271,252315,6442,123953,5800,54958,4282,68995,4608,128362,1971,125342,2274,3020,1297,751,null,null,6864,null,null,6673,null,null,2760,null,null,6762,null,null,1371,null,null,1296,null,null,703,null,null,5691,null,null,5752,null,null,3441,null,null,4947,null,null,1577,null,null,1622,null,null,271,null,null,6442,null,null,5800,null,null,4282,null,null,4608,null,null,1971,null,null,2274,null,null,1297,null,null,10
550672,738,277482,6136,266791,5797,28753,3394,238038,5495,10691,1470,7581,1254,3110,828,126879,5972,115657,5564,31222,2907,84435,4325,11222,1471,10777,1453,445,261,146311,5550,91430,5356,58319,4520,33111,3101,54881,1844,52518,1903,2363,784,738,null,null,6136,null,null,5797,null,null,3394,null,null,5495,null,null,1470,null,null,1254,null,null,828,null,null,5972,null,null,5564,null,null,2907,null,null,4325,null,null,1471,null,null,1453,null,null,261,null,null,5550,null,null,5356,null,null,4520,null,null,3101,null,null,1844,null,null,1903,null,null,784,null,null,11
