B27015_001E,B27015_001M,B27015_002E,B27015_002M,B27015_003E,B27015_003M,B27015_004E,B27015_004M,B27015_005E,B27015_005M,B27015_006E,B27015_006M,B27015_007E,B27015_007M,B27015_008E,B27015_008M,B27015_009E,B27015_009M,B27015_010E,B27015_010M,B27015_011E,B27015_011M,B27015_012E,B27015_012M,B27015_013E,B27015_013M,B27015_014E,B27015_014M,B27015_015E,B27015_015M,B27015_016E,B27015_016M,B27015_017E,B27015_017M,B27015_018E,B27015_018M,B27015_019E,B27015_019M,B27015_020E,B27015_020M,B27015_021E,B27015_021M,B27015_022E,B27015_022M,B27015_023E,B27015_023M,B27015_024E,B27015_024M,B27015_025E,B27015_025M,B27015_026E,B27015_026M,B27015_001M,B27015_001EA,B27015_001MA,B27015_002M,B27015_002EA,B27015_002MA,B27015_003M,B27015_003EA,B27015_003MA,B27015_004M,B27015_004EA,B27015_004MA,B27015_005M,B27015_005EA,B27015_005MA,B27015_006M,B27015_006EA,B27015_006MA,B27015_007M,B27015_007EA,B27015_007MA,B27015_008M,B27015_008EA,B27015_008MA,B27015_009M,B27015_009EA,B27015_009MA,B27015_010M,B27015_010EA,B27015_010MA,B27015_011M,B27015_011EA,B27015_011MA,B27015_012M,B27015_012EA,B27015_012MA,B27015_013M,B27015_013EA,B27015_013MA,B27015_014M,B27015_014EA,B27015_014MA,B27015_015M,B27015_015EA,B27015_015MA,B27015_016M,B27015_016EA,B27015_016MA,B27015_017M,B27015_017EA,B27015_017MA,B27015_018M,B27015_018EA,B27015_018MA,B27015_019M,B27015_019EA,B27015_019MA,B27015_020M,B27015_020EA,B27015_020MA,B27015_021M,B27015_021EA,B27015_021MA,B27015_022M,B27015_022EA,B27015_022MA,B27015_023M,B27015_023EA,B27015_023MA,B27015_024M,B27015_024EA,B27015_024MA,B27015_025M,B27015_025EA,B27015_025MA,B27015_026M,B27015_026EA,B27015_026MA,state
2030476,1490,452545,16045,400891,14940,103488,7067,343107,14010,51654,4873,483702,15735,420478,14719,202640,9805,280419,12902,63224,6587,377511,14466,341825,13053,232141,10629,166425,8908,35686,5934,265937,14741,247160,13806,199658,11331,82621,7246,18777,3378,450781,17963,433061,17620,380350,16645,105652,6609,17720,3070,1490,null,null,16045,null,null,14940,null,null,7067,null,null,14010,null,null,4873,null,null,15735,null,null,14719,null,null,9805,null,null,12902,null,null,6587,null,null,14466,null,null,13053,null,null,10629,null,null,8908,null,null,5934,null,null,14741,null,null,13806,null,null,11331,null,null,7246,null,null,3378,null,null,17963,null,null,17620,null,null,16645,null,null,6609,null,null,3070,null,null,35
19154325,2211,2968444,42818,2749502,41289,873395,18351,2309657,39370,218942,11460,3401674,47616,3093406,43782,1643244,31974,1980485,33494,308268,13930,2953919,46586,2728140,41783,2001859,32526,1137085,29794,225779,11550,2493646,40833,2346785,36836,1915260,35022,730240,19871,146861,9854,7336642,60789,7068670,60726,6338867,56243,1369960,28448,267972,14143,2211,null,null,42818,null,null,41289,null,null,18351,null,null,39370,null,null,11460,null,null,47616,null,null,43782,null,null,31974,null,null,33494,null,null,13930,null,null,46586,null,null,41783,null,null,32526,null,null,29794,null,null,11550,null,null,40833,null,null,36836,null,null,35022,null,null,19871,null,null,9854,null,null,60789,null,null,60726,null,null,56243,null,null,28448,null,null,14143,null,null,36
9835523,4137,1808980,32768,1493312,27754,607260,14722,1124860,24245,315668,11393,2326865,33362,1986493,29762,1292276,24076,1058972,21866,340372,12901,1900871,32630,1705962,30059,1384192,26865,582554,16863,194909,10361,1358561,31349,1272017,29916,1140625,28019,293090,11196,86544,7458,2440246,41265,2350013,40631,2212415,39343,376430,12261,90233,7604,4137,null,null,32768,null,null,27754,null,null,14722,null,null,24245,null,null,11393,null,null,33362,null,null,29762,null,null,24076,null,null,21866,null,null,12901,null,null,32630,null,null,30059,null,null,26865,null,null,16863,null,null,10361,null,null,31349,null,null,29916,null,null,28019,null,null,11196,null,null,7458,null,null,41265,null,null,40631,null,null,39343,null,null,12261,null,null,7604,null,null,37
727150,1317,92341,6216,80379,5582,46573,3937,55826,4735,11962,2766,131424,7067,116666,6282,89665,5077,51722,4308,14758,3098,140204,8424,130416,7722,114215,7548,38448,3472,9788,1819,113968,7284,108406,6952,103461,6937,17672,2291,5562,1448,249213,10337,240310,10147,232295,10149,26643,2753,8903,1815,1317,null,null,6216,null,null,5582,null,null,3937,null,null,4735,null,null,2766,null,null,7067,null,null,6282,null,null,5077,null,null,4308,null,null,3098,null,null,8424,null,null,7722,null,null,7548,null,null,3472,null,null,1819,null,null,7284,null,null,6952,null,null,6937,null,null,2291,null,null,1448,null,null,10337,null,null,10147,null,null,10149,null,null,2753,null,null,1815,null,null,38
11292972,1403,1932958,31937,1769532,29100,593531,13885,1451226,27091,163426,11296,2433169,36511,2237969,34893,1367471,24867,1315232,27567,195200,9196,2195064,34264,2067845,33916,1659088,27664,726372,22173,127219,8408,1622639,33175,1554609,31734,1389851,29771,344503,12380,68030,6754,3109142,43894,3024473,43552,2829313,42285,434871,15362,84669,8408,1403,null,null,31937,null,null,29100,null,null,13885,null,null,27091,null,null,11296,null,null,36511,null,null,34893,null,null,24867,null,null,27567,null,null,9196,null,null,34264,null,null,33916,null,null,27664,null,null,22173,null,null,8408,null,null,33175,null,null,31734,null,null,29771,null,null,12380,null,null,6754,null,null,43894,null,null,43552,null,null,42285,null,null,15362,null,null,8408,null,null,39
3805207,1477,706366,16704,556823,13131,228484,8001,416392,10904,149543,7422,924264,17990,763985,14869,485966,13526,412635,10092,160279,7994,765820,21199,659710,19062,527757,15936,237327,9206,106110,6364,522034,16341,469818,14656,416765,14073,113029,6307,52216,4948,886723,17653,832570,17362,774435,16568,143778,6815,54153,4629,1477,null,null,16704,null,null,13131,null,null,8001,null,null,10904,null,null,7422,null,null,17990,null,null,14869,null,null,13526,null,null,10092,null,null,7994,null,null,21199,null,null,19062,null,null,15936,null,null,9206,null,null,6364,null,null,16341,null,null,14656,null,null,14073,null,null,6307,null,null,4948,null,null,17653,null,null,17362,null,null,16568,null,null,6815,null,null,4629,null,null,40
4002175,734,561928,19835,512223,17859,195183,8503,410296,16646,49705,4729,854483,22816,777219,21036,443533,12170,494302,18159,77264,6876,775473,22786,721984,21525,548452,18404,294976,13013,53489,6385,580033,22923,551901,22252,465382,20025,169496,10161,28132,3828,1230258,23810,1188535,23157,1085546,20967,222611,11855,41723,5492,734,null,null,19835,null,null,17859,null,null,8503,null,null,16646,null,null,4729,null,null,22816,null,null,21036,null,null,12170,null,null,18159,null,null,6876,null,null,22786,null,null,21525,null,null,18404,null,null,13013,null,null,6385,null,null,22923,null,null,22252,null,null,20025,null,null,10161,null,null,3828,null,null,23810,null,null,23157,null,null,20967,null,null,11855,null,null,5492,null,null,41
12351055,1164,1878037,31926,1724106,29472,687375,14598,1401242,26382,153931,10600,2458343,35211,2256860,31279,1469070,22300,1323960,24682,201483,12701,2307937,36680,2167865,35078,1748097,29409,801853,19665,140072,10221,1745545,34720,1659875,34072,1473171,31741,412125,14371,85670,7261,3961193,37792,3844271,37431,3608229,36089,591272,13724,116922,10226,1164,null,null,31926,null,null,29472,null,null,14598,null,null,26382,null,null,10600,null,null,35211,null,null,31279,null,null,22300,null,null,24682,null,null,12701,null,null,36680,null,null,35078,null,null,29409,null,null,19665,null,null,10221,null,null,34720,null,null,34072,null,null,31741,null,null,14371,null,null,7261,null,null,37792,null,null,37431,null,null,36089,null,null,13724,null,null,10226,null,null,42
1011770,649,154070,9543,144605,9158,51474,4853,119499,8069,9465,2189,193232,10948,181637,10468,108608,7589,110923,8413,11595,2568,162288,10806,153089,10116,117964,8900,58573,5876,9199,2370,134813,8957,130331,8372,112603,7441,35376,3699,4482,2232,367367,12696,358008,13044,331480,12860,59355,5025,9359,2051,649,null,null,9543,null,null,9158,null,null,4853,null,null,8069,null,null,2189,null,null,10948,null,null,10468,null,null,7589,null,null,8413,null,null,2568,null,null,10806,null,null,10116,null,null,8900,null,null,5876,null,null,2370,null,null,8957,null,null,8372,null,null,7441,null,null,3699,null,null,2232,null,null,12696,null,null,13044,null,null,12860,null,null,5025,null,null,2051,null,null,44
4805133,2472,891654,24301,755905,22566,299183,13920,571986,18247,135749,8227,1164963,27297,1005782,23160,650599,16758,541396,16320,159181,11301,937746,28005,850980,26318,689270,22957,307856,12987,86766,8608,662592,23147,615798,22097,543899,19983,160201,9930,46794,5938,1148178,26574,1096838,24504,1016708,22318,219408,9616,51340,6641,2472,null,null,24301,null,null,22566,null,null,13920,null,null,18247,null,null,8227,null,null,27297,null,null,23160,null,null,16758,null,null,16320,null,null,11301,null,null,28005,null,null,26318,null,null,22957,null,null,12987,null,null,8608,null,null,23147,null,null,22097,null,null,19983,null,null,9930,null,null,5938,null,null,26574,null,null,24504,null,null,22318,null,null,9616,null,null,6641,null,null,45
830081,457,124265,6406,103005,5991,44719,3800,77537,5166,21260,2412,175540,7903,154493,7298,111311,5772,76602,4974,21047,2593,176652,6546,161335,5709,136524,5861,51175,3981,15317,2513,145879,8620,139050,8391,128788,8029,24839,3249,6829,1925,207745,9953,199744,9224,190967,8748,26729,2655,8001,2052,457,null,null,6406,null,null,5991,null,null,3800,null,null,5166,null,null,2412,null,null,7903,null,null,7298,null,null,5772,null,null,4974,null,null,2593,null,null,6546,null,null,5709,null,null,5861,null,null,3981,null,null,2513,null,null,8620,null,null,8391,null,null,8029,null,null,3249,null,null,1925,null,null,9953,null,null,9224,null,null,8748,null,null,2655,null,null,2052,null,null,46
6479349,2577,1225788,25938,1045496,24467,383205,14674,818332,22077,180292,8612,1563584,35499,1383919,32401,870774,22525,754055,22477,179665,8924,1269002,31806,1165068,29130,940178,25332,398927,14814,103934,6935,907210,25649,844669,24059,741603,22067,207336,10933,62541,7874,1513765,29829,1455699,29093,1351152,27379,252827,11237,58066,5750,2577,null,null,25938,null,null,24467,null,null,14674,null,null,22077,null,null,8612,null,null,35499,null,null,32401,null,null,22525,null,null,22477,null,null,8924,null,null,31806,null,null,29130,null,null,25332,null,null,14814,null,null,6935,null,null,25649,null,null,24059,null,null,22067,null,null,10933,null,null,7874,null,null,29829,null,null,29093,null,null,27379,null,null,11237,null,null,5750,null,null,47
