C27012_001E,C27012_001M,C27012_002E,C27012_002M,C27012_003E,C27012_003M,C27012_004E,C27012_004M,C27012_005E,C27012_005M,C27012_006E,C27012_006M,C27012_007E,C27012_007M,C27012_008E,C27012_008M,C27012_009E,C27012_009M,C27012_010E,C27012_010M,C27012_011E,C27012_011M,C27012_012E,C27012_012M,C27012_013E,C27012_013M,C27012_014E,C27012_014M,C27012_015E,C27012_015M,C27012_016E,C27012_016M,C27012_017E,C27012_017M,C27012_018E,C27012_018M,C27012_019E,C27012_019M,C27012_020E,C27012_020M,C27012_021E,C27012_021M,C27012_022E,C27012_022M,C27012_023E,C27012_023M,C27012_024E,C27012_024M,C27012_025E,C27012_025M,C27012_026E,C27012_026M,C27012_027E,C27012_027M,C27012_028E,C27012_028M,C27012_029E,C27012_029M,C27012_030E,C27012_030M,C27012_031E,C27012_031M,C27012_032E,C27012_032M,C27012_033E,C27012_033M,C27012_034E,C27012_034M,C27012_035E,C27012_035M,C27012_036E,C27012_036M,C27012_037E,C27012_037M,C27012_038E,C27012_038M,C27012_039E,C27012_039M,C27012_040E,C27012_040M,C27012_041E,C27012_041M,C27012_042E,C27012_042M,C27012_043E,C27012_043M,C27012_044E,C27012_044M,C27012_045E,C27012_045M,C27012_046E,C27012_046M,C27012_001M,C27012_001EA,C27012_001MA,C27012_002M,C27012_002EA,C27012_002MA,C27012_003M,C27012_003EA,C27012_003MA,C27012_004M,C27012_004EA,C27012_004MA,C27012_005M,C27012_005EA,C27012_005MA,C27012_006M,C27012_006EA,C27012_006MA,C27012_007M,C27012_007EA,C27012_007MA,C27012_008M,C27012_008EA,C27012_008MA,C27012_009M,C27012_009EA,C27012_009MA,C27012_010M,C27012_010EA,C27012_010MA,C27012_011M,C27012_011EA,C27012_011MA,C27012_012M,C27012_012EA,C27012_012MA,C27012_013M,C27012_013EA,C27012_013MA,C27012_014M,C27012_014EA,C27012_014MA,C27012_015M,C27012_015EA,C27012_015MA,C27012_016M,C27012_016EA,C27012_016MA,C27012_017M,C27012_017EA,C27012_017MA,C27012_018M,C27012_018EA,C27012_018MA,C27012_019M,C27012_019EA,C27012_019MA,C27012_020M,C27012_020EA,C27012_020MA,C27012_021M,C27012_021EA,C27012_021MA,C27012_022M,C27012_022EA,C27012_022MA,C27012_023M,C27012_023EA,C27012_023MA,C27012_024M,C27012_024EA,C27012_024MA,C27012_025M,C27012_025EA,C27012_025MA,C27012_026M,C27012_026EA,C27012_026MA,C27012_027M,C27012_027EA,C27012_027MA,C27012_028M,C27012_028EA,C27012_028MA,C27012_029M,C27012_029EA,C27012_029MA,C27012_030M,C27012_030EA,C27012_030MA,C27012_031M,C27012_031EA,C27012_031MA,C27012_032M,C27012_032EA,C27012_032MA,C27012_033M,C27012_033EA,C27012_033MA,C27012_034M,C27012_034EA,C27012_034MA,C27012_035M,C27012_035EA,C27012_035MA,C27012_036M,C27012_036EA,C27012_036MA,C27012_037M,C27012_037EA,C27012_037MA,C27012_038M,C27012_038EA,C27012_038MA,C27012_039M,C27012_039EA,C27012_039MA,C27012_040M,C27012_040EA,C27012_040MA,C27012_041M,C27012_041EA,C27012_041MA,C27012_042M,C27012_042EA,C27012_042MA,C27012_043M,C27012_043EA,C27012_043MA,C27012_044M,C27012_044EA,C27012_044MA,C27012_045M,C27012_045EA,C27012_045MA,C27012_046M,C27012_046EA,C27012_046MA,state
831991,870,353114,8473,338909,8133,321817,7926,273921,8686,37593,3528,2448,892,23548,2686,17092,2594,14205,1438,14169,1433,10232,1212,2828,722,11050,1246,609,327,36,59,215231,7732,194033,7485,178731,7141,109053,5661,34101,2825,4401,1054,42186,3773,15302,2403,21198,2134,21096,2134,6448,1137,8520,1561,20577,2174,1953,701,102,170,263646,7155,132534,6579,124288,6197,43137,3453,19798,3525,27241,2718,60722,4265,8246,1799,131112,2710,130923,2707,29790,2481,53030,3099,129446,2742,23395,2293,189,163,870,null,null,8473,null,null,8133,null,null,7926,null,null,8686,null,null,3528,null,null,892,null,null,2686,null,null,2594,null,null,1438,null,null,1433,null,null,1212,null,null,722,null,null,1246,null,null,327,null,null,59,null,null,7732,null,null,7485,null,null,7141,null,null,5661,null,null,2825,null,null,1054,null,null,3773,null,null,2403,null,null,2134,null,null,2134,null,null,1137,null,null,1561,null,null,2174,null,null,701,null,null,170,null,null,7155,null,null,6579,null,null,6197,null,null,3453,null,null,3525,null,null,2718,null,null,4265,null,null,1799,null,null,2710,null,null,2707,null,null,2481,null,null,3099,null,null,2742,null,null,2293,null,null,163,null,null,44
3763803,2666,1591728,17865,1524505,18056,1364685,17471,1162934,16866,166687,8278,9011,1908,58281,4288,159820,9211,67223,3535,66888,3541,37568,3057,16304,1802,57371,3353,2998,700,335,320,823390,16443,730121,15581,582244,13717,364645,11159,116571,4693,12493,2096,101129,5616,147877,7360,93269,4168,92694,4142,33831,2483,31336,2641,90789,4185,8293,1410,575,361,1348685,15905,696879,14271,565055,12547,216539,7038,98365,6016,135140,6171,210207,9173,131824,6192,651806,5698,650034,5819,186900,6976,221477,5552,645691,6064,93920,4340,1772,687,2666,null,null,17865,null,null,18056,null,null,17471,null,null,16866,null,null,8278,null,null,1908,null,null,4288,null,null,9211,null,null,3535,null,null,3541,null,null,3057,null,null,1802,null,null,3353,null,null,700,null,null,320,null,null,16443,null,null,15581,null,null,13717,null,null,11159,null,null,4693,null,null,2096,null,null,5616,null,null,7360,null,null,4168,null,null,4142,null,null,2483,null,null,2641,null,null,4185,null,null,1410,null,null,361,null,null,15905,null,null,14271,null,null,12547,null,null,7038,null,null,6016,null,null,6171,null,null,9173,null,null,6192,null,null,5698,null,null,5819,null,null,6976,null,null,5552,null,null,6064,null,null,4340,null,null,687,null,null,45
635793,1395,312785,5287,297380,5099,273762,5213,233112,5611,41295,3229,1215,390,4688,958,23618,2825,15405,1405,15326,1399,6347,1036,5323,824,13783,1382,1009,404,79,100,159551,5405,136280,4739,111254,4185,71369,3602,26814,2949,3933,1084,13471,1847,25026,2562,23271,1825,23155,1809,4361,860,10805,1169,22724,1788,1605,509,116,158,163457,4137,71259,3798,55458,3318,18822,2034,11978,1577,13179,2011,21603,2349,15801,1767,92198,2301,92165,2293,13679,1835,45234,2890,91203,2227,10994,1530,33,35,1395,null,null,5287,null,null,5099,null,null,5213,null,null,5611,null,null,3229,null,null,390,null,null,958,null,null,2825,null,null,1405,null,null,1399,null,null,1036,null,null,824,null,null,1382,null,null,404,null,null,100,null,null,5405,null,null,4739,null,null,4185,null,null,3602,null,null,2949,null,null,1084,null,null,1847,null,null,2562,null,null,1825,null,null,1809,null,null,860,null,null,1169,null,null,1788,null,null,509,null,null,158,null,null,4137,null,null,3798,null,null,3318,null,null,2034,null,null,1577,null,null,2011,null,null,2349,null,null,1767,null,null,2301,null,null,2293,null,null,1835,null,null,2890,null,null,2227,null,null,1530,null,null,35,null,null,46
5046012,3905,2171591,15099,2082445,14533,1888746,14735,1603360,14646,220208,8299,9511,1877,116550,6481,193699,6619,89146,4780,88879,4739,49651,3202,23242,2137,74977,4563,4500,935,267,218,1087208,14224,970951,12910,788852,13705,493506,11228,150173,6750,19549,2326,160886,6854,182099,7825,116257,5110,115721,5170,38304,2762,39653,2740,113248,5053,8439,1390,536,301,1787213,15026,976189,14898,817202,13388,311341,9471,121329,5882,177504,7029,346114,11035,158987,6549,811024,5624,807339,5593,195465,6675,289154,6603,799591,5989,121378,4905,3685,1167,3905,null,null,15099,null,null,14533,null,null,14735,null,null,14646,null,null,8299,null,null,1877,null,null,6481,null,null,6619,null,null,4780,null,null,4739,null,null,3202,null,null,2137,null,null,4563,null,null,935,null,null,218,null,null,14224,null,null,12910,null,null,13705,null,null,11228,null,null,6750,null,null,2326,null,null,6854,null,null,7825,null,null,5110,null,null,5170,null,null,2762,null,null,2740,null,null,5053,null,null,1390,null,null,301,null,null,15026,null,null,14898,null,null,13388,null,null,9471,null,null,5882,null,null,7029,null,null,11035,null,null,6549,null,null,5624,null,null,5593,null,null,6675,null,null,6603,null,null,5989,null,null,4905,null,null,1167,null,null,47
20103990,5670,9496567,43730,9140158,41466,7591736,44721,6612948,41461,886905,18262,31119,3078,219779,10505,1548422,28010,356409,9983,347193,9697,198197,7572,71076,4077,286689,8091,15835,1749,9216,1672,4437088,37103,4048395,34620,2823396,30264,1905530,24449,597679,13732,57090,4016,331376,11696,1224999,23785,388693,9203,380699,9329,127943,4910,111747,5229,368213,9091,30321,2359,7994,1431,6170335,33880,3655330,32135,2612278,29493,1220254,21787,473342,15289,414007,12817,782999,20274,1043052,22114,2515005,13078,2474130,13660,665151,12620,674982,12896,2433379,13677,417241,10056,40875,4492,5670,null,null,43730,null,null,41466,null,null,44721,null,null,41461,null,null,18262,null,null,3078,null,null,10505,null,null,28010,null,null,9983,null,null,9697,null,null,7572,null,null,4077,null,null,8091,null,null,1749,null,null,1672,null,null,37103,null,null,34620,null,null,30264,null,null,24449,null,null,13732,null,null,4016,null,null,11696,null,null,23785,null,null,9203,null,null,9329,null,null,4910,null,null,5229,null,null,9091,null,null,2359,null,null,1431,null,null,33880,null,null,32135,null,null,29493,null,null,21787,null,null,15289,null,null,12817,null,null,20274,null,null,22114,null,null,13078,null,null,13660,null,null,12620,null,null,12896,null,null,13677,null,null,10056,null,null,4492,null,null,48
2105796,1735,964260,10977,933580,10913,846094,10246,748458,10433,95170,5233,1701,618,20270,2182,87486,5558,30680,2251,30362,2204,20060,1922,5713,987,23814,1953,1316,576,318,272,578736,9553,540054,9380,466088,8876,339450,8408,93923,5671,6930,1414,44892,4028,73966,4325,38682,2474,38555,2475,12546,1423,12631,1469,36889,2428,2335,519,127,121,562800,9416,316202,9141,268801,8412,154640,5891,53212,3297,32278,2899,62483,4849,47401,4474,246598,3245,244689,3301,79792,3117,78593,3669,241604,3316,27964,2492,1909,775,1735,null,null,10977,null,null,10913,null,null,10246,null,null,10433,null,null,5233,null,null,618,null,null,2182,null,null,5558,null,null,2251,null,null,2204,null,null,1922,null,null,987,null,null,1953,null,null,576,null,null,272,null,null,9553,null,null,9380,null,null,8876,null,null,8408,null,null,5671,null,null,1414,null,null,4028,null,null,4325,null,null,2474,null,null,2475,null,null,1423,null,null,1469,null,null,2428,null,null,519,null,null,121,null,null,9416,null,null,9141,null,null,8412,null,null,5891,null,null,3297,null,null,2899,null,null,4849,null,null,4474,null,null,3245,null,null,3301,null,null,3117,null,null,3669,null,null,3316,null,null,2492,null,null,775,null,null,49
500271,1150,221291,4174,210544,3941,199026,3883,161768,4052,21246,2043,881,403,21905,2473,11518,1553,10747,1261,10747,1261,6014,954,2639,697,8618,1223,921,449,0,151,134851,3531,115595,3692,109326,3581,60933,3294,18822,1894,3898,1002,33541,2859,6269,1177,19256,1526,19157,1521,7579,1035,7100,875,18614,1480,1888,489,99,122,144129,3757,63323,3239,60127,3139,17955,1876,8350,1191,14076,1770,34227,3194,3196,815,80806,1943,80752,1945,22717,2072,31487,2126,80228,1940,13265,1525,54,74,1150,null,null,4174,null,null,3941,null,null,3883,null,null,4052,null,null,2043,null,null,403,null,null,2473,null,null,1553,null,null,1261,null,null,1261,null,null,954,null,null,697,null,null,1223,null,null,449,null,null,151,null,null,3531,null,null,3692,null,null,3581,null,null,3294,null,null,1894,null,null,1002,null,null,2859,null,null,1177,null,null,1526,null,null,1521,null,null,1035,null,null,875,null,null,1480,null,null,489,null,null,122,null,null,3757,null,null,3239,null,null,3139,null,null,1876,null,null,1191,null,null,1770,null,null,3194,null,null,815,null,null,1943,null,null,1945,null,null,2072,null,null,2126,null,null,1940,null,null,1525,null,null,74,null,null,50
6334724,5160,2951518,18163,2831842,17464,2601748,19825,2246006,21569,300550,8392,10058,1682,53603,4023,230094,11216,119676,4345,119098,4386,76254,3553,27049,2261,98426,4279,3149,682,578,412,1491278,15970,1332670,15292,1103468,14340,750291,13450,248540,9539,21726,2306,103619,5195,229202,10161,158608,6027,156946,5842,61765,3542,58907,3030,151440,5544,8342,1343,1662,806,1891928,14507,969496,15400,812802,13989,376991,10489,163165,7053,143110,5689,196085,7967,156694,7013,922432,6652,914790,6829,317457,8489,327797,9081,899291,7087,91223,4690,7642,1597,5160,null,null,18163,null,null,17464,null,null,19825,null,null,21569,null,null,8392,null,null,1682,null,null,4023,null,null,11216,null,null,4345,null,null,4386,null,null,3553,null,null,2261,null,null,4279,null,null,682,null,null,412,null,null,15970,null,null,15292,null,null,14340,null,null,13450,null,null,9539,null,null,2306,null,null,5195,null,null,10161,null,null,6027,null,null,5842,null,null,3542,null,null,3030,null,null,5544,null,null,1343,null,null,806,null,null,14507,null,null,15400,null,null,13989,null,null,10489,null,null,7053,null,null,5689,null,null,7967,null,null,7013,null,null,6652,null,null,6829,null,null,8489,null,null,9081,null,null,7087,null,null,4690,null,null,1597,null,null,51
5556806,3785,2407473,17561,2318173,16927,2170005,17693,1862931,17616,209816,7007,9474,1934,136061,7338,148168,7889,89300,4161,88808,4204,57680,3530,19290,2128,69433,3711,4632,1007,492,312,1428696,15322,1290560,15376,1146165,13374,700771,10730,175993,7394,20841,2640,289350,8544,144395,7291,138136,4954,135965,4759,51265,3104,48502,3076,130279,4672,11326,1535,2171,945,1720637,16176,888915,13329,801424,12641,326767,8162,129592,5415,123811,5964,321896,9109,87491,5416,831722,6730,827783,6606,249675,7737,306844,7037,816526,6774,112556,6126,3939,1210,3785,null,null,17561,null,null,16927,null,null,17693,null,null,17616,null,null,7007,null,null,1934,null,null,7338,null,null,7889,null,null,4161,null,null,4204,null,null,3530,null,null,2128,null,null,3711,null,null,1007,null,null,312,null,null,15322,null,null,15376,null,null,13374,null,null,10730,null,null,7394,null,null,2640,null,null,8544,null,null,7291,null,null,4954,null,null,4759,null,null,3104,null,null,3076,null,null,4672,null,null,1535,null,null,945,null,null,16176,null,null,13329,null,null,12641,null,null,8162,null,null,5415,null,null,5964,null,null,9109,null,null,5416,null,null,6730,null,null,6606,null,null,7737,null,null,7037,null,null,6774,null,null,6126,null,null,1210,null,null,53
1426782,1865,527178,8327,503034,8306,467979,8988,401436,8868,34654,3068,2948,810,43632,3633,35055,3538,24144,2325,24057,2326,16127,2085,4101,977,19769,2134,896,383,87,157,299377,7847,266926,7438,238159,6625,138880,5514,24285,2503,6926,1540,81610,4989,28767,2739,32451,2329,32451,2329,14453,1552,10001,1407,31816,2311,2405,651,0,193,600227,9073,321484,8837,297738,7884,96660,5630,26936,2265,72674,4999,162878,6528,23746,3345,278743,3551,278299,3548,100085,4252,80914,4632,276595,3637,37876,2804,444,437,1865,null,null,8327,null,null,8306,null,null,8988,null,null,8868,null,null,3068,null,null,810,null,null,3633,null,null,3538,null,null,2325,null,null,2326,null,null,2085,null,null,977,null,null,2134,null,null,383,null,null,157,null,null,7847,null,null,7438,null,null,6625,null,null,5514,null,null,2503,null,null,1540,null,null,4989,null,null,2739,null,null,2329,null,null,2329,null,null,1552,null,null,1407,null,null,2311,null,null,651,null,null,193,null,null,9073,null,null,8837,null,null,7884,null,null,5630,null,null,2265,null,null,4999,null,null,6528,null,null,3345,null,null,3551,null,null,3548,null,null,4252,null,null,4632,null,null,3637,null,null,2804,null,null,437,null,null,54
4423142,2302,2031055,15138,1973926,13952,1861330,15372,1639416,16126,186408,5788,7607,1314,85499,4185,112596,5819,57129,3147,56669,3093,30764,2047,15015,1524,46314,2670,3752,650,460,276,1150162,13889,1016665,12841,919091,12050,620534,9364,145586,6145,23469,2149,182442,6586,97574,4966,133497,3780,133139,3791,35123,2268,56926,2699,129986,3746,10066,1106,358,199,1241925,11109,531927,9625,489829,9457,204836,5648,81955,3806,96601,4756,206584,6522,42098,2961,709998,4576,708286,4782,178947,5455,314112,6000,703357,4863,98802,4202,1712,680,2302,null,null,15138,null,null,13952,null,null,15372,null,null,16126,null,null,5788,null,null,1314,null,null,4185,null,null,5819,null,null,3147,null,null,3093,null,null,2047,null,null,1524,null,null,2670,null,null,650,null,null,276,null,null,13889,null,null,12841,null,null,12050,null,null,9364,null,null,6145,null,null,2149,null,null,6586,null,null,4966,null,null,3780,null,null,3791,null,null,2268,null,null,2699,null,null,3746,null,null,1106,null,null,199,null,null,11109,null,null,9625,null,null,9457,null,null,5648,null,null,3806,null,null,4756,null,null,6522,null,null,2961,null,null,4576,null,null,4782,null,null,5455,null,null,6000,null,null,4863,null,null,4202,null,null,680,null,null,55
435563,1773,199671,5666,190992,5593,170179,5221,148364,5767,21305,2896,578,287,4289,1104,20813,2434,8679,1017,8642,1009,3867,770,3603,918,7851,1048,387,211,37,67,114670,5559,102285,5393,79419,4786,54847,3762,15230,2315,1692,571,7952,1653,22866,3078,12385,1443,12223,1459,3673,900,4811,849,11863,1361,761,408,162,235,121222,3948,57151,3639,47158,3851,23595,2347,9063,1589,8616,1720,13751,2026,9993,1578,64071,1706,63757,1735,17982,1962,26196,2401,63002,1677,7519,1311,314,207,1773,null,null,5666,null,null,5593,null,null,5221,null,null,5767,null,null,2896,null,null,287,null,null,1104,null,null,2434,null,null,1017,null,null,1009,null,null,770,null,null,918,null,null,1048,null,null,211,null,null,67,null,null,5559,null,null,5393,null,null,4786,null,null,3762,null,null,2315,null,null,571,null,null,1653,null,null,3078,null,null,1443,null,null,1459,null,null,900,null,null,849,null,null,1361,null,null,408,null,null,235,null,null,3948,null,null,3639,null,null,3851,null,null,2347,null,null,1589,null,null,1720,null,null,2026,null,null,1578,null,null,1706,null,null,1735,null,null,1962,null,null,2401,null,null,1677,null,null,1311,null,null,207,null,null,56
2688528,884,700051,13068,674702,12732,612377,13108,415465,12145,94370,6788,4698,1009,117043,5619,62325,5193,25349,2332,24594,2248,11070,1456,4885,914,19418,2063,3058,869,755,562,425539,9907,403940,9713,350259,8838,94269,4764,48795,3516,6282,1147,210395,7426,53681,4523,21599,2212,20985,2253,3869,882,4004,832,20118,2242,5399,1095,614,417,1562938,12274,970413,12119,902655,11351,156271,6600,95319,6656,147185,6576,607348,12687,67758,5170,592525,2940,589082,3025,69765,4115,80531,4941,575628,3607,246038,6368,3443,914,884,null,null,13068,null,null,12732,null,null,13108,null,null,12145,null,null,6788,null,null,1009,null,null,5619,null,null,5193,null,null,2332,null,null,2248,null,null,1456,null,null,914,null,null,2063,null,null,869,null,null,562,null,null,9907,null,null,9713,null,null,8838,null,null,4764,null,null,3516,null,null,1147,null,null,7426,null,null,4523,null,null,2212,null,null,2253,null,null,882,null,null,832,null,null,2242,null,null,1095,null,null,417,null,null,12274,null,null,12119,null,null,11351,null,null,6600,null,null,6656,null,null,6576,null,null,12687,null,null,5170,null,null,2940,null,null,3025,null,null,4115,null,null,4941,null,null,3607,null,null,6368,null,null,914,null,null,72
3684477,4077,1498550,14704,1439183,14849,1310042,16129,1149895,15248,155850,7560,7310,1331,37873,3205,129141,7782,59367,3388,58361,3258,37087,2395,13857,1580,50717,2955,3610,909,1006,950,755729,13127,674921,12095,543313,10779,366485,9695,113307,5879,13472,1767,68828,5205,131608,6812,80808,3488,80104,3439,32469,2083,29323,1895,78576,3447,6325,1114,704,496,1430198,14321,807399,13938,663293,12093,270610,7856,119127,5475,175954,6751,240862,7938,144106,7624,622799,4970,621123,4820,189137,6041,208065,5648,615135,4803,106666,4296,1676,710,4077,null,null,14704,null,null,14849,null,null,16129,null,null,15248,null,null,7560,null,null,1331,null,null,3205,null,null,7782,null,null,3388,null,null,3258,null,null,2395,null,null,1580,null,null,2955,null,null,909,null,null,950,null,null,13127,null,null,12095,null,null,10779,null,null,9695,null,null,5879,null,null,1767,null,null,5205,null,null,6812,null,null,3488,null,null,3439,null,null,2083,null,null,1895,null,null,3447,null,null,1114,null,null,496,null,null,14321,null,null,13938,null,null,12093,null,null,7856,null,null,5475,null,null,6751,null,null,7938,null,null,7624,null,null,4970,null,null,4820,null,null,6041,null,null,5648,null,null,4803,null,null,4296,null,null,710,null,null,01
531580,1773,225579,5219,215973,5141,189273,4555,157996,4486,16712,1840,1231,820,9002,1489,26700,2602,9606,1378,9440,1379,6873,1330,876,460,7214,1115,325,222,166,155,177771,4929,164055,4887,125943,4604,85699,4460,15605,2124,2300,703,22598,2443,38112,3073,13716,1494,13574,1510,7550,1132,1699,507,12728,1475,1193,436,142,92,128230,4527,77156,3861,60581,3461,25892,2453,5041,1306,6868,1437,23911,2360,16575,1953,51074,1870,50735,1895,21901,1633,8040,1290,50313,1930,10278,1488,339,226,1773,null,null,5219,null,null,5141,null,null,4555,null,null,4486,null,null,1840,null,null,820,null,null,1489,null,null,2602,null,null,1378,null,null,1379,null,null,1330,null,null,460,null,null,1115,null,null,222,null,null,155,null,null,4929,null,null,4887,null,null,4604,null,null,4460,null,null,2124,null,null,703,null,null,2443,null,null,3073,null,null,1494,null,null,1510,null,null,1132,null,null,507,null,null,1475,null,null,436,null,null,92,null,null,4527,null,null,3861,null,null,3461,null,null,2453,null,null,1306,null,null,1437,null,null,2360,null,null,1953,null,null,1870,null,null,1895,null,null,1633,null,null,1290,null,null,1930,null,null,1488,null,null,226,null,null,02
5195605,1999,2116560,19432,2032162,18873,1801150,20515,1470879,18072,194723,9027,6981,1391,168342,8513,231012,10522,84398,3712,83545,3662,44557,2555,17807,1810,68084,3610,3474,1024,853,519,1168699,18045,1044999,17304,866215,14491,491352,11365,139662,6666,17079,2182,245845,9067,178784,8222,123700,4893,123364,4925,32968,2664,39721,2985,120667,4909,9697,1428,336,260,1910346,16092,959004,15295,814709,13969,290485,7657,125444,5602,112583,5859,367610,11144,144295,6387,951342,5913,944830,6166,230557,6974,301606,6969,929894,6782,127413,5130,6512,1243,1999,null,null,19432,null,null,18873,null,null,20515,null,null,18072,null,null,9027,null,null,1391,null,null,8513,null,null,10522,null,null,3712,null,null,3662,null,null,2555,null,null,1810,null,null,3610,null,null,1024,null,null,519,null,null,18045,null,null,17304,null,null,14491,null,null,11365,null,null,6666,null,null,2182,null,null,9067,null,null,8222,null,null,4893,null,null,4925,null,null,2664,null,null,2985,null,null,4909,null,null,1428,null,null,260,null,null,16092,null,null,15295,null,null,13969,null,null,7657,null,null,5602,null,null,5859,null,null,11144,null,null,6387,null,null,5913,null,null,6166,null,null,6974,null,null,6969,null,null,6782,null,null,5130,null,null,1243,null,null,04
2229117,2299,931802,10701,895522,10240,811319,10539,675026,9520,95681,4928,6880,1384,62429,4135,84203,5648,36280,2599,36003,2589,20833,1937,9526,1250,31599,2435,2679,842,277,324,462741,10610,412611,10200,343596,9962,190228,7528,65515,4707,10470,1792,92812,5363,69015,5041,50130,3139,50011,3126,13801,1434,20111,2228,49013,3059,3828,858,119,148,834574,11240,449383,10580,398535,9787,127332,6243,61426,3985,97595,4901,185110,7910,50848,4539,385191,4842,383421,4969,81960,3901,137653,4985,380516,5041,62314,3528,1770,918,2299,null,null,10701,null,null,10240,null,null,10539,null,null,9520,null,null,4928,null,null,1384,null,null,4135,null,null,5648,null,null,2599,null,null,2589,null,null,1937,null,null,1250,null,null,2435,null,null,842,null,null,324,null,null,10610,null,null,10200,null,null,9962,null,null,7528,null,null,4707,null,null,1792,null,null,5363,null,null,5041,null,null,3139,null,null,3126,null,null,1434,null,null,2228,null,null,3059,null,null,858,null,null,148,null,null,11240,null,null,10580,null,null,9787,null,null,6243,null,null,3985,null,null,4901,null,null,7910,null,null,4539,null,null,4842,null,null,4969,null,null,3901,null,null,4985,null,null,5041,null,null,3528,null,null,918,null,null,05
29684037,5417,12465648,40986,11977077,38657,10949047,40664,8754381,42530,1233247,21492,66693,4644,1215468,22441,1028030,19085,488571,10434,481345,10213,275412,8033,94226,4734,366901,8985,30254,2503,7226,1387,7397139,41975,6795858,41583,5967014,38284,3277301,29516,1046317,18095,103726,5125,1804550,22175,828844,16176,601281,10797,595043,10676,211501,5849,163663,5236,563316,10397,66336,3892,6238,1323,9821250,41174,5658913,39243,4994552,35233,1881641,22891,754754,15756,544063,12266,2355983,29938,664361,18045,4162337,13772,4120948,13520,1144119,16162,977664,14478,4039356,14826,1006003,14984,41389,3753,5417,null,null,40986,null,null,38657,null,null,40664,null,null,42530,null,null,21492,null,null,4644,null,null,22441,null,null,19085,null,null,10434,null,null,10213,null,null,8033,null,null,4734,null,null,8985,null,null,2503,null,null,1387,null,null,41975,null,null,41583,null,null,38284,null,null,29516,null,null,18095,null,null,5125,null,null,22175,null,null,16176,null,null,10797,null,null,10676,null,null,5849,null,null,5236,null,null,10397,null,null,3892,null,null,1323,null,null,41174,null,null,39243,null,null,35233,null,null,22891,null,null,15756,null,null,12266,null,null,29938,null,null,18045,null,null,13772,null,null,13520,null,null,16162,null,null,14478,null,null,14826,null,null,14984,null,null,3753,null,null,06
4189593,3317,1977448,16561,1904992,15770,1737915,15425,1431080,15769,203720,7514,7521,1399,124321,5925,167077,8052,72456,3560,71604,3589,39105,2607,14544,1578,57815,3343,3626,746,852,594,1080817,14677,969196,13977,848691,13283,495048,8755,145783,6385,16159,1982,208755,7771,120505,6039,111621,4343,111201,4364,32185,2526,36359,2576,106351,4165,7532,1094,420,265,1131328,13794,587514,12296,521262,11244,210429,7509,92090,5452,77561,4664,194122,6908,66252,4261,543814,5393,539826,5382,144545,5207,172995,6266,532295,5324,67868,3040,3988,1210,3317,null,null,16561,null,null,15770,null,null,15425,null,null,15769,null,null,7514,null,null,1399,null,null,5925,null,null,8052,null,null,3560,null,null,3589,null,null,2607,null,null,1578,null,null,3343,null,null,746,null,null,594,null,null,14677,null,null,13977,null,null,13283,null,null,8755,null,null,6385,null,null,1982,null,null,7771,null,null,6039,null,null,4343,null,null,4364,null,null,2526,null,null,2576,null,null,4165,null,null,1094,null,null,265,null,null,13794,null,null,12296,null,null,11244,null,null,7509,null,null,5452,null,null,4664,null,null,6908,null,null,4261,null,null,5393,null,null,5382,null,null,5207,null,null,6266,null,null,5324,null,null,3040,null,null,1210,null,null,08
2773695,1062,1239284,13446,1177706,12497,1113810,13102,951724,13186,108785,5803,4577,1251,76577,5279,63896,4845,61578,3193,61513,3178,41282,2691,11236,1330,47846,2660,2473,632,65,108,722222,11560,640864,10949,587817,10238,367747,9505,83262,5190,12868,1995,152770,6016,53047,4869,81358,4029,80890,4023,33362,2589,26606,2174,78011,3833,6962,1096,468,332,812189,10327,398864,10251,367053,10157,154000,6270,54767,3753,54630,4061,150572,6753,31811,3558,413325,4357,411265,4350,134868,4856,135653,4679,405244,4288,65698,3762,2060,843,1062,null,null,13446,null,null,12497,null,null,13102,null,null,13186,null,null,5803,null,null,1251,null,null,5279,null,null,4845,null,null,3193,null,null,3178,null,null,2691,null,null,1330,null,null,2660,null,null,632,null,null,108,null,null,11560,null,null,10949,null,null,10238,null,null,9505,null,null,5190,null,null,1995,null,null,6016,null,null,4869,null,null,4029,null,null,4023,null,null,2589,null,null,2174,null,null,3833,null,null,1096,null,null,332,null,null,10327,null,null,10251,null,null,10157,null,null,6270,null,null,3753,null,null,4061,null,null,6753,null,null,3558,null,null,4357,null,null,4350,null,null,4856,null,null,4679,null,null,4288,null,null,3762,null,null,843,null,null,09
