B17020G_001E,B17020G_001M,B17020G_002E,B17020G_002M,B17020G_003E,B17020G_003M,B17020G_004E,B17020G_004M,B17020G_005E,B17020G_005M,B17020G_006E,B17020G_006M,B17020G_007E,B17020G_007M,B17020G_008E,B17020G_008M,B17020G_009E,B17020G_009M,B17020G_010E,B17020G_010M,B17020G_011E,B17020G_011M,B17020G_012E,B17020G_012M,B17020G_013E,B17020G_013M,B17020G_014E,B17020G_014M,B17020G_015E,B17020G_015M,B17020G_016E,B17020G_016M,B17020G_017E,B17020G_017M,B17020G_001M,B17020G_001EA,B17020G_001MA,B17020G_002M,B17020G_002EA,B17020G_002MA,B17020G_003M,B17020G_003EA,B17020G_003MA,B17020G_004M,B17020G_004EA,B17020G_004MA,B17020G_005M,B17020G_005EA,B17020G_005MA,B17020G_006M,B17020G_006EA,B17020G_006MA,B17020G_007M,B17020G_007EA,B17020G_007MA,B17020G_008M,B17020G_008EA,B17020G_008MA,B17020G_009M,B17020G_009EA,B17020G_009MA,B17020G_010M,B17020G_010EA,B17020G_010MA,B17020G_011M,B17020G_011EA,B17020G_011MA,B17020G_012M,B17020G_012EA,B17020G_012MA,B17020G_013M,B17020G_013EA,B17020G_013MA,B17020G_014M,B17020G_014EA,B17020G_014MA,B17020G_015M,B17020G_015EA,B17020G_015MA,B17020G_016M,B17020G_016EA,B17020G_016MA,B17020G_017M,B17020G_017EA,B17020G_017MA,state
24725,2429,6078,1535,1461,679,850,448,468,326,2718,831,498,276,66,87,17,46,18647,2333,2055,661,3471,998,2543,778,9119,1546,1028,362,264,210,167,307,2429,null,null,1535,null,null,679,null,null,448,null,null,326,null,null,831,null,null,276,null,null,87,null,null,46,null,null,2333,null,null,661,null,null,998,null,null,778,null,null,1546,null,null,362,null,null,210,null,null,307,null,null,23
195218,10827,22838,3770,5002,1620,5029,1784,3566,1117,7855,1535,961,409,392,384,33,73,172380,10523,32675,3588,28912,3151,22320,2939,76911,5504,8799,1411,2271,825,492,337,10827,null,null,3770,null,null,1620,null,null,1784,null,null,1117,null,null,1535,null,null,409,null,null,384,null,null,73,null,null,10523,null,null,3588,null,null,3151,null,null,2939,null,null,5504,null,null,1411,null,null,825,null,null,337,null,null,24
202643,11177,34149,5256,6188,1930,6620,1683,4198,1052,14966,2769,1663,785,373,308,141,171,168494,10427,29379,3237,21196,2891,21275,2765,85037,6784,8214,1359,2747,903,646,373,11177,null,null,5256,null,null,1930,null,null,1683,null,null,1052,null,null,2769,null,null,785,null,null,308,null,null,171,null,null,10427,null,null,3237,null,null,2891,null,null,2765,null,null,6784,null,null,1359,null,null,903,null,null,373,null,null,25
295335,11899,67376,6777,12067,1609,13735,2380,11316,2211,27615,3057,1963,585,626,321,54,73,227959,9476,36906,3165,35200,3257,32494,2680,103874,5631,15334,1598,3496,857,655,367,11899,null,null,6777,null,null,1609,null,null,2380,null,null,2211,null,null,3057,null,null,585,null,null,321,null,null,73,null,null,9476,null,null,3165,null,null,3257,null,null,2680,null,null,5631,null,null,1598,null,null,857,null,null,367,null,null,26
151961,7706,26744,4427,5385,1318,7595,2201,3503,905,9494,1645,753,512,14,21,0,149,125217,6975,23897,2330,22085,2346,17943,1779,55019,4195,5018,1212,1179,421,76,74,7706,null,null,4427,null,null,1318,null,null,2201,null,null,905,null,null,1645,null,null,512,null,null,21,null,null,149,null,null,6975,null,null,2330,null,null,2346,null,null,1779,null,null,4195,null,null,1212,null,null,421,null,null,74,null,null,27
33224,4776,9357,2292,1656,926,2299,921,1369,550,3559,1358,213,244,81,109,180,203,23867,3766,3590,1256,4271,1475,3589,1415,9856,1951,1903,632,624,341,34,80,4776,null,null,2292,null,null,926,null,null,921,null,null,550,null,null,1358,null,null,244,null,null,109,null,null,203,null,null,3766,null,null,1256,null,null,1475,null,null,1415,null,null,1951,null,null,632,null,null,341,null,null,80,null,null,28
145356,8905,32485,4768,7536,1971,6109,1874,5564,1615,11808,1999,1269,482,181,179,18,32,112871,7599,17749,2044,18377,2754,17375,2793,47486,4477,9208,1333,1898,638,778,441,8905,null,null,4768,null,null,1971,null,null,1874,null,null,1615,null,null,1999,null,null,482,null,null,179,null,null,32,null,null,7599,null,null,2044,null,null,2754,null,null,2793,null,null,4477,null,null,1333,null,null,638,null,null,441,null,null,29
31261,2852,6054,1590,652,479,441,340,601,377,3834,1159,255,254,84,107,187,281,25207,2385,3387,1051,3497,1251,3474,849,11386,1547,2879,874,584,323,0,168,2852,null,null,1590,null,null,479,null,null,340,null,null,377,null,null,1159,null,null,254,null,null,107,null,null,281,null,null,2385,null,null,1051,null,null,1251,null,null,849,null,null,1547,null,null,874,null,null,323,null,null,168,null,null,30
43280,4437,8566,3243,1239,652,1441,839,1447,846,4139,2030,91,156,209,212,0,159,34714,3192,7576,1463,5142,1197,5605,1095,15164,1918,1077,456,150,114,0,159,4437,null,null,3243,null,null,652,null,null,839,null,null,846,null,null,2030,null,null,156,null,null,212,null,null,159,null,null,3192,null,null,1463,null,null,1197,null,null,1095,null,null,1918,null,null,456,null,null,114,null,null,159,null,null,31
136518,9495,22822,4934,5724,1480,4262,2076,2205,812,9356,2493,1050,659,59,75,166,165,113696,8098,19378,2646,15865,2724,14271,2300,55019,4317,6865,1315,2009,821,289,223,9495,null,null,4934,null,null,1480,null,null,2076,null,null,812,null,null,2493,null,null,659,null,null,75,null,null,165,null,null,8098,null,null,2646,null,null,2724,null,null,2300,null,null,4317,null,null,1315,null,null,821,null,null,223,null,null,32
26367,2914,5012,1519,1225,817,687,426,137,145,2745,1147,11,17,14,27,193,243,21355,2815,3310,905,3456,1136,2396,687,10018,1848,1949,727,128,147,98,68,2914,null,null,1519,null,null,817,null,null,426,null,null,145,null,null,1147,null,null,17,null,null,27,null,null,243,null,null,2815,null,null,905,null,null,1136,null,null,687,null,null,1848,null,null,727,null,null,147,null,null,68,null,null,33
233170,12648,33637,6405,7734,1953,6107,2193,3699,1202,13480,2838,1822,647,692,454,103,162,199533,11479,35995,3356,30574,2826,24542,2688,90631,6909,14124,1908,2887,772,780,392,12648,null,null,6405,null,null,1953,null,null,2193,null,null,1202,null,null,2838,null,null,647,null,null,454,null,null,162,null,null,11479,null,null,3356,null,null,2826,null,null,2688,null,null,6909,null,null,1908,null,null,772,null,null,392,null,null,34
64337,6253,12467,3064,2816,1193,2662,1415,1432,643,4366,1244,1024,497,114,183,53,87,51870,5344,4958,1113,5845,1629,7077,1418,27105,3398,4493,1167,1572,652,820,519,6253,null,null,3064,null,null,1193,null,null,1415,null,null,643,null,null,1244,null,null,497,null,null,183,null,null,87,null,null,5344,null,null,1113,null,null,1629,null,null,1418,null,null,3398,null,null,1167,null,null,652,null,null,519,null,null,35
596731,22468,123386,10209,23969,3478,18728,3233,16237,2667,54502,4836,6871,1387,2526,840,553,336,473345,20401,81026,5345,62637,5139,49122,3811,238532,12046,30548,2735,8509,1480,2971,889,22468,null,null,10209,null,null,3478,null,null,3233,null,null,2667,null,null,4836,null,null,1387,null,null,840,null,null,336,null,null,20401,null,null,5345,null,null,5139,null,null,3811,null,null,12046,null,null,2735,null,null,1480,null,null,889,null,null,36
258309,12735,54003,6933,12902,2741,11454,1986,7188,1534,20162,3055,1847,631,294,225,156,185,204306,10785,38555,3812,35365,4123,29340,3373,86167,6073,11917,1868,2447,760,515,308,12735,null,null,6933,null,null,2741,null,null,1986,null,null,1534,null,null,3055,null,null,631,null,null,225,null,null,185,null,null,10785,null,null,3812,null,null,4123,null,null,3373,null,null,6073,null,null,1868,null,null,760,null,null,308,null,null,37
20673,2889,3908,1842,1342,769,910,767,145,138,1410,759,84,107,17,30,0,155,16765,2627,3712,1182,2167,691,1301,650,9087,1463,347,213,94,85,57,122,2889,null,null,1842,null,null,769,null,null,767,null,null,138,null,null,759,null,null,107,null,null,30,null,null,155,null,null,2627,null,null,1182,null,null,691,null,null,650,null,null,1463,null,null,213,null,null,85,null,null,122,null,null,38
312621,12654,85234,8079,19971,2418,16535,2386,12792,2759,33182,3991,2369,978,363,285,22,39,227387,11748,41177,4020,37862,3295,33738,3061,99747,6585,10863,1716,3241,888,759,293,12654,null,null,8079,null,null,2418,null,null,2386,null,null,2759,null,null,3991,null,null,978,null,null,285,null,null,39,null,null,11748,null,null,4020,null,null,3295,null,null,3061,null,null,6585,null,null,1716,null,null,888,null,null,293,null,null,39
294734,7968,65194,5530,13252,2474,12770,2104,8341,1283,26624,2542,3198,625,779,295,230,181,229540,7354,31711,2633,30780,2159,28715,2476,112946,5072,18379,1306,5030,771,1979,546,7968,null,null,5530,null,null,2474,null,null,2104,null,null,1283,null,null,2542,null,null,625,null,null,295,null,null,181,null,null,7354,null,null,2633,null,null,2159,null,null,2476,null,null,5072,null,null,1306,null,null,771,null,null,546,null,null,40
200398,10671,39315,5759,7308,2178,6474,1998,3943,1348,19868,2690,1529,608,93,115,100,147,161083,9052,24883,2924,23217,3294,19426,2847,78846,5528,10902,1493,2732,782,1077,412,10671,null,null,5759,null,null,2178,null,null,1998,null,null,1348,null,null,2690,null,null,608,null,null,115,null,null,147,null,null,9052,null,null,2924,null,null,3294,null,null,2847,null,null,5528,null,null,1493,null,null,782,null,null,412,null,null,41
310076,13778,77912,7228,16538,2685,15764,2426,12156,2542,29871,3700,2972,829,358,236,253,264,232164,12753,40571,4032,38520,3619,35668,3865,100898,6718,12678,2040,3190,959,639,394,13778,null,null,7228,null,null,2685,null,null,2426,null,null,2542,null,null,3700,null,null,829,null,null,236,null,null,264,null,null,12753,null,null,4032,null,null,3619,null,null,3865,null,null,6718,null,null,2040,null,null,959,null,null,394,null,null,42
31262,4405,7232,2237,1336,878,1232,655,1319,849,3156,1380,189,168,0,208,0,208,24030,3744,4032,1371,3442,1080,3507,1059,11401,2080,1408,586,240,227,0,208,4405,null,null,2237,null,null,878,null,null,655,null,null,849,null,null,1380,null,null,168,null,null,208,null,null,208,null,null,3744,null,null,1371,null,null,1080,null,null,1059,null,null,2080,null,null,586,null,null,227,null,null,208,null,null,44
102948,8997,29193,5217,8384,2342,6390,1711,3811,1190,9443,2181,776,443,204,207,185,294,73755,7292,16503,3065,11558,2260,10281,2232,29430,3716,4740,1082,850,322,393,280,8997,null,null,5217,null,null,2342,null,null,1711,null,null,1190,null,null,2181,null,null,443,null,null,207,null,null,294,null,null,7292,null,null,3065,null,null,2260,null,null,2232,null,null,3716,null,null,1082,null,null,322,null,null,280,null,null,45
20525,2941,5757,1693,1417,865,813,524,1046,632,2349,842,85,138,0,157,47,84,14768,2495,3205,1127,2462,794,2334,807,6073,1329,589,333,105,98,0,157,2941,null,null,1693,null,null,865,null,null,524,null,null,632,null,null,842,null,null,138,null,null,157,null,null,84,null,null,2495,null,null,1127,null,null,794,null,null,807,null,null,1329,null,null,333,null,null,98,null,null,157,null,null,46
135163,9722,32509,4183,7845,1897,7245,1627,4014,1211,12208,1914,881,413,263,259,53,95,102654,8422,18078,2451,16956,2975,13475,2729,44628,4649,7526,1387,1761,615,230,193,9722,null,null,4183,null,null,1897,null,null,1627,null,null,1211,null,null,1914,null,null,413,null,null,259,null,null,95,null,null,8422,null,null,2451,null,null,2975,null,null,2729,null,null,4649,null,null,1387,null,null,615,null,null,193,null,null,47
696627,21344,107002,8922,23178,3796,19806,3474,13974,2906,42384,4263,6125,1234,1225,492,310,199,589625,19753,96677,4988,92421,6673,79435,6120,274149,11608,37183,3613,6809,1385,2951,960,21344,null,null,8922,null,null,3796,null,null,3474,null,null,2906,null,null,4263,null,null,1234,null,null,492,null,null,199,null,null,19753,null,null,4988,null,null,6673,null,null,6120,null,null,11608,null,null,3613,null,null,1385,null,null,960,null,null,48
86557,6546,9797,2214,2530,1031,1371,635,1258,563,4490,1307,87,108,61,106,0,190,76760,6361,14200,2139,12635,2002,11261,2021,35296,3183,2372,654,900,564,96,137,6546,null,null,2214,null,null,1031,null,null,635,null,null,563,null,null,1307,null,null,108,null,null,106,null,null,190,null,null,6361,null,null,2139,null,null,2002,null,null,2021,null,null,3183,null,null,654,null,null,564,null,null,137,null,null,49
11482,1616,2560,681,327,220,281,178,275,210,1302,509,224,205,151,192,0,151,8922,1580,1528,473,1789,730,821,596,3308,887,1426,504,31,43,19,34,1616,null,null,681,null,null,220,null,null,178,null,null,210,null,null,509,null,null,205,null,null,192,null,null,151,null,null,1580,null,null,473,null,null,730,null,null,596,null,null,887,null,null,504,null,null,43,null,null,34,null,null,50
300626,12848,42291,5196,10344,2798,7271,1694,3962,1133,18069,2615,1876,666,495,329,274,294,258335,11549,48596,3909,39201,3745,37105,3349,115776,6400,13912,2043,2630,788,1115,506,12848,null,null,5196,null,null,2798,null,null,1694,null,null,1133,null,null,2615,null,null,666,null,null,329,null,null,294,null,null,11549,null,null,3909,null,null,3745,null,null,3349,null,null,6400,null,null,2043,null,null,788,null,null,506,null,null,51
403155,15422,55581,5801,7304,1874,9394,1941,7260,1536,29130,3456,2208,664,228,189,57,91,347574,15089,56550,4657,56358,4554,45759,3544,164453,7943,19633,2108,3393,842,1428,670,15422,null,null,5801,null,null,1874,null,null,1941,null,null,1536,null,null,3456,null,null,664,null,null,189,null,null,91,null,null,15089,null,null,4657,null,null,4554,null,null,3544,null,null,7943,null,null,2108,null,null,842,null,null,670,null,null,53
29673,3375,7348,1805,1548,789,2138,943,827,596,2400,980,435,335,0,193,0,193,22325,2977,4154,1168,3774,977,4240,1465,7430,1452,2238,834,465,361,24,40,3375,null,null,1805,null,null,789,null,null,943,null,null,596,null,null,980,null,null,335,null,null,193,null,null,193,null,null,2977,null,null,1168,null,null,977,null,null,1465,null,null,1452,null,null,834,null,null,361,null,null,40,null,null,54
133369,7653,30993,3880,8338,2002,6848,1406,4083,1324,10793,1846,550,255,120,119,261,282,102376,7068,20669,2583,20253,2816,14753,2198,41691,3353,3766,798,1014,409,230,163,7653,null,null,3880,null,null,2002,null,null,1406,null,null,1324,null,null,1846,null,null,255,null,null,119,null,null,282,null,null,7068,null,null,2583,null,null,2816,null,null,2198,null,null,3353,null,null,798,null,null,409,null,null,163,null,null,55
14436,2058,3708,1305,931,612,1124,740,539,388,1102,488,12,25,0,197,0,197,10728,2075,989,433,1237,695,1545,775,5833,1444,888,468,188,165,48,98,2058,null,null,1305,null,null,612,null,null,740,null,null,388,null,null,488,null,null,25,null,null,197,null,null,197,null,null,2075,null,null,433,null,null,695,null,null,775,null,null,1444,null,null,468,null,null,165,null,null,98,null,null,56
144155,10092,64613,7334,5191,1643,7568,1641,6566,1656,34562,4488,7333,1292,2371,737,1022,497,79542,7454,3844,1305,4644,1505,6072,1635,45356,5320,13981,2167,4083,1039,1562,581,10092,null,null,7334,null,null,1643,null,null,1641,null,null,1656,null,null,4488,null,null,1292,null,null,737,null,null,497,null,null,7454,null,null,1305,null,null,1505,null,null,1635,null,null,5320,null,null,2167,null,null,1039,null,null,581,null,null,72
81133,6924,18934,4228,4090,1604,4122,1387,2494,750,7269,2003,713,362,228,241,18,37,62199,5287,10029,2113,8939,1949,7852,1541,27878,2905,6002,1042,1112,367,387,233,6924,null,null,4228,null,null,1604,null,null,1387,null,null,750,null,null,2003,null,null,362,null,null,241,null,null,37,null,null,5287,null,null,2113,null,null,1949,null,null,1541,null,null,2905,null,null,1042,null,null,367,null,null,233,null,null,01
62275,5132,7357,1982,1337,457,1508,685,1604,734,2735,860,173,154,0,155,0,155,54918,4925,9897,1519,8552,1539,7424,1653,25406,2606,3290,859,271,137,78,105,5132,null,null,1982,null,null,457,null,null,685,null,null,734,null,null,860,null,null,154,null,null,155,null,null,155,null,null,4925,null,null,1519,null,null,1539,null,null,1653,null,null,2606,null,null,859,null,null,137,null,null,105,null,null,02
240528,13626,46509,6196,9582,2044,6894,1558,7495,1910,20124,3022,2271,734,143,173,0,204,194019,12215,32447,3490,32573,3581,27941,3106,85374,6222,12410,2102,2404,775,870,464,13626,null,null,6196,null,null,2044,null,null,1558,null,null,1910,null,null,3022,null,null,734,null,null,173,null,null,204,null,null,12215,null,null,3490,null,null,3581,null,null,3106,null,null,6222,null,null,2102,null,null,775,null,null,464,null,null,04
75458,5995,18399,3197,4952,1630,4554,1323,1580,637,5602,1324,1247,660,311,229,153,174,57059,5012,9028,1853,9369,2042,6953,1620,25300,3191,4311,817,1493,524,605,424,5995,null,null,3197,null,null,1630,null,null,1323,null,null,637,null,null,1324,null,null,660,null,null,229,null,null,174,null,null,5012,null,null,1853,null,null,2042,null,null,1620,null,null,3191,null,null,817,null,null,524,null,null,424,null,null,05
1832060,30283,249004,13858,47090,5774,39915,4629,28410,3003,114020,6326,13332,1904,4233,1086,2004,801,1583056,28110,252812,8896,225417,7800,205137,8464,766387,16844,102017,5221,22012,2037,9274,1531,30283,null,null,13858,null,null,5774,null,null,4629,null,null,3003,null,null,6326,null,null,1904,null,null,1086,null,null,801,null,null,28110,null,null,8896,null,null,7800,null,null,8464,null,null,16844,null,null,5221,null,null,2037,null,null,1531,null,null,06
180526,9718,26754,4410,3396,1069,4364,1828,2921,947,13589,2124,1875,756,481,288,128,163,153772,8630,26214,3077,23261,3176,21110,2421,72281,4321,8732,1194,1878,699,296,230,9718,null,null,4410,null,null,1069,null,null,1828,null,null,947,null,null,2124,null,null,756,null,null,288,null,null,163,null,null,8630,null,null,3077,null,null,3176,null,null,2421,null,null,4321,null,null,1194,null,null,699,null,null,230,null,null,08
107533,8364,18551,4201,4529,2082,2573,973,2015,806,8519,2091,758,436,157,193,0,200,88982,8054,16172,2443,15872,2308,11556,2203,40091,4586,4403,921,760,369,128,107,8364,null,null,4201,null,null,2082,null,null,973,null,null,806,null,null,2091,null,null,436,null,null,193,null,null,200,null,null,8054,null,null,2443,null,null,2308,null,null,2203,null,null,4586,null,null,921,null,null,369,null,null,107,null,null,09
24979,3571,4789,1602,495,382,1137,663,650,444,2078,953,429,486,0,193,0,193,20190,2998,4986,1256,2824,1013,2516,1064,8655,1592,882,402,112,105,215,175,3571,null,null,1602,null,null,382,null,null,663,null,null,444,null,null,953,null,null,486,null,null,193,null,null,193,null,null,2998,null,null,1256,null,null,1013,null,null,1064,null,null,1592,null,null,402,null,null,105,null,null,175,null,null,10
16809,2382,1747,890,181,221,67,110,67,110,861,401,514,377,57,91,0,203,15062,2291,3386,781,1300,525,1236,616,8083,1604,761,368,17,29,279,299,2382,null,null,890,null,null,221,null,null,110,null,null,110,null,null,401,null,null,377,null,null,91,null,null,203,null,null,2291,null,null,781,null,null,525,null,null,616,null,null,1604,null,null,368,null,null,29,null,null,299,null,null,11
