B23002G_001E,B23002G_001M,B23002G_002E,B23002G_002M,B23002G_003E,B23002G_003M,B23002G_004E,B23002G_004M,B23002G_005E,B23002G_005M,B23002G_006E,B23002G_006M,B23002G_007E,B23002G_007M,B23002G_008E,B23002G_008M,B23002G_009E,B23002G_009M,B23002G_010E,B23002G_010M,B23002G_011E,B23002G_011M,B23002G_012E,B23002G_012M,B23002G_013E,B23002G_013M,B23002G_014E,B23002G_014M,B23002G_015E,B23002G_015M,B23002G_016E,B23002G_016M,B23002G_017E,B23002G_017M,B23002G_018E,B23002G_018M,B23002G_019E,B23002G_019M,B23002G_020E,B23002G_020M,B23002G_021E,B23002G_021M,B23002G_022E,B23002G_022M,B23002G_023E,B23002G_023M,B23002G_024E,B23002G_024M,B23002G_025E,B23002G_025M,B23002G_026E,B23002G_026M,B23002G_027E,B23002G_027M,B23002G_028E,B23002G_028M,B23002G_029E,B23002G_029M,B23002G_030E,B23002G_030M,B23002G_031E,B23002G_031M,B23002G_032E,B23002G_032M,B23002G_033E,B23002G_033M,B23002G_034E,B23002G_034M,B23002G_035E,B23002G_035M,B23002G_036E,B23002G_036M,B23002G_037E,B23002G_037M,B23002G_038E,B23002G_038M,B23002G_039E,B23002G_039M,B23002G_040E,B23002G_040M,B23002G_041E,B23002G_041M,B23002G_042E,B23002G_042M,B23002G_043E,B23002G_043M,B23002G_044E,B23002G_044M,B23002G_045E,B23002G_045M,B23002G_046E,B23002G_046M,B23002G_047E,B23002G_047M,B23002G_048E,B23002G_048M,B23002G_049E,B23002G_049M,B23002G_050E,B23002G_050M,B23002G_051E,B23002G_051M,B23002G_052E,B23002G_052M,B23002G_053E,B23002G_053M,B23002G_054E,B23002G_054M,B23002G_055E,B23002G_055M,B23002G_056E,B23002G_056M,B23002G_057E,B23002G_057M,B23002G_058E,B23002G_058M,B23002G_059E,B23002G_059M,B23002G_060E,B23002G_060M,B23002G_061E,B23002G_061M,B23002G_062E,B23002G_062M,B23002G_063E,B23002G_063M,B23002G_064E,B23002G_064M,B23002G_065E,B23002G_065M,B23002G_066E,B23002G_066M,B23002G_067E,B23002G_067M,B23002G_068E,B23002G_068M,B23002G_069E,B23002G_069M,B23002G_070E,B23002G_070M,B23002G_071E,B23002G_071M,B23002G_072E,B23002G_072M,B23002G_073E,B23002G_073M,B23002G_074E,B23002G_074M,B23002G_075E,B23002G_075M,B23002G_076E,B23002G_076M,B23002G_077E,B23002G_077M,B23002G_078E,B23002G_078M,B23002G_079E,B23002G_079M,B23002G_001M,B23002G_001EA,B23002G_001MA,B23002G_002M,B23002G_002EA,B23002G_002MA,B23002G_003M,B23002G_003EA,B23002G_003MA,B23002G_004M,B23002G_004EA,B23002G_004MA,B23002G_005M,B23002G_005EA,B23002G_005MA,B23002G_006M,B23002G_006EA,B23002G_006MA,B23002G_007M,B23002G_007EA,B23002G_007MA,B23002G_008M,B23002G_008EA,B23002G_008MA,B23002G_009M,B23002G_009EA,B23002G_009MA,B23002G_010M,B23002G_010EA,B23002G_010MA,B23002G_011M,B23002G_011EA,B23002G_011MA,B23002G_012M,B23002G_012EA,B23002G_012MA,B23002G_013M,B23002G_013EA,B23002G_013MA,B23002G_014M,B23002G_014EA,B23002G_014MA,B23002G_015M,B23002G_015EA,B23002G_015MA,B23002G_016M,B23002G_016EA,B23002G_016MA,B23002G_017M,B23002G_017EA,B23002G_017MA,B23002G_018M,B23002G_018EA,B23002G_018MA,B23002G_019M,B23002G_019EA,B23002G_019MA,B23002G_020M,B23002G_020EA,B23002G_020MA,B23002G_021M,B23002G_021EA,B23002G_021MA,B23002G_022M,B23002G_022EA,B23002G_022MA,B23002G_023M,B23002G_023EA,B23002G_023MA,B23002G_024M,B23002G_024EA,B23002G_024MA,B23002G_025M,B23002G_025EA,B23002G_025MA,B23002G_026M,B23002G_026EA,B23002G_026MA,B23002G_027M,B23002G_027EA,B23002G_027MA,B23002G_028M,B23002G_028EA,B23002G_028MA,B23002G_029M,B23002G_029EA,B23002G_029MA,B23002G_030M,B23002G_030EA,B23002G_030MA,B23002G_031M,B23002G_031EA,B23002G_031MA,B23002G_032M,B23002G_032EA,B23002G_032MA,B23002G_033M,B23002G_033EA,B23002G_033MA,B23002G_034M,B23002G_034EA,B23002G_034MA,B23002G_035M,B23002G_035EA,B23002G_035MA,B23002G_036M,B23002G_036EA,B23002G_036MA,B23002G_037M,B23002G_037EA,B23002G_037MA,B23002G_038M,B23002G_038EA,B23002G_038MA,B23002G_039M,B23002G_039EA,B23002G_039MA,B23002G_040M,B23002G_040EA,B23002G_040MA,B23002G_041M,B23002G_041EA,B23002G_041MA,B23002G_042M,B23002G_042EA,B23002G_042MA,B23002G_043M,B23002G_043EA,B23002G_043MA,B23002G_044M,B23002G_044EA,B23002G_044MA,B23002G_045M,B23002G_045EA,B23002G_045MA,B23002G_046M,B23002G_046EA,B23002G_046MA,B23002G_047M,B23002G_047EA,B23002G_047MA,B23002G_048M,B23002G_048EA,B23002G_048MA,B23002G_049M,B23002G_049EA,B23002G_049MA,B23002G_050M,B23002G_050EA,B23002G_050MA,B23002G_051M,B23002G_051EA,B23002G_051MA,B23002G_052M,B23002G_052EA,B23002G_052MA,B23002G_053M,B23002G_053EA,B23002G_053MA,B23002G_054M,B23002G_054EA,B23002G_054MA,B23002G_055M,B23002G_055EA,B23002G_055MA,B23002G_056M,B23002G_056EA,B23002G_056MA,B23002G_057M,B23002G_057EA,B23002G_057MA,B23002G_058M,B23002G_058EA,B23002G_058MA,B23002G_059M,B23002G_059EA,B23002G_059MA,B23002G_060M,B23002G_060EA,B23002G_060MA,B23002G_061M,B23002G_061EA,B23002G_061MA,B23002G_062M,B23002G_062EA,B23002G_062MA,B23002G_063M,B23002G_063EA,B23002G_063MA,B23002G_064M,B23002G_064EA,B23002G_064MA,B23002G_065M,B23002G_065EA,B23002G_065MA,B23002G_066M,B23002G_066EA,B23002G_066MA,B23002G_067M,B23002G_067EA,B23002G_067MA,B23002G_068M,B23002G_068EA,B23002G_068MA,B23002G_069M,B23002G_069EA,B23002G_069MA,B23002G_070M,B23002G_070EA,B23002G_070MA,B23002G_071M,B23002G_071EA,B23002G_071MA,B23002G_072M,B23002G_072EA,B23002G_072MA,B23002G_073M,B23002G_073EA,B23002G_073MA,B23002G_074M,B23002G_074EA,B23002G_074MA,B23002G_075M,B23002G_075EA,B23002G_075MA,B23002G_076M,B23002G_076EA,B23002G_076MA,B23002G_077M,B23002G_077EA,B23002G_077MA,B23002G_078M,B23002G_078EA,B23002G_078MA,B23002G_079M,B23002G_079EA,B23002G_079MA,state
417261,14770,205225,9464,31244,3291,12726,2039,903,604,11823,2035,9680,1761,2143,759,18518,2743,27474,3170,21667,3126,1131,647,20536,3124,18661,3174,1875,838,5807,1213,111164,6760,93798,5816,1838,793,91960,5903,86844,5671,5116,1376,17366,2172,19614,2258,13447,1809,17,31,13430,1807,12936,1810,494,288,6167,1301,6318,1345,1652,673,1623,679,29,48,4666,1175,9411,1396,1391,479,1373,475,18,33,8020,1359,212036,8159,27092,2508,9432,1740,27,49,9405,1739,8642,1775,763,384,17660,2177,26188,3109,19619,2589,668,609,18951,2531,16909,2327,2042,850,6569,1731,114466,5678,83362,4773,436,261,82926,4765,78325,4708,4601,1391,31104,3094,23566,2344,11838,1579,0,220,11838,1579,10917,1511,921,417,11728,1716,8688,1380,2400,838,2349,824,51,70,6288,1078,12036,1835,1635,633,1523,625,112,148,10401,1662,14770,null,null,9464,null,null,3291,null,null,2039,null,null,604,null,null,2035,null,null,1761,null,null,759,null,null,2743,null,null,3170,null,null,3126,null,null,647,null,null,3124,null,null,3174,null,null,838,null,null,1213,null,null,6760,null,null,5816,null,null,793,null,null,5903,null,null,5671,null,null,1376,null,null,2172,null,null,2258,null,null,1809,null,null,31,null,null,1807,null,null,1810,null,null,288,null,null,1301,null,null,1345,null,null,673,null,null,679,null,null,48,null,null,1175,null,null,1396,null,null,479,null,null,475,null,null,33,null,null,1359,null,null,8159,null,null,2508,null,null,1740,null,null,49,null,null,1739,null,null,1775,null,null,384,null,null,2177,null,null,3109,null,null,2589,null,null,609,null,null,2531,null,null,2327,null,null,850,null,null,1731,null,null,5678,null,null,4773,null,null,261,null,null,4765,null,null,4708,null,null,1391,null,null,3094,null,null,2344,null,null,1579,null,null,220,null,null,1579,null,null,1511,null,null,417,null,null,1716,null,null,1380,null,null,838,null,null,824,null,null,70,null,null,1078,null,null,1835,null,null,633,null,null,625,null,null,148,null,null,1662,null,null,48
49096,3641,24806,2302,4886,1237,2525,938,0,190,2525,938,2276,934,249,195,2361,931,4897,1086,4124,912,58,80,4066,900,4011,901,55,77,773,431,12448,1830,10475,1823,432,459,10043,1759,9498,1794,545,373,1973,736,1306,462,1086,407,46,77,1040,413,1040,413,0,190,220,182,670,413,414,353,414,353,0,190,256,212,599,304,77,88,77,88,0,190,522,286,24290,2413,5236,1266,3176,1043,0,190,3176,1043,2818,1012,358,262,2060,661,5071,1116,4273,1060,0,190,4273,1060,4010,1041,263,214,798,435,11259,1624,8266,1455,105,126,8161,1435,7984,1417,177,205,2993,788,1283,548,643,433,0,190,643,433,643,433,0,190,640,339,615,265,16,32,16,32,0,190,599,268,826,517,0,190,0,190,0,190,826,517,3641,null,null,2302,null,null,1237,null,null,938,null,null,190,null,null,938,null,null,934,null,null,195,null,null,931,null,null,1086,null,null,912,null,null,80,null,null,900,null,null,901,null,null,77,null,null,431,null,null,1830,null,null,1823,null,null,459,null,null,1759,null,null,1794,null,null,373,null,null,736,null,null,462,null,null,407,null,null,77,null,null,413,null,null,413,null,null,190,null,null,182,null,null,413,null,null,353,null,null,353,null,null,190,null,null,212,null,null,304,null,null,88,null,null,88,null,null,190,null,null,286,null,null,2413,null,null,1266,null,null,1043,null,null,190,null,null,1043,null,null,1012,null,null,262,null,null,661,null,null,1116,null,null,1060,null,null,190,null,null,1060,null,null,1041,null,null,214,null,null,435,null,null,1624,null,null,1455,null,null,126,null,null,1435,null,null,1417,null,null,205,null,null,788,null,null,548,null,null,433,null,null,190,null,null,433,null,null,433,null,null,190,null,null,339,null,null,265,null,null,32,null,null,32,null,null,190,null,null,268,null,null,517,null,null,190,null,null,190,null,null,190,null,null,517,null,null,49
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,50
174350,7539,85893,5051,15414,2071,4983,1174,328,322,4655,1166,3493,988,1162,571,10431,1623,13610,2110,10556,1758,932,606,9624,1635,8567,1591,1057,617,3054,928,42011,3596,36291,3230,1766,566,34525,3235,33319,3148,1206,525,5720,1360,9074,1391,5807,1055,51,84,5756,1065,5690,1052,66,66,3267,778,2454,745,1048,660,972,646,76,124,1406,452,3330,909,769,442,671,408,98,122,2561,800,88457,4992,13150,2003,6026,1391,421,337,5605,1349,4228,1015,1377,799,7124,1346,13014,1923,8293,1405,79,157,8214,1397,7510,1496,704,579,4721,1271,47381,3889,36471,3828,366,370,36105,3745,32714,3576,3391,1102,10910,1783,8416,1568,4739,1298,73,125,4666,1296,4469,1297,197,186,3677,834,2864,806,825,387,788,375,37,63,2039,721,3632,821,188,175,112,137,76,114,3444,823,7539,null,null,5051,null,null,2071,null,null,1174,null,null,322,null,null,1166,null,null,988,null,null,571,null,null,1623,null,null,2110,null,null,1758,null,null,606,null,null,1635,null,null,1591,null,null,617,null,null,928,null,null,3596,null,null,3230,null,null,566,null,null,3235,null,null,3148,null,null,525,null,null,1360,null,null,1391,null,null,1055,null,null,84,null,null,1065,null,null,1052,null,null,66,null,null,778,null,null,745,null,null,660,null,null,646,null,null,124,null,null,452,null,null,909,null,null,442,null,null,408,null,null,122,null,null,800,null,null,4992,null,null,2003,null,null,1391,null,null,337,null,null,1349,null,null,1015,null,null,799,null,null,1346,null,null,1923,null,null,1405,null,null,157,null,null,1397,null,null,1496,null,null,579,null,null,1271,null,null,3889,null,null,3828,null,null,370,null,null,3745,null,null,3576,null,null,1102,null,null,1783,null,null,1568,null,null,1298,null,null,125,null,null,1296,null,null,1297,null,null,186,null,null,834,null,null,806,null,null,387,null,null,375,null,null,63,null,null,721,null,null,821,null,null,175,null,null,137,null,null,114,null,null,823,null,null,51
246963,9278,123577,5668,18461,2136,6657,1255,0,198,6657,1255,5064,1244,1593,671,11804,1712,17206,2380,13889,2123,894,438,12995,2150,11213,1835,1782,906,3317,975,68647,4005,55560,3910,889,458,54671,3854,51546,3769,3125,977,13087,2115,11421,1431,7469,1247,0,198,7469,1247,7038,1183,431,388,3952,1012,3046,830,863,465,799,460,64,112,2183,689,4796,963,560,314,503,275,57,96,4236,1047,123386,6103,15856,1998,6128,1286,0,198,6128,1286,4886,1238,1242,599,9728,1652,18889,2264,15717,2183,0,198,15717,2183,13539,2169,2178,874,3172,854,66245,4648,49947,3633,245,240,49702,3639,46877,3640,2825,840,16298,2621,13590,1690,7062,1130,0,198,7062,1130,6944,1127,118,124,6528,1225,3543,801,746,337,746,337,0,198,2797,691,5263,954,334,221,334,221,0,198,4929,953,9278,null,null,5668,null,null,2136,null,null,1255,null,null,198,null,null,1255,null,null,1244,null,null,671,null,null,1712,null,null,2380,null,null,2123,null,null,438,null,null,2150,null,null,1835,null,null,906,null,null,975,null,null,4005,null,null,3910,null,null,458,null,null,3854,null,null,3769,null,null,977,null,null,2115,null,null,1431,null,null,1247,null,null,198,null,null,1247,null,null,1183,null,null,388,null,null,1012,null,null,830,null,null,465,null,null,460,null,null,112,null,null,689,null,null,963,null,null,314,null,null,275,null,null,96,null,null,1047,null,null,6103,null,null,1998,null,null,1286,null,null,198,null,null,1286,null,null,1238,null,null,599,null,null,1652,null,null,2264,null,null,2183,null,null,198,null,null,2183,null,null,2169,null,null,874,null,null,854,null,null,4648,null,null,3633,null,null,240,null,null,3639,null,null,3640,null,null,840,null,null,2621,null,null,1690,null,null,1130,null,null,198,null,null,1130,null,null,1127,null,null,124,null,null,1225,null,null,801,null,null,337,null,null,337,null,null,198,null,null,691,null,null,954,null,null,221,null,null,221,null,null,198,null,null,953,null,null,53
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,54
69976,4497,35191,3146,7652,1806,4909,1496,0,147,4909,1496,4508,1462,401,350,2743,772,6349,1050,4359,955,0,147,4359,955,3786,911,573,285,1990,699,17057,2016,13339,1825,17,37,13322,1819,12749,1811,573,358,3718,848,2370,599,1228,418,0,147,1228,418,1133,406,95,95,1142,373,818,331,321,218,269,200,52,88,497,231,945,376,102,84,96,84,6,13,843,367,34785,2756,5445,1070,3462,938,0,147,3462,938,2732,773,730,449,1983,583,5961,1184,4573,993,1,4,4572,994,4136,893,436,342,1388,597,18148,2130,13463,1671,0,147,13463,1671,12399,1612,1064,506,4685,1561,2733,640,1398,473,0,147,1398,473,1244,424,154,196,1335,439,752,341,313,229,267,218,46,77,439,243,1746,632,138,120,138,120,0,147,1608,612,4497,null,null,3146,null,null,1806,null,null,1496,null,null,147,null,null,1496,null,null,1462,null,null,350,null,null,772,null,null,1050,null,null,955,null,null,147,null,null,955,null,null,911,null,null,285,null,null,699,null,null,2016,null,null,1825,null,null,37,null,null,1819,null,null,1811,null,null,358,null,null,848,null,null,599,null,null,418,null,null,147,null,null,418,null,null,406,null,null,95,null,null,373,null,null,331,null,null,218,null,null,200,null,null,88,null,null,231,null,null,376,null,null,84,null,null,84,null,null,13,null,null,367,null,null,2756,null,null,1070,null,null,938,null,null,147,null,null,938,null,null,773,null,null,449,null,null,583,null,null,1184,null,null,993,null,null,4,null,null,994,null,null,893,null,null,342,null,null,597,null,null,2130,null,null,1671,null,null,147,null,null,1671,null,null,1612,null,null,506,null,null,1561,null,null,640,null,null,473,null,null,147,null,null,473,null,null,424,null,null,196,null,null,439,null,null,341,null,null,229,null,null,218,null,null,77,null,null,243,null,null,632,null,null,120,null,null,120,null,null,147,null,null,612,null,null,55
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,56
118763,7884,60310,4886,5463,1187,743,418,0,222,743,418,385,303,358,277,4720,1147,4725,1464,2458,1207,0,222,2458,1207,1736,776,722,802,2267,786,31368,3437,21935,2632,0,222,21935,2632,19301,2495,2634,940,9433,1844,8253,1412,2789,732,0,222,2789,732,2305,668,484,340,5464,1145,2975,800,525,320,525,320,0,222,2450,747,7526,1419,321,375,283,372,38,63,7205,1426,58453,4387,3961,903,424,331,0,222,424,331,248,261,176,187,3537,804,4926,1254,2852,942,0,222,2852,942,2215,813,637,425,2074,906,28684,3014,19639,2408,0,222,19639,2408,17893,2343,1746,761,9045,1821,8576,1393,2602,786,0,222,2602,786,2562,791,40,67,5974,1167,3662,908,449,320,449,320,0,222,3213,842,8644,1573,464,404,464,404,0,222,8180,1486,7884,null,null,4886,null,null,1187,null,null,418,null,null,222,null,null,418,null,null,303,null,null,277,null,null,1147,null,null,1464,null,null,1207,null,null,222,null,null,1207,null,null,776,null,null,802,null,null,786,null,null,3437,null,null,2632,null,null,222,null,null,2632,null,null,2495,null,null,940,null,null,1844,null,null,1412,null,null,732,null,null,222,null,null,732,null,null,668,null,null,340,null,null,1145,null,null,800,null,null,320,null,null,320,null,null,222,null,null,747,null,null,1419,null,null,375,null,null,372,null,null,63,null,null,1426,null,null,4387,null,null,903,null,null,331,null,null,222,null,null,331,null,null,261,null,null,187,null,null,804,null,null,1254,null,null,942,null,null,222,null,null,942,null,null,813,null,null,425,null,null,906,null,null,3014,null,null,2408,null,null,222,null,null,2408,null,null,2343,null,null,761,null,null,1821,null,null,1393,null,null,786,null,null,222,null,null,786,null,null,791,null,null,67,null,null,1167,null,null,908,null,null,320,null,null,320,null,null,222,null,null,842,null,null,1573,null,null,404,null,null,404,null,null,222,null,null,1486,null,null,72
47684,4045,23678,2384,3620,895,2155,746,0,195,2155,746,1512,612,643,407,1465,535,2810,858,2045,705,81,155,1964,685,1613,640,351,283,765,467,11723,1743,8970,1412,721,329,8249,1439,7355,1281,894,676,2753,945,2679,564,1747,519,0,195,1747,519,1522,493,225,182,932,389,1256,557,479,327,417,324,62,74,777,427,1590,455,194,158,190,158,4,8,1396,448,24006,2725,3086,962,1220,564,0,195,1220,564,742,415,478,386,1866,712,3357,1152,2527,906,0,195,2527,906,2320,857,207,216,830,554,11222,1751,7797,1383,0,195,7797,1383,7609,1394,188,166,3425,1111,3019,673,1069,423,0,195,1069,423,1031,416,38,65,1950,692,1375,463,335,220,218,188,117,152,1040,373,1947,578,235,202,235,202,0,195,1712,571,4045,null,null,2384,null,null,895,null,null,746,null,null,195,null,null,746,null,null,612,null,null,407,null,null,535,null,null,858,null,null,705,null,null,155,null,null,685,null,null,640,null,null,283,null,null,467,null,null,1743,null,null,1412,null,null,329,null,null,1439,null,null,1281,null,null,676,null,null,945,null,null,564,null,null,519,null,null,195,null,null,519,null,null,493,null,null,182,null,null,389,null,null,557,null,null,327,null,null,324,null,null,74,null,null,427,null,null,455,null,null,158,null,null,158,null,null,8,null,null,448,null,null,2725,null,null,962,null,null,564,null,null,195,null,null,564,null,null,415,null,null,386,null,null,712,null,null,1152,null,null,906,null,null,195,null,null,906,null,null,857,null,null,216,null,null,554,null,null,1751,null,null,1383,null,null,195,null,null,1383,null,null,1394,null,null,166,null,null,1111,null,null,673,null,null,423,null,null,195,null,null,423,null,null,416,null,null,65,null,null,692,null,null,463,null,null,220,null,null,188,null,null,152,null,null,373,null,null,578,null,null,202,null,null,202,null,null,195,null,null,571,null,null,01
36168,3558,18939,2296,4414,1173,1060,420,0,155,1060,420,741,323,319,257,3354,1158,2724,896,2177,831,164,157,2013,836,1633,796,380,272,547,328,9411,1354,8594,1315,242,218,8352,1318,7408,1202,944,436,817,342,1410,441,760,377,0,155,760,377,760,377,0,155,650,303,639,316,251,240,251,240,0,155,388,241,341,194,98,104,98,104,0,155,243,191,17229,1909,1765,760,629,463,0,155,629,463,459,364,170,211,1136,543,2387,765,1955,710,47,89,1908,681,1397,571,511,414,432,320,10217,1311,7879,1355,205,307,7674,1330,7321,1388,353,262,2338,688,1586,517,1133,424,0,155,1133,424,973,384,160,165,453,306,649,426,299,364,299,364,0,155,350,185,625,323,26,47,26,47,0,155,599,316,3558,null,null,2296,null,null,1173,null,null,420,null,null,155,null,null,420,null,null,323,null,null,257,null,null,1158,null,null,896,null,null,831,null,null,157,null,null,836,null,null,796,null,null,272,null,null,328,null,null,1354,null,null,1315,null,null,218,null,null,1318,null,null,1202,null,null,436,null,null,342,null,null,441,null,null,377,null,null,155,null,null,377,null,null,377,null,null,155,null,null,303,null,null,316,null,null,240,null,null,240,null,null,155,null,null,241,null,null,194,null,null,104,null,null,104,null,null,155,null,null,191,null,null,1909,null,null,760,null,null,463,null,null,155,null,null,463,null,null,364,null,null,211,null,null,543,null,null,765,null,null,710,null,null,89,null,null,681,null,null,571,null,null,414,null,null,320,null,null,1311,null,null,1355,null,null,307,null,null,1330,null,null,1388,null,null,262,null,null,688,null,null,517,null,null,424,null,null,155,null,null,424,null,null,384,null,null,165,null,null,306,null,null,426,null,null,364,null,null,364,null,null,155,null,null,185,null,null,323,null,null,47,null,null,47,null,null,155,null,null,316,null,null,02
142678,8518,73328,5160,12043,1727,5164,1144,213,334,4951,1095,3120,877,1831,770,6879,1300,10470,2294,8256,2126,259,374,7997,2048,7324,2029,673,373,2214,910,38108,3283,30651,3171,747,389,29904,3057,27448,2833,2456,814,7457,1289,7163,1429,3733,1101,0,204,3733,1101,3530,1090,203,175,3430,818,2421,617,625,325,625,325,0,204,1796,564,3123,714,522,364,438,333,84,120,2601,646,69350,5455,10851,1835,5352,1191,0,204,5352,1191,3726,887,1626,814,5499,1422,10186,1487,8176,1431,0,204,8176,1431,6917,1407,1259,674,2010,787,35404,3446,27040,2824,156,160,26884,2854,25599,2824,1285,559,8364,1506,6564,1164,3144,864,0,204,3144,864,2723,827,421,373,3420,846,2869,875,501,406,501,406,0,204,2368,739,3476,1006,224,215,224,215,0,204,3252,1016,8518,null,null,5160,null,null,1727,null,null,1144,null,null,334,null,null,1095,null,null,877,null,null,770,null,null,1300,null,null,2294,null,null,2126,null,null,374,null,null,2048,null,null,2029,null,null,373,null,null,910,null,null,3283,null,null,3171,null,null,389,null,null,3057,null,null,2833,null,null,814,null,null,1289,null,null,1429,null,null,1101,null,null,204,null,null,1101,null,null,1090,null,null,175,null,null,818,null,null,617,null,null,325,null,null,325,null,null,204,null,null,564,null,null,714,null,null,364,null,null,333,null,null,120,null,null,646,null,null,5455,null,null,1835,null,null,1191,null,null,204,null,null,1191,null,null,887,null,null,814,null,null,1422,null,null,1487,null,null,1431,null,null,204,null,null,1431,null,null,1407,null,null,674,null,null,787,null,null,3446,null,null,2824,null,null,160,null,null,2854,null,null,2824,null,null,559,null,null,1506,null,null,1164,null,null,864,null,null,204,null,null,864,null,null,827,null,null,373,null,null,846,null,null,875,null,null,406,null,null,406,null,null,204,null,null,739,null,null,1006,null,null,215,null,null,215,null,null,204,null,null,1016,null,null,04
