B23002G_001E,B23002G_001M,B23002G_002E,B23002G_002M,B23002G_003E,B23002G_003M,B23002G_004E,B23002G_004M,B23002G_005E,B23002G_005M,B23002G_006E,B23002G_006M,B23002G_007E,B23002G_007M,B23002G_008E,B23002G_008M,B23002G_009E,B23002G_009M,B23002G_010E,B23002G_010M,B23002G_011E,B23002G_011M,B23002G_012E,B23002G_012M,B23002G_013E,B23002G_013M,B23002G_014E,B23002G_014M,B23002G_015E,B23002G_015M,B23002G_016E,B23002G_016M,B23002G_017E,B23002G_017M,B23002G_018E,B23002G_018M,B23002G_019E,B23002G_019M,B23002G_020E,B23002G_020M,B23002G_021E,B23002G_021M,B23002G_022E,B23002G_022M,B23002G_023E,B23002G_023M,B23002G_024E,B23002G_024M,B23002G_025E,B23002G_025M,B23002G_026E,B23002G_026M,B23002G_027E,B23002G_027M,B23002G_028E,B23002G_028M,B23002G_029E,B23002G_029M,B23002G_030E,B23002G_030M,B23002G_031E,B23002G_031M,B23002G_032E,B23002G_032M,B23002G_033E,B23002G_033M,B23002G_034E,B23002G_034M,B23002G_035E,B23002G_035M,B23002G_036E,B23002G_036M,B23002G_037E,B23002G_037M,B23002G_038E,B23002G_038M,B23002G_039E,B23002G_039M,B23002G_040E,B23002G_040M,B23002G_041E,B23002G_041M,B23002G_042E,B23002G_042M,B23002G_043E,B23002G_043M,B23002G_044E,B23002G_044M,B23002G_045E,B23002G_045M,B23002G_046E,B23002G_046M,B23002G_047E,B23002G_047M,B23002G_048E,B23002G_048M,B23002G_049E,B23002G_049M,B23002G_050E,B23002G_050M,B23002G_051E,B23002G_051M,B23002G_052E,B23002G_052M,B23002G_053E,B23002G_053M,B23002G_054E,B23002G_054M,B23002G_055E,B23002G_055M,B23002G_056E,B23002G_056M,B23002G_057E,B23002G_057M,B23002G_058E,B23002G_058M,B23002G_059E,B23002G_059M,B23002G_060E,B23002G_060M,B23002G_061E,B23002G_061M,B23002G_062E,B23002G_062M,B23002G_063E,B23002G_063M,B23002G_064E,B23002G_064M,B23002G_065E,B23002G_065M,B23002G_066E,B23002G_066M,B23002G_067E,B23002G_067M,B23002G_068E,B23002G_068M,B23002G_069E,B23002G_069M,B23002G_070E,B23002G_070M,B23002G_071E,B23002G_071M,B23002G_072E,B23002G_072M,B23002G_073E,B23002G_073M,B23002G_074E,B23002G_074M,B23002G_075E,B23002G_075M,B23002G_076E,B23002G_076M,B23002G_077E,B23002G_077M,B23002G_078E,B23002G_078M,B23002G_079E,B23002G_079M,B23002G_001M,B23002G_001EA,B23002G_001MA,B23002G_002M,B23002G_002EA,B23002G_002MA,B23002G_003M,B23002G_003EA,B23002G_003MA,B23002G_004M,B23002G_004EA,B23002G_004MA,B23002G_005M,B23002G_005EA,B23002G_005MA,B23002G_006M,B23002G_006EA,B23002G_006MA,B23002G_007M,B23002G_007EA,B23002G_007MA,B23002G_008M,B23002G_008EA,B23002G_008MA,B23002G_009M,B23002G_009EA,B23002G_009MA,B23002G_010M,B23002G_010EA,B23002G_010MA,B23002G_011M,B23002G_011EA,B23002G_011MA,B23002G_012M,B23002G_012EA,B23002G_012MA,B23002G_013M,B23002G_013EA,B23002G_013MA,B23002G_014M,B23002G_014EA,B23002G_014MA,B23002G_015M,B23002G_015EA,B23002G_015MA,B23002G_016M,B23002G_016EA,B23002G_016MA,B23002G_017M,B23002G_017EA,B23002G_017MA,B23002G_018M,B23002G_018EA,B23002G_018MA,B23002G_019M,B23002G_019EA,B23002G_019MA,B23002G_020M,B23002G_020EA,B23002G_020MA,B23002G_021M,B23002G_021EA,B23002G_021MA,B23002G_022M,B23002G_022EA,B23002G_022MA,B23002G_023M,B23002G_023EA,B23002G_023MA,B23002G_024M,B23002G_024EA,B23002G_024MA,B23002G_025M,B23002G_025EA,B23002G_025MA,B23002G_026M,B23002G_026EA,B23002G_026MA,B23002G_027M,B23002G_027EA,B23002G_027MA,B23002G_028M,B23002G_028EA,B23002G_028MA,B23002G_029M,B23002G_029EA,B23002G_029MA,B23002G_030M,B23002G_030EA,B23002G_030MA,B23002G_031M,B23002G_031EA,B23002G_031MA,B23002G_032M,B23002G_032EA,B23002G_032MA,B23002G_033M,B23002G_033EA,B23002G_033MA,B23002G_034M,B23002G_034EA,B23002G_034MA,B23002G_035M,B23002G_035EA,B23002G_035MA,B23002G_036M,B23002G_036EA,B23002G_036MA,B23002G_037M,B23002G_037EA,B23002G_037MA,B23002G_038M,B23002G_038EA,B23002G_038MA,B23002G_039M,B23002G_039EA,B23002G_039MA,B23002G_040M,B23002G_040EA,B23002G_040MA,B23002G_041M,B23002G_041EA,B23002G_041MA,B23002G_042M,B23002G_042EA,B23002G_042MA,B23002G_043M,B23002G_043EA,B23002G_043MA,B23002G_044M,B23002G_044EA,B23002G_044MA,B23002G_045M,B23002G_045EA,B23002G_045MA,B23002G_046M,B23002G_046EA,B23002G_046MA,B23002G_047M,B23002G_047EA,B23002G_047MA,B23002G_048M,B23002G_048EA,B23002G_048MA,B23002G_049M,B23002G_049EA,B23002G_049MA,B23002G_050M,B23002G_050EA,B23002G_050MA,B23002G_051M,B23002G_051EA,B23002G_051MA,B23002G_052M,B23002G_052EA,B23002G_052MA,B23002G_053M,B23002G_053EA,B23002G_053MA,B23002G_054M,B23002G_054EA,B23002G_054MA,B23002G_055M,B23002G_055EA,B23002G_055MA,B23002G_056M,B23002G_056EA,B23002G_056MA,B23002G_057M,B23002G_057EA,B23002G_057MA,B23002G_058M,B23002G_058EA,B23002G_058MA,B23002G_059M,B23002G_059EA,B23002G_059MA,B23002G_060M,B23002G_060EA,B23002G_060MA,B23002G_061M,B23002G_061EA,B23002G_061MA,B23002G_062M,B23002G_062EA,B23002G_062MA,B23002G_063M,B23002G_063EA,B23002G_063MA,B23002G_064M,B23002G_064EA,B23002G_064MA,B23002G_065M,B23002G_065EA,B23002G_065MA,B23002G_066M,B23002G_066EA,B23002G_066MA,B23002G_067M,B23002G_067EA,B23002G_067MA,B23002G_068M,B23002G_068EA,B23002G_068MA,B23002G_069M,B23002G_069EA,B23002G_069MA,B23002G_070M,B23002G_070EA,B23002G_070MA,B23002G_071M,B23002G_071EA,B23002G_071MA,B23002G_072M,B23002G_072EA,B23002G_072MA,B23002G_073M,B23002G_073EA,B23002G_073MA,B23002G_074M,B23002G_074EA,B23002G_074MA,B23002G_075M,B23002G_075EA,B23002G_075MA,B23002G_076M,B23002G_076EA,B23002G_076MA,B23002G_077M,B23002G_077EA,B23002G_077MA,B23002G_078M,B23002G_078EA,B23002G_078MA,B23002G_079M,B23002G_079EA,B23002G_079MA,state
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,23
109944,7352,50892,4627,7275,1337,2280,768,50,69,2230,774,1743,632,487,352,4995,1104,7942,1710,6030,1548,519,381,5511,1473,4939,1288,572,411,1912,791,27479,3375,24636,2977,1136,654,23500,2958,22308,2990,1192,440,2843,916,5017,1181,3677,943,0,198,3677,943,3361,907,316,259,1340,821,1441,454,500,261,500,261,0,198,941,415,1738,561,274,199,274,199,0,198,1464,483,59052,4608,8124,1679,3907,1099,154,180,3753,1087,3268,1099,485,280,4217,819,8313,1973,6181,1744,40,79,6141,1752,5794,1729,347,289,2132,803,31432,2631,25830,2399,68,110,25762,2395,24474,2234,1288,563,5602,1065,5435,1127,3838,898,0,198,3838,898,3838,898,0,198,1597,540,2023,650,439,329,439,329,0,198,1584,599,3725,1066,338,233,270,204,68,115,3387,1021,7352,null,null,4627,null,null,1337,null,null,768,null,null,69,null,null,774,null,null,632,null,null,352,null,null,1104,null,null,1710,null,null,1548,null,null,381,null,null,1473,null,null,1288,null,null,411,null,null,791,null,null,3375,null,null,2977,null,null,654,null,null,2958,null,null,2990,null,null,440,null,null,916,null,null,1181,null,null,943,null,null,198,null,null,943,null,null,907,null,null,259,null,null,821,null,null,454,null,null,261,null,null,261,null,null,198,null,null,415,null,null,561,null,null,199,null,null,199,null,null,198,null,null,483,null,null,4608,null,null,1679,null,null,1099,null,null,180,null,null,1087,null,null,1099,null,null,280,null,null,819,null,null,1973,null,null,1744,null,null,79,null,null,1752,null,null,1729,null,null,289,null,null,803,null,null,2631,null,null,2399,null,null,110,null,null,2395,null,null,2234,null,null,563,null,null,1065,null,null,1127,null,null,898,null,null,198,null,null,898,null,null,898,null,null,198,null,null,540,null,null,650,null,null,329,null,null,329,null,null,198,null,null,599,null,null,1066,null,null,233,null,null,204,null,null,115,null,null,1021,null,null,24
129950,8474,64569,5231,8496,1667,3126,843,0,203,3126,843,2556,781,570,343,5370,1460,8659,1333,5752,1246,76,113,5676,1237,5162,1246,514,314,2907,967,38384,3863,33186,3665,123,149,33063,3677,31723,3636,1340,648,5198,1332,5370,1285,4343,1121,0,203,4343,1121,3947,1069,396,313,1027,467,1461,548,851,483,807,478,44,74,610,279,2199,685,495,327,495,327,0,203,1704,628,65381,5084,9373,1763,4938,1332,0,203,4938,1332,4237,1208,701,413,4435,1180,9498,1851,6607,1396,0,203,6607,1396,6131,1345,476,363,2891,1102,34287,3804,26711,3357,97,133,26614,3333,24894,3152,1720,766,7576,1334,6551,1256,4124,1016,0,203,4124,1016,3982,1032,142,155,2427,761,1968,686,663,358,663,358,0,203,1305,566,3704,749,285,197,285,197,0,203,3419,748,8474,null,null,5231,null,null,1667,null,null,843,null,null,203,null,null,843,null,null,781,null,null,343,null,null,1460,null,null,1333,null,null,1246,null,null,113,null,null,1237,null,null,1246,null,null,314,null,null,967,null,null,3863,null,null,3665,null,null,149,null,null,3677,null,null,3636,null,null,648,null,null,1332,null,null,1285,null,null,1121,null,null,203,null,null,1121,null,null,1069,null,null,313,null,null,467,null,null,548,null,null,483,null,null,478,null,null,74,null,null,279,null,null,685,null,null,327,null,null,327,null,null,203,null,null,628,null,null,5084,null,null,1763,null,null,1332,null,null,203,null,null,1332,null,null,1208,null,null,413,null,null,1180,null,null,1851,null,null,1396,null,null,203,null,null,1396,null,null,1345,null,null,363,null,null,1102,null,null,3804,null,null,3357,null,null,133,null,null,3333,null,null,3152,null,null,766,null,null,1334,null,null,1256,null,null,1016,null,null,203,null,null,1016,null,null,1032,null,null,155,null,null,761,null,null,686,null,null,358,null,null,358,null,null,203,null,null,566,null,null,749,null,null,197,null,null,197,null,null,203,null,null,748,null,null,25
175843,7170,86098,3997,14340,1927,6037,1302,0,168,6037,1302,3835,958,2202,989,8303,1271,14598,2152,10606,1859,0,168,10606,1859,8835,1569,1771,857,3992,1056,41242,2867,32979,2699,104,119,32875,2709,30953,2469,1922,724,8263,1190,9896,1272,5872,1065,0,168,5872,1065,5574,1024,298,190,4024,752,2696,700,1097,486,923,469,174,123,1599,509,3326,676,410,274,410,274,0,168,2916,600,89745,4943,14344,2005,7049,1363,0,168,7049,1363,6052,1323,997,444,7295,1298,14818,2445,11398,2120,0,168,11398,2120,9991,1910,1407,839,3420,1000,43260,2800,29781,2411,67,113,29714,2423,27623,2266,2091,690,13479,1887,8593,1238,4119,963,0,168,4119,963,4062,967,57,71,4474,747,3316,680,1130,463,921,389,209,252,2186,475,5414,962,520,285,520,285,0,168,4894,930,7170,null,null,3997,null,null,1927,null,null,1302,null,null,168,null,null,1302,null,null,958,null,null,989,null,null,1271,null,null,2152,null,null,1859,null,null,168,null,null,1859,null,null,1569,null,null,857,null,null,1056,null,null,2867,null,null,2699,null,null,119,null,null,2709,null,null,2469,null,null,724,null,null,1190,null,null,1272,null,null,1065,null,null,168,null,null,1065,null,null,1024,null,null,190,null,null,752,null,null,700,null,null,486,null,null,469,null,null,123,null,null,509,null,null,676,null,null,274,null,null,274,null,null,168,null,null,600,null,null,4943,null,null,2005,null,null,1363,null,null,168,null,null,1363,null,null,1323,null,null,444,null,null,1298,null,null,2445,null,null,2120,null,null,168,null,null,2120,null,null,1910,null,null,839,null,null,1000,null,null,2800,null,null,2411,null,null,113,null,null,2423,null,null,2266,null,null,690,null,null,1887,null,null,1238,null,null,963,null,null,168,null,null,963,null,null,967,null,null,71,null,null,747,null,null,680,null,null,463,null,null,389,null,null,252,null,null,475,null,null,962,null,null,285,null,null,285,null,null,168,null,null,930,null,null,26
81729,4930,40031,3216,7468,1316,3111,748,0,149,3111,748,2339,661,772,436,4357,967,7838,1591,6150,1488,51,70,6099,1486,4966,1344,1133,518,1688,676,20201,2168,17322,2029,45,75,17277,2033,15946,1853,1331,576,2879,918,2596,703,1950,640,0,149,1950,640,1950,640,0,149,646,251,834,377,181,129,181,129,0,149,653,356,1094,418,99,125,99,125,0,149,995,382,41698,3274,7127,1171,4952,1063,0,149,4952,1063,4521,1089,431,366,2175,615,6658,1627,5492,1601,0,149,5492,1601,5280,1608,212,208,1166,455,21775,2263,17881,2095,0,149,17881,2095,16999,2043,882,505,3894,987,4041,1103,2329,672,0,149,2329,672,2297,669,32,40,1712,829,995,410,234,173,234,173,0,149,761,379,1102,458,113,110,113,110,0,149,989,440,4930,null,null,3216,null,null,1316,null,null,748,null,null,149,null,null,748,null,null,661,null,null,436,null,null,967,null,null,1591,null,null,1488,null,null,70,null,null,1486,null,null,1344,null,null,518,null,null,676,null,null,2168,null,null,2029,null,null,75,null,null,2033,null,null,1853,null,null,576,null,null,918,null,null,703,null,null,640,null,null,149,null,null,640,null,null,640,null,null,149,null,null,251,null,null,377,null,null,129,null,null,129,null,null,149,null,null,356,null,null,418,null,null,125,null,null,125,null,null,149,null,null,382,null,null,3274,null,null,1171,null,null,1063,null,null,149,null,null,1063,null,null,1089,null,null,366,null,null,615,null,null,1627,null,null,1601,null,null,149,null,null,1601,null,null,1608,null,null,208,null,null,455,null,null,2263,null,null,2095,null,null,149,null,null,2095,null,null,2043,null,null,505,null,null,987,null,null,1103,null,null,672,null,null,149,null,null,672,null,null,669,null,null,40,null,null,829,null,null,410,null,null,173,null,null,173,null,null,149,null,null,379,null,null,458,null,null,110,null,null,110,null,null,149,null,null,440,null,null,27
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,28
83028,5457,42831,4062,8838,2210,3395,1108,0,187,3395,1108,3094,1038,301,322,5443,1747,6768,1591,4711,1238,363,317,4348,1200,3769,1023,579,357,2057,782,18811,2278,15243,2047,274,216,14969,2033,13635,1925,1334,689,3568,1029,4958,931,2436,749,0,187,2436,749,2198,760,238,192,2522,700,1682,674,940,507,801,473,139,152,742,386,1774,488,254,209,224,188,30,62,1520,450,40197,3264,6084,1285,3008,1006,0,187,3008,1006,2745,963,263,250,3076,774,5583,1443,4079,1121,0,187,4079,1121,3899,1114,180,178,1504,572,18766,2155,13123,1884,0,187,13123,1884,11689,1603,1434,794,5643,1411,4570,896,2492,780,0,187,2492,780,2013,708,479,344,2078,681,2581,821,644,522,644,522,0,187,1937,653,2613,666,313,206,313,206,0,187,2300,638,5457,null,null,4062,null,null,2210,null,null,1108,null,null,187,null,null,1108,null,null,1038,null,null,322,null,null,1747,null,null,1591,null,null,1238,null,null,317,null,null,1200,null,null,1023,null,null,357,null,null,782,null,null,2278,null,null,2047,null,null,216,null,null,2033,null,null,1925,null,null,689,null,null,1029,null,null,931,null,null,749,null,null,187,null,null,749,null,null,760,null,null,192,null,null,700,null,null,674,null,null,507,null,null,473,null,null,152,null,null,386,null,null,488,null,null,209,null,null,188,null,null,62,null,null,450,null,null,3264,null,null,1285,null,null,1006,null,null,187,null,null,1006,null,null,963,null,null,250,null,null,774,null,null,1443,null,null,1121,null,null,187,null,null,1121,null,null,1114,null,null,178,null,null,572,null,null,2155,null,null,1884,null,null,187,null,null,1884,null,null,1603,null,null,794,null,null,1411,null,null,896,null,null,780,null,null,187,null,null,780,null,null,708,null,null,344,null,null,681,null,null,821,null,null,522,null,null,522,null,null,187,null,null,653,null,null,666,null,null,206,null,null,206,null,null,187,null,null,638,null,null,29
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,30
24628,2930,12892,1800,2272,559,1332,490,0,159,1332,490,1159,463,173,145,940,321,2077,784,1900,761,0,159,1900,761,1750,755,150,104,177,153,7237,1477,6142,1355,272,202,5870,1337,5113,1019,757,561,1095,597,851,389,429,234,0,159,429,234,351,205,78,119,422,272,190,155,102,113,54,84,48,83,88,102,265,204,19,35,19,35,0,159,246,202,11736,1771,2582,772,1084,376,0,159,1084,376,977,366,107,131,1498,634,1743,614,1372,555,0,159,1372,555,1325,538,47,111,371,253,6166,1156,4701,1006,70,119,4631,1011,4444,1011,187,176,1465,601,540,267,411,240,0,159,411,240,411,240,0,159,129,108,342,238,114,129,114,129,0,159,228,207,363,243,94,106,86,105,8,16,269,223,2930,null,null,1800,null,null,559,null,null,490,null,null,159,null,null,490,null,null,463,null,null,145,null,null,321,null,null,784,null,null,761,null,null,159,null,null,761,null,null,755,null,null,104,null,null,153,null,null,1477,null,null,1355,null,null,202,null,null,1337,null,null,1019,null,null,561,null,null,597,null,null,389,null,null,234,null,null,159,null,null,234,null,null,205,null,null,119,null,null,272,null,null,155,null,null,113,null,null,84,null,null,83,null,null,102,null,null,204,null,null,35,null,null,35,null,null,159,null,null,202,null,null,1771,null,null,772,null,null,376,null,null,159,null,null,376,null,null,366,null,null,131,null,null,634,null,null,614,null,null,555,null,null,159,null,null,555,null,null,538,null,null,111,null,null,253,null,null,1156,null,null,1006,null,null,119,null,null,1011,null,null,1011,null,null,176,null,null,601,null,null,267,null,null,240,null,null,159,null,null,240,null,null,240,null,null,159,null,null,108,null,null,238,null,null,129,null,null,129,null,null,159,null,null,207,null,null,243,null,null,106,null,null,105,null,null,16,null,null,223,null,null,31
83226,5845,41723,3775,6072,1329,1325,559,0,210,1325,559,1051,499,274,225,4747,1220,6628,1213,4994,1109,213,157,4781,1108,4014,1134,767,378,1634,722,21941,2689,18866,2537,239,206,18627,2507,17096,2484,1531,735,3075,966,4097,942,2760,820,0,210,2760,820,2472,800,288,240,1337,558,1113,377,404,270,404,270,0,210,709,268,1872,550,401,226,401,226,0,210,1471,485,41503,3531,4573,1022,1781,534,0,210,1781,534,1469,480,312,221,2792,929,5744,1213,4465,1167,13,25,4452,1166,3627,1004,825,475,1279,573,22731,2584,19282,2486,0,210,19282,2486,17813,2327,1469,659,3449,1182,4336,1054,2455,765,0,210,2455,765,2281,748,174,168,1881,709,1747,618,250,194,250,194,0,210,1497,592,2372,749,99,106,99,106,0,210,2273,727,5845,null,null,3775,null,null,1329,null,null,559,null,null,210,null,null,559,null,null,499,null,null,225,null,null,1220,null,null,1213,null,null,1109,null,null,157,null,null,1108,null,null,1134,null,null,378,null,null,722,null,null,2689,null,null,2537,null,null,206,null,null,2507,null,null,2484,null,null,735,null,null,966,null,null,942,null,null,820,null,null,210,null,null,820,null,null,800,null,null,240,null,null,558,null,null,377,null,null,270,null,null,270,null,null,210,null,null,268,null,null,550,null,null,226,null,null,226,null,null,210,null,null,485,null,null,3531,null,null,1022,null,null,534,null,null,210,null,null,534,null,null,480,null,null,221,null,null,929,null,null,1213,null,null,1167,null,null,25,null,null,1166,null,null,1004,null,null,475,null,null,573,null,null,2584,null,null,2486,null,null,210,null,null,2486,null,null,2327,null,null,659,null,null,1182,null,null,1054,null,null,765,null,null,210,null,null,765,null,null,748,null,null,168,null,null,709,null,null,618,null,null,194,null,null,194,null,null,210,null,null,592,null,null,749,null,null,106,null,null,106,null,null,210,null,null,727,null,null,32
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,33
136756,8577,65075,4641,10246,1525,3761,950,45,80,3716,944,2777,890,939,501,6485,1213,9018,1686,7206,1624,332,345,6874,1604,6256,1499,618,419,1812,744,32713,3283,28610,3051,130,135,28480,3053,26658,2752,1822,778,4103,1092,6596,1135,4753,971,0,200,4753,971,4604,971,149,161,1843,680,2691,776,1329,495,940,412,389,314,1362,608,3811,848,1197,549,1149,538,48,80,2614,760,71681,5356,8399,1448,2728,710,0,200,2728,710,2357,641,371,293,5671,1346,8664,1760,6814,1662,72,124,6742,1665,6096,1594,646,346,1850,571,38247,3529,29735,3128,24,40,29711,3129,27778,3029,1933,713,8512,1609,8655,1406,5132,1163,0,200,5132,1163,5046,1169,86,103,3523,931,3000,934,853,442,796,402,57,99,2147,815,4716,1028,371,294,337,298,34,57,4345,1028,8577,null,null,4641,null,null,1525,null,null,950,null,null,80,null,null,944,null,null,890,null,null,501,null,null,1213,null,null,1686,null,null,1624,null,null,345,null,null,1604,null,null,1499,null,null,419,null,null,744,null,null,3283,null,null,3051,null,null,135,null,null,3053,null,null,2752,null,null,778,null,null,1092,null,null,1135,null,null,971,null,null,200,null,null,971,null,null,971,null,null,161,null,null,680,null,null,776,null,null,495,null,null,412,null,null,314,null,null,608,null,null,848,null,null,549,null,null,538,null,null,80,null,null,760,null,null,5356,null,null,1448,null,null,710,null,null,200,null,null,710,null,null,641,null,null,293,null,null,1346,null,null,1760,null,null,1662,null,null,124,null,null,1665,null,null,1594,null,null,346,null,null,571,null,null,3529,null,null,3128,null,null,40,null,null,3129,null,null,3029,null,null,713,null,null,1609,null,null,1406,null,null,1163,null,null,200,null,null,1163,null,null,1169,null,null,103,null,null,931,null,null,934,null,null,442,null,null,402,null,null,99,null,null,815,null,null,1028,null,null,294,null,null,298,null,null,57,null,null,1028,null,null,34
