B19101I_001E,B19101I_001M,B19101I_002E,B19101I_002M,B19101I_003E,B19101I_003M,B19101I_004E,B19101I_004M,B19101I_005E,B19101I_005M,B19101I_006E,B19101I_006M,B19101I_007E,B19101I_007M,B19101I_008E,B19101I_008M,B19101I_009E,B19101I_009M,B19101I_010E,B19101I_010M,B19101I_011E,B19101I_011M,B19101I_012E,B19101I_012M,B19101I_013E,B19101I_013M,B19101I_014E,B19101I_014M,B19101I_015E,B19101I_015M,B19101I_016E,B19101I_016M,B19101I_017E,B19101I_017M,B19101I_001M,B19101I_001EA,B19101I_001MA,B19101I_002M,B19101I_002EA,B19101I_002MA,B19101I_003M,B19101I_003EA,B19101I_003MA,B19101I_004M,B19101I_004EA,B19101I_004MA,B19101I_005M,B19101I_005EA,B19101I_005MA,B19101I_006M,B19101I_006EA,B19101I_006MA,B19101I_007M,B19101I_007EA,B19101I_007MA,B19101I_008M,B19101I_008EA,B19101I_008MA,B19101I_009M,B19101I_009EA,B19101I_009MA,B19101I_010M,B19101I_010EA,B19101I_010MA,B19101I_011M,B19101I_011EA,B19101I_011MA,B19101I_012M,B19101I_012EA,B19101I_012MA,B19101I_013M,B19101I_013EA,B19101I_013MA,B19101I_014M,B19101I_014EA,B19101I_014MA,B19101I_015M,B19101I_015EA,B19101I_015MA,B19101I_016M,B19101I_016EA,B19101I_016MA,B19101I_017M,B19101I_017EA,B19101I_017MA,state
3932,918,247,235,29,49,157,140,254,224,170,178,157,223,547,415,10,19,261,245,185,262,694,544,445,300,441,368,129,177,10,15,196,219,918,null,null,235,null,null,49,null,null,140,null,null,224,null,null,178,null,null,223,null,null,415,null,null,19,null,null,245,null,null,262,null,null,544,null,null,300,null,null,368,null,null,177,null,null,15,null,null,219,null,null,23
108542,3898,3578,1021,3273,1256,2958,929,3447,984,4404,1288,4954,1201,4913,1151,5457,1305,5496,1275,10136,1816,12667,2052,15509,2209,9605,1642,7152,1410,7905,1613,7088,1471,3898,null,null,1021,null,null,1256,null,null,929,null,null,984,null,null,1288,null,null,1201,null,null,1151,null,null,1305,null,null,1275,null,null,1816,null,null,2052,null,null,2209,null,null,1642,null,null,1410,null,null,1613,null,null,1471,null,null,24
161026,4186,16778,1953,10945,1782,10614,1822,10954,1873,9005,1822,7002,1387,9790,1848,8181,1855,5927,1333,11500,1737,13366,1828,15627,2247,10235,1828,5993,1535,8334,1600,6775,1200,4186,null,null,1953,null,null,1782,null,null,1822,null,null,1873,null,null,1822,null,null,1387,null,null,1848,null,null,1855,null,null,1333,null,null,1737,null,null,1828,null,null,2247,null,null,1828,null,null,1535,null,null,1600,null,null,1200,null,null,25
95346,2638,5393,995,3904,951,5292,1239,6476,1198,5520,1308,6207,1212,6489,1277,5707,1179,4348,1116,8422,1286,10229,1483,12001,1707,6355,1158,3565,1049,2851,674,2587,808,2638,null,null,995,null,null,951,null,null,1239,null,null,1198,null,null,1308,null,null,1212,null,null,1277,null,null,1179,null,null,1116,null,null,1286,null,null,1483,null,null,1707,null,null,1158,null,null,1049,null,null,674,null,null,808,null,null,26
52530,2254,2723,770,1890,643,3944,1088,3628,967,2607,820,3051,799,3773,1110,3251,956,2673,774,4429,1064,5362,1066,6423,1122,3867,886,1584,513,2037,668,1288,596,2254,null,null,770,null,null,643,null,null,1088,null,null,967,null,null,820,null,null,799,null,null,1110,null,null,956,null,null,774,null,null,1064,null,null,1066,null,null,1122,null,null,886,null,null,513,null,null,668,null,null,596,null,null,27
15264,1739,1036,503,1635,931,943,467,691,330,799,468,1162,558,477,235,1609,833,896,583,768,476,1427,541,1734,840,784,603,891,539,264,213,148,179,1739,null,null,503,null,null,931,null,null,467,null,null,330,null,null,468,null,null,558,null,null,235,null,null,833,null,null,583,null,null,476,null,null,541,null,null,840,null,null,603,null,null,539,null,null,213,null,null,179,null,null,28
48202,2343,3786,1245,2033,748,3405,1044,3172,1023,2888,841,2868,1002,2604,871,2812,806,2347,838,4097,974,4010,1115,5911,1304,3998,911,1405,517,1304,629,1562,602,2343,null,null,1245,null,null,748,null,null,1044,null,null,1023,null,null,841,null,null,1002,null,null,871,null,null,806,null,null,838,null,null,974,null,null,1115,null,null,1304,null,null,911,null,null,517,null,null,629,null,null,602,null,null,29
5656,926,441,342,388,318,589,394,252,192,545,482,80,78,118,144,231,208,64,71,473,347,757,372,303,247,411,336,510,406,156,150,338,442,926,null,null,342,null,null,318,null,null,394,null,null,192,null,null,482,null,null,78,null,null,144,null,null,208,null,null,71,null,null,347,null,null,372,null,null,247,null,null,336,null,null,406,null,null,150,null,null,442,null,null,30
39666,2107,3118,949,957,451,1430,635,2043,730,3127,1117,2289,688,3310,1118,1812,749,2517,728,4078,1000,4318,997,4961,1174,3062,972,1124,552,1138,623,382,280,2107,null,null,949,null,null,451,null,null,635,null,null,730,null,null,1117,null,null,688,null,null,1118,null,null,749,null,null,728,null,null,1000,null,null,997,null,null,1174,null,null,972,null,null,552,null,null,623,null,null,280,null,null,31
163684,4156,9517,1607,4639,1222,9142,1705,8863,1508,11196,1768,11242,1576,9372,1919,9842,1641,10337,1888,15365,1725,21940,2486,20852,2190,9979,1370,5171,1158,3181,940,3046,862,4156,null,null,1607,null,null,1222,null,null,1705,null,null,1508,null,null,1768,null,null,1576,null,null,1919,null,null,1641,null,null,1888,null,null,1725,null,null,2486,null,null,2190,null,null,1370,null,null,1158,null,null,940,null,null,862,null,null,32
9542,1098,48,88,319,412,503,356,256,225,468,388,514,443,599,484,108,121,879,553,1138,683,516,471,1346,590,901,686,684,518,701,446,562,399,1098,null,null,88,null,null,412,null,null,356,null,null,225,null,null,388,null,null,443,null,null,484,null,null,121,null,null,553,null,null,683,null,null,471,null,null,590,null,null,686,null,null,518,null,null,446,null,null,399,null,null,33
388219,5788,21761,2761,14798,2249,23013,2380,19076,2465,21832,2656,18554,1975,19628,2398,18528,2350,17252,2486,32209,3371,36665,3109,49749,3963,34551,2972,21084,2543,20523,2298,18996,1948,5788,null,null,2761,null,null,2249,null,null,2380,null,null,2465,null,null,2656,null,null,1975,null,null,2398,null,null,2350,null,null,2486,null,null,3371,null,null,3109,null,null,3963,null,null,2972,null,null,2543,null,null,2298,null,null,1948,null,null,34
212408,4853,16182,2264,10221,1816,15343,2185,14068,1835,14504,2181,12266,1707,11148,1699,10938,1625,11684,1920,19189,2074,21418,2157,23412,2039,14458,2000,7722,1450,5449,1047,4406,1085,4853,null,null,2264,null,null,1816,null,null,2185,null,null,1835,null,null,2181,null,null,1707,null,null,1699,null,null,1625,null,null,1920,null,null,2074,null,null,2157,null,null,2039,null,null,2000,null,null,1450,null,null,1047,null,null,1085,null,null,35
771954,9830,66862,4325,44682,3721,49783,4099,44036,3261,40810,3139,47917,4538,38252,3129,38580,3845,30269,2909,55737,3993,68350,4751,81115,4437,57447,4464,36712,3083,37823,3288,33579,2993,9830,null,null,4325,null,null,3721,null,null,4099,null,null,3261,null,null,3139,null,null,4538,null,null,3129,null,null,3845,null,null,2909,null,null,3993,null,null,4751,null,null,4437,null,null,4464,null,null,3083,null,null,3288,null,null,2993,null,null,36
182204,5649,12910,1853,8768,1759,12392,2266,15198,1952,13535,1840,15647,2263,12058,1875,12400,1994,7493,1604,15653,2276,18194,2364,17060,2246,9467,1928,4540,1164,3697,847,3192,794,5649,null,null,1853,null,null,1759,null,null,2266,null,null,1952,null,null,1840,null,null,2263,null,null,1875,null,null,1994,null,null,1604,null,null,2276,null,null,2364,null,null,2246,null,null,1928,null,null,1164,null,null,847,null,null,794,null,null,37
4213,930,362,333,111,157,408,492,149,191,471,389,135,129,92,151,412,388,159,192,482,364,284,258,404,255,217,216,292,281,182,196,53,69,930,null,null,333,null,null,157,null,null,492,null,null,191,null,null,389,null,null,129,null,null,151,null,null,388,null,null,192,null,null,364,null,null,258,null,null,255,null,null,216,null,null,281,null,null,196,null,null,69,null,null,38
81241,2924,8239,1621,5440,1576,5790,1155,5339,1284,4215,976,5278,1334,3302,921,3368,898,2857,956,6597,1055,8161,1500,8850,1610,4801,1021,2892,753,2774,733,3338,909,2924,null,null,1621,null,null,1576,null,null,1155,null,null,1284,null,null,976,null,null,1334,null,null,921,null,null,898,null,null,956,null,null,1055,null,null,1500,null,null,1610,null,null,1021,null,null,753,null,null,733,null,null,909,null,null,39
76522,2283,5221,832,3129,761,4879,1004,7085,1532,4807,914,5434,1060,5469,989,5364,922,4438,837,7382,1188,8189,1250,6669,1179,3853,917,1872,556,1646,636,1085,390,2283,null,null,832,null,null,761,null,null,1004,null,null,1532,null,null,914,null,null,1060,null,null,989,null,null,922,null,null,837,null,null,1188,null,null,1250,null,null,1179,null,null,917,null,null,556,null,null,636,null,null,390,null,null,40
98818,3508,5470,1586,4834,1350,5109,1497,6700,1687,7491,1499,5541,1297,5889,1401,5369,1300,6199,1454,8268,1807,12414,1741,12210,1815,5545,1072,2426,868,3182,1005,2171,669,3508,null,null,1586,null,null,1350,null,null,1497,null,null,1687,null,null,1499,null,null,1297,null,null,1401,null,null,1300,null,null,1454,null,null,1807,null,null,1741,null,null,1815,null,null,1072,null,null,868,null,null,1005,null,null,669,null,null,41
178068,4526,18254,2330,10831,1905,13108,2273,12005,1808,10404,1759,11709,1825,9142,1619,8382,1500,8733,1810,15875,2445,16607,2440,16871,2370,10212,1580,6624,1294,4957,1300,4354,1106,4526,null,null,2330,null,null,1905,null,null,2273,null,null,1808,null,null,1759,null,null,1825,null,null,1619,null,null,1500,null,null,1810,null,null,2445,null,null,2440,null,null,2370,null,null,1580,null,null,1294,null,null,1300,null,null,1106,null,null,42
31411,1601,2441,867,1653,685,2233,726,1945,771,2469,993,2618,810,2060,780,2419,914,1446,614,2333,836,3367,1146,2598,696,2250,861,813,423,519,333,247,268,1601,null,null,867,null,null,685,null,null,726,null,null,771,null,null,993,null,null,810,null,null,780,null,null,914,null,null,614,null,null,836,null,null,1146,null,null,696,null,null,861,null,null,423,null,null,333,null,null,268,null,null,44
51436,3031,2640,892,2153,851,3748,1152,3682,1200,4669,1309,3495,895,3346,1070,3743,1291,3101,943,4090,1143,4253,1168,4757,1038,3339,1153,1432,692,1238,537,1750,961,3031,null,null,892,null,null,851,null,null,1152,null,null,1200,null,null,1309,null,null,895,null,null,1070,null,null,1291,null,null,943,null,null,1143,null,null,1168,null,null,1038,null,null,1153,null,null,692,null,null,537,null,null,961,null,null,45
5380,851,663,444,253,241,154,126,349,362,263,338,312,248,432,258,269,218,497,342,351,259,280,245,611,294,660,298,249,278,37,68,0,157,851,null,null,444,null,null,241,null,null,126,null,null,362,null,null,338,null,null,248,null,null,258,null,null,218,null,null,342,null,null,259,null,null,245,null,null,294,null,null,298,null,null,278,null,null,68,null,null,157,null,null,46
64267,3047,4402,1018,2987,1071,4805,1459,6451,1461,4538,1112,3781,1064,3680,1307,4239,1138,2749,1108,5215,1131,6414,1249,7178,1570,2863,926,1901,698,1444,515,1620,631,3047,null,null,1018,null,null,1071,null,null,1459,null,null,1461,null,null,1112,null,null,1064,null,null,1307,null,null,1138,null,null,1108,null,null,1131,null,null,1249,null,null,1570,null,null,926,null,null,698,null,null,515,null,null,631,null,null,47
2305796,15240,150157,6569,113348,6250,135371,6926,151088,5933,150139,7178,137223,5680,133378,6920,128069,7702,114209,5536,211866,8680,238006,8338,268126,8862,162840,6597,78214,5148,76667,5091,57095,4492,15240,null,null,6569,null,null,6250,null,null,6926,null,null,5933,null,null,7178,null,null,5680,null,null,6920,null,null,7702,null,null,5536,null,null,8680,null,null,8338,null,null,8862,null,null,6597,null,null,5148,null,null,5091,null,null,4492,null,null,48
81842,3382,4419,1027,3409,1056,3722,1390,4355,1145,4147,1069,5152,1172,5191,1226,6741,1376,4118,1035,8753,1615,8665,1953,9522,1499,6099,1283,3359,1006,2596,919,1594,587,3382,null,null,1027,null,null,1056,null,null,1390,null,null,1145,null,null,1069,null,null,1172,null,null,1226,null,null,1376,null,null,1035,null,null,1615,null,null,1953,null,null,1499,null,null,1283,null,null,1006,null,null,919,null,null,587,null,null,49
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,50
154704,4692,6288,1361,4149,1220,5644,1506,8689,2111,8017,1961,9743,2007,7624,1751,6328,1517,7669,1555,14373,2246,14666,2002,18281,2169,13592,2086,9248,1644,9760,1493,10633,1713,4692,null,null,1361,null,null,1220,null,null,1506,null,null,2111,null,null,1961,null,null,2007,null,null,1751,null,null,1517,null,null,1555,null,null,2246,null,null,2002,null,null,2169,null,null,2086,null,null,1644,null,null,1493,null,null,1713,null,null,51
170903,5161,10429,1602,8403,1721,7206,1660,9466,1748,8978,1848,11689,1966,8784,1535,10696,1989,7920,1638,16634,2066,19695,2659,20857,2564,11820,1801,6474,1365,6623,1439,5229,1207,5161,null,null,1602,null,null,1721,null,null,1660,null,null,1748,null,null,1848,null,null,1966,null,null,1535,null,null,1989,null,null,1638,null,null,2066,null,null,2659,null,null,2564,null,null,1801,null,null,1365,null,null,1439,null,null,1207,null,null,53
3632,736,499,332,132,151,41,74,441,293,48,71,191,166,226,177,85,116,237,167,218,185,532,300,511,241,208,153,58,76,171,161,34,55,736,null,null,332,null,null,151,null,null,74,null,null,293,null,null,71,null,null,166,null,null,177,null,null,116,null,null,167,null,null,185,null,null,300,null,null,241,null,null,153,null,null,76,null,null,161,null,null,55,null,null,54
74088,2946,4973,1110,2668,873,5960,1105,4797,1211,4038,865,6573,1358,4379,921,2722,748,3705,905,6471,1333,7827,1515,10619,1375,4683,932,2239,696,1329,425,1105,481,2946,null,null,1110,null,null,873,null,null,1105,null,null,1211,null,null,865,null,null,1358,null,null,921,null,null,748,null,null,905,null,null,1333,null,null,1515,null,null,1375,null,null,932,null,null,696,null,null,425,null,null,481,null,null,55
10678,1586,209,202,790,543,429,282,586,338,441,284,175,175,1044,780,506,336,994,751,756,447,1386,670,1248,556,908,529,741,533,465,355,0,197,1586,null,null,202,null,null,543,null,null,282,null,null,338,null,null,284,null,null,175,null,null,780,null,null,336,null,null,751,null,null,447,null,null,670,null,null,556,null,null,529,null,null,533,null,null,355,null,null,197,null,null,56
826362,9581,186711,6247,82338,4754,83544,4061,73049,3866,62066,3472,54897,3463,45704,3596,38198,2838,30369,2319,45816,3481,47763,3768,35812,2933,16902,1829,8097,1341,8419,1430,6677,1404,9581,null,null,6247,null,null,4754,null,null,4061,null,null,3866,null,null,3472,null,null,3463,null,null,3596,null,null,2838,null,null,2319,null,null,3481,null,null,3768,null,null,2933,null,null,1829,null,null,1341,null,null,1430,null,null,1404,null,null,72
37433,2075,2320,921,3178,1081,3283,1188,2105,732,3421,1091,1900,792,1801,623,2776,1236,1298,636,2621,980,3859,1048,4488,1264,2148,817,759,400,785,451,691,368,2075,null,null,921,null,null,1081,null,null,1188,null,null,732,null,null,1091,null,null,792,null,null,623,null,null,1236,null,null,636,null,null,980,null,null,1048,null,null,1264,null,null,817,null,null,400,null,null,451,null,null,368,null,null,01
7675,1587,566,441,288,297,178,147,634,436,215,281,207,220,48,70,162,142,227,234,939,546,1159,626,896,507,765,408,527,346,491,394,373,287,1587,null,null,441,null,null,297,null,null,147,null,null,436,null,null,281,null,null,220,null,null,70,null,null,142,null,null,234,null,null,546,null,null,626,null,null,507,null,null,408,null,null,346,null,null,394,null,null,287,null,null,02
435032,6089,31969,2682,22241,2759,21290,2331,30170,2748,27830,3044,29117,2715,24605,2427,28188,2826,22774,2605,40232,3125,44776,3488,50626,3820,28504,3047,14104,1910,10680,1553,7926,1409,6089,null,null,2682,null,null,2759,null,null,2331,null,null,2748,null,null,3044,null,null,2715,null,null,2427,null,null,2826,null,null,2605,null,null,3125,null,null,3488,null,null,3820,null,null,3047,null,null,1910,null,null,1553,null,null,1409,null,null,04
42534,2327,2191,954,1733,820,3940,1278,3683,1002,3511,1044,3485,890,2266,832,3247,964,3117,1188,4597,1094,4190,996,2480,1061,1702,778,1222,830,665,478,505,410,2327,null,null,954,null,null,820,null,null,1278,null,null,1002,null,null,1044,null,null,890,null,null,832,null,null,964,null,null,1188,null,null,1094,null,null,996,null,null,1061,null,null,778,null,null,830,null,null,478,null,null,410,null,null,05
3029919,16237,145429,6071,113310,6044,149622,6213,183986,7574,162962,8205,173071,6498,171400,6815,167174,5512,146497,5904,261889,7197,334601,7702,389235,9996,251430,6841,141981,5692,140736,5534,96596,4658,16237,null,null,6071,null,null,6044,null,null,6213,null,null,7574,null,null,8205,null,null,6498,null,null,6815,null,null,5512,null,null,5904,null,null,7197,null,null,7702,null,null,9996,null,null,6841,null,null,5692,null,null,5534,null,null,4658,null,null,06
233277,4975,9354,1395,7196,1727,12686,1679,12151,1970,14377,2609,13133,2077,12427,1959,13930,2170,11552,1873,25158,2736,27046,3047,33585,2872,17626,2150,8588,1348,6841,1274,7627,1223,4975,null,null,1395,null,null,1727,null,null,1679,null,null,1970,null,null,2609,null,null,2077,null,null,1959,null,null,2170,null,null,1873,null,null,2736,null,null,3047,null,null,2872,null,null,2150,null,null,1348,null,null,1274,null,null,1223,null,null,08
119384,4093,9467,1467,5072,1005,6636,1418,6782,1493,6810,1257,6528,1558,6866,1546,6261,1439,6650,1681,10779,1605,11180,1946,12293,1947,9014,1339,5643,1299,4471,999,4932,1282,4093,null,null,1467,null,null,1005,null,null,1418,null,null,1493,null,null,1257,null,null,1558,null,null,1546,null,null,1439,null,null,1681,null,null,1605,null,null,1946,null,null,1947,null,null,1339,null,null,1299,null,null,999,null,null,1282,null,null,09
18087,1425,1496,743,638,510,920,519,1842,701,943,510,1235,623,721,563,906,534,983,457,2325,995,1313,643,1865,883,933,472,886,475,456,300,625,401,1425,null,null,743,null,null,510,null,null,519,null,null,701,null,null,510,null,null,623,null,null,563,null,null,534,null,null,457,null,null,995,null,null,643,null,null,883,null,null,472,null,null,475,null,null,300,null,null,401,null,null,10
14289,1491,827,591,1127,715,724,463,762,501,419,384,1046,651,288,210,373,311,1186,750,605,484,1478,772,975,452,929,546,829,538,844,422,1877,705,1491,null,null,591,null,null,715,null,null,463,null,null,501,null,null,384,null,null,651,null,null,210,null,null,311,null,null,750,null,null,484,null,null,772,null,null,452,null,null,546,null,null,538,null,null,422,null,null,705,null,null,11
