B13002A_001E,B13002A_001M,B13002A_002E,B13002A_002M,B13002A_003E,B13002A_003M,B13002A_004E,B13002A_004M,B13002A_005E,B13002A_005M,B13002A_006E,B13002A_006M,B13002A_007E,B13002A_007M,B13002A_001M,B13002A_001EA,B13002A_001MA,B13002A_002M,B13002A_002EA,B13002A_002MA,B13002A_003M,B13002A_003EA,B13002A_003MA,B13002A_004M,B13002A_004EA,B13002A_004MA,B13002A_005M,B13002A_005EA,B13002A_005MA,B13002A_006M,B13002A_006EA,B13002A_006MA,B13002A_007M,B13002A_007EA,B13002A_007MA,state
129995,962,5467,1050,3363,868,2104,613,124528,1517,50310,2054,74218,2224,962,null,null,1050,null,null,868,null,null,613,null,null,1517,null,null,2054,null,null,2224,null,null,50
1308672,5696,62659,4089,49192,3526,13467,1941,1246013,6934,601941,9672,644072,9404,5696,null,null,4089,null,null,3526,null,null,1941,null,null,6934,null,null,9672,null,null,9404,null,null,51
1240951,6032,64035,4429,47760,3300,16275,2543,1176916,7125,544510,9061,632406,8932,6032,null,null,4429,null,null,3300,null,null,2543,null,null,7125,null,null,9061,null,null,8932,null,null,53
370262,2212,19381,2554,11861,1931,7520,1498,350881,2989,161812,4193,189069,4238,2212,null,null,2554,null,null,1931,null,null,1498,null,null,2989,null,null,4193,null,null,4238,null,null,54
1080495,3810,56089,3025,40627,2590,15462,1772,1024406,4648,462381,8194,562025,8425,3810,null,null,3025,null,null,2590,null,null,1772,null,null,4648,null,null,8194,null,null,8425,null,null,55
117061,1648,6392,1142,4350,975,2042,693,110669,2108,52551,2384,58118,2613,1648,null,null,1142,null,null,975,null,null,693,null,null,2108,null,null,2384,null,null,2613,null,null,56
537936,7510,18284,2443,8243,1693,10041,1588,519652,7823,156388,6218,363264,7951,7510,null,null,2443,null,null,1693,null,null,1588,null,null,7823,null,null,6218,null,null,7951,null,null,72
737056,3847,34302,3149,23740,2558,10562,1650,702754,4938,358961,7536,343793,6906,3847,null,null,3149,null,null,2558,null,null,1650,null,null,4938,null,null,7536,null,null,6906,null,null,01
107790,1707,6291,1233,4929,957,1362,645,101499,2108,50852,2491,50647,2694,1707,null,null,1233,null,null,957,null,null,645,null,null,2108,null,null,2491,null,null,2694,null,null,02
1137268,8603,55120,4162,37890,3500,17230,2447,1082148,9119,453039,9354,629109,10244,8603,null,null,4162,null,null,3500,null,null,2447,null,null,9119,null,null,9354,null,null,10244,null,null,04
508110,3280,27291,2476,18502,2262,8789,1228,480819,3986,240744,6126,240075,6419,3280,null,null,2476,null,null,2262,null,null,1228,null,null,3986,null,null,6126,null,null,6419,null,null,05
5417797,21821,267755,7731,183647,6066,84108,5533,5150042,21220,2195909,16643,2954133,21330,21821,null,null,7731,null,null,6066,null,null,5533,null,null,21220,null,null,16643,null,null,21330,null,null,06
1104060,5694,55581,3635,41648,2886,13933,2503,1048479,6672,494550,7220,553929,8501,5694,null,null,3635,null,null,2886,null,null,2503,null,null,6672,null,null,7220,null,null,8501,null,null,08
605405,4454,22536,2427,16885,1962,5651,1135,582869,5329,239751,5096,343118,6206,4454,null,null,2427,null,null,1962,null,null,1135,null,null,5329,null,null,5096,null,null,6206,null,null,09
141763,1615,5563,1022,3814,873,1749,707,136200,1922,57697,3023,78503,3282,1615,null,null,1022,null,null,873,null,null,707,null,null,1922,null,null,3023,null,null,3282,null,null,10
94387,1327,3608,861,3172,813,436,380,90779,1594,26358,2378,64421,2463,1327,null,null,861,null,null,813,null,null,380,null,null,1594,null,null,2378,null,null,2463,null,null,11
