B25081_001E,B25081_001M,B25081_002E,B25081_002M,B25081_003E,B25081_003M,B25081_004E,B25081_004M,B25081_005E,B25081_005M,B25081_006E,B25081_006M,B25081_007E,B25081_007M,B25081_008E,B25081_008M,B25081_001M,B25081_001EA,B25081_001MA,B25081_002M,B25081_002EA,B25081_002MA,B25081_003M,B25081_003EA,B25081_003MA,B25081_004M,B25081_004EA,B25081_004MA,B25081_005M,B25081_005EA,B25081_005MA,B25081_006M,B25081_006EA,B25081_006MA,B25081_007M,B25081_007EA,B25081_007MA,B25081_008M,B25081_008EA,B25081_008MA,state
382116,6101,236910,5376,38486,2488,5862,1278,32624,2047,866,473,197558,5532,145206,4109,6101,null,null,5376,null,null,2488,null,null,1278,null,null,2047,null,null,473,null,null,5532,null,null,4109,null,null,23
1445953,10330,1063518,11390,182430,5134,35471,2752,146959,4632,5566,960,875522,11040,382435,7731,10330,null,null,11390,null,null,5134,null,null,2752,null,null,4632,null,null,960,null,null,11040,null,null,7731,null,null,24
1598930,10736,1112272,11002,220298,6211,33844,2799,186454,5825,5247,1140,886727,11471,486658,7915,10736,null,null,11002,null,null,6211,null,null,2799,null,null,5825,null,null,1140,null,null,11471,null,null,7915,null,null,25
2731283,14647,1656541,13588,227939,6432,40625,2555,187314,5890,6617,1102,1421985,13359,1074742,11054,14647,null,null,13588,null,null,6432,null,null,2555,null,null,5890,null,null,1102,null,null,13359,null,null,11054,null,null,26
1532031,9426,1029789,8735,167382,4416,41433,2680,125949,4085,4631,804,857776,9541,502242,6081,9426,null,null,8735,null,null,4416,null,null,2680,null,null,4085,null,null,804,null,null,9541,null,null,6081,null,null,27
734114,9343,367900,8197,29675,2471,9224,1566,20451,2081,888,388,337337,7754,366214,7537,9343,null,null,8197,null,null,2471,null,null,1566,null,null,2081,null,null,388,null,null,7754,null,null,7537,null,null,28
1567597,13680,969908,12330,109254,5010,28422,2580,80832,4083,2614,706,858040,12973,597689,10309,13680,null,null,12330,null,null,5010,null,null,2580,null,null,4083,null,null,706,null,null,12973,null,null,10309,null,null,29
282995,5662,160134,5182,16592,1767,4281,954,12311,1602,562,248,142980,4810,122861,4013,5662,null,null,5182,null,null,1767,null,null,954,null,null,1602,null,null,248,null,null,4810,null,null,4013,null,null,30
488339,5373,294925,5016,32766,2139,8730,1242,24036,1715,1487,604,260672,4904,193414,4369,5373,null,null,5016,null,null,2139,null,null,1242,null,null,1715,null,null,604,null,null,4904,null,null,4369,null,null,31
578762,7662,393999,7560,39614,2817,10501,1475,29113,2451,2060,862,352325,6786,184763,5887,7662,null,null,7560,null,null,2817,null,null,1475,null,null,2451,null,null,862,null,null,6786,null,null,5887,null,null,32
365021,5402,242909,4646,39564,2560,5956,1202,33608,2413,866,408,202479,4368,122112,3433,5402,null,null,4646,null,null,2560,null,null,1202,null,null,2413,null,null,408,null,null,4368,null,null,3433,null,null,33
2019927,14176,1364197,12561,219623,5984,28616,2319,191007,5903,8425,1401,1136149,12517,655730,9676,14176,null,null,12561,null,null,5984,null,null,2319,null,null,5903,null,null,1401,null,null,12517,null,null,9676,null,null,34
511099,7819,280119,7393,25346,2404,10316,1398,15030,1746,735,366,254038,6793,230980,6666,7819,null,null,7393,null,null,2404,null,null,1398,null,null,1746,null,null,366,null,null,6793,null,null,6666,null,null,35
3841170,19390,2348392,19311,366237,8771,44139,3004,322098,8023,11140,1841,1971015,17724,1492778,14815,19390,null,null,19311,null,null,8771,null,null,3004,null,null,8023,null,null,1841,null,null,17724,null,null,14815,null,null,36
2493388,15093,1581460,13388,238635,5688,42076,3179,196559,5360,8240,1530,1334585,13363,911928,12002,15093,null,null,13388,null,null,5688,null,null,3179,null,null,5360,null,null,1530,null,null,13363,null,null,12002,null,null,37
199208,3641,106622,3594,11177,1451,2619,681,8558,1294,1170,578,94275,3609,92586,2463,3641,null,null,3594,null,null,1451,null,null,681,null,null,1294,null,null,578,null,null,3609,null,null,2463,null,null,38
3022809,18037,1909786,17689,305060,8139,52402,3594,252658,7574,8848,1499,1595878,17390,1113023,13247,18037,null,null,17689,null,null,8139,null,null,3594,null,null,7574,null,null,1499,null,null,17390,null,null,13247,null,null,39
953552,7733,532865,7795,34304,2134,13310,1484,20994,1743,1311,445,497250,7459,420687,6689,7733,null,null,7795,null,null,2134,null,null,1484,null,null,1743,null,null,445,null,null,7459,null,null,6689,null,null,40
969579,10315,642854,9633,90744,4201,18781,2370,71963,3487,2599,764,549511,9416,326725,6717,10315,null,null,9633,null,null,4201,null,null,2370,null,null,3487,null,null,764,null,null,9416,null,null,6717,null,null,41
3382514,17950,2039013,16683,342147,6751,47301,2840,294846,6043,11355,1584,1685511,16330,1343501,11528,17950,null,null,16683,null,null,6751,null,null,2840,null,null,6043,null,null,1584,null,null,16330,null,null,11528,null,null,42
236882,4213,159306,4994,28130,2186,4922,1106,23208,2032,1355,539,129821,4566,77576,3404,4213,null,null,4994,null,null,2186,null,null,1106,null,null,2032,null,null,539,null,null,4566,null,null,3404,null,null,44
1288871,12866,749422,9356,84830,4847,17109,2342,67721,4008,2023,718,662569,9932,539449,10402,12866,null,null,9356,null,null,4847,null,null,2342,null,null,4008,null,null,718,null,null,9932,null,null,10402,null,null,45
224459,3798,126256,4249,13274,1572,3208,728,10066,1395,413,263,112569,3929,98203,3053,3798,null,null,4249,null,null,1572,null,null,728,null,null,1395,null,null,263,null,null,3929,null,null,3053,null,null,46
1664018,15061,989445,12268,103974,4083,26772,2659,77202,3637,3882,962,881589,12949,674573,11290,15061,null,null,12268,null,null,4083,null,null,2659,null,null,3637,null,null,962,null,null,12949,null,null,11290,null,null,47
5825471,27395,3366378,25127,180865,6339,66383,4136,114482,4764,6884,1535,3178629,25406,2459093,22715,27395,null,null,25127,null,null,6339,null,null,4136,null,null,4764,null,null,1535,null,null,25406,null,null,22715,null,null,48
659266,7711,467694,6980,65252,3299,19342,1765,45910,2835,1931,692,400511,7013,191572,4873,7711,null,null,6980,null,null,3299,null,null,1765,null,null,2835,null,null,692,null,null,7013,null,null,4873,null,null,49
177772,3783,114372,3494,19644,1794,1871,606,17773,1699,479,399,94249,3399,63400,2625,3783,null,null,3494,null,null,1794,null,null,606,null,null,1699,null,null,399,null,null,3399,null,null,2625,null,null,50
2037641,16261,1409498,13343,233495,6479,49994,3182,183501,5346,8349,1512,1167654,12926,628143,9233,16261,null,null,13343,null,null,6479,null,null,3182,null,null,5346,null,null,1512,null,null,12926,null,null,9233,null,null,51
1729320,12424,1193314,12089,173676,5492,39251,2571,134425,5040,5995,1057,1013643,12635,536006,9087,12424,null,null,12089,null,null,5492,null,null,2571,null,null,5040,null,null,1057,null,null,12635,null,null,9087,null,null,53
523078,7047,250630,6797,27033,2428,5394,1304,21639,2238,951,459,222646,6923,272448,6134,7047,null,null,6797,null,null,2428,null,null,1304,null,null,2238,null,null,459,null,null,6923,null,null,6134,null,null,54
1551232,10480,993769,9301,166365,4328,35956,2240,130409,4165,6167,1086,821237,8806,557463,7242,10480,null,null,9301,null,null,4328,null,null,2240,null,null,4165,null,null,1086,null,null,8806,null,null,7242,null,null,55
153894,4084,87347,3458,9355,1424,2905,980,6450,1062,317,308,77675,3428,66547,3247,4084,null,null,3458,null,null,1424,null,null,980,null,null,1062,null,null,308,null,null,3428,null,null,3247,null,null,56
821672,8711,325055,7989,7615,1258,5402,1101,2213,602,551,320,316889,7948,496617,8108,8711,null,null,7989,null,null,1258,null,null,1101,null,null,602,null,null,320,null,null,7948,null,null,8108,null,null,72
1268138,12239,717843,11167,77661,3972,20000,2143,57661,3574,3106,697,637076,10261,550295,9184,12239,null,null,11167,null,null,3972,null,null,2143,null,null,3574,null,null,697,null,null,10261,null,null,9184,null,null,01
160215,3268,101016,3243,8125,1553,2729,890,5396,1158,479,358,92412,3386,59199,2844,3268,null,null,3243,null,null,1553,null,null,890,null,null,1158,null,null,358,null,null,3386,null,null,2844,null,null,02
1593014,12380,1021023,12480,111673,4483,27721,2258,83952,3954,3535,983,905815,11967,571991,9630,12380,null,null,12480,null,null,4483,null,null,2258,null,null,3954,null,null,983,null,null,11967,null,null,9630,null,null,04
737632,8928,401122,9133,27075,2739,8591,1669,18484,2186,1631,702,372416,8846,336510,7341,8928,null,null,9133,null,null,2739,null,null,1669,null,null,2186,null,null,702,null,null,8846,null,null,7341,null,null,05
6943428,26799,4933660,28006,747482,11950,154220,7154,593262,9218,34108,2722,4152070,27295,2009768,16405,26799,null,null,28006,null,null,11950,null,null,7154,null,null,9218,null,null,2722,null,null,27295,null,null,16405,null,null,06
1365832,12605,978072,11670,140874,5613,36406,2874,104468,4667,4247,952,832951,11750,387760,7823,12605,null,null,11670,null,null,5613,null,null,2874,null,null,4667,null,null,952,null,null,11750,null,null,7823,null,null,08
879073,9745,597176,10394,110295,5178,19565,2423,90730,4193,4166,1032,482715,9192,281897,7027,9745,null,null,10394,null,null,5178,null,null,2423,null,null,4193,null,null,1032,null,null,9192,null,null,7027,null,null,09
245005,4786,157296,4532,22130,1983,4228,815,17902,1748,1190,608,133976,4625,87709,4055,4786,null,null,4532,null,null,1983,null,null,815,null,null,1748,null,null,608,null,null,4625,null,null,4055,null,null,10
110376,3494,83523,3368,12602,1340,3272,705,9330,1128,506,421,70415,3201,26853,2382,3494,null,null,3368,null,null,1340,null,null,705,null,null,1128,null,null,421,null,null,3201,null,null,2382,null,null,11
