C17010H_001E,C17010H_001M,C17010H_002E,C17010H_002M,C17010H_003E,C17010H_003M,C17010H_004E,C17010H_004M,C17010H_005E,C17010H_005M,C17010H_006E,C17010H_006M,C17010H_007E,C17010H_007M,C17010H_008E,C17010H_008M,C17010H_009E,C17010H_009M,C17010H_010E,C17010H_010M,C17010H_011E,C17010H_011M,C17010H_012E,C17010H_012M,C17010H_013E,C17010H_013M,C17010H_014E,C17010H_014M,C17010H_015E,C17010H_015M,C17010H_016E,C17010H_016M,C17010H_017E,C17010H_017M,C17010H_001M,C17010H_001EA,C17010H_001MA,C17010H_002M,C17010H_002EA,C17010H_002MA,C17010H_003M,C17010H_003EA,C17010H_003MA,C17010H_004M,C17010H_004EA,C17010H_004MA,C17010H_005M,C17010H_005EA,C17010H_005MA,C17010H_006M,C17010H_006EA,C17010H_006MA,C17010H_007M,C17010H_007EA,C17010H_007MA,C17010H_008M,C17010H_008EA,C17010H_008MA,C17010H_009M,C17010H_009EA,C17010H_009MA,C17010H_010M,C17010H_010EA,C17010H_010MA,C17010H_011M,C17010H_011EA,C17010H_011MA,C17010H_012M,C17010H_012EA,C17010H_012MA,C17010H_013M,C17010H_013EA,C17010H_013MA,C17010H_014M,C17010H_014EA,C17010H_014MA,C17010H_015M,C17010H_015EA,C17010H_015MA,C17010H_016M,C17010H_016EA,C17010H_016MA,C17010H_017M,C17010H_017EA,C17010H_017MA,state
447482,6689,41469,3276,19651,2293,9595,1772,21818,2573,3019,856,1997,773,18799,2498,14234,2181,406013,6648,339042,6788,125816,5350,66971,4319,19923,2385,9553,1718,47048,4020,23190,2346,6689,null,null,3276,null,null,2293,null,null,1772,null,null,2573,null,null,856,null,null,773,null,null,2498,null,null,2181,null,null,6648,null,null,6788,null,null,5350,null,null,4319,null,null,2385,null,null,1718,null,null,4020,null,null,2346,null,null,28
1269296,9351,98170,4312,42359,2966,20660,2176,55811,3729,12007,1683,8362,1623,43804,3419,37578,3135,1171126,10410,965570,11187,367703,8114,205556,8006,71875,4429,40437,3453,133681,5817,73014,4037,9351,null,null,4312,null,null,2966,null,null,2176,null,null,3729,null,null,1683,null,null,1623,null,null,3419,null,null,3135,null,null,10410,null,null,11187,null,null,8114,null,null,8006,null,null,4429,null,null,3453,null,null,5817,null,null,4037,null,null,29
234336,4809,15831,2053,8288,1424,4243,1028,7543,1333,1359,378,899,331,6184,1209,5577,1106,218505,4674,184585,5225,65922,3415,33920,2425,13320,1723,7781,1542,20600,2275,11377,1643,4809,null,null,2053,null,null,1424,null,null,1028,null,null,1333,null,null,378,null,null,331,null,null,1209,null,null,1106,null,null,4674,null,null,5225,null,null,3415,null,null,2425,null,null,1723,null,null,1542,null,null,2275,null,null,1643,null,null,30
402198,4878,20324,2059,7256,1122,3263,754,13068,1737,2112,713,1708,583,10956,1505,9722,1489,381874,4781,316672,5093,125236,2909,65202,3366,19741,1859,11342,1427,45461,2594,26301,2104,4878,null,null,2059,null,null,1122,null,null,754,null,null,1737,null,null,713,null,null,583,null,null,1505,null,null,1489,null,null,4781,null,null,5093,null,null,2909,null,null,3366,null,null,1859,null,null,1427,null,null,2594,null,null,2104,null,null,31
373856,5916,23571,2424,11076,1414,3988,998,12495,1950,2221,793,1580,667,10274,1835,8827,1749,350285,5858,278988,6182,89630,4289,71297,4048,26108,2305,13294,1677,45189,3131,21842,2678,5916,null,null,2424,null,null,1414,null,null,998,null,null,1950,null,null,793,null,null,667,null,null,1835,null,null,1749,null,null,5858,null,null,6182,null,null,4289,null,null,4048,null,null,2305,null,null,1677,null,null,3131,null,null,2678,null,null,32
319677,5600,11957,1889,4521,1268,1827,905,7436,1646,1849,933,1611,791,5587,1300,4953,1223,307720,5346,250682,5513,86491,3359,57038,3898,19417,2219,11098,1693,37621,3271,21066,2475,5600,null,null,1889,null,null,1268,null,null,905,null,null,1646,null,null,933,null,null,791,null,null,1300,null,null,1223,null,null,5346,null,null,5513,null,null,3359,null,null,3898,null,null,2219,null,null,1693,null,null,3271,null,null,2475,null,null,33
1308697,10761,53086,3444,26279,2217,12188,1506,26807,2897,4951,1328,3657,1103,21856,2540,15639,2089,1255611,10987,1038177,10948,400145,7902,217434,8029,64658,4390,25800,2775,152776,6053,64914,4038,10761,null,null,3444,null,null,2217,null,null,1506,null,null,2897,null,null,1328,null,null,1103,null,null,2540,null,null,2089,null,null,10987,null,null,10948,null,null,7902,null,null,8029,null,null,4390,null,null,2775,null,null,6053,null,null,4038,null,null,34
211212,4358,16298,2072,6307,1387,2829,907,9991,1894,1498,657,1075,514,8493,1784,7118,1756,194914,4290,163423,4258,47038,2921,31491,2412,9398,1559,3997,1091,22093,1903,10029,1463,4358,null,null,2072,null,null,1387,null,null,907,null,null,1894,null,null,657,null,null,514,null,null,1784,null,null,1756,null,null,4290,null,null,4258,null,null,2921,null,null,2412,null,null,1559,null,null,1091,null,null,1903,null,null,1463,null,null,35
2713884,15962,163432,6056,80133,4269,45040,3260,83299,4495,16441,1691,12215,1530,66858,4302,54379,3862,2550452,15122,2080460,15900,767962,10148,469992,10442,153416,5387,66028,3871,316576,8990,142235,5249,15962,null,null,6056,null,null,4269,null,null,3260,null,null,4495,null,null,1691,null,null,1530,null,null,4302,null,null,3862,null,null,15122,null,null,15900,null,null,10148,null,null,10442,null,null,5387,null,null,3871,null,null,8990,null,null,5249,null,null,36
1744657,14118,128966,5175,54230,3618,25050,2859,74736,3927,13582,2042,8876,1761,61154,3888,50072,3742,1615691,13153,1362201,13372,499078,8826,253490,7250,82110,4847,43857,4045,171380,5492,90866,4324,14118,null,null,5175,null,null,3618,null,null,2859,null,null,3927,null,null,2042,null,null,1761,null,null,3888,null,null,3742,null,null,13153,null,null,13372,null,null,8826,null,null,7250,null,null,4847,null,null,4045,null,null,5492,null,null,4324,null,null,37
164003,4032,6595,1347,3199,840,1212,500,3396,1051,908,491,797,465,2488,847,2317,821,157408,4152,135805,3956,52974,2937,21603,2060,8297,1349,5314,1159,13306,1743,7870,1353,4032,null,null,1347,null,null,840,null,null,500,null,null,1051,null,null,491,null,null,465,null,null,847,null,null,821,null,null,4152,null,null,3956,null,null,2937,null,null,2060,null,null,1349,null,null,1159,null,null,1743,null,null,1353,null,null,38
2432890,13794,187913,6816,67063,3192,34027,2490,120850,6414,22605,2810,17020,2375,98245,5389,81941,4762,2244977,13860,1812752,14907,670357,10305,432225,9997,146971,6587,78845,4784,285254,7496,150512,6330,13794,null,null,6816,null,null,3192,null,null,2490,null,null,6414,null,null,2810,null,null,2375,null,null,5389,null,null,4762,null,null,13860,null,null,14907,null,null,10305,null,null,9997,null,null,6587,null,null,4784,null,null,7496,null,null,6330,null,null,39
692297,6305,56496,3059,22067,1889,11421,1399,34429,2275,4914,822,3771,729,29515,2112,25229,1931,635801,6798,521350,6797,192852,4904,114451,3269,40322,2030,23214,1686,74129,3068,37883,2184,6305,null,null,3059,null,null,1889,null,null,1399,null,null,2275,null,null,822,null,null,729,null,null,2112,null,null,1931,null,null,6798,null,null,6797,null,null,4904,null,null,3269,null,null,2030,null,null,1686,null,null,3068,null,null,2184,null,null,40
809708,9820,52866,3716,22059,2063,9470,1559,30807,2793,5393,1213,4223,1148,25414,2436,20995,2355,756842,9657,616962,9004,211917,5956,139880,5915,46160,3659,26246,2912,93720,5614,47963,4280,9820,null,null,3716,null,null,2063,null,null,1559,null,null,2793,null,null,1213,null,null,1148,null,null,2436,null,null,2355,null,null,9657,null,null,9004,null,null,5956,null,null,5915,null,null,3659,null,null,2912,null,null,5614,null,null,4280,null,null,41
2567143,12338,149195,5206,62656,3635,29657,2616,86539,4132,15814,1633,10958,1453,70725,3614,60311,3304,2417948,13025,1981846,14056,691393,9260,436102,8138,151168,4779,72945,3829,284934,8021,137580,5446,12338,null,null,5206,null,null,3635,null,null,2616,null,null,4132,null,null,1633,null,null,1453,null,null,3614,null,null,3304,null,null,13025,null,null,14056,null,null,9260,null,null,8138,null,null,4779,null,null,3829,null,null,8021,null,null,5446,null,null,42
189832,4859,11969,1972,3533,1039,1726,757,8436,1834,1286,566,819,507,7150,1777,6140,1655,177863,4657,138273,4810,45128,2627,39590,3764,11543,1791,5983,1298,28047,3128,13353,2122,4859,null,null,1972,null,null,1039,null,null,757,null,null,1834,null,null,566,null,null,507,null,null,1777,null,null,1655,null,null,4657,null,null,4810,null,null,2627,null,null,3764,null,null,1791,null,null,1298,null,null,3128,null,null,2122,null,null,44
845540,9409,57301,3517,22240,2093,10313,1480,35061,3052,7024,1665,5019,1377,28037,2791,24116,2706,788239,8827,658979,8810,227329,5927,129260,5906,40845,3336,19950,2621,88415,4702,45621,3907,9409,null,null,3517,null,null,2093,null,null,1480,null,null,3052,null,null,1665,null,null,1377,null,null,2791,null,null,2706,null,null,8827,null,null,8810,null,null,5927,null,null,5906,null,null,3336,null,null,2621,null,null,4702,null,null,3907,null,null,45
184391,3385,8186,936,3525,636,1224,419,4661,866,561,243,406,232,4100,846,3715,847,176205,3363,149853,3623,58147,2364,26352,2261,9296,1366,5999,1027,17056,1909,10813,1476,3385,null,null,936,null,null,636,null,null,419,null,null,866,null,null,243,null,null,232,null,null,846,null,null,847,null,null,3363,null,null,3623,null,null,2364,null,null,2261,null,null,1366,null,null,1027,null,null,1909,null,null,1476,null,null,46
1307843,11521,115264,5534,51868,3534,27214,2937,63396,4710,12688,1923,9824,1708,50708,4052,42580,3509,1192579,11598,984758,11285,355095,8090,207821,7228,65270,4150,35276,3129,142551,5678,74655,4228,11521,null,null,5534,null,null,3534,null,null,2937,null,null,4710,null,null,1923,null,null,1708,null,null,4052,null,null,3509,null,null,11598,null,null,11285,null,null,8090,null,null,7228,null,null,4150,null,null,3129,null,null,5678,null,null,4228,null,null,47
3150953,15607,170993,7152,78555,5094,37584,3677,92438,4679,15484,2488,11616,1976,76954,4115,65239,4050,2979960,15747,2500431,18305,973172,13290,479529,13212,148070,6639,75018,5062,331459,10635,178273,8169,15607,null,null,7152,null,null,5094,null,null,3677,null,null,4679,null,null,2488,null,null,1976,null,null,4115,null,null,4050,null,null,15747,null,null,18305,null,null,13290,null,null,13212,null,null,6639,null,null,5062,null,null,10635,null,null,8169,null,null,48
588852,6194,30856,2607,16306,1540,8957,1201,14550,2038,1501,618,1008,516,13049,1854,11518,1805,557996,6678,479208,7424,239361,5891,78788,4484,27067,2713,14435,1862,51721,3506,26954,2508,6194,null,null,2607,null,null,1540,null,null,1201,null,null,2038,null,null,618,null,null,516,null,null,1854,null,null,1805,null,null,6678,null,null,7424,null,null,5891,null,null,4484,null,null,2713,null,null,1862,null,null,3506,null,null,2508,null,null,49
147240,3692,10727,1500,3773,674,1353,514,6954,1421,1017,590,958,582,5937,1425,5323,1339,136513,3650,111329,3562,37873,1903,25184,2240,9494,1673,5333,1317,15690,1517,9705,1152,3692,null,null,1500,null,null,674,null,null,514,null,null,1421,null,null,590,null,null,582,null,null,1425,null,null,1339,null,null,3650,null,null,3562,null,null,1903,null,null,2240,null,null,1673,null,null,1317,null,null,1517,null,null,1152,null,null,50
1376789,12547,70146,3864,31429,2593,15407,1847,38717,3454,7932,1421,4975,1215,30785,2836,24836,2640,1306643,12539,1099166,11739,423123,7792,207477,7946,64563,4838,32766,3383,142914,6038,77398,4239,12547,null,null,3864,null,null,2593,null,null,1847,null,null,3454,null,null,1421,null,null,1215,null,null,2836,null,null,2640,null,null,12539,null,null,11739,null,null,7792,null,null,7946,null,null,4838,null,null,3383,null,null,6038,null,null,4239,null,null,51
1335720,11100,65981,3676,30161,2554,13784,1804,35820,2872,7268,1461,5310,1215,28552,2916,23395,2535,1269739,11416,1054091,10851,386606,7829,215648,7681,73792,4139,40754,3909,141856,6524,71817,4603,11100,null,null,3676,null,null,2554,null,null,1804,null,null,2872,null,null,1461,null,null,1215,null,null,2916,null,null,2535,null,null,11416,null,null,10851,null,null,7829,null,null,7681,null,null,4139,null,null,3909,null,null,6524,null,null,4603,null,null,53
441940,6429,54744,3588,22486,2296,11796,1724,32258,2732,5995,1074,4446,979,26263,2612,21946,2324,387196,6747,310497,5849,106256,4040,76699,4252,24845,2285,12484,1902,51854,3405,26382,2577,6429,null,null,3588,null,null,2296,null,null,1724,null,null,2732,null,null,1074,null,null,979,null,null,2612,null,null,2324,null,null,6747,null,null,5849,null,null,4040,null,null,4252,null,null,2285,null,null,1902,null,null,3405,null,null,2577,null,null,54
1258658,8929,65996,3740,26823,1818,11528,1276,39173,3217,8529,1388,6582,1186,30644,2612,27103,2514,1192662,9395,1000420,10120,358328,6044,192242,6091,70935,3444,41067,2937,121307,4988,65607,3420,8929,null,null,3740,null,null,1818,null,null,1276,null,null,3217,null,null,1388,null,null,1186,null,null,2612,null,null,2514,null,null,9395,null,null,10120,null,null,6044,null,null,6091,null,null,3444,null,null,2937,null,null,4988,null,null,3420,null,null,55
128510,3414,6704,1190,3760,1056,1394,557,2944,847,206,208,206,208,2738,803,2525,816,121806,3509,102349,3721,36788,2064,19457,2369,8840,1638,5849,1354,10617,1481,6787,1140,3414,null,null,1190,null,null,1056,null,null,557,null,null,847,null,null,208,null,null,208,null,null,803,null,null,816,null,null,3509,null,null,3721,null,null,2064,null,null,2369,null,null,1638,null,null,1354,null,null,1481,null,null,1140,null,null,56
8211,1620,2778,874,1617,620,839,526,1161,546,54,95,0,222,1107,539,859,487,5433,1292,4262,1168,1954,899,1171,641,243,259,114,188,928,581,278,249,1620,null,null,874,null,null,620,null,null,526,null,null,546,null,null,95,null,null,222,null,null,539,null,null,487,null,null,1292,null,null,1168,null,null,899,null,null,641,null,null,259,null,null,188,null,null,581,null,null,249,null,null,72
841875,9573,70057,4167,32609,2883,14100,1856,37448,3305,7685,1403,5662,1281,29763,2907,24250,2620,771818,9322,645717,8364,237689,6459,126101,5991,40326,2963,19848,2139,85775,4737,40819,3192,9573,null,null,4167,null,null,2883,null,null,1856,null,null,3305,null,null,1403,null,null,1281,null,null,2907,null,null,2620,null,null,9322,null,null,8364,null,null,6459,null,null,5991,null,null,2963,null,null,2139,null,null,4737,null,null,3192,null,null,01
113227,3413,4216,932,1398,483,743,354,2818,837,604,468,573,466,2214,741,2009,699,109011,3374,90217,3401,37614,2558,18794,2248,7771,1244,4905,1130,11023,1686,5604,1101,3413,null,null,932,null,null,483,null,null,354,null,null,837,null,null,468,null,null,466,null,null,741,null,null,699,null,null,3374,null,null,3401,null,null,2558,null,null,2248,null,null,1244,null,null,1130,null,null,1686,null,null,1101,null,null,02
1020053,8536,68739,3655,34682,2893,12618,1840,34057,3022,7856,1474,5017,1181,26201,2638,20255,2461,951314,8222,783277,8967,244934,6233,168037,6364,54355,3594,24759,2800,113682,5237,56920,3869,8536,null,null,3655,null,null,2893,null,null,1840,null,null,3022,null,null,1474,null,null,1181,null,null,2638,null,null,2461,null,null,8222,null,null,8967,null,null,6233,null,null,6364,null,null,3594,null,null,2800,null,null,5237,null,null,3869,null,null,04
575781,7401,53963,3552,23648,2515,12851,1955,30315,2809,5362,1167,3706,911,24953,2468,20710,2436,521818,7409,434373,7519,158549,4985,87445,5765,27284,2876,14801,2083,60161,4312,31757,2936,7401,null,null,3552,null,null,2515,null,null,1955,null,null,2809,null,null,1167,null,null,911,null,null,2468,null,null,2436,null,null,7409,null,null,7519,null,null,4985,null,null,5765,null,null,2876,null,null,2083,null,null,4312,null,null,2936,null,null,05
3829803,20767,207634,8215,97338,5035,43356,3417,110296,6383,25503,3099,16634,2633,84793,5468,63264,4549,3622169,20178,2948685,21728,1052804,13898,673484,13387,219134,7742,108271,5898,454350,11187,204012,7687,20767,null,null,8215,null,null,5035,null,null,3417,null,null,6383,null,null,3099,null,null,2633,null,null,5468,null,null,4549,null,null,20178,null,null,21728,null,null,13898,null,null,13387,null,null,7742,null,null,5898,null,null,11187,null,null,7687,null,null,06
998912,8799,44255,2980,19958,1794,8649,1422,24297,2575,4991,943,3145,883,19306,2367,16381,2107,954657,9377,797534,8983,307661,6820,157123,6095,58615,4082,29108,2898,98508,4327,55101,3605,8799,null,null,2980,null,null,1794,null,null,1422,null,null,2575,null,null,943,null,null,883,null,null,2367,null,null,2107,null,null,9377,null,null,8983,null,null,6820,null,null,6095,null,null,4082,null,null,2898,null,null,4327,null,null,3605,null,null,08
628517,8156,22238,2506,8995,1517,4050,934,13243,1924,1846,753,1292,523,11397,1772,8538,1546,606279,7822,499227,6867,178142,4375,107052,5204,33292,2709,12885,1799,73760,3923,33707,2869,8156,null,null,2506,null,null,1517,null,null,934,null,null,1924,null,null,753,null,null,523,null,null,1772,null,null,1546,null,null,7822,null,null,6867,null,null,4375,null,null,5204,null,null,2709,null,null,1799,null,null,3923,null,null,2869,null,null,09
155647,3816,6974,1182,3055,757,948,467,3919,901,457,301,262,198,3462,886,2778,775,148673,3572,120436,3940,35916,2523,28237,2377,7313,1350,3317,851,20924,1929,10150,1682,3816,null,null,1182,null,null,757,null,null,467,null,null,901,null,null,301,null,null,198,null,null,886,null,null,775,null,null,3572,null,null,3940,null,null,2523,null,null,2377,null,null,1350,null,null,851,null,null,1929,null,null,1682,null,null,10
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
