B06007_001E,B06007_001M,B06007_002E,B06007_002M,B06007_003E,B06007_003M,B06007_004E,B06007_004M,B06007_005E,B06007_005M,B06007_006E,B06007_006M,B06007_007E,B06007_007M,B06007_008E,B06007_008M,B06007_009E,B06007_009M,B06007_010E,B06007_010M,B06007_011E,B06007_011M,B06007_012E,B06007_012M,B06007_013E,B06007_013M,B06007_014E,B06007_014M,B06007_015E,B06007_015M,B06007_016E,B06007_016M,B06007_017E,B06007_017M,B06007_018E,B06007_018M,B06007_019E,B06007_019M,B06007_020E,B06007_020M,B06007_021E,B06007_021M,B06007_022E,B06007_022M,B06007_023E,B06007_023M,B06007_024E,B06007_024M,B06007_025E,B06007_025M,B06007_026E,B06007_026M,B06007_027E,B06007_027M,B06007_028E,B06007_028M,B06007_029E,B06007_029M,B06007_030E,B06007_030M,B06007_031E,B06007_031M,B06007_032E,B06007_032M,B06007_033E,B06007_033M,B06007_034E,B06007_034M,B06007_035E,B06007_035M,B06007_036E,B06007_036M,B06007_037E,B06007_037M,B06007_038E,B06007_038M,B06007_039E,B06007_039M,B06007_040E,B06007_040M,B06007_001M,B06007_001EA,B06007_001MA,B06007_002M,B06007_002EA,B06007_002MA,B06007_003M,B06007_003EA,B06007_003MA,B06007_004M,B06007_004EA,B06007_004MA,B06007_005M,B06007_005EA,B06007_005MA,B06007_006M,B06007_006EA,B06007_006MA,B06007_007M,B06007_007EA,B06007_007MA,B06007_008M,B06007_008EA,B06007_008MA,B06007_009M,B06007_009EA,B06007_009MA,B06007_010M,B06007_010EA,B06007_010MA,B06007_011M,B06007_011EA,B06007_011MA,B06007_012M,B06007_012EA,B06007_012MA,B06007_013M,B06007_013EA,B06007_013MA,B06007_014M,B06007_014EA,B06007_014MA,B06007_015M,B06007_015EA,B06007_015MA,B06007_016M,B06007_016EA,B06007_016MA,B06007_017M,B06007_017EA,B06007_017MA,B06007_018M,B06007_018EA,B06007_018MA,B06007_019M,B06007_019EA,B06007_019MA,B06007_020M,B06007_020EA,B06007_020MA,B06007_021M,B06007_021EA,B06007_021MA,B06007_022M,B06007_022EA,B06007_022MA,B06007_023M,B06007_023EA,B06007_023MA,B06007_024M,B06007_024EA,B06007_024MA,B06007_025M,B06007_025EA,B06007_025MA,B06007_026M,B06007_026EA,B06007_026MA,B06007_027M,B06007_027EA,B06007_027MA,B06007_028M,B06007_028EA,B06007_028MA,B06007_029M,B06007_029EA,B06007_029MA,B06007_030M,B06007_030EA,B06007_030MA,B06007_031M,B06007_031EA,B06007_031MA,B06007_032M,B06007_032EA,B06007_032MA,B06007_033M,B06007_033EA,B06007_033MA,B06007_034M,B06007_034EA,B06007_034MA,B06007_035M,B06007_035EA,B06007_035MA,B06007_036M,B06007_036EA,B06007_036MA,B06007_037M,B06007_037EA,B06007_037MA,B06007_038M,B06007_038EA,B06007_038MA,B06007_039M,B06007_039EA,B06007_039MA,B06007_040M,B06007_040EA,B06007_040MA,state
1267538,938,1189137,4772,10824,1654,8454,1462,2370,781,67577,4612,48703,3897,18874,2268,776559,10481,743156,10551,3435,1174,2959,1069,476,314,29968,2781,26135,2524,3833,833,425648,10405,412111,10119,4493,933,4187,907,306,203,9044,1503,7942,1449,1102,494,15172,1840,12886,1880,698,345,348,226,350,250,1588,523,1528,522,60,70,50159,3841,20984,2617,2198,890,960,556,1238,625,26977,3053,13098,2060,13879,1922,938,null,null,4772,null,null,1654,null,null,1462,null,null,781,null,null,4612,null,null,3897,null,null,2268,null,null,10481,null,null,10551,null,null,1174,null,null,1069,null,null,314,null,null,2781,null,null,2524,null,null,833,null,null,10405,null,null,10119,null,null,933,null,null,907,null,null,203,null,null,1503,null,null,1449,null,null,494,null,null,1840,null,null,1880,null,null,345,null,null,226,null,null,250,null,null,523,null,null,522,null,null,70,null,null,3841,null,null,2617,null,null,890,null,null,556,null,null,625,null,null,3053,null,null,2060,null,null,1922,null,null,23
5653552,1594,4584484,18383,467743,8302,255512,9568,212231,9657,601325,16426,415149,13977,186176,8046,2571338,22153,2406952,21091,93131,6002,79146,5842,13985,2377,71255,5475,62091,5319,9164,1794,2078960,21901,1939554,22733,75911,6457,65017,5684,10894,1914,63495,4983,57351,4673,6144,1299,89881,5154,60010,4407,21217,2819,15456,2377,5761,1340,8654,1285,7286,1206,1368,591,913373,16873,177968,8147,277484,7169,95893,5468,181591,8700,457921,13204,288421,10971,169500,7566,1594,null,null,18383,null,null,8302,null,null,9568,null,null,9657,null,null,16426,null,null,13977,null,null,8046,null,null,22153,null,null,21091,null,null,6002,null,null,5842,null,null,2377,null,null,5475,null,null,5319,null,null,1794,null,null,21901,null,null,22733,null,null,6457,null,null,5684,null,null,1914,null,null,4983,null,null,4673,null,null,1299,null,null,5154,null,null,4407,null,null,2819,null,null,2377,null,null,1340,null,null,1285,null,null,1206,null,null,591,null,null,16873,null,null,8147,null,null,7169,null,null,5468,null,null,8700,null,null,13204,null,null,10971,null,null,7566,null,null,24
6452005,1483,4924776,21098,578572,10793,340315,8893,238257,9404,948657,18334,595278,14430,353379,12487,3828077,21294,3475028,20237,155692,7036,135360,6283,20332,2617,197357,9171,177331,8810,20026,2589,1318654,16861,1191198,17262,63949,4468,57307,4176,6642,1089,63507,4299,57575,3939,5932,1295,190914,9024,56992,4446,117495,7891,63144,5584,54351,4773,16427,3042,11511,2634,4916,1357,1114360,17210,201558,8464,241436,9410,84504,6311,156932,8585,671366,14863,348861,10285,322505,11831,1483,null,null,21098,null,null,10793,null,null,8893,null,null,9404,null,null,18334,null,null,14430,null,null,12487,null,null,21294,null,null,20237,null,null,7036,null,null,6283,null,null,2617,null,null,9171,null,null,8810,null,null,2589,null,null,16861,null,null,17262,null,null,4468,null,null,4176,null,null,1089,null,null,4299,null,null,3939,null,null,1295,null,null,9024,null,null,4446,null,null,7891,null,null,5584,null,null,4773,null,null,3042,null,null,2634,null,null,1357,null,null,17210,null,null,8464,null,null,9410,null,null,6311,null,null,8585,null,null,14863,null,null,10285,null,null,11831,null,null,25
9356637,2272,8464804,16845,276867,8844,175631,7545,101236,6500,614966,13304,385099,9304,229867,10484,7053238,21490,6807411,21978,105375,5107,88555,5217,16820,2152,140452,6454,121889,6057,18563,2255,1571279,18464,1485202,18376,49554,3658,41501,3379,8053,1396,36523,3071,31046,2778,5477,1306,75576,5286,45389,3578,12134,1685,7851,1524,4283,1113,18053,2677,12358,1780,5695,1984,656544,12315,126802,5193,109804,6360,37724,3887,72080,5544,419938,11124,219806,7332,200132,9842,2272,null,null,16845,null,null,8844,null,null,7545,null,null,6500,null,null,13304,null,null,9304,null,null,10484,null,null,21490,null,null,21978,null,null,5107,null,null,5217,null,null,2152,null,null,6454,null,null,6057,null,null,2255,null,null,18464,null,null,18376,null,null,3658,null,null,3379,null,null,1396,null,null,3071,null,null,2778,null,null,1306,null,null,5286,null,null,3578,null,null,1685,null,null,1524,null,null,1113,null,null,2677,null,null,1780,null,null,1984,null,null,12315,null,null,5193,null,null,6360,null,null,3887,null,null,5544,null,null,11124,null,null,7332,null,null,9842,null,null,26
5168872,1829,4571145,14421,203163,6541,119536,6417,83627,4375,394564,11575,238614,9250,155950,7089,3437796,15890,3284757,17447,65712,4432,55197,4325,10515,1586,87327,6250,72834,6237,14493,1944,1246175,13844,1172082,13652,37593,3697,32963,3339,4630,1470,36500,3139,31082,2832,5418,1277,38243,3040,29003,2800,2821,700,1953,542,868,533,6419,1237,4927,1033,1492,542,446658,9929,85303,5299,97037,4321,29423,2602,67614,3871,264318,9041,129771,6495,134547,6482,1829,null,null,14421,null,null,6541,null,null,6417,null,null,4375,null,null,11575,null,null,9250,null,null,7089,null,null,15890,null,null,17447,null,null,4432,null,null,4325,null,null,1586,null,null,6250,null,null,6237,null,null,1944,null,null,13844,null,null,13652,null,null,3697,null,null,3339,null,null,1470,null,null,3139,null,null,2832,null,null,1277,null,null,3040,null,null,2800,null,null,700,null,null,542,null,null,533,null,null,1237,null,null,1033,null,null,542,null,null,9929,null,null,5299,null,null,4321,null,null,2602,null,null,3871,null,null,9041,null,null,6495,null,null,6482,null,null,27
2801896,2989,2694220,4955,67334,3850,41282,3033,26052,2997,40342,3345,28039,2967,12303,2242,1973378,15708,1944371,15228,19537,2703,15341,2322,4196,1135,9470,1780,7818,1587,1652,845,751087,15861,725407,15282,17193,2710,13029,2097,4164,1598,8487,1673,7160,1465,1327,763,19296,2733,12934,2365,5516,1667,3479,1241,2037,1044,846,505,573,401,273,281,58135,4428,11508,2090,25088,2982,9433,1807,15655,2618,21539,2961,12488,2266,9051,2009,2989,null,null,4955,null,null,3850,null,null,3033,null,null,2997,null,null,3345,null,null,2967,null,null,2242,null,null,15708,null,null,15228,null,null,2703,null,null,2322,null,null,1135,null,null,1780,null,null,1587,null,null,845,null,null,15861,null,null,15282,null,null,2710,null,null,2097,null,null,1598,null,null,1673,null,null,1465,null,null,763,null,null,2733,null,null,2365,null,null,1667,null,null,1241,null,null,1044,null,null,505,null,null,401,null,null,281,null,null,4428,null,null,2090,null,null,2982,null,null,1807,null,null,2618,null,null,2961,null,null,2266,null,null,2009,null,null,28
5721468,2913,5363298,14056,147276,5592,98031,5740,49245,4312,210894,11225,134512,8929,76382,6680,3711487,22646,3623090,23914,43242,3809,35380,3691,7862,1470,45155,4711,36226,4282,8929,1734,1720802,21347,1656401,21733,35007,3452,30561,3278,4446,1095,29394,3830,24868,3519,4526,1301,41898,4259,32786,3265,5910,1933,4282,1350,1628,1164,3202,984,2686,844,516,442,247281,9847,51021,4305,63117,3859,27808,2915,35309,3420,133143,7546,70732,5068,62411,5619,2913,null,null,14056,null,null,5592,null,null,5740,null,null,4312,null,null,11225,null,null,8929,null,null,6680,null,null,22646,null,null,23914,null,null,3809,null,null,3691,null,null,1470,null,null,4711,null,null,4282,null,null,1734,null,null,21347,null,null,21733,null,null,3452,null,null,3278,null,null,1095,null,null,3830,null,null,3519,null,null,1301,null,null,4259,null,null,3265,null,null,1933,null,null,1350,null,null,1164,null,null,984,null,null,844,null,null,442,null,null,9847,null,null,4305,null,null,3859,null,null,2915,null,null,3420,null,null,7546,null,null,5068,null,null,5619,null,null,29
981377,1458,944993,3909,11691,1879,10139,1773,1552,812,24693,2940,19351,2510,5342,1286,517809,9110,503823,9084,3727,1000,3615,978,112,135,10259,1705,8675,1558,1584,729,433261,9332,421520,9470,6017,1303,5157,1215,860,488,5724,1213,4891,1088,833,451,8517,1430,7412,1294,457,251,397,238,60,95,648,317,578,317,70,90,21790,2327,12238,1703,1490,597,970,515,520,330,8062,1629,5207,1551,2855,911,1458,null,null,3909,null,null,1879,null,null,1773,null,null,812,null,null,2940,null,null,2510,null,null,1286,null,null,9110,null,null,9084,null,null,1000,null,null,978,null,null,135,null,null,1705,null,null,1558,null,null,729,null,null,9332,null,null,9470,null,null,1303,null,null,1215,null,null,488,null,null,1213,null,null,1088,null,null,451,null,null,1430,null,null,1294,null,null,251,null,null,238,null,null,95,null,null,317,null,null,317,null,null,90,null,null,2327,null,null,1703,null,null,597,null,null,515,null,null,330,null,null,1629,null,null,1551,null,null,911,null,null,30
1774959,1865,1571131,5875,136925,4988,70664,4478,66261,4424,66903,4184,37536,3230,29367,2739,1117846,9219,1072213,8591,34164,3539,26261,3462,7903,1849,11469,2188,9149,1903,2320,903,510534,9728,474649,9608,30938,2827,26031,2482,4907,1374,4947,1033,4278,991,669,325,14165,1832,10850,1625,2161,994,1298,663,863,705,1154,618,837,470,317,290,132414,5097,13419,2010,69662,4182,17074,1925,52588,3856,49333,3172,23272,2342,26061,2253,1865,null,null,5875,null,null,4988,null,null,4478,null,null,4424,null,null,4184,null,null,3230,null,null,2739,null,null,9219,null,null,8591,null,null,3539,null,null,3462,null,null,1849,null,null,2188,null,null,1903,null,null,903,null,null,9728,null,null,9608,null,null,2827,null,null,2482,null,null,1374,null,null,1033,null,null,991,null,null,325,null,null,1832,null,null,1625,null,null,994,null,null,663,null,null,705,null,null,618,null,null,470,null,null,290,null,null,5097,null,null,2010,null,null,4182,null,null,1925,null,null,3856,null,null,3172,null,null,2342,null,null,2253,null,null,31
2756697,1011,1910576,14094,599830,10887,360001,9929,239829,8164,246291,8324,162139,7761,84152,5850,628921,13268,474107,13375,142459,7059,128497,7028,13962,2334,12355,2127,11165,2028,1190,489,1494853,15272,1323367,14215,136803,8126,121322,7988,15481,2099,34683,3793,29745,3351,4938,1410,48864,4224,31002,3258,9822,1801,7021,1712,2801,785,8040,1508,6432,1297,1608,668,584059,12121,82100,5384,310746,8072,103161,6226,207585,7258,191213,7510,114797,6859,76416,5864,1011,null,null,14094,null,null,10887,null,null,9929,null,null,8164,null,null,8324,null,null,7761,null,null,5850,null,null,13268,null,null,13375,null,null,7059,null,null,7028,null,null,2334,null,null,2127,null,null,2028,null,null,489,null,null,15272,null,null,14215,null,null,8126,null,null,7988,null,null,2099,null,null,3793,null,null,3351,null,null,1410,null,null,4224,null,null,3258,null,null,1801,null,null,1712,null,null,785,null,null,1508,null,null,1297,null,null,668,null,null,12121,null,null,5384,null,null,8072,null,null,6226,null,null,7258,null,null,7510,null,null,6859,null,null,5864,null,null,32
1270317,1242,1172158,5535,27424,2860,18607,2569,8817,1815,70735,4456,47429,3896,23306,2786,506093,10030,486636,9808,5584,1344,5241,1289,343,239,13873,2088,11853,1935,2020,684,671778,9255,649502,9494,7609,1422,7054,1397,555,349,14667,1912,13324,1901,1343,417,17071,2495,11095,1686,4253,1761,2878,1552,1375,763,1723,1007,1651,1000,72,120,75375,4535,24925,2744,9978,2212,3434,964,6544,1831,40472,3248,20601,2318,19871,2601,1242,null,null,5535,null,null,2860,null,null,2569,null,null,1815,null,null,4456,null,null,3896,null,null,2786,null,null,10030,null,null,9808,null,null,1344,null,null,1289,null,null,239,null,null,2088,null,null,1935,null,null,684,null,null,9255,null,null,9494,null,null,1422,null,null,1397,null,null,349,null,null,1912,null,null,1901,null,null,417,null,null,2495,null,null,1686,null,null,1761,null,null,1552,null,null,763,null,null,1007,null,null,1000,null,null,120,null,null,4535,null,null,2744,null,null,2212,null,null,964,null,null,1831,null,null,3248,null,null,2318,null,null,2601,null,null,33
