B05009_001E,B05009_001M,B05009_002E,B05009_002M,B05009_003E,B05009_003M,B05009_004E,B05009_004M,B05009_005E,B05009_005M,B05009_006E,B05009_006M,B05009_007E,B05009_007M,B05009_008E,B05009_008M,B05009_009E,B05009_009M,B05009_010E,B05009_010M,B05009_011E,B05009_011M,B05009_012E,B05009_012M,B05009_013E,B05009_013M,B05009_014E,B05009_014M,B05009_015E,B05009_015M,B05009_016E,B05009_016M,B05009_017E,B05009_017M,B05009_018E,B05009_018M,B05009_019E,B05009_019M,B05009_020E,B05009_020M,B05009_021E,B05009_021M,B05009_022E,B05009_022M,B05009_023E,B05009_023M,B05009_024E,B05009_024M,B05009_025E,B05009_025M,B05009_026E,B05009_026M,B05009_027E,B05009_027M,B05009_028E,B05009_028M,B05009_029E,B05009_029M,B05009_030E,B05009_030M,B05009_031E,B05009_031M,B05009_032E,B05009_032M,B05009_033E,B05009_033M,B05009_034E,B05009_034M,B05009_035E,B05009_035M,B05009_036E,B05009_036M,B05009_037E,B05009_037M,B05009_001M,B05009_001EA,B05009_001MA,B05009_002M,B05009_002EA,B05009_002MA,B05009_003M,B05009_003EA,B05009_003MA,B05009_004M,B05009_004EA,B05009_004MA,B05009_005M,B05009_005EA,B05009_005MA,B05009_006M,B05009_006EA,B05009_006MA,B05009_007M,B05009_007EA,B05009_007MA,B05009_008M,B05009_008EA,B05009_008MA,B05009_009M,B05009_009EA,B05009_009MA,B05009_010M,B05009_010EA,B05009_010MA,B05009_011M,B05009_011EA,B05009_011MA,B05009_012M,B05009_012EA,B05009_012MA,B05009_013M,B05009_013EA,B05009_013MA,B05009_014M,B05009_014EA,B05009_014MA,B05009_015M,B05009_015EA,B05009_015MA,B05009_016M,B05009_016EA,B05009_016MA,B05009_017M,B05009_017EA,B05009_017MA,B05009_018M,B05009_018EA,B05009_018MA,B05009_019M,B05009_019EA,B05009_019MA,B05009_020M,B05009_020EA,B05009_020MA,B05009_021M,B05009_021EA,B05009_021MA,B05009_022M,B05009_022EA,B05009_022MA,B05009_023M,B05009_023EA,B05009_023MA,B05009_024M,B05009_024EA,B05009_024MA,B05009_025M,B05009_025EA,B05009_025MA,B05009_026M,B05009_026EA,B05009_026MA,B05009_027M,B05009_027EA,B05009_027MA,B05009_028M,B05009_028EA,B05009_028MA,B05009_029M,B05009_029EA,B05009_029MA,B05009_030M,B05009_030EA,B05009_030MA,B05009_031M,B05009_031EA,B05009_031MA,B05009_032M,B05009_032EA,B05009_032MA,B05009_033M,B05009_033EA,B05009_033MA,B05009_034M,B05009_034EA,B05009_034MA,B05009_035M,B05009_035EA,B05009_035MA,B05009_036M,B05009_036EA,B05009_036MA,B05009_037M,B05009_037EA,B05009_037MA,state
241745,2078,76203,2207,49880,2913,49313,2906,567,533,46144,2835,1678,743,1111,504,567,533,2058,707,2058,707,0,172,26323,2609,26085,2625,238,247,24784,2725,1539,514,1301,444,238,247,165542,2870,112778,4143,110657,4016,2121,992,103458,4097,4564,1634,3029,1603,1535,991,4756,1498,4587,1484,169,148,52764,3906,51728,3895,1036,516,50290,3876,2474,913,1874,706,600,455,2078,null,null,2207,null,null,2913,null,null,2906,null,null,533,null,null,2835,null,null,743,null,null,504,null,null,533,null,null,707,null,null,707,null,null,172,null,null,2609,null,null,2625,null,null,247,null,null,2725,null,null,514,null,null,444,null,null,247,null,null,2870,null,null,4143,null,null,4016,null,null,992,null,null,4097,null,null,1634,null,null,1603,null,null,991,null,null,1498,null,null,1484,null,null,148,null,null,3906,null,null,3895,null,null,516,null,null,3876,null,null,913,null,null,706,null,null,455,null,null,23
1283590,6106,417592,4488,272535,6175,266341,5854,6194,1394,176539,5783,67124,3865,61383,3366,5741,1355,28872,3595,28742,3584,130,189,145057,5453,141821,5407,3236,1192,114230,5802,30827,4146,27835,4217,2992,1155,865998,6216,552802,9698,520405,10161,32397,3579,376537,9571,127833,6217,99725,5495,28108,3637,48432,4218,47427,4151,1005,593,313196,10241,298492,9901,14704,2751,252948,8479,60248,5595,46803,5159,13445,2631,6106,null,null,4488,null,null,6175,null,null,5854,null,null,1394,null,null,5783,null,null,3865,null,null,3366,null,null,1355,null,null,3595,null,null,3584,null,null,189,null,null,5453,null,null,5407,null,null,1192,null,null,5802,null,null,4146,null,null,4217,null,null,1155,null,null,6216,null,null,9698,null,null,10161,null,null,3579,null,null,9571,null,null,6217,null,null,5495,null,null,3637,null,null,4218,null,null,4151,null,null,593,null,null,10241,null,null,9901,null,null,2751,null,null,8479,null,null,5595,null,null,5159,null,null,2631,null,null,24
1321640,4693,417752,5338,281649,7002,273035,6907,8614,1764,187277,6358,58959,4447,50596,4163,8363,1760,35413,3452,35246,3387,167,166,136103,6252,131240,6127,4863,1262,99985,5863,36118,3951,31422,3737,4696,1224,903888,5962,605782,8961,571521,8698,34261,3754,425261,9111,121879,6914,92392,5689,29487,3880,58642,5009,57936,4986,706,419,298106,9099,280854,8332,17252,3085,219522,8047,78584,5493,62462,5161,16122,2894,4693,null,null,5338,null,null,7002,null,null,6907,null,null,1764,null,null,6358,null,null,4447,null,null,4163,null,null,1760,null,null,3452,null,null,3387,null,null,166,null,null,6252,null,null,6127,null,null,1262,null,null,5863,null,null,3951,null,null,3737,null,null,1224,null,null,5962,null,null,8961,null,null,8698,null,null,3754,null,null,9111,null,null,6914,null,null,5689,null,null,3880,null,null,5009,null,null,4986,null,null,419,null,null,9099,null,null,8332,null,null,3085,null,null,8047,null,null,5493,null,null,5161,null,null,2894,null,null,25
2083970,6764,662468,6234,425732,7730,418591,7754,7141,1362,349544,7195,47908,4028,41302,3941,6606,1310,28280,3011,28029,2948,251,223,236736,7374,236629,7353,107,129,225171,7142,11565,2427,11458,2429,107,129,1421502,7520,929113,14275,893353,14237,35760,3644,770863,13908,104409,6451,75885,6068,28524,3399,53841,4054,52021,4076,1820,710,492389,13773,487473,13696,4916,1256,463220,13530,29169,4602,25388,4032,3781,1262,6764,null,null,6234,null,null,7730,null,null,7754,null,null,1362,null,null,7195,null,null,4028,null,null,3941,null,null,1310,null,null,3011,null,null,2948,null,null,223,null,null,7374,null,null,7353,null,null,129,null,null,7142,null,null,2427,null,null,2429,null,null,129,null,null,7520,null,null,14275,null,null,14237,null,null,3644,null,null,13908,null,null,6451,null,null,6068,null,null,3399,null,null,4054,null,null,4076,null,null,710,null,null,13773,null,null,13696,null,null,1256,null,null,13530,null,null,4602,null,null,4032,null,null,1262,null,null,26
1242027,4568,408788,4338,301357,5994,295092,6064,6265,1551,242041,5497,39904,3586,34795,3298,5109,1442,19412,2461,18959,2482,453,490,107431,5515,106177,5493,1254,474,88639,4971,18792,2601,17596,2614,1196,479,833239,5305,588011,9856,562684,9495,25327,2984,478316,8033,72934,5970,54829,5442,18105,2707,36761,3902,34695,3863,2066,889,245228,8410,237002,8236,8226,1907,199646,7979,45582,4470,38075,4190,7507,1859,4568,null,null,4338,null,null,5994,null,null,6064,null,null,1551,null,null,5497,null,null,3586,null,null,3298,null,null,1442,null,null,2461,null,null,2482,null,null,490,null,null,5515,null,null,5493,null,null,474,null,null,4971,null,null,2601,null,null,2614,null,null,479,null,null,5305,null,null,9856,null,null,9495,null,null,2984,null,null,8033,null,null,5970,null,null,5442,null,null,2707,null,null,3902,null,null,3863,null,null,889,null,null,8410,null,null,8236,null,null,1907,null,null,7979,null,null,4470,null,null,4190,null,null,1859,null,null,27
669293,4904,210075,4934,112523,5340,112201,5335,322,259,104886,5112,3923,1354,3664,1352,259,244,3714,1408,3651,1405,63,105,97552,5143,97048,5079,504,380,95519,5103,2033,988,1575,905,458,378,459218,5379,253025,8396,250958,8461,2067,737,238142,8531,8924,1638,7671,1597,1253,511,5959,1651,5714,1634,245,268,206193,7864,204899,7787,1294,724,200004,7948,6189,2240,5049,2211,1140,722,4904,null,null,4934,null,null,5340,null,null,5335,null,null,259,null,null,5112,null,null,1354,null,null,1352,null,null,244,null,null,1408,null,null,1405,null,null,105,null,null,5143,null,null,5079,null,null,380,null,null,5103,null,null,988,null,null,905,null,null,378,null,null,5379,null,null,8396,null,null,8461,null,null,737,null,null,8531,null,null,1638,null,null,1597,null,null,511,null,null,1651,null,null,1634,null,null,268,null,null,7864,null,null,7787,null,null,724,null,null,7948,null,null,2240,null,null,2211,null,null,722,null,null,28
1305640,7153,424754,5436,276606,6405,274048,6254,2558,1222,245686,6141,17761,2378,15835,2192,1926,972,13159,2304,13159,2304,0,187,148148,5395,147881,5395,267,235,139870,5460,8278,1778,8011,1746,267,235,880886,7249,579083,9849,567194,10049,11889,2398,519959,10079,38895,4147,30677,3613,8218,2059,20229,2603,19812,2584,417,304,301803,10322,298565,10301,3238,1052,287563,10301,14240,2921,11956,2550,2284,890,7153,null,null,5436,null,null,6405,null,null,6254,null,null,1222,null,null,6141,null,null,2378,null,null,2192,null,null,972,null,null,2304,null,null,2304,null,null,187,null,null,5395,null,null,5395,null,null,235,null,null,5460,null,null,1778,null,null,1746,null,null,235,null,null,7249,null,null,9849,null,null,10049,null,null,2398,null,null,10079,null,null,4147,null,null,3613,null,null,2059,null,null,2603,null,null,2584,null,null,304,null,null,10322,null,null,10301,null,null,1052,null,null,10301,null,null,2921,null,null,2550,null,null,890,null,null,29
215388,2641,70806,2179,53056,2529,52943,2528,113,127,50624,2474,158,161,92,118,66,108,2274,893,2274,893,0,168,17750,1833,17719,1827,31,58,17252,1849,498,467,467,463,31,58,144582,2721,108611,3559,107283,3490,1328,646,104673,3571,365,288,195,204,170,161,3573,1189,3397,1145,176,218,35971,3048,35820,2991,151,218,35387,3029,584,378,584,378,0,168,2641,null,null,2179,null,null,2529,null,null,2528,null,null,127,null,null,2474,null,null,161,null,null,118,null,null,108,null,null,893,null,null,893,null,null,168,null,null,1833,null,null,1827,null,null,58,null,null,1849,null,null,467,null,null,463,null,null,58,null,null,2721,null,null,3559,null,null,3490,null,null,646,null,null,3571,null,null,288,null,null,204,null,null,161,null,null,1189,null,null,1145,null,null,218,null,null,3048,null,null,2991,null,null,218,null,null,3029,null,null,378,null,null,378,null,null,168,null,null,30
452289,2702,152663,2961,110330,3710,108758,3783,1572,700,91223,3342,14023,2543,12474,2367,1549,693,5084,1204,5084,1204,0,159,42333,3568,41748,3580,585,489,37498,3389,4835,1057,4250,1101,585,489,299626,3042,210209,6380,201356,6635,8853,1684,174193,5403,26652,2917,19226,3101,7426,1638,9364,1723,9082,1641,282,228,89417,6084,87628,6070,1789,744,75664,4986,13753,2890,12317,2737,1436,671,2702,null,null,2961,null,null,3710,null,null,3783,null,null,700,null,null,3342,null,null,2543,null,null,2367,null,null,693,null,null,1204,null,null,1204,null,null,159,null,null,3568,null,null,3580,null,null,489,null,null,3389,null,null,1057,null,null,1101,null,null,489,null,null,3042,null,null,6380,null,null,6635,null,null,1684,null,null,5403,null,null,2917,null,null,3101,null,null,1638,null,null,1723,null,null,1641,null,null,228,null,null,6084,null,null,6070,null,null,744,null,null,4986,null,null,2890,null,null,2737,null,null,671,null,null,31
639127,5363,207751,4494,126914,6757,125335,6701,1579,771,76571,4553,29245,3756,27666,3620,1579,771,21098,2873,21098,2873,0,210,80837,5825,79337,5646,1500,854,58969,5493,21868,3097,20749,3026,1119,662,431376,4614,269983,8419,254145,7854,15838,2530,141513,6711,88608,6920,75189,6219,13419,2162,39862,5597,37773,5256,2089,1275,161393,8123,154446,7487,6947,1860,110964,6565,50429,5716,43746,5133,6683,1770,5363,null,null,4494,null,null,6757,null,null,6701,null,null,771,null,null,4553,null,null,3756,null,null,3620,null,null,771,null,null,2873,null,null,2873,null,null,210,null,null,5825,null,null,5646,null,null,854,null,null,5493,null,null,3097,null,null,3026,null,null,662,null,null,4614,null,null,8419,null,null,7854,null,null,2530,null,null,6711,null,null,6920,null,null,6219,null,null,2162,null,null,5597,null,null,5256,null,null,1275,null,null,8123,null,null,7487,null,null,1860,null,null,6565,null,null,5716,null,null,5133,null,null,1770,null,null,32
247573,2328,75713,2284,54187,2779,53158,2750,1029,574,45793,2754,4474,1439,3477,1224,997,573,3920,1096,3920,1096,0,187,21526,2276,21275,2290,251,323,20244,2199,1282,732,1031,640,251,323,171860,2550,122366,3622,117816,3687,4550,1259,106697,4116,7297,1754,4430,1588,2867,1027,8372,1899,8243,1903,129,160,49494,3738,48399,3587,1095,624,46566,3601,2928,1282,2180,1196,748,541,2328,null,null,2284,null,null,2779,null,null,2750,null,null,574,null,null,2754,null,null,1439,null,null,1224,null,null,573,null,null,1096,null,null,1096,null,null,187,null,null,2276,null,null,2290,null,null,323,null,null,2199,null,null,732,null,null,640,null,null,323,null,null,2550,null,null,3622,null,null,3687,null,null,1259,null,null,4116,null,null,1754,null,null,1588,null,null,1027,null,null,1899,null,null,1903,null,null,160,null,null,3738,null,null,3587,null,null,624,null,null,3601,null,null,1282,null,null,1196,null,null,541,null,null,33
1916946,5196,614422,6504,425667,8358,412108,8472,13559,2247,237144,6876,128991,7333,116053,6936,12938,2156,59532,5008,59148,4941,384,308,188755,7460,184170,7445,4585,1376,131458,6806,57297,5009,53416,5047,3881,1250,1302524,7007,902322,13033,844090,12643,58232,4391,528242,9937,269452,9822,216730,9283,52722,4093,104628,8007,102694,7923,1934,739,400202,11949,374995,12206,25207,3371,272846,10931,127356,6575,103854,6550,23502,3361,5196,null,null,6504,null,null,8358,null,null,8472,null,null,2247,null,null,6876,null,null,7333,null,null,6936,null,null,2156,null,null,5008,null,null,4941,null,null,308,null,null,7460,null,null,7445,null,null,1376,null,null,6806,null,null,5009,null,null,5047,null,null,1250,null,null,7007,null,null,13033,null,null,12643,null,null,4391,null,null,9937,null,null,9822,null,null,9283,null,null,4093,null,null,8007,null,null,7923,null,null,739,null,null,11949,null,null,12206,null,null,3371,null,null,10931,null,null,6575,null,null,6550,null,null,3361,null,null,34
460974,3251,145831,3187,82367,4517,81678,4563,689,532,61825,4147,10712,1978,10066,1998,646,526,9830,1942,9830,1942,0,195,63464,4124,63052,4079,412,357,54294,3779,9170,1973,8758,1942,412,357,315143,4316,186130,7066,177482,7407,8648,1596,136341,6631,31542,3590,24585,3267,6957,1480,18247,3078,17130,2931,1117,804,129013,6464,127156,6520,1857,1098,108451,6234,20562,3372,18804,3308,1758,1068,3251,null,null,3187,null,null,4517,null,null,4563,null,null,532,null,null,4147,null,null,1978,null,null,1998,null,null,526,null,null,1942,null,null,1942,null,null,195,null,null,4124,null,null,4079,null,null,357,null,null,3779,null,null,1973,null,null,1942,null,null,357,null,null,4316,null,null,7066,null,null,7407,null,null,1596,null,null,6631,null,null,3590,null,null,3267,null,null,1480,null,null,3078,null,null,2931,null,null,804,null,null,6464,null,null,6520,null,null,1098,null,null,6234,null,null,3372,null,null,3308,null,null,1068,null,null,35
3977729,10242,1327999,9387,869744,13282,851311,13615,18433,2551,504121,11627,243472,9182,226348,8867,17124,2508,122151,7495,121451,7561,700,440,458255,12702,446313,12540,11942,2270,322213,11063,136042,8094,125299,7984,10743,2138,2649730,9530,1723035,16804,1598035,16565,125000,9220,1024510,14693,514137,14982,404027,12419,110110,8590,184388,8013,177182,7995,7206,2286,926695,15378,869065,15169,57630,4942,623489,14115,303206,11263,249452,10343,53754,4851,10242,null,null,9387,null,null,13282,null,null,13615,null,null,2551,null,null,11627,null,null,9182,null,null,8867,null,null,2508,null,null,7495,null,null,7561,null,null,440,null,null,12702,null,null,12540,null,null,2270,null,null,11063,null,null,8094,null,null,7984,null,null,2138,null,null,9530,null,null,16804,null,null,16565,null,null,9220,null,null,14693,null,null,14982,null,null,12419,null,null,8590,null,null,8013,null,null,7995,null,null,2286,null,null,15378,null,null,15169,null,null,4942,null,null,14115,null,null,11263,null,null,10343,null,null,4851,null,null,36
