B22010_001E,B22010_001M,B22010_002E,B22010_002M,B22010_003E,B22010_003M,B22010_004E,B22010_004M,B22010_005E,B22010_005M,B22010_006E,B22010_006M,B22010_007E,B22010_007M,B22010_001M,B22010_001EA,B22010_001MA,B22010_002M,B22010_002EA,B22010_002MA,B22010_003M,B22010_003EA,B22010_003MA,B22010_004M,B22010_004EA,B22010_004MA,B22010_005M,B22010_005EA,B22010_005MA,B22010_006M,B22010_006EA,B22010_006MA,B22010_007M,B22010_007EA,B22010_007MA,state
408239,4139,64966,3813,35406,2780,29560,2958,343273,4781,73377,3448,269896,5347,4139,null,null,3813,null,null,2780,null,null,2958,null,null,4781,null,null,3448,null,null,5347,null,null,44
1877887,10574,261992,7129,119412,4968,142580,6319,1615895,11951,421449,10141,1194446,13675,10574,null,null,7129,null,null,4968,null,null,6319,null,null,11951,null,null,10141,null,null,13675,null,null,45
334003,3659,31549,2261,14732,1702,16817,1834,302454,3795,65062,3178,237392,4936,3659,null,null,2261,null,null,1702,null,null,1834,null,null,3795,null,null,3178,null,null,4936,null,null,46
2556332,11690,373125,7676,188762,6688,184363,6529,2183207,14217,567687,9538,1615520,13935,11690,null,null,7676,null,null,6688,null,null,6529,null,null,14217,null,null,9538,null,null,13935,null,null,47
9535612,20125,1175141,17921,503316,12840,671825,13053,8360471,24560,1861480,17187,6498991,28323,20125,null,null,17921,null,null,12840,null,null,13053,null,null,24560,null,null,17187,null,null,28323,null,null,48
943147,4975,68003,3799,31830,2873,36173,2927,875144,5925,189435,6691,685709,7676,4975,null,null,3799,null,null,2873,null,null,2927,null,null,5925,null,null,6691,null,null,7676,null,null,49
254851,2815,33037,2527,17703,1759,15334,1817,221814,3633,51080,2714,170734,3794,2815,null,null,2527,null,null,1759,null,null,1817,null,null,3633,null,null,2714,null,null,3794,null,null,50
3120692,13161,268502,8910,128394,6716,140108,6466,2852190,13831,609535,10995,2242655,15863,13161,null,null,8910,null,null,6716,null,null,6466,null,null,13831,null,null,10995,null,null,15863,null,null,51
2768076,8506,348165,9278,170317,6223,177848,7758,2419911,10725,545406,10398,1874505,12100,8506,null,null,9278,null,null,6223,null,null,7758,null,null,10725,null,null,10398,null,null,12100,null,null,53
722125,5656,128988,5334,71821,3476,57167,3524,593137,5998,190763,4901,402374,6764,5656,null,null,5334,null,null,3476,null,null,3524,null,null,5998,null,null,4901,null,null,6764,null,null,54
2326998,7745,276119,7172,122693,5258,153426,5176,2050879,9670,423071,6471,1627808,11098,7745,null,null,7172,null,null,5258,null,null,5176,null,null,9670,null,null,6471,null,null,11098,null,null,55
223619,4088,13083,1749,6997,1234,6086,1256,210536,4044,52682,2830,157854,4081,4088,null,null,1749,null,null,1234,null,null,1256,null,null,4044,null,null,2830,null,null,4081,null,null,56
1208438,9900,470610,9101,228139,6360,242471,7038,737828,10793,256871,7543,480957,9775,9900,null,null,9101,null,null,6360,null,null,7038,null,null,10793,null,null,7543,null,null,9775,null,null,72
1852518,12189,270409,7862,124611,5690,145798,5945,1582109,12497,442578,8066,1139531,11182,12189,null,null,7862,null,null,5690,null,null,5945,null,null,12497,null,null,8066,null,null,11182,null,null,01
248468,2841,26039,2695,11018,1637,15021,1984,222429,3640,53579,3368,168850,3860,2841,null,null,2695,null,null,1637,null,null,1984,null,null,3640,null,null,3368,null,null,3860,null,null,02
2519052,11479,312639,7380,133419,5341,179220,6470,2206413,12328,539885,9375,1666528,14581,11479,null,null,7380,null,null,5341,null,null,6470,null,null,12328,null,null,9375,null,null,14581,null,null,04
1142718,7341,142959,5979,71655,4578,71304,3945,999759,8263,297815,6613,701944,8813,7341,null,null,5979,null,null,4578,null,null,3945,null,null,8263,null,null,6613,null,null,8813,null,null,05
12944178,15703,1238154,17543,448315,9840,789839,13543,11706024,21204,2646218,20828,9059806,27309,15703,null,null,17543,null,null,9840,null,null,13543,null,null,21204,null,null,20828,null,null,27309,null,null,06
2108992,7767,171546,6190,74648,4688,96898,5257,1937446,8346,383487,6741,1553959,10008,7767,null,null,6190,null,null,4688,null,null,5257,null,null,8346,null,null,6741,null,null,10008,null,null,08
1357269,7141,177523,7440,72852,4017,104671,5723,1179746,8093,232379,5296,947367,9100,7141,null,null,7440,null,null,4017,null,null,5723,null,null,8093,null,null,5296,null,null,9100,null,null,09
351085,3936,39277,2861,17162,1882,22115,1976,311808,4621,67079,3100,244729,4744,3936,null,null,2861,null,null,1882,null,null,1976,null,null,4621,null,null,3100,null,null,4744,null,null,10
281241,3152,40789,3237,18694,2181,22095,2616,240452,3630,37480,2734,202972,3837,3152,null,null,3237,null,null,2181,null,null,2616,null,null,3630,null,null,2734,null,null,3837,null,null,11
