C18131_001E,C18131_001M,C18131_002E,C18131_002M,C18131_003E,C18131_003M,C18131_004E,C18131_004M,C18131_005E,C18131_005M,C18131_006E,C18131_006M,C18131_007E,C18131_007M,C18131_008E,C18131_008M,C18131_009E,C18131_009M,C18131_010E,C18131_010M,C18131_011E,C18131_011M,C18131_012E,C18131_012M,C18131_013E,C18131_013M,C18131_014E,C18131_014M,C18131_015E,C18131_015M,C18131_016E,C18131_016M,C18131_001M,C18131_001EA,C18131_001MA,C18131_002M,C18131_002EA,C18131_002MA,C18131_003M,C18131_003EA,C18131_003MA,C18131_004M,C18131_004EA,C18131_004MA,C18131_005M,C18131_005EA,C18131_005MA,C18131_006M,C18131_006EA,C18131_006MA,C18131_007M,C18131_007EA,C18131_007MA,C18131_008M,C18131_008EA,C18131_008MA,C18131_009M,C18131_009EA,C18131_009MA,C18131_010M,C18131_010EA,C18131_010MA,C18131_011M,C18131_011EA,C18131_011MA,C18131_012M,C18131_012EA,C18131_012MA,C18131_013M,C18131_013EA,C18131_013MA,C18131_014M,C18131_014EA,C18131_014MA,C18131_015M,C18131_015EA,C18131_015MA,C18131_016M,C18131_016EA,C18131_016MA,state
6569183,2993,324784,14455,57951,4790,266833,12603,361813,13961,104556,5665,257257,12060,376546,18498,88680,6075,287866,16963,402978,18453,74565,4646,328413,17701,5103062,25319,453238,10434,4649824,28132,2993,null,null,14455,null,null,4790,null,null,12603,null,null,13961,null,null,5665,null,null,12060,null,null,18498,null,null,6075,null,null,16963,null,null,18453,null,null,4646,null,null,17701,null,null,25319,null,null,10434,null,null,28132,null,null,25
9698645,3970,646896,18002,116205,6020,530691,15780,804949,20650,190843,7998,614106,17641,848636,20086,186585,6056,662051,18319,856072,19661,158676,6418,697396,18809,6542092,30166,764940,12270,5777152,31154,3970,null,null,18002,null,null,6020,null,null,15780,null,null,20650,null,null,7998,null,null,17641,null,null,20086,null,null,6056,null,null,18319,null,null,19661,null,null,6418,null,null,18809,null,null,30166,null,null,12270,null,null,31154,null,null,26
5394003,2520,238023,10585,42964,3056,195059,9718,295125,12659,66315,4225,228810,12045,394899,16916,79237,4465,315662,15650,379904,14815,62266,4519,317638,12803,4086052,22082,347652,6998,3738400,22777,2520,null,null,10585,null,null,3056,null,null,9718,null,null,12659,null,null,4225,null,null,12045,null,null,16916,null,null,4465,null,null,15650,null,null,14815,null,null,4519,null,null,12803,null,null,22082,null,null,6998,null,null,22777,null,null,27
2885130,2402,267875,14912,49315,4374,218560,13662,334808,16010,75446,5165,259362,14967,323431,14194,76935,4963,246496,12985,304590,16037,54469,4332,250121,14779,1654426,21809,218217,7622,1436209,21219,2402,null,null,14912,null,null,4374,null,null,13662,null,null,16010,null,null,5165,null,null,14967,null,null,14194,null,null,4963,null,null,12985,null,null,16037,null,null,4332,null,null,14779,null,null,21809,null,null,7622,null,null,21219,null,null,28
5900028,3895,364079,18164,68023,5125,296056,15698,462700,16204,125758,6953,336942,13538,548300,20552,119242,6027,429058,18423,560261,19191,104150,5803,456111,17323,3964688,26975,452890,9854,3511798,26667,3895,null,null,18164,null,null,5125,null,null,15698,null,null,16204,null,null,6953,null,null,13538,null,null,20552,null,null,6027,null,null,18423,null,null,19191,null,null,5803,null,null,17323,null,null,26975,null,null,9854,null,null,26667,null,null,29
1015703,1338,57493,4969,11830,1834,45663,4209,78145,6988,17954,2104,60191,6416,108305,8083,21722,2506,86583,7866,97131,7180,15707,1942,81424,7066,674629,11258,79728,4182,594901,10615,1338,null,null,4969,null,null,1834,null,null,4209,null,null,6988,null,null,2104,null,null,6416,null,null,8083,null,null,2506,null,null,7866,null,null,7180,null,null,1942,null,null,7066,null,null,11258,null,null,4182,null,null,10615,null,null,30
1845666,2180,94694,6645,18163,2307,76531,5588,116707,8982,24180,2439,92527,8569,150473,8619,27447,2127,123026,8484,168754,9860,22289,1846,146465,9444,1315038,10197,129284,4629,1185754,10949,2180,null,null,6645,null,null,2307,null,null,5588,null,null,8982,null,null,2439,null,null,8569,null,null,8619,null,null,2127,null,null,8484,null,null,9860,null,null,1846,null,null,9444,null,null,10197,null,null,4629,null,null,10949,null,null,31
2891212,3438,181573,11652,30738,3130,150835,10362,217847,14268,36563,3723,181284,12841,289480,16494,46571,4392,242909,14948,300596,17689,42289,4413,258307,15987,1901716,24627,227615,8951,1674101,24305,3438,null,null,11652,null,null,3130,null,null,10362,null,null,14268,null,null,3723,null,null,12841,null,null,16494,null,null,4392,null,null,14948,null,null,17689,null,null,4413,null,null,15987,null,null,24627,null,null,8951,null,null,24305,null,null,32
1289962,1417,41811,4321,8997,1601,32814,3758,52478,6034,17182,2889,35296,4689,72986,7467,16508,2235,56478,6835,84229,7777,16158,2246,68071,7089,1038458,12110,107945,4992,930513,12843,1417,null,null,4321,null,null,1601,null,null,3758,null,null,6034,null,null,2889,null,null,4689,null,null,7467,null,null,2235,null,null,6835,null,null,7777,null,null,2246,null,null,7089,null,null,12110,null,null,4992,null,null,12843,null,null,33
8762222,3129,396039,19292,59571,5161,336468,17988,519710,23121,100115,6208,419595,21563,586854,26233,95658,5086,491196,24248,579184,25594,90026,6247,489158,23252,6680435,38072,579898,13896,6100537,38693,3129,null,null,19292,null,null,5161,null,null,17988,null,null,23121,null,null,6208,null,null,21563,null,null,26233,null,null,5086,null,null,24248,null,null,25594,null,null,6247,null,null,23252,null,null,38072,null,null,13896,null,null,38693,null,null,34
2032037,2174,174249,12488,23571,2532,150678,11842,230065,12948,43518,4254,186547,12427,245680,13925,48228,4277,197452,12660,195404,14006,32586,3338,162818,12634,1186639,18414,160292,7318,1026347,18050,2174,null,null,12488,null,null,2532,null,null,11842,null,null,12948,null,null,4254,null,null,12427,null,null,13925,null,null,4277,null,null,12660,null,null,14006,null,null,3338,null,null,12634,null,null,18414,null,null,7318,null,null,18050,null,null,35
19215198,6083,1289706,29385,202351,8469,1087355,29282,1542694,36105,328753,10357,1213941,32154,1565386,36405,289764,9491,1275622,32255,1507578,39130,220941,10392,1286637,36922,13309834,55865,1183829,15154,12126005,54619,6083,null,null,29385,null,null,8469,null,null,29282,null,null,36105,null,null,10357,null,null,32154,null,null,36405,null,null,9491,null,null,32255,null,null,39130,null,null,10392,null,null,36922,null,null,55865,null,null,15154,null,null,54619,null,null,36
9830730,5080,658589,22908,108832,6494,549757,20580,862468,30540,180460,7667,682008,29484,1008987,28893,199019,6782,809968,26677,945562,25948,152064,5971,793498,24394,6355124,42426,724355,12840,5630769,42550,5080,null,null,22908,null,null,6494,null,null,20580,null,null,30540,null,null,7667,null,null,29484,null,null,28893,null,null,6782,null,null,26677,null,null,25948,null,null,5971,null,null,24394,null,null,42426,null,null,12840,null,null,42550,null,null,37
727056,1918,40305,5195,6016,1140,34289,4847,37895,4370,8727,1547,29168,4119,50520,4858,9714,1535,40806,4428,56093,6174,7711,1260,48382,5627,542243,8081,52124,3547,490119,8452,1918,null,null,5195,null,null,1140,null,null,4847,null,null,4370,null,null,1547,null,null,4119,null,null,4858,null,null,1535,null,null,4428,null,null,6174,null,null,1260,null,null,5627,null,null,8081,null,null,3547,null,null,8452,null,null,38
11279066,5096,756224,22874,137456,6224,618768,21329,888906,25824,234981,8436,653925,21896,948967,27329,215466,7768,733501,26105,980874,24890,178647,6226,802227,23137,7704095,43690,843159,12680,6860936,45006,5096,null,null,22874,null,null,6224,null,null,21329,null,null,25824,null,null,8436,null,null,21896,null,null,27329,null,null,7768,null,null,26105,null,null,24890,null,null,6226,null,null,23137,null,null,43690,null,null,12680,null,null,45006,null,null,39
3800945,2506,272469,11793,52948,3847,219521,11044,347826,13773,80503,4258,267323,13076,417120,14491,86749,4259,330371,12941,375820,11689,71473,3272,304347,11094,2387710,19598,326696,7959,2061014,18599,2506,null,null,11793,null,null,3847,null,null,11044,null,null,13773,null,null,4258,null,null,13076,null,null,14491,null,null,4259,null,null,12941,null,null,11689,null,null,3272,null,null,11094,null,null,19598,null,null,7959,null,null,18599,null,null,40
4014008,2502,237154,14805,44838,4150,192316,13504,298992,15926,72258,5331,226734,14137,373597,17408,82649,5988,290948,15290,369621,17965,65858,5401,303763,16591,2734644,25710,326359,9979,2408285,26281,2502,null,null,14805,null,null,4150,null,null,13504,null,null,15926,null,null,5331,null,null,14137,null,null,17408,null,null,5988,null,null,15290,null,null,17965,null,null,5401,null,null,16591,null,null,25710,null,null,9979,null,null,26281,null,null,41
12362508,4164,702681,23423,141789,6945,560892,20879,889364,25535,242978,9481,646386,22915,973284,25431,230641,9885,742643,20541,1027255,27554,205470,8471,821785,23848,8769924,39418,959053,14805,7810871,39144,4164,null,null,23423,null,null,6945,null,null,20879,null,null,25535,null,null,9481,null,null,22915,null,null,25431,null,null,9885,null,null,20541,null,null,27554,null,null,8471,null,null,23848,null,null,39418,null,null,14805,null,null,39144,null,null,42
1013988,922,55404,6860,10331,2028,45073,6091,74409,7411,25545,3673,48864,5897,74454,6643,18400,2859,56054,5963,81143,8445,15146,3014,65997,6956,728578,12108,72402,4093,656176,12569,922,null,null,6860,null,null,2028,null,null,6091,null,null,7411,null,null,3673,null,null,5897,null,null,6643,null,null,2859,null,null,5963,null,null,8445,null,null,3014,null,null,6956,null,null,12108,null,null,4093,null,null,12569,null,null,44
4801015,3258,345144,17474,60798,4204,284346,15874,390144,19582,88201,6298,301943,16815,472452,18740,104362,6684,368090,16322,494727,20071,88024,5580,406703,18563,3098548,25266,393049,11162,2705499,24273,3258,null,null,17474,null,null,4204,null,null,15874,null,null,19582,null,null,6298,null,null,16815,null,null,18740,null,null,6684,null,null,16322,null,null,20071,null,null,5580,null,null,18563,null,null,25266,null,null,11162,null,null,24273,null,null,45
835929,1090,56619,5431,8862,1667,47757,4990,54326,4671,14145,1984,40181,4072,72334,5900,13279,1934,59055,5645,71081,6096,11463,2026,59618,5466,581569,9612,54904,3413,526665,9579,1090,null,null,5431,null,null,1667,null,null,4990,null,null,4671,null,null,1984,null,null,4072,null,null,5900,null,null,1934,null,null,5645,null,null,6096,null,null,2026,null,null,5466,null,null,9612,null,null,3413,null,null,9579,null,null,46
6470166,4535,445963,18264,79974,5515,365989,16239,576540,19609,145700,7962,430840,17446,647490,22079,146633,7125,500857,19532,664126,22726,122171,6098,541955,21540,4136047,32470,516826,11064,3619221,31508,4535,null,null,18264,null,null,5515,null,null,16239,null,null,19609,null,null,7962,null,null,17446,null,null,22079,null,null,7125,null,null,19532,null,null,22726,null,null,6098,null,null,21540,null,null,32470,null,null,11064,null,null,31508,null,null,47
27177419,7662,1790632,39624,238425,8517,1552207,37338,2469457,54278,425462,15298,2043995,48667,2767975,61815,415214,14587,2352761,56571,2662228,53317,362502,11730,2299726,49180,17487127,83948,1769320,22965,15717807,85066,7662,null,null,39624,null,null,8517,null,null,37338,null,null,54278,null,null,15298,null,null,48667,null,null,61815,null,null,14587,null,null,56571,null,null,53317,null,null,11730,null,null,49180,null,null,83948,null,null,22965,null,null,85066,null,null,48
2999160,2571,144040,10400,20805,2806,123235,9669,162564,10654,25542,2852,137022,10226,255041,15872,31040,3082,224001,14609,270067,15552,29880,2887,240187,14825,2167448,24972,189795,6984,1977653,25060,2571,null,null,10400,null,null,2806,null,null,9669,null,null,10654,null,null,2852,null,null,10226,null,null,15872,null,null,3082,null,null,14609,null,null,15552,null,null,2887,null,null,14825,null,null,24972,null,null,6984,null,null,25060,null,null,49
599589,1041,34563,3936,7397,1455,27166,3262,36752,3878,10975,1947,25777,3065,46802,4513,12906,1428,33896,4155,44183,3950,9219,1670,34964,3079,437289,7653,49013,2660,388276,7775,1041,null,null,3936,null,null,1455,null,null,3262,null,null,3878,null,null,1947,null,null,3065,null,null,4513,null,null,1428,null,null,4155,null,null,3950,null,null,1670,null,null,3079,null,null,7653,null,null,2660,null,null,7775,null,null,50
8083316,5893,426020,17654,69220,4724,356800,16992,469226,21317,104127,6147,365099,19453,569336,23367,104124,5590,465212,21198,591792,22053,89688,5669,502104,19931,6026942,36105,589759,12450,5437183,33733,5893,null,null,17654,null,null,4724,null,null,16992,null,null,21317,null,null,6147,null,null,19453,null,null,23367,null,null,5590,null,null,21198,null,null,22053,null,null,5669,null,null,19931,null,null,36105,null,null,12450,null,null,33733,null,null,51
7123388,3780,370008,14162,68119,5837,301889,12331,434520,19873,109285,6806,325235,17243,535817,25089,103883,6467,431934,22948,556440,20816,85312,5764,471128,18905,5226603,36650,565441,12543,4661162,33630,3780,null,null,14162,null,null,5837,null,null,12331,null,null,19873,null,null,6806,null,null,17243,null,null,25089,null,null,6467,null,null,22948,null,null,20816,null,null,5764,null,null,18905,null,null,36650,null,null,12543,null,null,33630,null,null,53
1779087,1562,141536,9615,29149,2596,112387,8610,177491,10768,57216,4106,120275,8774,195538,12096,58094,4886,137444,9796,185197,12590,44178,4140,141019,10663,1079325,14911,170572,6965,908753,14008,1562,null,null,9615,null,null,2596,null,null,8610,null,null,10768,null,null,4106,null,null,8774,null,null,12096,null,null,4886,null,null,9796,null,null,12590,null,null,4140,null,null,10663,null,null,14911,null,null,6965,null,null,14008,null,null,54
5625454,3061,286260,12214,49099,3808,237161,11007,375305,14967,83523,4754,291782,13804,433258,14715,86851,4532,346407,13455,465182,15897,75944,3724,389238,14553,4065449,24639,384793,7638,3680656,23717,3061,null,null,12214,null,null,3808,null,null,11007,null,null,14967,null,null,4754,null,null,13804,null,null,14715,null,null,4532,null,null,13455,null,null,15897,null,null,3724,null,null,14553,null,null,24639,null,null,7638,null,null,23717,null,null,55
569441,1036,24810,2896,5138,1238,19672,2799,39853,5090,8778,1863,31075,4435,46370,5922,7528,1603,38842,5113,50001,5777,9512,1616,40489,5169,408407,8701,46938,3561,361469,8370,1036,null,null,2896,null,null,1238,null,null,2799,null,null,5090,null,null,1863,null,null,4435,null,null,5922,null,null,1603,null,null,5113,null,null,5777,null,null,1616,null,null,5169,null,null,8701,null,null,3561,null,null,8370,null,null,56
3377733,1829,805212,20626,172594,7182,632618,19313,663817,19904,172069,8469,491748,17184,554922,21340,139541,7623,415381,18005,417097,17425,82938,5180,334159,16315,936685,27239,153688,8502,782997,23747,1829,null,null,20626,null,null,7182,null,null,19313,null,null,19904,null,null,8469,null,null,17184,null,null,21340,null,null,7623,null,null,18005,null,null,17425,null,null,5180,null,null,16315,null,null,27239,null,null,8502,null,null,23747,null,null,72
4730117,2759,356165,15079,62442,4705,293723,14161,453366,18947,111726,6237,341640,16548,488831,17656,118423,6192,370408,17876,459689,18780,95864,5792,363825,16345,2972066,29090,395978,9409,2576088,27865,2759,null,null,15079,null,null,4705,null,null,14161,null,null,18947,null,null,6237,null,null,16548,null,null,17656,null,null,6192,null,null,17876,null,null,18780,null,null,5792,null,null,16345,null,null,29090,null,null,9409,null,null,27865,null,null,01
713455,2200,32961,4503,5941,1436,27020,3827,38322,4671,6590,1271,31732,4494,48592,4816,9531,1381,39061,4663,55901,5526,8522,1494,47379,5158,537679,8695,56016,3549,481663,8955,2200,null,null,4503,null,null,1436,null,null,3827,null,null,4671,null,null,1271,null,null,4494,null,null,4816,null,null,1381,null,null,4663,null,null,5526,null,null,1494,null,null,5158,null,null,8695,null,null,3549,null,null,8955,null,null,02
6758610,4461,525262,18654,73224,4465,452038,17523,581703,20881,105390,5652,476313,19806,657281,24516,109943,6139,547338,21852,685107,21048,102292,6621,582815,18820,4309257,32207,501977,12803,3807280,33294,4461,null,null,18654,null,null,4465,null,null,17523,null,null,20881,null,null,5652,null,null,19806,null,null,24516,null,null,6139,null,null,21852,null,null,21048,null,null,6621,null,null,18820,null,null,32207,null,null,12803,null,null,33294,null,null,04
2894787,2795,213946,12974,41963,4375,171983,10792,284993,14798,73773,5216,211220,12832,352915,15693,77023,5562,275892,14362,310143,16971,58212,4805,251931,14930,1732790,26762,244873,8596,1487917,26285,2795,null,null,12974,null,null,4375,null,null,10792,null,null,14798,null,null,5216,null,null,12832,null,null,15693,null,null,5562,null,null,14362,null,null,16971,null,null,4805,null,null,14930,null,null,26762,null,null,8596,null,null,26285,null,null,05
38443294,8708,2389010,46071,305821,10498,2083189,44026,3135477,54476,538943,15546,2596534,49219,3603195,56879,536741,13572,3066454,52069,3464176,53948,448110,12351,3016066,50835,25851436,80410,2361306,25441,23490130,77734,8708,null,null,46071,null,null,10498,null,null,44026,null,null,54476,null,null,15546,null,null,49219,null,null,56879,null,null,13572,null,null,52069,null,null,53948,null,null,12351,null,null,50835,null,null,80410,null,null,25441,null,null,77734,null,null,06
5398306,3323,258056,13398,44095,3240,213961,12278,339628,14900,65957,5231,273671,13720,417561,18888,62125,4004,355436,18557,436536,19015,54914,4210,381622,17211,3946525,26672,345902,8338,3600623,27320,3323,null,null,13398,null,null,3240,null,null,12278,null,null,14900,null,null,5231,null,null,13720,null,null,18888,null,null,4004,null,null,18557,null,null,19015,null,null,4210,null,null,17211,null,null,26672,null,null,8338,null,null,27320,null,null,08
3465231,1989,157228,9372,28824,2973,128404,9167,181754,12876,39797,4105,141957,11401,215059,13305,41701,3694,173358,11995,227800,14330,37905,3960,189895,12865,2683390,19733,243251,5792,2440139,20460,1989,null,null,9372,null,null,2973,null,null,9167,null,null,12876,null,null,4105,null,null,11401,null,null,13305,null,null,3694,null,null,11995,null,null,14330,null,null,3960,null,null,12865,null,null,19733,null,null,5792,null,null,20460,null,null,09
924706,1177,50068,5833,6533,1410,43535,5593,58143,6532,9984,1830,48159,5906,60747,7110,12815,2026,47932,6380,75197,8569,11455,2578,63742,7263,680551,11976,74446,3768,606105,11303,1177,null,null,5833,null,null,1410,null,null,5593,null,null,6532,null,null,1830,null,null,5906,null,null,7110,null,null,2026,null,null,6380,null,null,8569,null,null,2578,null,null,7263,null,null,11976,null,null,3768,null,null,11303,null,null,10
645605,1151,69581,7412,11534,2002,58047,6650,50644,6204,11854,2120,38790,5284,40327,5219,8102,1625,32225,4717,36002,5416,7054,1475,28948,4618,449051,9288,35881,2734,413170,9602,1151,null,null,7412,null,null,2002,null,null,6650,null,null,6204,null,null,2120,null,null,5284,null,null,5219,null,null,1625,null,null,4717,null,null,5416,null,null,1475,null,null,4618,null,null,9288,null,null,2734,null,null,9602,null,null,11
