C16009_001E,C16009_001M,C16009_002E,C16009_002M,C16009_003E,C16009_003M,C16009_004E,C16009_004M,C16009_005E,C16009_005M,C16009_006E,C16009_006M,C16009_007E,C16009_007M,C16009_008E,C16009_008M,C16009_009E,C16009_009M,C16009_010E,C16009_010M,C16009_011E,C16009_011M,C16009_012E,C16009_012M,C16009_013E,C16009_013M,C16009_001M,C16009_001EA,C16009_001MA,C16009_002M,C16009_002EA,C16009_002MA,C16009_003M,C16009_003EA,C16009_003MA,C16009_004M,C16009_004EA,C16009_004MA,C16009_005M,C16009_005EA,C16009_005MA,C16009_006M,C16009_006EA,C16009_006MA,C16009_007M,C16009_007EA,C16009_007MA,C16009_008M,C16009_008EA,C16009_008MA,C16009_009M,C16009_009EA,C16009_009MA,C16009_010M,C16009_010EA,C16009_010MA,C16009_011M,C16009_011EA,C16009_011MA,C16009_012M,C16009_012EA,C16009_012MA,C16009_013M,C16009_013EA,C16009_013MA,state
1233952,1367,149900,8948,137996,8570,1763,824,4965,1130,1828,684,3348,1631,1084052,8934,1020745,8416,8533,1474,39778,4411,8896,1939,6100,1630,1367,null,null,8948,null,null,8570,null,null,824,null,null,1130,null,null,684,null,null,1631,null,null,8934,null,null,8416,null,null,1474,null,null,4411,null,null,1939,null,null,1630,null,null,23
5517752,2690,519726,15411,413368,14076,56712,5759,20769,3655,15311,2318,13566,3726,4998026,15681,4052268,22109,402516,9774,233538,12097,195252,7430,114452,9409,2690,null,null,15411,null,null,14076,null,null,5759,null,null,3655,null,null,2318,null,null,3726,null,null,15681,null,null,22109,null,null,9774,null,null,12097,null,null,7430,null,null,9409,null,null,24
6219986,2689,630626,18433,377334,12860,138434,8219,60185,7559,38884,5318,15789,3350,5589360,18417,4374789,23110,417971,10891,509120,15621,218556,9518,68924,7264,2689,null,null,18433,null,null,12860,null,null,8219,null,null,7559,null,null,5318,null,null,3350,null,null,18417,null,null,23110,null,null,10891,null,null,15621,null,null,9518,null,null,7264,null,null,25
9141194,4318,1317025,21527,1125181,20758,62568,6362,41734,4748,21473,3243,66069,8392,7824169,22253,7146861,24501,206568,9342,218391,9724,129907,6254,122442,9054,4318,null,null,21527,null,null,20758,null,null,6362,null,null,4748,null,null,3243,null,null,8392,null,null,22253,null,null,24501,null,null,9342,null,null,9724,null,null,6254,null,null,9054,null,null,26
5050446,2405,486359,14209,376659,11533,34466,4811,12614,2228,30105,4670,32515,4877,4564087,14435,4088452,15932,164987,6659,86592,6737,141352,6156,82704,7753,2405,null,null,14209,null,null,11533,null,null,4811,null,null,2228,null,null,4670,null,null,4877,null,null,14435,null,null,15932,null,null,6659,null,null,6737,null,null,6156,null,null,7753,null,null,27
2707872,3477,545239,18244,516982,17791,17473,3415,3552,1485,2261,949,4971,1735,2162633,18749,2089389,17736,45560,3786,10652,1658,13169,2406,3863,1496,3477,null,null,18244,null,null,17791,null,null,3415,null,null,1485,null,null,949,null,null,1735,null,null,18749,null,null,17736,null,null,3786,null,null,1658,null,null,2406,null,null,1496,null,null,28
5545734,3763,745933,20788,671044,18648,36759,5364,17223,3326,12902,2323,8005,3299,4799801,21158,4524840,23890,108278,6616,86028,7979,58555,4472,22100,4544,3763,null,null,20788,null,null,18648,null,null,5364,null,null,3326,null,null,2323,null,null,3299,null,null,21158,null,null,23890,null,null,6616,null,null,7979,null,null,4472,null,null,4544,null,null,29
958037,1637,125948,7118,118683,6836,3387,1396,1385,675,815,623,1678,701,832089,7410,804540,7717,7608,1359,10257,2044,3169,1016,6515,1536,1637,null,null,7118,null,null,6836,null,null,1396,null,null,675,null,null,623,null,null,701,null,null,7410,null,null,7717,null,null,1359,null,null,2044,null,null,1016,null,null,1536,null,null,30
1721120,2510,189702,8715,150010,7038,24920,3997,3413,1326,5399,2252,5960,2959,1531418,9466,1371798,8450,109212,6029,19898,2858,21171,3413,9339,2501,2510,null,null,8715,null,null,7038,null,null,3997,null,null,1326,null,null,2252,null,null,2959,null,null,9466,null,null,8450,null,null,6029,null,null,2858,null,null,3413,null,null,2501,null,null,31
2716910,2371,362023,16828,226169,12840,111568,10077,5716,1992,14978,2611,3592,2100,2354887,16708,1652916,17268,481655,12658,55327,5647,141737,7104,23252,3848,2371,null,null,16828,null,null,12840,null,null,10077,null,null,1992,null,null,2611,null,null,2100,null,null,16708,null,null,17268,null,null,12658,null,null,5647,null,null,7104,null,null,3848,null,null,32
1228724,1484,88460,7061,78259,6269,3885,1810,2166,874,1613,739,2537,1996,1140264,7277,1057105,8438,21829,2849,37466,3604,17247,2473,6617,2073,1484,null,null,7061,null,null,6269,null,null,1810,null,null,874,null,null,739,null,null,1996,null,null,7277,null,null,8438,null,null,2849,null,null,3604,null,null,2473,null,null,2073,null,null,33
8254298,3036,833125,25344,457411,17211,258951,13507,57592,6421,35950,4583,23221,4431,7421173,25913,5153729,27961,1117230,17902,649245,20517,379366,12791,121603,8841,3036,null,null,25344,null,null,17211,null,null,13507,null,null,6421,null,null,4583,null,null,4431,null,null,25913,null,null,27961,null,null,17902,null,null,20517,null,null,12791,null,null,8841,null,null,34
1915787,1848,359706,13078,201502,11169,121955,10852,2971,995,1296,733,31982,4102,1556081,13154,1055310,15104,390450,12831,23100,3490,16868,2529,70353,6165,1848,null,null,13078,null,null,11169,null,null,10852,null,null,995,null,null,733,null,null,4102,null,null,13154,null,null,15104,null,null,12831,null,null,3490,null,null,2529,null,null,6165,null,null,35
18094995,4799,2582087,35235,1422839,22985,659985,19812,257216,13124,158673,10682,83374,10178,15512908,35664,11015827,39085,2105116,26165,1358569,27112,782272,18722,251124,15237,4799,null,null,35235,null,null,22985,null,null,19812,null,null,13124,null,null,10682,null,null,10178,null,null,35664,null,null,39085,null,null,26165,null,null,27112,null,null,18722,null,null,15237,null,null,36
9300578,5349,1379562,27956,1136986,24372,186182,13463,19231,3294,21549,4102,15614,3916,7921016,29089,7081951,26927,510839,14348,152180,9858,129988,7250,46058,7077,5349,null,null,27956,null,null,24372,null,null,13463,null,null,3294,null,null,4102,null,null,3916,null,null,29089,null,null,26927,null,null,14348,null,null,9858,null,null,7250,null,null,7077,null,null,37
677541,1963,70378,5310,61770,5081,2402,1463,3357,1485,828,434,2021,1434,607163,5895,580091,6156,10063,1820,10638,1912,3359,1114,3012,1093,1963,null,null,5310,null,null,5081,null,null,1463,null,null,1485,null,null,434,null,null,1434,null,null,5895,null,null,6156,null,null,1820,null,null,1912,null,null,1114,null,null,1093,null,null,38
10608586,5107,1483258,30099,1336018,26292,56070,6493,34109,4380,20334,4061,36727,6893,9125328,29757,8530159,33283,174341,8520,246562,11662,100952,7092,73314,7856,5107,null,null,30099,null,null,26292,null,null,6493,null,null,4380,null,null,4061,null,null,6893,null,null,29757,null,null,33283,null,null,8520,null,null,11662,null,null,7092,null,null,7856,null,null,39
3550494,2032,554837,13584,469333,12562,64488,7029,4580,1229,9135,2074,7301,1817,2995657,13560,2717025,15056,184101,8692,27007,2992,48246,3795,19278,3361,2032,null,null,13584,null,null,12562,null,null,7029,null,null,1229,null,null,2074,null,null,1817,null,null,13560,null,null,15056,null,null,8692,null,null,2992,null,null,3795,null,null,3361,null,null,40
3787240,2420,495914,15688,382082,12786,76143,7817,14361,3924,18467,2621,4861,1789,3291326,15631,2828330,16349,263539,10689,86444,7138,94563,5598,18450,4536,2420,null,null,15688,null,null,12786,null,null,7817,null,null,3924,null,null,2621,null,null,1789,null,null,15631,null,null,16349,null,null,10689,null,null,7138,null,null,5598,null,null,4536,null,null,41
11670228,4036,1450951,27859,1160831,23977,170744,9978,59961,8485,35027,4751,24388,5021,10219277,28458,9191878,34293,405300,12790,362013,14460,193807,7410,66279,6768,4036,null,null,27859,null,null,23977,null,null,9978,null,null,8485,null,null,4751,null,null,5021,null,null,28458,null,null,34293,null,null,12790,null,null,14460,null,null,7410,null,null,6768,null,null,42
962237,1099,120041,8069,78213,6178,25678,4130,10134,2308,3858,1584,2158,1088,842196,8106,664108,10318,91293,5388,63692,6148,16804,2637,6299,2001,1099,null,null,8069,null,null,6178,null,null,4130,null,null,2308,null,null,1584,null,null,1088,null,null,8106,null,null,10318,null,null,5388,null,null,6148,null,null,2637,null,null,2001,null,null,44
4535341,3845,662545,20418,598043,19810,52324,6531,6366,2194,3433,1124,2379,1614,3872796,20768,3629270,20558,145212,7347,49991,5517,38642,5365,9681,3347,3845,null,null,20418,null,null,19810,null,null,6531,null,null,2194,null,null,1124,null,null,1614,null,null,20768,null,null,20558,null,null,7347,null,null,5517,null,null,5365,null,null,3347,null,null,45
777244,1519,99788,5833,87101,5709,4180,1471,1184,479,1982,1304,5341,1320,677456,6207,640808,6762,11653,1645,9922,1793,5939,1877,9134,1578,1519,null,null,5833,null,null,5709,null,null,1471,null,null,479,null,null,1304,null,null,1320,null,null,6207,null,null,6762,null,null,1645,null,null,1793,null,null,1877,null,null,1578,null,null,46
6094323,3916,920844,22305,821428,20876,69588,7127,10787,2922,8873,2113,10168,3057,5173479,23528,4843712,24110,186987,8252,61531,5366,58496,5468,22753,5544,3916,null,null,22305,null,null,20876,null,null,7127,null,null,2922,null,null,2113,null,null,3057,null,null,23528,null,null,24110,null,null,8252,null,null,5366,null,null,5468,null,null,5544,null,null,47
25251359,7932,3778843,53952,1886163,35528,1692668,41339,67299,6974,88288,7755,44425,5719,21472516,54419,14311999,55572,5822501,44917,480403,19664,664492,17197,193121,14180,7932,null,null,53952,null,null,35528,null,null,41339,null,null,6974,null,null,7755,null,null,5719,null,null,54419,null,null,55572,null,null,44917,null,null,19664,null,null,17197,null,null,14180,null,null,48
2753493,2430,274225,13448,204605,10671,46139,6678,7782,2347,5617,1716,10082,2513,2479268,13678,2129168,15495,240404,10672,45547,4063,52479,5079,11670,2802,2430,null,null,13448,null,null,10671,null,null,6678,null,null,2347,null,null,1716,null,null,2513,null,null,13678,null,null,15495,null,null,10672,null,null,4063,null,null,5079,null,null,2802,null,null,49
570018,1187,66148,5036,62304,4843,655,432,1472,742,427,390,1290,1267,503870,5349,477177,5688,4302,1107,16625,2694,4033,1203,1733,694,1187,null,null,5036,null,null,4843,null,null,432,null,null,742,null,null,390,null,null,1267,null,null,5349,null,null,5688,null,null,1107,null,null,2694,null,null,1203,null,null,694,null,null,50
7662921,5348,823919,25612,669555,22271,83602,9007,26629,4364,24596,3754,19537,4712,6839002,26261,5736975,27939,469813,13524,251520,11169,275064,9462,105630,10016,5348,null,null,25612,null,null,22271,null,null,9007,null,null,4364,null,null,3754,null,null,4712,null,null,26261,null,null,27939,null,null,13524,null,null,11169,null,null,9462,null,null,10016,null,null,51
6713680,2949,741004,20260,536657,17191,109517,10045,28697,5446,44215,5055,21918,4644,5972676,20688,4877402,26562,461055,14219,226890,12640,341125,11929,66204,7857,2949,null,null,20260,null,null,17191,null,null,10045,null,null,5446,null,null,5055,null,null,4644,null,null,20688,null,null,26562,null,null,14219,null,null,12640,null,null,11929,null,null,7857,null,null,53
1680172,2099,291377,12031,282338,11327,3470,1466,1424,729,2656,1325,1489,1146,1388795,12225,1357927,12225,12614,1770,9786,2307,5704,1383,2764,989,2099,null,null,12031,null,null,11327,null,null,1466,null,null,729,null,null,1325,null,null,1146,null,null,12225,null,null,12225,null,null,1770,null,null,2307,null,null,1383,null,null,989,null,null,54
5300357,3627,601392,16661,506394,13723,54258,6790,16030,2456,18110,3565,6600,2585,4698965,17591,4325433,17700,189620,8020,90043,5523,74649,5336,19220,3174,3627,null,null,16661,null,null,13723,null,null,6790,null,null,2456,null,null,3565,null,null,2585,null,null,17591,null,null,17700,null,null,8020,null,null,5523,null,null,5336,null,null,3174,null,null,55
534038,1498,59781,5241,53429,5037,4638,1865,780,488,287,285,647,451,474257,5706,439948,6290,21928,2920,6431,1727,3198,1151,2752,1252,1498,null,null,5241,null,null,5037,null,null,1865,null,null,488,null,null,285,null,null,451,null,null,5706,null,null,6290,null,null,2920,null,null,1727,null,null,1151,null,null,1252,null,null,56
3220315,2015,1367526,24816,69751,6071,1296560,25212,474,254,175,184,566,649,1852789,24874,114855,8544,1734491,26041,2054,795,1161,736,228,209,2015,null,null,24816,null,null,6071,null,null,25212,null,null,254,null,null,184,null,null,649,null,null,24874,null,null,8544,null,null,26041,null,null,795,null,null,736,null,null,209,null,null,72
4458175,3467,732573,21056,676440,18298,40724,6175,4720,1410,5846,2055,4843,1761,3725602,21636,3553332,20689,103977,7689,26878,3375,31058,3351,10357,3261,3467,null,null,21056,null,null,18298,null,null,6175,null,null,1410,null,null,2055,null,null,1761,null,null,21636,null,null,20689,null,null,7689,null,null,3375,null,null,3351,null,null,3261,null,null,01
672768,1189,63434,5876,49952,5368,1169,532,1730,922,2487,1051,8096,1042,609334,5554,512547,7451,23256,3272,14275,2553,36484,3061,22772,2208,1189,null,null,5876,null,null,5368,null,null,532,null,null,922,null,null,1051,null,null,1042,null,null,5554,null,null,7451,null,null,3272,null,null,2553,null,null,3061,null,null,2208,null,null,02
6343024,3450,1001184,25465,599583,17950,312000,18026,12953,2169,19309,3490,57339,5757,5341840,25754,4027528,27003,978826,22886,107295,7261,113014,5554,115177,8329,3450,null,null,25465,null,null,17950,null,null,18026,null,null,2169,null,null,3490,null,null,5757,null,null,25754,null,null,27003,null,null,22886,null,null,7261,null,null,5554,null,null,8329,null,null,04
2714845,3793,448648,15695,402268,15012,38122,5257,3447,1254,3305,1091,1506,1330,2266197,16349,2113618,16458,104982,7087,17257,2605,25764,3358,4576,2054,3793,null,null,15695,null,null,15012,null,null,5257,null,null,1254,null,null,1091,null,null,1330,null,null,16349,null,null,16458,null,null,7087,null,null,2605,null,null,3358,null,null,2054,null,null,05
36071188,6347,5020873,58375,2253148,36519,2025832,40389,194767,10739,455836,18211,91290,9338,31050315,59255,17664604,60321,8493539,52788,1445410,30948,3156481,29778,290281,14432,6347,null,null,58375,null,null,36519,null,null,40389,null,null,10739,null,null,18211,null,null,9338,null,null,59255,null,null,60321,null,null,52788,null,null,30948,null,null,29778,null,null,14432,null,null,06
5089765,2781,553090,15919,407728,13706,111693,10983,10734,2539,12689,2130,10246,3246,4536675,16042,3809809,20875,503428,13841,97936,6389,94914,5421,30588,4713,2781,null,null,15919,null,null,13706,null,null,10983,null,null,2539,null,null,2130,null,null,3246,null,null,16042,null,null,20875,null,null,13841,null,null,6389,null,null,5421,null,null,4713,null,null,08
3288239,1463,311744,13639,194498,8846,81221,7864,23103,3687,6647,1861,6275,2267,2976495,13729,2347418,16979,313384,9878,217304,11098,68106,4947,30283,5082,1463,null,null,13639,null,null,8846,null,null,7864,null,null,3687,null,null,1861,null,null,2267,null,null,13729,null,null,16979,null,null,9878,null,null,11098,null,null,4947,null,null,5082,null,null,09
872203,1022,97266,7103,78713,6397,13645,2888,1864,1241,2748,898,296,246,774937,7213,679138,7562,49557,3500,19971,3747,17262,2471,9009,3037,1022,null,null,7103,null,null,6397,null,null,2888,null,null,1241,null,null,898,null,null,246,null,null,7213,null,null,7562,null,null,3500,null,null,3747,null,null,2471,null,null,3037,null,null,10
604935,681,112226,8271,95108,7986,9779,2714,2366,702,2320,860,2653,1248,492709,8143,408393,8916,46597,3380,19647,2911,8193,1386,9879,2121,681,null,null,8271,null,null,7986,null,null,2714,null,null,702,null,null,860,null,null,1248,null,null,8143,null,null,8916,null,null,3380,null,null,2911,null,null,1386,null,null,2121,null,null,11
