C16005_001E,C16005_001M,C16005_002E,C16005_002M,C16005_003E,C16005_003M,C16005_004E,C16005_004M,C16005_005E,C16005_005M,C16005_006E,C16005_006M,C16005_007E,C16005_007M,C16005_008E,C16005_008M,C16005_009E,C16005_009M,C16005_010E,C16005_010M,C16005_011E,C16005_011M,C16005_012E,C16005_012M,C16005_013E,C16005_013M,C16005_014E,C16005_014M,C16005_015E,C16005_015M,C16005_016E,C16005_016M,C16005_017E,C16005_017M,C16005_018E,C16005_018M,C16005_019E,C16005_019M,C16005_020E,C16005_020M,C16005_021E,C16005_021M,C16005_022E,C16005_022M,C16005_023E,C16005_023M,C16005_024E,C16005_024M,C16005_025E,C16005_025M,C16005_026E,C16005_026M,C16005_027E,C16005_027M,C16005_028E,C16005_028M,C16005_029E,C16005_029M,C16005_001M,C16005_001EA,C16005_001MA,C16005_002M,C16005_002EA,C16005_002MA,C16005_003M,C16005_003EA,C16005_003MA,C16005_004M,C16005_004EA,C16005_004MA,C16005_005M,C16005_005EA,C16005_005MA,C16005_006M,C16005_006EA,C16005_006MA,C16005_007M,C16005_007EA,C16005_007MA,C16005_008M,C16005_008EA,C16005_008MA,C16005_009M,C16005_009EA,C16005_009MA,C16005_010M,C16005_010EA,C16005_010MA,C16005_011M,C16005_011EA,C16005_011MA,C16005_012M,C16005_012EA,C16005_012MA,C16005_013M,C16005_013EA,C16005_013MA,C16005_014M,C16005_014EA,C16005_014MA,C16005_015M,C16005_015EA,C16005_015MA,C16005_016M,C16005_016EA,C16005_016MA,C16005_017M,C16005_017EA,C16005_017MA,C16005_018M,C16005_018EA,C16005_018MA,C16005_019M,C16005_019EA,C16005_019MA,C16005_020M,C16005_020EA,C16005_020MA,C16005_021M,C16005_021EA,C16005_021MA,C16005_022M,C16005_022EA,C16005_022MA,C16005_023M,C16005_023EA,C16005_023MA,C16005_024M,C16005_024EA,C16005_024MA,C16005_025M,C16005_025EA,C16005_025MA,C16005_026M,C16005_026EA,C16005_026MA,C16005_027M,C16005_027EA,C16005_027MA,C16005_028M,C16005_028EA,C16005_028MA,C16005_029M,C16005_029EA,C16005_029MA,state
1267538,938,1217379,4047,1168153,5187,8626,1464,7494,1344,1132,445,35586,3340,31104,3111,4482,858,2045,748,1671,661,374,332,2969,917,2830,871,139,150,50159,3841,20984,2617,2198,890,960,556,1238,625,10810,2051,6685,1508,4125,949,9370,1586,3356,895,6014,1290,6797,1833,3057,1031,3740,1223,938,null,null,4047,null,null,5187,null,null,1464,null,null,1344,null,null,445,null,null,3340,null,null,3111,null,null,858,null,null,748,null,null,661,null,null,332,null,null,917,null,null,871,null,null,150,null,null,3841,null,null,2617,null,null,890,null,null,556,null,null,625,null,null,2051,null,null,1508,null,null,949,null,null,1586,null,null,895,null,null,1290,null,null,1833,null,null,1031,null,null,1223,null,null,23
5653552,1594,4740179,16941,4406516,20736,190259,8444,159619,8071,30640,3267,73718,5158,66256,4966,7462,1461,44117,3951,37050,3870,7067,1643,25569,3435,23422,3304,2147,901,913373,16873,177968,8147,277484,7169,95893,5468,181591,8700,183692,9908,124102,7722,59590,5463,170404,6037,88660,5843,81744,4523,103825,8809,75659,6564,28166,4497,1594,null,null,16941,null,null,20736,null,null,8444,null,null,8071,null,null,3267,null,null,5158,null,null,4966,null,null,1461,null,null,3951,null,null,3870,null,null,1643,null,null,3435,null,null,3304,null,null,901,null,null,16873,null,null,8147,null,null,7169,null,null,5468,null,null,8700,null,null,9908,null,null,7722,null,null,5463,null,null,6037,null,null,5843,null,null,4523,null,null,8809,null,null,6564,null,null,4497,null,null,24
6452005,1483,5337645,17774,4723218,19996,337136,10681,255811,8661,81325,5454,193939,8708,175223,8262,18716,2324,65885,4960,55508,4352,10377,2184,17467,3159,15686,3152,1781,628,1114360,17210,201558,8464,241436,9410,84504,6311,156932,8585,392617,13547,212323,8968,180294,8816,208054,8146,90063,5324,117991,7008,70695,6555,46475,5046,24220,3015,1483,null,null,17774,null,null,19996,null,null,10681,null,null,8661,null,null,5454,null,null,8708,null,null,8262,null,null,2324,null,null,4960,null,null,4352,null,null,2184,null,null,3159,null,null,3152,null,null,628,null,null,17210,null,null,8464,null,null,9410,null,null,6311,null,null,8585,null,null,13547,null,null,8968,null,null,8816,null,null,8146,null,null,5324,null,null,7008,null,null,6555,null,null,5046,null,null,3015,null,null,25
9356637,2272,8700093,12382,8338002,15763,167063,5998,137907,6244,29156,3128,98164,5609,83656,5131,14508,2055,33487,3396,28743,3221,4744,978,63377,5637,52894,4619,10483,2568,656544,12315,126802,5193,109804,6360,37724,3887,72080,5544,167609,8019,98618,5604,68991,5532,124252,5062,61029,3975,63223,4392,128077,8226,60159,4668,67918,5994,2272,null,null,12382,null,null,15763,null,null,5998,null,null,6244,null,null,3128,null,null,5609,null,null,5131,null,null,2055,null,null,3396,null,null,3221,null,null,978,null,null,5637,null,null,4619,null,null,2568,null,null,12315,null,null,5193,null,null,6360,null,null,3887,null,null,5544,null,null,8019,null,null,5604,null,null,5532,null,null,5062,null,null,3975,null,null,4392,null,null,8226,null,null,4668,null,null,5994,null,null,26
5168872,1829,4722214,10573,4485842,13316,106126,6114,90113,5957,16013,2040,40148,3248,33597,2933,6551,1182,59395,3785,47576,3567,11819,1885,30703,4429,27670,4418,3033,1001,446658,9929,85303,5299,97037,4321,29423,2602,67614,3871,61371,5606,40973,3731,20398,3529,116062,4053,48352,3715,67710,3784,86885,6204,40446,4587,46439,4404,1829,null,null,10573,null,null,13316,null,null,6114,null,null,5957,null,null,2040,null,null,3248,null,null,2933,null,null,1182,null,null,3785,null,null,3567,null,null,1885,null,null,4429,null,null,4418,null,null,1001,null,null,9929,null,null,5299,null,null,4321,null,null,2602,null,null,3871,null,null,5606,null,null,3731,null,null,3529,null,null,4053,null,null,3715,null,null,3784,null,null,6204,null,null,4587,null,null,4404,null,null,27
2801896,2989,2743761,5552,2682712,5456,42246,3620,31849,2958,10397,2188,8830,1885,7171,1745,1659,877,3940,1314,3247,1192,693,563,6033,1264,5133,1266,900,496,58135,4428,11508,2090,25088,2982,9433,1807,15655,2618,6465,1530,3881,1087,2584,899,11847,2016,6491,1646,5356,1757,3227,1407,2116,893,1111,759,2989,null,null,5552,null,null,5456,null,null,3620,null,null,2958,null,null,2188,null,null,1885,null,null,1745,null,null,877,null,null,1314,null,null,1192,null,null,563,null,null,1264,null,null,1266,null,null,496,null,null,4428,null,null,2090,null,null,2982,null,null,1807,null,null,2618,null,null,1530,null,null,1087,null,null,899,null,null,2016,null,null,1646,null,null,1757,null,null,1407,null,null,893,null,null,759,null,null,28
5721468,2913,5474187,10543,5312277,14880,84159,4863,70223,4882,13936,2174,50774,5675,43224,5340,7550,1546,17323,2391,13195,2173,4128,1270,9654,2149,7361,1761,2293,1128,247281,9847,51021,4305,63117,3859,27808,2915,35309,3420,55254,5487,33839,3955,21415,3225,56528,4005,24272,2374,32256,3773,21361,4486,12621,2979,8740,2268,2913,null,null,10543,null,null,14880,null,null,4863,null,null,4882,null,null,2174,null,null,5675,null,null,5340,null,null,1546,null,null,2391,null,null,2173,null,null,1270,null,null,2149,null,null,1761,null,null,1128,null,null,9847,null,null,4305,null,null,3859,null,null,2915,null,null,3420,null,null,5487,null,null,3955,null,null,3225,null,null,4005,null,null,2374,null,null,3773,null,null,4486,null,null,2979,null,null,2268,null,null,29
981377,1458,959587,2733,932755,4028,10201,1817,9169,1779,1032,549,8502,1902,6685,1609,1817,836,776,421,531,337,245,292,7353,1371,6928,1342,425,230,21790,2327,12238,1703,1490,597,970,515,520,330,3446,1061,2738,942,708,441,3361,818,1565,809,1796,786,1255,652,904,584,351,280,1458,null,null,2733,null,null,4028,null,null,1817,null,null,1779,null,null,549,null,null,1902,null,null,1609,null,null,836,null,null,421,null,null,337,null,null,292,null,null,1371,null,null,1342,null,null,230,null,null,2327,null,null,1703,null,null,597,null,null,515,null,null,330,null,null,1061,null,null,942,null,null,441,null,null,818,null,null,809,null,null,786,null,null,652,null,null,584,null,null,280,null,null,30
1774959,1865,1642545,5568,1557712,5604,67263,4000,53590,3903,13673,2120,8837,1429,8079,1345,758,281,5545,1711,3931,1477,1614,760,3188,1346,2254,1014,934,684,132414,5097,13419,2010,69662,4182,17074,1925,52588,3856,15037,2405,9324,1567,5713,1909,21941,2857,6898,1700,15043,2583,12355,2933,7050,1815,5305,1554,1865,null,null,5568,null,null,5604,null,null,4000,null,null,3903,null,null,2120,null,null,1429,null,null,1345,null,null,281,null,null,1711,null,null,1477,null,null,760,null,null,1346,null,null,1014,null,null,684,null,null,5097,null,null,2010,null,null,4182,null,null,1925,null,null,3856,null,null,2405,null,null,1567,null,null,1909,null,null,2857,null,null,1700,null,null,2583,null,null,2933,null,null,1815,null,null,1554,null,null,31
2756697,1011,2172638,12135,1828476,14494,289084,7780,256840,7956,32244,3128,19030,2647,16648,2431,2382,786,27907,2625,23669,2623,4238,1143,8141,1805,7025,1659,1116,684,584059,12121,82100,5384,310746,8072,103161,6226,207585,7258,42737,5081,28273,3331,14464,3006,129613,6880,76046,6330,53567,4467,18863,3689,10478,2418,8385,2094,1011,null,null,12135,null,null,14494,null,null,7780,null,null,7956,null,null,3128,null,null,2647,null,null,2431,null,null,786,null,null,2625,null,null,2623,null,null,1143,null,null,1805,null,null,1659,null,null,684,null,null,12121,null,null,5384,null,null,8072,null,null,6226,null,null,7258,null,null,5081,null,null,3331,null,null,3006,null,null,6880,null,null,6330,null,null,4467,null,null,3689,null,null,2418,null,null,2094,null,null,32
1270317,1242,1194942,4970,1147233,5915,17446,2595,15173,2475,2273,783,23880,2653,20898,2521,2982,765,3627,1190,3475,1203,152,137,2756,1350,2455,1333,301,220,75375,4535,24925,2744,9978,2212,3434,964,6544,1831,18220,2595,9958,1378,8262,1935,15731,2121,7970,1570,7761,1578,6521,1981,2673,1317,3848,1511,1242,null,null,4970,null,null,5915,null,null,2595,null,null,2475,null,null,783,null,null,2653,null,null,2521,null,null,765,null,null,1190,null,null,1203,null,null,137,null,null,1350,null,null,1333,null,null,220,null,null,4535,null,null,2744,null,null,2212,null,null,964,null,null,1831,null,null,2595,null,null,1378,null,null,1935,null,null,2121,null,null,1570,null,null,1578,null,null,1981,null,null,1317,null,null,1511,null,null,33
8424299,1246,6421144,22195,5435283,26025,667972,15947,546480,14521,121492,6367,197549,9700,178892,8898,18657,2344,76638,5449,66198,5088,10440,1700,43702,5029,40320,4765,3382,908,2003155,22125,316597,10287,726156,15306,234672,8331,491484,13668,514967,16318,291030,11303,223937,10628,342472,11081,190228,9444,152244,7715,102963,6767,66154,4769,36809,4280,1246,null,null,22195,null,null,26025,null,null,15947,null,null,14521,null,null,6367,null,null,9700,null,null,8898,null,null,2344,null,null,5449,null,null,5088,null,null,1700,null,null,5029,null,null,4765,null,null,908,null,null,22125,null,null,10287,null,null,15306,null,null,8331,null,null,13668,null,null,16318,null,null,11303,null,null,10628,null,null,11081,null,null,9444,null,null,7715,null,null,6767,null,null,4769,null,null,4280,null,null,34
1955889,1342,1758342,8757,1259114,14593,385275,10810,336418,11102,48857,3709,10409,2080,9057,1819,1352,644,4849,1190,4516,1148,333,279,98695,5395,88330,5184,10365,1207,197547,8657,22487,3240,139024,7595,49526,4352,89498,6473,16603,2732,12365,2396,4238,1318,13863,1923,8345,1431,5518,1422,5570,2078,3364,1435,2206,1185,1342,null,null,8757,null,null,14593,null,null,10810,null,null,11102,null,null,3709,null,null,2080,null,null,1819,null,null,644,null,null,1190,null,null,1148,null,null,279,null,null,5395,null,null,5184,null,null,1207,null,null,8657,null,null,3240,null,null,7595,null,null,4352,null,null,6473,null,null,2732,null,null,2396,null,null,1318,null,null,1923,null,null,1431,null,null,1422,null,null,2078,null,null,1435,null,null,1185,null,null,35
18586270,2442,14074049,36075,11756685,35552,1422206,22984,1145559,21754,276647,10478,574063,17085,469917,15453,104146,6475,199620,8516,149652,7392,49968,4826,121475,9552,108597,8519,12878,2549,4512221,35624,1059830,22720,1395824,22894,403976,13558,991848,21591,1068083,19303,549544,12831,518539,14415,766298,14722,249035,8476,517263,11696,222186,12496,138467,10292,83719,6014,2442,null,null,36075,null,null,35552,null,null,22984,null,null,21754,null,null,10478,null,null,17085,null,null,15453,null,null,6475,null,null,8516,null,null,7392,null,null,4826,null,null,9552,null,null,8519,null,null,2549,null,null,35624,null,null,22720,null,null,22894,null,null,13558,null,null,21591,null,null,19303,null,null,12831,null,null,14415,null,null,14722,null,null,8476,null,null,11696,null,null,12496,null,null,10292,null,null,6014,null,null,36
9552195,4096,8769789,14568,8309808,16005,342055,9359,285436,9171,56619,3927,61562,4681,55952,4630,5610,1062,38462,3468,33526,3509,4936,1115,17902,3697,14740,3211,3162,1296,782406,14041,139781,7361,368128,8120,122333,7012,245795,7641,113927,7771,72503,5924,41424,4577,115737,6796,58598,4403,57139,5252,44833,6152,27138,4118,17695,3987,4096,null,null,14568,null,null,16005,null,null,9359,null,null,9171,null,null,3927,null,null,4681,null,null,4630,null,null,1062,null,null,3468,null,null,3509,null,null,1115,null,null,3697,null,null,3211,null,null,1296,null,null,14041,null,null,7361,null,null,8120,null,null,7012,null,null,7641,null,null,7771,null,null,5924,null,null,4577,null,null,6796,null,null,4403,null,null,5252,null,null,6152,null,null,4118,null,null,3987,null,null,37
703055,1333,678696,2808,658053,3684,9793,1943,7101,1574,2692,956,7761,1844,5901,1358,1860,1002,937,378,826,374,111,126,2152,628,1462,529,690,440,24359,2460,8113,1723,3193,1213,1837,720,1356,904,6629,1638,3709,1091,2920,1198,3417,1159,2022,960,1395,723,3007,1410,1290,748,1717,1111,1333,null,null,2808,null,null,3684,null,null,1943,null,null,1574,null,null,956,null,null,1844,null,null,1358,null,null,1002,null,null,378,null,null,374,null,null,126,null,null,628,null,null,529,null,null,440,null,null,2460,null,null,1723,null,null,1213,null,null,720,null,null,904,null,null,1638,null,null,1091,null,null,1198,null,null,1159,null,null,960,null,null,723,null,null,1410,null,null,748,null,null,1111,null,null,38
10921628,2813,10413470,13610,10043914,16010,163231,7012,122745,6151,40486,3390,148888,7514,116939,7114,31949,3565,24857,2692,21115,2532,3742,1046,32580,5204,28441,4581,4139,1686,508158,13439,116463,6823,74530,5348,27358,2822,47172,4315,137563,9252,78148,5157,59415,5962,100156,6715,50052,4319,50104,5657,79446,6736,47349,5191,32097,4037,2813,null,null,13610,null,null,16010,null,null,7012,null,null,6151,null,null,3390,null,null,7514,null,null,7114,null,null,3565,null,null,2692,null,null,2532,null,null,1046,null,null,5204,null,null,4581,null,null,1686,null,null,13439,null,null,6823,null,null,5348,null,null,2822,null,null,4315,null,null,9252,null,null,5157,null,null,5962,null,null,6715,null,null,4319,null,null,5657,null,null,6736,null,null,5191,null,null,4037,null,null,39
3659465,1583,3432716,6036,3251086,7588,134669,5973,113603,5422,21066,2512,13957,1524,12413,1553,1544,491,13958,1513,10638,1541,3320,832,19046,2995,16016,3072,3030,1023,226749,5780,32969,2730,120732,4566,38121,2897,82611,4013,19247,2559,13990,2361,5257,949,44902,2951,19170,2060,25732,2734,8899,2277,5905,1463,2994,1286,1583,null,null,6036,null,null,7588,null,null,5973,null,null,5422,null,null,2512,null,null,1524,null,null,1553,null,null,491,null,null,1513,null,null,1541,null,null,832,null,null,2995,null,null,3072,null,null,1023,null,null,5780,null,null,2730,null,null,4566,null,null,2897,null,null,4013,null,null,2559,null,null,2361,null,null,949,null,null,2951,null,null,2060,null,null,2734,null,null,2277,null,null,1463,null,null,1286,null,null,40
3858883,2004,3467584,10788,3201733,15047,189563,8165,159762,8512,29801,3903,35771,3914,31824,3606,3947,1355,33412,2990,27635,2725,5777,1291,7105,2661,6705,2643,400,319,391299,10677,70401,4472,156701,6449,50318,4468,106383,5423,65865,6108,37931,4116,27934,4146,81662,4435,35855,3138,45807,3406,16670,3439,10705,2766,5965,1576,2004,null,null,10788,null,null,15047,null,null,8165,null,null,8512,null,null,3903,null,null,3914,null,null,3606,null,null,1355,null,null,2990,null,null,2725,null,null,1291,null,null,2661,null,null,2643,null,null,319,null,null,10677,null,null,4472,null,null,6449,null,null,4468,null,null,5423,null,null,6108,null,null,4116,null,null,4146,null,null,4435,null,null,3138,null,null,3406,null,null,3439,null,null,2766,null,null,1576,null,null,41
12074484,2168,11212702,19500,10517101,25343,415644,11185,304964,11108,110680,6476,196736,10755,158940,9676,37796,3780,53682,3666,43080,3172,10602,1903,29539,4314,25669,3846,3870,1234,861782,19043,194658,9185,181926,9438,60652,4366,121274,7848,236324,12352,129425,6524,106899,9121,184256,7152,79829,4809,104427,6466,64618,5876,35675,3654,28943,3952,2168,null,null,19500,null,null,25343,null,null,11185,null,null,11108,null,null,6476,null,null,10755,null,null,9676,null,null,3780,null,null,3666,null,null,3172,null,null,1903,null,null,4314,null,null,3846,null,null,1234,null,null,19043,null,null,9185,null,null,9438,null,null,4366,null,null,7848,null,null,12352,null,null,6524,null,null,9121,null,null,7152,null,null,4809,null,null,6466,null,null,5876,null,null,3654,null,null,3952,null,null,42
1002282,807,855613,6994,749197,8424,66402,4274,54098,3923,12304,2264,30040,3029,27097,3008,2943,748,8344,1786,6685,1452,1659,777,1630,651,1630,651,0,208,146669,6984,25037,2873,53675,3696,17439,2767,36236,3151,46371,4868,25449,3266,20922,3233,14454,2045,5826,1579,8628,1803,7132,1980,5526,1656,1606,930,807,null,null,6994,null,null,8424,null,null,4274,null,null,3923,null,null,2264,null,null,3029,null,null,3008,null,null,748,null,null,1786,null,null,1452,null,null,777,null,null,651,null,null,651,null,null,208,null,null,6984,null,null,2873,null,null,3696,null,null,2767,null,null,3151,null,null,4868,null,null,3266,null,null,3233,null,null,2045,null,null,1579,null,null,1803,null,null,1980,null,null,1656,null,null,930,null,null,44
