B27001G_001E,B27001G_001M,B27001G_002E,B27001G_002M,B27001G_003E,B27001G_003M,B27001G_004E,B27001G_004M,B27001G_005E,B27001G_005M,B27001G_006E,B27001G_006M,B27001G_007E,B27001G_007M,B27001G_008E,B27001G_008M,B27001G_009E,B27001G_009M,B27001G_010E,B27001G_010M,B27001G_011E,B27001G_011M,B27001G_012E,B27001G_012M,B27001G_013E,B27001G_013M,B27001G_014E,B27001G_014M,B27001G_015E,B27001G_015M,B27001G_016E,B27001G_016M,B27001G_017E,B27001G_017M,B27001G_018E,B27001G_018M,B27001G_019E,B27001G_019M,B27001G_020E,B27001G_020M,B27001G_021E,B27001G_021M,B27001G_022E,B27001G_022M,B27001G_023E,B27001G_023M,B27001G_024E,B27001G_024M,B27001G_025E,B27001G_025M,B27001G_026E,B27001G_026M,B27001G_027E,B27001G_027M,B27001G_028E,B27001G_028M,B27001G_001M,B27001G_001EA,B27001G_001MA,B27001G_002M,B27001G_002EA,B27001G_002MA,B27001G_003M,B27001G_003EA,B27001G_003MA,B27001G_004M,B27001G_004EA,B27001G_004MA,B27001G_005M,B27001G_005EA,B27001G_005MA,B27001G_006M,B27001G_006EA,B27001G_006MA,B27001G_007M,B27001G_007EA,B27001G_007MA,B27001G_008M,B27001G_008EA,B27001G_008MA,B27001G_009M,B27001G_009EA,B27001G_009MA,B27001G_010M,B27001G_010EA,B27001G_010MA,B27001G_011M,B27001G_011EA,B27001G_011MA,B27001G_012M,B27001G_012EA,B27001G_012MA,B27001G_013M,B27001G_013EA,B27001G_013MA,B27001G_014M,B27001G_014EA,B27001G_014MA,B27001G_015M,B27001G_015EA,B27001G_015MA,B27001G_016M,B27001G_016EA,B27001G_016MA,B27001G_017M,B27001G_017EA,B27001G_017MA,B27001G_018M,B27001G_018EA,B27001G_018MA,B27001G_019M,B27001G_019EA,B27001G_019MA,B27001G_020M,B27001G_020EA,B27001G_020MA,B27001G_021M,B27001G_021EA,B27001G_021MA,B27001G_022M,B27001G_022EA,B27001G_022MA,B27001G_023M,B27001G_023EA,B27001G_023MA,B27001G_024M,B27001G_024EA,B27001G_024MA,B27001G_025M,B27001G_025EA,B27001G_025MA,B27001G_026M,B27001G_026EA,B27001G_026MA,B27001G_027M,B27001G_027EA,B27001G_027MA,B27001G_028M,B27001G_028EA,B27001G_028MA,state
137342,9572,25598,2909,25018,2791,580,364,36880,4733,34998,4745,1882,923,15973,2307,13621,2267,2352,750,20782,2782,17434,2462,3348,1173,13311,2053,12141,1805,1170,699,9597,1631,8755,1485,842,548,8274,1463,8069,1457,205,239,4404,860,4404,860,0,210,2523,769,2523,769,0,210,9572,null,null,2909,null,null,2791,null,null,364,null,null,4733,null,null,4745,null,null,923,null,null,2307,null,null,2267,null,null,750,null,null,2782,null,null,2462,null,null,1173,null,null,2053,null,null,1805,null,null,699,null,null,1631,null,null,1485,null,null,548,null,null,1463,null,null,1457,null,null,239,null,null,860,null,null,860,null,null,210,null,null,769,null,null,769,null,null,210,null,null,32
27552,2949,4535,1166,4535,1166,0,187,6713,1447,6610,1428,103,139,4515,1174,3808,1165,707,582,4082,1197,3579,1157,503,370,2038,764,1925,770,113,195,2068,926,2015,909,53,72,1651,689,1482,679,169,191,1517,665,1517,665,0,187,433,293,433,293,0,187,2949,null,null,1166,null,null,1166,null,null,187,null,null,1447,null,null,1428,null,null,139,null,null,1174,null,null,1165,null,null,582,null,null,1197,null,null,1157,null,null,370,null,null,764,null,null,770,null,null,195,null,null,926,null,null,909,null,null,72,null,null,689,null,null,679,null,null,191,null,null,665,null,null,665,null,null,187,null,null,293,null,null,293,null,null,187,null,null,33
235308,12515,44151,3565,43170,3449,981,614,65425,4982,62974,4708,2451,1103,26439,3610,23937,3474,2502,1014,27646,3322,23364,2609,4282,1479,21086,2638,18863,2434,2223,811,21101,2314,19021,2283,2080,907,15251,2035,14331,2014,920,465,9747,1763,9489,1705,258,263,4462,983,4326,972,136,179,12515,null,null,3565,null,null,3449,null,null,614,null,null,4982,null,null,4708,null,null,1103,null,null,3610,null,null,3474,null,null,1014,null,null,3322,null,null,2609,null,null,1479,null,null,2638,null,null,2434,null,null,811,null,null,2314,null,null,2283,null,null,907,null,null,2035,null,null,2014,null,null,465,null,null,1763,null,null,1705,null,null,263,null,null,983,null,null,972,null,null,179,null,null,34
65193,6307,8195,1625,7805,1591,390,300,17310,2709,16690,2739,620,395,7900,1503,6462,1447,1438,654,7460,1396,6633,1303,827,461,7330,1727,6862,1667,468,222,5551,1219,4954,1130,597,419,6041,1412,5837,1416,204,251,2847,719,2819,716,28,34,2559,856,2522,874,37,67,6307,null,null,1625,null,null,1591,null,null,300,null,null,2709,null,null,2739,null,null,395,null,null,1503,null,null,1447,null,null,654,null,null,1396,null,null,1303,null,null,461,null,null,1727,null,null,1667,null,null,222,null,null,1219,null,null,1130,null,null,419,null,null,1412,null,null,1416,null,null,251,null,null,719,null,null,716,null,null,34,null,null,856,null,null,874,null,null,67,null,null,35
611297,22425,107068,6011,106504,6073,564,331,149633,8241,145862,8172,3771,1320,79026,6174,73591,5844,5435,1337,88559,6162,79191,5416,9368,2081,61364,5333,54726,4893,6638,1662,53970,4598,50024,4377,3946,1172,35821,3011,33863,2978,1958,662,21297,2273,20806,2250,491,330,14559,2258,14437,2244,122,159,22425,null,null,6011,null,null,6073,null,null,331,null,null,8241,null,null,8172,null,null,1320,null,null,6174,null,null,5844,null,null,1337,null,null,6162,null,null,5416,null,null,2081,null,null,5333,null,null,4893,null,null,1662,null,null,4598,null,null,4377,null,null,1172,null,null,3011,null,null,2978,null,null,662,null,null,2273,null,null,2250,null,null,330,null,null,2258,null,null,2244,null,null,159,null,null,36
261615,12882,52738,4729,51707,4730,1031,559,84696,6715,82330,6788,2366,1064,32627,3342,27042,2989,5585,1443,28870,3163,21701,2924,7169,1591,24345,3174,20419,2884,3926,1168,14877,2094,13029,1978,1848,650,13370,1877,12300,1754,1070,484,6680,1432,6495,1382,185,287,3412,846,3412,846,0,203,12882,null,null,4729,null,null,4730,null,null,559,null,null,6715,null,null,6788,null,null,1064,null,null,3342,null,null,2989,null,null,1443,null,null,3163,null,null,2924,null,null,1591,null,null,3174,null,null,2884,null,null,1168,null,null,2094,null,null,1978,null,null,650,null,null,1877,null,null,1754,null,null,484,null,null,1432,null,null,1382,null,null,287,null,null,846,null,null,846,null,null,203,null,null,37
20989,2895,5147,1371,4815,1377,332,233,4626,1240,4046,1117,580,324,2401,998,2065,854,336,324,5037,1254,4852,1263,185,183,829,347,829,347,0,155,1862,740,1733,730,129,150,817,366,777,361,40,37,102,84,102,84,0,155,168,149,168,149,0,155,2895,null,null,1371,null,null,1377,null,null,233,null,null,1240,null,null,1117,null,null,324,null,null,998,null,null,854,null,null,324,null,null,1254,null,null,1263,null,null,183,null,null,347,null,null,347,null,null,155,null,null,740,null,null,730,null,null,150,null,null,366,null,null,361,null,null,37,null,null,84,null,null,84,null,null,155,null,null,149,null,null,149,null,null,155,null,null,38
318971,12661,62123,4092,61419,4053,704,456,102919,5890,100416,5901,2503,888,47249,3941,42146,3655,5103,1231,36802,3176,32526,3115,4276,1146,23292,2283,21181,2170,2111,785,18564,1953,17177,1982,1387,725,15397,2057,14365,2016,1032,471,8240,1572,8240,1572,0,189,4385,1015,4338,990,47,91,12661,null,null,4092,null,null,4053,null,null,456,null,null,5890,null,null,5901,null,null,888,null,null,3941,null,null,3655,null,null,1231,null,null,3176,null,null,3115,null,null,1146,null,null,2283,null,null,2170,null,null,785,null,null,1953,null,null,1982,null,null,725,null,null,2057,null,null,2016,null,null,471,null,null,1572,null,null,1572,null,null,189,null,null,1015,null,null,990,null,null,91,null,null,39
298266,7974,45804,3250,40691,3276,5113,979,81617,4347,74650,4434,6967,1177,35345,2862,25113,2363,10232,1757,38636,2108,28396,1914,10240,1283,29501,2046,21730,1802,7771,1138,25577,1796,19763,1646,5814,928,20814,1468,16159,1264,4655,835,12954,1223,12798,1210,156,188,8018,880,7960,868,58,116,7974,null,null,3250,null,null,3276,null,null,979,null,null,4347,null,null,4434,null,null,1177,null,null,2862,null,null,2363,null,null,1757,null,null,2108,null,null,1914,null,null,1283,null,null,2046,null,null,1802,null,null,1138,null,null,1796,null,null,1646,null,null,928,null,null,1468,null,null,1264,null,null,835,null,null,1223,null,null,1210,null,null,188,null,null,880,null,null,868,null,null,116,null,null,40
203656,10632,32514,3121,31158,3211,1356,648,53492,5352,52366,5345,1126,673,26158,2948,23819,2837,2339,967,28105,3090,25473,2789,2632,958,23883,2949,21042,2581,2841,1398,16419,1916,15415,1855,1004,510,12563,1499,11799,1485,764,442,6520,1080,6520,1080,0,201,4002,880,4002,880,0,201,10632,null,null,3121,null,null,3211,null,null,648,null,null,5352,null,null,5345,null,null,673,null,null,2948,null,null,2837,null,null,967,null,null,3090,null,null,2789,null,null,958,null,null,2949,null,null,2581,null,null,1398,null,null,1916,null,null,1855,null,null,510,null,null,1499,null,null,1485,null,null,442,null,null,1080,null,null,1080,null,null,201,null,null,880,null,null,880,null,null,201,null,null,41
316662,14030,58139,4419,56523,4364,1616,685,104029,6862,101539,6798,2490,1104,35399,3166,31709,3061,3690,1079,37698,3461,32003,3147,5695,1820,29308,3142,26726,3071,2582,927,22423,2263,19650,2100,2773,1161,17770,1902,15666,1780,2104,759,7456,1362,7411,1364,45,78,4440,1206,4440,1206,0,174,14030,null,null,4419,null,null,4364,null,null,685,null,null,6862,null,null,6798,null,null,1104,null,null,3166,null,null,3061,null,null,1079,null,null,3461,null,null,3147,null,null,1820,null,null,3142,null,null,3071,null,null,927,null,null,2263,null,null,2100,null,null,1161,null,null,1902,null,null,1780,null,null,759,null,null,1362,null,null,1364,null,null,78,null,null,1206,null,null,1206,null,null,174,null,null,42
32287,4364,5368,1426,5282,1412,86,145,9500,1965,9500,1965,0,208,3906,1055,3694,982,212,257,4750,1195,4034,1051,716,488,3017,997,2903,1006,114,195,2580,969,2538,946,42,87,2132,768,2132,768,0,208,794,433,794,433,0,208,240,227,240,227,0,208,4364,null,null,1426,null,null,1412,null,null,145,null,null,1965,null,null,1965,null,null,208,null,null,1055,null,null,982,null,null,257,null,null,1195,null,null,1051,null,null,488,null,null,997,null,null,1006,null,null,195,null,null,969,null,null,946,null,null,87,null,null,768,null,null,768,null,null,208,null,null,433,null,null,433,null,null,208,null,null,227,null,null,227,null,null,208,null,null,44
104621,9074,25201,3987,24172,3860,1029,761,32564,4304,31462,4255,1102,641,11375,2210,9928,1874,1447,890,10869,2421,8424,2058,2445,830,8323,1862,6384,1434,1939,984,6400,1142,5963,1131,437,264,4819,961,3577,793,1242,678,3438,897,3383,906,55,84,1632,631,1632,631,0,207,9074,null,null,3987,null,null,3860,null,null,761,null,null,4304,null,null,4255,null,null,641,null,null,2210,null,null,1874,null,null,890,null,null,2421,null,null,2058,null,null,830,null,null,1862,null,null,1434,null,null,984,null,null,1142,null,null,1131,null,null,264,null,null,961,null,null,793,null,null,678,null,null,897,null,null,906,null,null,84,null,null,631,null,null,631,null,null,207,null,null,45
20795,2948,4630,1482,4514,1470,116,96,6718,1344,6491,1303,227,295,2978,985,2719,918,259,186,2757,805,1677,739,1080,443,1187,539,1050,493,137,158,909,460,623,325,286,351,1204,905,1144,898,60,66,260,209,260,209,0,157,152,110,152,110,0,157,2948,null,null,1482,null,null,1470,null,null,96,null,null,1344,null,null,1303,null,null,295,null,null,985,null,null,918,null,null,186,null,null,805,null,null,739,null,null,443,null,null,539,null,null,493,null,null,158,null,null,460,null,null,325,null,null,351,null,null,905,null,null,898,null,null,66,null,null,209,null,null,209,null,null,157,null,null,110,null,null,110,null,null,157,null,null,46
137914,9723,27224,3249,26389,3277,835,591,42737,4907,41786,4809,951,577,14854,2132,13473,1857,1381,731,15741,2510,12510,2099,3231,1189,11052,1684,9107,1599,1945,847,9786,1822,9059,1675,727,348,9279,1426,8258,1308,1021,409,4934,1117,4934,1117,0,204,2307,669,2307,669,0,204,9723,null,null,3249,null,null,3277,null,null,591,null,null,4907,null,null,4809,null,null,577,null,null,2132,null,null,1857,null,null,731,null,null,2510,null,null,2099,null,null,1189,null,null,1684,null,null,1599,null,null,847,null,null,1822,null,null,1675,null,null,348,null,null,1426,null,null,1308,null,null,409,null,null,1117,null,null,1117,null,null,204,null,null,669,null,null,669,null,null,204,null,null,47
