B14007G_001E,B14007G_001M,B14007G_002E,B14007G_002M,B14007G_003E,B14007G_003M,B14007G_004E,B14007G_004M,B14007G_005E,B14007G_005M,B14007G_006E,B14007G_006M,B14007G_007E,B14007G_007M,B14007G_008E,B14007G_008M,B14007G_009E,B14007G_009M,B14007G_010E,B14007G_010M,B14007G_011E,B14007G_011M,B14007G_012E,B14007G_012M,B14007G_013E,B14007G_013M,B14007G_014E,B14007G_014M,B14007G_015E,B14007G_015M,B14007G_016E,B14007G_016M,B14007G_017E,B14007G_017M,B14007G_018E,B14007G_018M,B14007G_019E,B14007G_019M,B14007G_001M,B14007G_001EA,B14007G_001MA,B14007G_002M,B14007G_002EA,B14007G_002MA,B14007G_003M,B14007G_003EA,B14007G_003MA,B14007G_004M,B14007G_004EA,B14007G_004MA,B14007G_005M,B14007G_005EA,B14007G_005MA,B14007G_006M,B14007G_006EA,B14007G_006MA,B14007G_007M,B14007G_007EA,B14007G_007MA,B14007G_008M,B14007G_008EA,B14007G_008MA,B14007G_009M,B14007G_009EA,B14007G_009MA,B14007G_010M,B14007G_010EA,B14007G_010MA,B14007G_011M,B14007G_011EA,B14007G_011MA,B14007G_012M,B14007G_012EA,B14007G_012MA,B14007G_013M,B14007G_013EA,B14007G_013MA,B14007G_014M,B14007G_014EA,B14007G_014MA,B14007G_015M,B14007G_015EA,B14007G_015MA,B14007G_016M,B14007G_016EA,B14007G_016MA,B14007G_017M,B14007G_017EA,B14007G_017MA,B14007G_018M,B14007G_018EA,B14007G_018MA,B14007G_019M,B14007G_019EA,B14007G_019MA,state
24863,2532,11060,1639,922,433,715,315,1202,489,780,517,829,384,461,395,303,201,547,283,1033,727,423,211,726,328,211,142,551,209,657,388,1600,585,100,134,13803,1576,2532,null,null,1639,null,null,433,null,null,315,null,null,489,null,null,517,null,null,384,null,null,395,null,null,201,null,null,283,null,null,727,null,null,211,null,null,328,null,null,142,null,null,209,null,null,388,null,null,585,null,null,134,null,null,1576,null,null,23
181533,10137,94074,6638,8985,1372,6105,1219,5607,1168,6005,1162,5601,1274,5962,1208,5354,1159,4626,1131,3861,1044,5260,1221,4282,914,5440,1230,3400,878,3518,943,16779,2462,3289,789,87459,6278,10137,null,null,6638,null,null,1372,null,null,1219,null,null,1168,null,null,1162,null,null,1274,null,null,1208,null,null,1159,null,null,1131,null,null,1044,null,null,1221,null,null,914,null,null,1230,null,null,878,null,null,943,null,null,2462,null,null,789,null,null,6278,null,null,24
193874,11276,88609,6311,7531,1475,6640,1528,3443,831,5265,1135,4813,1287,4927,1190,4476,1054,4006,1227,5297,1571,3895,1121,4482,1152,3412,774,4751,1198,3362,1059,17977,2545,4332,1128,105265,7494,11276,null,null,6311,null,null,1475,null,null,1528,null,null,831,null,null,1135,null,null,1287,null,null,1190,null,null,1054,null,null,1227,null,null,1571,null,null,1121,null,null,1152,null,null,774,null,null,1198,null,null,1059,null,null,2545,null,null,1128,null,null,7494,null,null,25
281808,11165,142158,7240,10992,1604,9236,1677,8230,1524,7282,1089,8708,1346,8645,1573,8543,1383,7933,1345,7434,1116,6385,1191,7609,1126,8146,1333,7356,1072,6754,1305,25245,2437,3660,1052,139650,5857,11165,null,null,7240,null,null,1604,null,null,1677,null,null,1524,null,null,1089,null,null,1346,null,null,1573,null,null,1383,null,null,1345,null,null,1116,null,null,1191,null,null,1126,null,null,1333,null,null,1072,null,null,1305,null,null,2437,null,null,1052,null,null,5857,null,null,26
140419,7295,74790,4758,5343,1069,5685,1158,4917,1154,5834,1526,4377,945,3472,823,4987,1092,4568,943,3704,732,4006,873,2943,661,4371,859,3250,777,4125,964,11786,1665,1422,577,65629,4154,7295,null,null,4758,null,null,1069,null,null,1158,null,null,1154,null,null,1526,null,null,945,null,null,823,null,null,1092,null,null,943,null,null,732,null,null,873,null,null,661,null,null,859,null,null,777,null,null,964,null,null,1665,null,null,577,null,null,4154,null,null,27
30899,4558,15465,2843,452,278,1259,644,469,273,883,547,1233,727,1522,864,1297,675,1441,872,1295,883,643,394,549,514,896,443,618,446,224,182,2103,763,581,334,15434,2655,4558,null,null,2843,null,null,278,null,null,644,null,null,273,null,null,547,null,null,727,null,null,864,null,null,675,null,null,872,null,null,883,null,null,394,null,null,514,null,null,443,null,null,446,null,null,182,null,null,763,null,null,334,null,null,2655,null,null,28
137024,8157,69917,6186,4612,1142,4026,953,3226,1125,3608,923,4094,1127,6362,1357,3696,989,3960,989,5331,1272,2486,786,4419,1232,3637,1214,4027,1178,2624,872,12237,1985,1572,559,67107,4966,8157,null,null,6186,null,null,1142,null,null,953,null,null,1125,null,null,923,null,null,1127,null,null,1357,null,null,989,null,null,989,null,null,1272,null,null,786,null,null,1232,null,null,1214,null,null,1178,null,null,872,null,null,1985,null,null,559,null,null,4966,null,null,29
30331,2718,12373,1971,954,547,649,351,181,130,344,260,1092,545,1093,709,688,432,369,323,1410,547,407,241,1039,453,682,414,365,288,883,508,1978,713,239,222,17958,2005,2718,null,null,1971,null,null,547,null,null,351,null,null,130,null,null,260,null,null,545,null,null,709,null,null,432,null,null,323,null,null,547,null,null,241,null,null,453,null,null,414,null,null,288,null,null,508,null,null,713,null,null,222,null,null,2005,null,null,30
40416,4085,20816,2419,1989,710,825,334,1526,645,1372,727,788,371,1483,551,666,356,1391,610,970,541,1054,366,927,431,1205,558,2147,679,966,346,2674,863,833,393,19600,2563,4085,null,null,2419,null,null,710,null,null,334,null,null,645,null,null,727,null,null,371,null,null,551,null,null,356,null,null,610,null,null,541,null,null,366,null,null,431,null,null,558,null,null,679,null,null,346,null,null,863,null,null,393,null,null,2563,null,null,31
126921,8916,54192,5738,4109,1043,3166,902,3020,818,2959,849,4379,1353,3211,1003,2664,1015,3372,1114,2160,612,2618,774,3254,944,2616,937,3094,1016,3531,988,8565,1546,1474,530,72729,5380,8916,null,null,5738,null,null,1043,null,null,902,null,null,818,null,null,849,null,null,1353,null,null,1003,null,null,1015,null,null,1114,null,null,612,null,null,774,null,null,944,null,null,937,null,null,1016,null,null,988,null,null,1546,null,null,530,null,null,5380,null,null,32
26698,3165,12755,2030,1050,563,760,479,1110,640,351,254,765,366,361,254,1453,727,336,265,339,260,469,381,610,314,461,380,306,203,622,412,3282,863,480,321,13943,1865,3165,null,null,2030,null,null,563,null,null,479,null,null,640,null,null,254,null,null,366,null,null,254,null,null,727,null,null,265,null,null,260,null,null,381,null,null,314,null,null,380,null,null,203,null,null,412,null,null,863,null,null,321,null,null,1865,null,null,33
216051,11570,101312,6233,11005,1544,7822,1557,7118,1407,6564,1253,5608,1091,5030,1142,6185,1230,5756,1370,4773,936,5351,1035,5182,1328,4612,1049,4392,1290,4617,1262,14133,1938,3164,1072,114739,7388,11570,null,null,6233,null,null,1544,null,null,1557,null,null,1407,null,null,1253,null,null,1091,null,null,1142,null,null,1230,null,null,1370,null,null,936,null,null,1035,null,null,1328,null,null,1049,null,null,1290,null,null,1262,null,null,1938,null,null,1072,null,null,7388,null,null,34
61376,5954,24734,3089,1954,763,1110,525,1675,662,1726,810,1256,603,976,459,1332,667,1314,588,1651,715,1401,517,1668,708,1513,653,1328,582,796,428,3995,1180,1039,559,36642,4542,5954,null,null,3089,null,null,763,null,null,525,null,null,662,null,null,810,null,null,603,null,null,459,null,null,667,null,null,588,null,null,715,null,null,517,null,null,708,null,null,653,null,null,582,null,null,428,null,null,1180,null,null,559,null,null,4542,null,null,35
563006,21475,251253,11219,24543,2862,16378,2261,15049,2127,15170,2124,14196,1852,13898,1689,11961,2005,10924,1479,10304,1481,12113,1851,12043,1589,10825,1651,12811,1720,11573,1759,49185,4071,10280,1920,311753,14288,21475,null,null,11219,null,null,2862,null,null,2261,null,null,2127,null,null,2124,null,null,1852,null,null,1689,null,null,2005,null,null,1479,null,null,1481,null,null,1851,null,null,1589,null,null,1651,null,null,1720,null,null,1759,null,null,4071,null,null,1920,null,null,14288,null,null,36
238975,11247,121149,8401,8734,1547,7596,1567,7035,1582,8303,1704,8591,1527,6657,1433,7953,1611,7658,1832,7197,1562,5040,1084,8480,1657,4872,1114,5434,1287,5006,1279,18378,2348,4215,1217,117826,6095,11247,null,null,8401,null,null,1547,null,null,1567,null,null,1582,null,null,1704,null,null,1527,null,null,1433,null,null,1611,null,null,1832,null,null,1562,null,null,1084,null,null,1657,null,null,1114,null,null,1287,null,null,1279,null,null,2348,null,null,1217,null,null,6095,null,null,37
19113,2583,8522,1762,1996,778,595,415,568,396,281,253,939,553,222,193,346,272,544,307,260,225,108,81,70,52,295,208,351,230,68,79,1720,644,159,194,10591,1776,2583,null,null,1762,null,null,778,null,null,415,null,null,396,null,null,253,null,null,553,null,null,193,null,null,272,null,null,307,null,null,225,null,null,81,null,null,52,null,null,208,null,null,230,null,null,79,null,null,644,null,null,194,null,null,1776,null,null,38
291627,12144,149542,7007,11479,1764,9866,1509,9512,1742,10979,1825,8018,1338,9625,1726,10232,1570,6884,1151,7501,1275,8034,1562,7980,1413,7287,1565,6781,1141,9671,1646,22363,2552,3330,860,142085,7642,12144,null,null,7007,null,null,1764,null,null,1509,null,null,1742,null,null,1825,null,null,1338,null,null,1726,null,null,1570,null,null,1151,null,null,1275,null,null,1562,null,null,1413,null,null,1565,null,null,1141,null,null,1646,null,null,2552,null,null,860,null,null,7642,null,null,39
280918,7866,117897,5437,10147,1583,7835,1284,7506,1061,8761,1350,6871,1247,6404,963,7331,1049,7577,971,7309,1101,6493,977,6660,1030,5045,896,4691,833,5786,1063,16910,1818,2571,698,163021,5329,7866,null,null,5437,null,null,1583,null,null,1284,null,null,1061,null,null,1350,null,null,1247,null,null,963,null,null,1049,null,null,971,null,null,1101,null,null,977,null,null,1030,null,null,896,null,null,833,null,null,1063,null,null,1818,null,null,698,null,null,5329,null,null,40
192622,10145,82786,7038,7687,1238,6468,1473,4380,1270,5293,1319,5400,1438,4121,1219,5488,1291,3903,1080,4161,1101,3605,1079,4196,1048,2909,684,4740,1318,3309,938,14922,2782,2204,785,109836,5496,10145,null,null,7038,null,null,1238,null,null,1473,null,null,1270,null,null,1319,null,null,1438,null,null,1219,null,null,1291,null,null,1080,null,null,1101,null,null,1079,null,null,1048,null,null,684,null,null,1318,null,null,938,null,null,2782,null,null,785,null,null,5496,null,null,41
295364,12621,150314,7829,15060,1920,10227,1585,9225,1735,9440,1806,9372,1424,9474,1407,8649,1575,7912,1418,9143,1708,9034,1594,7804,1542,8215,1633,7463,1410,6282,1297,18651,2292,4363,1636,145050,7355,12621,null,null,7829,null,null,1920,null,null,1585,null,null,1735,null,null,1806,null,null,1424,null,null,1407,null,null,1575,null,null,1418,null,null,1708,null,null,1594,null,null,1542,null,null,1633,null,null,1410,null,null,1297,null,null,2292,null,null,1636,null,null,7355,null,null,42
30351,4388,14489,2519,1243,752,606,415,321,242,980,663,452,279,1094,508,826,404,1037,608,737,367,899,664,766,408,954,483,366,252,979,506,2588,731,641,373,15862,2746,4388,null,null,2519,null,null,752,null,null,415,null,null,242,null,null,663,null,null,279,null,null,508,null,null,404,null,null,608,null,null,367,null,null,664,null,null,408,null,null,483,null,null,252,null,null,506,null,null,731,null,null,373,null,null,2746,null,null,44
94947,7932,48952,5716,4148,1397,4422,1416,3964,1233,2771,835,3087,973,3193,900,2118,728,2926,960,2690,963,3441,1146,2466,847,1990,662,2117,768,1434,674,7639,1696,546,343,45995,4162,7932,null,null,5716,null,null,1397,null,null,1416,null,null,1233,null,null,835,null,null,973,null,null,900,null,null,728,null,null,960,null,null,963,null,null,1146,null,null,847,null,null,662,null,null,768,null,null,674,null,null,1696,null,null,343,null,null,4162,null,null,45
19443,2601,10659,1837,751,485,1012,694,605,350,852,307,388,286,579,313,663,356,644,273,781,419,481,333,475,271,664,444,560,361,444,255,1760,653,0,157,8784,1734,2601,null,null,1837,null,null,485,null,null,694,null,null,350,null,null,307,null,null,286,null,null,313,null,null,356,null,null,273,null,null,419,null,null,333,null,null,271,null,null,444,null,null,361,null,null,255,null,null,653,null,null,157,null,null,1734,null,null,46
125454,9291,59552,6298,3112,870,4459,1367,3752,1072,5053,1111,4386,1195,3859,1203,3680,1116,3226,1041,3027,924,2940,1201,2654,832,4231,1213,2660,872,2756,985,7614,1559,2143,857,65902,5215,9291,null,null,6298,null,null,870,null,null,1367,null,null,1072,null,null,1111,null,null,1195,null,null,1203,null,null,1116,null,null,1041,null,null,924,null,null,1201,null,null,832,null,null,1213,null,null,872,null,null,985,null,null,1559,null,null,857,null,null,5215,null,null,47
648912,20746,306406,12733,23096,2551,20004,2525,18731,2342,23178,3063,17159,2604,18581,2501,16798,2503,17159,2327,15883,2534,16084,2484,16662,2415,15024,2598,15244,2141,13547,2028,48538,4404,10718,2079,342506,13213,20746,null,null,12733,null,null,2551,null,null,2525,null,null,2342,null,null,3063,null,null,2604,null,null,2501,null,null,2503,null,null,2327,null,null,2534,null,null,2484,null,null,2415,null,null,2598,null,null,2141,null,null,2028,null,null,4404,null,null,2079,null,null,13213,null,null,48
79825,6232,42364,4952,3077,751,3210,966,1974,608,2484,805,2445,792,2096,701,2827,872,1763,631,2130,809,1381,577,2898,802,2268,751,1883,604,3663,1256,6978,1464,1287,855,37461,3252,6232,null,null,4952,null,null,751,null,null,966,null,null,608,null,null,805,null,null,792,null,null,701,null,null,872,null,null,631,null,null,809,null,null,577,null,null,802,null,null,751,null,null,604,null,null,1256,null,null,1464,null,null,855,null,null,3252,null,null,49
11284,1657,4739,1232,485,260,472,347,436,221,148,135,310,247,646,404,224,197,130,117,198,155,429,504,51,69,213,170,26,53,112,109,789,320,70,71,6545,1111,1657,null,null,1232,null,null,260,null,null,347,null,null,221,null,null,135,null,null,247,null,null,404,null,null,197,null,null,117,null,null,155,null,null,504,null,null,69,null,null,170,null,null,53,null,null,109,null,null,320,null,null,71,null,null,1111,null,null,50
279394,11455,142463,7332,10850,1907,9392,1701,8635,1532,7117,1135,8538,1539,6267,1115,7602,1274,8945,1601,6520,1487,7472,1530,7274,1554,7136,1388,7636,1519,8089,1422,26441,2608,4549,995,136931,7005,11455,null,null,7332,null,null,1907,null,null,1701,null,null,1532,null,null,1135,null,null,1539,null,null,1115,null,null,1274,null,null,1601,null,null,1487,null,null,1530,null,null,1554,null,null,1388,null,null,1519,null,null,1422,null,null,2608,null,null,995,null,null,7005,null,null,51
381198,14172,171941,8756,15044,2225,10897,1594,9436,1613,12365,1677,12774,1719,11502,1758,9564,1814,7853,1637,8904,1594,10689,1764,7188,1483,9522,1516,9007,1557,7431,1232,25349,2427,4416,1846,209257,8308,14172,null,null,8756,null,null,2225,null,null,1594,null,null,1613,null,null,1677,null,null,1719,null,null,1758,null,null,1814,null,null,1637,null,null,1594,null,null,1764,null,null,1483,null,null,1516,null,null,1557,null,null,1232,null,null,2427,null,null,1846,null,null,8308,null,null,53
28377,3207,16148,2186,1435,635,740,394,1071,672,1583,622,675,320,856,450,771,427,1537,590,731,568,700,441,1063,472,911,519,562,312,336,181,2401,821,776,382,12229,2003,3207,null,null,2186,null,null,635,null,null,394,null,null,672,null,null,622,null,null,320,null,null,450,null,null,427,null,null,590,null,null,568,null,null,441,null,null,472,null,null,519,null,null,312,null,null,181,null,null,821,null,null,382,null,null,2003,null,null,54
125961,7996,68313,5743,5025,1149,7716,1593,5445,1207,3779,925,4528,1073,4884,1175,3895,876,3203,1024,3296,916,3189,766,2253,682,3434,1028,3517,1202,3266,897,9383,1387,1500,570,57648,3840,7996,null,null,5743,null,null,1149,null,null,1593,null,null,1207,null,null,925,null,null,1073,null,null,1175,null,null,876,null,null,1024,null,null,916,null,null,766,null,null,682,null,null,1028,null,null,1202,null,null,897,null,null,1387,null,null,570,null,null,3840,null,null,55
14233,2041,6206,1315,291,271,622,401,381,308,201,184,592,536,149,135,576,572,584,589,447,335,194,209,542,513,504,406,90,95,139,153,718,397,176,184,8027,1557,2041,null,null,1315,null,null,271,null,null,401,null,null,308,null,null,184,null,null,536,null,null,135,null,null,572,null,null,589,null,null,335,null,null,209,null,null,513,null,null,406,null,null,95,null,null,153,null,null,397,null,null,184,null,null,1557,null,null,56
143896,9773,39967,4674,3173,977,1120,607,1560,596,1776,732,1513,646,3224,1292,2188,753,1963,842,1576,682,2657,851,2033,831,2127,745,1772,715,2070,929,9524,1572,1691,652,103929,6946,9773,null,null,4674,null,null,977,null,null,607,null,null,596,null,null,732,null,null,646,null,null,1292,null,null,753,null,null,842,null,null,682,null,null,851,null,null,831,null,null,745,null,null,715,null,null,929,null,null,1572,null,null,652,null,null,6946,null,null,72
76342,6361,35043,3944,2046,752,3250,1109,1985,645,2506,949,2466,903,2068,776,1404,594,2335,901,1743,625,1729,606,2050,743,1508,642,1529,534,2158,806,5503,1437,763,411,41299,3791,6361,null,null,3944,null,null,752,null,null,1109,null,null,645,null,null,949,null,null,903,null,null,776,null,null,594,null,null,901,null,null,625,null,null,606,null,null,743,null,null,642,null,null,534,null,null,806,null,null,1437,null,null,411,null,null,3791,null,null,01
58910,4987,28465,3261,2145,769,2111,744,1720,521,1961,610,2163,631,1449,608,1510,618,1447,614,1626,671,1472,572,1659,551,1423,619,1972,707,2012,728,3322,1085,473,307,30445,2560,4987,null,null,3261,null,null,769,null,null,744,null,null,521,null,null,610,null,null,631,null,null,608,null,null,618,null,null,614,null,null,671,null,null,572,null,null,551,null,null,619,null,null,707,null,null,728,null,null,1085,null,null,307,null,null,2560,null,null,02
227024,12828,110718,7754,6792,1162,8764,1725,6107,1476,7212,1588,6617,1312,6312,1238,7136,1337,6145,1602,5178,1140,6101,1216,5531,994,5752,1451,5680,1204,6469,1430,17302,2183,3620,1056,116306,7151,12828,null,null,7754,null,null,1162,null,null,1725,null,null,1476,null,null,1588,null,null,1312,null,null,1238,null,null,1337,null,null,1602,null,null,1140,null,null,1216,null,null,994,null,null,1451,null,null,1204,null,null,1430,null,null,2183,null,null,1056,null,null,7151,null,null,04
68088,5359,31004,3693,2038,721,3679,1284,3083,958,1658,600,1754,717,1991,645,1911,758,1173,523,1100,538,1057,479,2156,768,1461,604,1817,660,1716,713,3718,1073,692,424,37084,3504,5359,null,null,3693,null,null,721,null,null,1284,null,null,958,null,null,600,null,null,717,null,null,645,null,null,758,null,null,523,null,null,538,null,null,479,null,null,768,null,null,604,null,null,660,null,null,713,null,null,1073,null,null,424,null,null,3504,null,null,05
1724695,27537,804850,18469,64827,4137,52936,3748,44578,3277,40566,3125,43142,3028,43693,3695,41970,3146,42861,3599,39368,3663,42810,3621,39248,3097,37847,2946,39231,3102,40600,3655,162232,7358,28941,3182,919845,17683,27537,null,null,18469,null,null,4137,null,null,3748,null,null,3277,null,null,3125,null,null,3028,null,null,3695,null,null,3146,null,null,3599,null,null,3663,null,null,3621,null,null,3097,null,null,2946,null,null,3102,null,null,3655,null,null,7358,null,null,3182,null,null,17683,null,null,06
168741,8970,76174,5432,5501,1056,4894,934,4126,1052,5254,1239,4815,1228,5290,1168,4037,1076,4448,1092,4652,1146,4960,1244,4027,950,3701,960,3569,993,3131,888,11401,1864,2368,740,92567,5468,8970,null,null,5432,null,null,1056,null,null,934,null,null,1052,null,null,1239,null,null,1228,null,null,1168,null,null,1076,null,null,1092,null,null,1146,null,null,1244,null,null,950,null,null,960,null,null,993,null,null,888,null,null,1864,null,null,740,null,null,5468,null,null,08
102287,7716,51435,4785,5066,1030,4058,1169,3514,985,3109,855,3152,1004,3123,795,2099,863,3467,1043,2504,754,1689,671,1328,671,3303,1067,2755,958,2373,787,8587,1806,1308,458,50852,4983,7716,null,null,4785,null,null,1030,null,null,1169,null,null,985,null,null,855,null,null,1004,null,null,795,null,null,863,null,null,1043,null,null,754,null,null,671,null,null,671,null,null,1067,null,null,958,null,null,787,null,null,1806,null,null,458,null,null,4983,null,null,09
22407,2854,11870,2019,1109,504,1067,557,602,349,477,302,359,245,529,304,1091,500,505,325,421,299,246,263,916,465,546,434,358,251,1266,722,2232,724,146,157,10537,1781,2854,null,null,2019,null,null,504,null,null,557,null,null,349,null,null,302,null,null,245,null,null,304,null,null,500,null,null,325,null,null,299,null,null,263,null,null,465,null,null,434,null,null,251,null,null,722,null,null,724,null,null,157,null,null,1781,null,null,10
15557,2370,6125,1188,1226,485,49,79,318,232,174,203,328,326,278,257,152,158,338,290,286,264,337,254,87,111,170,189,0,203,133,172,963,441,1286,577,9432,1662,2370,null,null,1188,null,null,485,null,null,79,null,null,232,null,null,203,null,null,326,null,null,257,null,null,158,null,null,290,null,null,264,null,null,254,null,null,111,null,null,189,null,null,203,null,null,172,null,null,441,null,null,577,null,null,1662,null,null,11
