B09021_001E,B09021_001M,B09021_002E,B09021_002M,B09021_003E,B09021_003M,B09021_004E,B09021_004M,B09021_005E,B09021_005M,B09021_006E,B09021_006M,B09021_007E,B09021_007M,B09021_008E,B09021_008M,B09021_009E,B09021_009M,B09021_010E,B09021_010M,B09021_011E,B09021_011M,B09021_012E,B09021_012M,B09021_013E,B09021_013M,B09021_014E,B09021_014M,B09021_015E,B09021_015M,B09021_016E,B09021_016M,B09021_017E,B09021_017M,B09021_018E,B09021_018M,B09021_019E,B09021_019M,B09021_020E,B09021_020M,B09021_021E,B09021_021M,B09021_022E,B09021_022M,B09021_023E,B09021_023M,B09021_024E,B09021_024M,B09021_025E,B09021_025M,B09021_026E,B09021_026M,B09021_027E,B09021_027M,B09021_028E,B09021_028M,B09021_001M,B09021_001EA,B09021_001MA,B09021_002M,B09021_002EA,B09021_002MA,B09021_003M,B09021_003EA,B09021_003MA,B09021_004M,B09021_004EA,B09021_004MA,B09021_005M,B09021_005EA,B09021_005MA,B09021_006M,B09021_006EA,B09021_006MA,B09021_007M,B09021_007EA,B09021_007MA,B09021_008M,B09021_008EA,B09021_008MA,B09021_009M,B09021_009EA,B09021_009MA,B09021_010M,B09021_010EA,B09021_010MA,B09021_011M,B09021_011EA,B09021_011MA,B09021_012M,B09021_012EA,B09021_012MA,B09021_013M,B09021_013EA,B09021_013MA,B09021_014M,B09021_014EA,B09021_014MA,B09021_015M,B09021_015EA,B09021_015MA,B09021_016M,B09021_016EA,B09021_016MA,B09021_017M,B09021_017EA,B09021_017MA,B09021_018M,B09021_018EA,B09021_018MA,B09021_019M,B09021_019EA,B09021_019MA,B09021_020M,B09021_020EA,B09021_020MA,B09021_021M,B09021_021EA,B09021_021MA,B09021_022M,B09021_022EA,B09021_022MA,B09021_023M,B09021_023EA,B09021_023MA,B09021_024M,B09021_024EA,B09021_024MA,B09021_025M,B09021_025EA,B09021_025MA,B09021_026M,B09021_026EA,B09021_026MA,B09021_027M,B09021_027EA,B09021_027MA,B09021_028M,B09021_028EA,B09021_028MA,state
1041420,1078,159326,5479,512300,11992,88000,6239,113155,6255,107570,6668,61069,5818,245793,2080,16276,2133,58271,4350,35578,4050,85454,4261,22225,2483,27989,3585,548134,1940,73972,3881,319626,7645,44525,4142,26941,3817,57513,4853,25557,3156,247493,1362,69078,3285,134403,3951,7897,1423,760,530,27832,2586,7523,2210,1078,null,null,5479,null,null,11992,null,null,6239,null,null,6255,null,null,6668,null,null,5818,null,null,2080,null,null,2133,null,null,4350,null,null,4050,null,null,4261,null,null,2483,null,null,3585,null,null,1940,null,null,3881,null,null,7645,null,null,4142,null,null,3817,null,null,4853,null,null,3156,null,null,1362,null,null,3285,null,null,3951,null,null,1423,null,null,530,null,null,2586,null,null,2210,null,null,23
4532542,1265,598197,8596,2079553,23662,247258,11376,625626,14093,691399,18047,290509,13508,1300403,3171,83620,4439,276188,9126,107147,8088,494370,11772,178592,9869,160486,9723,2384487,3443,288776,7742,1370704,18119,124326,6664,127273,7132,363340,11757,110068,7805,847652,2013,225801,4087,432661,7218,15785,2521,3983,1622,149467,5650,19955,2659,1265,null,null,8596,null,null,23662,null,null,11376,null,null,14093,null,null,18047,null,null,13508,null,null,3171,null,null,4439,null,null,9126,null,null,8088,null,null,11772,null,null,9869,null,null,9723,null,null,3443,null,null,7742,null,null,18119,null,null,6664,null,null,7132,null,null,11757,null,null,7805,null,null,2013,null,null,4087,null,null,7218,null,null,2521,null,null,1622,null,null,5650,null,null,2659,null,null,24
5186669,1602,746020,10967,2388892,25540,324859,11307,681218,13897,680370,16699,365310,14625,1486145,3322,97388,5267,281902,9866,149941,7621,551210,10848,169685,8023,236019,10371,2668337,4182,344807,9142,1588879,20160,151268,7679,128300,7690,350377,11022,104706,8025,1032187,2100,303825,6842,518111,8116,23650,2470,1708,654,160308,6257,24585,2956,1602,null,null,10967,null,null,25540,null,null,11307,null,null,13897,null,null,16699,null,null,14625,null,null,3322,null,null,5267,null,null,9866,null,null,7621,null,null,10848,null,null,8023,null,null,10371,null,null,4182,null,null,9142,null,null,20160,null,null,7679,null,null,7690,null,null,11022,null,null,8025,null,null,2100,null,null,6842,null,null,8116,null,null,2470,null,null,654,null,null,6257,null,null,2956,null,null,25
7512772,2225,1155068,12735,3638912,26438,504535,14532,908160,14881,908322,17666,397775,14926,2107638,4226,163176,5880,479749,11727,252475,11034,707839,12537,255735,9375,248664,11494,3843034,4319,543184,10305,2296059,19078,224664,7932,194902,8225,461474,10558,122751,7439,1562100,2289,448708,7849,863104,8453,27396,2511,5419,1393,191113,5989,26360,2780,2225,null,null,12735,null,null,26438,null,null,14532,null,null,14881,null,null,17666,null,null,14926,null,null,4226,null,null,5880,null,null,11727,null,null,11034,null,null,12537,null,null,9375,null,null,11494,null,null,4319,null,null,10305,null,null,19078,null,null,7932,null,null,8225,null,null,10558,null,null,7439,null,null,2289,null,null,7849,null,null,8453,null,null,2511,null,null,1393,null,null,5989,null,null,2780,null,null,26
4104133,2487,628337,9584,2163459,20988,294176,10335,390922,9027,381962,11782,245277,12138,1185389,3604,103495,4662,332568,9135,149119,7096,325936,8181,113591,5714,160680,8770,2122820,4027,287770,6801,1369608,14058,129214,5632,63547,4178,201470,7963,71211,5544,795924,2215,237072,5955,461283,6827,15843,1710,1439,555,66901,3776,13386,2162,2487,null,null,9584,null,null,20988,null,null,10335,null,null,9027,null,null,11782,null,null,12138,null,null,3604,null,null,4662,null,null,9135,null,null,7096,null,null,8181,null,null,5714,null,null,8770,null,null,4027,null,null,6801,null,null,14058,null,null,5632,null,null,4178,null,null,7963,null,null,5544,null,null,2215,null,null,5955,null,null,6827,null,null,1710,null,null,555,null,null,3776,null,null,2162,null,null,27
2175114,2434,314455,8006,977121,21008,98964,7278,327803,11085,374604,13260,82167,8034,636475,4856,41800,4252,152640,8937,43255,4548,237204,8472,113966,6541,47610,5998,1104142,5343,149264,5987,604861,13432,50828,5361,87834,6597,183727,9225,27628,4067,434497,2181,123391,4656,219620,6128,4881,1223,2765,903,76911,4217,6929,1689,2434,null,null,8006,null,null,21008,null,null,7278,null,null,11085,null,null,13260,null,null,8034,null,null,4856,null,null,4252,null,null,8937,null,null,4548,null,null,8472,null,null,6541,null,null,5998,null,null,5343,null,null,5987,null,null,13432,null,null,5361,null,null,6597,null,null,9225,null,null,4067,null,null,2181,null,null,4656,null,null,6128,null,null,1223,null,null,903,null,null,4217,null,null,1689,null,null,28
4532799,3228,691702,10045,2279385,23501,297114,13417,489821,13653,536073,13191,238704,11762,1289249,4285,110444,5509,351790,11058,152667,8990,379617,10848,156626,7499,138105,7525,2309250,4459,315047,8321,1408515,15618,128799,8248,108107,6084,267224,8591,81558,7277,934300,2886,266211,6480,519080,8788,15648,2156,2097,753,112223,4968,19041,2323,3228,null,null,10045,null,null,23501,null,null,13417,null,null,13653,null,null,13191,null,null,11762,null,null,4285,null,null,5509,null,null,11058,null,null,8990,null,null,10848,null,null,7499,null,null,7525,null,null,4459,null,null,8321,null,null,15618,null,null,8248,null,null,6084,null,null,8591,null,null,7277,null,null,2886,null,null,6480,null,null,8788,null,null,2156,null,null,753,null,null,4968,null,null,2323,null,null,29
786243,1697,127832,4187,416139,10441,50318,4495,69185,5258,69961,4122,52808,5999,212179,2167,21359,2166,56625,4563,27644,3962,51376,4096,21367,2188,33808,4381,395151,2519,55886,2851,253919,6712,18973,2584,17264,2937,33085,2898,16024,3372,178913,1153,50587,2954,105595,3506,3701,996,545,370,15509,2064,2976,908,1697,null,null,4187,null,null,10441,null,null,4495,null,null,5258,null,null,4122,null,null,5999,null,null,2167,null,null,2166,null,null,4563,null,null,3962,null,null,4096,null,null,2188,null,null,4381,null,null,2519,null,null,2851,null,null,6712,null,null,2584,null,null,2937,null,null,2898,null,null,3372,null,null,1153,null,null,2954,null,null,3506,null,null,996,null,null,370,null,null,2064,null,null,908,null,null,30
1382269,1256,223804,4822,737729,11207,84645,5274,120895,5883,140954,6551,74242,6243,415430,2490,42596,2675,131559,5161,46745,3832,98221,5231,44925,3660,51384,5318,695453,2848,97538,3985,452019,7517,34049,3166,21965,2339,71093,4316,18789,2791,271386,1640,83670,2839,154151,3599,3851,857,709,406,24936,2162,4069,1233,1256,null,null,4822,null,null,11207,null,null,5274,null,null,5883,null,null,6551,null,null,6243,null,null,2490,null,null,2675,null,null,5161,null,null,3832,null,null,5231,null,null,3660,null,null,5318,null,null,2848,null,null,3985,null,null,7517,null,null,3166,null,null,2339,null,null,4316,null,null,2791,null,null,1640,null,null,2839,null,null,3599,null,null,857,null,null,406,null,null,2162,null,null,1233,null,null,31
2226161,836,301538,7753,938694,16600,156044,8273,285078,9380,375315,12933,169492,7637,660939,2266,50667,4365,141690,7363,68373,6079,222053,8218,104372,6739,73784,6294,1129746,2319,145619,5193,582482,11524,74945,5608,61803,5805,190729,7097,74168,5296,435476,1318,105252,4290,214522,6175,12726,1914,1222,627,80214,5118,21540,3383,836,null,null,7753,null,null,16600,null,null,8273,null,null,9380,null,null,12933,null,null,7637,null,null,2266,null,null,4365,null,null,7363,null,null,6079,null,null,8218,null,null,6739,null,null,6294,null,null,2319,null,null,5193,null,null,11524,null,null,5608,null,null,5805,null,null,7097,null,null,5296,null,null,1318,null,null,4290,null,null,6175,null,null,1914,null,null,627,null,null,5118,null,null,3383,null,null,32
1033272,1197,137160,4757,543033,11213,79030,5571,114390,5419,95118,6544,64541,7325,260421,1785,16873,2078,56994,4529,37345,4129,93412,4709,21499,2830,34298,4647,555460,2364,62440,3865,359824,7443,36095,3677,20501,2454,51631,4191,24969,3772,217391,1223,57847,3448,126215,3725,5590,1353,477,327,21988,2502,5274,1240,1197,null,null,4757,null,null,11213,null,null,5571,null,null,5419,null,null,6544,null,null,7325,null,null,1785,null,null,2078,null,null,4529,null,null,4129,null,null,4709,null,null,2830,null,null,4647,null,null,2364,null,null,3865,null,null,7443,null,null,3677,null,null,2454,null,null,4191,null,null,3772,null,null,1223,null,null,3448,null,null,3725,null,null,1353,null,null,327,null,null,2502,null,null,1240,null,null,33
6779009,1064,841294,11740,3246321,28480,340666,13161,1054541,15398,1001902,20664,294285,12833,1859263,3376,100043,4734,378607,11594,133909,7657,858583,13630,237680,8606,150441,9816,3594792,3828,386442,9097,2198874,20368,182533,7816,192422,7863,519263,13705,115258,7592,1324954,2215,354809,7142,668840,11100,24224,2971,3536,963,244959,8681,28586,3221,1064,null,null,11740,null,null,28480,null,null,13161,null,null,15398,null,null,20664,null,null,12833,null,null,3376,null,null,4734,null,null,11594,null,null,7657,null,null,13630,null,null,8606,null,null,9816,null,null,3828,null,null,9097,null,null,20368,null,null,7816,null,null,7863,null,null,13705,null,null,7592,null,null,2215,null,null,7142,null,null,11100,null,null,2971,null,null,963,null,null,8681,null,null,3221,null,null,34
1550175,1435,230154,6052,669007,15156,108025,7266,216999,10170,246839,11188,79151,8325,456776,3041,32916,3024,105228,6287,52306,4857,152291,7585,74060,6189,39975,5324,757851,2789,103151,4742,395313,10975,50000,4530,62718,5869,115971,6930,30698,4409,335548,1670,94087,4039,168466,5303,5719,1179,1990,962,56808,3949,8478,1883,1435,null,null,6052,null,null,15156,null,null,7266,null,null,10170,null,null,11188,null,null,8325,null,null,3041,null,null,3024,null,null,6287,null,null,4857,null,null,7585,null,null,6189,null,null,5324,null,null,2789,null,null,4742,null,null,10975,null,null,4530,null,null,5869,null,null,6930,null,null,4409,null,null,1670,null,null,4039,null,null,5303,null,null,1179,null,null,962,null,null,3949,null,null,1883,null,null,35
15015709,3269,2158195,19564,6315806,39181,856814,19613,2246201,26262,2402099,29709,1036594,23414,4488881,5430,321013,9017,787458,17299,372711,13619,1804145,21715,611085,15251,592469,17228,7609362,6188,994860,14548,4148043,26653,426122,11930,433012,13202,1240013,19732,367312,14458,2917466,3785,842322,10513,1380305,13859,57981,4138,9044,1642,551001,9967,76813,5230,3269,null,null,19564,null,null,39181,null,null,19613,null,null,26262,null,null,29709,null,null,23414,null,null,5430,null,null,9017,null,null,17299,null,null,13619,null,null,21715,null,null,15251,null,null,17228,null,null,6188,null,null,14548,null,null,26653,null,null,11930,null,null,13202,null,null,19732,null,null,14458,null,null,3785,null,null,10513,null,null,13859,null,null,4138,null,null,1642,null,null,9967,null,null,5230,null,null,36
7599965,3774,1107939,12496,3730351,34807,429299,14993,880222,18186,1019771,21399,432383,20125,2144681,7993,175617,7696,552952,13854,189639,10518,669249,13737,291040,9875,266184,15295,3932665,8443,525259,11318,2342590,22937,216548,10025,203539,9862,511459,13114,133270,8891,1522619,3889,407063,7458,834809,10564,23112,3171,7434,1696,217272,7925,32929,3195,3774,null,null,12496,null,null,34807,null,null,14993,null,null,18186,null,null,21399,null,null,20125,null,null,7993,null,null,7696,null,null,13854,null,null,10518,null,null,13737,null,null,9875,null,null,15295,null,null,8443,null,null,11318,null,null,22937,null,null,10025,null,null,9862,null,null,13114,null,null,8891,null,null,3889,null,null,7458,null,null,10564,null,null,3171,null,null,1696,null,null,7925,null,null,3195,null,null,37
558004,1274,101895,4315,300552,8557,44499,4894,35042,4200,36803,2925,39213,5599,189234,2206,26161,2441,61846,4905,27848,3863,30846,3723,13082,2215,29451,4812,265246,2232,41709,3132,177327,4918,15339,2844,3995,948,18499,2115,8377,2149,103524,970,34025,2094,61379,2561,1312,666,201,199,5222,911,1385,634,1274,null,null,4315,null,null,8557,null,null,4894,null,null,4200,null,null,2925,null,null,5599,null,null,2206,null,null,2441,null,null,4905,null,null,3863,null,null,3723,null,null,2215,null,null,4812,null,null,2232,null,null,3132,null,null,4918,null,null,2844,null,null,948,null,null,2115,null,null,2149,null,null,970,null,null,2094,null,null,2561,null,null,666,null,null,199,null,null,911,null,null,634,null,null,38
8697117,2724,1402273,15846,4242916,34627,624321,15611,952635,17136,1060212,21886,414760,15449,2416819,4973,218434,8317,601033,13903,304573,10372,740793,13662,305753,11059,246233,10706,4470076,5524,654027,11255,2654927,23198,289305,10338,205736,9328,533061,14674,133020,8161,1810222,3770,529812,9717,986956,11559,30443,3086,6106,1091,221398,6573,35507,4115,2724,null,null,15846,null,null,34627,null,null,15611,null,null,17136,null,null,21886,null,null,15449,null,null,4973,null,null,8317,null,null,13903,null,null,10372,null,null,13662,null,null,11059,null,null,10706,null,null,5524,null,null,11255,null,null,23198,null,null,10338,null,null,9328,null,null,14674,null,null,8161,null,null,3770,null,null,9717,null,null,11559,null,null,3086,null,null,1091,null,null,6573,null,null,4115,null,null,39
2854327,1326,420984,7295,1419959,16243,167392,6937,313091,8652,376578,8896,156323,7577,867000,3443,68154,2935,267511,7673,87043,5498,232763,7282,116991,4594,94538,5872,1418477,3960,193150,5646,838296,9913,73717,5157,78888,4774,181686,5287,52740,3677,568850,2079,159680,4257,314152,5803,6632,1069,1440,531,77901,4161,9045,1347,1326,null,null,7295,null,null,16243,null,null,6937,null,null,8652,null,null,8896,null,null,7577,null,null,3443,null,null,2935,null,null,7673,null,null,5498,null,null,7282,null,null,4594,null,null,5872,null,null,3960,null,null,5646,null,null,9913,null,null,5157,null,null,4774,null,null,5287,null,null,3677,null,null,2079,null,null,4257,null,null,5803,null,null,1069,null,null,531,null,null,4161,null,null,1347,null,null,40
3139408,1875,430826,9891,1531122,19565,246356,11087,316088,9950,347581,10865,267435,13214,898415,4041,63385,3746,223607,9626,116415,7830,243059,9119,97126,7512,154823,8789,1568288,4614,185519,6525,937475,12200,111544,6126,70215,4639,173878,7586,89657,7344,672705,2812,181922,5823,370040,7295,18397,2541,2814,1181,76577,4106,22955,2923,1875,null,null,9891,null,null,19565,null,null,11087,null,null,9950,null,null,10865,null,null,13214,null,null,4041,null,null,3746,null,null,9626,null,null,7830,null,null,9119,null,null,7512,null,null,8789,null,null,4614,null,null,6525,null,null,12200,null,null,6126,null,null,4639,null,null,7586,null,null,7344,null,null,2812,null,null,5823,null,null,7295,null,null,2541,null,null,1181,null,null,4106,null,null,2923,null,null,41
9692881,2228,1479838,14061,4681347,30111,609994,14026,1240378,16247,1190817,19797,490507,15221,2627123,5325,212133,8108,585521,12277,272795,9009,971564,13534,298441,10212,286669,11553,4936421,5953,656750,11137,2958165,22467,298349,9875,263466,11136,596312,13265,163379,8454,2129337,3820,610955,8314,1137661,10719,38850,3715,5348,864,296064,8421,40459,4276,2228,null,null,14061,null,null,30111,null,null,14026,null,null,16247,null,null,19797,null,null,15221,null,null,5325,null,null,8108,null,null,12277,null,null,9009,null,null,13534,null,null,10212,null,null,11553,null,null,5953,null,null,11137,null,null,22467,null,null,9875,null,null,11136,null,null,13265,null,null,8454,null,null,3820,null,null,8314,null,null,10719,null,null,3715,null,null,864,null,null,8421,null,null,4276,null,null,42
805868,697,131879,5450,345703,11788,53865,5355,112089,5924,115605,6210,46727,6495,228202,2203,17685,2265,39154,4153,22589,3144,89447,4672,30079,3042,29248,4777,411309,2026,63810,4038,224570,8579,27853,3842,22033,3147,58727,4493,14316,3177,166357,967,50384,2997,81979,3799,3423,925,609,645,26799,2474,3163,998,697,null,null,5450,null,null,11788,null,null,5355,null,null,5924,null,null,6210,null,null,6495,null,null,2203,null,null,2265,null,null,4153,null,null,3144,null,null,4672,null,null,3042,null,null,4777,null,null,2026,null,null,4038,null,null,8579,null,null,3842,null,null,3147,null,null,4493,null,null,3177,null,null,967,null,null,2997,null,null,3799,null,null,925,null,null,645,null,null,2474,null,null,998,null,null,44
3727862,1612,550860,11066,1743071,22390,203507,11755,483018,12267,553649,16695,193757,11964,1034172,5400,79072,5343,243844,11097,97350,7084,347783,9241,147288,7485,118835,8822,1883560,5498,261933,7868,1056995,15595,94850,8750,130319,8129,281154,11699,58309,5952,810130,2200,209855,6350,442232,7029,11307,1771,4916,1481,125207,6231,16613,3494,1612,null,null,11066,null,null,22390,null,null,11755,null,null,12267,null,null,16695,null,null,11964,null,null,5400,null,null,5343,null,null,11097,null,null,7084,null,null,9241,null,null,7485,null,null,8822,null,null,5498,null,null,7868,null,null,15595,null,null,8750,null,null,8129,null,null,11699,null,null,5952,null,null,2200,null,null,6350,null,null,7029,null,null,1771,null,null,1481,null,null,6231,null,null,3494,null,null,45
