B15002I_001E,B15002I_001M,B15002I_002E,B15002I_002M,B15002I_003E,B15002I_003M,B15002I_004E,B15002I_004M,B15002I_005E,B15002I_005M,B15002I_006E,B15002I_006M,B15002I_007E,B15002I_007M,B15002I_008E,B15002I_008M,B15002I_009E,B15002I_009M,B15002I_010E,B15002I_010M,B15002I_011E,B15002I_011M,B15002I_012E,B15002I_012M,B15002I_013E,B15002I_013M,B15002I_014E,B15002I_014M,B15002I_015E,B15002I_015M,B15002I_016E,B15002I_016M,B15002I_017E,B15002I_017M,B15002I_018E,B15002I_018M,B15002I_019E,B15002I_019M,B15002I_001M,B15002I_001EA,B15002I_001MA,B15002I_002M,B15002I_002EA,B15002I_002MA,B15002I_003M,B15002I_003EA,B15002I_003MA,B15002I_004M,B15002I_004EA,B15002I_004MA,B15002I_005M,B15002I_005EA,B15002I_005MA,B15002I_006M,B15002I_006EA,B15002I_006MA,B15002I_007M,B15002I_007EA,B15002I_007MA,B15002I_008M,B15002I_008EA,B15002I_008MA,B15002I_009M,B15002I_009EA,B15002I_009MA,B15002I_010M,B15002I_010EA,B15002I_010MA,B15002I_011M,B15002I_011EA,B15002I_011MA,B15002I_012M,B15002I_012EA,B15002I_012MA,B15002I_013M,B15002I_013EA,B15002I_013MA,B15002I_014M,B15002I_014EA,B15002I_014MA,B15002I_015M,B15002I_015EA,B15002I_015MA,B15002I_016M,B15002I_016EA,B15002I_016MA,B15002I_017M,B15002I_017EA,B15002I_017MA,B15002I_018M,B15002I_018EA,B15002I_018MA,B15002I_019M,B15002I_019EA,B15002I_019MA,state
141538,2154,74037,1507,18646,2232,11146,1663,16205,2153,4059,1302,10557,1490,3432,783,6390,1132,3602,928,67501,1593,14312,1703,8855,1464,13155,1880,3043,982,12300,1754,4350,1048,7563,1378,3923,915,2154,null,null,1507,null,null,2232,null,null,1663,null,null,2153,null,null,1302,null,null,1490,null,null,783,null,null,1132,null,null,928,null,null,1593,null,null,1703,null,null,1464,null,null,1880,null,null,982,null,null,1754,null,null,1048,null,null,1378,null,null,915,null,null,27
41837,3144,22962,2358,5965,1518,4504,1331,3599,868,1678,578,3175,873,1872,940,1509,489,660,441,18875,1726,2202,635,2124,770,5426,1504,653,479,3790,953,1476,580,2452,755,752,348,3144,null,null,2358,null,null,1518,null,null,1331,null,null,868,null,null,578,null,null,873,null,null,940,null,null,489,null,null,441,null,null,1726,null,null,635,null,null,770,null,null,1504,null,null,479,null,null,953,null,null,580,null,null,755,null,null,348,null,null,28
122482,2563,62188,2042,9326,1666,6732,1298,16517,1735,3036,854,10901,1801,3889,981,7940,1434,3847,1086,60294,1751,9608,1541,7769,1336,14100,1752,2702,830,10502,1645,3595,858,8264,1363,3754,868,2563,null,null,2042,null,null,1666,null,null,1298,null,null,1735,null,null,854,null,null,1801,null,null,981,null,null,1434,null,null,1086,null,null,1751,null,null,1541,null,null,1336,null,null,1752,null,null,830,null,null,1645,null,null,858,null,null,1363,null,null,868,null,null,29
18098,1377,8446,1202,1198,602,505,277,1851,660,378,320,1644,551,890,612,1492,689,488,371,9652,974,341,324,1108,533,2740,773,220,179,1807,650,1062,513,1537,554,837,566,1377,null,null,1202,null,null,602,null,null,277,null,null,660,null,null,320,null,null,551,null,null,612,null,null,689,null,null,371,null,null,974,null,null,324,null,null,533,null,null,773,null,null,179,null,null,650,null,null,513,null,null,554,null,null,566,null,null,30
98476,1510,52074,1673,15644,2269,9210,1862,10830,1917,1193,490,7248,1327,2763,914,3060,674,2126,872,46402,1406,11713,1900,7204,1477,9562,1574,1441,513,7924,1407,3083,897,3100,733,2375,772,1510,null,null,1673,null,null,2269,null,null,1862,null,null,1917,null,null,490,null,null,1327,null,null,914,null,null,674,null,null,872,null,null,1406,null,null,1900,null,null,1477,null,null,1574,null,null,513,null,null,1407,null,null,897,null,null,733,null,null,772,null,null,31
460183,1505,232818,1087,48143,3537,37924,3084,68607,3965,9869,1445,39974,3123,9503,1591,15041,2309,3757,937,227365,1230,45097,3196,36908,3314,58487,3540,7611,1653,41530,2967,12459,2111,18389,2468,6884,1466,1505,null,null,1087,null,null,3537,null,null,3084,null,null,3965,null,null,1445,null,null,3123,null,null,1591,null,null,2309,null,null,937,null,null,1230,null,null,3196,null,null,3314,null,null,3540,null,null,1653,null,null,2967,null,null,2111,null,null,2468,null,null,1466,null,null,32
25368,1066,13318,838,1847,729,2023,793,2092,865,329,381,1905,819,1185,654,2449,991,1488,674,12050,683,1114,573,1061,582,2586,931,24,27,2611,785,1196,638,1970,878,1488,580,1066,null,null,838,null,null,729,null,null,793,null,null,865,null,null,381,null,null,819,null,null,654,null,null,991,null,null,674,null,null,683,null,null,573,null,null,582,null,null,931,null,null,27,null,null,785,null,null,638,null,null,878,null,null,580,null,null,33
1079365,1010,534624,958,90045,5596,61888,4616,166020,6098,21692,2206,88513,4864,26837,3482,54282,3783,25347,2503,544741,605,91011,5213,49893,3803,149497,5812,18287,2166,94238,3937,34593,3052,74230,4051,32992,3280,1010,null,null,958,null,null,5596,null,null,4616,null,null,6098,null,null,2206,null,null,4864,null,null,3482,null,null,3783,null,null,2503,null,null,605,null,null,5213,null,null,3803,null,null,5812,null,null,2166,null,null,3937,null,null,3052,null,null,4051,null,null,3280,null,null,34
598277,2362,292059,1363,34245,2904,39868,3856,82351,4165,17674,2187,58097,4086,18171,2765,27124,2878,14529,2218,306218,1685,33313,2974,36505,3325,77356,4698,13491,1755,69364,4150,25524,2693,32809,2956,17856,1966,2362,null,null,1363,null,null,2904,null,null,3856,null,null,4165,null,null,2187,null,null,4086,null,null,2765,null,null,2878,null,null,2218,null,null,1685,null,null,2974,null,null,3325,null,null,4698,null,null,1755,null,null,4150,null,null,2693,null,null,2956,null,null,1966,null,null,35
2299307,2381,1110864,2226,203490,8616,153102,6002,271550,9216,60131,4092,173962,7021,67109,4841,124465,6643,57055,3159,1188443,2100,203844,7300,153983,5562,264348,8333,49298,3914,193886,7099,87616,4588,148783,6875,86685,5115,2381,null,null,2226,null,null,8616,null,null,6002,null,null,9216,null,null,4092,null,null,7021,null,null,4841,null,null,6643,null,null,3159,null,null,2100,null,null,7300,null,null,5562,null,null,8333,null,null,3914,null,null,7099,null,null,4588,null,null,6875,null,null,5115,null,null,36
461251,4565,238730,3431,66251,4505,36734,3436,47958,3287,9098,1911,34104,3883,12930,2163,21448,2347,10207,1769,222521,3706,51852,4166,31954,3244,46241,4580,8338,1375,33682,2853,13870,2117,25451,2813,11133,1820,4565,null,null,3431,null,null,4505,null,null,3436,null,null,3287,null,null,1911,null,null,3883,null,null,2163,null,null,2347,null,null,1769,null,null,3706,null,null,4166,null,null,3244,null,null,4580,null,null,1375,null,null,2853,null,null,2117,null,null,2813,null,null,1820,null,null,37
12173,1748,7466,1659,423,346,1433,643,2201,1005,367,293,1539,868,189,200,1181,691,133,160,4707,843,422,391,673,423,663,331,585,444,1553,783,257,243,465,265,89,96,1748,null,null,1659,null,null,346,null,null,643,null,null,1005,null,null,293,null,null,868,null,null,200,null,null,691,null,null,160,null,null,843,null,null,391,null,null,423,null,null,331,null,null,444,null,null,783,null,null,243,null,null,265,null,null,96,null,null,38
214826,2561,108544,2210,14827,2236,15310,2009,28438,2985,6106,1219,20017,2185,5250,1350,9822,1794,8774,1443,106282,2064,12015,1588,12192,1784,23496,2136,4246,1085,22448,2312,8170,1361,15712,2244,8003,1321,2561,null,null,2210,null,null,2236,null,null,2009,null,null,2985,null,null,1219,null,null,2185,null,null,1350,null,null,1794,null,null,1443,null,null,2064,null,null,1588,null,null,1784,null,null,2136,null,null,1085,null,null,2312,null,null,1361,null,null,2244,null,null,1321,null,null,39
190584,1976,99716,1701,24278,2111,17440,1961,22593,1911,5389,955,14134,1584,5063,1072,7831,1143,2988,836,90868,1172,18956,1780,13357,1730,19171,1565,5375,1040,17520,1932,5359,1092,8261,1336,2869,754,1976,null,null,1701,null,null,2111,null,null,1961,null,null,1911,null,null,955,null,null,1584,null,null,1072,null,null,1143,null,null,836,null,null,1172,null,null,1780,null,null,1730,null,null,1565,null,null,1040,null,null,1932,null,null,1092,null,null,1336,null,null,754,null,null,40
264005,2158,138958,2004,28838,3034,23924,2734,27331,3033,9551,2215,25614,3251,6769,1245,10188,1806,6743,1462,125047,1777,30682,3107,14419,2298,20775,2395,6832,1523,23609,2294,9207,1392,11460,1612,8063,1537,2158,null,null,2004,null,null,3034,null,null,2734,null,null,3033,null,null,2215,null,null,3251,null,null,1245,null,null,1806,null,null,1462,null,null,1777,null,null,3107,null,null,2298,null,null,2395,null,null,1523,null,null,2294,null,null,1392,null,null,1612,null,null,1537,null,null,41
472845,2120,240235,2021,36426,3312,40316,3662,67676,4804,14867,2018,34972,3702,13334,2492,20830,2363,11814,1739,232610,1476,32797,3027,30831,3081,56350,3495,10793,1658,43245,3230,18013,2419,26754,2589,13827,1772,2120,null,null,2021,null,null,3312,null,null,3662,null,null,4804,null,null,2018,null,null,3702,null,null,2492,null,null,2363,null,null,1739,null,null,1476,null,null,3027,null,null,3081,null,null,3495,null,null,1658,null,null,3230,null,null,2419,null,null,2589,null,null,1772,null,null,42
84781,865,40420,769,6508,1305,5794,1154,12549,1538,2198,722,5974,1599,2046,1008,4029,1170,1322,641,44361,545,7678,1401,3649,882,13576,1795,1632,591,9095,1460,2865,742,4370,1236,1496,740,865,null,null,769,null,null,1305,null,null,1154,null,null,1538,null,null,722,null,null,1599,null,null,1008,null,null,1170,null,null,641,null,null,545,null,null,1401,null,null,882,null,null,1795,null,null,591,null,null,1460,null,null,742,null,null,1236,null,null,740,null,null,44
140423,2805,74587,2325,18292,3252,14105,2023,15210,2412,2578,790,11610,2161,4120,946,5508,1284,3164,989,65836,1983,11757,1575,10697,1426,13557,2072,2600,759,10947,2066,4969,1325,7291,1323,4018,1169,2805,null,null,2325,null,null,3252,null,null,2023,null,null,2412,null,null,790,null,null,2161,null,null,946,null,null,1284,null,null,989,null,null,1983,null,null,1575,null,null,1426,null,null,2072,null,null,759,null,null,2066,null,null,1325,null,null,1323,null,null,1169,null,null,45
14002,1330,7570,992,1243,513,1448,621,1661,512,238,190,1165,432,531,315,1179,581,105,106,6432,1092,497,322,1560,568,931,509,142,183,1477,640,745,464,867,460,213,194,1330,null,null,992,null,null,513,null,null,621,null,null,512,null,null,190,null,null,432,null,null,315,null,null,581,null,null,106,null,null,1092,null,null,322,null,null,568,null,null,509,null,null,183,null,null,640,null,null,464,null,null,460,null,null,194,null,null,46
168404,2649,88724,2293,20684,2439,13301,1933,24947,3074,2827,781,10618,1868,4351,1169,7465,1602,4531,1158,79680,2260,16921,2148,10543,1856,18181,2094,3162,927,13058,1964,4752,1095,8557,1720,4506,1033,2649,null,null,2293,null,null,2439,null,null,1933,null,null,3074,null,null,781,null,null,1868,null,null,1169,null,null,1602,null,null,1158,null,null,2260,null,null,2148,null,null,1856,null,null,2094,null,null,927,null,null,1964,null,null,1095,null,null,1720,null,null,1033,null,null,47
6024554,5119,2991865,4347,632425,12627,459388,12522,705099,15754,149808,6683,499723,12652,153804,7515,279048,10362,112570,5647,3032689,3441,616105,12375,406744,11313,667424,14414,144934,6067,554247,10956,179411,7699,330571,9802,133253,6945,5119,null,null,4347,null,null,12627,null,null,12522,null,null,15754,null,null,6683,null,null,12652,null,null,7515,null,null,10362,null,null,5647,null,null,3441,null,null,12375,null,null,11313,null,null,14414,null,null,6067,null,null,10956,null,null,7699,null,null,9802,null,null,6945,null,null,48
206718,1646,105512,1886,16538,2194,19220,2744,27891,2963,3583,868,18551,2296,6862,1297,8794,1382,4073,1158,101206,1449,16195,2415,14103,2511,27210,2543,3292,879,18332,1950,7873,1325,10937,1741,3264,932,1646,null,null,1886,null,null,2194,null,null,2744,null,null,2963,null,null,868,null,null,2296,null,null,1297,null,null,1382,null,null,1158,null,null,1449,null,null,2415,null,null,2511,null,null,2543,null,null,879,null,null,1950,null,null,1325,null,null,1741,null,null,932,null,null,49
6269,935,2723,714,21,35,13,25,698,295,70,46,620,309,205,220,848,392,248,261,3546,774,245,186,508,369,318,202,240,237,898,547,207,227,508,303,622,284,935,null,null,714,null,null,35,null,null,25,null,null,295,null,null,46,null,null,309,null,null,220,null,null,392,null,null,261,null,null,774,null,null,186,null,null,369,null,null,202,null,null,237,null,null,547,null,null,227,null,null,303,null,null,284,null,null,50
426580,3218,219825,3227,41522,4701,25598,3302,51906,4597,7760,1528,36148,4015,10986,1776,24290,3172,21615,2262,206755,2997,32661,3176,20680,2750,40123,3644,4681,1121,36890,3789,16910,2431,35723,3069,19087,2277,3218,null,null,3227,null,null,4701,null,null,3302,null,null,4597,null,null,1528,null,null,4015,null,null,1776,null,null,3172,null,null,2262,null,null,2997,null,null,3176,null,null,2750,null,null,3644,null,null,1121,null,null,3789,null,null,2431,null,null,3069,null,null,2277,null,null,51
450014,2093,234762,1561,53971,3868,35260,3886,48104,3414,13389,1899,37602,3487,15110,1856,20905,2206,10421,1400,215252,1885,45218,3186,24431,2830,39145,3354,10272,1616,42431,2869,16372,1901,25186,2449,12197,1600,2093,null,null,1561,null,null,3868,null,null,3886,null,null,3414,null,null,1899,null,null,3487,null,null,1856,null,null,2206,null,null,1400,null,null,1885,null,null,3186,null,null,2830,null,null,3354,null,null,1616,null,null,2869,null,null,1901,null,null,2449,null,null,1600,null,null,53
13952,1314,6417,989,718,349,1133,570,1848,618,334,213,865,433,283,223,708,318,528,294,7535,861,276,188,1343,736,1636,581,337,205,2283,469,514,253,497,333,649,338,1314,null,null,989,null,null,349,null,null,570,null,null,618,null,null,213,null,null,433,null,null,223,null,null,318,null,null,294,null,null,861,null,null,188,null,null,736,null,null,581,null,null,205,null,null,469,null,null,253,null,null,333,null,null,338,null,null,54
192070,1877,99921,1516,15898,1865,16152,2086,25720,2378,7835,1610,16768,1970,4311,1059,9266,1422,3971,970,92149,1564,14191,1430,13102,1598,20650,1911,3316,861,18559,2153,7349,1208,9113,1431,5869,1234,1877,null,null,1516,null,null,1865,null,null,2086,null,null,2378,null,null,1610,null,null,1970,null,null,1059,null,null,1422,null,null,970,null,null,1564,null,null,1430,null,null,1598,null,null,1911,null,null,861,null,null,2153,null,null,1208,null,null,1431,null,null,1234,null,null,55
30415,1454,16356,1119,1216,694,2912,997,4202,1031,1848,812,3353,1255,1615,568,950,485,260,239,14059,1268,1509,816,1801,714,2360,708,529,406,3928,923,1788,817,1328,668,816,494,1454,null,null,1119,null,null,694,null,null,997,null,null,1031,null,null,812,null,null,1255,null,null,568,null,null,485,null,null,239,null,null,1268,null,null,816,null,null,714,null,null,708,null,null,406,null,null,923,null,null,817,null,null,668,null,null,494,null,null,56
2340141,4332,1076805,3011,181484,6214,108783,5201,292747,8529,34599,3065,141602,5374,97345,4358,152173,6845,68072,4441,1263336,2787,186657,5759,96658,4902,291969,8477,30502,2773,153176,6019,136125,6211,274019,7830,94230,4932,4332,null,null,3011,null,null,6214,null,null,5201,null,null,8529,null,null,3065,null,null,5374,null,null,4358,null,null,6845,null,null,4441,null,null,2787,null,null,5759,null,null,4902,null,null,8477,null,null,2773,null,null,6019,null,null,6211,null,null,7830,null,null,4932,null,null,72
98289,2777,52909,2127,14379,1985,8588,1770,10772,1863,2237,1070,7892,1511,2660,813,5353,1430,1028,491,45380,2126,10905,1586,7118,1556,10143,1649,2043,699,5581,1286,3241,1087,3960,1025,2389,891,2777,null,null,2127,null,null,1985,null,null,1770,null,null,1863,null,null,1070,null,null,1511,null,null,813,null,null,1430,null,null,491,null,null,2126,null,null,1586,null,null,1556,null,null,1649,null,null,699,null,null,1286,null,null,1087,null,null,1025,null,null,891,null,null,01
26133,1006,13324,1035,1124,615,1063,715,3359,1101,590,319,4326,1123,1808,1128,836,463,218,168,12809,1132,934,458,1569,839,3374,1145,393,287,3284,936,757,417,1849,727,649,400,1006,null,null,1035,null,null,615,null,null,715,null,null,1101,null,null,319,null,null,1123,null,null,1128,null,null,463,null,null,168,null,null,1132,null,null,458,null,null,839,null,null,1145,null,null,287,null,null,936,null,null,417,null,null,727,null,null,400,null,null,02
1153404,1994,571331,1306,97036,5218,91818,6002,128704,6118,32498,2642,117649,4797,37538,3312,45028,3704,21060,2333,582073,1302,92141,5052,77872,4719,136619,5939,26555,2997,129421,5821,38674,3874,57918,3484,22873,2624,1994,null,null,1306,null,null,5218,null,null,6002,null,null,6118,null,null,2642,null,null,4797,null,null,3312,null,null,3704,null,null,2333,null,null,1302,null,null,5052,null,null,4719,null,null,5939,null,null,2997,null,null,5821,null,null,3874,null,null,3484,null,null,2624,null,null,04
101002,2890,52733,2240,15098,2122,8898,1581,14657,2261,2234,774,5722,1386,1705,743,3264,1193,1155,530,48269,1932,11556,1932,8600,1501,12120,1833,1668,663,6152,1488,2848,963,3201,1138,2124,896,2890,null,null,2240,null,null,2122,null,null,1581,null,null,2261,null,null,774,null,null,1386,null,null,743,null,null,1193,null,null,530,null,null,1932,null,null,1932,null,null,1501,null,null,1833,null,null,663,null,null,1488,null,null,963,null,null,1138,null,null,896,null,null,05
8703787,1827,4329859,1643,981687,16678,668792,12732,1051908,17369,134560,5199,793087,16022,222648,8571,344025,9952,133152,5897,4373928,1206,1013617,17287,587432,12831,958769,15472,111996,5678,840687,13329,281161,10184,407302,9566,172964,6614,1827,null,null,1643,null,null,16678,null,null,12732,null,null,17369,null,null,5199,null,null,16022,null,null,8571,null,null,9952,null,null,5897,null,null,1206,null,null,17287,null,null,12831,null,null,15472,null,null,5678,null,null,13329,null,null,10184,null,null,9566,null,null,6614,null,null,06
646809,2209,326890,1857,47206,4154,51355,3328,83990,4590,25237,2654,53287,2992,19929,2130,32501,3111,13385,1543,319919,1583,42734,3449,45893,3508,73836,4532,19030,2702,59555,3641,23227,2370,38642,3351,17002,1926,2209,null,null,1857,null,null,4154,null,null,3328,null,null,4590,null,null,2654,null,null,2992,null,null,2130,null,null,3111,null,null,1543,null,null,1583,null,null,3449,null,null,3508,null,null,4532,null,null,2702,null,null,3641,null,null,2370,null,null,3351,null,null,1926,null,null,08
316522,1177,154151,909,23736,2812,20431,2440,46642,3521,8482,1577,23898,2727,6657,1423,15660,2314,8645,1468,162371,1051,22860,2467,20577,2447,38958,2840,7772,1258,29701,2661,10147,1786,21564,2494,10792,1772,1177,null,null,909,null,null,2812,null,null,2440,null,null,3521,null,null,1577,null,null,2727,null,null,1423,null,null,2314,null,null,1468,null,null,1051,null,null,2467,null,null,2447,null,null,2840,null,null,1258,null,null,2661,null,null,1786,null,null,2494,null,null,1772,null,null,09
45728,841,23789,688,5138,1125,3404,1031,7194,1569,602,532,3686,923,763,396,1721,712,1281,646,21939,569,3317,853,2866,876,6567,1201,1203,734,2519,769,1097,470,2850,833,1520,537,841,null,null,688,null,null,1125,null,null,1031,null,null,1569,null,null,532,null,null,923,null,null,396,null,null,712,null,null,646,null,null,569,null,null,853,null,null,876,null,null,1201,null,null,734,null,null,769,null,null,470,null,null,833,null,null,537,null,null,10
47175,-555555555,24341,-555555555,4377,1181,3591,1119,3360,1144,184,236,2730,1067,490,402,3989,1139,5620,1172,22834,-555555555,4195,908,3020,993,2814,901,422,308,1984,938,415,291,3888,967,6096,1335,-555555555,null,*****,-555555555,null,*****,1181,null,null,1119,null,null,1144,null,null,236,null,null,1067,null,null,402,null,null,1139,null,null,1172,null,null,-555555555,null,*****,908,null,null,993,null,null,901,null,null,308,null,null,938,null,null,291,null,null,967,null,null,1335,null,null,11
