B05003H_001E,B05003H_001M,B05003H_002E,B05003H_002M,B05003H_003E,B05003H_003M,B05003H_004E,B05003H_004M,B05003H_005E,B05003H_005M,B05003H_006E,B05003H_006M,B05003H_007E,B05003H_007M,B05003H_008E,B05003H_008M,B05003H_009E,B05003H_009M,B05003H_010E,B05003H_010M,B05003H_011E,B05003H_011M,B05003H_012E,B05003H_012M,B05003H_013E,B05003H_013M,B05003H_014E,B05003H_014M,B05003H_015E,B05003H_015M,B05003H_016E,B05003H_016M,B05003H_017E,B05003H_017M,B05003H_018E,B05003H_018M,B05003H_019E,B05003H_019M,B05003H_020E,B05003H_020M,B05003H_021E,B05003H_021M,B05003H_022E,B05003H_022M,B05003H_023E,B05003H_023M,B05003H_001M,B05003H_001EA,B05003H_001MA,B05003H_002M,B05003H_002EA,B05003H_002MA,B05003H_003M,B05003H_003EA,B05003H_003MA,B05003H_004M,B05003H_004EA,B05003H_004MA,B05003H_005M,B05003H_005EA,B05003H_005MA,B05003H_006M,B05003H_006EA,B05003H_006MA,B05003H_007M,B05003H_007EA,B05003H_007MA,B05003H_008M,B05003H_008EA,B05003H_008MA,B05003H_009M,B05003H_009EA,B05003H_009MA,B05003H_010M,B05003H_010EA,B05003H_010MA,B05003H_011M,B05003H_011EA,B05003H_011MA,B05003H_012M,B05003H_012EA,B05003H_012MA,B05003H_013M,B05003H_013EA,B05003H_013MA,B05003H_014M,B05003H_014EA,B05003H_014MA,B05003H_015M,B05003H_015EA,B05003H_015MA,B05003H_016M,B05003H_016EA,B05003H_016MA,B05003H_017M,B05003H_017EA,B05003H_017MA,B05003H_018M,B05003H_018EA,B05003H_018MA,B05003H_019M,B05003H_019EA,B05003H_019MA,B05003H_020M,B05003H_020EA,B05003H_020MA,B05003H_021M,B05003H_021EA,B05003H_021MA,B05003H_022M,B05003H_022EA,B05003H_022MA,B05003H_023M,B05003H_023EA,B05003H_023MA,state
1243607,525,608233,590,115520,562,115223,592,297,250,148,190,149,157,492713,128,482900,1568,9813,1564,6755,1071,3058,930,635374,698,109852,569,109306,686,546,456,87,143,459,434,525522,341,511681,2043,13841,2060,7814,1137,6027,1514,525,null,null,590,null,null,562,null,null,592,null,null,250,null,null,190,null,null,157,null,null,128,null,null,1568,null,null,1564,null,null,1071,null,null,930,null,null,698,null,null,569,null,null,686,null,null,456,null,null,143,null,null,434,null,null,341,null,null,2043,null,null,2060,null,null,1137,null,null,1514,null,null,23
3092525,1782,1513568,1248,294190,790,289337,1577,4853,1417,1082,688,3771,1241,1219378,947,1163332,4258,56046,3971,37349,2761,18697,2859,1578957,1106,281090,767,277234,1533,3856,1377,1489,754,2367,1161,1297867,585,1226294,5439,71573,5489,44419,4115,27154,3014,1782,null,null,1248,null,null,790,null,null,1577,null,null,1417,null,null,688,null,null,1241,null,null,947,null,null,4258,null,null,3971,null,null,2761,null,null,2859,null,null,1106,null,null,767,null,null,1533,null,null,1377,null,null,754,null,null,1161,null,null,585,null,null,5439,null,null,5489,null,null,4115,null,null,3014,null,null,24
4928862,6399,2386058,3010,438373,1133,429447,2466,8926,2171,2675,950,6251,1858,1947685,2594,1781714,5887,165971,5879,99379,5040,66592,4356,2542804,4300,417272,1849,410256,2266,7016,1526,1914,634,5102,1529,2125532,3083,1944029,6542,181503,6791,113440,5091,68063,4475,6399,null,null,3010,null,null,1133,null,null,2466,null,null,2171,null,null,950,null,null,1858,null,null,2594,null,null,5887,null,null,5879,null,null,5040,null,null,4356,null,null,4300,null,null,1849,null,null,2266,null,null,1526,null,null,634,null,null,1529,null,null,3083,null,null,6542,null,null,6791,null,null,5091,null,null,4475,null,null,25
7474930,2554,3693476,1740,754742,1235,743414,2371,11328,2101,3670,863,7658,1973,2938734,1001,2803181,6701,135553,6452,87123,4375,48430,4280,3781454,1686,716995,1108,707554,2104,9441,1756,3010,1031,6431,1633,3064459,1080,2927430,5025,137029,4973,88226,4503,48803,3776,2554,null,null,1740,null,null,1235,null,null,2371,null,null,2101,null,null,863,null,null,1973,null,null,1001,null,null,6701,null,null,6452,null,null,4375,null,null,4280,null,null,1686,null,null,1108,null,null,2104,null,null,1756,null,null,1031,null,null,1633,null,null,1080,null,null,5025,null,null,4973,null,null,4503,null,null,3776,null,null,26
4444184,2188,2204136,1344,461862,605,459527,998,2335,802,742,325,1593,713,1742274,1178,1710190,2993,32084,2998,18551,2318,13533,1781,2240048,1308,438832,863,437304,937,1528,496,397,216,1131,466,1801216,788,1766093,3242,35123,3157,22100,2282,13023,1631,2188,null,null,1344,null,null,605,null,null,998,null,null,802,null,null,325,null,null,713,null,null,1178,null,null,2993,null,null,2998,null,null,2318,null,null,1781,null,null,1308,null,null,863,null,null,937,null,null,496,null,null,216,null,null,466,null,null,788,null,null,3242,null,null,3157,null,null,2282,null,null,1631,null,null,27
1698241,978,833914,3157,181849,3038,181284,3152,565,519,162,203,403,478,652065,477,647377,1068,4688,1001,2729,843,1959,668,864327,3126,173021,3023,172436,2986,585,661,85,114,500,646,691306,531,687058,1312,4248,1093,2122,696,2126,771,978,null,null,3157,null,null,3038,null,null,3152,null,null,519,null,null,203,null,null,478,null,null,477,null,null,1068,null,null,1001,null,null,843,null,null,668,null,null,3126,null,null,3023,null,null,2986,null,null,661,null,null,114,null,null,646,null,null,531,null,null,1312,null,null,1093,null,null,696,null,null,771,null,null,28
4852074,2661,2386406,2268,517582,1713,515061,1941,2521,758,1158,475,1363,583,1868824,1136,1838055,3799,30769,3505,19007,2277,11762,2393,2465668,2222,492790,1819,490254,2165,2536,1071,953,449,1583,947,1972878,926,1938591,3405,34287,3409,21696,2401,12591,2267,2661,null,null,2268,null,null,1713,null,null,1941,null,null,758,null,null,475,null,null,583,null,null,1136,null,null,3799,null,null,3505,null,null,2277,null,null,2393,null,null,2222,null,null,1819,null,null,2165,null,null,1071,null,null,449,null,null,947,null,null,926,null,null,3405,null,null,3409,null,null,2401,null,null,2267,null,null,29
900884,698,454336,710,91981,677,91709,700,272,231,240,229,32,38,362355,195,357407,1090,4948,1075,1624,501,3324,896,446548,942,86256,726,85713,765,543,362,102,123,441,349,360292,389,353438,1497,6854,1385,4196,1120,2658,796,698,null,null,710,null,null,677,null,null,700,null,null,231,null,null,229,null,null,38,null,null,195,null,null,1090,null,null,1075,null,null,501,null,null,896,null,null,942,null,null,726,null,null,765,null,null,362,null,null,123,null,null,349,null,null,389,null,null,1497,null,null,1385,null,null,1120,null,null,796,null,null,30
1519945,1020,752549,1117,168930,870,168456,841,474,318,139,136,335,270,583619,523,576448,1752,7171,1668,3841,1065,3330,1239,767396,1065,160854,959,160778,971,76,86,43,71,33,32,606542,400,599094,1447,7448,1438,4846,1250,2602,617,1020,null,null,1117,null,null,870,null,null,841,null,null,318,null,null,136,null,null,270,null,null,523,null,null,1752,null,null,1668,null,null,1065,null,null,1239,null,null,1065,null,null,959,null,null,971,null,null,86,null,null,71,null,null,32,null,null,400,null,null,1447,null,null,1438,null,null,1250,null,null,617,null,null,31
1463596,1646,745391,1347,124557,1170,123843,1249,714,308,159,153,555,302,620834,518,588654,3360,32180,3235,20528,2583,11652,1863,718205,1710,116703,1274,115470,1442,1233,721,224,267,1009,651,601502,887,561264,3461,40238,3469,25736,2560,14502,2299,1646,null,null,1347,null,null,1170,null,null,1249,null,null,308,null,null,153,null,null,302,null,null,518,null,null,3360,null,null,3235,null,null,2583,null,null,1863,null,null,1710,null,null,1274,null,null,1442,null,null,721,null,null,267,null,null,651,null,null,887,null,null,3461,null,null,3469,null,null,2560,null,null,2299,null,null,32
1211076,980,597962,965,114306,508,113979,619,327,306,144,240,183,177,483656,779,468354,2143,15302,1938,9175,1466,6127,1233,613114,686,108738,494,107769,717,969,599,464,321,505,412,504376,394,488269,2066,16107,1962,10863,1580,5244,1201,980,null,null,965,null,null,508,null,null,619,null,null,306,null,null,240,null,null,177,null,null,779,null,null,2143,null,null,1938,null,null,1466,null,null,1233,null,null,686,null,null,494,null,null,717,null,null,599,null,null,321,null,null,412,null,null,394,null,null,2066,null,null,1962,null,null,1580,null,null,1201,null,null,33
4966755,4507,2422632,2831,476154,1514,467799,1984,8355,1372,3250,884,5105,1081,1946478,1740,1746170,6305,200308,6199,141070,5484,59238,4227,2544123,2689,452111,1722,444860,2102,7251,1632,1973,752,5278,1531,2092012,1779,1872076,6897,219936,7010,151475,5868,68461,4660,4507,null,null,2831,null,null,1514,null,null,1984,null,null,1372,null,null,884,null,null,1081,null,null,1740,null,null,6305,null,null,6199,null,null,5484,null,null,4227,null,null,2689,null,null,1722,null,null,2102,null,null,1632,null,null,752,null,null,1531,null,null,1779,null,null,6897,null,null,7010,null,null,5868,null,null,4660,null,null,34
787250,1938,389834,1642,61173,1335,59861,1472,1312,739,615,660,697,346,328661,933,318067,1915,10594,1641,5200,1161,5394,1134,397416,1793,58160,1414,57587,1511,573,461,176,250,397,447,339256,1257,326464,2281,12792,2041,7858,1386,4934,1192,1938,null,null,1642,null,null,1335,null,null,1472,null,null,739,null,null,660,null,null,346,null,null,933,null,null,1915,null,null,1641,null,null,1161,null,null,1134,null,null,1793,null,null,1414,null,null,1511,null,null,461,null,null,250,null,null,447,null,null,1257,null,null,2281,null,null,2041,null,null,1386,null,null,1192,null,null,35
10962313,6417,5363611,3799,1025621,2044,1007927,2875,17694,2402,6994,1802,10700,1793,4337990,2908,3890324,9608,447666,8992,295121,7786,152545,6632,5598702,3658,975321,1656,959512,3339,15809,3076,5985,1514,9824,2326,4623381,2711,4124633,10287,498748,10033,342910,7482,155838,6900,6417,null,null,3799,null,null,2044,null,null,2875,null,null,2402,null,null,1802,null,null,1793,null,null,2908,null,null,9608,null,null,8992,null,null,7786,null,null,6632,null,null,3658,null,null,1656,null,null,3339,null,null,3076,null,null,1514,null,null,2326,null,null,2711,null,null,10287,null,null,10033,null,null,7482,null,null,6900,null,null,36
6438334,2989,3143885,2390,620681,2301,617070,2587,3611,909,1631,610,1980,781,2523204,1117,2459962,4576,63242,4725,39423,3808,23819,2763,3294449,2857,588823,2246,585560,2511,3263,1082,1788,894,1475,737,2705626,1371,2639034,4227,66592,4323,41105,3218,25487,2611,2989,null,null,2390,null,null,2301,null,null,2587,null,null,909,null,null,610,null,null,781,null,null,1117,null,null,4576,null,null,4725,null,null,3808,null,null,2763,null,null,2857,null,null,2246,null,null,2511,null,null,1082,null,null,894,null,null,737,null,null,1371,null,null,4227,null,null,4323,null,null,3218,null,null,2611,null,null,37
644710,219,328909,553,69173,522,68956,542,217,196,15,27,202,196,259736,142,256129,764,3607,776,2032,689,1575,473,315801,522,66467,510,66432,508,35,56,35,56,0,155,249334,105,246513,597,2821,575,1633,472,1188,469,219,null,null,553,null,null,522,null,null,542,null,null,196,null,null,27,null,null,196,null,null,142,null,null,764,null,null,776,null,null,689,null,null,473,null,null,522,null,null,510,null,null,508,null,null,56,null,null,56,null,null,155,null,null,105,null,null,597,null,null,575,null,null,472,null,null,469,null,null,38
9216496,3128,4524535,2430,965698,1656,960325,2174,5373,1414,2873,969,2500,920,3558837,1368,3479800,5349,79037,5257,52050,3705,26987,3298,4691961,2266,913852,1829,908397,2537,5455,1442,2516,976,2939,1152,3778109,1153,3691682,4760,86427,4749,59455,3518,26972,2792,3128,null,null,2430,null,null,1656,null,null,2174,null,null,1414,null,null,969,null,null,920,null,null,1368,null,null,5349,null,null,5257,null,null,3705,null,null,3298,null,null,2266,null,null,1829,null,null,2537,null,null,1442,null,null,976,null,null,1152,null,null,1153,null,null,4760,null,null,4749,null,null,3518,null,null,2792,null,null,39
2595562,1047,1278173,1229,265786,985,265143,1037,643,322,412,262,231,189,1012387,608,999594,1908,12793,1876,5464,926,7329,1542,1317389,1129,251296,1017,250318,1054,978,471,387,322,591,352,1066093,571,1050818,1656,15275,1742,7895,1209,7380,1445,1047,null,null,1229,null,null,985,null,null,1037,null,null,322,null,null,262,null,null,189,null,null,608,null,null,1908,null,null,1876,null,null,926,null,null,1542,null,null,1129,null,null,1017,null,null,1054,null,null,471,null,null,322,null,null,352,null,null,571,null,null,1656,null,null,1742,null,null,1209,null,null,1445,null,null,40
3119464,1806,1534383,1426,284213,1114,281661,1622,2552,1191,468,332,2084,1092,1250170,871,1205205,3853,44965,3833,26252,2811,18713,2571,1585081,1381,271791,1005,269943,1407,1848,1049,293,242,1555,1011,1313290,928,1262176,4238,51114,3882,32404,3232,18710,2640,1806,null,null,1426,null,null,1114,null,null,1622,null,null,1191,null,null,332,null,null,1092,null,null,871,null,null,3853,null,null,3833,null,null,2811,null,null,2571,null,null,1381,null,null,1005,null,null,1407,null,null,1049,null,null,242,null,null,1011,null,null,928,null,null,4238,null,null,3882,null,null,3232,null,null,2640,null,null,41
9832127,3145,4811349,2218,924408,1066,916883,1570,7525,1369,2581,904,4944,1157,3886941,1739,3779436,6075,107505,6089,69508,4362,37997,3919,5020778,1402,878943,871,870775,1894,8168,1789,3072,1063,5096,1166,4141835,1136,4022327,5488,119508,5385,79639,4221,39869,3599,3145,null,null,2218,null,null,1066,null,null,1570,null,null,1369,null,null,904,null,null,1157,null,null,1739,null,null,6075,null,null,6089,null,null,4362,null,null,3919,null,null,1402,null,null,871,null,null,1894,null,null,1789,null,null,1063,null,null,1166,null,null,1136,null,null,5488,null,null,5385,null,null,4221,null,null,3599,null,null,42
768815,2294,369486,1830,61935,1127,61327,1228,608,404,314,282,294,353,307551,960,286131,2508,21420,2383,14515,1980,6905,1317,399329,832,59761,527,59066,673,695,452,328,328,367,330,339568,576,317012,2486,22556,2517,16314,2129,6242,1200,2294,null,null,1830,null,null,1127,null,null,1228,null,null,404,null,null,282,null,null,353,null,null,960,null,null,2508,null,null,2383,null,null,1980,null,null,1317,null,null,832,null,null,527,null,null,673,null,null,452,null,null,328,null,null,330,null,null,576,null,null,2486,null,null,2517,null,null,2129,null,null,1200,null,null,44
3161469,2864,1545196,2395,306127,1898,304273,2100,1854,983,656,471,1198,919,1239069,1069,1212098,2984,26971,2768,14742,1782,12229,2121,1616273,2455,293667,2079,292266,2214,1401,884,167,205,1234,869,1322606,1013,1290937,3151,31669,2841,20492,2357,11177,1554,2864,null,null,2395,null,null,1898,null,null,2100,null,null,983,null,null,471,null,null,919,null,null,1069,null,null,2984,null,null,2768,null,null,1782,null,null,2121,null,null,2455,null,null,2079,null,null,2214,null,null,884,null,null,205,null,null,869,null,null,1013,null,null,3151,null,null,2841,null,null,2357,null,null,1554,null,null,45
713315,376,358152,839,79828,763,79586,762,242,195,49,84,193,178,278324,377,275337,971,2987,882,1248,594,1739,692,355163,769,74371,763,73999,829,372,404,0,157,372,404,280792,24,277465,882,3327,878,2199,633,1128,497,376,null,null,839,null,null,763,null,null,762,null,null,195,null,null,84,null,null,178,null,null,377,null,null,971,null,null,882,null,null,594,null,null,692,null,null,769,null,null,763,null,null,829,null,null,404,null,null,157,null,null,404,null,null,24,null,null,882,null,null,878,null,null,633,null,null,497,null,null,46
4929450,2243,2409426,2587,506181,2388,503101,2523,3080,1244,1065,494,2015,1167,1903245,969,1872974,3207,30271,3196,16522,2387,13749,2327,2520024,2802,477768,2444,475430,2622,2338,936,835,480,1503,752,2042256,914,2007493,4093,34763,4090,18398,2528,16365,2615,2243,null,null,2587,null,null,2388,null,null,2523,null,null,1244,null,null,494,null,null,1167,null,null,969,null,null,3207,null,null,3196,null,null,2387,null,null,2327,null,null,2802,null,null,2444,null,null,2622,null,null,936,null,null,480,null,null,752,null,null,914,null,null,4093,null,null,4090,null,null,2528,null,null,2615,null,null,47
11843864,5014,5869419,4867,1194536,4260,1177972,5166,16564,3085,3904,1228,12660,2661,4674883,2928,4504881,8228,170002,7726,86812,5503,83190,4933,5974445,5450,1130802,4343,1115971,5145,14831,2600,2251,635,12580,2430,4843643,2566,4665104,8741,178539,8169,98143,5240,80396,5415,5014,null,null,4867,null,null,4260,null,null,5166,null,null,3085,null,null,1228,null,null,2661,null,null,2928,null,null,8228,null,null,7726,null,null,5503,null,null,4933,null,null,5450,null,null,4343,null,null,5145,null,null,2600,null,null,635,null,null,2430,null,null,2566,null,null,8741,null,null,8169,null,null,5240,null,null,5415,null,null,48
2401230,1818,1204972,1062,351076,650,349995,904,1081,594,165,216,916,569,853896,621,834837,2599,19059,2556,11677,1811,7382,1673,1196258,1166,331700,705,331021,837,679,472,189,185,490,479,864558,833,840620,2695,23938,2534,15307,1752,8631,1633,1818,null,null,1062,null,null,650,null,null,904,null,null,594,null,null,216,null,null,569,null,null,621,null,null,2599,null,null,2556,null,null,1811,null,null,1673,null,null,1166,null,null,705,null,null,837,null,null,472,null,null,185,null,null,479,null,null,833,null,null,2695,null,null,2534,null,null,1752,null,null,1633,null,null,49
580616,446,286372,455,54457,447,54348,463,109,104,95,101,14,25,231915,77,225766,953,6149,946,3769,739,2380,626,294244,477,51210,384,50223,729,987,694,758,667,229,196,243034,258,234203,1294,8831,1240,5127,811,3704,1047,446,null,null,455,null,null,447,null,null,463,null,null,104,null,null,101,null,null,25,null,null,77,null,null,953,null,null,946,null,null,739,null,null,626,null,null,477,null,null,384,null,null,729,null,null,694,null,null,667,null,null,196,null,null,258,null,null,1294,null,null,1240,null,null,811,null,null,1047,null,null,50
5235564,2770,2586749,2784,516054,2288,509137,3005,6917,1737,2060,800,4857,1596,2070695,1180,1990155,5409,80540,5064,51693,3340,28847,3243,2648815,2417,490755,2265,485067,2540,5688,1377,1558,772,4130,1066,2158060,1152,2061118,5761,96942,5436,61288,4438,35654,2763,2770,null,null,2784,null,null,2288,null,null,3005,null,null,1737,null,null,800,null,null,1596,null,null,1180,null,null,5409,null,null,5064,null,null,3340,null,null,3243,null,null,2417,null,null,2265,null,null,2540,null,null,1377,null,null,772,null,null,1066,null,null,1152,null,null,5761,null,null,5436,null,null,4438,null,null,2763,null,null,51
5053546,1957,2519756,1377,477058,1147,469778,2022,7280,1666,2066,675,5214,1502,2042698,713,1940677,6260,102021,6265,59833,4668,42188,3511,2533790,1577,452592,1311,445190,2255,7402,1891,1921,714,5481,1819,2081198,790,1962925,6436,118273,6391,74007,4487,44266,3667,1957,null,null,1377,null,null,1147,null,null,2022,null,null,1666,null,null,675,null,null,1502,null,null,713,null,null,6260,null,null,6265,null,null,4668,null,null,3511,null,null,1577,null,null,1311,null,null,2255,null,null,1891,null,null,714,null,null,1819,null,null,790,null,null,6436,null,null,6391,null,null,4487,null,null,3667,null,null,53
1684936,2541,828414,2332,169902,1736,169771,1730,131,134,45,78,86,112,658512,1294,653437,2065,5075,1530,2376,776,2699,1147,856522,2403,162893,1937,162732,1945,161,183,84,104,77,145,693629,911,688959,1319,4670,1048,3173,856,1497,598,2541,null,null,2332,null,null,1736,null,null,1730,null,null,134,null,null,78,null,null,112,null,null,1294,null,null,2065,null,null,1530,null,null,776,null,null,1147,null,null,2403,null,null,1937,null,null,1945,null,null,183,null,null,104,null,null,145,null,null,911,null,null,1319,null,null,1048,null,null,856,null,null,598,null,null,54
4718160,1374,2342715,980,470409,489,468674,844,1735,785,721,378,1014,714,1872306,791,1839584,2742,32722,2659,18658,2007,14064,2049,2375445,763,445576,536,443354,1148,2222,972,629,324,1593,850,1929869,510,1898590,2390,31279,2319,20624,1800,10655,1440,1374,null,null,980,null,null,489,null,null,844,null,null,785,null,null,378,null,null,714,null,null,791,null,null,2742,null,null,2659,null,null,2007,null,null,2049,null,null,763,null,null,536,null,null,1148,null,null,972,null,null,324,null,null,850,null,null,510,null,null,2390,null,null,2319,null,null,1800,null,null,1440,null,null,55
494078,768,251532,1181,55769,1168,55690,1172,79,138,0,197,79,138,195763,184,193822,776,1941,754,948,427,993,609,242546,1264,52252,1281,52142,1288,110,129,15,21,95,126,190294,316,187162,754,3132,718,1505,541,1627,660,768,null,null,1181,null,null,1168,null,null,1172,null,null,138,null,null,197,null,null,138,null,null,184,null,null,776,null,null,754,null,null,427,null,null,609,null,null,1264,null,null,1281,null,null,1288,null,null,129,null,null,21,null,null,126,null,null,316,null,null,754,null,null,718,null,null,541,null,null,660,null,null,56
