C27016_001E,C27016_001M,C27016_002E,C27016_002M,C27016_003E,C27016_003M,C27016_004E,C27016_004M,C27016_005E,C27016_005M,C27016_006E,C27016_006M,C27016_007E,C27016_007M,C27016_008E,C27016_008M,C27016_009E,C27016_009M,C27016_010E,C27016_010M,C27016_011E,C27016_011M,C27016_012E,C27016_012M,C27016_013E,C27016_013M,C27016_014E,C27016_014M,C27016_015E,C27016_015M,C27016_016E,C27016_016M,C27016_017E,C27016_017M,C27016_018E,C27016_018M,C27016_019E,C27016_019M,C27016_020E,C27016_020M,C27016_021E,C27016_021M,C27016_022E,C27016_022M,C27016_023E,C27016_023M,C27016_024E,C27016_024M,C27016_025E,C27016_025M,C27016_026E,C27016_026M,C27016_027E,C27016_027M,C27016_028E,C27016_028M,C27016_029E,C27016_029M,C27016_030E,C27016_030M,C27016_031E,C27016_031M,C27016_032E,C27016_032M,C27016_033E,C27016_033M,C27016_034E,C27016_034M,C27016_035E,C27016_035M,C27016_036E,C27016_036M,C27016_037E,C27016_037M,C27016_038E,C27016_038M,C27016_039E,C27016_039M,C27016_040E,C27016_040M,C27016_041E,C27016_041M,C27016_001M,C27016_001EA,C27016_001MA,C27016_002M,C27016_002EA,C27016_002MA,C27016_003M,C27016_003EA,C27016_003MA,C27016_004M,C27016_004EA,C27016_004MA,C27016_005M,C27016_005EA,C27016_005MA,C27016_006M,C27016_006EA,C27016_006MA,C27016_007M,C27016_007EA,C27016_007MA,C27016_008M,C27016_008EA,C27016_008MA,C27016_009M,C27016_009EA,C27016_009MA,C27016_010M,C27016_010EA,C27016_010MA,C27016_011M,C27016_011EA,C27016_011MA,C27016_012M,C27016_012EA,C27016_012MA,C27016_013M,C27016_013EA,C27016_013MA,C27016_014M,C27016_014EA,C27016_014MA,C27016_015M,C27016_015EA,C27016_015MA,C27016_016M,C27016_016EA,C27016_016MA,C27016_017M,C27016_017EA,C27016_017MA,C27016_018M,C27016_018EA,C27016_018MA,C27016_019M,C27016_019EA,C27016_019MA,C27016_020M,C27016_020EA,C27016_020MA,C27016_021M,C27016_021EA,C27016_021MA,C27016_022M,C27016_022EA,C27016_022MA,C27016_023M,C27016_023EA,C27016_023MA,C27016_024M,C27016_024EA,C27016_024MA,C27016_025M,C27016_025EA,C27016_025MA,C27016_026M,C27016_026EA,C27016_026MA,C27016_027M,C27016_027EA,C27016_027MA,C27016_028M,C27016_028EA,C27016_028MA,C27016_029M,C27016_029EA,C27016_029MA,C27016_030M,C27016_030EA,C27016_030MA,C27016_031M,C27016_031EA,C27016_031MA,C27016_032M,C27016_032EA,C27016_032MA,C27016_033M,C27016_033EA,C27016_033MA,C27016_034M,C27016_034EA,C27016_034MA,C27016_035M,C27016_035EA,C27016_035MA,C27016_036M,C27016_036EA,C27016_036MA,C27016_037M,C27016_037EA,C27016_037MA,C27016_038M,C27016_038EA,C27016_038MA,C27016_039M,C27016_039EA,C27016_039MA,C27016_040M,C27016_040EA,C27016_040MA,C27016_041M,C27016_041EA,C27016_041MA,state
1289962,1417,146792,9697,34201,4071,32920,3990,1281,846,92086,6349,77385,6015,14701,2379,20505,2225,20505,2225,0,187,104712,8686,25240,3486,23853,3473,1387,845,57025,5587,45331,4222,11694,2885,22447,2413,22432,2410,15,25,373854,13504,78740,5674,76524,5471,2216,996,224092,9017,196392,8319,27700,3339,71022,3996,71022,3996,0,187,664604,16389,117128,5078,115334,5085,1794,743,443492,11040,427355,11055,16137,2422,103984,4233,103945,4223,39,64,1417,null,null,9697,null,null,4071,null,null,3990,null,null,846,null,null,6349,null,null,6015,null,null,2379,null,null,2225,null,null,2225,null,null,187,null,null,8686,null,null,3486,null,null,3473,null,null,845,null,null,5587,null,null,4222,null,null,2885,null,null,2413,null,null,2410,null,null,25,null,null,13504,null,null,5674,null,null,5471,null,null,996,null,null,9017,null,null,8319,null,null,3339,null,null,3996,null,null,3996,null,null,187,null,null,16389,null,null,5078,null,null,5085,null,null,743,null,null,11040,null,null,11055,null,null,2422,null,null,4233,null,null,4223,null,null,64,null,null,33
8762222,3129,1369873,32093,422763,15022,396083,15648,26680,4462,757627,18941,565446,15484,192181,9590,189483,7410,184495,7510,4988,1386,711914,28032,193855,10785,182833,10759,11022,2863,383866,15805,286149,12213,97717,8411,134193,6952,132223,6757,1970,978,2138685,37932,478455,16504,459777,15763,18678,2655,1294042,24268,1100438,22130,193604,8722,366188,8801,361212,8686,4976,1452,4541750,39103,866187,15807,854563,15792,11624,1876,3032913,26873,2899566,25090,133347,10681,642650,10258,637344,10274,5306,1348,3129,null,null,32093,null,null,15022,null,null,15648,null,null,4462,null,null,18941,null,null,15484,null,null,9590,null,null,7410,null,null,7510,null,null,1386,null,null,28032,null,null,10785,null,null,10759,null,null,2863,null,null,15805,null,null,12213,null,null,8411,null,null,6952,null,null,6757,null,null,978,null,null,37932,null,null,16504,null,null,15763,null,null,2655,null,null,24268,null,null,22130,null,null,8722,null,null,8801,null,null,8686,null,null,1452,null,null,39103,null,null,15807,null,null,15792,null,null,1876,null,null,26873,null,null,25090,null,null,10681,null,null,10258,null,null,10274,null,null,1348,null,null,34
2032037,2174,594068,17415,201784,8580,191473,8562,10311,2308,322663,10458,259103,9906,63560,4860,69621,4354,68157,4266,1464,517,251330,15491,66517,6169,61783,5969,4734,1799,143474,10096,115047,8030,28427,4447,41339,3647,41154,3640,185,183,600934,18608,133681,8073,124908,7572,8773,2118,362861,12714,315751,11257,47110,5610,104392,4382,103625,4288,767,510,585705,15622,80356,5596,78213,5432,2143,857,384046,11228,364700,11253,19346,2845,121303,5023,121015,4979,288,312,2174,null,null,17415,null,null,8580,null,null,8562,null,null,2308,null,null,10458,null,null,9906,null,null,4860,null,null,4354,null,null,4266,null,null,517,null,null,15491,null,null,6169,null,null,5969,null,null,1799,null,null,10096,null,null,8030,null,null,4447,null,null,3647,null,null,3640,null,null,183,null,null,18608,null,null,8073,null,null,7572,null,null,2118,null,null,12714,null,null,11257,null,null,5610,null,null,4382,null,null,4288,null,null,510,null,null,15622,null,null,5596,null,null,5432,null,null,857,null,null,11228,null,null,11253,null,null,2845,null,null,5023,null,null,4979,null,null,312,null,null,35
19215198,6083,4035452,46836,1176123,22932,1140256,23844,35867,4664,2312821,28828,1988634,26257,324187,12898,546508,12179,537403,12209,9105,1650,1869912,43755,466305,17094,449843,16449,16462,3362,1076999,26768,905537,23234,171462,10224,326608,11473,322226,11214,4382,1244,5064590,51789,1076536,21845,1046578,20769,29958,4123,3154137,33996,2811532,33541,342605,12545,833917,13342,828551,13486,5366,1145,8245244,56557,1381361,19609,1365435,19142,15926,2082,5635367,40620,5422516,39825,212851,10347,1228516,14283,1222815,14414,5701,1326,6083,null,null,46836,null,null,22932,null,null,23844,null,null,4664,null,null,28828,null,null,26257,null,null,12898,null,null,12179,null,null,12209,null,null,1650,null,null,43755,null,null,17094,null,null,16449,null,null,3362,null,null,26768,null,null,23234,null,null,10224,null,null,11473,null,null,11214,null,null,1244,null,null,51789,null,null,21845,null,null,20769,null,null,4123,null,null,33996,null,null,33541,null,null,12545,null,null,13342,null,null,13486,null,null,1145,null,null,56557,null,null,19609,null,null,19142,null,null,2082,null,null,40620,null,null,39825,null,null,10347,null,null,14283,null,null,14414,null,null,1326,null,null,36
9830730,5080,2306586,34188,718473,16920,680692,17069,37781,5125,1311245,23358,902528,19205,408717,12406,276868,6890,273300,6888,3568,978,1169020,29145,316112,12510,296252,11789,19860,3837,658200,18541,494718,14456,163482,9516,194708,8087,193786,8124,922,577,3056583,40469,659977,15778,628024,16051,31953,3886,1882680,26533,1621585,26048,261095,11382,513926,9791,512179,9638,1747,648,3298541,37559,564690,14033,553742,13826,10948,2634,2192700,28342,2101246,27091,91454,6489,541151,9794,540457,9816,694,474,5080,null,null,34188,null,null,16920,null,null,17069,null,null,5125,null,null,23358,null,null,19205,null,null,12406,null,null,6890,null,null,6888,null,null,978,null,null,29145,null,null,12510,null,null,11789,null,null,3837,null,null,18541,null,null,14456,null,null,9516,null,null,8087,null,null,8124,null,null,577,null,null,40469,null,null,15778,null,null,16051,null,null,3886,null,null,26533,null,null,26048,null,null,11382,null,null,9791,null,null,9638,null,null,648,null,null,37559,null,null,14033,null,null,13826,null,null,2634,null,null,28342,null,null,27091,null,null,6489,null,null,9794,null,null,9816,null,null,474,null,null,37
727056,1918,116168,7436,31837,3273,29063,3207,2774,1119,67591,4812,54569,3963,13022,2485,16740,1970,16619,1981,121,118,68645,7143,19630,2755,16924,2522,2706,1104,36377,4538,30063,4075,6314,1645,12638,1419,12637,1419,1,6,229981,9287,59041,4235,54486,3949,4555,1109,138610,6130,127284,5972,11326,1796,32330,2399,32239,2377,91,132,312262,10175,59947,4472,57220,4466,2727,953,210123,7073,203558,6915,6565,1135,42192,2189,42128,2179,64,100,1918,null,null,7436,null,null,3273,null,null,3207,null,null,1119,null,null,4812,null,null,3963,null,null,2485,null,null,1970,null,null,1981,null,null,118,null,null,7143,null,null,2755,null,null,2522,null,null,1104,null,null,4538,null,null,4075,null,null,1645,null,null,1419,null,null,1419,null,null,6,null,null,9287,null,null,4235,null,null,3949,null,null,1109,null,null,6130,null,null,5972,null,null,1796,null,null,2399,null,null,2377,null,null,132,null,null,10175,null,null,4472,null,null,4466,null,null,953,null,null,7073,null,null,6915,null,null,1135,null,null,2189,null,null,2179,null,null,100,null,null,38
11279066,5096,2373051,37261,730331,19529,696373,19580,33958,4832,1371906,22831,1178869,20285,193037,10046,270814,8077,268754,8005,2060,619,1201920,26841,318216,11555,302749,11486,15467,2915,650365,15896,554399,14759,95966,6279,233339,6686,232428,6747,911,316,3619145,40807,809526,16440,776409,15855,33117,4025,2141347,26791,1962332,24683,179015,8055,668272,12471,664953,12683,3319,979,4084950,38919,699972,16551,689792,16431,10180,2167,2741858,25144,2670762,25795,71096,4536,643120,10821,641880,10684,1240,570,5096,null,null,37261,null,null,19529,null,null,19580,null,null,4832,null,null,22831,null,null,20285,null,null,10046,null,null,8077,null,null,8005,null,null,619,null,null,26841,null,null,11555,null,null,11486,null,null,2915,null,null,15896,null,null,14759,null,null,6279,null,null,6686,null,null,6747,null,null,316,null,null,40807,null,null,16440,null,null,15855,null,null,4025,null,null,26791,null,null,24683,null,null,8055,null,null,12471,null,null,12683,null,null,979,null,null,38919,null,null,16551,null,null,16431,null,null,2167,null,null,25144,null,null,25795,null,null,4536,null,null,10821,null,null,10684,null,null,570,null,null,39
3800945,2506,944124,19003,319438,10698,293934,10515,25504,2995,525281,10623,330544,9432,194737,7751,99405,3699,97762,3761,1643,657,469111,13292,137086,6869,125861,6550,11225,1467,256802,7988,180348,6832,76454,4318,75223,3363,74537,3296,686,427,1197572,21091,287224,7741,262900,7743,24324,2580,718271,13684,591297,12037,126974,5949,192077,5583,191461,5593,616,378,1190138,19401,201513,7822,193317,7944,8196,1456,786159,12096,731476,11407,54683,3863,202466,5645,202115,5692,351,192,2506,null,null,19003,null,null,10698,null,null,10515,null,null,2995,null,null,10623,null,null,9432,null,null,7751,null,null,3699,null,null,3761,null,null,657,null,null,13292,null,null,6869,null,null,6550,null,null,1467,null,null,7988,null,null,6832,null,null,4318,null,null,3363,null,null,3296,null,null,427,null,null,21091,null,null,7741,null,null,7743,null,null,2580,null,null,13684,null,null,12037,null,null,5949,null,null,5583,null,null,5593,null,null,378,null,null,19401,null,null,7822,null,null,7944,null,null,1456,null,null,12096,null,null,11407,null,null,3863,null,null,5645,null,null,5692,null,null,192,null,null,40
4014008,2502,823663,24169,226088,10999,218058,10849,8030,1852,497941,15479,423767,13795,74174,6563,99634,4070,98004,4091,1630,603,455701,18537,111176,7158,104914,7365,6262,1976,258718,12773,219424,11699,39294,4972,85807,4463,85051,4456,756,444,1231240,23718,267474,10191,256840,9674,10634,2813,743642,16375,674702,16382,68940,6833,220124,5587,219038,5703,1086,627,1503404,23196,246725,9483,243606,9408,3119,1112,983536,15587,947590,15799,35946,3556,273143,6516,271402,6399,1741,1162,2502,null,null,24169,null,null,10999,null,null,10849,null,null,1852,null,null,15479,null,null,13795,null,null,6563,null,null,4070,null,null,4091,null,null,603,null,null,18537,null,null,7158,null,null,7365,null,null,1976,null,null,12773,null,null,11699,null,null,4972,null,null,4463,null,null,4456,null,null,444,null,null,23718,null,null,10191,null,null,9674,null,null,2813,null,null,16375,null,null,16382,null,null,6833,null,null,5587,null,null,5703,null,null,627,null,null,23196,null,null,9483,null,null,9408,null,null,1112,null,null,15587,null,null,15799,null,null,3556,null,null,6516,null,null,6399,null,null,1162,null,null,41
12362508,4164,2334675,34233,690199,16129,648007,14819,42192,6357,1328756,23196,1141445,20128,187311,9383,315720,8048,311599,7969,4121,1163,1257909,29500,310208,14086,287195,13235,23013,4036,656471,16769,552555,15125,103916,6743,291230,8233,290447,8216,783,402,3771718,40686,791840,17903,757854,17175,33986,4487,2225111,24448,2030369,24948,194742,11240,754767,10830,751863,10843,2904,999,4998206,39482,832579,15755,817603,15911,14976,2648,3387053,28421,3295846,28149,91207,7297,778574,11500,776386,11605,2188,835,4164,null,null,34233,null,null,16129,null,null,14819,null,null,6357,null,null,23196,null,null,20128,null,null,9383,null,null,8048,null,null,7969,null,null,1163,null,null,29500,null,null,14086,null,null,13235,null,null,4036,null,null,16769,null,null,15125,null,null,6743,null,null,8233,null,null,8216,null,null,402,null,null,40686,null,null,17903,null,null,17175,null,null,4487,null,null,24448,null,null,24948,null,null,11240,null,null,10830,null,null,10843,null,null,999,null,null,39482,null,null,15755,null,null,15911,null,null,2648,null,null,28421,null,null,28149,null,null,7297,null,null,11500,null,null,11605,null,null,835,null,null,42
1013988,922,188965,10328,52452,4601,50839,4606,1613,732,109073,6809,96754,6704,12319,2372,27440,2787,27440,2787,0,208,96445,9031,25104,3646,24850,3658,254,253,53173,5339,47953,5297,5220,1293,18168,2785,18014,2769,154,190,274346,12530,53906,5042,52749,4981,1157,656,170291,8488,155660,8132,14631,3095,50149,3365,50113,3369,36,58,454232,11974,75100,4040,74236,3941,864,619,308374,8583,300699,8619,7675,1734,70758,3384,70621,3397,137,134,922,null,null,10328,null,null,4601,null,null,4606,null,null,732,null,null,6809,null,null,6704,null,null,2372,null,null,2787,null,null,2787,null,null,208,null,null,9031,null,null,3646,null,null,3658,null,null,253,null,null,5339,null,null,5297,null,null,1293,null,null,2785,null,null,2769,null,null,190,null,null,12530,null,null,5042,null,null,4981,null,null,656,null,null,8488,null,null,8132,null,null,3095,null,null,3365,null,null,3369,null,null,58,null,null,11974,null,null,4040,null,null,3941,null,null,619,null,null,8583,null,null,8619,null,null,1734,null,null,3384,null,null,3397,null,null,134,null,null,44
4801015,3258,1096611,24683,349561,11664,334815,11778,14746,2923,608185,15193,429752,11749,178433,8363,138865,4779,137254,4755,1611,672,605856,19944,159304,8148,151152,7586,8152,2115,343721,12924,267285,12174,76436,5560,102831,5439,102156,5528,675,507,1540260,26514,329177,11752,313871,11544,15306,2903,940192,18022,815074,16930,125118,7977,270891,7512,270627,7472,264,280,1558288,25500,244999,9120,240120,9020,4879,1300,1013578,18563,958335,17726,55243,5777,299711,7400,299579,7408,132,128,3258,null,null,24683,null,null,11664,null,null,11778,null,null,2923,null,null,15193,null,null,11749,null,null,8363,null,null,4779,null,null,4755,null,null,672,null,null,19944,null,null,8148,null,null,7586,null,null,2115,null,null,12924,null,null,12174,null,null,5560,null,null,5439,null,null,5528,null,null,507,null,null,26514,null,null,11752,null,null,11544,null,null,2903,null,null,18022,null,null,16930,null,null,7977,null,null,7512,null,null,7472,null,null,280,null,null,25500,null,null,9120,null,null,9020,null,null,1300,null,null,18563,null,null,17726,null,null,5777,null,null,7400,null,null,7408,null,null,128,null,null,45
835929,1090,165049,8704,52333,4809,49314,4793,3019,853,88560,4955,61489,4274,27071,2506,24156,2417,24124,2417,32,33,89311,6994,28494,3491,26991,3396,1503,581,45459,3910,35194,3493,10265,1911,15358,1717,15345,1715,13,22,289896,10362,78764,4440,74479,4475,4285,1283,166688,6426,147863,6220,18825,2691,44444,2526,44365,2535,79,100,291673,9023,50829,3731,50165,3755,664,343,193928,6228,186115,6121,7813,1677,46916,2529,46812,2523,104,156,1090,null,null,8704,null,null,4809,null,null,4793,null,null,853,null,null,4955,null,null,4274,null,null,2506,null,null,2417,null,null,2417,null,null,33,null,null,6994,null,null,3491,null,null,3396,null,null,581,null,null,3910,null,null,3493,null,null,1911,null,null,1717,null,null,1715,null,null,22,null,null,10362,null,null,4440,null,null,4475,null,null,1283,null,null,6426,null,null,6220,null,null,2691,null,null,2526,null,null,2535,null,null,100,null,null,9023,null,null,3731,null,null,3755,null,null,343,null,null,6228,null,null,6121,null,null,1677,null,null,2529,null,null,2523,null,null,156,null,null,46
6470166,4535,1508460,26917,474669,14222,453987,14091,20682,3884,858216,15120,638896,12141,219320,8840,175575,5770,173680,5859,1895,620,825659,25511,215175,11642,205066,11574,10109,2299,463847,15002,367554,13045,96293,6266,146637,5689,146236,5729,401,340,2090574,34504,461450,13824,444460,14091,16990,3773,1280529,23262,1122752,21345,157777,7556,348595,7136,347500,7207,1095,508,2045473,31694,325471,10899,321224,10964,4247,1039,1374382,22842,1316244,22074,58138,4908,345620,8065,344523,8034,1097,741,4535,null,null,26917,null,null,14222,null,null,14091,null,null,3884,null,null,15120,null,null,12141,null,null,8840,null,null,5770,null,null,5859,null,null,620,null,null,25511,null,null,11642,null,null,11574,null,null,2299,null,null,15002,null,null,13045,null,null,6266,null,null,5689,null,null,5729,null,null,340,null,null,34504,null,null,13824,null,null,14091,null,null,3773,null,null,23262,null,null,21345,null,null,7556,null,null,7136,null,null,7207,null,null,508,null,null,31694,null,null,10899,null,null,10964,null,null,1039,null,null,22842,null,null,22074,null,null,4908,null,null,8065,null,null,8034,null,null,741,null,null,47
27177419,7662,6373264,73833,2359080,37340,2103321,35600,255759,13690,3430479,45829,1894051,31057,1536428,33565,583705,12400,560897,12565,22808,3002,3317028,58028,1023257,28439,891980,26936,131277,9893,1891455,33302,1208178,23383,683277,19595,402316,11302,392750,11382,9566,2078,7984583,77591,2010299,36302,1800890,35058,209409,12670,4947602,48450,3841383,39555,1106219,25630,1026682,13759,1009148,13428,17534,3355,9502544,76742,1819261,29656,1752394,28559,66867,6753,6435879,49554,5965042,47660,470837,17375,1247404,17371,1239227,17249,8177,1791,7662,null,null,73833,null,null,37340,null,null,35600,null,null,13690,null,null,45829,null,null,31057,null,null,33565,null,null,12400,null,null,12565,null,null,3002,null,null,58028,null,null,28439,null,null,26936,null,null,9893,null,null,33302,null,null,23383,null,null,19595,null,null,11302,null,null,11382,null,null,2078,null,null,77591,null,null,36302,null,null,35058,null,null,12670,null,null,48450,null,null,39555,null,null,25630,null,null,13759,null,null,13428,null,null,3355,null,null,76742,null,null,29656,null,null,28559,null,null,6753,null,null,49554,null,null,47660,null,null,17375,null,null,17371,null,null,17249,null,null,1791,null,null,48
2999160,2571,505478,20557,178763,11643,165683,10725,13080,3102,289982,11201,219018,10291,70964,5615,36733,2757,35755,2733,978,568,326234,15714,124832,8435,111709,7556,13123,3489,172873,8476,136091,7251,36782,4649,28529,2626,28401,2608,128,158,1124543,25388,383908,12729,364954,12649,18954,2755,629368,14946,560453,14181,68915,5113,111267,4554,110296,4566,971,618,1042905,24009,222516,10452,214987,10416,7529,1989,680958,15091,649959,14495,30999,4709,139431,4411,139154,4397,277,201,2571,null,null,20557,null,null,11643,null,null,10725,null,null,3102,null,null,11201,null,null,10291,null,null,5615,null,null,2757,null,null,2733,null,null,568,null,null,15714,null,null,8435,null,null,7556,null,null,3489,null,null,8476,null,null,7251,null,null,4649,null,null,2626,null,null,2608,null,null,158,null,null,25388,null,null,12729,null,null,12649,null,null,2755,null,null,14946,null,null,14181,null,null,5113,null,null,4554,null,null,4566,null,null,618,null,null,24009,null,null,10452,null,null,10416,null,null,1989,null,null,15091,null,null,14495,null,null,4709,null,null,4411,null,null,4397,null,null,201,null,null,49
599589,1041,109652,6012,26211,3292,25466,3186,745,457,64027,3951,60584,3865,3443,874,19414,1794,19314,1790,100,105,52648,4095,11002,1484,10766,1447,236,126,28333,2836,25284,2665,3049,881,13313,1546,13313,1546,0,151,195851,8200,42388,3145,42052,3128,336,201,120228,5892,111010,5646,9218,1598,33235,2407,33235,2407,0,151,241438,9081,36516,3264,36074,3243,442,255,160075,6308,155104,6192,4971,1020,44847,2438,44794,2434,53,92,1041,null,null,6012,null,null,3292,null,null,3186,null,null,457,null,null,3951,null,null,3865,null,null,874,null,null,1794,null,null,1790,null,null,105,null,null,4095,null,null,1484,null,null,1447,null,null,126,null,null,2836,null,null,2665,null,null,881,null,null,1546,null,null,1546,null,null,151,null,null,8200,null,null,3145,null,null,3128,null,null,201,null,null,5892,null,null,5646,null,null,1598,null,null,2407,null,null,2407,null,null,151,null,null,9081,null,null,3264,null,null,3243,null,null,255,null,null,6308,null,null,6192,null,null,1020,null,null,2438,null,null,2434,null,null,92,null,null,50
8083316,5893,1339861,30688,393481,14100,364186,13615,29295,4058,778619,18173,547716,12529,230903,10735,167761,6989,164415,6964,3346,1145,716513,22557,197545,10432,178096,10171,19449,3836,411834,14478,307769,11516,104065,8321,107134,5066,106316,5064,818,419,2235529,38968,519213,16661,492588,16553,26625,3627,1357431,23874,1176029,21939,181402,10738,358885,8288,355679,8279,3206,1041,3791413,35924,725493,14152,713502,14665,11991,2703,2498984,22801,2402733,22880,96251,7069,566936,8699,564424,8713,2512,1015,5893,null,null,30688,null,null,14100,null,null,13615,null,null,4058,null,null,18173,null,null,12529,null,null,10735,null,null,6989,null,null,6964,null,null,1145,null,null,22557,null,null,10432,null,null,10171,null,null,3836,null,null,14478,null,null,11516,null,null,8321,null,null,5066,null,null,5064,null,null,419,null,null,38968,null,null,16661,null,null,16553,null,null,3627,null,null,23874,null,null,21939,null,null,10738,null,null,8288,null,null,8279,null,null,1041,null,null,35924,null,null,14152,null,null,14665,null,null,2703,null,null,22801,null,null,22880,null,null,7069,null,null,8699,null,null,8713,null,null,1015,null,null,51
7123388,3780,1204906,28349,341784,14065,330113,14004,11671,2524,721894,16450,606121,15246,115773,6773,141228,6055,139496,5974,1732,853,691879,25637,208019,12604,199319,12221,8700,2762,378254,14403,317775,12403,60479,5696,105606,5677,104830,5792,776,649,2082611,40756,499602,17674,486020,17258,13582,2408,1250630,25002,1109592,21336,141038,8730,332379,7640,330199,7561,2180,844,3143992,37835,554785,14541,547694,14470,7091,1611,2109279,23315,2047475,22182,61804,4800,479928,10005,478014,10015,1914,770,3780,null,null,28349,null,null,14065,null,null,14004,null,null,2524,null,null,16450,null,null,15246,null,null,6773,null,null,6055,null,null,5974,null,null,853,null,null,25637,null,null,12604,null,null,12221,null,null,2762,null,null,14403,null,null,12403,null,null,5696,null,null,5677,null,null,5792,null,null,649,null,null,40756,null,null,17674,null,null,17258,null,null,2408,null,null,25002,null,null,21336,null,null,8730,null,null,7640,null,null,7561,null,null,844,null,null,37835,null,null,14541,null,null,14470,null,null,1611,null,null,23315,null,null,22182,null,null,4800,null,null,10005,null,null,10015,null,null,770,null,null,53
1779087,1562,468486,16556,126941,7992,125221,8051,1720,894,280930,9593,250138,8826,30792,3232,60615,4023,60141,3926,474,447,231276,13663,56674,6045,55030,6089,1644,1005,125061,8294,108883,7699,16178,2434,49541,3223,49541,3223,0,193,561391,16591,107443,6824,104445,6606,2998,1040,328505,10273,300818,9493,27687,3088,125443,5381,125386,5373,57,102,517934,13893,77624,5254,76431,5169,1193,860,340571,9814,328239,9726,12332,2070,99739,4798,99739,4798,0,193,1562,null,null,16556,null,null,7992,null,null,8051,null,null,894,null,null,9593,null,null,8826,null,null,3232,null,null,4023,null,null,3926,null,null,447,null,null,13663,null,null,6045,null,null,6089,null,null,1005,null,null,8294,null,null,7699,null,null,2434,null,null,3223,null,null,3223,null,null,193,null,null,16591,null,null,6824,null,null,6606,null,null,1040,null,null,10273,null,null,9493,null,null,3088,null,null,5381,null,null,5373,null,null,102,null,null,13893,null,null,5254,null,null,5169,null,null,860,null,null,9814,null,null,9726,null,null,2070,null,null,4798,null,null,4798,null,null,193,null,null,54
5625454,3061,991464,22800,295289,12063,278055,11497,17234,2715,563973,13340,482098,11461,81875,5187,132202,4549,131363,4627,839,356,568541,17470,151098,9119,144667,9242,6431,1365,302118,10130,259045,9077,43073,4630,115325,4255,114861,4235,464,352,1829063,26062,421101,11879,406667,11699,14434,2040,1072459,16418,985094,15719,87365,4801,335503,5811,334796,5746,707,376,2236386,25357,393055,10642,386929,10640,6126,1525,1525737,16525,1487413,16424,38324,3318,317594,6032,317074,6020,520,307,3061,null,null,22800,null,null,12063,null,null,11497,null,null,2715,null,null,13340,null,null,11461,null,null,5187,null,null,4549,null,null,4627,null,null,356,null,null,17470,null,null,9119,null,null,9242,null,null,1365,null,null,10130,null,null,9077,null,null,4630,null,null,4255,null,null,4235,null,null,352,null,null,26062,null,null,11879,null,null,11699,null,null,2040,null,null,16418,null,null,15719,null,null,4801,null,null,5811,null,null,5746,null,null,376,null,null,25357,null,null,10642,null,null,10640,null,null,1525,null,null,16525,null,null,16424,null,null,3318,null,null,6032,null,null,6020,null,null,307,null,null,55
569441,1036,97525,7259,25789,3386,22888,3131,2901,1082,58717,4545,41349,4148,17368,2817,13019,1673,12892,1679,127,148,63509,5983,19311,3165,16271,3192,3040,1303,32594,3277,23945,2765,8649,1782,11604,1727,11604,1727,0,197,184445,10141,50364,4348,45191,4865,5173,1863,105793,6800,87244,6013,18549,3136,28288,2486,28164,2521,124,133,223962,9027,42836,3912,41722,3831,1114,670,148902,6005,140037,6448,8865,2359,32224,2638,31962,2644,262,262,1036,null,null,7259,null,null,3386,null,null,3131,null,null,1082,null,null,4545,null,null,4148,null,null,2817,null,null,1673,null,null,1679,null,null,148,null,null,5983,null,null,3165,null,null,3192,null,null,1303,null,null,3277,null,null,2765,null,null,1782,null,null,1727,null,null,1727,null,null,197,null,null,10141,null,null,4348,null,null,4865,null,null,1863,null,null,6800,null,null,6013,null,null,3136,null,null,2486,null,null,2521,null,null,133,null,null,9027,null,null,3912,null,null,3831,null,null,670,null,null,6005,null,null,6448,null,null,2359,null,null,2638,null,null,2644,null,null,262,null,null,56
3377733,1829,1905707,27959,468709,9972,454828,10295,13881,2899,1085274,18234,979157,17463,106117,7098,351724,7131,348118,6970,3606,1073,535341,19788,92442,6403,88498,6089,3944,1253,332344,14225,301520,13024,30824,3666,110555,6398,110252,6396,303,191,681416,21227,91697,7251,89959,7349,1738,837,456491,15299,417357,14566,39134,3933,133228,5614,132430,5563,798,360,255269,15906,39339,4735,39297,4753,42,77,171964,10994,164406,10989,7558,1811,43966,3878,43861,3901,105,173,1829,null,null,27959,null,null,9972,null,null,10295,null,null,2899,null,null,18234,null,null,17463,null,null,7098,null,null,7131,null,null,6970,null,null,1073,null,null,19788,null,null,6403,null,null,6089,null,null,1253,null,null,14225,null,null,13024,null,null,3666,null,null,6398,null,null,6396,null,null,191,null,null,21227,null,null,7251,null,null,7349,null,null,837,null,null,15299,null,null,14566,null,null,3933,null,null,5614,null,null,5563,null,null,360,null,null,15906,null,null,4735,null,null,4753,null,null,77,null,null,10994,null,null,10989,null,null,1811,null,null,3878,null,null,3901,null,null,173,null,null,72
