B23024_001E,B23024_001M,B23024_002E,B23024_002M,B23024_003E,B23024_003M,B23024_004E,B23024_004M,B23024_005E,B23024_005M,B23024_006E,B23024_006M,B23024_007E,B23024_007M,B23024_008E,B23024_008M,B23024_009E,B23024_009M,B23024_010E,B23024_010M,B23024_011E,B23024_011M,B23024_012E,B23024_012M,B23024_013E,B23024_013M,B23024_014E,B23024_014M,B23024_015E,B23024_015M,B23024_016E,B23024_016M,B23024_017E,B23024_017M,B23024_018E,B23024_018M,B23024_019E,B23024_019M,B23024_020E,B23024_020M,B23024_021E,B23024_021M,B23024_022E,B23024_022M,B23024_023E,B23024_023M,B23024_024E,B23024_024M,B23024_025E,B23024_025M,B23024_026E,B23024_026M,B23024_027E,B23024_027M,B23024_028E,B23024_028M,B23024_029E,B23024_029M,B23024_030E,B23024_030M,B23024_031E,B23024_031M,B23024_001M,B23024_001EA,B23024_001MA,B23024_002M,B23024_002EA,B23024_002MA,B23024_003M,B23024_003EA,B23024_003MA,B23024_004M,B23024_004EA,B23024_004MA,B23024_005M,B23024_005EA,B23024_005MA,B23024_006M,B23024_006EA,B23024_006MA,B23024_007M,B23024_007EA,B23024_007MA,B23024_008M,B23024_008EA,B23024_008MA,B23024_009M,B23024_009EA,B23024_009MA,B23024_010M,B23024_010EA,B23024_010MA,B23024_011M,B23024_011EA,B23024_011MA,B23024_012M,B23024_012EA,B23024_012MA,B23024_013M,B23024_013EA,B23024_013MA,B23024_014M,B23024_014EA,B23024_014MA,B23024_015M,B23024_015EA,B23024_015MA,B23024_016M,B23024_016EA,B23024_016MA,B23024_017M,B23024_017EA,B23024_017MA,B23024_018M,B23024_018EA,B23024_018MA,B23024_019M,B23024_019EA,B23024_019MA,B23024_020M,B23024_020EA,B23024_020MA,B23024_021M,B23024_021EA,B23024_021MA,B23024_022M,B23024_022EA,B23024_022MA,B23024_023M,B23024_023EA,B23024_023MA,B23024_024M,B23024_024EA,B23024_024MA,B23024_025M,B23024_025EA,B23024_025MA,B23024_026M,B23024_026EA,B23024_026MA,B23024_027M,B23024_027EA,B23024_027MA,B23024_028M,B23024_028EA,B23024_028MA,B23024_029M,B23024_029EA,B23024_029MA,B23024_030M,B23024_030EA,B23024_030MA,B23024_031M,B23024_031EA,B23024_031MA,state
772622,2017,92398,5544,32462,2880,6635,1457,0,172,6635,1457,4451,1271,2184,755,25827,2623,59936,4737,35226,3077,0,172,35226,3077,30131,2895,5095,1048,24710,2901,680224,5557,73411,3903,33332,2971,73,122,33259,2944,31073,2800,2186,909,40079,3147,606813,6328,531647,6327,1484,555,530163,6306,516010,6825,14153,2207,75166,4534,2017,null,null,5544,null,null,2880,null,null,1457,null,null,172,null,null,1457,null,null,1271,null,null,755,null,null,2623,null,null,4737,null,null,3077,null,null,172,null,null,3077,null,null,2895,null,null,1048,null,null,2901,null,null,5557,null,null,3903,null,null,2971,null,null,122,null,null,2944,null,null,2800,null,null,909,null,null,3147,null,null,6328,null,null,6327,null,null,555,null,null,6306,null,null,6825,null,null,2207,null,null,4534,null,null,23
3571184,4243,310698,10297,70318,4028,15664,1734,0,198,15664,1734,9357,1339,6307,1194,54654,3637,240380,9439,138166,6622,415,309,137751,6635,103402,5569,34349,3351,102214,5423,3260486,10682,256643,8666,139621,6971,929,467,138692,6733,125788,6924,12904,1970,117022,5738,3003843,13705,2655458,13895,18777,2167,2636681,14158,2543480,13911,93201,5208,348385,9185,4243,null,null,10297,null,null,4028,null,null,1734,null,null,198,null,null,1734,null,null,1339,null,null,1194,null,null,3637,null,null,9439,null,null,6622,null,null,309,null,null,6635,null,null,5569,null,null,3351,null,null,5423,null,null,10682,null,null,8666,null,null,6971,null,null,467,null,null,6733,null,null,6924,null,null,1970,null,null,5738,null,null,13705,null,null,13895,null,null,2167,null,null,14158,null,null,13911,null,null,5208,null,null,9185,null,null,24
4047983,5058,394961,12522,100463,5057,19974,2587,0,203,19974,2587,12094,1916,7880,1712,80489,4864,294498,11242,153863,7918,0,203,153863,7918,117400,6404,36463,3225,140635,7352,3653022,14108,274679,9123,145260,6337,278,249,144982,6349,132528,5878,12454,2030,129419,5992,3378343,15665,3014020,18444,4788,1309,3009232,18695,2907296,19309,101936,5292,364323,9483,5058,null,null,12522,null,null,5057,null,null,2587,null,null,203,null,null,2587,null,null,1916,null,null,1712,null,null,4864,null,null,11242,null,null,7918,null,null,203,null,null,7918,null,null,6404,null,null,3225,null,null,7352,null,null,14108,null,null,9123,null,null,6337,null,null,249,null,null,6349,null,null,5878,null,null,2030,null,null,5992,null,null,15665,null,null,18444,null,null,1309,null,null,18695,null,null,19309,null,null,5292,null,null,9483,null,null,25
5763501,4937,831530,15536,209861,7668,44654,2878,0,168,44654,2878,28863,2292,15791,1632,165207,7024,621669,13008,358993,8917,91,91,358902,8932,279692,9210,79210,4710,262676,8958,4931971,14800,529753,11123,237321,8393,73,88,237248,8387,217152,8426,20096,2171,292432,7942,4402218,16659,3766092,16806,3469,860,3762623,16880,3627443,17455,135180,5354,636126,9455,4937,null,null,15536,null,null,7668,null,null,2878,null,null,168,null,null,2878,null,null,2292,null,null,1632,null,null,7024,null,null,13008,null,null,8917,null,null,91,null,null,8932,null,null,9210,null,null,4710,null,null,8958,null,null,14800,null,null,11123,null,null,8393,null,null,88,null,null,8387,null,null,8426,null,null,2171,null,null,7942,null,null,16659,null,null,16806,null,null,860,null,null,16880,null,null,17455,null,null,5354,null,null,9455,null,null,26
3219168,4226,295628,8893,71864,4338,18260,1817,0,149,18260,1817,13708,1572,4552,945,53604,3785,223764,8650,139100,5691,128,159,138972,5683,116747,5546,22225,2186,84664,5074,2923540,9677,219822,5974,133880,4731,0,149,133880,4731,126258,4748,7622,1239,85942,4024,2703718,11446,2435483,11360,2218,654,2433265,11258,2373429,11440,59836,4015,268235,7829,4226,null,null,8893,null,null,4338,null,null,1817,null,null,149,null,null,1817,null,null,1572,null,null,945,null,null,3785,null,null,8650,null,null,5691,null,null,159,null,null,5683,null,null,5546,null,null,2186,null,null,5074,null,null,9677,null,null,5974,null,null,4731,null,null,149,null,null,4731,null,null,4748,null,null,1239,null,null,4024,null,null,11446,null,null,11360,null,null,654,null,null,11258,null,null,11440,null,null,4015,null,null,7829,null,null,27
1667708,6180,315557,11952,76966,4971,12617,1980,0,213,12617,1980,7928,1508,4689,1374,64349,4658,238591,10418,132361,6655,85,96,132276,6661,96958,4909,35318,4229,106230,6453,1352151,12173,174846,7787,73681,5207,0,213,73681,5207,67201,5060,6480,1477,101165,4957,1177305,12323,993613,12678,7679,1454,985934,12668,945921,12999,40013,3731,183692,7819,6180,null,null,11952,null,null,4971,null,null,1980,null,null,213,null,null,1980,null,null,1508,null,null,1374,null,null,4658,null,null,10418,null,null,6655,null,null,96,null,null,6661,null,null,4909,null,null,4229,null,null,6453,null,null,12173,null,null,7787,null,null,5207,null,null,213,null,null,5207,null,null,5060,null,null,1477,null,null,4957,null,null,12323,null,null,12678,null,null,1454,null,null,12668,null,null,12999,null,null,3731,null,null,7819,null,null,28
3474515,6426,460814,11843,133559,6394,29981,3005,0,187,29981,3005,20093,2758,9888,1846,103578,5123,327255,9822,191946,7099,175,178,191771,7091,155151,6615,36620,3800,135309,7462,3013701,13983,323384,9934,152415,6017,816,606,151599,6046,138952,5761,12647,1972,170969,7457,2690317,14892,2347723,15947,9390,1541,2338333,16044,2272322,16561,66011,4223,342594,9550,6426,null,null,11843,null,null,6394,null,null,3005,null,null,187,null,null,3005,null,null,2758,null,null,1846,null,null,5123,null,null,9822,null,null,7099,null,null,178,null,null,7091,null,null,6615,null,null,3800,null,null,7462,null,null,13983,null,null,9934,null,null,6017,null,null,606,null,null,6046,null,null,5761,null,null,1972,null,null,7457,null,null,14892,null,null,15947,null,null,1541,null,null,16044,null,null,16561,null,null,4223,null,null,9550,null,null,29
592987,2833,81039,4947,19774,2468,5790,1460,0,168,5790,1460,4825,1261,965,467,13984,2076,61265,4501,39497,3704,0,168,39497,3704,33774,3356,5723,1257,21768,2155,511948,5576,54529,3701,30413,2800,47,82,30366,2807,28123,2867,2243,823,24116,2729,457419,6334,397077,5690,2296,655,394781,5696,383073,5686,11708,1785,60342,3768,2833,null,null,4947,null,null,2468,null,null,1460,null,null,168,null,null,1460,null,null,1261,null,null,467,null,null,2076,null,null,4501,null,null,3704,null,null,168,null,null,3704,null,null,3356,null,null,1257,null,null,2155,null,null,5576,null,null,3701,null,null,2800,null,null,82,null,null,2807,null,null,2867,null,null,823,null,null,2729,null,null,6334,null,null,5690,null,null,655,null,null,5696,null,null,5686,null,null,1785,null,null,3768,null,null,30
1074566,2749,117454,5398,27665,2606,7668,1319,0,159,7668,1319,4912,921,2756,871,19997,2627,89789,5025,57953,3873,52,82,57901,3880,50374,3695,7527,1242,31836,2953,957112,5734,81627,4015,49816,3266,27,46,49789,3264,47132,3088,2657,771,31811,2695,875485,6898,793377,7321,5324,1040,788053,7408,771807,7713,16246,2020,82108,4309,2749,null,null,5398,null,null,2606,null,null,1319,null,null,159,null,null,1319,null,null,921,null,null,871,null,null,2627,null,null,5025,null,null,3873,null,null,82,null,null,3880,null,null,3695,null,null,1242,null,null,2953,null,null,5734,null,null,4015,null,null,3266,null,null,46,null,null,3264,null,null,3088,null,null,771,null,null,2695,null,null,6898,null,null,7321,null,null,1040,null,null,7408,null,null,7713,null,null,2020,null,null,4309,null,null,31
1730774,2230,220330,10764,44991,3977,10834,1723,0,210,10834,1723,6683,1508,4151,1087,34157,3767,175339,9372,98676,6063,0,210,98676,6063,75300,5107,23376,2793,76663,6241,1510444,10925,150806,6891,82044,4433,323,335,81721,4437,75471,4388,6250,1200,68762,4660,1359638,13862,1162394,12429,5353,1039,1157041,12448,1105367,13328,51674,4114,197244,6349,2230,null,null,10764,null,null,3977,null,null,1723,null,null,210,null,null,1723,null,null,1508,null,null,1087,null,null,3767,null,null,9372,null,null,6063,null,null,210,null,null,6063,null,null,5107,null,null,2793,null,null,6241,null,null,10925,null,null,6891,null,null,4433,null,null,335,null,null,4437,null,null,4388,null,null,1200,null,null,4660,null,null,13862,null,null,12429,null,null,1039,null,null,12448,null,null,13328,null,null,4114,null,null,6349,null,null,32
793910,2290,60718,5067,19198,2961,4791,1473,0,187,4791,1473,4011,1402,780,404,14407,2484,41520,4185,22515,2903,0,187,22515,2903,19262,2694,3253,959,19005,2590,733192,5704,66259,4432,33034,2938,56,94,32978,2931,31941,2953,1037,396,33225,3230,666933,6562,596086,7589,2237,853,593849,7681,577198,7982,16651,2293,70847,3964,2290,null,null,5067,null,null,2961,null,null,1473,null,null,187,null,null,1473,null,null,1402,null,null,404,null,null,2484,null,null,4185,null,null,2903,null,null,187,null,null,2903,null,null,2694,null,null,959,null,null,2590,null,null,5704,null,null,4432,null,null,2938,null,null,94,null,null,2931,null,null,2953,null,null,396,null,null,3230,null,null,6562,null,null,7589,null,null,853,null,null,7681,null,null,7982,null,null,2293,null,null,3964,null,null,33
5288110,4139,492553,14164,94902,6069,20961,2398,0,200,20961,2398,11839,1621,9122,1719,73941,5565,397651,12705,220710,9035,164,171,220546,9021,171746,7452,48800,4608,176941,8442,4795557,14992,329631,11488,161686,7655,125,169,161561,7641,144787,7051,16774,2427,167945,7745,4465926,18085,3857364,20642,6606,1284,3850758,20668,3682525,19599,168233,6225,608562,13123,4139,null,null,14164,null,null,6069,null,null,2398,null,null,200,null,null,2398,null,null,1621,null,null,1719,null,null,5565,null,null,12705,null,null,9035,null,null,171,null,null,9021,null,null,7452,null,null,4608,null,null,8442,null,null,14992,null,null,11488,null,null,7655,null,null,169,null,null,7641,null,null,7051,null,null,2427,null,null,7745,null,null,18085,null,null,20642,null,null,1284,null,null,20668,null,null,19599,null,null,6225,null,null,13123,null,null,34
1166505,3478,208663,7913,41724,4091,9932,2023,0,195,9932,2023,6634,1672,3298,1073,31792,3440,166939,7588,98002,6233,149,168,97853,6195,77275,5029,20578,2900,68937,4712,957842,7724,109354,5813,46721,3785,504,424,46217,3735,41591,3277,4626,1289,62633,4456,848488,9671,702732,9804,6759,1475,695973,9965,664321,9519,31652,3211,145756,6861,3478,null,null,7913,null,null,4091,null,null,2023,null,null,195,null,null,2023,null,null,1672,null,null,1073,null,null,3440,null,null,7588,null,null,6233,null,null,168,null,null,6195,null,null,5029,null,null,2900,null,null,4712,null,null,7724,null,null,5813,null,null,3785,null,null,424,null,null,3735,null,null,3277,null,null,1289,null,null,4456,null,null,9671,null,null,9804,null,null,1475,null,null,9965,null,null,9519,null,null,3211,null,null,6861,null,null,35
11800084,6406,1568726,25532,316455,10162,61682,4056,0,192,61682,4056,38210,3300,23472,2273,254773,9786,1252271,24666,650666,15485,300,255,650366,15524,508352,14087,142014,7098,601605,14939,10231358,25820,759860,15207,355543,9467,557,530,354986,9384,321200,9325,33786,2812,404317,10275,9471498,29374,8145773,26871,13511,2077,8132262,26764,7819237,29325,313025,9629,1325725,16307,6406,null,null,25532,null,null,10162,null,null,4056,null,null,192,null,null,4056,null,null,3300,null,null,2273,null,null,9786,null,null,24666,null,null,15485,null,null,255,null,null,15524,null,null,14087,null,null,7098,null,null,14939,null,null,25820,null,null,15207,null,null,9467,null,null,530,null,null,9384,null,null,9325,null,null,2812,null,null,10275,null,null,29374,null,null,26871,null,null,2077,null,null,26764,null,null,29325,null,null,9629,null,null,16307,null,null,36
5872437,9170,834194,18856,188117,8598,44061,3998,0,203,44061,3998,28310,3091,15751,2389,144056,6854,646077,16869,375407,12099,749,399,374658,12062,295206,10444,79452,5583,270670,11656,5038243,19981,520048,11825,241444,8056,3796,1007,237648,7972,215263,7610,22385,2435,278604,8426,4518195,21517,3868332,21297,49620,3976,3818712,21899,3683334,21576,135378,6190,649863,13065,9170,null,null,18856,null,null,8598,null,null,3998,null,null,203,null,null,3998,null,null,3091,null,null,2389,null,null,6854,null,null,16869,null,null,12099,null,null,399,null,null,12062,null,null,10444,null,null,5583,null,null,11656,null,null,19981,null,null,11825,null,null,8056,null,null,1007,null,null,7972,null,null,7610,null,null,2435,null,null,8426,null,null,21517,null,null,21297,null,null,3976,null,null,21899,null,null,21576,null,null,6190,null,null,13065,null,null,37
442014,2225,45801,3982,9481,1374,3165,1069,0,155,3165,1069,2242,960,923,545,6316,962,36320,3972,22913,3204,264,269,22649,3186,19412,3084,3237,839,13407,2041,396213,4455,31663,2846,21107,2477,290,358,20817,2416,20188,2452,629,342,10556,1463,364550,5175,328819,5174,4058,1218,324761,5118,320505,5209,4256,1185,35731,2450,2225,null,null,3982,null,null,1374,null,null,1069,null,null,155,null,null,1069,null,null,960,null,null,545,null,null,962,null,null,3972,null,null,3204,null,null,269,null,null,3186,null,null,3084,null,null,839,null,null,2041,null,null,4455,null,null,2846,null,null,2477,null,null,358,null,null,2416,null,null,2452,null,null,342,null,null,1463,null,null,5175,null,null,5174,null,null,1218,null,null,5118,null,null,5209,null,null,1185,null,null,2450,null,null,38
6678351,5676,925490,19504,250300,8147,55801,3963,0,189,55801,3963,35665,3117,20136,2465,194499,6854,675190,16013,402145,13134,246,291,401899,13148,313344,10944,88555,6041,273045,8589,5752861,19326,576199,12210,282727,8925,97,114,282630,8914,259767,8286,22863,2522,293472,9668,5176662,19066,4511396,19242,7613,1401,4503783,19053,4363875,20031,139908,5900,665266,11154,5676,null,null,19504,null,null,8147,null,null,3963,null,null,189,null,null,3963,null,null,3117,null,null,2465,null,null,6854,null,null,16013,null,null,13134,null,null,291,null,null,13148,null,null,10944,null,null,6041,null,null,8589,null,null,19326,null,null,12210,null,null,8925,null,null,114,null,null,8914,null,null,8286,null,null,2522,null,null,9668,null,null,19066,null,null,19242,null,null,1401,null,null,19053,null,null,20031,null,null,5900,null,null,11154,null,null,39
2204928,4035,332111,7731,89580,4219,21853,2158,0,159,21853,2158,14976,1876,6877,990,67727,3406,242531,7555,137047,5822,53,64,136994,5831,110432,4950,26562,2851,105484,5260,1872817,8441,237334,6736,116513,5015,212,168,116301,4973,105793,4723,10508,1652,120821,5114,1635483,10041,1390001,10359,8082,1368,1381919,10393,1331223,9990,50696,3537,245482,6572,4035,null,null,7731,null,null,4219,null,null,2158,null,null,159,null,null,2158,null,null,1876,null,null,990,null,null,3406,null,null,7555,null,null,5822,null,null,64,null,null,5831,null,null,4950,null,null,2851,null,null,5260,null,null,8441,null,null,6736,null,null,5015,null,null,168,null,null,4973,null,null,4723,null,null,1652,null,null,5114,null,null,10041,null,null,10359,null,null,1368,null,null,10393,null,null,9990,null,null,3537,null,null,6572,null,null,40
2401861,4246,320526,10827,77181,4604,20532,2533,0,201,20532,2533,13728,2365,6804,1324,56649,3709,243345,9813,140714,7382,0,201,140714,7382,117324,7184,23390,3129,102631,6357,2081335,11459,216981,7989,114311,5809,41,70,114270,5821,103287,5616,10983,1839,102670,5240,1864354,13437,1587987,15111,2471,728,1585516,15147,1530473,14754,55043,4736,276367,8111,4246,null,null,10827,null,null,4604,null,null,2533,null,null,201,null,null,2533,null,null,2365,null,null,1324,null,null,3709,null,null,9813,null,null,7382,null,null,201,null,null,7382,null,null,7184,null,null,3129,null,null,6357,null,null,11459,null,null,7989,null,null,5809,null,null,70,null,null,5821,null,null,5616,null,null,1839,null,null,5240,null,null,13437,null,null,15111,null,null,728,null,null,15147,null,null,14754,null,null,4736,null,null,8111,null,null,41
