C23002F_001E,C23002F_001M,C23002F_002E,C23002F_002M,C23002F_003E,C23002F_003M,C23002F_004E,C23002F_004M,C23002F_005E,C23002F_005M,C23002F_006E,C23002F_006M,C23002F_007E,C23002F_007M,C23002F_008E,C23002F_008M,C23002F_009E,C23002F_009M,C23002F_010E,C23002F_010M,C23002F_011E,C23002F_011M,C23002F_012E,C23002F_012M,C23002F_013E,C23002F_013M,C23002F_014E,C23002F_014M,C23002F_015E,C23002F_015M,C23002F_016E,C23002F_016M,C23002F_017E,C23002F_017M,C23002F_018E,C23002F_018M,C23002F_019E,C23002F_019M,C23002F_020E,C23002F_020M,C23002F_021E,C23002F_021M,C23002F_022E,C23002F_022M,C23002F_023E,C23002F_023M,C23002F_024E,C23002F_024M,C23002F_025E,C23002F_025M,C23002F_026E,C23002F_026M,C23002F_027E,C23002F_027M,C23002F_001M,C23002F_001EA,C23002F_001MA,C23002F_002M,C23002F_002EA,C23002F_002MA,C23002F_003M,C23002F_003EA,C23002F_003MA,C23002F_004M,C23002F_004EA,C23002F_004MA,C23002F_005M,C23002F_005EA,C23002F_005MA,C23002F_006M,C23002F_006EA,C23002F_006MA,C23002F_007M,C23002F_007EA,C23002F_007MA,C23002F_008M,C23002F_008EA,C23002F_008MA,C23002F_009M,C23002F_009EA,C23002F_009MA,C23002F_010M,C23002F_010EA,C23002F_010MA,C23002F_011M,C23002F_011EA,C23002F_011MA,C23002F_012M,C23002F_012EA,C23002F_012MA,C23002F_013M,C23002F_013EA,C23002F_013MA,C23002F_014M,C23002F_014EA,C23002F_014MA,C23002F_015M,C23002F_015EA,C23002F_015MA,C23002F_016M,C23002F_016EA,C23002F_016MA,C23002F_017M,C23002F_017EA,C23002F_017MA,C23002F_018M,C23002F_018EA,C23002F_018MA,C23002F_019M,C23002F_019EA,C23002F_019MA,C23002F_020M,C23002F_020EA,C23002F_020MA,C23002F_021M,C23002F_021EA,C23002F_021MA,C23002F_022M,C23002F_022EA,C23002F_022MA,C23002F_023M,C23002F_023EA,C23002F_023MA,C23002F_024M,C23002F_024EA,C23002F_024MA,C23002F_025M,C23002F_025EA,C23002F_025MA,C23002F_026M,C23002F_026EA,C23002F_026MA,C23002F_027M,C23002F_027EA,C23002F_027MA,state
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,23
166225,9283,88171,5559,84273,5476,76730,5601,761,469,75969,5528,73157,5207,2812,1221,7543,1590,3898,685,1953,741,1793,745,160,258,1945,751,78054,5055,72932,4626,51659,4460,0,198,51659,4460,47975,4356,3684,1389,21273,2388,5122,1326,1278,599,1161,529,117,188,3844,1009,9283,null,null,5559,null,null,5476,null,null,5601,null,null,469,null,null,5528,null,null,5207,null,null,1221,null,null,1590,null,null,685,null,null,741,null,null,745,null,null,258,null,null,751,null,null,5055,null,null,4626,null,null,4460,null,null,198,null,null,4460,null,null,4356,null,null,1389,null,null,2388,null,null,1326,null,null,599,null,null,529,null,null,188,null,null,1009,null,null,24
214044,11288,109065,5832,101860,5588,78889,5188,0,203,78889,5188,73421,4670,5468,1396,22971,2716,7205,1208,943,495,943,495,0,203,6262,1133,104979,6717,95747,6610,70718,5883,0,203,70718,5883,62990,5356,7728,1614,25029,2436,9232,1470,936,540,936,540,0,203,8296,1444,11288,null,null,5832,null,null,5588,null,null,5188,null,null,203,null,null,5188,null,null,4670,null,null,1396,null,null,2716,null,null,1208,null,null,495,null,null,495,null,null,203,null,null,1133,null,null,6717,null,null,6610,null,null,5883,null,null,203,null,null,5883,null,null,5356,null,null,1614,null,null,2436,null,null,1470,null,null,540,null,null,540,null,null,203,null,null,1444,null,null,25
83624,5950,44125,3530,41782,3411,33284,3109,0,168,33284,3109,31419,3074,1865,693,8498,1294,2343,609,334,233,334,233,0,168,2009,600,39499,3288,36340,3405,23416,2639,0,168,23416,2639,21796,2553,1620,697,12924,1863,3159,799,691,428,572,366,119,187,2468,717,5950,null,null,3530,null,null,3411,null,null,3109,null,null,168,null,null,3109,null,null,3074,null,null,693,null,null,1294,null,null,609,null,null,233,null,null,233,null,null,168,null,null,600,null,null,3288,null,null,3405,null,null,2639,null,null,168,null,null,2639,null,null,2553,null,null,697,null,null,1863,null,null,799,null,null,428,null,null,366,null,null,187,null,null,717,null,null,26
75522,4657,41929,2549,40017,2435,35464,2399,0,149,35464,2399,34120,2483,1344,654,4553,945,1912,605,577,402,555,394,22,38,1335,518,33593,2880,32070,2757,22490,2287,0,149,22490,2287,20626,2206,1864,790,9580,1728,1523,646,386,389,386,389,0,149,1137,480,4657,null,null,2549,null,null,2435,null,null,2399,null,null,149,null,null,2399,null,null,2483,null,null,654,null,null,945,null,null,605,null,null,402,null,null,394,null,null,38,null,null,518,null,null,2880,null,null,2757,null,null,2287,null,null,149,null,null,2287,null,null,2206,null,null,790,null,null,1728,null,null,646,null,null,389,null,null,389,null,null,149,null,null,480,null,null,27
21182,3288,12320,2011,11318,1906,7603,1713,88,151,7515,1719,7058,1631,457,419,3715,997,1002,833,272,376,272,376,0,213,730,690,8862,1741,8396,1733,4940,1421,0,213,4940,1421,4795,1457,145,143,3456,798,466,365,0,213,0,213,0,213,466,365,3288,null,null,2011,null,null,1906,null,null,1713,null,null,151,null,null,1719,null,null,1631,null,null,419,null,null,997,null,null,833,null,null,376,null,null,376,null,null,213,null,null,690,null,null,1741,null,null,1733,null,null,1421,null,null,213,null,null,1421,null,null,1457,null,null,143,null,null,798,null,null,365,null,null,213,null,null,213,null,null,213,null,null,365,null,null,28
45387,4015,22979,2621,21624,2555,18105,2590,678,642,17427,2367,16701,2300,726,295,3519,877,1355,631,486,466,486,466,0,187,869,442,22408,2333,21068,2313,13766,1764,34,48,13732,1776,12623,1750,1109,551,7302,1392,1340,478,494,410,494,410,0,187,846,374,4015,null,null,2621,null,null,2555,null,null,2590,null,null,642,null,null,2367,null,null,2300,null,null,295,null,null,877,null,null,631,null,null,466,null,null,466,null,null,187,null,null,442,null,null,2333,null,null,2313,null,null,1764,null,null,48,null,null,1776,null,null,1750,null,null,551,null,null,1392,null,null,478,null,null,410,null,null,410,null,null,187,null,null,374,null,null,29
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,30
25369,3773,13036,2167,12354,2058,10581,1885,25,51,10556,1892,9704,1922,852,433,1773,584,682,372,109,117,109,117,0,159,573,356,12333,1992,11184,1754,7335,1381,0,159,7335,1381,6845,1306,490,233,3849,1107,1149,445,228,187,228,187,0,159,921,441,3773,null,null,2167,null,null,2058,null,null,1885,null,null,51,null,null,1892,null,null,1922,null,null,433,null,null,584,null,null,372,null,null,117,null,null,117,null,null,159,null,null,356,null,null,1992,null,null,1754,null,null,1381,null,null,159,null,null,1381,null,null,1306,null,null,233,null,null,1107,null,null,445,null,null,187,null,null,187,null,null,159,null,null,441,null,null,31
198761,10442,102879,6246,98336,6050,84462,5496,127,142,84335,5533,79304,5282,5031,1239,13874,1438,4543,1098,1211,755,1050,730,161,259,3332,1004,95882,5533,88814,5221,60444,3944,93,121,60351,3926,56177,3795,4174,1077,28370,3082,7068,1358,661,417,661,417,0,210,6407,1296,10442,null,null,6246,null,null,6050,null,null,5496,null,null,142,null,null,5533,null,null,5282,null,null,1239,null,null,1438,null,null,1098,null,null,755,null,null,730,null,null,259,null,null,1004,null,null,5533,null,null,5221,null,null,3944,null,null,121,null,null,3926,null,null,3795,null,null,1077,null,null,3082,null,null,1358,null,null,417,null,null,417,null,null,210,null,null,1296,null,null,32
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,33
398477,15176,203961,8437,190809,8154,158116,8070,546,406,157570,8017,146707,7765,10863,1805,32693,3639,13152,1625,3908,1018,3908,1018,0,200,9244,1388,194516,8985,177183,8340,120922,6464,0,200,120922,6464,109661,5829,11261,2280,56261,4372,17333,1837,3034,804,2994,789,40,69,14299,1669,15176,null,null,8437,null,null,8154,null,null,8070,null,null,406,null,null,8017,null,null,7765,null,null,1805,null,null,3639,null,null,1625,null,null,1018,null,null,1018,null,null,200,null,null,1388,null,null,8985,null,null,8340,null,null,6464,null,null,200,null,null,6464,null,null,5829,null,null,2280,null,null,4372,null,null,1837,null,null,804,null,null,789,null,null,69,null,null,1669,null,null,34
161913,8077,80641,5292,69517,5203,48674,4678,90,151,48584,4660,45047,4000,3537,1810,20843,3098,11124,1415,1156,535,875,457,281,263,9968,1487,81272,4523,67970,3893,43438,3753,53,96,43385,3752,41388,3380,1997,924,24532,2529,13302,1723,1341,553,1341,553,0,195,11961,1665,8077,null,null,5292,null,null,5203,null,null,4678,null,null,151,null,null,4660,null,null,4000,null,null,1810,null,null,3098,null,null,1415,null,null,535,null,null,457,null,null,263,null,null,1487,null,null,4523,null,null,3893,null,null,3753,null,null,96,null,null,3752,null,null,3380,null,null,924,null,null,2529,null,null,1723,null,null,553,null,null,553,null,null,195,null,null,1665,null,null,35
1328914,26485,648208,15004,597242,14771,465303,13451,652,366,464651,13466,429893,13670,34758,4180,131939,7364,50966,2971,11103,1887,10103,1759,1000,640,39863,3066,680706,14443,605282,13292,388190,10195,153,104,388037,10175,351036,9737,37001,3775,217092,7551,75424,4148,8751,1778,8620,1776,131,128,66673,3674,26485,null,null,15004,null,null,14771,null,null,13451,null,null,366,null,null,13466,null,null,13670,null,null,4180,null,null,7364,null,null,2971,null,null,1887,null,null,1759,null,null,640,null,null,3066,null,null,14443,null,null,13292,null,null,10195,null,null,104,null,null,10175,null,null,9737,null,null,3775,null,null,7551,null,null,4148,null,null,1778,null,null,1776,null,null,128,null,null,3674,null,null,36
203180,9507,107153,6034,103417,5899,91122,5746,1864,758,89258,5851,85483,5783,3775,1062,12295,2181,3736,929,1408,761,1371,758,37,62,2328,834,96027,5492,91695,5412,53943,4633,31,58,53912,4632,48939,4370,4973,1411,37752,3599,4332,1271,441,289,441,289,0,203,3891,1205,9507,null,null,6034,null,null,5899,null,null,5746,null,null,758,null,null,5851,null,null,5783,null,null,1062,null,null,2181,null,null,929,null,null,761,null,null,758,null,null,62,null,null,834,null,null,5492,null,null,5412,null,null,4633,null,null,58,null,null,4632,null,null,4370,null,null,1411,null,null,3599,null,null,1271,null,null,289,null,null,289,null,null,203,null,null,1205,null,null,37
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,38
76572,5830,40367,3864,37905,3684,29165,3246,113,182,29052,3266,26712,3104,2340,873,8740,1495,2462,719,1020,531,1020,531,0,189,1442,534,36205,3545,33929,3480,22054,2743,0,189,22054,2743,20199,2641,1855,673,11875,1933,2276,663,293,304,293,304,0,189,1983,620,5830,null,null,3864,null,null,3684,null,null,3246,null,null,182,null,null,3266,null,null,3104,null,null,873,null,null,1495,null,null,719,null,null,531,null,null,531,null,null,189,null,null,534,null,null,3545,null,null,3480,null,null,2743,null,null,189,null,null,2743,null,null,2641,null,null,673,null,null,1933,null,null,663,null,null,304,null,null,304,null,null,189,null,null,620,null,null,39
74915,5140,41708,3242,39671,3102,31267,2767,560,375,30707,2740,28788,2411,1919,828,8404,1384,2037,636,875,386,875,386,0,159,1162,545,33207,2758,31459,2698,18689,2068,292,261,18397,2044,17185,2006,1212,543,12770,1809,1748,465,144,115,144,115,0,159,1604,467,5140,null,null,3242,null,null,3102,null,null,2767,null,null,375,null,null,2740,null,null,2411,null,null,828,null,null,1384,null,null,636,null,null,386,null,null,386,null,null,159,null,null,545,null,null,2758,null,null,2698,null,null,2068,null,null,261,null,null,2044,null,null,2006,null,null,543,null,null,1809,null,null,465,null,null,115,null,null,115,null,null,159,null,null,467,null,null,40
86693,6980,46899,4099,45041,3911,38026,3907,0,201,38026,3907,36176,3676,1850,850,7015,1554,1858,668,925,554,874,543,51,68,933,453,39794,3977,37332,3842,27729,3149,0,201,27729,3149,25363,2908,2366,1185,9603,1480,2462,751,270,326,270,326,0,201,2192,722,6980,null,null,4099,null,null,3911,null,null,3907,null,null,201,null,null,3907,null,null,3676,null,null,850,null,null,1554,null,null,668,null,null,554,null,null,543,null,null,68,null,null,453,null,null,3977,null,null,3842,null,null,3149,null,null,201,null,null,3149,null,null,2908,null,null,1185,null,null,1480,null,null,751,null,null,326,null,null,326,null,null,201,null,null,722,null,null,41
186881,9225,94494,6176,90029,5890,63631,4736,0,174,63631,4736,56175,4211,7456,1683,26398,3480,4465,1025,477,468,477,468,0,174,3988,957,92387,4632,86182,4558,55631,4223,74,124,55557,4236,46122,3646,9435,1967,30551,2895,6205,924,586,396,375,297,211,310,5619,1043,9225,null,null,6176,null,null,5890,null,null,4736,null,null,174,null,null,4736,null,null,4211,null,null,1683,null,null,3480,null,null,1025,null,null,468,null,null,468,null,null,174,null,null,957,null,null,4632,null,null,4558,null,null,4223,null,null,124,null,null,4236,null,null,3646,null,null,1967,null,null,2895,null,null,924,null,null,396,null,null,297,null,null,310,null,null,1043,null,null,42
45871,4379,23548,2965,21651,2911,15522,2522,0,208,15522,2522,14467,2378,1055,584,6129,1485,1897,593,732,483,732,483,0,208,1165,500,22323,2139,20627,1956,14394,1679,0,208,14394,1679,13269,1620,1125,667,6233,1478,1696,658,90,120,90,120,0,208,1606,611,4379,null,null,2965,null,null,2911,null,null,2522,null,null,208,null,null,2522,null,null,2378,null,null,584,null,null,1485,null,null,593,null,null,483,null,null,483,null,null,208,null,null,500,null,null,2139,null,null,1956,null,null,1679,null,null,208,null,null,1679,null,null,1620,null,null,667,null,null,1478,null,null,658,null,null,120,null,null,120,null,null,208,null,null,611,null,null,44
55479,6922,28498,3995,27943,3936,22677,3371,766,643,21911,3336,20671,3305,1240,671,5266,1353,555,399,20,32,20,32,0,207,535,403,26981,3860,25474,3769,15851,2905,148,143,15703,2917,14498,2760,1205,587,9623,2017,1507,656,103,128,103,128,0,207,1404,647,6922,null,null,3995,null,null,3936,null,null,3371,null,null,643,null,null,3336,null,null,3305,null,null,671,null,null,1353,null,null,399,null,null,32,null,null,32,null,null,207,null,null,403,null,null,3860,null,null,3769,null,null,2905,null,null,143,null,null,2917,null,null,2760,null,null,587,null,null,2017,null,null,656,null,null,128,null,null,128,null,null,207,null,null,647,null,null,45
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,46
49033,4569,27924,2923,27397,2857,22613,2444,235,380,22378,2460,21488,2412,890,479,4784,1362,527,347,275,281,275,281,0,204,252,213,21109,2546,19700,2509,11081,1705,41,72,11040,1690,10158,1663,882,522,8619,1580,1409,480,91,116,91,116,0,204,1318,518,4569,null,null,2923,null,null,2857,null,null,2444,null,null,380,null,null,2460,null,null,2412,null,null,479,null,null,1362,null,null,347,null,null,281,null,null,281,null,null,204,null,null,213,null,null,2546,null,null,2509,null,null,1705,null,null,72,null,null,1690,null,null,1663,null,null,522,null,null,1580,null,null,480,null,null,116,null,null,116,null,null,204,null,null,518,null,null,47
1189427,28969,618646,16865,575780,16425,471915,14396,2299,750,469616,14285,447393,14057,22223,2833,103865,6337,42866,3263,10040,1769,9389,1664,651,469,32826,2789,570781,15740,514568,15730,319604,12824,412,297,319192,12832,300510,12416,18682,2642,194964,9107,56213,4157,8435,1574,8343,1565,92,90,47778,3632,28969,null,null,16865,null,null,16425,null,null,14396,null,null,750,null,null,14285,null,null,14057,null,null,2833,null,null,6337,null,null,3263,null,null,1769,null,null,1664,null,null,469,null,null,2789,null,null,15740,null,null,15730,null,null,12824,null,null,297,null,null,12832,null,null,12416,null,null,2642,null,null,9107,null,null,4157,null,null,1574,null,null,1565,null,null,90,null,null,3632,null,null,48
113066,6409,59691,3692,57668,3643,49084,3492,247,274,48837,3440,47329,3346,1508,779,8584,1673,2023,516,684,373,684,373,0,190,1339,397,53375,3631,51224,3544,37959,3308,0,190,37959,3308,36169,3290,1790,826,13265,2436,2151,613,505,415,505,415,0,190,1646,710,6409,null,null,3692,null,null,3643,null,null,3492,null,null,274,null,null,3440,null,null,3346,null,null,779,null,null,1673,null,null,516,null,null,373,null,null,373,null,null,190,null,null,397,null,null,3631,null,null,3544,null,null,3308,null,null,190,null,null,3308,null,null,3290,null,null,826,null,null,2436,null,null,613,null,null,415,null,null,415,null,null,190,null,null,710,null,null,49
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,50
