B20017I_001E,B20017I_001M,B20017I_002E,B20017I_002M,B20017I_003E,B20017I_003M,B20017I_004E,B20017I_004M,B20017I_005E,B20017I_005M,B20017I_006E,B20017I_006M,B20017I_007E,B20017I_007M,B20017I_001M,B20017I_001EA,B20017I_001MA,B20017I_002M,B20017I_002EA,B20017I_002MA,B20017I_003M,B20017I_003EA,B20017I_003MA,B20017I_004M,B20017I_004EA,B20017I_004MA,B20017I_005M,B20017I_005EA,B20017I_005MA,B20017I_006M,B20017I_006EA,B20017I_006MA,B20017I_007M,B20017I_007EA,B20017I_007MA,state
25449,758,27343,1366,33456,3368,11284,1120,21243,1136,27400,2331,9793,1887,758,null,null,1366,null,null,3368,null,null,1120,null,null,1136,null,null,2331,null,null,1887,null,null,31
25304,501,26831,643,32102,582,13727,2296,22384,750,30509,637,10695,1008,501,null,null,643,null,null,582,null,null,2296,null,null,750,null,null,637,null,null,1008,null,null,32
28581,3925,30265,4722,36996,6360,5670,3839,26881,4227,37066,11112,10773,2219,3925,null,null,4722,null,null,6360,null,null,3839,null,null,4227,null,null,11112,null,null,2219,null,null,33
27038,452,31109,467,37221,676,12999,939,22356,798,31711,620,11128,366,452,null,null,467,null,null,676,null,null,939,null,null,798,null,null,620,null,null,366,null,null,34
22704,900,26335,1008,35815,857,9385,826,20046,909,30146,840,9424,778,900,null,null,1008,null,null,857,null,null,826,null,null,909,null,null,840,null,null,778,null,null,35
26140,394,29219,967,36440,651,12268,375,22103,342,35782,547,10949,325,394,null,null,967,null,null,651,null,null,375,null,null,342,null,null,547,null,null,325,null,null,36
22040,434,25176,515,29174,1219,12129,696,17536,860,25926,1009,8457,693,434,null,null,515,null,null,1219,null,null,696,null,null,860,null,null,1009,null,null,693,null,null,37
22026,3263,24777,8546,42775,11777,4436,4859,19363,2457,26684,5087,4071,3334,3263,null,null,8546,null,null,11777,null,null,4859,null,null,2457,null,null,5087,null,null,3334,null,null,38
22465,1120,25933,1884,36332,1596,11181,743,20402,923,31975,1312,9364,936,1120,null,null,1884,null,null,1596,null,null,743,null,null,923,null,null,1312,null,null,936,null,null,39
22067,464,26173,763,32432,1848,12497,1491,16787,830,25404,1260,8293,1031,464,null,null,763,null,null,1848,null,null,1491,null,null,830,null,null,1260,null,null,1031,null,null,40
21364,660,25164,1134,31950,960,10694,1038,17011,754,26452,1176,10147,859,660,null,null,1134,null,null,960,null,null,1038,null,null,754,null,null,1176,null,null,859,null,null,41
22368,793,26836,766,37141,1330,9845,1123,18783,1415,30420,858,8385,866,793,null,null,766,null,null,1330,null,null,1123,null,null,1415,null,null,858,null,null,866,null,null,42
25273,1599,30994,1149,37026,1612,8140,2199,20997,942,29018,3367,10853,1111,1599,null,null,1149,null,null,1612,null,null,2199,null,null,942,null,null,3367,null,null,1111,null,null,44
22325,1282,25180,1569,28294,2872,16012,1591,18133,2195,26991,2554,9370,1038,1282,null,null,1569,null,null,2872,null,null,1591,null,null,2195,null,null,2554,null,null,1038,null,null,45
22441,2977,25305,2899,35723,5693,13185,5317,20142,2802,28460,7860,6577,4256,2977,null,null,2899,null,null,5693,null,null,5317,null,null,2802,null,null,7860,null,null,4256,null,null,46
21877,472,25000,778,27756,2008,12378,1304,16821,913,22538,2666,8849,1324,472,null,null,778,null,null,2008,null,null,1304,null,null,913,null,null,2666,null,null,1324,null,null,47
24618,269,28129,429,33755,790,11553,236,19905,285,27702,612,9425,221,269,null,null,429,null,null,790,null,null,236,null,null,285,null,null,612,null,null,221,null,null,48
23223,1045,27437,1810,32323,2001,11193,818,19386,1272,25338,1309,9339,1226,1045,null,null,1810,null,null,2001,null,null,818,null,null,1272,null,null,1309,null,null,1226,null,null,49
25020,13331,30303,16025,39838,3024,10012,6527,16662,13069,32491,16953,4971,8104,13331,null,null,16025,null,null,3024,null,null,6527,null,null,13069,null,null,16953,null,null,8104,null,null,50
27210,843,31231,743,39126,1761,15291,1342,21824,692,33126,2217,10202,734,843,null,null,743,null,null,1761,null,null,1342,null,null,692,null,null,2217,null,null,734,null,null,51
25265,445,30075,785,37149,834,13389,1144,19804,868,29995,1179,10193,704,445,null,null,785,null,null,834,null,null,1144,null,null,868,null,null,1179,null,null,704,null,null,53
17416,2526,21302,8267,34974,8844,6064,846,16375,1339,29301,5732,7411,2828,2526,null,null,8267,null,null,8844,null,null,846,null,null,1339,null,null,5732,null,null,2828,null,null,54
24116,1173,26757,911,32758,3033,9688,838,20488,994,29800,1495,9849,953,1173,null,null,911,null,null,3033,null,null,838,null,null,994,null,null,1495,null,null,953,null,null,55
26705,3237,32167,5471,40291,8512,11671,9428,19852,4632,31502,8384,9274,2459,3237,null,null,5471,null,null,8512,null,null,9428,null,null,4632,null,null,8384,null,null,2459,null,null,56
16883,193,16880,222,22752,676,7331,261,16888,286,23542,493,7865,282,193,null,null,222,null,null,676,null,null,261,null,null,286,null,null,493,null,null,282,null,null,72
21708,1496,24826,1405,27758,2012,11534,1697,15554,1645,24752,2581,8507,1364,1496,null,null,1405,null,null,2012,null,null,1697,null,null,1645,null,null,2581,null,null,1364,null,null,01
23251,3105,26818,5456,45758,5099,14142,6588,20686,3376,38810,14865,12794,4296,3105,null,null,5456,null,null,5099,null,null,6588,null,null,3376,null,null,14865,null,null,4296,null,null,02
23393,602,26174,496,32420,1116,10733,491,20936,392,29953,1127,10299,343,602,null,null,496,null,null,1116,null,null,491,null,null,392,null,null,1127,null,null,343,null,null,04
21806,650,25436,938,27414,1253,12835,3148,19479,1380,22069,525,8399,1067,650,null,null,938,null,null,1253,null,null,3148,null,null,1380,null,null,525,null,null,1067,null,null,05
24737,216,27604,382,35469,199,12340,170,20809,155,31122,220,10782,105,216,null,null,382,null,null,199,null,null,170,null,null,155,null,null,220,null,null,105,null,null,06
26721,481,30857,503,36736,702,12521,1364,21812,659,31429,532,10170,485,481,null,null,503,null,null,702,null,null,1364,null,null,659,null,null,532,null,null,485,null,null,08
26175,789,31241,1085,40614,1650,13156,1565,21964,605,35121,1997,10979,784,789,null,null,1085,null,null,1650,null,null,1565,null,null,605,null,null,1997,null,null,784,null,null,09
24928,2661,27988,2703,31658,1453,12498,4083,22037,1688,28149,1606,10588,1913,2661,null,null,2703,null,null,1453,null,null,4083,null,null,1688,null,null,1606,null,null,1913,null,null,10
31799,2275,36064,7823,40658,5614,12191,6530,30248,2851,41633,10032,13529,3653,2275,null,null,7823,null,null,5614,null,null,6530,null,null,2851,null,null,10032,null,null,3653,null,null,11
